Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
430363,Cabra del Camp,129,389,97,82,357,98,211,746,195
080288,Cabrera d'Anoia,115,521,90,110,434,85,225,955,175
080291,Cabrera de Mar,424,1565,290,365,1570,314,789,3135,604
080305,Cabrils,783,2376,366,773,2502,396,1556,4878,762
170329,Cadaqués,229,1005,197,209,995,267,438,2000,464
080312,Calaf,286,1280,291,260,1048,357,546,2328,648
430379,Calafell,2055,8850,1756,1928,8450,1945,3983,17300,3701
080348,Calders,84,335,74,80,293,89,164,628,163
080327,Caldes d'Estrac,191,932,215,200,918,320,391,1850,535
170335,Caldes de Malavella,635,2379,467,601,2344,572,1236,4723,1039
080333,Caldes de Montbui,1511,6017,1088,1381,5698,1491,2892,11715,2579
080351,Calella,1467,6508,1330,1386,6066,1937,2853,12574,3267
080370,Calldetenes,201,903,143,187,813,179,388,1716,322
080386,Callús,190,618,137,168,610,217,358,1228,354
080364,Calonge de Segarra,13,63,27,10,55,30,23,118,57
170340,Calonge i Sant Antoni,816,3722,857,807,3584,975,1623,7306,1832
250621,Camarasa,53,326,115,26,280,149,79,606,264
439039,Camarles,280,1226,340,246,1108,400,526,2334,740
430385,Cambrils,2929,11641,1844,2874,11385,2335,5803,23026,4179
170353,Camós,53,226,69,43,200,93,96,426,162
170366,Campdevànol,254,1099,363,205,1063,493,459,2162,856
170372,Campelles,7,47,13,14,41,14,21,88,27
080399,Campins,49,176,24,44,157,30,93,333,54
170388,Campllong,54,171,29,63,148,32,117,319,61
170391,Camprodon,141,825,235,170,757,322,311,1582,557
250637,Canejan,1,40,16,7,25,15,8,65,31
170405,Canet d'Adri,45,211,51,36,198,68,81,409,119
080403,Canet de Mar,1158,4718,1051,1051,4598,1496,2209,9316,2547
439076,"Canonja, la",515,1993,329,512,1899,425,1027,3892,754
080410,Canovelles,1508,5831,894,1383,5120,1115,2891,10951,2009
080425,Cànoves i Samalús,239,1006,204,242,910,217,481,1916,421
170412,Cantallops,21,110,37,15,100,43,36,210,80
080431,Canyelles,431,1521,225,419,1472,214,850,2993,439
430398,Capafonts,1,43,23,4,34,18,5,77,41
430402,Capçanes,21,141,48,23,130,57,44,271,105
080446,Capellades,437,1832,448,405,1782,590,842,3614,1038
170427,Capmany,42,217,77,39,183,65,81,400,142
080459,Capolat,5,25,5,9,29,12,14,54,17
080462,Cardedeu,1628,5900,955,1560,5884,1314,3188,11784,2269
080478,Cardona,302,1713,503,324,1537,737,626,3250,1240
080484,Carme,67,291,75,46,265,92,113,556,167
430419,Caseres,13,85,45,17,86,46,30,171,91
170448,Cassà de la Selva,836,3577,662,787,2995,932,1623,6572,1594
080497,Casserres,86,531,185,68,503,222,154,1034,407
080575,Castell de l'Areny,5,30,4,5,20,6,10,50,10
259046,Castell de Mur,8,62,26,15,50,25,23,112,51
250642,Castellar de la Ribera,15,44,21,12,46,18,27,90,39
080522,Castellar de n'Hug,8,70,15,7,48,21,15,118,36
080500,Castellar del Riu,15,58,22,13,54,12,28,112,34
080517,Castellar del Vallès,2278,7985,1267,2068,7985,1655,4346,15970,2922
080538,Castellbell i el Vilar,308,1310,277,308,1149,359,616,2459,636
080543,Castellbisbal,1317,4326,634,1207,4087,696,2524,8413,1330
080556,Castellcir,61,230,51,69,194,60,130,424,111
250674,Castelldans,54,379,113,52,279,129,106,658,242
080569,Castelldefels,5613,22595,3223,5302,22192,4214,10915,44787,7437
080581,Castellet i la Gornal,187,765,175,179,723,194,366,1488,369
170464,Castellfollit de la Roca,81,325,106,58,303,129,139,628,235
080608,Castellfollit de Riubregós,9,70,22,1,54,34,10,124,56
080594,Castellfollit del Boix,41,128,36,26,127,51,67,255,87
080615,Castellgalí,201,692,139,163,626,145,364,1318,284
080620,Castellnou de Bages,100,394,63,115,367,52,215,761,115
250680,Castellnou de Seana,49,241,95,53,209,98,102,450,193
170470,Castelló d'Empúries,954,4181,946,954,3833,1017,1908,8014,1963
250693,Castelló de Farfanya,33,194,78,16,151,87,49,345,165
080636,Castellolí,41,186,38,62,173,50,103,359,88
170486,Castell-Platja d'Aro,752,3733,713,728,3654,840,1480,7387,1553
250707,Castellserà,60,363,152,59,310,172,119,673,324
080641,Castellterçol,173,792,223,173,735,280,346,1527,503
430424,Castellvell del Camp,298,970,136,297,942,149,595,1912,285
080654,Castellví de la Marca,134,564,133,139,502,177,273,1066,310
080667,Castellví de Rosanes,160,633,101,174,593,131,334,1226,232
430430,"Catllar, el",390,1517,226,330,1459,226,720,2976,452
250714,Cava,1,22,13,1,16,8,2,38,21
171899,"Cellera de Ter, la",158,715,182,155,649,246,313,1364,428
170499,Celrà,486,1690,202,504,1633,257,990,3323,459
080673,Centelles,610,2460,532,582,2403,773,1192,4863,1305
082687,Cercs,74,427,156,55,378,213,129,805,369
082665,Cerdanyola del Vallès,4716,20409,3612,4432,20506,4572,9148,40915,8184
080689,Cervelló,754,3124,474,718,2960,621,1472,6084,1095
250729,Cervera,877,3292,623,791,2985,822,1668,6277,1445
250735,Cervià de les Garrigues,48,260,111,46,220,123,94,480,234
170502,Cervià de Ter,89,287,73,73,284,89,162,571,162
170519,Cistella,14,94,28,21,80,35,35,174,63
250740,Ciutadilla,12,72,33,7,60,26,19,132,59
250753,Clariana de Cardener,11,60,10,15,51,10,26,111,20
250766,"Cogul, el",9,63,32,6,49,29,15,112,61
170545,Colera,26,209,73,25,178,82,51,387,155
250772,Coll de Nargó,37,209,65,27,195,74,64,404,139
080692,Collbató,528,1486,189,445,1378,216,973,2864,405
430458,Colldejou,10,73,18,8,57,15,18,130,33
080706,Collsuspina,36,114,35,22,115,25,58,229,60
170558,Colomers,14,58,25,9,60,30,23,118,55
251636,"Coma i la Pedra, la",18,123,22,15,75,22,33,198,44
251615,Conca de Dalt,21,143,54,15,118,69,36,261,123
430461,Conesa,2,50,13,7,39,18,9,89,31
430477,Constantí,639,2476,384,569,2055,469,1208,4531,853
080713,Copons,30,105,27,35,104,31,65,209,58
430483,Corbera d'Ebre,80,433,119,76,330,142,156,763,261
080728,Corbera de Llobregat,1421,4942,715,1277,4864,845,2698,9806,1560
250788,Corbins,118,506,113,103,402,135,221,908,248
170577,Corçà,92,423,120,94,456,132,186,879,252
080734,Cornellà de Llobregat,6812,29622,6687,6511,28599,9012,13323,58221,15699
170561,Cornellà del Terri,185,749,195,161,735,208,346,1484,403
430496,Cornudella de Montsant,61,375,108,55,291,136,116,666,244
430509,Creixell,270,1173,304,247,1041,351,517,2214,655
170583,Crespià,23,83,27,18,78,31,41,161,58
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",93,457,101,97,424,110,190,881,211
080749,Cubelles,1342,5030,902,1156,4851,1012,2498,9881,1914
250791,Cubells,24,131,56,20,108,61,44,239,117
430516,Cunit,1042,4229,1068,1056,4004,1152,2098,8233,2220
170600,Darnius,25,189,59,24,153,78,49,342,137
170617,Das,18,84,24,14,58,21,32,142,45
439018,Deltebre,944,4190,1130,843,3902,1293,1787,8092,2423
080752,Dosrius,523,1835,245,473,1768,279,996,3603,524
430537,Duesaigües,11,94,30,11,61,29,22,155,59
170622,"Escala, l'",752,3657,995,667,3479,1004,1419,7136,1999
080765,Esparreguera,2033,7902,1302,1837,7305,1607,3870,15207,2909
170638,Espinelves,11,65,19,14,60,30,25,125,49
250812,"Espluga Calba, l'",20,151,59,25,104,71,45,255,130
430542,"Espluga de Francolí, l'",270,1306,345,285,1226,491,555,2532,836
080771,Esplugues de Llobregat,3292,15582,3804,3026,16125,4858,6318,31707,8662
170643,Espolla,23,138,46,23,121,66,46,259,112
170656,Esponellà,43,141,35,37,136,59,80,277,94
250827,Espot,24,143,24,23,105,31,47,248,55
080787,"Espunyola, l'",19,78,40,18,76,37,37,154,77
082541,"Esquirol, l'",168,745,211,163,668,261,331,1413,472
250886,Estamariu,7,40,23,4,30,19,11,70,42
080790,"Estany, l'",27,127,43,19,115,62,46,242,105
250851,Estaràs,6,61,24,8,49,22,14,110,46
250864,Esterri d'Àneu,55,366,66,57,296,84,112,662,150
250870,Esterri de Cardós,3,29,6,3,26,10,6,55,16
430555,Falset,232,992,258,217,922,331,449,1914,589
170059,"Far d'Empordà, el",48,179,47,61,164,56,109,343,103
250899,Farrera,12,54,15,11,40,8,23,94,23
430568,"Fatarella, la",53,349,153,55,309,192,108,658,345
430574,"Febró, la",0,25,8,1,14,3,1,39,11
081347,Figaró-Montmany,91,376,98,92,335,120,183,711,218
080804,Fígols,3,16,11,2,11,9,5,27,20
259084,Fígols i Alinyà,15,96,46,8,67,50,23,163,96
430580,"Figuera, la",4,51,19,1,40,18,5,91,37
170669,Figueres,3888,15730,2668,3696,14964,3819,7584,30694,6487
430593,Figuerola del Camp,25,115,32,36,105,36,61,220,68
170675,Flaçà,82,340,91,76,345,125,158,685,216
430607,Flix,208,1377,411,189,1265,519,397,2642,930
250925,"Floresta, la",13,56,23,9,41,26,22,97,49
080826,Fogars de la Selva,135,564,102,126,471,100,261,1035,202
080811,Fogars de Montclús,50,151,41,35,137,39,85,288,80
170681,Foixà,24,102,41,15,90,46,39,192,87
080832,Folgueroles,267,716,147,230,704,165,497,1420,312
250931,Fondarella,67,293,59,52,293,70,119,586,129
080847,Fonollosa,116,519,101,111,476,94,227,995,195
170694,Fontanals de Cerdanya,17,171,40,28,161,48,45,332,88
170708,Fontanilles,16,58,23,9,43,18,25,101,41
170715,Fontcoberta,102,474,75,122,479,97,224,953,172
080850,Font-rubí,120,504,147,120,411,164,240,915,311
250946,Foradada,10,66,30,4,50,23,14,116,53
179026,Forallac,130,615,130,125,609,176,255,1224,306
430614,Forès,0,23,11,0,13,12,0,36,23
170736,Fornells de la Selva,247,796,120,260,816,141,507,1612,261
170741,Fortià,50,211,72,51,199,75,101,410,147
080863,"Franqueses del Vallès, les",1776,6891,952,1628,6299,1147,3404,13190,2099
430629,Freginals,17,177,52,16,130,72,33,307,124
250962,"Fuliola, la",97,419,140,78,380,172,175,799,312
250978,Fulleda,0,35,18,3,32,17,3,67,35
080902,Gaià,13,70,9,14,51,15,27,121,24
430635,"Galera, la",55,295,85,50,254,107,105,549,192
080879,Gallifa,13,80,14,12,69,16,25,149,30
430640,Gandesa,231,1138,293,208,987,362,439,2125,655
430653,Garcia,26,195,70,34,169,86,60,364,156
430666,"Garidells, els",12,71,16,7,68,17,19,139,33
080885,"Garriga, la",1407,5065,917,1311,5243,1293,2718,10308,2210
170754,Garrigàs,20,136,45,29,116,40,49,252,85
170767,Garrigoles,6,61,22,11,45,19,17,106,41
170773,Garriguella,68,286,77,62,276,94,130,562,171
080898,Gavà,3937,16032,2952,3678,15826,3825,7615,31858,6777
250984,Gavet de la Conca,12,84,53,10,82,61,22,166,114
080919,Gelida,669,2478,409,620,2348,561,1289,4826,970
170789,Ger,33,173,47,28,148,38,61,321,85
259123,Gimenells i el Pla de la Font,79,388,125,94,341,152,173,729,277
430672,Ginestar,68,339,113,56,277,133,124,616,246
170792,Girona,8374,32976,5325,7964,34199,7884,16338,67175,13209
080924,Gironella,306,1736,481,330,1528,702,636,3264,1183
080930,Gisclareny,0,14,2,0,12,3,0,26,5
430688,Godall,41,269,119,50,229,114,91,498,233
250997,Golmés,137,563,131,147,552,161,284,1115,292
170806,Gombrèn,18,67,15,13,72,24,31,139,39
251001,Gósol,9,93,26,5,63,34,14,156,60
080945,"Granada, la",175,698,131,175,655,161,350,1353,292
251018,"Granadella, la",48,256,101,35,199,120,83,455,221
080958,Granera,2,39,10,2,21,6,4,60,16
251023,"Granja d'Escarp, la",42,370,107,55,265,129,97,635,236
080961,Granollers,4827,21297,3769,4558,20275,5274,9385,41572,9043
251039,Granyanella,8,53,18,6,42,22,14,95,40
251057,Granyena de les Garrigues,6,69,26,5,41,25,11,110,51
251044,Granyena de Segarra,3,40,25,4,31,34,7,71,59
430691,Gratallops,23,90,27,10,78,36,33,168,63
080977,Gualba,128,462,81,135,418,88,263,880,169
170813,Gualta,33,129,34,25,99,38,58,228,72
080996,Guardiola de Berguedà,68,364,112,58,300,125,126,664,237
430705,"Guiamets, els",10,106,32,14,104,56,24,210,88
170828,Guils de Cerdanya,37,227,30,32,200,39,69,427,69
251095,Guimerà,6,101,63,11,74,65,17,175,128
259031,"Guingueta d'Àneu, la",25,125,32,15,113,37,40,238,69
251109,Guissona,655,2596,244,620,2090,347,1275,4686,591
251116,Guixers,3,52,24,7,36,12,10,88,36
081000,Gurb,264,894,160,210,833,177,474,1727,337
430712,Horta de Sant Joan,91,436,163,62,360,183,153,796,346
081017,"Hospitalet de Llobregat, l'",17951,86197,20970,16769,86013,28165,34720,172210,49135
081629,"Hostalets de Pierola, els",300,1037,136,275,909,170,575,1946,306
170834,Hostalric,340,1431,274,329,1311,345,669,2742,619
081022,Igualada,3436,13147,2739,3186,12696,3987,6622,25843,6726
251155,Isona i Conca Dellà,57,355,172,51,294,171,108,649,343
170849,Isòvol,17,133,30,14,98,30,31,231,60
251137,Ivars d'Urgell,111,607,184,100,460,240,211,1067,424
251121,Ivars de Noguera,16,133,44,21,97,46,37,230,90
251142,Ivorra,5,42,16,4,29,24,9,71,40
170852,Jafre,23,153,41,19,117,60,42,270,101
170865,"Jonquera, la",285,1100,179,231,1064,235,516,2164,414
081038,Jorba,90,258,63,71,264,74,161,522,137
259101,Josa i Tuixén,4,54,20,1,44,13,5,98,33
170871,Juià,40,121,30,25,91,31,65,212,61
251180,Juncosa,16,172,67,27,113,75,43,285,142
251193,Juneda,257,1233,328,219,1054,391,476,2287,719
251214,Les,84,375,52,69,346,79,153,721,131
251229,Linyola,225,912,252,208,828,287,433,1740,539
081043,"Llacuna, la",57,353,96,53,255,121,110,608,217
170887,Lladó,61,231,60,67,224,70,128,455,130
251235,Lladorre,11,82,25,20,79,27,31,161,52
251240,Lladurs,8,72,30,10,50,27,18,122,57
081056,"Llagosta, la",1195,4749,915,1136,4562,1164,2331,9311,2079
170890,Llagostera,696,2879,608,689,2497,736,1385,5376,1344
170904,Llambilles,72,250,51,74,212,58,146,462,109
170911,Llanars,34,206,51,27,178,65,61,384,116
170926,Llançà,338,1784,454,365,1643,556,703,3427,1010
251253,Llardecans,20,166,79,24,128,98,44,294,177
251266,Llavorsí,20,130,44,26,117,36,46,247,80
251207,Lleida,10913,48957,8782,10543,46517,12704,21456,95474,21486
170932,Llers,93,404,111,87,375,123,180,779,234
251272,Lles de Cerdanya,15,113,36,10,65,29,25,178,65
081075,Lliçà d'Amunt,1397,5018,917,1366,4780,978,2763,9798,1895
081081,Lliçà de Vall,570,2241,441,541,2180,431,1111,4421,872
251288,Llimiana,13,65,28,4,51,22,17,116,50
081069,Llinars del Vallès,826,3211,574,740,3161,781,1566,6372,1355
170947,Llívia,124,671,106,94,559,111,218,1230,217
430727,"Lloar, el",9,39,19,6,29,17,15,68,36
251291,Llobera,16,75,23,10,60,26,26,135,49
430733,Llorac,6,41,12,4,32,17,10,73,29
430748,Llorenç del Penedès,210,741,161,184,714,235,394,1455,396
170950,Lloret de Mar,3227,16008,1929,2910,13885,2323,6137,29893,4252
170963,"Llosses, les",9,96,23,12,64,17,21,160,40
081094,Lluçà,19,94,22,20,77,22,39,171,44
171024,Maçanet de Cabrenys,34,229,109,45,208,110,79,437,219
171030,Maçanet de la Selva,599,2575,479,629,2282,535,1228,4857,1014
170979,Madremanya,25,72,26,20,90,27,45,162,53
170985,Maià de Montcal,37,140,48,38,124,45,75,264,93
251333,Maials,54,328,127,56,249,155,110,577,282
251305,Maldà,17,77,33,7,74,42,24,151,75
081108,Malgrat de Mar,1438,6399,1396,1332,6047,1832,2770,12446,3228
081115,Malla,17,90,21,14,90,27,31,180,48
081120,Manlleu,1938,6934,1377,1835,6432,1929,3773,13366,3306
081136,Manresa,6071,25791,5748,5768,24535,8676,11839,50326,14424
430764,Marçà,52,203,80,47,184,72,99,387,152
430751,Margalef,6,40,18,0,31,20,6,71,38
082423,Marganell,24,98,25,16,104,44,40,202,69
081141,Martorell,2649,9906,1694,2399,8594,2215,5048,18500,3909
081154,Martorelles,364,1728,371,340,1639,461,704,3367,832
430770,Mas de Barberans,37,209,71,30,185,103,67,394,174
171002,Masarac,20,113,28,16,84,35,36,197,63
430786,Masdenverge,64,403,121,79,350,114,143,753,235
081167,"Masies de Roda, les",62,260,55,49,260,77,111,520,132
081173,"Masies de Voltregà, les",284,1065,216,275,1060,274,559,2125,490
430799,Masllorenç,44,191,53,35,151,64,79,342,117
081189,"Masnou, el",1762,7528,1504,1640,7874,2215,3402,15402,3719
430803,"Masó, la",17,88,45,17,90,36,34,178,81
430810,Maspujols,59,262,60,67,219,63,126,481,123
081192,Masquefa,845,2866,489,841,2745,524,1686,5611,1013
430825,"Masroig, el",43,183,70,30,153,83,73,336,153
251312,Massalcoreig,29,217,62,23,165,85,52,382,147
171019,Massanes,52,262,50,54,228,54,106,490,104
251327,Massoteres,21,67,18,20,62,17,41,129,35
081206,Matadepera,949,2860,509,784,2871,611,1733,5731,1120
081213,Mataró,10388,43692,7880,9667,41310,10931,20055,85002,18811
081228,Mediona,210,773,209,202,690,263,412,1463,472
251348,Menàrguens,48,333,107,46,247,122,94,580,229
170998,Meranges,9,34,11,6,28,8,15,62,19
171058,Mieres,17,121,34,28,98,37,45,219,71
430831,"Milà, el",14,51,24,13,56,25,27,107,49
251351,Miralcamp,109,487,131,95,462,145,204,949,276
430846,Miravet,54,274,80,41,206,115,95,480,195
081385,Moià,525,1981,394,500,1821,509,1025,3802,903
430859,"Molar, el",17,103,46,13,80,46,30,183,92
081234,Molins de Rei,2214,8239,1544,2096,8405,2074,4310,16644,3618
251370,Mollerussa,1382,5460,756,1305,4748,1054,2687,10208,1810
171061,Mollet de Peralada,11,53,23,10,50,31,21,103,54
081249,Mollet del Vallès,4604,18602,3030,4484,17830,3859,9088,36432,6889
171077,Molló,19,118,38,21,112,50,40,230,88
251364,"Molsosa, la",1,42,16,4,37,16,5,79,32
081287,Monistrol de Calders,58,233,61,38,223,76,96,456,137
081271,Monistrol de Montserrat,220,1085,245,191,960,308,411,2045,553
171096,Montagut i Oix,69,363,85,66,287,113,135,650,198
430862,Montblanc,580,2614,531,500,2404,725,1080,5018,1256
430884,Montbrió del Camp,206,875,164,187,827,202,393,1702,366
081252,Montcada i Reixac,3013,11988,2025,2883,11515,2808,5896,23503,4833
081304,Montclar,11,29,14,6,36,16,17,65,30
251399,Montellà i Martinet,43,251,62,32,215,80,75,466,142
