Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
430810,Maspujols,73,268,59,62,254,58,135,522,117,
081192,Masquefa,785,2917,518,812,2742,612,1597,5659,1130,
430825,"Masroig, el",32,160,81,30,116,75,62,276,156,
251312,Massalcoreig,24,231,58,20,164,74,44,395,132,
171019,Massanes,81,241,78,59,223,60,140,464,138,
251327,Massoteres,21,72,17,18,56,19,39,128,36,
081206,Matadepera,864,2969,675,826,2911,739,1690,5880,1414,
081213,Mataró,10723,42716,8916,10163,40820,12179,20886,83536,21095,
171045,Medinyà,..,..,..,..,..,..,..,..,..,
081228,Mediona,214,701,228,190,670,279,404,1371,507,
251348,Menàrguens,36,340,97,35,224,115,71,564,212,
170998,Meranges,11,34,14,4,27,9,15,61,23,
171058,Mieres,15,115,31,24,91,41,39,206,72,
430831,"Milà, el",12,58,19,13,49,27,25,107,46,
251351,Miralcamp,109,446,131,103,425,155,212,871,286,
430846,Miravet,54,251,93,49,192,98,103,443,191,
081385,Moià,515,2025,455,531,1852,579,1046,3877,1034,
430859,"Molar, el",13,94,41,7,79,48,20,173,89,
081234,Molins de Rei,2322,8240,1780,2212,8437,2368,4534,16677,4148,
251370,Mollerussa,1429,5192,844,1326,4657,1137,2755,9849,1981,
171061,Mollet de Peralada,18,52,28,11,41,30,29,93,58,
081249,Mollet del Vallès,4445,17516,3537,4297,17172,4524,8742,34688,8061,
171077,Molló,19,105,39,29,96,47,48,201,86,
251364,"Molsosa, la",2,37,15,6,34,17,8,71,32,
081287,Monistrol de Calders,50,242,71,36,224,76,86,466,147,
081271,Monistrol de Montserrat,212,983,261,200,906,305,412,1889,566,
171096,Montagut i Oix,67,333,85,64,277,103,131,610,188,
430862,Montblanc,610,2505,567,516,2330,762,1126,4835,1329,
430884,Montbrió del Camp,278,969,181,235,897,219,513,1866,400,
081252,Montcada i Reixac,3163,11800,2207,3005,11610,3017,6168,23410,5224,
081304,Montclar,11,34,13,9,37,15,20,71,28,
251399,Montellà i Martinet,28,206,68,21,154,70,49,360,138,
081311,Montesquiu,84,303,78,73,279,114,157,582,192,
251403,Montferrer i Castellbò,83,380,103,81,326,77,164,706,180,
430897,Montferri,35,151,31,42,109,32,77,260,63,
251386,Montgai,34,206,95,23,176,117,57,382,212,
081265,Montgat,1047,3964,748,985,3937,940,2032,7901,1688,
081326,Montmajor,27,145,62,36,141,60,63,286,122,
081332,Montmaneu,9,46,23,5,45,23,14,91,46,
430901,"Montmell, el",111,498,138,113,417,120,224,915,258,
081350,Montmeló,708,2930,661,661,2948,876,1369,5878,1537,
251425,Montoliu de Lleida,26,172,53,26,142,76,52,314,129,
251410,Montoliu de Segarra,17,62,26,7,48,28,24,110,54,
251431,Montornès de Segarra,5,25,20,9,25,16,14,50,36,
081363,Montornès del Vallès,1542,5634,1044,1480,5283,1235,3022,10917,2279,
430918,Mont-ral,11,63,20,11,51,10,22,114,30,
171100,Mont-ras,115,591,147,104,563,170,219,1154,317,
430923,Mont-roig del Camp,942,4031,997,838,3722,991,1780,7753,1988,
081379,Montseny,24,106,36,23,87,44,47,193,80,
430939,Móra d'Ebre,465,1862,438,402,1822,585,867,3684,1023,
430944,Móra la Nova,212,1079,273,211,983,346,423,2062,619,
430957,"Morell, el",342,1263,203,325,1166,251,667,2429,454,
430960,"Morera de Montsant, la",8,63,18,11,39,14,19,102,32,
081290,Muntanyola,53,223,36,62,190,40,115,413,76,
081398,Mura,20,77,21,17,60,24,37,137,45,
251459,Nalec,2,29,21,2,28,18,4,57,39,
250254,Naut Aran,131,654,114,135,625,105,266,1279,219,
081402,Navarcles,413,2002,500,436,1955,682,849,3957,1182,
081419,Navàs,474,2002,541,446,1889,693,920,3891,1234,
171117,Navata,122,420,110,118,447,112,240,867,222,
251462,Navès,19,94,24,25,85,36,44,179,60,
081424,"Nou de Berguedà, la",5,48,22,8,42,26,13,90,48,
430976,"Nou de Gaià, la",58,161,49,53,160,65,111,321,114,
430982,Nulles,42,151,44,32,129,55,74,280,99,
251484,Odèn,10,97,43,8,74,27,18,171,70,
081430,Òdena,364,1222,256,323,1119,323,687,2341,579,
171122,Ogassa,16,88,28,14,55,24,30,143,52,
081458,Olèrdola,337,1225,262,321,1109,275,658,2334,537,
081461,Olesa de Bonesvalls,162,611,125,147,536,142,309,1147,267,
081477,Olesa de Montserrat,2337,7921,1586,2122,7655,2024,4459,15576,3610,
251497,Oliana,101,588,240,111,554,250,212,1142,490,
251500,Oliola,7,85,31,13,54,30,20,139,61,
251517,Olius,112,302,74,91,274,76,203,576,150,
081483,Olivella,370,1311,216,350,1130,192,720,2441,408,
081496,Olost,71,396,132,66,367,153,137,763,285,
171143,Olot,2724,11422,2746,2462,10737,3909,5186,22159,6655,
251522,"Oluges, les",7,47,27,6,36,29,13,83,56,
081445,Olvan,50,281,88,52,256,128,102,537,216,
251538,"Omellons, els",7,66,43,7,55,39,14,121,82,
251543,"Omells de na Gaia, els",5,46,23,4,38,21,9,84,44,
171156,Ordis,33,124,43,28,119,30,61,243,73,
251556,Organyà,49,246,104,39,234,132,88,480,236,
081509,Orís,22,110,25,18,110,25,40,220,50,
081516,Oristà,34,162,71,30,168,82,64,330,153,
081521,Orpí,9,49,18,10,42,11,19,91,29,
081537,Òrrius,63,256,51,52,222,58,115,478,109,
251569,Os de Balaguer,80,326,108,90,308,110,170,634,218,
171169,Osor,29,151,41,29,128,56,58,279,97,
251575,Ossó de Sió,16,62,27,12,64,33,28,126,60,
081542,Pacs del Penedès,72,320,65,72,293,72,144,613,137,
081555,Palafolls,884,3172,549,839,3062,627,1723,6234,1176,
171175,Palafrugell,2032,7602,1708,1930,7384,2212,3962,14986,3920,
171181,Palamós,1302,5892,1439,1264,5859,1921,2566,11751,3360,
251581,"Palau d'Anglesola, el",171,720,162,173,677,250,344,1397,412,
171194,Palau de Santa Eulàlia,8,34,12,2,27,7,10,61,19,
171215,Palau-sator,24,99,33,24,81,36,48,180,69,
171208,Palau-saverdera,141,444,147,135,447,157,276,891,304,
081568,Palau-solità i Plegamans,1237,4896,1002,1297,4887,1175,2534,9783,2177,
431009,"Pallaresos, els",544,1587,191,497,1530,248,1041,3117,439,
081574,Pallejà,1137,3810,709,1010,3709,973,2147,7519,1682,
430995,"Palma d'Ebre, la",12,103,57,16,102,73,28,205,130,
089058,"Palma de Cervelló, la",227,1065,202,226,1039,241,453,2104,443,
171236,Palol de Revardit,41,150,45,36,144,54,77,294,99,
171241,Pals,189,799,239,170,748,278,359,1547,517,
081580,"Papiol, el",361,1370,290,357,1355,342,718,2725,632,
171254,Pardines,12,57,16,8,42,23,20,99,39,
081593,Parets del Vallès,1686,6616,1175,1584,6291,1485,3270,12907,2660,
171267,Parlavà,31,133,44,23,118,43,54,251,87,
431016,Passanant i Belltall,2,67,24,2,37,29,4,104,53,
171289,Pau,44,171,65,35,166,70,79,337,135,
431021,Paüls,30,161,89,32,167,101,62,328,190,
171292,Pedret i Marzà,19,65,14,14,51,17,33,116,31,
251641,Penelles,34,173,64,24,114,65,58,287,129,
171306,"Pera, la",41,135,32,29,131,73,70,266,105,
081607,Perafita,21,134,52,25,127,52,46,261,104,
431037,Perafort,167,438,74,125,408,70,292,846,144,
171328,Peralada,149,615,152,140,585,194,289,1200,346,
251654,Peramola,19,108,45,14,106,52,33,214,97,
431042,"Perelló, el",190,919,393,177,814,410,367,1733,803,
081614,Piera,1361,5157,1130,1281,4706,1366,2642,9863,2496,
431055,"Piles, les",18,71,23,17,61,17,35,132,40,
081635,Pineda de Mar,2009,8800,2298,1936,8324,2873,3945,17124,5171,
431068,"Pinell de Brai, el",55,325,130,58,282,164,113,607,294,
251667,Pinell de Solsonès,14,81,30,6,52,30,20,133,60,
251673,Pinós,24,100,36,22,79,36,46,179,72,
431074,Pira,54,171,43,36,149,47,90,320,90,
431080,"Pla de Santa Maria, el",169,815,207,161,704,238,330,1519,445,
081640,"Pla del Penedès, el",104,423,96,122,385,123,226,808,219,
171334,"Planes d'Hostoles, les",123,498,213,106,482,240,229,980,453,
171349,Planoles,23,109,31,14,84,38,37,193,69,
259118,"Plans de Sió, els",23,185,72,28,130,85,51,315,157,
251689,"Poal, el",45,223,75,34,186,92,79,409,167,
251692,"Pobla de Cérvoles, la",10,77,28,8,49,34,18,126,62,
081653,"Pobla de Claramunt, la",187,717,187,198,653,217,385,1370,404,
081666,"Pobla de Lillet, la",47,343,152,34,315,219,81,658,371,
431093,"Pobla de Mafumet, la",412,1392,135,375,1304,153,787,2696,288,
431107,"Pobla de Massaluca, la",23,96,60,13,80,61,36,176,121,
431114,"Pobla de Montornès, la",254,957,262,223,844,266,477,1801,528,
251713,"Pobla de Segur, la",219,936,320,197,859,442,416,1795,762,
431129,Poboleda,24,132,48,21,95,54,45,227,102,
081672,Polinyà,921,2934,355,912,2759,419,1833,5693,774,
431135,"Pont d'Armentera, el",28,170,66,32,145,74,60,315,140,
250306,"Pont de Bar, el",14,55,23,9,42,22,23,97,45,
171352,Pont de Molins,32,176,47,47,171,44,79,347,91,
251734,"Pont de Suert, el",170,791,195,142,728,267,312,1519,462,
081825,"Pont de Vilomara i Rocafort, el",335,1289,295,301,1152,352,636,2441,647,
431418,Pontils,4,42,19,5,35,15,9,77,34,
081688,Pontons,32,177,50,11,136,47,43,313,97,
171365,Pontós,22,77,32,10,71,22,32,148,54,
251728,Ponts,205,848,257,177,820,331,382,1668,588,
171371,Porqueres,376,1501,361,410,1485,397,786,2986,758,
431140,Porrera,18,175,45,15,131,61,33,306,106,
171404,"Port de la Selva, el",62,335,125,51,285,136,113,620,261,
171387,Portbou,35,361,180,58,326,210,93,687,390,
251749,"Portella, la",58,288,63,42,229,61,100,517,124,
431153,Pradell de la Teixeta,8,52,16,12,58,28,20,110,44,
431166,Prades,42,191,74,30,172,78,72,363,152,
431172,Prat de Comte,14,58,22,9,43,31,23,101,53,
081691,"Prat de Llobregat, el",5125,21045,4993,4952,20867,6475,10077,41912,11468,
431188,Pratdip,32,223,111,36,174,115,68,397,226,
081712,Prats de Lluçanès,169,869,248,145,809,325,314,1678,573,
081705,"Prats de Rei, els",33,197,54,29,143,79,62,340,133,
251752,Prats i Sansor,15,87,21,12,76,27,27,163,48,
251765,Preixana,23,111,63,23,90,72,46,201,135,
251771,Preixens,23,136,70,29,107,83,52,243,153,
082303,Premià de Dalt,929,3515,816,837,3467,882,1766,6982,1698,
081727,Premià de Mar,2213,9263,2141,2109,9094,3046,4322,18357,5187,
171390,"Preses, les",160,589,140,147,576,169,307,1165,309,
251790,Prullans,13,62,28,11,64,30,24,126,58,
171411,Puigcerdà,701,3128,578,688,2918,797,1389,6046,1375,
081748,Puigdàlber,47,164,42,52,155,52,99,319,94,
251804,Puiggròs,23,93,29,15,82,45,38,175,74,
431191,Puigpelat,124,397,51,111,374,64,235,771,115,
081751,Puig-reig,243,1305,453,247,1236,639,490,2541,1092,
251811,Puigverd d'Agramunt,17,83,33,14,64,26,31,147,59,
251826,Puigverd de Lleida,112,470,125,106,416,144,218,886,269,
081764,Pujalt,20,65,22,12,56,23,32,121,45,
081770,"Quar, la",4,14,10,3,19,4,7,33,14,
171426,Quart,388,1149,207,366,1141,227,754,2290,434,
170433,Queralbs,6,68,25,2,49,24,8,117,49,
431205,Querol,42,200,64,24,166,47,66,366,111,
171432,Rabós,12,54,26,8,55,33,20,109,59,
081786,Rajadell,27,185,57,45,161,58,72,346,115,
431212,Rasquera,40,235,124,45,241,134,85,476,258,
171447,Regencós,18,97,28,23,79,34,41,176,62,
081799,Rellinars,50,269,55,68,229,52,118,498,107,
431227,Renau,18,53,6,15,47,9,33,100,15,
431233,Reus,9244,33579,7365,8825,34576,10026,18069,68155,17391,
251832,Rialp,44,260,43,50,205,67,94,465,110,
431248,"Riba, la",41,208,75,27,155,88,68,363,163,
431251,Riba-roja d'Ebre,53,406,152,55,307,183,108,713,335,
259059,Ribera d'Ondara,25,141,61,26,130,63,51,271,124,
251850,Ribera d'Urgellet,80,345,79,71,281,106,151,626,185,
171450,Ribes de Freser,95,566,221,87,512,304,182,1078,525,
171463,Riells i Viabrea,351,1429,243,301,1330,273,652,2759,516,
431264,"Riera de Gaià, la",186,552,108,188,519,141,374,1071,249,
251863,Riner,16,84,28,20,71,42,36,155,70,
171479,Ripoll,766,3426,1002,679,3309,1401,1445,6735,2403,
081803,Ripollet,3548,12785,2313,3452,12437,3113,7000,25222,5426,
259139,Riu de Cerdanya,2,43,10,3,32,7,5,75,17,
171485,Riudarenes,190,713,187,165,664,201,355,1377,388,
171498,Riudaura,33,151,38,47,146,51,80,297,89,
431270,Riudecanyes,109,372,106,84,332,113,193,704,219,
431286,Riudecols,73,425,116,80,354,121,153,779,237,
171501,Riudellots de la Selva,172,719,132,161,668,172,333,1387,304,
431299,Riudoms,627,2219,551,533,2012,649,1160,4231,1200,
171518,Riumors,22,81,25,17,78,32,39,159,57,
081810,"Roca del Vallès, la",1019,3587,701,971,3482,839,1990,7069,1540,
431303,Rocafort de Queralt,15,75,43,19,61,38,34,136,81,
431310,Roda de Berà,554,2121,634,496,1934,652,1050,4055,1286,
081831,Roda de Ter,540,2008,453,489,1980,646,1029,3988,1099,
431325,Rodonyà,37,180,37,29,145,64,66,325,101,
431331,Roquetes,701,2891,649,640,2519,765,1341,5410,1414,
171523,Roses,1670,6466,1586,1599,6319,1798,3269,12785,3384,
251898,Rosselló,243,1097,176,273,988,252,516,2085,428,
431346,"Rourell, el",33,139,31,30,127,38,63,266,69,
081846,Rubí,6723,25659,4839,6362,25393,6191,13085,51052,11030,
081859,Rubió,13,81,32,15,68,22,28,149,54,
171539,Rupià,15,86,28,24,71,29,39,157,57,
089019,Rupit i Pruit,12,88,42,14,82,39,26,170,81,
081878,Sabadell,17523,67833,15985,16392,68230,22283,33915,136063,38268,
081884,Sagàs,20,49,14,8,49,12,28,98,26,
251902,Salàs de Pallars,23,115,45,15,94,48,38,209,93,
081901,Saldes,9,108,42,5,80,32,14,188,74,
171544,Sales de Llierca,11,51,9,9,50,7,20,101,16,
081918,Sallent,455,2027,688,448,2003,971,903,4030,1659,
431359,Salomó,40,181,56,53,144,66,93,325,122,
439057,Salou,2183,10166,1389,1975,9051,1622,4158,19217,3011,
171557,Salt,3204,10704,1530,2883,9016,2067,6087,19720,3597,
251919,Sanaüja,25,135,56,27,121,61,52,256,117,
081944,Sant Adrià de Besòs,3237,12170,2622,3018,11783,3666,6255,23953,6288,
081957,Sant Agustí de Lluçanès,2,35,9,5,30,11,7,65,20,
081960,Sant Andreu de la Barca,2816,9270,1608,2703,8934,2103,5519,18204,3711,
081976,Sant Andreu de Llavaneres,1004,3479,791,867,3567,955,1871,7046,1746,
171576,Sant Andreu Salou,15,49,18,7,47,19,22,96,37,
171833,Sant Aniol de Finestres,30,132,35,29,112,33,59,244,68,
081982,Sant Antoni de Vilamajor,531,1995,406,476,2003,451,1007,3998,857,
081995,Sant Bartomeu del Grau,53,317,74,57,270,79,110,587,153,
082009,Sant Boi de Llobregat,6768,27205,6396,6369,27076,8588,13137,54281,14984,
082016,Sant Boi de Lluçanès,22,171,70,34,133,97,56,304,167,
431362,Sant Carles de la Ràpita,1055,4744,1421,1050,4712,1736,2105,9456,3157,
082037,Sant Cebrià de Vallalta,317,1185,230,316,1045,236,633,2230,466,
082021,Sant Celoni,1552,5878,1289,1515,5630,1676,3067,11508,2965,
082042,Sant Climent de Llobregat,426,1356,240,387,1342,273,813,2698,513,
171582,Sant Climent Sescebes,40,275,60,39,157,70,79,432,130,
082055,Sant Cugat del Vallès,9214,29014,5026,8673,30511,6483,17887,59525,11509,
082068,Sant Cugat Sesgarrigues,78,312,85,93,297,108,171,609,193,
251961,Sant Esteve de la Sarga,6,55,26,4,34,14,10,89,40,
082074,Sant Esteve de Palautordera,274,837,166,238,897,187,512,1734,353,
082080,Sant Esteve Sesrovires,704,2615,501,683,2513,628,1387,5128,1129,
171595,Sant Feliu de Buixalleu,56,284,77,57,249,76,113,533,153,
082107,Sant Feliu de Codines,546,2048,414,478,1935,547,1024,3983,961,
171609,Sant Feliu de Guíxols,1735,7259,1769,1670,6955,2372,3405,14214,4141,
082114,Sant Feliu de Llobregat,3748,14249,3408,3688,14562,4431,7436,28811,7839,
171616,Sant Feliu de Pallerols,108,412,125,105,404,163,213,816,288,
082129,Sant Feliu Sasserra,52,209,62,30,179,80,82,388,142,
171621,Sant Ferriol,20,93,18,21,64,15,41,157,33,
082093,Sant Fost de Campsentelles,697,2910,709,620,2796,918,1317,5706,1627,
082135,Sant Fruitós de Bages,795,2824,542,743,2801,682,1538,5625,1224,
171637,Sant Gregori,376,1156,255,317,1185,264,693,2341,519,
251924,Sant Guim de Freixenet,81,360,112,73,290,143,154,650,255,
251977,Sant Guim de la Plana,13,53,28,6,46,24,19,99,52,
171642,Sant Hilari Sacalm,423,1871,517,426,1696,637,849,3567,1154,
082153,Sant Hipòlit de Voltregà,295,1150,256,252,1107,402,547,2257,658,
081939,Sant Iscle de Vallalta,123,448,98,126,394,103,249,842,201,
439023,Sant Jaume d'Enveja,256,1113,392,252,1049,454,508,2162,846,
082166,Sant Jaume de Frontanyà,1,9,8,1,7,1,2,16,9,
171655,Sant Jaume de Llierca,73,261,90,58,275,116,131,536,206,
431378,Sant Jaume dels Domenys,255,875,182,226,779,226,481,1654,408,
171674,Sant Joan de les Abadesses,218,1041,401,188,964,530,406,2005,931,
171680,Sant Joan de Mollet,36,162,39,41,164,53,77,326,92,
082188,Sant Joan de Vilatorrada,939,3564,887,871,3418,1080,1810,6982,1967,
082172,Sant Joan Despí,3056,10904,2396,2762,11277,3107,5818,22181,5503,
171851,Sant Joan les Fonts,199,933,322,187,883,382,386,1816,704,
171668,Sant Jordi Desvalls,46,231,70,58,213,82,104,444,152,
089030,Sant Julià de Cerdanyola,19,91,29,11,67,34,30,158,63,
171693,Sant Julià de Ramis,357,1179,211,351,1128,229,708,2307,440,
082205,Sant Julià de Vilatorta,266,1030,227,289,1030,271,555,2060,498,
179032,Sant Julià del Llor i Bonmatí,139,436,88,107,402,110,246,838,198,
082212,Sant Just Desvern,1467,5281,1375,1388,5606,1810,2855,10887,3185,
082227,Sant Llorenç d'Hortons,239,897,166,241,817,202,480,1714,368,
171714,Sant Llorenç de la Muga,18,84,24,17,73,31,35,157,55,
251930,Sant Llorenç de Morunys,57,289,128,59,278,155,116,567,283,
082233,Sant Llorenç Savall,184,785,239,167,723,277,351,1508,516,
082251,Sant Martí d'Albars,3,36,15,9,27,18,12,63,33,
082248,Sant Martí de Centelles,93,423,65,75,373,93,168,796,158,
171729,Sant Martí de Llémena,50,224,50,50,202,42,100,426,92,
259025,Sant Martí de Riucorb,33,210,110,44,166,111,77,376,221,
082264,Sant Martí de Tous,124,380,99,116,344,127,240,724,226,
082270,Sant Martí Sarroca,251,998,267,273,989,321,524,1987,588,
082286,Sant Martí Sesgueioles,26,130,34,27,115,39,53,245,73,
171735,Sant Martí Vell,18,86,24,22,72,28,40,158,52,
082299,Sant Mateu de Bages,25,205,81,31,160,116,56,365,197,
171740,Sant Miquel de Campmajor,18,80,21,16,67,24,34,147,45,
171753,Sant Miquel de Fluvià,47,274,66,48,235,72,95,509,138,
171766,Sant Mori,15,67,16,13,47,18,28,114,34,
171772,Sant Pau de Segúries,41,206,80,41,213,89,82,419,169,
082310,Sant Pere de Ribes,2701,10370,1857,2624,9998,2292,5325,20368,4149,
082325,Sant Pere de Riudebitlles,236,720,231,203,701,278,439,1421,509,
082331,Sant Pere de Torelló,201,833,212,148,754,279,349,1587,491,
082346,Sant Pere de Vilamajor,392,1444,297,413,1382,329,805,2826,626,
171788,Sant Pere Pescador,190,811,152,167,639,175,357,1450,327,
081897,Sant Pere Sallavinera,16,50,20,9,43,20,25,93,40,
082359,Sant Pol de Mar,405,1572,473,388,1567,546,793,3139,1019,
082362,Sant Quintí de Mediona,192,700,187,174,652,216,366,1352,403,
082378,Sant Quirze de Besora,140,672,240,139,620,314,279,1292,554,
082384,Sant Quirze del Vallès,1974,6600,1113,1898,6740,1339,3872,13340,2452,
082397,Sant Quirze Safaja,67,230,42,70,191,37,137,421,79,
251945,Sant Ramon,22,173,80,25,138,71,47,311,151,
082401,Sant Sadurní d'Anoia,1152,4198,871,1086,4190,1157,2238,8388,2028,
082418,Sant Sadurní d'Osormort,4,34,11,1,21,9,5,55,20,
080983,Sant Salvador de Guardiola,295,1032,263,275,988,288,570,2020,551,
082628,Sant Vicenç de Castellet,795,3088,703,692,2938,1019,1487,6026,1722,
082649,Sant Vicenç de Montalt,619,1995,459,561,2056,492,1180,4051,951,
082652,Sant Vicenç de Torelló,179,641,162,152,644,218,331,1285,380,
082634,Sant Vicenç dels Horts,2390,9622,1924,2300,9319,2406,4690,18941,4330,
431384,Santa Bàrbara,289,1262,375,269,1154,425,558,2416,800,
082439,Santa Cecília de Voltregà,9,66,21,10,60,17,19,126,38,
082444,Santa Coloma de Cervelló,840,2695,425,900,2666,547,1740,5361,972,
171805,Santa Coloma de Farners,1134,4338,889,1105,3989,1128,2239,8327,2017,
082457,Santa Coloma de Gramenet,9348,39131,9809,8736,37059,13070,18084,76190,22879,
431397,Santa Coloma de Queralt,229,854,264,211,803,365,440,1657,629,
171812,Santa Cristina d'Aro,419,1751,401,439,1676,442,858,3427,843,
082460,Santa Eugènia de Berga,161,815,172,150,742,206,311,1557,378,
082476,Santa Eulàlia de Riuprimer,126,435,80,128,389,108,254,824,188,
082482,Santa Eulàlia de Ronçana,643,2353,548,595,2267,643,1238,4620,1191,
082495,Santa Fe del Penedès,36,131,24,35,120,28,71,251,52,
171827,Santa Llogaia d'Àlguema,33,126,20,28,111,25,61,237,45,
082508,Santa Margarida de Montbui,901,3194,705,826,3085,900,1727,6279,1605,
082515,Santa Margarida i els Monjos,787,2524,458,706,2358,527,1493,4882,985,
082589,Santa Maria d'Oló,84,343,115,70,310,132,154,653,247,
082536,Santa Maria de Besora,8,47,20,7,40,26,15,87,46,
082567,Santa Maria de Martorelles,78,301,57,72,285,68,150,586,125,
082554,Santa Maria de Merlès,21,51,15,18,58,15,39,109,30,
082573,Santa Maria de Miralles,7,48,16,8,37,16,15,85,32,
082592,Santa Maria de Palautordera,832,3172,629,764,3013,784,1596,6185,1413,
431401,Santa Oliva,300,1094,263,274,1015,314,574,2109,577,
171848,Santa Pau,103,509,157,98,492,165,201,1001,322,
082606,Santa Perpètua de Mogoda,2513,8818,1589,2311,8401,1924,4824,17219,3513,
082613,Santa Susanna,314,1126,258,267,1098,260,581,2224,518,
081923,Santpedor,740,2451,541,653,2472,663,1393,4923,1204,
431423,Sarral,119,547,145,147,451,178,266,998,323,
171864,Sarrià de Ter,427,1704,367,441,1602,494,868,3306,861,
252017,Sarroca de Bellera,0,49,20,1,31,16,1,80,36,
252000,Sarroca de Lleida,17,120,67,9,92,69,26,212,136,
171870,"Saus, Camallera i Llampaies",66,272,81,60,267,96,126,539,177,
431439,Savallà del Comtat,1,20,8,1,19,10,2,39,18,
431444,"Secuita, la",140,591,119,152,556,134,292,1147,253,
171886,"Selva de Mar, la",9,71,26,4,59,19,13,130,45,
431457,"Selva del Camp, la",512,1914,387,472,1829,477,984,3743,864,
431460,Senan,4,21,8,2,14,2,6,35,10,
430445,"Sénia, la",426,1906,503,411,1799,609,837,3705,1112,
252022,Senterada,4,67,9,7,33,13,11,100,22,
250352,"Sentiu de Sió, la",26,148,65,23,143,57,49,291,122,
082671,Sentmenat,840,3005,546,762,2902,645,1602,5907,1191,
171903,Serinyà,97,381,102,99,352,101,196,733,203,
252043,Seròs,137,693,205,127,519,231,264,1212,436,
171910,Serra de Daró,20,69,27,15,56,22,35,125,49,
171925,Setcases,8,64,26,7,56,20,15,120,46,
252038,"Seu d'Urgell, la",918,4020,926,880,4152,1289,1798,8172,2215,
082690,Seva,307,1158,269,267,1111,334,574,2269,603,
252056,Sidamon,68,260,55,52,236,63,120,496,118,
171931,Sils,548,2015,437,509,1905,496,1057,3920,933,
082704,Sitges,2224,9797,2211,2137,9402,2707,4361,19199,4918,
170524,Siurana,8,44,20,11,51,21,19,95,41,
082711,Sobremunt,1,24,8,5,34,11,6,58,19,
252069,"Soleràs, el",20,108,53,26,79,64,46,187,117,
431476,Solivella,45,188,81,30,184,91,75,372,172,
252075,Solsona,732,2998,695,711,2819,959,1443,5817,1654,
082726,Sora,15,71,20,11,57,15,26,128,35,
252081,Soriguera,32,156,33,25,129,33,57,285,66,
252094,Sort,178,728,162,176,685,216,354,1413,378,
252108,Soses,147,584,149,129,507,182,276,1091,331,
082732,Subirats,252,1024,278,216,930,297,468,1954,575,
252115,Sudanell,55,327,99,49,231,106,104,558,205,
252120,Sunyer,12,152,36,15,89,46,27,241,82,
082747,Súria,394,1893,554,370,1856,806,764,3749,1360,
171946,Susqueda,1,42,14,4,25,9,5,67,23,
082763,Tagamanent,25,119,26,21,102,23,46,221,49,
082779,Talamanca,10,71,25,10,54,16,20,125,41,
252154,Talarn,29,395,38,30,152,45,59,547,83,
252167,Talavera,16,83,42,10,60,46,26,143,88,
171959,"Tallada d'Empordà, la",31,153,49,36,136,46,67,289,95,
082785,Taradell,569,2071,498,491,2054,638,1060,4125,1136,
431482,Tarragona,10981,43189,9628,10428,43523,13345,21409,86712,22973,
252173,Tàrrega,1535,5552,1105,1399,5402,1488,2934,10954,2593,
252189,Tarrés,10,31,16,7,27,9,17,58,25,
252192,Tarroja de Segarra,16,62,23,9,51,21,25,113,44,
082750,Tavèrnoles,24,115,22,23,103,31,47,218,53,
082802,Tavertet,5,45,12,5,30,15,10,75,27,
082819,Teià,510,2026,537,463,2056,662,973,4082,1199,
252206,Térmens,86,519,155,90,485,191,176,1004,346,
171962,Terrades,19,95,26,18,93,34,37,188,60,
082798,Terrassa,19485,71716,14678,18359,70408,20475,37844,142124,35153,
082824,Tiana,725,2777,580,770,2963,738,1495,5740,1318,
252213,Tírvia,6,49,13,5,49,21,11,98,34,
252228,Tiurana,3,20,12,1,25,12,4,45,24,
431495,Tivenys,45,281,125,52,236,148,97,517,273,
431508,Tivissa,109,523,215,92,505,240,201,1028,455,
082830,Tona,707,2614,609,664,2569,788,1371,5183,1397,
252234,Torà,78,406,126,64,381,160,142,787,286,
082845,Tordera,1556,5527,1260,1364,5263,1483,2920,10790,2743,
082858,Torelló,1093,4619,1114,1088,4517,1446,2181,9136,2560,
252249,"Torms, els",10,48,26,2,32,31,12,80,57,
252252,Tornabous,73,291,109,44,242,123,117,533,232,
252271,"Torre de Cabdella, la",31,260,88,26,219,124,57,479,212,
082861,"Torre de Claramunt, la",326,1298,274,301,1235,288,627,2533,562,
431515,"Torre de Fontaubella, la",12,39,18,8,38,19,20,77,37,
431520,"Torre de l'Espanyol, la",40,209,82,42,173,89,82,382,171,
252265,Torrebesses,15,94,46,13,81,44,28,175,90,
431536,Torredembarra,1282,5055,1220,1232,5155,1516,2514,10210,2736,
252287,Torrefarrera,531,1606,224,450,1546,273,981,3152,497,
259078,Torrefeta i Florejacs,31,192,87,30,159,91,61,351,178,
252304,Torregrossa,148,725,224,148,638,283,296,1363,507,
252311,Torrelameu,37,291,73,45,173,84,82,464,157,
082877,Torrelavit,119,493,125,122,425,129,241,918,254,
082883,Torrelles de Foix,181,778,212,151,655,224,332,1433,436,
082896,Torrelles de Llobregat,587,2025,322,594,2016,389,1181,4041,711,
171978,Torrent,11,57,23,11,46,15,22,103,38,
252326,Torres de Segre,135,827,193,143,724,231,278,1551,424,
252332,Torre-serona,24,137,37,25,104,52,49,241,89,
