Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
080168,Bagà,146,787,226,128,765,310,274,1552,536
250390,Baix Pallars,29,140,53,24,119,48,53,259,101
250404,Balaguer,1370,6017,1177,1313,5316,1586,2683,11333,2763
080174,Balenyà,300,1372,212,312,1236,311,612,2608,523
080180,Balsareny,213,1304,283,220,1092,400,433,2396,683
430206,Banyeres del Penedès,283,1065,181,271,958,187,554,2023,368
170157,Banyoles,1648,6287,1252,1547,5814,1779,3195,12101,3031
250411,Barbens,58,306,111,49,234,134,107,540,245
430213,Barberà de la Conca,40,206,50,35,146,62,75,352,112
082520,Barberà del Vallès,2593,11421,1530,2523,11061,2016,5116,22482,3546
080193,Barcelona,98513,543469,129588,93777,554522,201668,192290,1097991,331256
250426,"Baronia de Rialb, la",20,95,29,21,75,39,41,170,68
170160,Bàscara,76,324,100,46,283,117,122,607,217
250447,Bassella,16,82,34,12,77,31,28,159,65
430228,Batea,128,726,264,124,642,279,252,1368,543
250450,Bausen,3,19,15,2,13,11,5,32,26
080207,Begues,693,2193,246,639,2182,318,1332,4375,564
170139,Begur,318,1530,344,288,1405,373,606,2935,717
250463,Belianes,35,194,75,33,155,97,68,349,172
251706,Bellaguarda,24,100,53,13,88,58,37,188,111
170182,Bellcaire d'Empordà,60,205,57,49,221,72,109,426,129
250479,Bellcaire d'Urgell,69,401,162,78,383,191,147,784,353
250485,Bell-lloc d'Urgell,179,811,216,196,768,277,375,1579,493
250498,Bellmunt d'Urgell,12,66,26,12,67,32,24,133,58
430234,Bellmunt del Priorat,22,117,38,23,105,49,45,222,87
080214,Bellprat,4,32,14,3,29,10,7,61,24
250501,Bellpuig,371,1850,356,368,1494,501,739,3344,857
430249,Bellvei,205,717,133,167,633,150,372,1350,283
250518,Bellver de Cerdanya,146,847,188,145,702,203,291,1549,391
250523,Bellvís,165,847,273,136,741,319,301,1588,592
250539,Benavent de Segrià,151,524,92,151,483,88,302,1007,180
430252,Benifallet,33,246,113,35,216,145,68,462,258
430265,Benissanet,78,456,129,71,366,150,149,822,279
080229,Berga,1206,5991,1390,1127,5424,2022,2333,11415,3412
170195,Besalú,155,753,236,165,765,287,320,1518,523
170209,Bescanó,426,1493,308,419,1427,377,845,2920,685
170216,Beuda,7,60,14,14,57,11,21,117,25
080235,Bigues i Riells del Fai,820,3061,428,810,2799,483,1630,5860,911
250557,Biosca,13,79,30,6,56,38,19,135,68
170221,"Bisbal d'Empordà, la",872,3720,693,800,3358,942,1672,7078,1635
430271,"Bisbal de Falset, la",18,70,34,13,64,38,31,134,72
430287,"Bisbal del Penedès, la",270,1233,268,260,1096,270,530,2329,538
172348,Biure,10,90,22,16,76,29,26,166,51
430290,Blancafort,28,152,46,22,126,64,50,278,110
170237,Blanes,3165,14545,2587,3013,13493,3244,6178,28038,5831
170293,Boadella i les Escaules,16,82,20,11,84,28,27,166,48
170242,Bolvir,24,148,27,16,129,34,40,277,61
430304,Bonastre,49,249,48,49,211,51,98,460,99
250576,"Bòrdes, Es",18,87,21,10,84,18,28,171,39
170255,Bordils,150,621,113,140,559,149,290,1180,262
250582,"Borges Blanques, les",464,2126,510,390,1878,690,854,4004,1200
430311,"Borges del Camp, les",184,706,158,192,666,209,376,1372,367
170268,Borrassà,48,247,58,40,202,70,88,449,128
080240,Borredà,54,220,57,31,167,85,85,387,142
250595,Bossòst,81,475,79,81,412,91,162,887,170
430326,Bot,29,221,112,22,193,121,51,414,233
430332,Botarell,102,394,57,86,349,59,188,743,116
250560,Bovera,9,105,72,11,82,74,20,187,146
430347,Bràfim,48,226,56,42,213,81,90,439,137
170274,Breda,272,1314,331,282,1179,406,554,2493,737
080253,"Bruc, el",200,715,103,161,614,111,361,1329,214
080266,"Brull, el",30,84,19,20,80,19,50,164,38
170280,Brunyola i Sant Martí Sapresa,24,118,47,16,115,53,40,233,100
430350,Cabacés,16,122,47,20,95,45,36,217,92
250609,Cabanabona,4,26,20,5,24,30,9,50,50
170314,Cabanelles,10,104,23,10,65,24,20,169,47
170307,Cabanes,71,321,94,85,273,88,156,594,182
080272,"Cabanyes, les",89,310,54,102,283,50,191,593,104
250616,Cabó,3,33,19,4,25,11,7,58,30
430363,Cabra del Camp,114,387,96,78,357,84,192,744,180
080288,Cabrera d'Anoia,116,518,73,115,418,80,231,936,153
080291,Cabrera de Mar,410,1571,262,344,1505,316,754,3076,578
080305,Cabrils,777,2328,328,771,2401,359,1548,4729,687
170329,Cadaqués,232,999,185,212,983,249,444,1982,434
080312,Calaf,258,1386,289,263,1090,344,521,2476,633
430379,Calafell,1964,8839,1565,1803,8336,1758,3767,17175,3323
080348,Calders,74,310,73,71,284,87,145,594,160
080327,Caldes d'Estrac,205,970,190,195,945,294,400,1915,484
170335,Caldes de Malavella,604,2316,417,568,2263,542,1172,4579,959
080333,Caldes de Montbui,1493,5936,1050,1321,5656,1429,2814,11592,2479
080351,Calella,1413,6561,1251,1372,6193,1837,2785,12754,3088
080370,Calldetenes,194,899,132,196,793,177,390,1692,309
080386,Callús,156,571,129,135,564,204,291,1135,333
080364,Calonge de Segarra,15,62,27,9,54,29,24,116,56
170340,Calonge i Sant Antoni,802,3792,782,809,3573,879,1611,7365,1661
250621,Camarasa,55,340,121,32,290,153,87,630,274
439039,Camarles,275,1212,333,254,1089,392,529,2301,725
430385,Cambrils,2738,11417,1706,2667,11062,2130,5405,22479,3836
170353,Camós,55,225,70,40,214,88,95,439,158
170366,Campdevànol,248,1124,376,196,1085,476,444,2209,852
170372,Campelles,6,44,13,11,41,10,17,85,23
080399,Campins,32,145,23,35,133,22,67,278,45
170388,Campllong,47,137,32,37,133,37,84,270,69
170391,Camprodon,143,866,246,170,802,315,313,1668,561
250637,Canejan,1,40,16,5,24,18,6,64,34
170405,Canet d'Adri,41,217,49,35,199,64,76,416,113
080403,Canet de Mar,1108,4650,946,957,4489,1398,2065,9139,2344
080410,Canovelles,1379,6204,859,1297,5225,1059,2676,11429,1918
080425,Cànoves i Samalús,230,994,174,251,887,206,481,1881,380
170412,Cantallops,24,105,35,15,97,43,39,202,78
080431,Canyelles,419,1463,211,400,1410,201,819,2873,412
430398,Capafonts,1,40,23,2,32,21,3,72,44
430402,Capçanes,20,141,46,17,138,53,37,279,99
080446,Capellades,432,1881,419,417,1824,552,849,3705,971
170427,Capmany,41,203,72,37,176,64,78,379,136
080459,Capolat,5,23,7,9,22,11,14,45,18
080462,Cardedeu,1567,5737,878,1451,5747,1216,3018,11484,2094
080478,Cardona,304,1747,502,300,1578,756,604,3325,1258
080484,Carme,59,304,70,49,255,95,108,559,165
430419,Caseres,13,84,46,18,81,51,31,165,97
170448,Cassà de la Selva,804,3470,660,746,2947,910,1550,6417,1570
080497,Casserres,86,532,170,72,498,232,158,1030,402
080575,Castell de l'Areny,5,33,5,6,20,6,11,53,11
259046,Castell de Mur,7,53,29,11,48,25,18,101,54
250642,Castellar de la Ribera,15,42,23,15,44,21,30,86,44
080522,Castellar de n'Hug,10,82,14,10,58,24,20,140,38
080500,Castellar del Riu,14,49,18,14,49,10,28,98,28
080517,Castellar del Vallès,2213,8064,1171,2031,7942,1581,4244,16006,2752
080538,Castellbell i el Vilar,285,1329,280,271,1153,362,556,2482,642
080543,Castellbisbal,1290,4303,576,1169,3985,654,2459,8288,1230
080556,Castellcir,60,236,31,67,181,53,127,417,84
250674,Castelldans,51,393,110,49,287,125,100,680,235
080569,Castelldefels,5453,22753,2910,5084,22057,3823,10537,44810,6733
080581,Castellet i la Gornal,191,785,169,179,717,181,370,1502,350
170464,Castellfollit de la Roca,77,344,104,65,317,136,142,661,240
080608,Castellfollit de Riubregós,7,69,26,7,57,29,14,126,55
080594,Castellfollit del Boix,36,133,39,33,136,49,69,269,88
080615,Castellgalí,197,687,125,156,612,141,353,1299,266
080620,Castellnou de Bages,93,393,54,99,334,48,192,727,102
250680,Castellnou de Seana,43,232,102,43,209,110,86,441,212
170470,Castelló d'Empúries,955,4413,905,918,3946,974,1873,8359,1879
250693,Castelló de Farfanya,28,202,72,23,166,81,51,368,153
080636,Castellolí,39,173,35,52,160,47,91,333,82
170486,Castell-Platja d'Aro,737,3851,690,693,3617,788,1430,7468,1478
250707,Castellserà,61,380,148,59,320,163,120,700,311
080641,Castellterçol,175,802,210,177,744,267,352,1546,477
430424,Castellvell del Camp,288,952,121,264,931,130,552,1883,251
080654,Castellví de la Marca,135,574,126,125,523,178,260,1097,304
080667,Castellví de Rosanes,142,610,110,177,567,113,319,1177,223
430430,"Catllar, el",386,1498,206,337,1432,220,723,2930,426
250714,Cava,0,20,10,0,14,6,0,34,16
171899,"Cellera de Ter, la",169,752,179,159,678,249,328,1430,428
170499,Celrà,459,1581,193,467,1557,256,926,3138,449
080673,Centelles,565,2478,497,543,2391,735,1108,4869,1232
082687,Cercs,84,444,153,58,395,200,142,839,353
082665,Cerdanyola del Vallès,4598,21185,3287,4422,21038,4217,9020,42223,7504
080689,Cervelló,710,3098,446,674,2930,535,1384,6028,981
250729,Cervera,847,3328,608,754,2981,810,1601,6309,1418
250735,Cervià de les Garrigues,41,282,115,45,235,128,86,517,243
170502,Cervià de Ter,91,284,73,73,284,84,164,568,157
170519,Cistella,11,80,29,13,71,34,24,151,63
250740,Ciutadilla,17,76,31,8,67,27,25,143,58
250753,Clariana de Cardener,8,62,7,14,52,9,22,114,16
250766,"Cogul, el",6,70,33,8,55,31,14,125,64
170545,Colera,24,198,73,25,174,79,49,372,152
250772,Coll de Nargó,36,216,71,28,199,84,64,415,155
080692,Collbató,493,1446,170,405,1331,195,898,2777,365
430458,Colldejou,7,75,16,8,60,17,15,135,33
080706,Collsuspina,29,124,31,28,116,23,57,240,54
170558,Colomers,11,60,25,6,59,34,17,119,59
251636,"Coma i la Pedra, la",12,129,28,13,72,24,25,201,52
251615,Conca de Dalt,14,138,58,14,118,68,28,256,126
430461,Conesa,4,46,13,6,35,20,10,81,33
430477,Constantí,576,2488,372,515,1980,442,1091,4468,814
080713,Copons,22,102,29,35,95,35,57,197,64
430483,Corbera d'Ebre,78,417,130,64,337,148,142,754,278
080728,Corbera de Llobregat,1377,4978,652,1228,4833,775,2605,9811,1427
250788,Corbins,103,507,114,90,403,139,193,910,253
170577,Corçà,80,434,114,83,447,122,163,881,236
080734,Cornellà de Llobregat,6486,30045,6422,6201,28740,8625,12687,58785,15047
170561,Cornellà del Terri,184,731,187,147,722,205,331,1453,392
430496,Cornudella de Montsant,51,371,108,56,284,145,107,655,253
430509,Creixell,255,1148,269,222,1006,319,477,2154,588
170583,Crespià,19,83,27,15,77,32,34,160,59
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",85,463,91,101,423,109,186,886,200
080749,Cubelles,1227,4943,800,1096,4724,921,2323,9667,1721
250791,Cubells,24,129,56,26,100,66,50,229,122
430516,Cunit,978,4364,926,1021,4036,954,1999,8400,1880
170600,Darnius,26,188,58,27,160,77,53,348,135
170617,Das,23,82,19,15,68,20,38,150,39
439018,Deltebre,805,4169,1029,704,3803,1241,1509,7972,2270
080752,Dosrius,468,1820,208,459,1717,265,927,3537,473
430537,Duesaigües,13,93,32,10,62,30,23,155,62
170622,"Escala, l'",722,3579,907,630,3373,929,1352,6952,1836
080765,Esparreguera,1964,8054,1195,1783,7324,1535,3747,15378,2730
170638,Espinelves,10,67,19,12,54,28,22,121,47
250812,"Espluga Calba, l'",20,148,55,25,108,73,45,256,128
430542,"Espluga de Francolí, l'",272,1347,356,257,1261,489,529,2608,845
080771,Esplugues de Llobregat,3315,16055,3515,3051,16445,4481,6366,32500,7996
170643,Espolla,14,140,43,24,122,61,38,262,104
170656,Esponellà,44,144,35,39,146,54,83,290,89
250827,Espot,23,148,23,29,107,34,52,255,57
080787,"Espunyola, l'",17,76,36,17,79,35,34,155,71
082541,"Esquirol, l'",186,770,208,179,691,259,365,1461,467
250886,Estamariu,3,36,22,7,29,18,10,65,40
080790,"Estany, l'",24,122,42,23,119,60,47,241,102
250851,Estaràs,6,68,24,7,48,24,13,116,48
250864,Esterri d'Àneu,62,392,64,56,309,82,118,701,146
250870,Esterri de Cardós,1,28,6,4,26,10,5,54,16
430555,Falset,217,996,233,208,909,301,425,1905,534
170059,"Far d'Empordà, el",50,174,46,56,158,53,106,332,99
250899,Farrera,9,56,11,9,42,6,18,98,17
430568,"Fatarella, la",51,363,153,55,313,193,106,676,346
430574,"Febró, la",0,20,10,0,13,3,0,33,13
081347,Figaró-Montmany,84,362,88,88,310,125,172,672,213
080804,Fígols,2,12,12,3,10,9,5,22,21
259084,Fígols i Alinyà,14,99,44,7,70,50,21,169,94
430580,"Figuera, la",6,60,17,3,43,19,9,103,36
170669,Figueres,3558,15537,2594,3393,14512,3736,6951,30049,6330
430593,Figuerola del Camp,25,108,28,37,108,35,62,216,63
170675,Flaçà,73,358,93,72,353,123,145,711,216
430607,Flix,224,1447,410,206,1325,486,430,2772,896
250925,"Floresta, la",13,64,25,7,42,28,20,106,53
080826,Fogars de la Selva,146,550,97,139,485,96,285,1035,193
080811,Fogars de Montclús,53,157,40,39,138,38,92,295,78
170681,Foixà,25,117,38,14,98,44,39,215,82
080832,Folgueroles,261,719,137,212,716,160,473,1435,297
250931,Fondarella,63,295,51,53,292,67,116,587,118
080847,Fonollosa,107,519,89,118,472,94,225,991,183
170694,Fontanals de Cerdanya,18,167,36,26,158,46,44,325,82
170708,Fontanilles,14,69,21,10,41,18,24,110,39
170715,Fontcoberta,89,443,75,111,453,80,200,896,155
080850,Font-rubí,119,505,150,119,423,167,238,928,317
250946,Foradada,10,71,29,5,51,23,15,122,52
179026,Forallac,125,624,122,99,604,163,224,1228,285
430614,Forès,0,16,9,0,8,10,0,24,19
170736,Fornells de la Selva,228,774,107,255,790,141,483,1564,248
170741,Fortià,43,214,71,50,192,69,93,406,140
080863,"Franqueses del Vallès, les",1577,6628,866,1446,6061,1082,3023,12689,1948
430629,Freginals,22,161,55,19,120,72,41,281,127
250962,"Fuliola, la",75,404,135,67,386,172,142,790,307
250978,Fulleda,1,43,17,5,31,16,6,74,33
080902,Gaià,18,62,12,15,50,14,33,112,26
430635,"Galera, la",54,317,88,53,270,102,107,587,190
080879,Gallifa,15,84,14,15,71,15,30,155,29
430640,Gandesa,214,1166,294,210,997,355,424,2163,649
430653,Garcia,24,197,75,34,173,99,58,370,174
430666,"Garidells, els",14,78,19,18,74,18,32,152,37
080885,"Garriga, la",1424,5001,841,1307,5169,1249,2731,10170,2090
170754,Garrigàs,18,142,46,24,118,47,42,260,93
170767,Garrigoles,9,61,21,7,41,21,16,102,42
170773,Garriguella,58,278,79,55,262,93,113,540,172
080898,Gavà,3849,16218,2770,3631,15911,3615,7480,32129,6385
250984,Gavet de la Conca,13,82,55,10,87,60,23,169,115
080919,Gelida,615,2440,398,573,2247,528,1188,4687,926
170789,Ger,29,171,47,25,147,31,54,318,78
259123,Gimenells i el Pla de la Font,78,394,126,79,350,155,157,744,281
430672,Ginestar,61,388,118,61,302,136,122,690,254
170792,Girona,7973,34062,5126,7507,33952,7568,15480,68014,12694
080924,Gironella,293,1684,492,314,1561,708,607,3245,1200
080930,Gisclareny,0,18,2,0,12,2,0,30,4
430688,Godall,42,273,116,57,234,119,99,507,235
250997,Golmés,144,580,122,128,561,158,272,1141,280
170806,Gombrèn,16,73,19,17,81,26,33,154,45
251001,Gósol,12,82,24,5,67,29,17,149,53
080945,"Granada, la",173,710,125,154,652,162,327,1362,287
251018,"Granadella, la",35,257,109,37,196,131,72,453,240
080958,Granera,1,38,9,3,21,5,4,59,14
251023,"Granja d'Escarp, la",44,364,117,46,276,137,90,640,254
080961,Granollers,4763,22200,3541,4435,20677,5042,9198,42877,8583
251039,Granyanella,7,56,20,8,49,20,15,105,40
251057,Granyena de les Garrigues,7,70,22,6,41,26,13,111,48
251044,Granyena de Segarra,2,43,25,1,35,32,3,78,57
430691,Gratallops,23,92,26,10,79,36,33,171,62
080977,Gualba,100,426,77,115,397,77,215,823,154
170813,Gualta,30,154,32,23,102,39,53,256,71
080996,Guardiola de Berguedà,69,360,109,52,286,131,121,646,240
430705,"Guiamets, els",11,114,36,12,100,57,23,214,93
170828,Guils de Cerdanya,30,191,28,25,169,36,55,360,64
251095,Guimerà,8,108,63,7,79,69,15,187,132
259031,"Guingueta d'Àneu, la",24,145,37,17,111,38,41,256,75
251109,Guissona,563,2498,261,545,1919,359,1108,4417,620
251116,Guixers,5,57,18,5,38,15,10,95,33
081000,Gurb,258,866,147,221,813,170,479,1679,317
430712,Horta de Sant Joan,88,441,163,65,370,178,153,811,341
081017,"Hospitalet de Llobregat, l'",17041,89266,20152,16189,87442,26948,33230,176708,47100
081629,"Hostalets de Pierola, els",263,966,125,244,861,153,507,1827,278
170834,Hostalric,331,1464,264,311,1304,320,642,2768,584
081022,Igualada,3266,13443,2616,3025,12664,3904,6291,26107,6520
251155,Isona i Conca Dellà,68,378,171,58,306,182,126,684,353
170849,Isòvol,17,125,27,8,81,31,25,206,58
251137,Ivars d'Urgell,107,636,185,97,481,235,204,1117,420
251121,Ivars de Noguera,15,140,49,19,93,47,34,233,96
251142,Ivorra,7,45,19,5,35,25,12,80,44
170852,Jafre,24,155,43,15,126,56,39,281,99
170865,"Jonquera, la",259,1168,176,230,1110,231,489,2278,407
081038,Jorba,75,271,61,76,266,78,151,537,139
259101,Josa i Tuixén,7,61,16,6,51,14,13,112,30
170871,Juià,36,114,32,21,90,33,57,204,65
251180,Juncosa,21,175,69,31,126,82,52,301,151
251193,Juneda,243,1229,321,212,1034,378,455,2263,699
251214,Les,77,360,49,68,352,73,145,712,122
251229,Linyola,226,1011,247,206,846,300,432,1857,547
081043,"Llacuna, la",60,345,94,48,264,114,108,609,208
170887,Lladó,55,236,61,54,208,68,109,444,129
251235,Lladorre,11,78,22,17,73,26,28,151,48
251240,Lladurs,11,69,34,13,53,21,24,122,55
081056,"Llagosta, la",1118,4985,868,1066,4682,1101,2184,9667,1969
170890,Llagostera,629,2815,570,619,2405,726,1248,5220,1296
170904,Llambilles,59,245,47,63,207,57,122,452,104
170911,Llanars,38,218,49,29,187,63,67,405,112
170926,Llançà,348,1807,454,362,1679,559,710,3486,1013
251253,Llardecans,23,166,88,25,138,93,48,304,181
251266,Llavorsí,24,130,39,25,121,35,49,251,74
251207,Lleida,10417,48924,8449,10151,45706,12272,20568,94630,20721
170932,Llers,87,413,101,85,378,115,172,791,216
251272,Lles de Cerdanya,17,113,31,8,72,30,25,185,61
081075,Lliçà d'Amunt,1419,4985,819,1327,4731,862,2746,9716,1681
081081,Lliçà de Vall,598,2224,402,530,2142,394,1128,4366,796
251288,Llimiana,10,58,27,5,46,22,15,104,49
081069,Llinars del Vallès,784,3170,533,733,3075,740,1517,6245,1273
170947,Llívia,120,650,100,89,526,104,209,1176,204
430727,"Lloar, el",10,37,21,4,30,15,14,67,36
251291,Llobera,15,76,23,9,60,28,24,136,51
430733,Llorac,7,38,14,4,28,17,11,66,31
430748,Llorenç del Penedès,208,742,141,184,729,181,392,1471,322
170950,Lloret de Mar,3150,15990,1739,2785,13595,2104,5935,29585,3843
170963,"Llosses, les",11,100,23,9,72,19,20,172,42
081094,Lluçà,16,95,23,21,79,26,37,174,49
171024,Maçanet de Cabrenys,29,233,104,44,214,105,73,447,209
171030,Maçanet de la Selva,572,2540,441,594,2239,485,1166,4779,926
170979,Madremanya,18,70,28,18,79,25,36,149,53
170985,Maià de Montcal,32,138,42,30,126,42,62,264,84
251333,Maials,47,341,123,55,254,167,102,595,290
251305,Maldà,15,80,46,9,69,42,24,149,88
081108,Malgrat de Mar,1413,6466,1327,1323,6149,1794,2736,12615,3121
081115,Malla,17,91,21,11,92,23,28,183,44
081120,Manlleu,1859,7239,1361,1762,6553,1873,3621,13792,3234
081136,Manresa,5840,26311,5633,5510,24760,8504,11350,51071,14137
430764,Marçà,49,201,82,48,190,79,97,391,161
430751,Margalef,8,38,17,1,34,19,9,72,36
082423,Marganell,23,103,24,14,100,44,37,203,68
081141,Martorell,2424,9816,1593,2243,8504,2101,4667,18320,3694
081154,Martorelles,371,1747,363,321,1674,446,692,3421,809
430770,Mas de Barberans,35,218,79,35,188,108,70,406,187
171002,Masarac,19,99,26,13,73,35,32,172,61
430786,Masdenverge,63,404,125,82,339,120,145,743,245
081167,"Masies de Roda, les",50,268,55,46,262,74,96,530,129
081173,"Masies de Voltregà, les",302,1091,203,284,1083,269,586,2174,472
430799,Masllorenç,40,179,55,38,151,69,78,330,124
081189,"Masnou, el",1709,7620,1380,1615,7827,2137,3324,15447,3517
430803,"Masó, la",14,95,42,22,88,37,36,183,79
430810,Maspujols,59,226,61,57,197,63,116,423,124
081192,Masquefa,834,2857,446,841,2717,473,1675,5574,919
430825,"Masroig, el",38,185,71,27,164,81,65,349,152
251312,Massalcoreig,29,215,68,25,171,85,54,386,153
171019,Massanes,50,284,48,53,225,53,103,509,101
251327,Massoteres,23,72,22,19,56,17,42,128,39
081206,Matadepera,979,2882,451,843,2896,565,1822,5778,1016
081213,Mataró,9837,43674,7464,9191,41098,10458,19028,84772,17922
081228,Mediona,202,795,215,189,711,248,391,1506,463
251348,Menàrguens,42,298,108,48,224,134,90,522,242
170998,Meranges,5,36,12,2,29,9,7,65,21
171058,Mieres,26,115,34,31,99,39,57,214,73
430831,"Milà, el",12,52,23,13,54,24,25,106,47
251351,Miralcamp,98,502,121,96,476,147,194,978,268
430846,Miravet,46,302,80,41,227,118,87,529,198
081385,Moià,516,1982,390,493,1831,498,1009,3813,888
430859,"Molar, el",22,103,44,9,78,46,31,181,90
081234,Molins de Rei,2020,8301,1432,1926,8390,1998,3946,16691,3430
251370,Mollerussa,1270,5451,732,1199,4673,994,2469,10124,1726
171061,Mollet de Peralada,10,56,23,7,47,31,17,103,54
081249,Mollet del Vallès,4445,19219,2781,4312,18106,3621,8757,37325,6402
171077,Molló,16,126,37,21,106,54,37,232,91
251364,"Molsosa, la",2,43,16,5,36,17,7,79,33
081287,Monistrol de Calders,60,228,60,38,220,77,98,448,137
081271,Monistrol de Montserrat,211,1109,238,185,989,297,396,2098,535
171096,Montagut i Oix,66,355,89,63,288,110,129,643,199
430862,Montblanc,575,2605,527,470,2417,711,1045,5022,1238
430884,Montbrió del Camp,176,789,163,153,735,203,329,1524,366
081252,Montcada i Reixac,2813,11912,1943,2720,11411,2654,5533,23323,4597
081304,Montclar,12,28,14,5,38,15,17,66,29
251399,Montellà i Martinet,44,240,62,36,203,76,80,443,138
081311,Montesquiu,61,315,81,56,288,105,117,603,186
251403,Montferrer i Castellbò,76,447,72,71,362,61,147,809,133
