Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
081249,Mollet del Vallès,4163,19381,2434,4053,17962,3225,8216,37343,5659,
171077,Molló,11,120,43,9,103,50,20,223,93,
251364,"Molsosa, la",9,42,12,6,45,16,15,87,28,
081287,Monistrol de Calders,45,227,60,48,216,69,93,443,129,
081271,Monistrol de Montserrat,182,992,246,129,876,298,311,1868,544,
171096,Montagut i Oix,57,298,100,61,250,109,118,548,209,
430862,Montblanc,490,2304,520,427,2205,686,917,4509,1206,
430884,Montbrió del Camp,119,588,157,121,503,195,240,1091,352,
081252,Montcada i Reixac,2545,11410,1852,2457,10918,2543,5002,22328,4395,
081304,Montclar,10,34,15,11,37,14,21,71,29,
251399,Montellà i Martinet,29,190,65,24,157,76,53,347,141,
081311,Montesquiu,45,298,95,47,250,123,92,548,218,
251403,Montferrer i Castellbò,38,335,84,47,280,72,85,615,156,
430897,Montferri,17,75,29,17,64,23,34,139,52,
251386,Montgai,44,248,103,44,210,131,88,458,234,
081265,Montgat,665,3350,484,629,3276,708,1294,6626,1192,
081326,Montmajor,28,160,52,16,153,51,44,313,103,
081332,Montmaneu,8,74,24,13,57,27,21,131,51,
430901,"Montmell, el",69,423,82,73,345,73,142,768,155,
081350,Montmeló,710,3208,506,654,3061,665,1364,6269,1171,
251425,Montoliu de Lleida,32,169,47,17,159,67,49,328,114,
251410,Montoliu de Segarra,5,71,31,2,48,31,7,119,62,
251431,Montornès de Segarra,0,25,25,5,34,18,5,59,43,
081363,Montornès del Vallès,1137,5413,732,1134,4855,919,2271,10268,1651,
430918,Mont-ral,10,80,9,4,67,10,14,147,19,
171100,Mont-ras,153,690,118,136,608,121,289,1298,239,
430923,Mont-roig del Camp,589,3356,640,628,3012,671,1217,6368,1311,
081379,Montseny,15,116,34,13,97,31,28,213,65,
430939,Móra d'Ebre,380,1667,437,369,1626,533,749,3293,970,
430944,Móra la Nova,228,1197,249,214,996,330,442,2193,579,
430957,"Morell, el",224,959,167,210,845,201,434,1804,368,
430960,"Morera de Montsant, la",9,67,20,12,42,18,21,109,38,
081290,Muntanyola,39,162,29,39,139,19,78,301,48,
081398,Mura,11,84,20,14,66,25,25,150,45,
251459,Nalec,4,26,15,2,25,18,6,51,33,
250254,Naut Aran,121,698,94,118,579,103,239,1277,197,
081402,Navarcles,404,1956,439,377,1884,578,781,3840,1017,
081419,Navàs,406,1923,515,375,1815,697,781,3738,1212,
171117,Navata,74,276,83,81,281,87,155,557,170,
251462,Navès,14,80,32,15,89,33,29,169,65,
081424,"Nou de Berguedà, la",13,47,20,15,44,20,28,91,40,
430976,"Nou de Gaià, la",35,144,44,41,126,50,76,270,94,
430982,Nulles,15,138,32,15,114,55,30,252,87,
251484,Odèn,9,95,46,6,75,34,15,170,80,
081430,Òdena,259,1020,208,204,992,253,463,2012,461,
171122,Ogassa,16,108,26,12,74,26,28,182,52,
081458,Olèrdola,272,1044,166,228,948,206,500,1992,372,
081461,Olesa de Bonesvalls,101,531,85,110,466,90,211,997,175,
081477,Olesa de Montserrat,1768,7658,1273,1614,7114,1687,3382,14772,2960,
251497,Oliana,111,679,195,92,606,249,203,1285,444,
251500,Oliola,11,103,29,8,75,28,19,178,57,
251517,Olius,55,215,44,47,201,53,102,416,97,
081483,Olivella,191,878,94,188,734,94,379,1612,188,
081496,Olost,84,381,128,65,374,161,149,755,289,
171143,Olot,2251,10697,2657,2067,9772,3827,4318,20469,6484,
251522,"Oluges, les",2,67,25,6,50,28,8,117,53,
081445,Olvan,46,296,95,43,281,136,89,577,231,
251538,"Omellons, els",9,86,40,14,81,30,23,167,70,
251543,"Omells de na Gaia, els",9,59,29,5,38,21,14,97,50,
171156,Ordis,25,128,28,30,109,27,55,237,55,
251556,Organyà,40,321,116,43,290,150,83,611,266,
081509,Orís,14,98,27,23,91,25,37,189,52,
081516,Oristà,24,193,74,30,195,85,54,388,159,
081521,Orpí,10,69,20,9,59,17,19,128,37,
081537,Òrrius,10,130,23,9,102,41,19,232,64,
251569,Os de Balaguer,52,299,123,59,244,108,111,543,231,
171169,Osor,22,130,58,15,117,67,37,247,125,
251575,Ossó de Sió,7,73,33,12,71,29,19,144,62,
081542,Pacs del Penedès,50,281,43,61,256,54,111,537,97,
081555,Palafolls,655,2559,347,626,2504,407,1281,5063,754,
171175,Palafrugell,1585,7503,1413,1424,6666,1918,3009,14169,3331,
171181,Palamós,1313,5876,1123,1235,5689,1581,2548,11565,2704,
251581,"Palau d'Anglesola, el",124,650,151,128,551,212,252,1201,363,
171194,Palau de Santa Eulàlia,5,39,8,2,26,8,7,65,16,
171215,Palau-sator,13,106,33,8,87,36,21,193,69,
171208,Palau-saverdera,57,395,129,72,385,140,129,780,269,
081568,Palau-solità i Plegamans,1129,4832,576,1133,4478,688,2262,9310,1264,
431009,"Pallaresos, els",350,1185,93,316,1089,111,666,2274,204,
081574,Pallejà,905,3812,461,800,3593,621,1705,7405,1082,
430995,"Palma d'Ebre, la",18,116,60,18,118,73,36,234,133,
089058,"Palma de Cervelló, la",253,1079,137,231,1039,184,484,2118,321,
171236,Palol de Revardit,36,150,38,31,129,41,67,279,79,
171241,Pals,135,799,253,123,741,284,258,1540,537,
081580,"Papiol, el",275,1369,219,293,1227,303,568,2596,522,
171254,Pardines,15,48,22,9,50,18,24,98,40,
081593,Parets del Vallès,1380,6084,801,1336,5565,1036,2716,11649,1837,
171267,Parlavà,16,130,36,13,103,43,29,233,79,
431016,Passanant i Belltall,1,75,34,4,52,39,5,127,73,
171289,Pau,36,169,42,25,153,48,61,322,90,
431021,Paüls,22,194,87,31,186,89,53,380,176,
171292,Pedret i Marzà,14,49,14,13,52,16,27,101,30,
251641,Penelles,26,192,72,24,128,81,50,320,153,
171306,"Pera, la",25,143,48,29,129,53,54,272,101,
081607,Perafita,19,127,38,26,111,57,45,238,95,
431037,Perafort,75,302,48,47,280,50,122,582,98,
171328,Peralada,115,553,131,112,485,162,227,1038,293,
251654,Peramola,21,132,54,13,97,56,34,229,110,
431042,"Perelló, el",109,869,283,106,697,291,215,1566,574,
081614,Piera,1092,4350,847,976,3913,1052,2068,8263,1899,
431055,"Piles, les",12,76,21,13,53,16,25,129,37,
081635,Pineda de Mar,1890,9171,1540,1712,8430,1959,3602,17601,3499,
431068,"Pinell de Brai, el",59,383,122,58,311,166,117,694,288,
251667,Pinell de Solsonès,9,76,25,14,55,26,23,131,51,
251673,Pinós,17,112,43,13,94,34,30,206,77,
431074,Pira,39,158,38,41,147,55,80,305,93,
431080,"Pla de Santa Maria, el",170,686,150,125,591,181,295,1277,331,
081640,"Pla del Penedès, el",60,320,88,52,265,121,112,585,209,
171334,"Planes d'Hostoles, les",97,570,218,95,525,249,192,1095,467,
171349,Planoles,12,118,37,13,95,38,25,213,75,
259118,"Plans de Sió, els",25,173,86,16,148,99,41,321,185,
251689,"Poal, el",40,230,79,29,181,98,69,411,177,
251692,"Pobla de Cérvoles, la",13,88,35,15,60,39,28,148,74,
081653,"Pobla de Claramunt, la",175,754,148,146,652,185,321,1406,333,
081666,"Pobla de Lillet, la",54,432,168,43,415,236,97,847,404,
431093,"Pobla de Mafumet, la",119,503,72,110,482,103,229,985,175,
431107,"Pobla de Massaluca, la",14,150,67,15,110,77,29,260,144,
431114,"Pobla de Montornès, la",144,819,171,135,689,165,279,1508,336,
251713,"Pobla de Segur, la",158,1016,363,153,878,475,311,1894,838,
431129,Poboleda,11,133,47,10,95,57,21,228,104,
081672,Polinyà,562,2519,209,560,2310,268,1122,4829,477,
431135,"Pont d'Armentera, el",37,200,72,26,182,79,63,382,151,
250306,"Pont de Bar, el",4,53,26,7,42,26,11,95,52,
171352,Pont de Molins,29,169,42,23,150,37,52,319,79,
251734,"Pont de Suert, el",147,824,220,128,723,265,275,1547,485,
081825,"Pont de Vilomara i Rocafort, el",245,1165,205,240,1032,267,485,2197,472,
431418,Pontils,1,52,21,8,46,14,9,98,35,
081688,Pontons,24,200,36,27,143,52,51,343,88,
171365,Pontós,15,81,28,9,69,27,24,150,55,
251728,Ponts,174,761,244,149,749,301,323,1510,545,
171371,Porqueres,335,1386,274,351,1421,293,686,2807,567,
431140,Porrera,42,175,55,25,138,63,67,313,118,
171404,"Port de la Selva, el",67,302,92,48,307,105,115,609,197,
171387,Portbou,53,447,178,63,399,234,116,846,412,
251749,"Portella, la",46,345,69,26,257,72,72,602,141,
431153,Pradell de la Teixeta,4,68,21,12,57,30,16,125,51,
431166,Prades,28,213,75,31,179,86,59,392,161,
431172,Prat de Comte,15,49,31,8,57,31,23,106,62,
081691,"Prat de Llobregat, el",4644,23396,3632,4288,22401,4829,8932,45797,8461,
431188,Pratdip,29,250,89,32,199,93,61,449,182,
081712,Prats de Lluçanès,192,900,260,198,802,339,390,1702,599,
081705,"Prats de Rei, els",32,190,51,21,170,73,53,360,124,
251752,Prats i Sansor,17,99,13,9,63,18,26,162,31,
251765,Preixana,17,134,67,22,109,78,39,243,145,
251771,Preixens,22,150,77,25,133,91,47,283,168,
082303,Premià de Dalt,811,3553,505,803,3455,641,1614,7008,1146,
081727,Premià de Mar,2197,10099,1547,2050,9593,2167,4247,19692,3714,
171390,"Preses, les",130,559,123,125,561,159,255,1120,282,
251790,Prullans,10,78,31,13,69,30,23,147,61,
171411,Puigcerdà,770,3383,517,609,2891,675,1379,6274,1192,
081748,Puigdàlber,27,138,21,35,130,37,62,268,58,
251804,Puiggròs,30,94,35,20,83,38,50,177,73,
431191,Puigpelat,81,287,41,62,263,55,143,550,96,
081751,Puig-reig,221,1358,463,220,1262,673,441,2620,1136,
251811,Puigverd d'Agramunt,14,90,35,13,78,30,27,168,65,
251826,Puigverd de Lleida,86,408,115,75,369,142,161,777,257,
081764,Pujalt,13,65,24,6,66,25,19,131,49,
081770,"Quar, la",3,28,8,2,21,6,5,49,14,
171426,Quart,229,981,139,173,935,172,402,1916,311,
170433,Queralbs,15,69,33,10,50,25,25,119,58,
431205,Querol,24,145,27,17,120,26,41,265,53,
171432,Rabós,9,65,11,10,61,21,19,126,32,
081786,Rajadell,22,170,48,24,148,39,46,318,87,
431212,Rasquera,52,292,116,42,263,133,94,555,249,
171447,Regencós,20,110,34,22,81,30,42,191,64,
081799,Rellinars,49,219,44,47,196,50,96,415,94,
431227,Renau,5,35,4,8,27,9,13,62,13,
431233,Reus,7943,35491,6000,7648,33854,8569,15591,69345,14569,
251832,Rialp,35,250,36,38,216,56,73,466,92,
431248,"Riba, la",43,253,75,28,191,89,71,444,164,
431251,Riba-roja d'Ebre,66,475,163,57,402,194,123,877,357,
259059,Ribera d'Ondara,18,157,70,17,130,73,35,287,143,
251850,Ribera d'Urgellet,56,347,96,46,279,111,102,626,207,
171450,Ribes de Freser,108,673,230,93,621,319,201,1294,549,
171463,Riells i Viabrea,313,1144,137,262,1033,146,575,2177,283,
431264,"Riera de Gaià, la",108,461,88,84,419,117,192,880,205,
251863,Riner,13,88,36,18,87,31,31,175,67,
171479,Ripoll,660,3645,998,602,3471,1386,1262,7116,2384,
081803,Ripollet,2828,12987,1785,2684,12114,2337,5512,25101,4122,
259139,Riu de Cerdanya,3,38,8,4,33,10,7,71,18,
171485,Riudarenes,112,627,137,111,541,151,223,1168,288,
171498,Riudaura,23,161,31,18,149,44,41,310,75,
431270,Riudecanyes,67,290,77,55,258,98,122,548,175,
431286,Riudecols,71,401,97,71,347,110,142,748,207,
171501,Riudellots de la Selva,150,640,133,117,573,162,267,1213,295,
431299,Riudoms,485,2032,438,409,1875,524,894,3907,962,
171518,Riumors,5,46,27,4,42,30,9,88,57,
081810,"Roca del Vallès, la",735,3302,476,729,3164,540,1464,6466,1016,
431303,Rocafort de Queralt,13,93,34,5,67,52,18,160,86,
431310,Roda de Berà,295,1809,306,288,1535,314,583,3344,620,
081831,Roda de Ter,421,1834,396,407,1773,619,828,3607,1015,
431325,Rodonyà,37,160,47,35,121,62,72,281,109,
431331,Roquetes,562,2639,557,489,2294,691,1051,4933,1248,
171523,Roses,1328,5534,958,1230,5323,1162,2558,10857,2120,
251898,Rosselló,187,806,169,162,732,212,349,1538,381,
431346,"Rourell, el",23,108,28,21,88,45,44,196,73,
081846,Rubí,5533,25415,3420,5211,23967,4556,10744,49382,7976,
081859,Rubió,13,46,17,12,33,14,25,79,31,
171539,Rupià,11,74,24,9,55,28,20,129,52,
089019,Rupit i Pruit,10,126,35,14,113,47,24,239,82,
081878,Sabadell,14599,68415,13404,13925,67297,19331,28524,135712,32735,
081884,Sagàs,11,43,17,8,44,17,19,87,34,
251902,Salàs de Pallars,10,111,51,5,90,67,15,201,118,
081901,Saldes,24,142,30,12,108,30,36,250,60,
171544,Sales de Llierca,8,46,4,16,39,4,24,85,8,
081918,Sallent,394,2313,698,451,2226,1006,845,4539,1704,
431359,Salomó,28,139,53,28,116,68,56,255,121,
439057,Salou,1498,8360,810,1401,7121,949,2899,15481,1759,
171557,Salt,2379,10728,1420,2119,8733,1991,4498,19461,3411,
251919,Sanaüja,34,147,58,32,115,78,66,262,136,
081944,Sant Adrià de Besòs,2677,11387,2183,2496,11187,3010,5173,22574,5193,
081957,Sant Agustí de Lluçanès,8,37,13,8,35,10,16,72,23,
081960,Sant Andreu de la Barca,2279,9564,963,1995,8860,1202,4274,18424,2165,
081976,Sant Andreu de Llavaneres,900,3325,491,798,3080,586,1698,6405,1077,
171576,Sant Andreu Salou,15,41,16,16,44,22,31,85,38,
171833,Sant Aniol de Finestres,17,112,26,21,83,27,38,195,53,
081982,Sant Antoni de Vilamajor,391,1673,275,390,1574,324,781,3247,599,
081995,Sant Bartomeu del Grau,90,383,66,90,318,85,180,701,151,
082009,Sant Boi de Llobregat,6064,29554,4797,5789,28590,6387,11853,58144,11184,
082016,Sant Boi de Lluçanès,24,199,68,24,162,92,48,361,160,
431362,Sant Carles de la Ràpita,893,4598,1098,927,4320,1345,1820,8918,2443,
082037,Sant Cebrià de Vallalta,207,1049,131,193,871,124,400,1920,255,
082021,Sant Celoni,1172,5344,1061,1193,4984,1327,2365,10328,2388,
082042,Sant Climent de Llobregat,280,1283,166,285,1212,217,565,2495,383,
171582,Sant Climent Sescebes,35,147,62,33,137,60,68,284,122,
082055,Sant Cugat del Vallès,7538,24179,2943,6949,24938,3967,14487,49117,6910,
082068,Sant Cugat Sesgarrigues,68,317,74,73,257,82,141,574,156,
251961,Sant Esteve de la Sarga,5,61,26,1,33,18,6,94,44,
082074,Sant Esteve de Palautordera,172,704,94,218,655,118,390,1359,212,
082080,Sant Esteve Sesrovires,542,2394,316,549,2148,361,1091,4542,677,
171595,Sant Feliu de Buixalleu,62,275,77,44,228,83,106,503,160,
082107,Sant Feliu de Codines,417,1965,359,398,1656,487,815,3621,846,
171609,Sant Feliu de Guíxols,1554,7023,1482,1519,6812,1928,3073,13835,3410,
082114,Sant Feliu de Llobregat,3213,15401,2207,3152,15162,3132,6365,30563,5339,
171616,Sant Feliu de Pallerols,79,407,122,83,369,163,162,776,285,
082129,Sant Feliu Sasserra,33,225,62,40,200,78,73,425,140,
171621,Sant Ferriol,22,66,23,11,65,19,33,131,42,
082093,Sant Fost de Campsentelles,568,2721,413,501,2537,525,1069,5258,938,
082135,Sant Fruitós de Bages,580,2516,399,534,2319,491,1114,4835,890,
171637,Sant Gregori,228,1037,196,217,960,206,445,1997,402,
251924,Sant Guim de Freixenet,56,370,108,57,335,137,113,705,245,
251977,Sant Guim de la Plana,15,65,26,13,51,28,28,116,54,
171642,Sant Hilari Sacalm,344,2078,440,325,1724,563,669,3802,1003,
082153,Sant Hipòlit de Voltregà,262,1072,281,225,983,399,487,2055,680,
081939,Sant Iscle de Vallalta,102,401,68,106,341,77,208,742,145,
439023,Sant Jaume d'Enveja,229,1127,342,200,1068,389,429,2195,731,
082166,Sant Jaume de Frontanyà,0,10,4,0,13,1,0,23,5,
171655,Sant Jaume de Llierca,38,258,101,56,212,120,94,470,221,
431378,Sant Jaume dels Domenys,153,679,154,121,569,201,274,1248,355,
171674,Sant Joan de les Abadesses,200,1244,366,188,1090,533,388,2334,899,
171680,Sant Joan de Mollet,45,145,47,38,153,47,83,298,94,
082188,Sant Joan de Vilatorrada,790,3628,661,678,3484,823,1468,7112,1484,
082172,Sant Joan Despí,2644,11229,1528,2530,11210,2021,5174,22439,3549,
171851,Sant Joan les Fonts,139,928,250,115,862,337,254,1790,587,
171668,Sant Jordi Desvalls,33,220,65,39,183,91,72,403,156,
089030,Sant Julià de Cerdanyola,19,87,32,17,76,27,36,163,59,
171693,Sant Julià de Ramis,204,906,165,206,829,185,410,1735,350,
082205,Sant Julià de Vilatorta,248,941,150,237,932,221,485,1873,371,
179032,Sant Julià del Llor i Bonmatí,68,372,74,60,314,119,128,686,193,
082212,Sant Just Desvern,1256,5110,908,1249,5531,1228,2505,10641,2136,
082227,Sant Llorenç d'Hortons,167,699,155,165,664,172,332,1363,327,
171714,Sant Llorenç de la Muga,11,69,21,10,61,30,21,130,51,
251930,Sant Llorenç de Morunys,49,335,119,53,290,123,102,625,242,
082233,Sant Llorenç Savall,160,750,216,162,683,258,322,1433,474,
082251,Sant Martí d'Albars,4,45,11,7,32,17,11,77,28,
082248,Sant Martí de Centelles,86,320,59,76,281,76,162,601,135,
171729,Sant Martí de Llémena,42,188,46,50,160,40,92,348,86,
259025,Sant Martí de Riucorb,29,242,101,24,200,108,53,442,209,
082264,Sant Martí de Tous,103,355,98,84,323,130,187,678,228,
082270,Sant Martí Sarroca,198,938,255,194,848,288,392,1786,543,
082286,Sant Martí Sesgueioles,26,113,35,27,93,46,53,206,81,
171735,Sant Martí Vell,18,64,19,8,52,24,26,116,43,
082299,Sant Mateu de Bages,36,213,90,23,188,115,59,401,205,
171740,Sant Miquel de Campmajor,12,79,19,10,57,20,22,136,39,
171753,Sant Miquel de Fluvià,53,246,51,51,201,69,104,447,120,
171766,Sant Mori,6,60,14,9,59,19,15,119,33,
171772,Sant Pau de Segúries,37,221,80,35,203,93,72,424,173,
082310,Sant Pere de Ribes,2281,9721,1236,2219,9107,1544,4500,18828,2780,
082325,Sant Pere de Riudebitlles,147,763,187,149,709,221,296,1472,408,
082331,Sant Pere de Torelló,154,789,183,133,757,249,287,1546,432,
082346,Sant Pere de Vilamajor,326,1218,216,326,1151,207,652,2369,423,
171788,Sant Pere Pescador,141,714,134,98,526,162,239,1240,296,
081897,Sant Pere Sallavinera,8,53,22,8,44,28,16,97,50,
082359,Sant Pol de Mar,372,1704,289,328,1567,337,700,3271,626,
082362,Sant Quintí de Mediona,147,744,161,119,607,220,266,1351,381,
082378,Sant Quirze de Besora,124,644,224,107,604,304,231,1248,528,
082384,Sant Quirze del Vallès,1598,6042,573,1577,5943,848,3175,11985,1421,
082397,Sant Quirze Safaja,46,215,27,43,187,25,89,402,52,
251945,Sant Ramon,33,181,79,22,167,79,55,348,158,
082401,Sant Sadurní d'Anoia,949,3945,751,943,3755,1016,1892,7700,1767,
082418,Sant Sadurní d'Osormort,4,32,11,4,24,7,8,56,18,
080983,Sant Salvador de Guardiola,221,1022,173,223,940,174,444,1962,347,
082628,Sant Vicenç de Castellet,500,2664,599,511,2493,970,1011,5157,1569,
082649,Sant Vicenç de Montalt,499,1707,236,453,1600,276,952,3307,512,
082652,Sant Vicenç de Torelló,177,595,160,147,604,244,324,1199,404,
082634,Sant Vicenç dels Horts,2257,9745,1433,2152,9272,1817,4409,19017,3250,
431384,Santa Bàrbara,243,1223,372,242,1082,451,485,2305,823,
082439,Santa Cecília de Voltregà,15,77,21,12,66,15,27,143,36,
082444,Santa Coloma de Cervelló,679,2521,297,639,2422,406,1318,4943,703,
171805,Santa Coloma de Farners,854,3866,723,818,3380,916,1672,7246,1639,
082457,Santa Coloma de Gramenet,7861,44110,7749,7244,41198,9967,15105,85308,17716,
431397,Santa Coloma de Queralt,244,1009,245,229,924,340,473,1933,585,
171812,Santa Cristina d'Aro,340,1448,275,330,1307,283,670,2755,558,
082460,Santa Eugènia de Berga,138,788,140,142,672,166,280,1460,306,
082476,Santa Eulàlia de Riuprimer,72,301,76,52,291,93,124,592,169,
082482,Santa Eulàlia de Ronçana,474,2084,375,449,1987,445,923,4071,820,
082495,Santa Fe del Penedès,32,118,24,32,105,27,64,223,51,
171827,Santa Llogaia d'Àlguema,24,123,21,21,100,22,45,223,43,
082508,Santa Margarida de Montbui,757,3484,533,717,3247,747,1474,6731,1280,
082515,Santa Margarida i els Monjos,474,2353,281,456,1982,387,930,4335,668,
082589,Santa Maria d'Oló,54,372,98,54,339,127,108,711,225,
082536,Santa Maria de Besora,12,62,21,12,52,28,24,114,49,
082567,Santa Maria de Martorelles,62,283,47,65,252,54,127,535,101,
082554,Santa Maria de Merlès,11,53,16,9,50,12,20,103,28,
082573,Santa Maria de Miralles,6,43,11,9,36,18,15,79,29,
082592,Santa Maria de Palautordera,689,2873,456,605,2559,580,1294,5432,1036,
431401,Santa Oliva,234,984,207,199,851,225,433,1835,432,
171848,Santa Pau,87,549,151,89,516,149,176,1065,300,
082606,Santa Perpètua de Mogoda,1639,8195,1039,1553,7721,1262,3192,15916,2301,
082613,Santa Susanna,272,1033,163,251,967,182,523,2000,345,
081923,Santpedor,485,2162,378,440,2066,506,925,4228,884,
431423,Sarral,101,539,147,77,458,181,178,997,328,
171864,Sarrià de Ter,291,1415,291,279,1357,403,570,2772,694,
252017,Sarroca de Bellera,5,50,25,1,35,29,6,85,54,
252000,Sarroca de Lleida,19,147,52,15,130,67,34,277,119,
171870,"Saus, Camallera i Llampaies",37,265,58,47,239,87,84,504,145,
431439,Savallà del Comtat,1,26,12,9,15,10,10,41,22,
431444,"Secuita, la",84,466,84,80,413,113,164,879,197,
171886,"Selva de Mar, la",13,72,26,13,70,22,26,142,48,
431457,"Selva del Camp, la",477,1626,344,414,1553,407,891,3179,751,
431460,Senan,3,19,6,3,6,2,6,25,8,
430445,"Sénia, la",382,2284,473,388,1916,526,770,4200,999,
252022,Senterada,4,47,11,4,35,12,8,82,23,
250352,"Sentiu de Sió, la",20,153,61,19,161,72,39,314,133,
082671,Sentmenat,585,2560,367,539,2453,484,1124,5013,851,
171903,Serinyà,71,357,89,81,312,88,152,669,177,
252043,Seròs,105,751,224,81,505,234,186,1256,458,
171910,Serra de Daró,15,57,27,5,43,30,20,100,57,
171925,Setcases,8,66,20,12,55,19,20,121,39,
252038,"Seu d'Urgell, la",923,4197,922,843,4205,1227,1766,8402,2149,
082690,Seva,245,1055,217,221,981,237,466,2036,454,
252056,Sidamon,43,253,60,49,220,65,92,473,125,
171931,Sils,326,1396,259,342,1312,312,668,2708,571,
082704,Sitges,1813,8789,1428,1782,8727,1931,3595,17516,3359,
170524,Siurana,11,56,22,7,56,23,18,112,45,
082711,Sobremunt,6,29,9,12,28,8,18,57,17,
252069,"Soleràs, el",16,146,58,15,103,65,31,249,123,
431476,Solivella,19,180,77,27,163,101,46,343,178,
252075,Solsona,679,3052,656,639,2706,839,1318,5758,1495,
082726,Sora,12,76,19,27,62,17,39,138,36,
252081,Soriguera,17,132,36,13,90,48,30,222,84,
252094,Sort,147,757,176,141,664,228,288,1421,404,
252108,Soses,119,634,138,83,491,170,202,1125,308,
082732,Subirats,213,950,248,225,862,322,438,1812,570,
252115,Sudanell,32,300,76,33,224,97,65,524,173,
252120,Sunyer,16,94,37,14,84,39,30,178,76,
082747,Súria,407,2033,600,395,1927,840,802,3960,1440,
171946,Susqueda,5,46,13,4,35,10,9,81,23,
082763,Tagamanent,16,106,18,27,73,25,43,179,43,
082779,Talamanca,6,45,10,4,44,8,10,89,18,
252154,Talarn,18,114,39,23,102,48,41,216,87,
252167,Talavera,12,100,38,4,85,43,16,185,81,
171959,"Tallada d'Empordà, la",19,122,49,15,101,40,34,223,89,
082785,Taradell,477,1986,414,390,1853,493,867,3839,907,
431482,Tarragona,9968,45172,7951,9436,44428,11197,19404,89600,19148,
252173,Tàrrega,1218,5285,992,1147,4783,1385,2365,10068,2377,
252189,Tarrés,4,38,14,5,36,19,9,74,33,
252192,Tarroja de Segarra,9,53,24,9,44,30,18,97,54,
082750,Tavèrnoles,18,108,26,20,109,20,38,217,46,
082802,Tavertet,8,56,20,6,42,19,14,98,39,
082819,Teià,509,2137,311,459,2051,368,968,4188,679,
252206,Térmens,90,506,150,78,498,181,168,1004,331,
171962,Terrades,6,44,27,4,48,26,10,92,53,
082798,Terrassa,15407,69623,11930,14431,66102,17454,29838,135725,29384,
082824,Tiana,613,2544,326,627,2517,452,1240,5061,778,
252213,Tírvia,7,42,16,2,40,17,9,82,33,
252228,Tiurana,3,15,9,2,12,5,5,27,14,
431495,Tivenys,54,290,120,43,259,146,97,549,266,
431508,Tivissa,97,592,211,103,533,253,200,1125,464,
082830,Tona,593,2512,460,525,2365,575,1118,4877,1035,
252234,Torà,93,429,136,80,389,147,173,818,283,
082845,Tordera,1009,4501,905,892,4238,1052,1901,8739,1957,
082858,Torelló,907,4595,950,897,4379,1280,1804,8974,2230,
252249,"Torms, els",9,66,31,10,45,32,19,111,63,
252252,Tornabous,39,272,111,30,229,112,69,501,223,
252271,"Torre de Cabdella, la",23,251,94,20,215,129,43,466,223,
082861,"Torre de Claramunt, la",266,1167,158,241,1060,171,507,2227,329,
431515,"Torre de Fontaubella, la",3,46,18,7,38,23,10,84,41,
431520,"Torre de l'Espanyol, la",36,274,81,44,198,107,80,472,188,
252265,Torrebesses,19,88,43,11,81,55,30,169,98,
431536,Torredembarra,1059,4826,824,1000,4450,1121,2059,9276,1945,
252287,Torrefarrera,213,989,162,198,884,204,411,1873,366,
259078,Torrefeta i Florejacs,38,197,88,41,171,103,79,368,191,
252304,Torregrossa,127,787,254,148,664,331,275,1451,585,
252311,Torrelameu,27,236,63,15,167,82,42,403,145,
082877,Torrelavit,65,470,112,64,364,134,129,834,246,
082883,Torrelles de Foix,172,804,205,149,662,183,321,1466,388,
082896,Torrelles de Llobregat,435,1685,209,412,1630,233,847,3315,442,
171978,Torrent,13,66,22,10,61,16,23,127,38,
252326,Torres de Segre,126,719,196,130,618,218,256,1337,414,
252332,Torre-serona,18,135,33,16,118,33,34,253,66,
171984,Torroella de Fluvià,22,182,47,24,113,49,46,295,96,
171997,Torroella de Montgrí,819,3760,691,772,3344,842,1591,7104,1533,
431541,Torroja del Priorat,3,68,18,5,39,17,8,107,35,
172001,Tortellà,41,229,88,45,192,119,86,421,207,
431554,Tortosa,2348,12242,2549,2203,10694,3669,4551,22936,6218,
172018,Toses,18,60,21,8,40,16,26,100,37,
172023,Tossa de Mar,366,1942,370,331,1819,432,697,3761,802,
252347,Tremp,328,1666,607,313,1567,805,641,3233,1412,
172044,Ullà,71,377,68,76,278,76,147,655,144,
082900,Ullastrell,139,522,90,117,478,104,256,1000,194,
172057,Ullastret,12,78,23,18,72,23,30,150,46,
431567,Ulldecona,439,2298,544,388,1967,689,827,4265,1233,
431573,Ulldemolins,19,162,83,15,127,84,34,289,167,
172039,Ultramort,18,71,28,1,52,33,19,123,61,
172060,Urús,19,68,18,10,64,26,29,132,44,
082917,Vacarisses,462,1676,241,433,1535,245,895,3211,486,
170144,"Vajol, la",5,36,12,5,29,9,10,65,21,
172076,"Vall d'en Bas, la",150,894,281,166,786,339,316,1680,620,
172082,"Vall de Bianya, la",90,424,104,91,389,130,181,813,234,
250432,"Vall de Boí, la",64,430,83,51,336,89,115,766,172,
259010,Vall de Cardós,18,133,47,19,102,44,37,235,91,
082922,Vallbona d'Anoia,86,468,88,90,392,130,176,860,218,
252385,Vallbona de les Monges,6,89,36,5,65,55,11,154,91,
082938,Vallcebre,21,93,37,8,90,35,29,183,72,
