Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
430859,"Molar, el",14,98,44,11,77,47,25,175,91,
081234,Molins de Rei,2304,8197,1754,2197,8391,2312,4501,16588,4066,
251370,Mollerussa,1433,5340,839,1361,4782,1145,2794,10122,1984,
171061,Mollet de Peralada,17,51,27,10,44,31,27,95,58,
081249,Mollet del Vallès,4580,17629,3439,4395,17224,4383,8975,34853,7822,
171077,Molló,18,103,39,25,100,45,43,203,84,
251364,"Molsosa, la",2,37,17,7,34,16,9,71,33,
081287,Monistrol de Calders,50,240,71,34,222,80,84,462,151,
081271,Monistrol de Montserrat,219,992,262,218,907,303,437,1899,565,
171096,Montagut i Oix,74,340,84,61,288,102,135,628,186,
430862,Montblanc,602,2526,556,516,2329,754,1118,4855,1310,
430884,Montbrió del Camp,250,948,184,218,871,222,468,1819,406,
081252,Montcada i Reixac,3108,11645,2188,2969,11472,2995,6077,23117,5183,
081304,Montclar,13,34,13,10,36,14,23,70,27,
251399,Montellà i Martinet,28,222,70,23,169,74,51,391,144,
081311,Montesquiu,85,314,81,67,283,113,152,597,194,
251403,Montferrer i Castellbò,74,378,94,73,320,71,147,698,165,
430897,Montferri,29,146,32,38,100,33,67,246,65,
251386,Montgai,35,214,98,21,174,121,56,388,219,
081265,Montgat,1032,3964,725,955,3920,905,1987,7884,1630,
081326,Montmajor,26,151,61,34,147,57,60,298,118,
081332,Montmaneu,10,48,25,5,42,26,15,90,51,
430901,"Montmell, el",112,501,136,102,409,113,214,910,249,
081350,Montmeló,715,2962,654,674,2981,849,1389,5943,1503,
251425,Montoliu de Lleida,33,175,52,34,148,72,67,323,124,
251410,Montoliu de Segarra,15,68,24,8,52,27,23,120,51,
251431,Montornès de Segarra,5,27,18,8,27,16,13,54,34,
081363,Montornès del Vallès,1546,5639,1025,1481,5268,1213,3027,10907,2238,
430918,Mont-ral,13,66,19,12,52,14,25,118,33,
171100,Mont-ras,114,603,142,121,566,164,235,1169,306,
430923,Mont-roig del Camp,972,4228,1002,862,3832,981,1834,8060,1983,
081379,Montseny,21,107,38,23,88,42,44,195,80,
430939,Móra d'Ebre,455,1799,445,402,1793,583,857,3592,1028,
430944,Móra la Nova,218,1108,274,217,1013,355,435,2121,629,
430957,"Morell, el",341,1266,201,311,1154,251,652,2420,452,
430960,"Morera de Montsant, la",8,62,16,8,40,13,16,102,29,
081290,Muntanyola,57,220,36,64,188,41,121,408,77,
081398,Mura,13,76,20,17,55,22,30,131,42,
251459,Nalec,1,27,21,2,26,18,3,53,39,
250254,Naut Aran,123,655,112,135,627,108,258,1282,220,
081402,Navarcles,420,2030,486,437,1971,668,857,4001,1154,
081419,Navàs,485,2029,535,447,1893,714,932,3922,1249,
171117,Navata,118,423,111,123,437,111,241,860,222,
251462,Navès,18,95,23,23,86,36,41,181,59,
081424,"Nou de Berguedà, la",5,51,18,9,46,24,14,97,42,
430976,"Nou de Gaià, la",59,157,48,54,154,65,113,311,113,
430982,Nulles,40,149,44,29,132,54,69,281,98,
251484,Odèn,7,96,42,8,73,27,15,169,69,
081430,Òdena,386,1212,250,342,1117,316,728,2329,566,
171122,Ogassa,18,90,28,15,55,26,33,145,54,
081458,Olèrdola,344,1215,264,314,1109,272,658,2324,536,
081461,Olesa de Bonesvalls,160,592,129,157,530,147,317,1122,276,
081477,Olesa de Montserrat,2303,7932,1556,2148,7610,1987,4451,15542,3543,
251497,Oliana,103,584,236,108,561,250,211,1145,486,
251500,Oliola,7,90,31,14,59,32,21,149,63,
251517,Olius,109,294,72,92,272,71,201,566,143,
081483,Olivella,384,1316,195,356,1132,186,740,2448,381,
081496,Olost,69,398,129,66,365,155,135,763,284,
171143,Olot,2714,11410,2721,2457,10722,3920,5171,22132,6641,
251522,"Oluges, les",7,50,28,6,40,30,13,90,58,
081445,Olvan,50,279,94,45,258,130,95,537,224,
251538,"Omellons, els",9,66,43,7,60,41,16,126,84,
251543,"Omells de na Gaia, els",5,44,24,4,38,21,9,82,45,
171156,Ordis,32,132,44,25,125,31,57,257,75,
251556,Organyà,47,260,111,39,251,137,86,511,248,
081509,Orís,21,111,22,22,107,25,43,218,47,
081516,Oristà,35,173,67,31,171,82,66,344,149,
081521,Orpí,9,48,19,10,40,13,19,88,32,
081537,Òrrius,60,250,46,53,221,58,113,471,104,
251569,Os de Balaguer,78,323,100,85,301,108,163,624,208,
171169,Osor,25,146,46,28,120,56,53,266,102,
251575,Ossó de Sió,19,62,28,11,59,34,30,121,62,
081542,Pacs del Penedès,70,321,60,80,288,74,150,609,134,
081555,Palafolls,892,3123,535,899,3070,613,1791,6193,1148,
171175,Palafrugell,2006,7641,1666,1890,7360,2170,3896,15001,3836,
171181,Palamós,1318,5996,1437,1279,5962,1919,2597,11958,3356,
251581,"Palau d'Anglesola, el",172,713,166,172,672,241,344,1385,407,
171194,Palau de Santa Eulàlia,10,35,9,2,27,5,12,62,14,
171215,Palau-sator,23,103,31,23,81,37,46,184,68,
171208,Palau-saverdera,141,456,145,143,440,160,284,896,305,
081568,Palau-solità i Plegamans,1256,4876,955,1332,4910,1128,2588,9786,2083,
431009,"Pallaresos, els",545,1562,191,506,1496,247,1051,3058,438,
081574,Pallejà,1150,3791,693,1039,3703,922,2189,7494,1615,
430995,"Palma d'Ebre, la",13,105,60,17,106,75,30,211,135,
089058,"Palma de Cervelló, la",238,1072,182,226,1031,217,464,2103,399,
171236,Palol de Revardit,40,159,41,31,146,49,71,305,90,
171241,Pals,199,815,251,169,781,286,368,1596,537,
081580,"Papiol, el",365,1377,291,345,1342,351,710,2719,642,
171254,Pardines,13,57,17,5,41,22,18,98,39,
081593,Parets del Vallès,1719,6656,1120,1596,6361,1449,3315,13017,2569,
171267,Parlavà,34,132,42,30,113,47,64,245,89,
431016,Passanant i Belltall,3,76,21,3,42,28,6,118,49,
171289,Pau,47,167,62,35,171,75,82,338,137,
431021,Paüls,31,165,89,31,169,97,62,334,186,
171292,Pedret i Marzà,20,70,16,14,55,18,34,125,34,
251641,Penelles,32,179,66,22,115,68,54,294,134,
171306,"Pera, la",40,134,36,32,129,70,72,263,106,
081607,Perafita,21,135,56,25,127,55,46,262,111,
431037,Perafort,174,450,73,131,419,73,305,869,146,
171328,Peralada,152,607,161,145,586,190,297,1193,351,
251654,Peramola,18,110,47,14,103,51,32,213,98,
431042,"Perelló, el",195,915,390,177,833,415,372,1748,805,
081614,Piera,1396,5110,1115,1311,4724,1335,2707,9834,2450,
431055,"Piles, les",17,74,21,18,63,16,35,137,37,
081635,Pineda de Mar,2011,8710,2265,1891,8268,2823,3902,16978,5088,
431068,"Pinell de Brai, el",57,341,135,60,294,166,117,635,301,
251667,Pinell de Solsonès,14,76,29,7,53,28,21,129,57,
251673,Pinós,26,103,38,18,85,35,44,188,73,
431074,Pira,53,170,39,39,149,44,92,319,83,
431080,"Pla de Santa Maria, el",181,820,211,163,716,242,344,1536,453,
081640,"Pla del Penedès, el",103,422,89,122,377,117,225,799,206,
171334,"Planes d'Hostoles, les",130,502,216,100,486,240,230,988,456,
171349,Planoles,23,106,32,12,85,40,35,191,72,
259118,"Plans de Sió, els",28,184,69,29,128,90,57,312,159,
251689,"Poal, el",47,228,73,33,194,93,80,422,166,
251692,"Pobla de Cérvoles, la",11,83,30,11,51,36,22,134,66,
081653,"Pobla de Claramunt, la",194,716,179,195,655,211,389,1371,390,
081666,"Pobla de Lillet, la",45,371,145,34,323,221,79,694,366,
431093,"Pobla de Mafumet, la",406,1367,124,358,1267,153,764,2634,277,
431107,"Pobla de Massaluca, la",22,99,61,15,80,64,37,179,125,
431114,"Pobla de Montornès, la",274,981,263,224,860,259,498,1841,522,
251713,"Pobla de Segur, la",220,952,327,212,857,448,432,1809,775,
431129,Poboleda,19,126,51,19,93,55,38,219,106,
081672,Polinyà,922,2910,348,884,2756,406,1806,5666,754,
431135,"Pont d'Armentera, el",32,178,67,32,160,76,64,338,143,
250306,"Pont de Bar, el",11,52,25,9,41,21,20,93,46,
171352,Pont de Molins,33,174,44,43,171,47,76,345,91,
251734,"Pont de Suert, el",176,795,196,158,713,276,334,1508,472,
081825,"Pont de Vilomara i Rocafort, el",327,1282,292,299,1167,348,626,2449,640,
431418,Pontils,5,43,21,5,36,11,10,79,32,
081688,Pontons,35,185,53,15,146,49,50,331,102,
171365,Pontós,23,76,32,9,70,21,32,146,53,
251728,Ponts,205,831,269,188,812,327,393,1643,596,
171371,Porqueres,380,1522,351,419,1470,379,799,2992,730,
431140,Porrera,20,174,49,14,130,61,34,304,110,
171404,"Port de la Selva, el",61,347,125,46,291,132,107,638,257,
171387,Portbou,32,366,181,57,319,212,89,685,393,
251749,"Portella, la",56,281,61,36,227,70,92,508,131,
431153,Pradell de la Teixeta,9,57,16,12,58,31,21,115,47,
431166,Prades,42,203,74,35,188,81,77,391,155,
431172,Prat de Comte,10,57,22,6,40,30,16,97,52,
081691,"Prat de Llobregat, el",5106,20958,4867,4876,20900,6307,9982,41858,11174,
431188,Pratdip,38,223,107,34,182,113,72,405,220,
081712,Prats de Lluçanès,175,869,250,134,814,338,309,1683,588,
081705,"Prats de Rei, els",34,192,54,32,146,78,66,338,132,
251752,Prats i Sansor,17,92,22,12,81,27,29,173,49,
251765,Preixana,23,119,62,29,105,69,52,224,131,
251771,Preixens,21,142,71,30,112,82,51,254,153,
082303,Premià de Dalt,898,3535,798,851,3448,862,1749,6983,1660,
081727,Premià de Mar,2255,9333,2079,2134,9191,2952,4389,18524,5031,
171390,"Preses, les",166,571,136,150,572,169,316,1143,305,
251790,Prullans,11,63,31,8,66,27,19,129,58,
171411,Puigcerdà,731,3103,578,704,2933,776,1435,6036,1354,
081748,Puigdàlber,50,174,42,53,168,52,103,342,94,
251804,Puiggròs,25,97,31,15,82,45,40,179,76,
431191,Puigpelat,122,401,54,110,369,63,232,770,117,
081751,Puig-reig,232,1330,460,260,1243,642,492,2573,1102,
251811,Puigverd d'Agramunt,17,92,31,15,62,27,32,154,58,
251826,Puigverd de Lleida,119,478,128,111,423,146,230,901,274,
081764,Pujalt,18,67,24,10,55,24,28,122,48,
081770,"Quar, la",4,14,10,2,18,4,6,32,14,
171426,Quart,375,1154,205,337,1153,224,712,2307,429,
170433,Queralbs,6,68,26,4,46,23,10,114,49,
431205,Querol,40,213,59,30,167,54,70,380,113,
171432,Rabós,12,52,26,8,53,31,20,105,57,
081786,Rajadell,27,185,56,42,157,57,69,342,113,
431212,Rasquera,42,255,133,47,257,130,89,512,263,
171447,Regencós,19,99,30,25,76,36,44,175,66,
081799,Rellinars,52,285,51,74,234,52,126,519,103,
431227,Renau,19,52,8,15,47,10,34,99,18,
431233,Reus,9235,33610,7166,8894,34443,9846,18129,68053,17012,
251832,Rialp,43,253,44,45,201,69,88,454,113,
431248,"Riba, la",44,210,71,28,163,89,72,373,160,
431251,Riba-roja d'Ebre,51,408,159,52,317,185,103,725,344,
259059,Ribera d'Ondara,26,138,61,25,118,61,51,256,122,
251850,Ribera d'Urgellet,85,352,77,68,287,109,153,639,186,
171450,Ribes de Freser,100,579,217,90,529,303,190,1108,520,
171463,Riells i Viabrea,361,1448,233,334,1310,259,695,2758,492,
431264,"Riera de Gaià, la",186,548,107,189,510,139,375,1058,246,
251863,Riner,16,86,29,21,74,41,37,160,70,
171479,Ripoll,756,3476,985,695,3318,1402,1451,6794,2387,
081803,Ripollet,3521,12782,2241,3503,12339,3059,7024,25121,5300,
259139,Riu de Cerdanya,3,48,9,3,34,7,6,82,16,
171485,Riudarenes,199,714,178,166,670,193,365,1384,371,
171498,Riudaura,31,156,38,43,143,50,74,299,88,
431270,Riudecanyes,109,381,110,89,345,117,198,726,227,
431286,Riudecols,83,443,110,77,380,123,160,823,233,
171501,Riudellots de la Selva,175,722,133,161,663,168,336,1385,301,
431299,Riudoms,636,2230,543,539,2024,661,1175,4254,1204,
171518,Riumors,20,80,22,15,78,30,35,158,52,
081810,"Roca del Vallès, la",1019,3576,683,969,3453,804,1988,7029,1487,
431303,Rocafort de Queralt,12,76,45,17,65,36,29,141,81,
431310,Roda de Berà,550,2145,593,497,1951,616,1047,4096,1209,
081831,Roda de Ter,555,1999,452,484,1974,658,1039,3973,1110,
431325,Rodonyà,42,178,38,32,147,64,74,325,102,
431331,Roquetes,698,2913,635,644,2582,762,1342,5495,1397,
171523,Roses,1715,6511,1580,1624,6394,1751,3339,12905,3331,
251898,Rosselló,246,1112,180,264,990,251,510,2102,431,
431346,"Rourell, el",34,142,31,32,126,39,66,268,70,
081846,Rubí,6702,25584,4699,6291,25252,6008,12993,50836,10707,
081859,Rubió,14,79,32,13,70,21,27,149,53,
171539,Rupià,12,85,28,26,69,28,38,154,56,
089019,Rupit i Pruit,11,91,43,15,87,34,26,178,77,
081878,Sabadell,17481,67786,15851,16358,68209,22129,33839,135995,37980,
081884,Sagàs,20,48,17,13,46,13,33,94,30,
251902,Salàs de Pallars,22,125,46,18,97,51,40,222,97,
081901,Saldes,9,111,42,6,88,32,15,199,74,
171544,Sales de Llierca,11,48,9,10,54,7,21,102,16,
081918,Sallent,472,2041,702,454,2020,980,926,4061,1682,
431359,Salomó,40,184,51,54,144,66,94,328,117,
439057,Salou,2154,10355,1354,1926,9099,1571,4080,19454,2925,
171557,Salt,3168,10790,1503,2868,8991,2022,6036,19781,3525,
251919,Sanaüja,27,137,55,25,122,61,52,259,116,
081944,Sant Adrià de Besòs,3182,11844,2612,2959,11571,3646,6141,23415,6258,
081957,Sant Agustí de Lluçanès,2,33,10,5,29,11,7,62,21,
081960,Sant Andreu de la Barca,2823,9325,1569,2649,8933,2041,5472,18258,3610,
081976,Sant Andreu de Llavaneres,987,3419,760,866,3542,919,1853,6961,1679,
171576,Sant Andreu Salou,13,48,18,6,45,19,19,93,37,
171833,Sant Aniol de Finestres,30,132,34,29,115,33,59,247,67,
081982,Sant Antoni de Vilamajor,518,1989,389,482,1977,434,1000,3966,823,
081995,Sant Bartomeu del Grau,56,317,74,54,289,73,110,606,147,
082009,Sant Boi de Llobregat,6818,27234,6275,6352,27080,8436,13170,54314,14711,
082016,Sant Boi de Lluçanès,23,176,65,36,147,97,59,323,162,
431362,Sant Carles de la Ràpita,1094,4761,1404,1069,4717,1715,2163,9478,3119,
082037,Sant Cebrià de Vallalta,325,1194,215,319,1054,219,644,2248,434,
082021,Sant Celoni,1538,5777,1267,1515,5575,1645,3053,11352,2912,
082042,Sant Climent de Llobregat,434,1342,235,394,1345,263,828,2687,498,
171582,Sant Climent Sescebes,38,248,60,35,152,68,73,400,128,
082055,Sant Cugat del Vallès,9192,28769,4782,8652,30221,6214,17844,58990,10996,
082068,Sant Cugat Sesgarrigues,77,313,92,95,292,109,172,605,201,
251961,Sant Esteve de la Sarga,6,58,25,4,35,16,10,93,41,
082074,Sant Esteve de Palautordera,279,830,163,245,876,175,524,1706,338,
082080,Sant Esteve Sesrovires,700,2603,502,687,2501,620,1387,5104,1122,
171595,Sant Feliu de Buixalleu,54,284,73,59,246,71,113,530,144,
082107,Sant Feliu de Codines,540,2037,400,483,1902,546,1023,3939,946,
171609,Sant Feliu de Guíxols,1707,7227,1734,1643,6964,2311,3350,14191,4045,
082114,Sant Feliu de Llobregat,3728,14238,3293,3684,14522,4335,7412,28760,7628,
171616,Sant Feliu de Pallerols,104,426,124,111,406,161,215,832,285,
082129,Sant Feliu Sasserra,53,215,62,34,187,77,87,402,139,
171621,Sant Ferriol,27,89,19,21,65,18,48,154,37,
082093,Sant Fost de Campsentelles,717,2893,688,626,2798,881,1343,5691,1569,
082135,Sant Fruitós de Bages,811,2833,521,739,2782,665,1550,5615,1186,
171637,Sant Gregori,367,1152,243,309,1155,272,676,2307,515,
251924,Sant Guim de Freixenet,87,358,112,70,313,138,157,671,250,
251977,Sant Guim de la Plana,14,53,27,10,44,26,24,97,53,
171642,Sant Hilari Sacalm,423,1924,496,422,1716,627,845,3640,1123,
082153,Sant Hipòlit de Voltregà,287,1155,255,266,1064,402,553,2219,657,
081939,Sant Iscle de Vallalta,122,457,93,131,402,103,253,859,196,
439023,Sant Jaume d'Enveja,263,1140,398,243,1055,439,506,2195,837,
082166,Sant Jaume de Frontanyà,1,7,8,1,7,2,2,14,10,
171655,Sant Jaume de Llierca,62,260,90,53,261,115,115,521,205,
431378,Sant Jaume dels Domenys,260,861,178,224,775,223,484,1636,401,
171674,Sant Joan de les Abadesses,217,1068,391,195,988,524,412,2056,915,
171680,Sant Joan de Mollet,36,166,38,42,164,51,78,330,89,
082188,Sant Joan de Vilatorrada,936,3575,872,886,3429,1070,1822,7004,1942,
082172,Sant Joan Despí,3080,10832,2352,2780,11196,3024,5860,22028,5376,
171851,Sant Joan les Fonts,201,929,321,194,916,376,395,1845,697,
171668,Sant Jordi Desvalls,49,231,69,62,228,81,111,459,150,
089030,Sant Julià de Cerdanyola,17,87,30,9,67,32,26,154,62,
171693,Sant Julià de Ramis,346,1171,207,355,1117,219,701,2288,426,
082205,Sant Julià de Vilatorta,270,1026,222,281,1037,268,551,2063,490,
179032,Sant Julià del Llor i Bonmatí,130,442,82,106,406,106,236,848,188,
082212,Sant Just Desvern,1434,5177,1307,1369,5574,1770,2803,10751,3077,
082227,Sant Llorenç d'Hortons,240,888,156,246,825,202,486,1713,358,
171714,Sant Llorenç de la Muga,20,86,23,19,76,31,39,162,54,
251930,Sant Llorenç de Morunys,59,292,127,64,283,152,123,575,279,
082233,Sant Llorenç Savall,183,789,236,173,729,270,356,1518,506,
082251,Sant Martí d'Albars,5,35,14,9,29,18,14,64,32,
082248,Sant Martí de Centelles,83,417,62,83,375,83,166,792,145,
171729,Sant Martí de Llémena,51,219,49,52,194,40,103,413,89,
259025,Sant Martí de Riucorb,39,213,116,39,175,107,78,388,223,
082264,Sant Martí de Tous,126,377,96,122,336,129,248,713,225,
082270,Sant Martí Sarroca,252,998,259,272,1000,311,524,1998,570,
082286,Sant Martí Sesgueioles,28,130,31,32,115,42,60,245,73,
171735,Sant Martí Vell,18,88,25,23,71,23,41,159,48,
082299,Sant Mateu de Bages,25,205,84,34,158,114,59,363,198,
171740,Sant Miquel de Campmajor,13,77,25,12,68,24,25,145,49,
171753,Sant Miquel de Fluvià,44,284,67,50,242,69,94,526,136,
171766,Sant Mori,15,66,15,13,50,17,28,116,32,
171772,Sant Pau de Segúries,42,206,88,42,213,91,84,419,179,
082310,Sant Pere de Ribes,2725,10359,1822,2603,9960,2197,5328,20319,4019,
082325,Sant Pere de Riudebitlles,236,733,222,207,700,276,443,1433,498,
082331,Sant Pere de Torelló,211,834,210,137,762,279,348,1596,489,
082346,Sant Pere de Vilamajor,413,1425,296,421,1402,324,834,2827,620,
171788,Sant Pere Pescador,184,814,161,166,648,170,350,1462,331,
081897,Sant Pere Sallavinera,18,54,21,8,42,24,26,96,45,
082359,Sant Pol de Mar,419,1582,485,387,1597,542,806,3179,1027,
082362,Sant Quintí de Mediona,197,685,192,173,649,220,370,1334,412,
082378,Sant Quirze de Besora,144,668,238,144,615,323,288,1283,561,
082384,Sant Quirze del Vallès,1978,6588,1053,1916,6799,1268,3894,13387,2321,
082397,Sant Quirze Safaja,55,238,39,70,183,37,125,421,76,
251945,Sant Ramon,22,171,80,25,136,72,47,307,152,
082401,Sant Sadurní d'Anoia,1158,4208,868,1117,4173,1165,2275,8381,2033,
082418,Sant Sadurní d'Osormort,5,35,10,1,24,11,6,59,21,
080983,Sant Salvador de Guardiola,301,1023,259,285,968,290,586,1991,549,
082628,Sant Vicenç de Castellet,779,3108,697,692,2933,1037,1471,6041,1734,
082649,Sant Vicenç de Montalt,637,1979,437,560,2000,436,1197,3979,873,
082652,Sant Vicenç de Torelló,181,642,165,157,636,220,338,1278,385,
082634,Sant Vicenç dels Horts,2437,9635,1880,2325,9338,2368,4762,18973,4248,
431384,Santa Bàrbara,288,1237,379,261,1131,438,549,2368,817,
082439,Santa Cecília de Voltregà,8,65,21,9,57,19,17,122,40,
082444,Santa Coloma de Cervelló,841,2679,425,928,2614,535,1769,5293,960,
171805,Santa Coloma de Farners,1148,4423,876,1114,4013,1107,2262,8436,1983,
082457,Santa Coloma de Gramenet,9339,39130,9796,8779,36969,12937,18118,76099,22733,
431397,Santa Coloma de Queralt,240,907,267,222,846,368,462,1753,635,
171812,Santa Cristina d'Aro,423,1750,397,442,1649,428,865,3399,825,
082460,Santa Eugènia de Berga,156,808,167,144,726,203,300,1534,370,
082476,Santa Eulàlia de Riuprimer,132,436,77,125,403,111,257,839,188,
082482,Santa Eulàlia de Ronçana,676,2343,541,594,2281,645,1270,4624,1186,
082495,Santa Fe del Penedès,36,132,22,35,124,29,71,256,51,
171827,Santa Llogaia d'Àlguema,30,129,19,30,109,22,60,238,41,
082508,Santa Margarida de Montbui,925,3201,696,852,3097,877,1777,6298,1573,
082515,Santa Margarida i els Monjos,789,2499,444,728,2358,514,1517,4857,958,
082589,Santa Maria d'Oló,77,355,116,71,309,135,148,664,251,
082536,Santa Maria de Besora,10,49,20,9,41,29,19,90,49,
082567,Santa Maria de Martorelles,75,297,53,76,277,75,151,574,128,
082554,Santa Maria de Merlès,19,57,15,16,62,16,35,119,31,
082573,Santa Maria de Miralles,6,47,15,9,35,18,15,82,33,
082592,Santa Maria de Palautordera,829,3137,618,755,2994,770,1584,6131,1388,
431401,Santa Oliva,314,1098,262,279,1024,306,593,2122,568,
171848,Santa Pau,112,532,152,95,509,162,207,1041,314,
082606,Santa Perpètua de Mogoda,2591,8802,1506,2305,8384,1878,4896,17186,3384,
082613,Santa Susanna,307,1109,246,273,1081,259,580,2190,505,
081923,Santpedor,724,2463,534,640,2453,645,1364,4916,1179,
431423,Sarral,111,549,146,151,451,177,262,1000,323,
171864,Sarrià de Ter,417,1686,371,435,1584,480,852,3270,851,
252017,Sarroca de Bellera,0,56,23,1,29,16,1,85,39,
252000,Sarroca de Lleida,18,126,69,10,96,68,28,222,137,
171870,"Saus, Camallera i Llampaies",63,269,81,64,264,89,127,533,170,
431439,Savallà del Comtat,1,22,8,1,20,10,2,42,18,
431444,"Secuita, la",135,590,114,153,542,136,288,1132,250,
171886,"Selva de Mar, la",8,69,26,6,55,20,14,124,46,
431457,"Selva del Camp, la",511,1901,385,477,1828,457,988,3729,842,
431460,Senan,3,22,6,2,12,2,5,34,8,
430445,"Sénia, la",463,1956,493,414,1860,613,877,3816,1106,
252022,Senterada,4,66,10,6,35,12,10,101,22,
250352,"Sentiu de Sió, la",24,148,62,25,141,59,49,289,121,
082671,Sentmenat,827,3035,525,767,2895,603,1594,5930,1128,
171903,Serinyà,101,378,106,105,345,95,206,723,201,
252043,Seròs,128,692,205,120,507,234,248,1199,439,
171910,Serra de Daró,20,67,27,14,59,22,34,126,49,
171925,Setcases,7,65,28,4,58,18,11,123,46,
252038,"Seu d'Urgell, la",951,4033,912,899,4167,1287,1850,8200,2199,
082690,Seva,319,1159,272,258,1095,331,577,2254,603,
252056,Sidamon,66,256,57,56,230,67,122,486,124,
171931,Sils,528,1978,426,506,1888,471,1034,3866,897,
082704,Sitges,2220,9752,2110,2107,9420,2660,4327,19172,4770,
170524,Siurana,8,45,20,9,47,23,17,92,43,
082711,Sobremunt,1,25,9,7,29,11,8,54,20,
252069,"Soleràs, el",19,106,51,22,78,66,41,184,117,
431476,Solivella,46,184,83,37,186,93,83,370,176,
252075,Solsona,779,3037,689,721,2826,952,1500,5863,1641,
082726,Sora,14,71,19,11,54,15,25,125,34,
252081,Soriguera,23,149,34,22,123,34,45,272,68,
252094,Sort,177,745,167,182,714,214,359,1459,381,
252108,Soses,154,594,151,135,511,183,289,1105,334,
082732,Subirats,258,1012,273,224,914,307,482,1926,580,
252115,Sudanell,49,327,97,43,229,102,92,556,199,
252120,Sunyer,11,131,38,15,85,45,26,216,83,
082747,Súria,412,1893,553,376,1860,833,788,3753,1386,
171946,Susqueda,2,40,13,4,23,10,6,63,23,
082763,Tagamanent,27,119,24,23,102,24,50,221,48,
082779,Talamanca,14,68,26,10,55,16,24,123,42,
252154,Talarn,22,301,40,31,141,47,53,442,87,
252167,Talavera,18,87,41,9,61,46,27,148,87,
171959,"Tallada d'Empordà, la",39,147,51,34,141,46,73,288,97,
082785,Taradell,586,2060,480,487,2028,621,1073,4088,1101,
431482,Tarragona,11077,43382,9461,10520,43661,13154,21597,87043,22615,
252173,Tàrrega,1550,5520,1082,1418,5372,1502,2968,10892,2584,
252189,Tarrés,9,32,16,6,29,11,15,61,27,
252192,Tarroja de Segarra,12,59,20,10,54,23,22,113,43,
082750,Tavèrnoles,27,114,24,24,102,28,51,216,52,
082802,Tavertet,6,51,13,5,35,14,11,86,27,
082819,Teià,509,2057,512,470,2039,651,979,4096,1163,
252206,Térmens,85,530,152,87,480,197,172,1010,349,
171962,Terrades,21,97,27,18,94,37,39,191,64,
082798,Terrassa,19575,72100,14392,18470,70442,20235,38045,142542,34627,
082824,Tiana,709,2788,538,781,2925,670,1490,5713,1208,
252213,Tírvia,8,52,16,7,49,21,15,101,37,
252228,Tiurana,3,20,12,3,22,12,6,42,24,
431495,Tivenys,43,271,129,44,230,151,87,501,280,
431508,Tivissa,110,545,221,104,524,247,214,1069,468,
082830,Tona,733,2626,602,669,2606,785,1402,5232,1387,
252234,Torà,76,419,118,73,393,153,149,812,271,
082845,Tordera,1541,5518,1266,1395,5258,1455,2936,10776,2721,
082858,Torelló,1097,4627,1092,1095,4541,1429,2192,9168,2521,
252249,"Torms, els",11,44,27,4,30,31,15,74,58,
252252,Tornabous,71,285,111,48,246,124,119,531,235,
252271,"Torre de Cabdella, la",34,267,89,24,227,121,58,494,210,
082861,"Torre de Claramunt, la",332,1326,267,319,1243,280,651,2569,547,
431515,"Torre de Fontaubella, la",8,41,18,8,34,20,16,75,38,
431520,"Torre de l'Espanyol, la",38,215,85,39,172,95,77,387,180,
252265,Torrebesses,16,90,45,10,77,48,26,167,93,
431536,Torredembarra,1275,5033,1220,1223,5116,1504,2498,10149,2724,
252287,Torrefarrera,531,1591,211,467,1547,264,998,3138,475,
259078,Torrefeta i Florejacs,32,197,90,29,164,92,61,361,182,
252304,Torregrossa,161,763,219,156,661,295,317,1424,514,
252311,Torrelameu,34,295,71,46,173,87,80,468,158,
082877,Torrelavit,125,495,121,113,423,124,238,918,245,
082883,Torrelles de Foix,193,785,206,167,669,226,360,1454,432,
082896,Torrelles de Llobregat,587,1999,316,607,1995,379,1194,3994,695,
171978,Torrent,10,58,23,11,49,18,21,107,41,
252326,Torres de Segre,142,833,197,153,714,232,295,1547,429,
252332,Torre-serona,23,125,42,30,106,53,53,231,95,
171984,Torroella de Fluvià,49,277,61,52,231,62,101,508,123,
171997,Torroella de Montgrí,973,3892,913,914,3674,1022,1887,7566,1935,
431541,Torroja del Priorat,8,56,28,4,42,26,12,98,54,
172001,Tortellà,44,253,80,59,238,101,103,491,181,
431554,Tortosa,2723,11358,2883,2482,10596,3822,5205,21954,6705,
172018,Toses,4,67,21,14,37,12,18,104,33,
172023,Tossa de Mar,394,1986,477,377,1820,569,771,3806,1046,
252347,Tremp,432,2069,561,447,1867,799,879,3936,1360,
172044,Ullà,98,424,71,95,299,81,193,723,152,
082900,Ullastrell,242,651,130,222,657,141,464,1308,271,
172057,Ullastret,24,92,28,28,93,30,52,185,58,
431567,Ulldecona,553,2278,563,515,2024,704,1068,4302,1267,
431573,Ulldemolins,14,143,71,14,95,67,28,238,138,
172039,Ultramort,21,65,25,12,53,24,33,118,49,
172060,Urús,9,64,10,14,55,24,23,119,34,
082917,Vacarisses,704,2085,386,617,1964,387,1321,4049,773,
170144,"Vajol, la",4,39,7,3,27,8,7,66,15,
