Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250215,Almenar,241,1292,346,204,1019,423,445,2311,769,
430115,Almoster,119,492,91,119,494,95,238,986,186,
250220,Alòs de Balaguer,6,41,22,3,27,24,9,68,46,
170062,Alp,111,620,104,118,530,112,229,1150,216,
080044,Alpens,24,105,27,21,86,27,45,191,54,
250236,Alpicat,585,2185,376,612,2073,444,1197,4258,820,
250241,Alt Àneu,16,164,52,19,117,39,35,281,91,
430120,Altafulla,465,1673,344,444,1720,406,909,3393,750,
170078,Amer,145,724,226,154,701,300,299,1425,526,
430136,"Ametlla de Mar, l'",563,2294,760,530,2186,850,1093,4480,1610,
080057,"Ametlla del Vallès, l'",811,2888,479,738,2811,576,1549,5699,1055,
439060,"Ampolla, l'",235,1133,398,201,1090,416,436,2223,814,
430141,Amposta,1832,7111,1621,1585,6787,2016,3417,13898,3637,
170084,Anglès,488,1794,466,476,1746,570,964,3540,1036,
250273,Anglesola,94,433,161,115,395,180,209,828,341,
250292,Arbeca,125,753,278,134,658,330,259,1411,608,
430167,"Arboç, l'",544,1928,381,514,1689,457,1058,3617,838,
430154,Arbolí,4,57,10,3,31,18,7,88,28,
170097,Arbúcies,547,2214,498,533,1913,592,1080,4127,1090,
080060,Arenys de Mar,1204,4977,1310,1069,4877,1852,2273,9854,3162,
080076,Arenys de Munt,822,2950,636,733,2825,770,1555,5775,1406,
170101,Argelaguer,28,149,44,21,122,48,49,271,92,
080082,Argençola,8,91,19,14,65,26,22,156,45,
430173,"Argentera, l'",1,61,20,7,40,18,8,101,38,
080095,Argentona,1053,3974,872,1020,3928,1131,2073,7902,2003,
170118,"Armentera, l'",71,290,90,75,270,111,146,560,201,
430189,Arnes,25,136,81,24,116,92,49,252,173,
250313,Arres,4,32,6,3,20,2,7,52,8,
250328,Arsèguel,9,31,6,5,22,6,14,53,12,
080109,Artés,462,2000,399,456,1801,547,918,3801,946,
250334,Artesa de Lleida,119,538,136,107,450,167,226,988,303,
250349,Artesa de Segre,272,1238,330,274,1083,417,546,2321,747,
430192,Ascó,98,602,177,87,524,194,185,1126,371,
250365,Aspa,11,66,33,7,66,35,18,132,68,
250371,"Avellanes i Santa Linya, les",24,160,85,25,113,66,49,273,151,
080116,Avià,194,694,214,170,716,237,364,1410,451,
080121,Avinyó,193,727,192,163,667,306,356,1394,498,
170123,Avinyonet de Puigventós,165,556,74,159,537,74,324,1093,148,
080137,Avinyonet del Penedès,147,575,141,123,498,168,270,1073,309,
080155,Badalona,17808,72281,16335,16567,70802,21861,34375,143083,38196,
089045,Badia del Vallès,1090,4447,1034,1031,4391,1509,2121,8838,2543,
080168,Bagà,126,722,232,115,700,293,241,1422,525,
250390,Baix Pallars,25,123,39,19,105,39,44,228,78,
250404,Balaguer,1469,5663,1191,1357,5163,1636,2826,10826,2827,
080174,Balenyà,334,1282,247,313,1203,332,647,2485,579,
080180,Balsareny,207,1146,283,222,1043,423,429,2189,706,
430206,Banyeres del Penedès,292,1043,226,297,997,248,589,2040,474,
170157,Banyoles,1844,6466,1342,1679,6094,1874,3523,12560,3216,
250411,Barbens,65,302,110,51,247,125,116,549,235,
430213,Barberà de la Conca,36,179,52,35,139,64,71,318,116,
082520,Barberà del Vallès,2857,11174,2060,2790,11004,2660,5647,22178,4720,
080193,Barcelona,103638,517869,138013,98258,537812,208965,201896,1055681,346978,
250426,"Baronia de Rialb, la",5,82,41,14,67,36,19,149,77,
170160,Bàscara,83,303,93,65,263,136,148,566,229,
250447,Bassella,10,71,36,15,73,29,25,144,65,
430228,Batea,121,589,256,127,554,298,248,1143,554,
250450,Bausen,0,18,14,2,13,11,2,31,25,
080207,Begues,659,2302,356,660,2298,395,1319,4600,751,
170139,Begur,270,1369,380,252,1301,413,522,2670,793,
250463,Belianes,35,165,74,31,154,96,66,319,170,
251706,Bellaguarda,19,90,52,7,84,56,26,174,108,
170182,Bellcaire d'Empordà,52,200,64,46,207,83,98,407,147,
250479,Bellcaire d'Urgell,90,415,154,86,366,185,176,781,339,
250485,Bell-lloc d'Urgell,177,766,213,180,722,271,357,1488,484,
250498,Bellmunt d'Urgell,11,61,21,13,53,29,24,114,50,
430234,Bellmunt del Priorat,19,98,36,13,89,48,32,187,84,
080214,Bellprat,0,30,16,3,16,9,3,46,25,
250501,Bellpuig,380,1845,365,399,1479,521,779,3324,886,
430249,Bellvei,228,723,189,208,651,186,436,1374,375,
250518,Bellver de Cerdanya,149,708,194,145,616,216,294,1324,410,
250523,Bellvís,172,736,233,143,654,332,315,1390,565,
250539,Benavent de Segrià,134,549,97,139,477,110,273,1026,207,
430252,Benifallet,33,226,97,20,205,136,53,431,233,
430265,Benissanet,72,478,133,76,335,157,148,813,290,
080229,Berga,1229,5238,1485,1104,5151,2031,2333,10389,3516,
170195,Besalú,197,724,233,196,776,311,393,1500,544,
170209,Bescanó,494,1585,332,473,1520,403,967,3105,735,
170216,Beuda,14,65,21,18,61,14,32,126,35,
080235,Bigues i Riells del Fai,842,3096,586,842,2848,644,1684,5944,1230,
250557,Biosca,8,65,31,6,51,38,14,116,69,
170221,"Bisbal d'Empordà, la",1042,3606,722,922,3476,991,1964,7082,1713,
430271,"Bisbal de Falset, la",18,70,32,10,55,36,28,125,68,
430287,"Bisbal del Penedès, la",273,1217,348,253,1035,348,526,2252,696,
172348,Biure,14,85,30,13,71,29,27,156,59,
430290,Blancafort,22,140,49,27,118,57,49,258,106,
170237,Blanes,3085,13441,3035,2840,12861,3870,5925,26302,6905,
170293,Boadella i les Escaules,16,93,25,18,85,24,34,178,49,
170242,Bolvir,34,131,30,27,114,44,61,245,74,
430304,Bonastre,58,220,51,66,204,42,124,424,93,
250576,"Bòrdes, Es",17,93,26,11,71,19,28,164,45,
170255,Bordils,154,569,121,150,558,158,304,1127,279,
250582,"Borges Blanques, les",485,2019,547,442,1820,706,927,3839,1253,
430311,"Borges del Camp, les",193,667,183,200,635,209,393,1302,392,
170268,Borrassà,73,234,61,68,202,73,141,436,134,
080240,Borredà,28,190,62,15,140,68,43,330,130,
250595,Bossòst,80,393,82,86,391,105,166,784,187,
430326,Bot,31,183,106,19,154,125,50,337,231,
430332,Botarell,106,401,69,97,356,72,203,757,141,
250560,Bovera,8,87,57,10,57,56,18,144,113,
430347,Bràfim,53,217,64,55,190,86,108,407,150,
170274,Breda,248,1252,362,282,1143,441,530,2395,803,
080253,"Bruc, el",225,748,124,182,618,135,407,1366,259,
080266,"Brull, el",31,88,19,22,74,20,53,162,39,
170280,Brunyola i Sant Martí Sapresa,26,126,47,30,116,49,56,242,96,
430350,Cabacés,18,106,42,28,88,48,46,194,90,
250609,Cabanabona,3,25,10,2,20,22,5,45,32,
170314,Cabanelles,17,86,27,19,59,29,36,145,56,
170307,Cabanes,78,319,102,67,270,95,145,589,197,
080272,"Cabanyes, les",110,329,62,93,311,62,203,640,124,
250616,Cabó,3,33,12,4,28,14,7,61,26,
430363,Cabra del Camp,96,368,114,77,343,111,173,711,225,
080288,Cabrera d'Anoia,124,491,100,105,425,103,229,916,203,
080291,Cabrera de Mar,389,1556,332,344,1527,374,733,3083,706,
080305,Cabrils,724,2416,450,696,2506,458,1420,4922,908,
170329,Cadaqués,216,949,206,223,970,276,439,1919,482,
080312,Calaf,297,1144,308,277,1024,376,574,2168,684,
430379,Calafell,2027,8131,2033,1804,7948,2313,3831,16079,4346,
080348,Calders,78,346,72,82,292,98,160,638,170,
080327,Caldes d'Estrac,197,889,230,204,881,316,401,1770,546,
170335,Caldes de Malavella,645,2380,534,628,2346,633,1273,4726,1167,
080333,Caldes de Montbui,1472,5793,1256,1380,5517,1680,2852,11310,2936,
080351,Calella,1394,6001,1491,1372,5837,2131,2766,11838,3622,
080370,Calldetenes,201,868,171,178,811,198,379,1679,369,
080386,Callús,193,658,143,181,629,220,374,1287,363,
080364,Calonge de Segarra,13,62,24,9,54,35,22,116,59,
170340,Calonge i Sant Antoni,834,3481,957,745,3445,1058,1579,6926,2015,
250621,Camarasa,51,295,115,36,264,142,87,559,257,
439039,Camarles,288,1136,356,246,1023,427,534,2159,783,
430385,Cambrils,2964,10992,2214,2924,11193,2628,5888,22185,4842,
170353,Camós,54,218,74,46,201,90,100,419,164,
170366,Campdevànol,248,1020,385,206,997,496,454,2017,881,
170372,Campelles,4,44,16,8,40,15,12,84,31,
080399,Campins,34,183,32,39,164,39,73,347,71,
170388,Campllong,52,168,27,63,157,32,115,325,59,
170391,Camprodon,140,737,249,153,697,323,293,1434,572,
250637,Canejan,0,38,18,5,29,10,5,67,28,
170405,Canet d'Adri,61,225,54,51,209,71,112,434,125,
080403,Canet de Mar,1201,4495,1188,1107,4529,1657,2308,9024,2845,
439076,"Canonja, la",515,2010,366,541,1955,452,1056,3965,818,
080410,Canovelles,1541,5610,1054,1452,5039,1210,2993,10649,2264,
080425,Cànoves i Samalús,232,1002,239,253,915,256,485,1917,495,
170412,Cantallops,23,111,32,22,96,44,45,207,76,
080431,Canyelles,413,1542,280,403,1449,288,816,2991,568,
430398,Capafonts,3,39,16,6,32,15,9,71,31,
430402,Capçanes,21,125,58,26,121,62,47,246,120,
080446,Capellades,405,1728,459,410,1654,612,815,3382,1071,
170427,Capmany,44,187,76,40,162,81,84,349,157,
080459,Capolat,9,29,6,9,31,8,18,60,14,
080462,Cardedeu,1750,5910,1139,1656,6000,1483,3406,11910,2622,
080478,Cardona,306,1579,519,314,1428,752,620,3007,1271,
080484,Carme,70,265,76,53,237,91,123,502,167,
430419,Caseres,9,78,44,10,74,43,19,152,87,
170448,Cassà de la Selva,873,3586,673,856,3096,946,1729,6682,1619,
080497,Casserres,91,498,175,84,475,218,175,973,393,
080575,Castell de l'Areny,5,28,8,2,25,5,7,53,13,
259046,Castell de Mur,7,66,28,10,47,30,17,113,58,
250642,Castellar de la Ribera,16,40,20,13,43,18,29,83,38,
080522,Castellar de n'Hug,5,65,16,7,44,22,12,109,38,
080500,Castellar del Riu,16,58,22,12,48,19,28,106,41,
080517,Castellar del Vallès,2217,7836,1508,2058,7876,1947,4275,15712,3455,
080538,Castellbell i el Vilar,299,1202,319,300,1080,366,599,2282,685,
080543,Castellbisbal,1282,4286,704,1197,4078,817,2479,8364,1521,
080556,Castellcir,57,242,46,67,216,66,124,458,112,
250674,Castelldans,60,368,106,54,269,124,114,637,230,
080569,Castelldefels,5755,21923,3822,5351,22137,4903,11106,44060,8725,
080581,Castellet i la Gornal,151,758,206,165,698,234,316,1456,440,
170464,Castellfollit de la Roca,86,304,108,67,293,134,153,597,242,
080608,Castellfollit de Riubregós,10,65,21,3,45,23,13,110,44,
080594,Castellfollit del Boix,40,143,37,27,140,47,67,283,84,
080615,Castellgalí,189,693,162,178,608,166,367,1301,328,
080620,Castellnou de Bages,121,427,90,149,400,79,270,827,169,
250680,Castellnou de Seana,52,251,88,49,193,103,101,444,191,
170470,Castelló d'Empúries,867,3707,928,878,3507,983,1745,7214,1911,
250693,Castelló de Farfanya,41,174,79,27,143,83,68,317,162,
080636,Castellolí,44,196,40,59,179,56,103,375,96,
170486,Castell-Platja d'Aro,810,3591,850,721,3643,974,1531,7234,1824,
250707,Castellserà,62,340,128,62,287,165,124,627,293,
080641,Castellterçol,185,780,227,165,708,303,350,1488,530,
430424,Castellvell del Camp,286,989,173,277,1004,168,563,1993,341,
080654,Castellví de la Marca,128,495,146,119,471,181,247,966,327,
080667,Castellví de Rosanes,141,615,112,151,583,169,292,1198,281,
430430,"Catllar, el",395,1510,271,328,1433,278,723,2943,549,
250714,Cava,2,22,11,3,14,8,5,36,19,
171899,"Cellera de Ter, la",161,679,188,163,621,259,324,1300,447,
170499,Celrà,549,1821,221,561,1735,268,1110,3556,489,
080673,Centelles,637,2386,578,615,2361,795,1252,4747,1373,
082687,Cercs,69,392,141,51,343,213,120,735,354,
082665,Cerdanyola del Vallès,4554,19357,4213,4248,19691,5350,8802,39048,9563,
080689,Cervelló,783,3040,603,755,2942,728,1538,5982,1331,
250729,Cervera,839,3014,630,776,2833,864,1615,5847,1494,
250735,Cervià de les Garrigues,41,223,100,36,181,114,77,404,214,
170502,Cervià de Ter,95,288,85,83,281,94,178,569,179,
170519,Cistella,24,91,31,28,97,32,52,188,63,
250740,Ciutadilla,14,66,37,9,63,28,23,129,65,
250753,Clariana de Cardener,6,52,13,12,45,12,18,97,25,
250766,"Cogul, el",3,60,34,7,49,28,10,109,62,
170545,Colera,22,179,69,26,162,75,48,341,144,
250772,Coll de Nargó,33,196,64,29,178,75,62,374,139,
080692,Collbató,521,1490,252,451,1413,262,972,2903,514,
430458,Colldejou,7,64,23,8,54,16,15,118,39,
080706,Collsuspina,32,112,37,32,103,27,64,215,64,
170558,Colomers,14,56,21,9,60,29,23,116,50,
251636,"Coma i la Pedra, la",17,123,25,11,74,20,28,197,45,
251615,Conca de Dalt,29,142,62,23,129,61,52,271,123,
430461,Conesa,3,44,11,4,39,19,7,83,30,
430477,Constantí,641,2280,416,582,2020,477,1223,4300,893,
080713,Copons,32,92,33,24,91,35,56,183,68,
430483,Corbera d'Ebre,74,361,137,64,313,146,138,674,283,
080728,Corbera de Llobregat,1385,4884,858,1284,4797,1032,2669,9681,1890,
250788,Corbins,120,504,120,98,389,163,218,893,283,
170577,Corçà,110,394,124,87,389,140,197,783,264,
080734,Cornellà de Llobregat,6710,28149,7234,6596,27869,9818,13306,56018,17052,
170561,Cornellà del Terri,194,734,219,159,694,236,353,1428,455,
430496,Cornudella de Montsant,55,373,111,50,275,117,105,648,228,
430509,Creixell,282,1124,365,262,1059,400,544,2183,765,
170583,Crespià,30,79,24,18,77,28,48,156,52,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",103,445,116,96,433,111,199,878,227,
080749,Cubelles,1335,4929,1061,1236,4653,1206,2571,9582,2267,
250791,Cubells,14,130,56,13,105,60,27,235,116,
430516,Cunit,942,3716,1231,966,3719,1309,1908,7435,2540,
170600,Darnius,27,190,65,28,161,83,55,351,148,
170617,Das,21,79,22,24,57,19,45,136,41,
439018,Deltebre,908,3848,1145,782,3626,1367,1690,7474,2512,
080752,Dosrius,530,1791,323,468,1770,333,998,3561,656,
430537,Duesaigües,8,90,30,15,65,28,23,155,58,
170622,"Escala, l'",744,3461,1005,692,3267,1107,1436,6728,2112,
080765,Esparreguera,1915,7594,1466,1802,7115,1809,3717,14709,3275,
170638,Espinelves,10,68,17,20,53,28,30,121,45,
250812,"Espluga Calba, l'",18,118,56,26,95,74,44,213,130,
430542,"Espluga de Francolí, l'",255,1251,340,277,1209,486,532,2460,826,
080771,Esplugues de Llobregat,3280,14388,4297,2999,15091,5571,6279,29479,9868,
170643,Espolla,27,126,52,22,126,62,49,252,114,
170656,Esponellà,41,140,40,40,130,53,81,270,93,
250827,Espot,23,143,30,23,107,36,46,250,66,
080787,"Espunyola, l'",15,82,32,10,79,34,25,161,66,
082541,"Esquirol, l'",154,714,209,143,664,266,297,1378,475,
250886,Estamariu,10,33,28,10,28,15,20,61,43,
080790,"Estany, l'",29,126,44,16,118,65,45,244,109,
250851,Estaràs,8,60,27,9,51,21,17,111,48,
250864,Esterri d'Àneu,53,287,46,53,283,82,106,570,128,
250870,Esterri de Cardós,4,27,4,5,26,7,9,53,11,
430555,Falset,244,920,271,221,884,327,465,1804,598,
170059,"Far d'Empordà, el",55,179,45,54,170,49,109,349,94,
250899,Farrera,7,48,14,7,32,10,14,80,24,
430568,"Fatarella, la",44,307,161,61,270,185,105,577,346,
430574,"Febró, la",0,21,7,1,7,3,1,28,10,
081347,Figaró-Montmany,83,369,97,84,332,129,167,701,226,
080804,Fígols,2,14,7,3,8,9,5,22,16,
259084,Fígols i Alinyà,15,88,44,12,60,42,27,148,86,
430580,"Figuera, la",2,45,19,1,30,20,3,75,39,
170669,Figueres,4119,15578,2774,3930,14970,3975,8049,30548,6749,
430593,Figuerola del Camp,30,110,27,40,103,39,70,213,66,
170675,Flaçà,84,333,89,79,345,130,163,678,219,
430607,Flix,194,1247,427,192,1132,562,386,2379,989,
250925,"Floresta, la",9,62,18,8,39,24,17,101,42,
080826,Fogars de la Selva,102,519,134,122,474,119,224,993,253,
080811,Fogars de Montclús,54,155,39,46,143,40,100,298,79,
170681,Foixà,22,97,38,17,83,49,39,180,87,
080832,Folgueroles,270,732,154,255,696,178,525,1428,332,
250931,Fondarella,65,289,59,64,277,77,129,566,136,
080847,Fonollosa,110,493,123,98,457,112,208,950,235,
170694,Fontanals de Cerdanya,19,174,44,26,144,43,45,318,87,
170708,Fontanilles,10,55,21,5,31,22,15,86,43,
170715,Fontcoberta,127,487,95,125,505,109,252,992,204,
080850,Font-rubí,95,439,158,111,384,161,206,823,319,
250946,Foradada,8,64,27,8,41,26,16,105,53,
179026,Forallac,115,570,147,121,576,176,236,1146,323,
430614,Forès,0,13,14,0,12,12,0,25,26,
170736,Fornells de la Selva,266,834,144,264,858,162,530,1692,306,
170741,Fortià,59,219,69,68,233,75,127,452,144,
080863,"Franqueses del Vallès, les",1979,6828,1087,1851,6400,1301,3830,13228,2388,
430629,Freginals,19,142,53,10,110,65,29,252,118,
250962,"Fuliola, la",115,407,131,98,368,172,213,775,303,
250978,Fulleda,1,29,17,1,30,16,2,59,33,
080902,Gaià,12,67,12,15,52,10,27,119,22,
430635,"Galera, la",45,262,90,44,221,108,89,483,198,
080879,Gallifa,10,78,15,9,69,16,19,147,31,
430640,Gandesa,222,1012,302,200,912,361,422,1924,663,
430653,Garcia,32,194,73,46,156,82,78,350,155,
430666,"Garidells, els",12,65,15,7,71,18,19,136,33,
080885,"Garriga, la",1451,5121,1074,1344,5328,1422,2795,10449,2496,
170754,Garrigàs,21,154,45,31,131,41,52,285,86,
170767,Garrigoles,5,60,23,11,39,22,16,99,45,
170773,Garriguella,81,259,79,70,264,89,151,523,168,
080898,Gavà,4072,15467,3312,3736,15570,4248,7808,31037,7560,
250984,Gavet de la Conca,15,83,44,9,75,61,24,158,105,
080919,Gelida,731,2429,469,666,2350,608,1397,4779,1077,
170789,Ger,38,150,42,24,133,43,62,283,85,
259123,Gimenells i el Pla de la Font,66,393,130,76,326,160,142,719,290,
430672,Ginestar,49,269,100,41,227,116,90,496,216,
170792,Girona,8696,32103,5962,8203,34140,8482,16899,66243,14444,
080924,Gironella,344,1578,500,329,1461,713,673,3039,1213,
080930,Gisclareny,1,11,4,0,10,1,1,21,5,
430688,Godall,27,175,109,32,182,107,59,357,216,
250997,Golmés,139,604,139,163,557,168,302,1161,307,
170806,Gombrèn,20,54,18,12,59,22,32,113,40,
251001,Gósol,7,96,28,3,61,31,10,157,59,
080945,"Granada, la",193,738,139,175,676,164,368,1414,303,
251018,"Granadella, la",45,227,97,32,190,121,77,417,218,
080958,Granera,2,38,13,4,17,6,6,55,19,
251023,"Granja d'Escarp, la",46,372,110,56,284,133,102,656,243,
080961,Granollers,4831,20648,4233,4484,20116,5789,9315,40764,10022,
251039,Granyanella,10,47,24,5,40,20,15,87,44,
251057,Granyena de les Garrigues,6,61,29,6,34,25,12,95,54,
251044,Granyena de Segarra,5,40,25,9,33,27,14,73,52,
430691,Gratallops,15,84,32,10,72,30,25,156,62,
080977,Gualba,154,477,91,149,423,120,303,900,211,
170813,Gualta,32,136,35,29,101,35,61,237,70,
080996,Guardiola de Berguedà,49,338,106,53,267,117,102,605,223,
430705,"Guiamets, els",7,88,34,12,90,46,19,178,80,
170828,Guils de Cerdanya,34,204,37,32,171,45,66,375,82,
251095,Guimerà,7,87,58,9,54,62,16,141,120,
259031,"Guingueta d'Àneu, la",19,115,35,19,89,38,38,204,73,
251109,Guissona,715,2664,258,651,2208,366,1366,4872,624,
251116,Guixers,12,50,27,5,39,9,17,89,36,
081000,Gurb,241,896,181,206,821,200,447,1717,381,
430712,Horta de Sant Joan,75,386,171,66,338,181,141,724,352,
081017,"Hospitalet de Llobregat, l'",18180,82142,21902,17087,82953,29907,35267,165095,51809,
081629,"Hostalets de Pierola, els",319,1013,159,263,937,196,582,1950,355,
170834,Hostalric,355,1359,303,336,1276,376,691,2635,679,
081022,Igualada,3392,12562,2996,3238,12313,4250,6630,24875,7246,
251155,Isona i Conca Dellà,57,342,159,59,290,157,116,632,316,
170849,Isòvol,16,112,28,11,87,27,27,199,55,
251137,Ivars d'Urgell,100,545,186,110,417,233,210,962,419,
251121,Ivars de Noguera,16,122,39,21,98,50,37,220,89,
251142,Ivorra,5,33,17,1,25,25,6,58,42,
170852,Jafre,29,135,44,19,107,53,48,242,97,
170865,"Jonquera, la",305,1117,193,262,1088,255,567,2205,448,
081038,Jorba,85,283,54,68,285,63,153,568,117,
259101,Josa i Tuixén,5,51,18,4,34,17,9,85,35,
170871,Juià,40,109,28,29,99,33,69,208,61,
251180,Juncosa,9,156,65,21,103,67,30,259,132,
251193,Juneda,263,1166,328,233,983,411,496,2149,739,
251214,Les,71,352,53,77,328,72,148,680,125,
251229,Linyola,198,889,252,196,816,301,394,1705,553,
081043,"Llacuna, la",63,319,94,46,231,130,109,550,224,
170887,Lladó,76,246,58,83,239,65,159,485,123,
251235,Lladorre,10,82,19,21,71,26,31,153,45,
251240,Lladurs,6,66,31,11,51,28,17,117,59,
081056,"Llagosta, la",1155,4339,1037,1128,4247,1346,2283,8586,2383,
170890,Llagostera,732,2877,605,706,2512,792,1438,5389,1397,
170904,Llambilles,80,234,60,70,225,64,150,459,124,
170911,Llanars,34,179,54,32,151,62,66,330,116,
170926,Llançà,339,1629,498,340,1565,614,679,3194,1112,
251253,Llardecans,23,150,80,22,121,95,45,271,175,
251266,Llavorsí,22,114,43,18,120,37,40,234,80,
251207,Lleida,11208,47737,9467,10756,45768,13606,21964,93505,23073,
170932,Llers,88,398,119,87,387,130,175,785,249,
251272,Lles de Cerdanya,12,97,39,14,67,28,26,164,67,
081075,Lliçà d'Amunt,1369,5041,1088,1252,4858,1134,2621,9899,2222,
081081,Lliçà de Vall,549,2162,543,495,2103,531,1044,4265,1074,
251288,Llimiana,6,55,30,3,41,23,9,96,53,
081069,Llinars del Vallès,844,3217,681,738,3185,905,1582,6402,1586,
170947,Llívia,98,574,115,99,442,128,197,1016,243,
430727,"Lloar, el",6,42,18,6,33,16,12,75,34,
251291,Llobera,17,71,21,9,60,24,26,131,45,
430733,Llorac,5,41,15,6,32,12,11,73,27,
430748,Llorenç del Penedès,231,752,169,188,725,258,419,1477,427,
170950,Lloret de Mar,3091,14069,2178,2782,12878,2620,5873,26947,4798,
170963,"Llosses, les",9,99,21,14,65,18,23,164,39,
081094,Lluçà,21,98,20,29,86,26,50,184,46,
171024,Maçanet de Cabrenys,50,239,90,46,212,118,96,451,208,
171030,Maçanet de la Selva,555,2424,548,550,2165,645,1105,4589,1193,
170979,Madremanya,32,81,25,17,93,28,49,174,53,
170985,Maià de Montcal,37,146,46,40,134,43,77,280,89,
251333,Maials,50,322,128,52,242,147,102,564,275,
251305,Maldà,17,71,29,7,60,44,24,131,73,
081108,Malgrat de Mar,1454,6235,1494,1363,5818,2007,2817,12053,3501,
081115,Malla,20,86,26,16,82,32,36,168,58,
081120,Manlleu,1855,6786,1455,1828,6313,1991,3683,13099,3446,
081136,Manresa,6196,24221,5980,5794,23653,8811,11990,47874,14791,
430764,Marçà,50,191,73,41,174,67,91,365,140,
430751,Margalef,3,43,18,1,21,20,4,64,38,
082423,Marganell,19,86,27,13,95,40,32,181,67,
081141,Martorell,2722,9529,1898,2530,8559,2456,5252,18088,4354,
081154,Martorelles,350,1613,407,337,1545,504,687,3158,911,
430770,Mas de Barberans,29,196,72,30,164,113,59,360,185,
171002,Masarac,22,105,27,20,89,31,42,194,58,
430786,Masdenverge,70,369,126,66,339,126,136,708,252,
081167,"Masies de Roda, les",52,230,72,42,234,85,94,464,157,
081173,"Masies de Voltregà, les",271,1052,231,256,1058,297,527,2110,528,
430799,Masllorenç,45,179,47,35,134,61,80,313,108,
081189,"Masnou, el",1785,7571,1706,1599,7824,2438,3384,15395,4144,
430803,"Masó, la",23,84,48,17,78,40,40,162,88,
430810,Maspujols,67,278,58,68,256,59,135,534,117,
081192,Masquefa,806,2901,507,820,2711,590,1626,5612,1097,
430825,"Masroig, el",32,172,76,30,131,70,62,303,146,
251312,Massalcoreig,26,221,54,21,165,77,47,386,131,
171019,Massanes,74,236,71,65,219,57,139,455,128,
251327,Massoteres,23,64,18,18,50,16,41,114,34,
081206,Matadepera,884,2931,646,815,2898,726,1699,5829,1372,
081213,Mataró,10742,42608,8695,10137,40707,11978,20879,83315,20673,
171045,Medinyà,..,..,..,..,..,..,..,..,..,
081228,Mediona,210,709,228,188,663,275,398,1372,503,
251348,Menàrguens,41,333,97,39,220,119,80,553,216,
170998,Meranges,10,34,14,4,28,10,14,62,24,
171058,Mieres,19,117,33,24,96,41,43,213,74,
430831,"Milà, el",11,56,21,15,49,26,26,105,47,
251351,Miralcamp,117,451,127,105,438,152,222,889,279,
430846,Miravet,52,255,95,48,196,101,100,451,196,
081385,Moià,514,1990,438,526,1827,570,1040,3817,1008,
