Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
081234,Molins de Rei,2243,8475,1921,2110,8636,2555,4353,17111,4476,
251370,Mollerussa,1342,5274,908,1293,4632,1200,2635,9906,2108,
171061,Mollet de Peralada,18,58,28,14,48,32,32,106,60,
081249,Mollet del Vallès,4015,17411,3984,3786,17341,5063,7801,34752,9047,
171077,Molló,19,104,43,28,88,54,47,192,97,
251364,"Molsosa, la",2,33,16,4,32,17,6,65,33,
081287,Monistrol de Calders,47,241,78,35,218,83,82,459,161,
081271,Monistrol de Montserrat,256,1074,273,236,969,331,492,2043,604,
171096,Montagut i Oix,60,337,84,66,294,89,126,631,173,
430862,Montblanc,612,2513,617,510,2344,783,1122,4857,1400,
430884,Montbrió del Camp,304,986,209,271,904,235,575,1890,444,
081252,Montcada i Reixac,3145,12643,2360,2980,12467,3208,6125,25110,5568,
081304,Montclar,13,42,17,13,41,13,26,83,30,
251399,Montellà i Martinet,34,208,76,24,171,65,58,379,141,
081311,Montesquiu,98,321,94,75,317,125,173,638,219,
251403,Montferrer i Castellbò,93,343,123,83,297,95,176,640,218,
430897,Montferri,33,133,44,37,121,35,70,254,79,
251386,Montgai,34,208,100,22,164,115,56,372,215,
081265,Montgat,1106,4074,849,990,4131,1050,2096,8205,1899,
081326,Montmajor,42,130,60,40,132,65,82,262,125,
081332,Montmaneu,10,45,26,3,44,23,13,89,49,
430901,"Montmell, el",114,575,153,107,490,143,221,1065,296,
081350,Montmeló,633,2932,755,616,2928,967,1249,5860,1722,
251425,Montoliu de Lleida,32,167,54,25,136,69,57,303,123,
251410,Montoliu de Segarra,10,63,29,6,51,28,16,114,57,
251431,Montornès de Segarra,3,25,18,5,26,19,8,51,37,
081363,Montornès del Vallès,1486,5726,1178,1462,5378,1414,2948,11104,2592,
430918,Mont-ral,11,66,22,9,46,14,20,112,36,
171100,Mont-ras,109,569,173,87,551,191,196,1120,364,
430923,Mont-roig del Camp,999,4315,1109,896,3986,1155,1895,8301,2264,
081379,Montseny,31,122,34,23,100,41,54,222,75,
430939,Móra d'Ebre,468,1937,469,403,1777,641,871,3714,1110,
430944,Móra la Nova,225,1051,291,205,984,352,430,2035,643,
430957,"Morell, el",332,1371,214,328,1231,266,660,2602,480,
430960,"Morera de Montsant, la",8,61,18,12,45,15,20,106,33,
081290,Muntanyola,47,231,50,55,205,44,102,436,94,
081398,Mura,16,74,27,17,61,25,33,135,52,
251459,Nalec,4,20,22,3,25,16,7,45,38,
250254,Naut Aran,134,677,142,119,639,125,253,1316,267,
081402,Navarcles,392,1986,580,405,1950,744,797,3936,1324,
081419,Navàs,465,1958,564,447,1881,703,912,3839,1267,
171117,Navata,123,450,119,119,478,138,242,928,257,
251462,Navès,22,97,27,19,87,32,41,184,59,
081424,"Nou de Berguedà, la",6,49,29,10,45,23,16,94,52,
430976,"Nou de Gaià, la",67,180,47,62,189,55,129,369,102,
430982,Nulles,64,164,46,42,136,57,106,300,103,
251484,Odèn,13,91,48,7,69,30,20,160,78,
081430,Òdena,344,1269,268,319,1134,334,663,2403,602,
171122,Ogassa,16,88,28,14,71,23,30,159,51,
081458,Olèrdola,330,1314,311,302,1202,309,632,2516,620,
081461,Olesa de Bonesvalls,155,671,142,136,588,148,291,1259,290,
081477,Olesa de Montserrat,2174,8152,1732,2012,7870,2204,4186,16022,3936,
251497,Oliana,103,557,258,111,545,269,214,1102,527,
251500,Oliola,9,73,27,12,58,24,21,131,51,
251517,Olius,114,324,89,86,292,76,200,616,165,
081483,Olivella,377,1417,260,370,1260,251,747,2677,511,
081496,Olost,70,374,142,79,378,159,149,752,301,
171143,Olot,2663,12377,2949,2563,11346,4028,5226,23723,6977,
251522,"Oluges, les",10,52,28,5,43,33,15,95,61,
081445,Olvan,50,284,85,48,256,135,98,540,220,
251538,"Omellons, els",7,64,39,10,48,38,17,112,77,
251543,"Omells de na Gaia, els",2,50,22,4,37,15,6,87,37,
171156,Ordis,25,123,45,25,109,34,50,232,79,
251556,Organyà,53,242,92,35,218,131,88,460,223,
081509,Orís,19,118,27,25,110,23,44,228,50,
081516,Oristà,36,170,76,26,157,84,62,327,160,
081521,Orpí,14,54,11,14,45,13,28,99,24,
081537,Òrrius,69,265,53,64,249,58,133,514,111,
251569,Os de Balaguer,67,328,106,70,309,100,137,637,206,
171169,Osor,30,155,47,16,130,50,46,285,97,
251575,Ossó de Sió,12,60,25,13,62,31,25,122,56,
081542,Pacs del Penedès,72,310,81,74,298,83,146,608,164,
081555,Palafolls,875,3340,599,811,3247,741,1686,6587,1340,
171175,Palafrugell,2004,7681,1846,1882,7457,2374,3886,15138,4220,
171181,Palamós,1274,5997,1602,1164,5984,2114,2438,11981,3716,
251581,"Palau d'Anglesola, el",176,727,168,172,678,245,348,1405,413,
171194,Palau de Santa Eulàlia,7,29,15,5,23,11,12,52,26,
171215,Palau-sator,26,103,40,23,83,35,49,186,75,
171208,Palau-saverdera,131,451,156,118,430,170,249,881,326,
081568,Palau-solità i Plegamans,1148,5009,1132,1185,5036,1382,2333,10045,2514,
431009,"Pallaresos, els",489,1684,250,460,1649,318,949,3333,568,
081574,Pallejà,1082,3906,806,939,3843,1046,2021,7749,1852,
430995,"Palma d'Ebre, la",10,97,58,14,85,74,24,182,132,
089058,"Palma de Cervelló, la",217,1033,225,233,1013,271,450,2046,496,
171236,Palol de Revardit,32,143,48,38,135,52,70,278,100,
171241,Pals,163,810,259,156,737,270,319,1547,529,
081580,"Papiol, el",360,1410,293,332,1399,378,692,2809,671,
171254,Pardines,12,60,18,10,46,23,22,106,41,
081593,Parets del Vallès,1644,6542,1332,1554,6333,1666,3198,12875,2998,
171267,Parlavà,27,122,47,29,111,55,56,233,102,
431016,Passanant i Belltall,3,59,32,1,32,28,4,91,60,
171289,Pau,35,180,65,31,171,75,66,351,140,
431021,Paüls,34,144,95,29,149,94,63,293,189,
171292,Pedret i Marzà,17,64,16,15,60,19,32,124,35,
251641,Penelles,24,168,63,22,99,60,46,267,123,
171306,"Pera, la",41,139,37,26,130,62,67,269,99,
081607,Perafita,29,126,53,20,124,53,49,250,106,
431037,Perafort,135,449,75,116,405,84,251,854,159,
171328,Peralada,123,640,174,137,607,217,260,1247,391,
251654,Peramola,14,114,45,18,101,55,32,215,100,
431042,"Perelló, el",206,869,367,206,795,383,412,1664,750,
081614,Piera,1337,5705,1211,1238,5145,1498,2575,10850,2709,
431055,"Piles, les",18,67,29,22,61,13,40,128,42,
081635,Pineda de Mar,1985,9326,2629,1958,8830,3256,3943,18156,5885,
431068,"Pinell de Brai, el",50,334,129,51,272,172,101,606,301,
251667,Pinell de Solsonès,12,73,28,4,47,29,16,120,57,
251673,Pinós,17,96,39,22,77,35,39,173,74,
431074,Pira,41,178,51,30,153,50,71,331,101,
431080,"Pla de Santa Maria, el",178,835,216,154,713,252,332,1548,468,
081640,"Pla del Penedès, el",110,427,101,123,399,115,233,826,216,
171334,"Planes d'Hostoles, les",132,528,206,107,485,254,239,1013,460,
171349,Planoles,24,103,38,17,80,42,41,183,80,
259118,"Plans de Sió, els",19,176,71,23,128,74,42,304,145,
251689,"Poal, el",46,225,79,38,195,87,84,420,166,
251692,"Pobla de Cérvoles, la",6,72,26,3,46,36,9,118,62,
081653,"Pobla de Claramunt, la",189,717,204,176,672,227,365,1389,431,
081666,"Pobla de Lillet, la",41,327,163,38,295,229,79,622,392,
431093,"Pobla de Mafumet, la",440,1435,142,404,1368,182,844,2803,324,
431107,"Pobla de Massaluca, la",19,103,58,12,77,48,31,180,106,
431114,"Pobla de Montornès, la",236,982,285,213,875,293,449,1857,578,
251713,"Pobla de Segur, la",221,946,348,196,892,440,417,1838,788,
431129,Poboleda,18,107,41,21,90,44,39,197,85,
081672,Polinyà,865,3018,437,848,2832,504,1713,5850,941,
431135,"Pont d'Armentera, el",24,156,69,25,135,79,49,291,148,
250306,"Pont de Bar, el",18,55,18,0,39,22,18,94,40,
171352,Pont de Molins,31,174,56,34,167,54,65,341,110,
251734,"Pont de Suert, el",171,752,205,158,704,267,329,1456,472,
081825,"Pont de Vilomara i Rocafort, el",338,1350,319,283,1243,374,621,2593,693,
431418,Pontils,3,37,26,6,35,15,9,72,41,
081688,Pontons,40,191,52,25,172,48,65,363,100,
171365,Pontós,23,92,26,18,72,29,41,164,55,
251728,Ponts,193,895,249,177,810,320,370,1705,569,
171371,Porqueres,375,1544,385,384,1527,462,759,3071,847,
431140,Porrera,17,166,40,22,121,58,39,287,98,
171404,"Port de la Selva, el",66,302,129,48,277,136,114,579,265,
171387,Portbou,33,319,169,49,289,204,82,608,373,
251749,"Portella, la",48,298,77,36,218,66,84,516,143,
431153,Pradell de la Teixeta,4,48,22,8,55,21,12,103,43,
431166,Prades,41,195,75,28,169,80,69,364,155,
431172,Prat de Comte,9,64,24,6,40,34,15,104,58,
081691,"Prat de Llobregat, el",5079,21398,5474,4933,21302,7199,10012,42700,12673,
431188,Pratdip,38,233,117,40,181,117,78,414,234,
081712,Prats de Lluçanès,170,860,275,168,807,324,338,1667,599,
081705,"Prats de Rei, els",44,192,50,31,148,72,75,340,122,
251752,Prats i Sansor,9,85,22,12,67,27,21,152,49,
251765,Preixana,23,121,56,25,101,61,48,222,117,
251771,Preixens,24,120,67,28,102,77,52,222,144,
082303,Premià de Dalt,876,3425,900,810,3420,1010,1686,6845,1910,
081727,Premià de Mar,2152,9379,2382,2021,9240,3357,4173,18619,5739,
171390,"Preses, les",160,613,148,161,587,186,321,1200,334,
251790,Prullans,16,61,27,14,83,25,30,144,52,
171411,Puigcerdà,709,3372,631,690,3235,849,1399,6607,1480,
081748,Puigdàlber,37,173,39,64,161,50,101,334,89,
251804,Puiggròs,17,98,27,14,77,45,31,175,72,
431191,Puigpelat,113,432,59,101,389,69,214,821,128,
081751,Puig-reig,271,1393,471,259,1278,623,530,2671,1094,
251811,Puigverd d'Agramunt,9,90,32,8,61,29,17,151,61,
251826,Puigverd de Lleida,99,480,115,99,404,152,198,884,267,
081764,Pujalt,22,68,28,12,55,25,34,123,53,
081770,"Quar, la",6,11,9,3,14,6,9,25,15,
171426,Quart,416,1248,246,395,1211,282,811,2459,528,
170433,Queralbs,6,67,25,4,61,25,10,128,50,
431205,Querol,34,178,73,29,150,54,63,328,127,
171432,Rabós,12,58,22,11,53,28,23,111,50,
081786,Rajadell,30,181,62,39,166,56,69,347,118,
431212,Rasquera,47,228,113,40,217,138,87,445,251,
171447,Regencós,17,98,35,16,77,33,33,175,68,
081799,Rellinars,54,296,67,78,253,61,132,549,128,
431227,Renau,19,60,6,15,56,6,34,116,12,
431233,Reus,9129,34045,8161,8666,35200,10967,17795,69245,19128,
251832,Rialp,40,232,47,32,227,63,72,459,110,
431248,"Riba, la",35,204,80,25,155,86,60,359,166,
431251,Riba-roja d'Ebre,52,374,157,56,286,185,108,660,342,
259059,Ribera d'Ondara,24,136,55,25,126,67,49,262,122,
251850,Ribera d'Urgellet,70,327,83,65,287,100,135,614,183,
171450,Ribes de Freser,96,572,215,76,524,277,172,1096,492,
171463,Riells i Viabrea,317,1477,316,269,1446,328,586,2923,644,
431264,"Riera de Gaià, la",181,570,123,171,550,147,352,1120,270,
251863,Riner,20,82,31,21,71,38,41,153,69,
171479,Ripoll,779,3505,1085,707,3308,1419,1486,6813,2504,
081803,Ripollet,3510,13291,2595,3308,13071,3404,6818,26362,5999,
259139,Riu de Cerdanya,4,37,14,1,30,7,5,67,21,
171485,Riudarenes,177,757,200,170,694,206,347,1451,406,
171498,Riudaura,37,153,40,52,154,45,89,307,85,
431270,Riudecanyes,99,411,101,80,346,109,179,757,210,
431286,Riudecols,74,437,106,76,370,126,150,807,232,
171501,Riudellots de la Selva,181,709,165,154,673,189,335,1382,354,
431299,Riudoms,594,2164,594,495,2016,706,1089,4180,1300,
171518,Riumors,16,77,28,16,75,34,32,152,62,
081810,"Roca del Vallès, la",905,3686,765,897,3572,929,1802,7258,1694,
431303,Rocafort de Queralt,12,68,34,10,51,36,22,119,70,
431310,Roda de Berà,528,2253,682,493,2056,773,1021,4309,1455,
081831,Roda de Ter,544,2206,485,513,2092,650,1057,4298,1135,
431325,Rodonyà,41,183,41,22,150,57,63,333,98,
431331,Roquetes,665,2849,656,621,2498,790,1286,5347,1446,
171523,Roses,1613,6766,1637,1513,6336,1942,3126,13102,3579,
251898,Rosselló,273,1188,202,273,1031,270,546,2219,472,
431346,"Rourell, el",33,129,31,24,121,34,57,250,65,
081846,Rubí,6696,26803,5390,6348,26398,6956,13044,53201,12346,
081859,Rubió,19,81,34,11,67,27,30,148,61,
171539,Rupià,18,84,38,26,75,32,44,159,70,
089019,Rupit i Pruit,9,82,41,15,74,50,24,156,91,
081878,Sabadell,17615,70848,16925,16506,71070,23556,34121,141918,40481,
081884,Sagàs,15,51,11,8,46,14,23,97,25,
251902,Salàs de Pallars,18,105,51,18,91,44,36,196,95,
081901,Saldes,4,102,53,10,69,40,14,171,93,
171544,Sales de Llierca,10,59,13,16,53,8,26,112,21,
081918,Sallent,455,2051,754,458,2036,981,913,4087,1735,
431359,Salomó,43,190,53,49,154,60,92,344,113,
439057,Salou,2319,10696,1721,2084,9688,2018,4403,20384,3739,
171557,Salt,3459,11749,1712,3115,9849,2254,6574,21598,3966,
251919,Sanaüja,17,126,55,16,100,65,33,226,120,
081944,Sant Adrià de Besòs,3143,12569,2657,2940,12320,3818,6083,24889,6475,
081957,Sant Agustí de Lluçanès,3,30,11,7,27,11,10,57,22,
081960,Sant Andreu de la Barca,2497,9371,1776,2410,9086,2429,4907,18457,4205,
081976,Sant Andreu de Llavaneres,904,3717,892,825,3738,1057,1729,7455,1949,
171576,Sant Andreu Salou,15,49,14,9,52,21,24,101,35,
171833,Sant Aniol de Finestres,25,119,36,26,106,33,51,225,69,
081982,Sant Antoni de Vilamajor,522,2094,450,508,2113,521,1030,4207,971,
081995,Sant Bartomeu del Grau,78,309,88,55,265,89,133,574,177,
082009,Sant Boi de Llobregat,6591,27739,6905,6201,27714,9350,12792,55453,16255,
082016,Sant Boi de Lluçanès,22,178,93,36,145,106,58,323,199,
431362,Sant Carles de la Ràpita,997,4803,1516,961,4814,1862,1958,9617,3378,
082037,Sant Cebrià de Vallalta,297,1229,265,299,1091,257,596,2320,522,
082021,Sant Celoni,1543,6108,1381,1455,5812,1837,2998,11920,3218,
082042,Sant Climent de Llobregat,410,1409,278,368,1407,288,778,2816,566,
171582,Sant Climent Sescebes,35,353,51,50,151,67,85,504,118,
082055,Sant Cugat del Vallès,9122,30273,5821,8474,31864,7423,17596,62137,13244,
082068,Sant Cugat Sesgarrigues,77,326,88,98,316,104,175,642,192,
251961,Sant Esteve de la Sarga,2,45,27,4,28,16,6,73,43,
082074,Sant Esteve de Palautordera,272,945,195,242,999,211,514,1944,406,
082080,Sant Esteve Sesrovires,632,2669,561,577,2577,680,1209,5246,1241,
171595,Sant Feliu de Buixalleu,45,279,90,59,248,76,104,527,166,
082107,Sant Feliu de Codines,532,2257,443,456,2073,602,988,4330,1045,
171609,Sant Feliu de Guíxols,1705,7211,1955,1663,7079,2484,3368,14290,4439,
082114,Sant Feliu de Llobregat,3551,14757,3796,3411,14965,4987,6962,29722,8783,
171616,Sant Feliu de Pallerols,123,458,143,96,443,174,219,901,317,
082129,Sant Feliu Sasserra,48,198,73,39,166,81,87,364,154,
171621,Sant Ferriol,25,74,26,22,67,22,47,141,48,
082093,Sant Fost de Campsentelles,659,2905,844,601,2825,1019,1260,5730,1863,
082135,Sant Fruitós de Bages,731,2977,640,740,2954,795,1471,5931,1435,
171637,Sant Gregori,396,1311,310,335,1247,329,731,2558,639,
251924,Sant Guim de Freixenet,73,348,118,74,282,142,147,630,260,
251977,Sant Guim de la Plana,10,64,25,5,48,29,15,112,54,
171642,Sant Hilari Sacalm,432,1894,558,448,1722,649,880,3616,1207,
082153,Sant Hipòlit de Voltregà,284,1200,281,246,1129,400,530,2329,681,
081939,Sant Iscle de Vallalta,125,492,95,109,421,100,234,913,195,
439023,Sant Jaume d'Enveja,216,1169,396,242,1054,450,458,2223,846,
082166,Sant Jaume de Frontanyà,2,8,8,1,7,4,3,15,12,
171655,Sant Jaume de Llierca,67,260,93,66,269,116,133,529,209,
431378,Sant Jaume dels Domenys,259,880,209,242,797,237,501,1677,446,
171674,Sant Joan de les Abadesses,208,988,399,189,926,514,397,1914,913,
171680,Sant Joan de Mollet,35,161,45,45,160,52,80,321,97,
082188,Sant Joan de Vilatorrada,897,3676,948,833,3476,1168,1730,7152,2116,
082172,Sant Joan Despí,2851,11208,2633,2648,11527,3400,5499,22735,6033,
171851,Sant Joan les Fonts,239,988,326,202,899,390,441,1887,716,
171668,Sant Jordi Desvalls,64,238,75,62,240,81,126,478,156,
089030,Sant Julià de Cerdanyola,15,85,27,8,66,28,23,151,55,
171693,Sant Julià de Ramis,344,1233,237,326,1187,249,670,2420,486,
082205,Sant Julià de Vilatorta,260,1050,249,253,1028,300,513,2078,549,
179032,Sant Julià del Llor i Bonmatí,107,456,97,113,434,106,220,890,203,
082212,Sant Just Desvern,1656,5789,1506,1604,6096,2019,3260,11885,3525,
082227,Sant Llorenç d'Hortons,196,846,192,203,799,192,399,1645,384,
171714,Sant Llorenç de la Muga,15,94,25,18,78,35,33,172,60,
251930,Sant Llorenç de Morunys,56,286,125,59,281,153,115,567,278,
082233,Sant Llorenç Savall,168,794,254,166,743,292,334,1537,546,
082251,Sant Martí d'Albars,8,33,16,9,32,16,17,65,32,
082248,Sant Martí de Centelles,82,453,74,87,379,109,169,832,183,
171729,Sant Martí de Llémena,57,224,53,50,219,38,107,443,91,
259025,Sant Martí de Riucorb,31,201,96,42,152,117,73,353,213,
082264,Sant Martí de Tous,115,409,110,113,356,125,228,765,235,
082270,Sant Martí Sarroca,256,1069,280,271,1063,322,527,2132,602,
082286,Sant Martí Sesgueioles,25,122,31,14,109,41,39,231,72,
171735,Sant Martí Vell,13,101,22,16,70,29,29,171,51,
082299,Sant Mateu de Bages,38,189,86,29,159,107,67,348,193,
171740,Sant Miquel de Campmajor,22,84,21,19,61,22,41,145,43,
171753,Sant Miquel de Fluvià,62,261,73,59,235,71,121,496,144,
171766,Sant Mori,11,55,18,11,52,19,22,107,37,
171772,Sant Pau de Segúries,50,205,89,41,202,101,91,407,190,
082310,Sant Pere de Ribes,2548,10727,2181,2525,10490,2640,5073,21217,4821,
082325,Sant Pere de Riudebitlles,218,746,227,180,716,293,398,1462,520,
082331,Sant Pere de Torelló,200,834,242,150,752,292,350,1586,534,
082346,Sant Pere de Vilamajor,369,1588,322,374,1522,369,743,3110,691,
171788,Sant Pere Pescador,173,787,152,183,610,185,356,1397,337,
081897,Sant Pere Sallavinera,16,46,21,8,36,24,24,82,45,
082359,Sant Pol de Mar,404,1739,547,389,1727,622,793,3466,1169,
082362,Sant Quintí de Mediona,206,796,190,180,717,228,386,1513,418,
082378,Sant Quirze de Besora,138,660,243,148,644,321,286,1304,564,
082384,Sant Quirze del Vallès,1845,6698,1358,1778,6929,1587,3623,13627,2945,
082397,Sant Quirze Safaja,58,246,42,62,188,35,120,434,77,
251945,Sant Ramon,21,155,83,28,119,81,49,274,164,
082401,Sant Sadurní d'Anoia,1115,4227,986,1022,4260,1231,2137,8487,2217,
082418,Sant Sadurní d'Osormort,3,35,8,2,20,8,5,55,16,
080983,Sant Salvador de Guardiola,253,1133,273,239,1013,310,492,2146,583,
082628,Sant Vicenç de Castellet,839,3269,784,729,3067,1079,1568,6336,1863,
082649,Sant Vicenç de Montalt,543,2148,554,476,2133,598,1019,4281,1152,
082652,Sant Vicenç de Torelló,176,686,161,144,679,212,320,1365,373,
082634,Sant Vicenç dels Horts,2229,9737,2078,2125,9413,2686,4354,19150,4764,
431384,Santa Bàrbara,279,1221,386,270,1118,441,549,2339,827,
082439,Santa Cecília de Voltregà,13,68,19,12,55,15,25,123,34,
082444,Santa Coloma de Cervelló,740,2775,522,800,2780,651,1540,5555,1173,
171805,Santa Coloma de Farners,1139,4605,1018,1134,4233,1234,2273,8838,2252,
082457,Santa Coloma de Gramenet,9443,40141,9943,8904,38406,13606,18347,78547,23549,
431397,Santa Coloma de Queralt,201,861,279,168,798,365,369,1659,644,
171812,Santa Cristina d'Aro,432,1785,444,415,1702,509,847,3487,953,
082460,Santa Eugènia de Berga,180,773,208,151,749,217,331,1522,425,
082476,Santa Eulàlia de Riuprimer,141,462,97,142,422,119,283,884,216,
082482,Santa Eulàlia de Ronçana,628,2505,596,596,2419,682,1224,4924,1278,
082495,Santa Fe del Penedès,29,125,26,27,127,33,56,252,59,
171827,Santa Llogaia d'Àlguema,35,131,23,33,113,33,68,244,56,
082508,Santa Margarida de Montbui,960,3397,791,863,3202,1012,1823,6599,1803,
082515,Santa Margarida i els Monjos,761,2644,514,710,2435,612,1471,5079,1126,
082589,Santa Maria d'Oló,78,325,115,66,303,137,144,628,252,
082536,Santa Maria de Besora,10,56,18,10,43,24,20,99,42,
082567,Santa Maria de Martorelles,75,309,62,76,285,83,151,594,145,
082554,Santa Maria de Merlès,18,60,11,23,57,15,41,117,26,
082573,Santa Maria de Miralles,5,44,15,8,31,16,13,75,31,
082592,Santa Maria de Palautordera,797,3357,716,724,3147,889,1521,6504,1605,
431401,Santa Oliva,300,1128,286,264,1044,331,564,2172,617,
171848,Santa Pau,126,527,184,106,484,187,232,1011,371,
082606,Santa Perpètua de Mogoda,2340,8950,1793,2121,8591,2204,4461,17541,3997,
082613,Santa Susanna,314,1188,273,300,1160,313,614,2348,586,
081923,Santpedor,731,2425,633,624,2441,750,1355,4866,1383,
431423,Sarral,115,540,143,129,448,163,244,988,306,
171864,Sarrià de Ter,461,1722,384,437,1730,495,898,3452,879,
252017,Sarroca de Bellera,1,45,22,5,26,17,6,71,39,
252000,Sarroca de Lleida,16,118,69,14,84,57,30,202,126,
171870,"Saus, Camallera i Llampaies",63,273,90,68,254,108,131,527,198,
431439,Savallà del Comtat,1,17,8,0,17,10,1,34,18,
431444,"Secuita, la",150,582,127,151,554,144,301,1136,271,
171886,"Selva de Mar, la",9,67,29,5,58,27,14,125,56,
431457,"Selva del Camp, la",486,1962,419,443,1867,506,929,3829,925,
431460,Senan,3,17,10,3,8,3,6,25,13,
430445,"Sénia, la",400,1901,538,382,1776,643,782,3677,1181,
252022,Senterada,5,66,11,7,38,12,12,104,23,
250352,"Sentiu de Sió, la",21,136,60,23,114,60,44,250,120,
082671,Sentmenat,840,3213,628,785,3046,723,1625,6259,1351,
171903,Serinyà,104,370,100,93,362,104,197,732,204,
252043,Seròs,142,717,189,147,525,226,289,1242,415,
171910,Serra de Daró,21,76,24,14,62,25,35,138,49,
171925,Setcases,10,57,29,4,52,18,14,109,47,
252038,"Seu d'Urgell, la",853,4053,1013,848,4101,1338,1701,8154,2351,
082690,Seva,291,1226,289,249,1154,335,540,2380,624,
252056,Sidamon,69,273,55,50,230,71,119,503,126,
171931,Sils,559,2151,477,492,2009,531,1051,4160,1008,
082704,Sitges,2140,10188,2483,1953,9726,3063,4093,19914,5546,
170524,Siurana,8,55,19,14,52,23,22,107,42,
082711,Sobremunt,1,26,7,5,30,9,6,56,16,
252069,"Soleràs, el",17,112,46,21,77,59,38,189,105,
431476,Solivella,45,203,85,26,180,93,71,383,178,
252075,Solsona,740,3036,735,733,2895,998,1473,5931,1733,
082726,Sora,26,71,24,12,57,22,38,128,46,
252081,Soriguera,36,157,32,28,137,30,64,294,62,
252094,Sort,175,705,186,150,708,230,325,1413,416,
252108,Soses,156,590,167,153,512,183,309,1102,350,
082732,Subirats,247,1080,292,215,957,313,462,2037,605,
252115,Sudanell,48,307,102,40,238,105,88,545,207,
252120,Sunyer,19,150,31,18,88,37,37,238,68,
082747,Súria,397,1926,571,382,1871,801,779,3797,1372,
171946,Susqueda,2,41,12,5,25,8,7,66,20,
082763,Tagamanent,24,114,23,18,114,25,42,228,48,
082779,Talamanca,21,72,25,16,57,18,37,129,43,
252154,Talarn,23,332,47,25,127,41,48,459,88,
252167,Talavera,16,95,45,12,66,45,28,161,90,
171959,"Tallada d'Empordà, la",30,149,58,34,136,47,64,285,105,
082785,Taradell,573,2183,570,494,2117,703,1067,4300,1273,
431482,Tarragona,10621,45483,10562,10212,45245,14373,20833,90728,24935,
252173,Tàrrega,1583,5875,1200,1481,5727,1579,3064,11602,2779,
252189,Tarrés,6,29,19,8,28,12,14,57,31,
252192,Tarroja de Segarra,11,57,31,17,51,21,28,108,52,
082750,Tavèrnoles,28,105,33,29,92,35,57,197,68,
082802,Tavertet,3,31,18,4,31,18,7,62,36,
082819,Teià,509,2047,597,426,2088,760,935,4135,1357,
252206,Térmens,82,470,136,82,393,197,164,863,333,
171962,Terrades,18,116,32,27,108,37,45,224,69,
082798,Terrassa,19286,74717,15945,18136,73693,21850,37422,148410,37795,
082824,Tiana,726,2890,689,763,3062,815,1489,5952,1504,
252213,Tírvia,5,43,15,7,42,22,12,85,37,
252228,Tiurana,3,22,9,4,29,10,7,51,19,
431495,Tivenys,34,299,124,43,247,155,77,546,279,
431508,Tivissa,100,517,195,88,482,237,188,999,432,
082830,Tona,660,2840,656,639,2727,834,1299,5567,1490,
252234,Torà,81,422,124,75,380,155,156,802,279,
082845,Tordera,1543,5940,1387,1402,5626,1621,2945,11566,3008,
082858,Torelló,1124,4814,1233,1100,4515,1614,2224,9329,2847,
252249,"Torms, els",7,46,21,2,36,26,9,82,47,
252252,Tornabous,55,286,99,52,220,110,107,506,209,
252271,"Torre de Cabdella, la",31,255,95,30,212,136,61,467,231,
082861,"Torre de Claramunt, la",306,1336,293,269,1220,317,575,2556,610,
431515,"Torre de Fontaubella, la",12,36,21,7,35,20,19,71,41,
431520,"Torre de l'Espanyol, la",32,199,77,38,174,81,70,373,158,
252265,Torrebesses,14,90,39,13,65,46,27,155,85,
431536,Torredembarra,1271,5428,1435,1230,5432,1771,2501,10860,3206,
252287,Torrefarrera,464,1643,274,428,1562,323,892,3205,597,
259078,Torrefeta i Florejacs,35,215,76,31,166,84,66,381,160,
252304,Torregrossa,149,764,230,139,613,284,288,1377,514,
252311,Torrelameu,44,322,77,42,169,81,86,491,158,
082877,Torrelavit,126,462,133,121,445,135,247,907,268,
082883,Torrelles de Foix,179,891,211,165,725,227,344,1616,438,
082896,Torrelles de Llobregat,542,2122,357,547,2071,434,1089,4193,791,
171978,Torrent,9,59,19,13,46,18,22,105,37,
252326,Torres de Segre,136,888,204,146,757,235,282,1645,439,
252332,Torre-serona,21,150,37,26,118,46,47,268,83,
171984,Torroella de Fluvià,49,260,58,49,228,59,98,488,117,
171997,Torroella de Montgrí,954,4004,1025,893,3805,1155,1847,7809,2180,
431541,Torroja del Priorat,9,52,24,4,37,26,13,89,50,
172001,Tortellà,51,253,87,68,257,102,119,510,189,
431554,Tortosa,2594,11033,2967,2494,10407,3944,5088,21440,6911,
172018,Toses,9,66,23,12,45,13,21,111,36,
172023,Tossa de Mar,354,2051,522,380,1870,641,734,3921,1163,
252347,Tremp,413,1920,562,399,1851,766,812,3771,1328,
172044,Ullà,118,446,84,107,336,86,225,782,170,
082900,Ullastrell,215,705,133,204,669,163,419,1374,296,
172057,Ullastret,18,89,31,25,79,32,43,168,63,
431567,Ulldecona,487,2407,600,451,1878,702,938,4285,1302,
431573,Ulldemolins,16,134,76,14,91,67,30,225,143,
172039,Ultramort,25,64,28,18,59,31,43,123,59,
172060,Urús,8,73,15,8,67,25,16,140,40,
082917,Vacarisses,679,2413,408,591,2302,439,1270,4715,847,
170144,"Vajol, la",3,37,11,2,24,12,5,61,23,
