Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
080253,"Bruc, el",197,788,143,180,666,136,377,1454,279,
080266,"Brull, el",27,95,20,24,72,20,51,167,40,
170280,Brunyola i Sant Martí Sapresa,24,130,49,23,117,46,47,247,95,
430350,Cabacés,19,102,41,22,75,43,41,177,84,
250609,Cabanabona,1,26,7,1,20,16,2,46,23,
170314,Cabanelles,26,96,28,17,67,33,43,163,61,
170307,Cabanes,67,341,112,69,277,102,136,618,214,
080272,"Cabanyes, les",105,322,72,77,336,67,182,658,139,
250616,Cabó,3,33,14,5,23,15,8,56,29,
430363,Cabra del Camp,77,418,118,75,374,113,152,792,231,
080288,Cabrera d'Anoia,115,576,104,104,475,108,219,1051,212,
080291,Cabrera de Mar,366,1601,414,345,1600,421,711,3201,835,
080305,Cabrils,611,2510,546,598,2600,567,1209,5110,1113,
170329,Cadaqués,169,911,220,177,948,270,346,1859,490,
080312,Calaf,342,1157,344,315,1080,418,657,2237,762,
430379,Calafell,2120,9212,2555,1925,8852,2937,4045,18064,5492,
080348,Calders,82,362,86,76,345,94,158,707,180,
080327,Caldes d'Estrac,205,984,253,197,1014,368,402,1998,621,
170335,Caldes de Malavella,682,2653,600,644,2584,709,1326,5237,1309,
080333,Caldes de Montbui,1452,5998,1423,1300,5786,1853,2752,11784,3276,
080351,Calella,1380,6371,1648,1333,6183,2362,2713,12554,4010,
080370,Calldetenes,199,864,218,198,798,236,397,1662,454,
080386,Callús,181,725,147,187,665,224,368,1390,371,
080364,Calonge de Segarra,9,64,19,10,51,35,19,115,54,
170340,Calonge i Sant Antoni,875,3746,1060,749,3700,1201,1624,7446,2261,
250621,Camarasa,47,243,116,41,224,139,88,467,255,
439039,Camarles,251,1020,346,179,962,436,430,1982,782,
430385,Cambrils,3080,11347,2563,2822,11735,3187,5902,23082,5750,
170353,Camós,56,209,75,36,200,101,92,409,176,
170366,Campdevànol,201,991,368,207,964,501,408,1955,869,
170372,Campelles,6,47,20,4,47,16,10,94,36,
080399,Campins,34,206,43,41,176,41,75,382,84,
170388,Campllong,57,182,25,59,177,37,116,359,62,
170391,Camprodon,138,707,279,134,704,336,272,1411,615,
250637,Canejan,1,31,13,5,31,8,6,62,21,
170405,Canet d'Adri,67,236,79,56,212,79,123,448,158,
080403,Canet de Mar,1161,4795,1338,1024,4723,1824,2185,9518,3162,
439076,"Canonja, la",533,1967,412,519,2019,506,1052,3986,918,
080410,Canovelles,1584,5918,1191,1438,5272,1426,3022,11190,2617,
080425,Cànoves i Samalús,270,1082,259,244,1026,275,514,2108,534,
170412,Cantallops,18,95,40,23,89,44,41,184,84,
080431,Canyelles,396,1674,360,357,1558,354,753,3232,714,
430398,Capafonts,3,39,16,6,33,14,9,72,30,
430402,Capçanes,17,124,56,24,116,55,41,240,111,
080446,Capellades,396,1757,512,373,1668,636,769,3425,1148,
170427,Capmany,39,201,65,41,189,76,80,390,141,
080459,Capolat,10,21,8,8,29,8,18,50,16,
080462,Cardedeu,1645,6065,1265,1607,6155,1687,3252,12220,2952,
080478,Cardona,284,1441,541,307,1349,717,591,2790,1258,
080484,Carme,59,269,83,56,230,88,115,499,171,
430419,Caseres,6,67,44,12,64,44,18,131,88,
170448,Cassà de la Selva,918,3641,734,871,3264,982,1789,6905,1716,
080497,Casserres,115,493,195,104,451,230,219,944,425,
080575,Castell de l'Areny,4,24,9,2,26,2,6,50,11,
259046,Castell de Mur,9,57,30,5,44,28,14,101,58,
250642,Castellar de la Ribera,15,36,15,11,36,18,26,72,33,
080522,Castellar de n'Hug,4,64,16,7,42,23,11,106,39,
080500,Castellar del Riu,17,61,21,14,48,15,31,109,36,
080517,Castellar del Vallès,2058,8222,1809,1868,8240,2291,3926,16462,4100,
080538,Castellbell i el Vilar,255,1323,323,286,1153,379,541,2476,702,
080543,Castellbisbal,1137,4392,778,1086,4218,928,2223,8610,1706,
080556,Castellcir,65,276,56,67,234,44,132,510,100,
250674,Castelldans,53,341,103,58,260,115,111,601,218,
080569,Castelldefels,5625,23216,4321,5178,23335,5785,10803,46551,10106,
080581,Castellet i la Gornal,167,853,219,165,731,247,332,1584,466,
170464,Castellfollit de la Roca,82,293,113,52,273,134,134,566,247,
080608,Castellfollit de Riubregós,6,60,25,8,37,26,14,97,51,
080594,Castellfollit del Boix,37,153,38,36,129,54,73,282,92,
080615,Castellgalí,199,710,193,174,637,206,373,1347,399,
080620,Castellnou de Bages,132,546,92,128,448,91,260,994,183,
250680,Castellnou de Seana,48,213,93,42,167,102,90,380,195,
170470,Castelló d'Empúries,860,3762,982,871,3575,1050,1731,7337,2032,
250693,Castelló de Farfanya,32,190,69,34,138,76,66,328,145,
080636,Castellolí,43,209,50,81,187,56,124,396,106,
170486,Castell-Platja d'Aro,796,3629,1001,769,3674,1161,1565,7303,2162,
250707,Castellserà,60,323,122,58,274,159,118,597,281,
080641,Castellterçol,159,859,257,165,773,335,324,1632,592,
430424,Castellvell del Camp,236,965,216,209,992,210,445,1957,426,
080654,Castellví de la Marca,108,525,162,105,493,182,213,1018,344,
080667,Castellví de Rosanes,140,682,127,166,646,172,306,1328,299,
430430,"Catllar, el",412,1605,349,347,1509,335,759,3114,684,
250714,Cava,2,19,8,1,8,7,3,27,15,
171899,"Cellera de Ter, la",143,613,203,136,602,253,279,1215,456,
170499,Celrà,586,1938,272,578,1876,311,1164,3814,583,
080673,Centelles,605,2485,606,564,2398,855,1169,4883,1461,
082687,Cercs,63,371,134,56,330,196,119,701,330,
082665,Cerdanyola del Vallès,4151,19131,5002,3816,19443,6312,7967,38574,11314,
080689,Cervelló,773,3087,711,703,2932,871,1476,6019,1582,
250729,Cervera,796,3301,681,763,2960,849,1559,6261,1530,
250735,Cervià de les Garrigues,33,217,100,32,176,104,65,393,204,
170502,Cervià de Ter,93,314,87,76,311,85,169,625,172,
170519,Cistella,16,89,32,21,94,30,37,183,62,
250740,Ciutadilla,12,66,33,12,53,32,24,119,65,
250753,Clariana de Cardener,12,57,17,9,53,13,21,110,30,
250766,"Cogul, el",5,49,29,2,39,27,7,88,56,
170545,Colera,12,134,71,21,133,74,33,267,145,
250772,Coll de Nargó,33,165,79,26,160,77,59,325,156,
080692,Collbató,434,1621,304,361,1495,329,795,3116,633,
430458,Colldejou,11,61,21,7,45,23,18,106,44,
080706,Collsuspina,33,111,39,36,109,31,69,220,70,
170558,Colomers,7,56,21,11,51,28,18,107,49,
251636,"Coma i la Pedra, la",14,107,30,9,72,23,23,179,53,
251615,Conca de Dalt,23,116,70,27,110,64,50,226,134,
430461,Conesa,6,31,13,2,32,16,8,63,29,
430477,Constantí,645,2335,465,611,2101,508,1256,4436,973,
080713,Copons,26,97,34,33,91,40,59,188,74,
430483,Corbera d'Ebre,63,339,127,43,284,147,106,623,274,
080728,Corbera de Llobregat,1240,5240,974,1171,5060,1197,2411,10300,2171,
250788,Corbins,126,561,124,103,383,165,229,944,289,
170577,Corçà,118,382,142,87,385,154,205,767,296,
080734,Cornellà de Llobregat,6664,29437,7521,6409,29455,10450,13073,58892,17971,
170561,Cornellà del Terri,212,774,229,191,750,243,403,1524,472,
430496,Cornudella de Montsant,46,360,95,51,276,116,97,636,211,
430509,Creixell,286,1206,403,255,1133,475,541,2339,878,
170583,Crespià,15,87,25,19,74,34,34,161,59,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",88,418,126,88,419,131,176,837,257,
080749,Cubelles,1359,5324,1261,1239,5154,1433,2598,10478,2694,
250791,Cubells,15,112,52,11,90,58,26,202,110,
430516,Cunit,989,4239,1422,1012,4237,1634,2001,8476,3056,
170600,Darnius,25,183,64,31,157,77,56,340,141,
170617,Das,18,83,20,26,67,20,44,150,40,
439018,Deltebre,828,3864,1157,770,3550,1409,1598,7414,2566,
080752,Dosrius,480,2037,364,469,1894,408,949,3931,772,
430537,Duesaigües,15,98,25,16,62,28,31,160,53,
170622,"Escala, l'",713,3373,1101,671,3191,1195,1384,6564,2296,
080765,Esparreguera,1794,7789,1690,1692,7276,2061,3486,15065,3751,
170638,Espinelves,13,79,20,18,65,26,31,144,46,
250812,"Espluga Calba, l'",15,98,55,17,84,60,32,182,115,
430542,"Espluga de Francolí, l'",241,1237,352,253,1169,484,494,2406,836,
080771,Esplugues de Llobregat,3372,14419,4670,3161,15291,6237,6533,29710,10907,
170643,Espolla,28,115,61,18,125,65,46,240,126,
170656,Esponellà,45,135,54,41,129,59,86,264,113,
250827,Espot,16,143,38,23,114,32,39,257,70,
080787,"Espunyola, l'",15,76,29,12,76,34,27,152,63,
082541,"Esquirol, l'",137,717,244,139,675,274,276,1392,518,
250886,Estamariu,9,38,25,8,31,14,17,69,39,
080790,"Estany, l'",35,129,51,16,109,68,51,238,119,
250851,Estaràs,5,43,31,12,46,19,17,89,50,
250864,Esterri d'Àneu,47,284,51,55,292,75,102,576,126,
250870,Esterri de Cardós,5,23,6,5,19,6,10,42,12,
430555,Falset,229,864,266,200,831,345,429,1695,611,
170059,"Far d'Empordà, el",51,211,49,50,182,59,101,393,108,
250899,Farrera,6,42,15,6,28,11,12,70,26,
430568,"Fatarella, la",36,269,146,49,244,182,85,513,328,
430574,"Febró, la",0,16,9,0,11,4,0,27,13,
081347,Figaró-Montmany,72,389,98,91,367,125,163,756,223,
080804,Fígols,2,18,6,1,9,7,3,27,13,
259084,Fígols i Alinyà,11,89,40,10,59,35,21,148,75,
430580,"Figuera, la",3,42,17,3,27,22,6,69,39,
170669,Figueres,4319,15967,3077,4020,15581,4271,8339,31548,7348,
430593,Figuerola del Camp,27,108,29,24,102,39,51,210,68,
170675,Flaçà,93,368,90,90,352,137,183,720,227,
430607,Flix,184,1105,434,159,990,538,343,2095,972,
250925,"Floresta, la",2,55,19,6,37,21,8,92,40,
080826,Fogars de la Selva,90,530,137,88,474,150,178,1004,287,
080811,Fogars de Montclús,47,160,42,44,144,38,91,304,80,
170681,Foixà,11,100,40,15,84,53,26,184,93,
080832,Folgueroles,219,763,168,198,713,204,417,1476,372,
250931,Fondarella,51,266,71,56,248,84,107,514,155,
080847,Fonollosa,105,495,152,95,467,145,200,962,297,
170694,Fontanals de Cerdanya,20,140,52,30,140,55,50,280,107,
170708,Fontanilles,9,53,19,8,37,20,17,90,39,
170715,Fontcoberta,135,466,131,117,490,130,252,956,261,
080850,Font-rubí,101,487,156,100,421,149,201,908,305,
250946,Foradada,15,88,29,10,36,25,25,124,54,
179026,Forallac,119,539,169,119,551,198,238,1090,367,
430614,Forès,1,13,12,0,8,9,1,21,21,
170736,Fornells de la Selva,278,885,170,242,905,190,520,1790,360,
170741,Fortià,56,267,72,55,251,86,111,518,158,
080863,"Franqueses del Vallès, les",1942,7084,1305,1857,6667,1509,3799,13751,2814,
430629,Freginals,16,149,41,11,104,64,27,253,105,
250962,"Fuliola, la",98,401,121,106,353,171,204,754,292,
250978,Fulleda,1,33,19,2,30,17,3,63,36,
080902,Gaià,14,68,16,14,55,16,28,123,32,
430635,"Galera, la",49,238,95,39,200,115,88,438,210,
080879,Gallifa,10,62,17,5,52,21,15,114,38,
430640,Gandesa,243,1024,322,213,912,382,456,1936,704,
430653,Garcia,33,162,64,33,156,79,66,318,143,
430666,"Garidells, els",9,69,18,12,66,16,21,135,34,
080885,"Garriga, la",1410,5441,1205,1298,5676,1638,2708,11117,2843,
170754,Garrigàs,38,156,40,33,143,41,71,299,81,
170767,Garrigoles,13,57,18,15,46,18,28,103,36,
170773,Garriguella,61,268,96,70,263,95,131,531,191,
080898,Gavà,3875,15512,3635,3610,15706,4719,7485,31218,8354,
250984,Gavet de la Conca,10,79,42,9,68,53,19,147,95,
080919,Gelida,689,2628,525,640,2519,669,1329,5147,1194,
170789,Ger,38,140,44,42,140,45,80,280,89,
259123,Gimenells i el Pla de la Font,80,399,121,72,308,140,152,707,261,
430672,Ginestar,42,249,116,27,212,118,69,461,234,
170792,Girona,8577,34421,6811,8024,35959,9577,16601,70380,16388,
080924,Gironella,399,1506,556,334,1444,707,733,2950,1263,
080930,Gisclareny,2,10,4,0,8,2,2,18,6,
430688,Godall,25,174,97,37,165,100,62,339,197,
250997,Golmés,144,640,156,167,574,174,311,1214,330,
170806,Gombrèn,21,57,17,14,56,27,35,113,44,
251001,Gósol,10,78,30,7,52,29,17,130,59,
080945,"Granada, la",196,755,146,189,729,193,385,1484,339,
251018,"Granadella, la",50,241,101,32,184,108,82,425,209,
080958,Granera,3,37,12,2,17,6,5,54,18,
251023,"Granja d'Escarp, la",48,359,102,54,230,129,102,589,231,
080961,Granollers,4780,21335,4776,4482,20594,6452,9262,41929,11228,
251039,Granyanella,5,46,29,4,42,17,9,88,46,
251057,Granyena de les Garrigues,9,54,22,6,29,20,15,83,42,
251044,Granyena de Segarra,6,50,26,13,31,25,19,81,51,
430691,Gratallops,9,90,29,7,65,37,16,155,66,
080977,Gualba,155,544,95,155,476,123,310,1020,218,
170813,Gualta,37,156,41,27,108,33,64,264,74,
080996,Guardiola de Berguedà,45,333,114,55,272,122,100,605,236,
430705,"Guiamets, els",9,89,35,12,78,55,21,167,90,
170828,Guils de Cerdanya,37,203,54,39,165,51,76,368,105,
251095,Guimerà,10,86,45,16,59,55,26,145,100,
259031,"Guingueta d'Àneu, la",16,100,40,13,83,37,29,183,77,
251109,Guissona,742,2846,305,636,2321,398,1378,5167,703,
251116,Guixers,8,48,24,4,29,19,12,77,43,
081000,Gurb,227,958,214,207,863,244,434,1821,458,
430712,Horta de Sant Joan,74,366,159,56,312,179,130,678,338,
081017,"Hospitalet de Llobregat, l'",19303,88420,22566,18192,89701,31200,37495,178121,53766,
081629,"Hostalets de Pierola, els",257,1070,191,246,984,232,503,2054,423,
170834,Hostalric,382,1447,329,358,1353,422,740,2800,751,
081022,Igualada,3418,13219,3436,3225,12764,4680,6643,25983,8116,
251155,Isona i Conca Dellà,62,336,164,51,266,163,113,602,327,
170849,Isòvol,23,105,35,19,72,27,42,177,62,
251137,Ivars d'Urgell,100,504,202,105,380,246,205,884,448,
251121,Ivars de Noguera,19,113,41,20,91,48,39,204,89,
251142,Ivorra,0,44,15,2,26,21,2,70,36,
170852,Jafre,30,132,47,19,101,58,49,233,105,
170865,"Jonquera, la",305,1136,220,268,1119,272,573,2255,492,
081038,Jorba,72,307,50,63,279,62,135,586,112,
259101,Josa i Tuixén,2,40,17,3,27,14,5,67,31,
170871,Juià,26,111,26,24,100,32,50,211,58,
251180,Juncosa,10,144,52,24,103,62,34,247,114,
251193,Juneda,286,1237,354,233,980,411,519,2217,765,
251214,Les,60,350,54,80,348,79,140,698,133,
251229,Linyola,191,909,267,205,836,309,396,1745,576,
081043,"Llacuna, la",57,331,105,57,232,121,114,563,226,
170887,Lladó,80,263,68,92,276,65,172,539,133,
251235,Lladorre,13,77,29,13,72,33,26,149,62,
251240,Lladurs,8,56,31,11,53,21,19,109,52,
081056,"Llagosta, la",1057,4515,1119,1062,4357,1477,2119,8872,2596,
170890,Llagostera,748,2973,652,734,2722,818,1482,5695,1470,
170904,Llambilles,61,244,61,48,231,68,109,475,129,
170911,Llanars,36,163,75,34,161,66,70,324,141,
170926,Llançà,328,1559,466,304,1511,607,632,3070,1073,
251253,Llardecans,23,141,73,15,113,79,38,254,152,
251266,Llavorsí,20,118,38,19,114,37,39,232,75,
251207,Lleida,11042,47974,10525,10463,45670,14729,21505,93644,25254,
170932,Llers,81,406,122,93,394,141,174,800,263,
251272,Lles de Cerdanya,17,99,41,14,70,29,31,169,70,
081075,Lliçà d'Amunt,1258,5392,1256,1166,5088,1309,2424,10480,2565,
081081,Lliçà de Vall,516,2191,612,435,2126,617,951,4317,1229,
251288,Llimiana,9,49,28,6,35,19,15,84,47,
081069,Llinars del Vallès,778,3404,809,670,3354,1003,1448,6758,1812,
170947,Llívia,91,524,130,100,456,130,191,980,260,
430727,"Lloar, el",4,36,16,8,29,12,12,65,28,
251291,Llobera,18,61,28,7,46,28,25,107,56,
430733,Llorac,3,30,15,4,30,9,7,60,24,
430748,Llorenç del Penedès,199,770,211,174,759,282,373,1529,493,
170950,Lloret de Mar,3093,14240,2593,2916,13094,3153,6009,27334,5746,
170963,"Llosses, les",20,84,17,14,61,16,34,145,33,
081094,Lluçà,21,93,21,32,87,22,53,180,43,
171024,Maçanet de Cabrenys,32,229,91,34,196,116,66,425,207,
171030,Maçanet de la Selva,498,2522,616,552,2196,682,1050,4718,1298,
170979,Madremanya,27,83,27,25,95,31,52,178,58,
170985,Maià de Montcal,28,182,50,32,124,47,60,306,97,
251333,Maials,41,329,130,45,230,134,86,559,264,
251305,Maldà,14,65,30,8,66,44,22,131,74,
081108,Malgrat de Mar,1341,6312,1676,1272,5932,2239,2613,12244,3915,
081115,Malla,24,88,26,19,83,32,43,171,58,
081120,Manlleu,1826,7111,1575,1776,6535,2089,3602,13646,3664,
081136,Manresa,6434,25408,6493,6016,24885,9009,12450,50293,15502,
430764,Marçà,41,207,64,38,182,68,79,389,132,
430751,Margalef,5,41,17,4,24,15,9,65,32,
082423,Marganell,15,86,26,9,91,39,24,177,65,
081141,Martorell,2511,10094,2050,2351,9101,2665,4862,19195,4715,
081154,Martorelles,355,1633,447,330,1527,528,685,3160,975,
430770,Mas de Barberans,23,174,84,27,155,101,50,329,185,
171002,Masarac,15,112,23,18,89,31,33,201,54,
430786,Masdenverge,76,338,132,60,331,134,136,669,266,
081167,"Masies de Roda, les",55,235,78,49,221,81,104,456,159,
081173,"Masies de Voltregà, les",219,1053,277,210,1045,328,429,2098,605,
430799,Masllorenç,38,190,46,30,146,55,68,336,101,
081189,"Masnou, el",1767,7818,1939,1670,7882,2755,3437,15700,4694,
430803,"Masó, la",23,83,42,16,75,41,39,158,83,
430810,Maspujols,83,279,59,64,275,63,147,554,122,
081192,Masquefa,801,3347,610,797,3134,713,1598,6481,1323,
430825,"Masroig, el",23,178,72,26,126,67,49,304,139,
251312,Massalcoreig,22,272,60,28,151,77,50,423,137,
171019,Massanes,81,246,93,73,225,78,154,471,171,
251327,Massoteres,16,83,18,20,59,16,36,142,34,
081206,Matadepera,879,3113,764,799,3094,847,1678,6207,1611,
081213,Mataró,10698,44027,9751,10038,42008,13139,20736,86035,22890,
081228,Mediona,205,766,221,184,727,266,389,1493,487,
251348,Menàrguens,38,311,96,41,220,107,79,531,203,
170998,Meranges,8,38,9,7,29,9,15,67,18,
171058,Mieres,24,118,34,24,100,45,48,218,79,
430831,"Milà, el",13,61,17,17,59,23,30,120,40,
251351,Miralcamp,119,454,144,115,401,152,234,855,296,
430846,Miravet,56,229,90,42,184,105,98,413,195,
081385,Moià,487,2298,496,482,1991,629,969,4289,1125,
430859,"Molar, el",11,101,43,8,75,53,19,176,96,
