Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
080253,"Bruc, el",212,733,125,174,605,142,386,1338,267
080266,"Brull, el",34,92,19,20,78,20,54,170,39
170280,Brunyola i Sant Martí Sapresa,28,122,47,31,115,48,59,237,95
430350,Cabacés,14,109,40,25,88,50,39,197,90
250609,Cabanabona,3,28,10,2,20,25,5,48,35
170314,Cabanelles,17,92,27,16,64,27,33,156,54
170307,Cabanes,79,315,95,73,259,100,152,574,195
080272,"Cabanyes, les",105,332,60,100,298,66,205,630,126
250616,Cabó,3,34,13,5,27,16,8,61,29
430363,Cabra del Camp,109,370,109,78,348,101,187,718,210
080288,Cabrera d'Anoia,124,493,96,120,425,105,244,918,201
080291,Cabrera de Mar,387,1581,307,354,1545,351,741,3126,658
080305,Cabrils,734,2393,427,689,2505,449,1423,4898,876
170329,Cadaqués,225,942,201,228,953,271,453,1895,472
080312,Calaf,300,1191,302,272,1045,365,572,2236,667
430379,Calafell,2050,8209,1951,1868,8027,2228,3918,16236,4179
080348,Calders,79,340,72,79,290,89,158,630,161
080327,Caldes d'Estrac,191,894,229,202,906,316,393,1800,545
170335,Caldes de Malavella,640,2397,518,608,2361,606,1248,4758,1124
080333,Caldes de Montbui,1502,5822,1228,1400,5576,1628,2902,11398,2856
080351,Calella,1438,6102,1456,1371,5884,2056,2809,11986,3512
080370,Calldetenes,195,886,161,179,820,188,374,1706,349
080386,Callús,191,632,139,180,621,222,371,1253,361
080364,Calonge de Segarra,13,61,25,11,57,35,24,118,60
170340,Calonge i Sant Antoni,840,3533,925,762,3435,1046,1602,6968,1971
250621,Camarasa,52,295,107,39,275,143,91,570,250
439039,Camarles,270,1184,350,241,1051,418,511,2235,768
430385,Cambrils,2972,11344,2113,2927,11369,2576,5899,22713,4689
170353,Camós,54,217,74,47,204,90,101,421,164
170366,Campdevànol,247,1027,386,212,1013,510,459,2040,896
170372,Campelles,4,46,17,10,40,15,14,86,32
080399,Campins,41,191,29,47,177,36,88,368,65
170388,Campllong,56,173,28,69,157,32,125,330,60
170391,Camprodon,143,767,239,166,718,326,309,1485,565
250637,Canejan,0,39,18,6,28,11,6,67,29
170405,Canet d'Adri,56,223,52,40,201,72,96,424,124
080403,Canet de Mar,1195,4516,1150,1095,4546,1621,2290,9062,2771
439076,"Canonja, la",510,2027,359,525,1939,447,1035,3966,806
080410,Canovelles,1558,5705,1014,1455,5056,1166,3013,10761,2180
080425,Cànoves i Samalús,226,1004,224,251,919,239,477,1923,463
170412,Cantallops,22,111,30,23,96,42,45,207,72
080431,Canyelles,417,1534,266,409,1452,267,826,2986,533
430398,Capafonts,0,39,18,6,33,18,6,72,36
430402,Capçanes,20,134,49,24,125,59,44,259,108
080446,Capellades,408,1750,468,401,1664,593,809,3414,1061
170427,Capmany,47,194,82,44,167,78,91,361,160
080459,Capolat,8,29,4,10,29,8,18,58,12
080462,Cardedeu,1756,5847,1109,1637,5920,1429,3393,11767,2538
080478,Cardona,298,1599,516,322,1438,748,620,3037,1264
080484,Carme,73,271,80,54,249,90,127,520,170
430419,Caseres,10,82,42,13,79,41,23,161,83
170448,Cassà de la Selva,867,3531,664,847,3068,945,1714,6599,1609
080497,Casserres,89,505,182,84,485,224,173,990,406
080575,Castell de l'Areny,5,29,8,2,24,7,7,53,15
259046,Castell de Mur,6,54,25,10,39,29,16,93,54
250642,Castellar de la Ribera,15,42,20,13,42,17,28,84,37
080522,Castellar de n'Hug,6,66,14,7,44,22,13,110,36
080500,Castellar del Riu,17,56,23,12,47,16,29,103,39
080517,Castellar del Vallès,2243,7861,1434,2089,7935,1878,4332,15796,3312
080538,Castellbell i el Vilar,311,1239,306,304,1102,362,615,2341,668
080543,Castellbisbal,1337,4307,687,1203,4113,787,2540,8420,1474
080556,Castellcir,60,257,50,73,212,66,133,469,116
250674,Castelldans,57,359,112,54,270,124,111,629,236
080569,Castelldefels,5728,21888,3670,5299,21950,4720,11027,43838,8390
080581,Castellet i la Gornal,164,758,205,170,714,226,334,1472,431
170464,Castellfollit de la Roca,91,316,111,69,292,134,160,608,245
080608,Castellfollit de Riubregós,10,67,20,3,50,27,13,117,47
080594,Castellfollit del Boix,41,140,36,26,137,48,67,277,84
080615,Castellgalí,196,697,158,183,627,161,379,1324,319
080620,Castellnou de Bages,123,428,78,142,399,71,265,827,149
250680,Castellnou de Seana,54,244,88,54,196,104,108,440,192
170470,Castelló d'Empúries,894,3911,1030,906,3659,1073,1800,7570,2103
250693,Castelló de Farfanya,40,185,79,22,155,84,62,340,163
080636,Castellolí,43,194,38,65,179,52,108,373,90
170486,Castell-Platja d'Aro,824,3662,823,782,3688,942,1606,7350,1765
250707,Castellserà,55,360,131,69,295,173,124,655,304
080641,Castellterçol,184,774,233,180,721,308,364,1495,541
430424,Castellvell del Camp,285,987,162,282,994,159,567,1981,321
080654,Castellví de la Marca,131,525,146,124,483,180,255,1008,326
080667,Castellví de Rosanes,147,614,110,151,587,151,298,1201,261
430430,"Catllar, el",407,1504,267,339,1436,269,746,2940,536
250714,Cava,1,22,11,2,15,9,3,37,20
171899,"Cellera de Ter, la",160,684,190,160,622,255,320,1306,445
170499,Celrà,543,1770,206,546,1721,267,1089,3491,473
080673,Centelles,622,2403,571,598,2336,803,1220,4739,1374
082687,Cercs,75,402,151,59,343,216,134,745,367
082665,Cerdanyola del Vallès,4608,19541,4043,4298,19755,5157,8906,39296,9200
080689,Cervelló,768,3087,568,736,2942,710,1504,6029,1278
250729,Cervera,863,3050,642,774,2855,855,1637,5905,1497
250735,Cervià de les Garrigues,35,231,99,36,189,118,71,420,217
170502,Cervià de Ter,96,294,80,81,292,91,177,586,171
170519,Cistella,20,93,30,25,95,30,45,188,60
250740,Ciutadilla,12,67,35,6,61,28,18,128,63
250753,Clariana de Cardener,9,49,13,13,44,12,22,93,25
250766,"Cogul, el",5,64,34,10,48,29,15,112,63
170545,Colera,24,176,74,25,158,75,49,334,149
250772,Coll de Nargó,33,199,64,29,182,80,62,381,144
080692,Collbató,553,1507,226,472,1423,246,1025,2930,472
430458,Colldejou,7,63,23,9,55,15,16,118,38
080706,Collsuspina,31,110,36,30,106,25,61,216,61
170558,Colomers,15,59,21,12,60,28,27,119,49
251636,"Coma i la Pedra, la",17,124,23,11,75,19,28,199,42
251615,Conca de Dalt,24,150,57,26,121,65,50,271,122
430461,Conesa,3,47,12,4,38,18,7,85,30
430477,Constantí,652,2338,406,601,2065,477,1253,4403,883
080713,Copons,32,97,34,29,96,35,61,193,69
430483,Corbera d'Ebre,76,393,135,67,322,143,143,715,278
080728,Corbera de Llobregat,1411,4901,822,1293,4815,995,2704,9716,1817
250788,Corbins,119,512,118,108,385,158,227,897,276
170577,Corçà,99,403,122,86,408,139,185,811,261
080734,Cornellà de Llobregat,6705,28311,7117,6543,27904,9654,13248,56215,16771
170561,Cornellà del Terri,195,726,218,162,704,230,357,1430,448
430496,Cornudella de Montsant,57,347,105,51,270,124,108,617,229
430509,Creixell,278,1148,343,265,1059,387,543,2207,730
170583,Crespià,24,76,24,16,77,28,40,153,52
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",97,449,108,92,432,106,189,881,214
080749,Cubelles,1347,4965,1003,1255,4759,1152,2602,9724,2155
250791,Cubells,19,136,57,16,109,58,35,245,115
430516,Cunit,963,3817,1189,988,3758,1274,1951,7575,2463
170600,Darnius,27,177,67,26,155,82,53,332,149
170617,Das,20,74,25,25,56,20,45,130,45
439018,Deltebre,930,3885,1142,815,3708,1351,1745,7593,2493
080752,Dosrius,515,1794,302,474,1735,317,989,3529,619
430537,Duesaigües,9,94,30,15,62,29,24,156,59
170622,"Escala, l'",733,3424,992,665,3267,1062,1398,6691,2054
080765,Esparreguera,1937,7638,1443,1835,7069,1763,3772,14707,3206
170638,Espinelves,13,67,17,17,54,28,30,121,45
250812,"Espluga Calba, l'",18,125,56,27,92,77,45,217,133
430542,"Espluga de Francolí, l'",249,1278,340,277,1204,488,526,2482,828
080771,Esplugues de Llobregat,3313,14763,4174,3030,15426,5427,6343,30189,9601
170643,Espolla,28,129,53,23,124,60,51,253,113
170656,Esponellà,50,136,43,40,132,57,90,268,100
250827,Espot,23,145,25,24,106,34,47,251,59
080787,"Espunyola, l'",17,79,33,10,85,35,27,164,68
082541,"Esquirol, l'",161,738,202,146,670,271,307,1408,473
250886,Estamariu,9,34,28,6,27,15,15,61,43
080790,"Estany, l'",28,137,41,16,120,65,44,257,106
250851,Estaràs,8,60,27,8,50,23,16,110,50
250864,Esterri d'Àneu,53,326,59,52,291,85,105,617,144
250870,Esterri de Cardós,4,27,5,4,25,7,8,52,12
430555,Falset,242,929,258,219,872,318,461,1801,576
170059,"Far d'Empordà, el",59,180,46,61,167,50,120,347,96
250899,Farrera,9,50,13,9,34,10,18,84,23
430568,"Fatarella, la",46,320,158,61,278,188,107,598,346
430574,"Febró, la",0,24,5,1,7,3,1,31,8
081347,Figaró-Montmany,83,372,95,90,340,116,173,712,211
080804,Fígols,3,12,7,3,10,8,6,22,15
259084,Fígols i Alinyà,15,89,43,10,61,42,25,150,85
430580,"Figuera, la",2,45,19,2,31,19,4,76,38
170669,Figueres,4106,15647,2736,3955,15004,3996,8061,30651,6732
430593,Figuerola del Camp,24,112,29,40,98,42,64,210,71
170675,Flaçà,81,330,94,74,333,129,155,663,223
430607,Flix,188,1276,423,189,1147,572,377,2423,995
250925,"Floresta, la",11,58,20,10,39,24,21,97,44
080826,Fogars de la Selva,114,551,129,130,466,122,244,1017,251
080811,Fogars de Montclús,56,163,38,43,142,40,99,305,78
170681,Foixà,22,95,39,21,97,46,43,192,85
080832,Folgueroles,278,704,156,247,695,179,525,1399,335
250931,Fondarella,66,300,58,63,279,72,129,579,130
080847,Fonollosa,118,501,120,106,470,114,224,971,234
170694,Fontanals de Cerdanya,15,170,44,24,144,46,39,314,90
170708,Fontanilles,16,56,20,9,37,22,25,93,42
170715,Fontcoberta,118,496,90,129,504,105,247,1000,195
080850,Font-rubí,96,445,158,113,381,160,209,826,318
250946,Foradada,8,64,31,8,43,28,16,107,59
179026,Forallac,119,581,146,123,584,176,242,1165,322
430614,Forès,0,16,9,0,10,11,0,26,20
170736,Fornells de la Selva,259,813,137,267,840,163,526,1653,300
170741,Fortià,58,216,72,63,226,75,121,442,147
080863,"Franqueses del Vallès, les",1956,6752,1047,1801,6350,1264,3757,13102,2311
430629,Freginals,17,141,55,11,112,69,28,253,124
250962,"Fuliola, la",111,410,132,101,369,171,212,779,303
250978,Fulleda,1,31,15,2,32,17,3,63,32
080902,Gaià,13,68,9,12,50,11,25,118,20
430635,"Galera, la",44,275,90,50,232,109,94,507,199
080879,Gallifa,9,80,14,12,71,16,21,151,30
430640,Gandesa,224,1060,306,198,935,368,422,1995,674
430653,Garcia,32,181,75,39,152,80,71,333,155
430666,"Garidells, els",13,63,13,7,68,18,20,131,31
080885,"Garriga, la",1467,5168,1026,1351,5356,1394,2818,10524,2420
170754,Garrigàs,21,148,42,25,122,40,46,270,82
170767,Garrigoles,6,58,23,11,42,19,17,100,42
170773,Garriguella,78,282,72,70,265,90,148,547,162
080898,Gavà,4056,15557,3196,3771,15660,4086,7827,31217,7282
250984,Gavet de la Conca,14,85,52,9,83,60,23,168,112
080919,Gelida,709,2425,466,673,2337,584,1382,4762,1050
170789,Ger,37,150,46,27,128,44,64,278,90
259123,Gimenells i el Pla de la Font,68,381,128,74,314,164,142,695,292
430672,Ginestar,48,274,100,44,234,119,92,508,219
170792,Girona,8605,32328,5801,8151,34003,8339,16756,66331,14140
080924,Gironella,325,1634,498,330,1489,711,655,3123,1209
080930,Gisclareny,0,12,3,0,9,1,0,21,4
430688,Godall,28,199,113,32,192,109,60,391,222
250997,Golmés,143,592,134,159,540,166,302,1132,300
170806,Gombrèn,20,59,16,13,62,25,33,121,41
251001,Gósol,7,93,27,3,56,30,10,149,57
080945,"Granada, la",203,726,133,168,675,168,371,1401,301
251018,"Granadella, la",43,231,100,30,191,120,73,422,220
080958,Granera,1,40,11,4,18,6,5,58,17
251023,"Granja d'Escarp, la",42,353,110,54,285,128,96,638,238
080961,Granollers,4863,20635,4140,4531,20099,5662,9394,40734,9802
251039,Granyanella,10,48,23,5,42,19,15,90,42
251057,Granyena de les Garrigues,6,60,30,4,35,27,10,95,57
251044,Granyena de Segarra,4,37,26,7,33,29,11,70,55
430691,Gratallops,14,83,32,11,73,30,25,156,62
080977,Gualba,152,484,93,148,442,110,300,926,203
170813,Gualta,29,133,33,28,101,38,57,234,71
080996,Guardiola de Berguedà,53,339,108,54,266,117,107,605,225
430705,"Guiamets, els",6,94,34,14,93,51,20,187,85
170828,Guils de Cerdanya,34,213,35,36,174,44,70,387,79
251095,Guimerà,7,91,64,8,63,62,15,154,126
259031,"Guingueta d'Àneu, la",18,120,31,20,89,39,38,209,70
251109,Guissona,691,2655,259,650,2212,360,1341,4867,619
251116,Guixers,3,49,24,4,39,9,7,88,33
081000,Gurb,246,905,173,203,830,188,449,1735,361
430712,Horta de Sant Joan,74,394,165,66,340,180,140,734,345
081017,"Hospitalet de Llobregat, l'",18215,83270,21784,17111,83681,29457,35326,166951,51241
081629,"Hostalets de Pierola, els",322,1036,158,279,963,184,601,1999,342
170834,Hostalric,350,1380,295,334,1288,363,684,2668,658
081022,Igualada,3401,12650,2922,3193,12403,4182,6594,25053,7104
251155,Isona i Conca Dellà,52,336,160,57,290,154,109,626,314
170849,Isòvol,14,126,27,11,95,28,25,221,55
251137,Ivars d'Urgell,102,552,189,110,420,234,212,972,423
251121,Ivars de Noguera,17,124,41,20,95,53,37,219,94
251142,Ivorra,6,38,15,3,28,25,9,66,40
170852,Jafre,32,146,40,19,107,52,51,253,92
170865,"Jonquera, la",300,1077,199,252,1042,245,552,2119,444
081038,Jorba,86,281,53,69,281,68,155,562,121
259101,Josa i Tuixén,5,52,17,4,34,16,9,86,33
170871,Juià,38,113,26,29,103,31,67,216,57
251180,Juncosa,10,164,64,25,106,69,35,270,133
251193,Juneda,280,1235,328,233,1022,399,513,2257,727
251214,Les,74,355,52,77,339,71,151,694,123
251229,Linyola,199,910,252,203,811,302,402,1721,554
081043,"Llacuna, la",67,327,100,46,239,127,113,566,227
170887,Lladó,74,242,62,81,243,65,155,485,127
251235,Lladorre,13,81,20,20,71,27,33,152,47
251240,Lladurs,8,67,31,11,49,29,19,116,60
081056,"Llagosta, la",1191,4411,1018,1153,4353,1304,2344,8764,2322
170890,Llagostera,725,2886,606,709,2509,763,1434,5395,1369
170904,Llambilles,79,240,58,75,227,59,154,467,117
170911,Llanars,28,185,50,30,153,63,58,338,113
170926,Llançà,346,1626,489,348,1562,599,694,3188,1088
251253,Llardecans,21,156,80,21,126,93,42,282,173
251266,Llavorsí,26,118,44,19,123,37,45,241,81
251207,Lleida,11272,48263,9376,10762,46118,13385,22034,94381,22761
170932,Llers,100,397,122,99,396,128,199,793,250
251272,Lles de Cerdanya,16,101,39,14,62,28,30,163,67
081075,Lliçà d'Amunt,1386,5023,1057,1289,4827,1114,2675,9850,2171
081081,Lliçà de Vall,545,2172,507,509,2131,490,1054,4303,997
251288,Llimiana,5,57,33,2,39,23,7,96,56
081069,Llinars del Vallès,839,3238,655,758,3174,872,1597,6412,1527
170947,Llívia,105,619,112,97,477,126,202,1096,238
430727,"Lloar, el",8,34,16,6,29,17,14,63,33
251291,Llobera,17,66,21,10,62,25,27,128,46
430733,Llorac,5,41,15,5,33,13,10,74,28
430748,Llorenç del Penedès,216,744,170,193,722,261,409,1466,431
170950,Lloret de Mar,3169,14695,2108,2822,13300,2530,5991,27995,4638
170963,"Llosses, les",8,93,20,13,60,17,21,153,37
081094,Lluçà,17,93,20,27,74,26,44,167,46
171024,Maçanet de Cabrenys,49,248,97,46,224,117,95,472,214
171030,Maçanet de la Selva,566,2469,532,579,2198,619,1145,4667,1151
170979,Madremanya,33,82,25,16,100,27,49,182,52
170985,Maià de Montcal,38,140,45,44,129,47,82,269,92
251333,Maials,52,320,129,60,245,153,112,565,282
251305,Maldà,15,75,27,7,62,41,22,137,68
081108,Malgrat de Mar,1456,6309,1479,1332,5892,1949,2788,12201,3428
081115,Malla,19,86,26,17,87,31,36,173,57
081120,Manlleu,1891,6785,1436,1847,6362,1958,3738,13147,3394
081136,Manresa,6206,24684,5919,5803,23876,8809,12009,48560,14728
430764,Marçà,46,200,70,43,181,71,89,381,141
430751,Margalef,4,42,19,1,25,17,5,67,36
082423,Marganell,23,97,23,14,98,42,37,195,65
081141,Martorell,2714,9748,1851,2545,8642,2395,5259,18390,4246
081154,Martorelles,355,1628,399,339,1547,515,694,3175,914
430770,Mas de Barberans,31,205,70,33,172,108,64,377,178
171002,Masarac,18,106,29,16,82,33,34,188,62
430786,Masdenverge,67,385,119,65,346,124,132,731,243
081167,"Masies de Roda, les",59,241,65,45,244,83,104,485,148
081173,"Masies de Voltregà, les",277,1072,221,264,1056,296,541,2128,517
430799,Masllorenç,46,182,52,37,142,60,83,324,112
081189,"Masnou, el",1771,7535,1644,1606,7794,2392,3377,15329,4036
430803,"Masó, la",22,85,46,16,82,37,38,167,83
430810,Maspujols,65,279,59,70,252,57,135,531,116
081192,Masquefa,855,2895,496,846,2725,589,1701,5620,1085
430825,"Masroig, el",38,169,76,30,146,75,68,315,151
251312,Massalcoreig,23,212,57,23,167,78,46,379,135
171019,Massanes,73,252,67,61,211,59,134,463,126
251327,Massoteres,24,67,17,19,52,17,43,119,34
081206,Matadepera,913,2889,630,801,2903,705,1714,5792,1335
081213,Mataró,10714,42687,8459,10015,40670,11735,20729,83357,20194
081228,Mediona,215,734,213,203,688,258,418,1422,471
251348,Menàrguens,52,335,102,44,234,120,96,569,222
170998,Meranges,10,29,14,3,27,11,13,56,25
171058,Mieres,20,113,32,24,99,38,44,212,70
430831,"Milà, el",12,52,22,14,50,24,26,102,46
251351,Miralcamp,107,461,129,103,434,150,210,895,279
430846,Miravet,55,266,95,47,206,105,102,472,200
081385,Moià,518,1948,428,535,1782,549,1053,3730,977
430859,"Molar, el",14,100,46,12,78,43,26,178,89
081234,Molins de Rei,2308,8287,1683,2211,8410,2253,4519,16697,3936
251370,Mollerussa,1434,5378,817,1378,4822,1134,2812,10200,1951
171061,Mollet de Peralada,15,56,25,11,44,31,26,100,56
081249,Mollet del Vallès,4599,17764,3335,4485,17247,4289,9084,35011,7624
171077,Molló,17,110,38,23,105,46,40,215,84
251364,"Molsosa, la",2,38,18,7,35,16,9,73,34
081287,Monistrol de Calders,56,246,62,36,222,73,92,468,135
081271,Monistrol de Montserrat,228,1013,254,218,922,310,446,1935,564
171096,Montagut i Oix,73,346,88,65,289,109,138,635,197
430862,Montblanc,603,2579,543,528,2370,736,1131,4949,1279
430884,Montbrió del Camp,226,943,180,220,858,223,446,1801,403
081252,Montcada i Reixac,3110,11767,2135,2925,11530,2927,6035,23297,5062
081304,Montclar,13,33,13,6,36,16,19,69,29
251399,Montellà i Martinet,28,240,67,25,185,78,53,425,145
