Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
171899,"Cellera de Ter, la",154,641,209,154,587,261,308,1228,470
170499,Celrà,596,1859,240,585,1796,300,1181,3655,540
080673,Centelles,642,2392,598,614,2334,837,1256,4726,1435
082687,Cercs,57,385,131,57,327,209,114,712,340
082665,Cerdanyola del Vallès,4472,19278,4539,4132,19567,5735,8604,38845,10274
080689,Cervelló,778,3021,644,746,2947,773,1524,5968,1417
250729,Cervera,818,3092,649,782,2848,848,1600,5940,1497
250735,Cervià de les Garrigues,30,220,98,32,171,109,62,391,207
170502,Cervià de Ter,89,300,84,76,288,86,165,588,170
170519,Cistella,21,96,35,26,93,33,47,189,68
250740,Ciutadilla,11,62,36,8,57,28,19,119,64
250753,Clariana de Cardener,7,51,14,11,48,14,18,99,28
250766,"Cogul, el",5,48,34,4,43,28,9,91,62
170545,Colera,15,163,64,23,145,71,38,308,135
250772,Coll de Nargó,32,186,68,28,168,76,60,354,144
080692,Collbató,490,1501,283,414,1413,293,904,2914,576
430458,Colldejou,9,62,20,7,53,19,16,115,39
080706,Collsuspina,29,115,33,31,103,27,60,218,60
170558,Colomers,11,54,23,8,57,26,19,111,49
251636,"Coma i la Pedra, la",14,116,27,4,77,21,18,193,48
251615,Conca de Dalt,28,137,68,24,126,62,52,263,130
430461,Conesa,5,36,16,2,35,17,7,71,33
430477,Constantí,652,2292,424,587,2050,488,1239,4342,912
080713,Copons,26,99,33,30,94,34,56,193,67
430483,Corbera d'Ebre,75,347,144,51,296,148,126,643,292
080728,Corbera de Llobregat,1336,4985,899,1243,4861,1115,2579,9846,2014
250788,Corbins,126,515,123,97,387,163,223,902,286
170577,Corçà,125,382,126,80,387,145,205,769,271
080734,Cornellà de Llobregat,6660,28007,7356,6493,28029,10065,13153,56036,17421
170561,Cornellà del Terri,196,744,229,172,701,238,368,1445,467
430496,Cornudella de Montsant,50,354,99,60,276,114,110,630,213
430509,Creixell,265,1116,380,248,1026,430,513,2142,810
170583,Crespià,26,81,24,19,82,27,45,163,51
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",106,437,117,93,417,126,199,854,243
080749,Cubelles,1331,4978,1119,1252,4735,1300,2583,9713,2419
250791,Cubells,19,126,53,17,101,57,36,227,110
430516,Cunit,925,3710,1267,945,3761,1433,1870,7471,2700
170600,Darnius,25,185,69,41,158,86,66,343,155
170617,Das,20,85,16,26,57,19,46,142,35
439018,Deltebre,840,3830,1123,771,3573,1362,1611,7403,2485
080752,Dosrius,500,1784,338,432,1787,357,932,3571,695
430537,Duesaigües,12,99,29,12,63,28,24,162,57
170622,"Escala, l'",706,3522,1085,693,3256,1145,1399,6778,2230
080765,Esparreguera,1893,7637,1558,1762,7150,1889,3655,14787,3447
170638,Espinelves,13,72,14,17,59,28,30,131,42
250812,"Espluga Calba, l'",17,107,58,21,88,72,38,195,130
430542,"Espluga de Francolí, l'",250,1227,330,286,1189,474,536,2416,804
080771,Esplugues de Llobregat,3376,14092,4499,3112,14970,5841,6488,29062,10340
170643,Espolla,31,126,52,24,127,63,55,253,115
170656,Esponellà,40,135,41,38,125,53,78,260,94
250827,Espot,18,146,30,18,116,37,36,262,67
080787,"Espunyola, l'",13,81,29,10,79,28,23,160,57
082541,"Esquirol, l'",149,721,228,132,668,263,281,1389,491
250886,Estamariu,10,35,27,8,29,15,18,64,42
080790,"Estany, l'",32,126,43,21,116,67,53,242,110
250851,Estaràs,7,50,28,5,47,21,12,97,49
250864,Esterri d'Àneu,49,274,46,49,271,80,98,545,126
250870,Esterri de Cardós,5,24,5,5,22,6,10,46,11
430555,Falset,234,909,266,223,852,336,457,1761,602
170059,"Far d'Empordà, el",49,189,48,50,175,57,99,364,105
250899,Farrera,6,50,14,8,33,10,14,83,24
430568,"Fatarella, la",48,285,149,57,250,191,105,535,340
430574,"Febró, la",0,18,9,1,10,4,1,28,13
081347,Figaró-Montmany,82,359,92,79,349,116,161,708,208
080804,Fígols,2,15,7,1,7,10,3,22,17
259084,Fígols i Alinyà,12,87,40,10,59,37,22,146,77
430580,"Figuera, la",1,37,21,1,23,19,2,60,40
170669,Figueres,4222,15644,2867,4057,15116,4055,8279,30760,6922
430593,Figuerola del Camp,26,106,28,31,100,39,57,206,67
170675,Flaçà,84,334,91,82,329,130,166,663,221
430607,Flix,196,1184,427,180,1075,543,376,2259,970
250925,"Floresta, la",6,62,15,8,41,23,14,103,38
080826,Fogars de la Selva,99,513,135,108,470,123,207,983,258
080811,Fogars de Montclús,49,154,42,46,129,38,95,283,80
170681,Foixà,19,107,37,13,85,52,32,192,89
080832,Folgueroles,268,746,150,240,715,179,508,1461,329
250931,Fondarella,52,278,64,52,271,79,104,549,143
080847,Fonollosa,105,491,140,97,456,123,202,947,263
170694,Fontanals de Cerdanya,21,168,46,23,143,47,44,311,93
170708,Fontanilles,6,51,21,4,32,24,10,83,45
170715,Fontcoberta,135,483,119,122,508,114,257,991,233
080850,Font-rubí,98,438,160,104,400,158,202,838,318
250946,Foradada,9,61,28,10,37,25,19,98,53
179026,Forallac,124,566,158,123,555,182,247,1121,340
430614,Forès,0,14,13,0,9,9,0,23,22
170736,Fornells de la Selva,277,861,156,248,890,181,525,1751,337
170741,Fortià,54,234,64,60,235,79,114,469,143
080863,"Franqueses del Vallès, les",1950,6886,1125,1873,6396,1354,3823,13282,2479
430629,Freginals,21,139,48,15,111,63,36,250,111
250962,"Fuliola, la",104,397,123,96,350,167,200,747,290
250978,Fulleda,1,26,16,1,27,15,2,53,31
080902,Gaià,12,65,12,13,49,11,25,114,23
430635,"Galera, la",41,241,88,36,206,107,77,447,195
080879,Gallifa,11,68,18,5,60,18,16,128,36
430640,Gandesa,230,1001,309,214,902,355,444,1903,664
430653,Garcia,27,169,73,36,143,83,63,312,156
430666,"Garidells, els",12,64,19,11,70,18,23,134,37
080885,"Garriga, la",1452,5173,1127,1332,5382,1518,2784,10555,2645
170754,Garrigàs,36,154,40,31,137,38,67,291,78
170767,Garrigoles,10,62,24,10,44,22,20,106,46
170773,Garriguella,78,261,79,75,269,89,153,530,168
080898,Gavà,4061,15347,3422,3751,15563,4394,7812,30910,7816
250984,Gavet de la Conca,11,80,41,11,74,63,22,154,104
080919,Gelida,711,2497,484,642,2341,624,1353,4838,1108
170789,Ger,34,137,48,31,132,41,65,269,89
259123,Gimenells i el Pla de la Font,71,387,121,75,312,141,146,699,262
430672,Ginestar,46,250,110,33,226,112,79,476,222
170792,Girona,8755,32324,6300,8227,34541,8866,16982,66865,15166
080924,Gironella,341,1487,529,323,1414,714,664,2901,1243
080930,Gisclareny,1,11,3,0,10,2,1,21,5
430688,Godall,27,174,106,32,164,105,59,338,211
250997,Golmés,148,623,145,174,584,178,322,1207,323
170806,Gombrèn,23,55,17,15,51,24,38,106,41
251001,Gósol,3,90,28,7,62,32,10,152,60
080945,"Granada, la",203,740,133,173,686,177,376,1426,310
251018,"Granadella, la",52,241,95,37,192,120,89,433,215
080958,Granera,3,41,11,1,16,6,4,57,17
251023,"Granja d'Escarp, la",45,374,103,58,259,132,103,633,235
080961,Granollers,4856,20583,4458,4508,20211,6079,9364,40794,10537
251039,Granyanella,7,52,22,3,42,21,10,94,43
251057,Granyena de les Garrigues,9,57,29,6,29,28,15,86,57
251044,Granyena de Segarra,7,41,25,11,31,28,18,72,53
430691,Gratallops,13,88,27,7,65,37,20,153,64
080977,Gualba,161,473,84,149,438,118,310,911,202
170813,Gualta,29,154,36,29,109,35,58,263,71
080996,Guardiola de Berguedà,47,320,109,51,257,120,98,577,229
430705,"Guiamets, els",9,85,32,9,86,51,18,171,83
170828,Guils de Cerdanya,29,207,42,34,164,49,63,371,91
251095,Guimerà,8,88,52,15,52,58,23,140,110
259031,"Guingueta d'Àneu, la",19,112,35,16,92,37,35,204,72
251109,Guissona,744,2697,280,643,2275,375,1387,4972,655
251116,Guixers,9,51,26,6,33,15,15,84,41
081000,Gurb,237,904,197,202,859,217,439,1763,414
430712,Horta de Sant Joan,73,373,164,66,320,175,139,693,339
081017,"Hospitalet de Llobregat, l'",18636,83530,22277,17573,84952,30381,36209,168482,52658
081629,"Hostalets de Pierola, els",292,1027,175,273,926,208,565,1953,383
170834,Hostalric,370,1390,300,350,1309,387,720,2699,687
081022,Igualada,3434,12655,3166,3198,12440,4423,6632,25095,7589
251155,Isona i Conca Dellà,60,324,160,55,270,158,115,594,318
170849,Isòvol,19,105,28,14,78,26,33,183,54
251137,Ivars d'Urgell,104,529,187,114,392,242,218,921,429
251121,Ivars de Noguera,14,126,35,16,93,48,30,219,83
251142,Ivorra,4,37,16,1,24,25,5,61,41
170852,Jafre,30,138,45,20,106,54,50,244,99
170865,"Jonquera, la",293,1086,216,252,1048,262,545,2134,478
081038,Jorba,80,279,54,63,283,64,143,562,118
259101,Josa i Tuixén,4,45,19,2,28,17,6,73,36
170871,Juià,45,112,29,22,93,33,67,205,62
251180,Juncosa,11,145,61,22,105,64,33,250,125
251193,Juneda,275,1147,344,231,981,405,506,2128,749
251214,Les,68,347,56,79,336,69,147,683,125
251229,Linyola,178,878,261,204,806,299,382,1684,560
081043,"Llacuna, la",51,325,93,37,232,125,88,557,218
170887,Lladó,74,242,61,85,250,61,159,492,122
251235,Lladorre,10,76,22,18,74,25,28,150,47
251240,Lladurs,4,61,30,10,52,26,14,113,56
081056,"Llagosta, la",1130,4363,1093,1114,4237,1406,2244,8600,2499
170890,Llagostera,746,2849,606,690,2544,794,1436,5393,1400
170904,Llambilles,71,238,54,62,222,69,133,460,123
170911,Llanars,35,176,61,35,141,59,70,317,120
170926,Llançà,348,1554,459,331,1509,595,679,3063,1054
251253,Llardecans,21,151,74,19,118,87,40,269,161
251266,Llavorsí,22,116,35,25,125,36,47,241,71
251207,Lleida,11015,46965,9875,10493,45041,13938,21508,92006,23813
170932,Llers,87,395,120,91,382,136,178,777,256
251272,Lles de Cerdanya,14,90,40,14,68,27,28,158,67
081075,Lliçà d'Amunt,1303,5158,1162,1200,4887,1223,2503,10045,2385
081081,Lliçà de Vall,526,2160,562,473,2079,586,999,4239,1148
251288,Llimiana,6,49,28,3,37,19,9,86,47
081069,Llinars del Vallès,831,3270,755,712,3230,951,1543,6500,1706
170947,Llívia,91,551,116,84,447,126,175,998,242
430727,"Lloar, el",6,35,19,8,32,17,14,67,36
251291,Llobera,18,68,24,8,54,29,26,122,53
430733,Llorac,2,34,16,3,27,11,5,61,27
430748,Llorenç del Penedès,223,745,174,186,723,251,409,1468,425
170950,Lloret de Mar,3066,13537,2254,2799,12453,2769,5865,25990,5023
170963,"Llosses, les",13,81,22,17,58,19,30,139,41
081094,Lluçà,21,97,19,28,87,27,49,184,46
171024,Maçanet de Cabrenys,34,221,90,37,208,116,71,429,206
171030,Maçanet de la Selva,539,2419,572,545,2121,626,1084,4540,1198
170979,Madremanya,31,81,29,23,93,27,54,174,56
170985,Maià de Montcal,28,139,49,30,116,47,58,255,96
251333,Maials,47,345,129,50,226,148,97,571,277
251305,Maldà,19,70,25,5,69,39,24,139,64
081108,Malgrat de Mar,1439,6210,1532,1316,5793,2055,2755,12003,3587
081115,Malla,20,89,27,17,79,32,37,168,59
081120,Manlleu,1754,6766,1464,1735,6277,2011,3489,13043,3475
081136,Manresa,6278,24355,6115,5766,23760,8878,12044,48115,14993
430764,Marçà,41,208,73,42,176,62,83,384,135
430751,Margalef,1,43,16,2,22,17,3,65,33
082423,Marganell,14,83,27,11,80,39,25,163,66
081141,Martorell,2638,9517,1945,2448,8576,2557,5086,18093,4502
081154,Martorelles,345,1614,425,316,1516,526,661,3130,951
430770,Mas de Barberans,26,186,76,28,162,106,54,348,182
171002,Masarac,15,104,27,20,83,30,35,187,57
430786,Masdenverge,72,351,128,61,327,128,133,678,256
081167,"Masies de Roda, les",56,223,76,46,232,81,102,455,157
081173,"Masies de Voltregà, les",252,1062,236,242,1037,311,494,2099,547
430799,Masllorenç,45,186,37,32,142,54,77,328,91
081189,"Masnou, el",1806,7631,1772,1663,7859,2557,3469,15490,4329
430803,"Masó, la",20,89,44,18,74,36,38,163,80
430810,Maspujols,77,267,59,66,257,65,143,524,124
081192,Masquefa,790,2945,536,830,2782,631,1620,5727,1167
430825,"Masroig, el",31,173,79,28,127,72,59,300,151
251312,Massalcoreig,26,252,57,18,165,70,44,417,127
171019,Massanes,75,241,76,61,211,57,136,452,133
251327,Massoteres,18,79,19,19,58,21,37,137,40
081206,Matadepera,893,3004,702,839,2994,754,1732,5998,1456
081213,Mataró,10748,42685,9084,10207,41011,12392,20955,83696,21476
171045,Medinyà,,,,,,,,,
081228,Mediona,211,698,222,186,661,273,397,1359,495
251348,Menàrguens,36,325,97,33,214,114,69,539,211
170998,Meranges,11,34,16,4,25,9,15,59,25
171058,Mieres,18,112,32,20,94,42,38,206,74
430831,"Milà, el",13,59,20,16,50,24,29,109,44
251351,Miralcamp,112,438,134,103,418,153,215,856,287
430846,Miravet,55,238,96,45,198,94,100,436,190
081385,Moià,512,2097,476,524,1870,586,1036,3967,1062
430859,"Molar, el",13,96,42,6,80,49,19,176,91
081234,Molins de Rei,2357,8225,1825,2201,8467,2417,4558,16692,4242
251370,Mollerussa,1387,5181,869,1332,4650,1155,2719,9831,2024
171061,Mollet de Peralada,19,54,25,13,42,33,32,96,58
081249,Mollet del Vallès,4353,17242,3615,4185,17112,4621,8538,34354,8236
171077,Molló,21,105,38,29,100,49,50,205,87
251364,"Molsosa, la",2,38,13,5,34,17,7,72,30
081287,Monistrol de Calders,45,240,71,34,212,75,79,452,146
081271,Monistrol de Montserrat,217,1003,269,213,918,315,430,1921,584
171096,Montagut i Oix,69,328,89,61,275,97,130,603,186
430862,Montblanc,600,2493,589,513,2335,777,1113,4828,1366
430884,Montbrió del Camp,288,976,189,239,889,225,527,1865,414
081252,Montcada i Reixac,3139,11887,2235,2978,11763,3061,6117,23650,5296
081304,Montclar,12,34,15,10,35,15,22,69,30
