Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250501,Bellpuig,314,1635,358,302,1365,480,616,3000,838
430249,Bellvei,134,671,126,125,553,139,259,1224,265
250518,Bellver de Cerdanya,113,733,156,124,586,194,237,1319,350
250523,Bellvís,135,826,267,127,668,337,262,1494,604
250539,Benavent de Segrià,102,468,80,122,399,78,224,867,158
430252,Benifallet,33,233,126,34,208,156,67,441,282
430265,Benissanet,71,428,135,55,371,145,126,799,280
080229,Berga,1085,5641,1452,1001,5229,2049,2086,10870,3501
170195,Besalú,140,739,228,148,717,285,288,1456,513
170209,Bescanó,350,1310,280,318,1272,329,668,2582,609
170216,Beuda,10,57,13,11,65,8,21,122,21
080235,Bigues i Riells del Fai,726,2804,375,649,2593,417,1375,5397,792
250557,Biosca,11,76,33,10,55,43,21,131,76
170221,"Bisbal d'Empordà, la",711,3234,663,710,3030,913,1421,6264,1576
430271,"Bisbal de Falset, la",15,85,38,14,75,39,29,160,77
430287,"Bisbal del Penedès, la",212,1042,222,203,900,236,415,1942,458
172348,Biure,11,87,22,21,69,26,32,156,48
430290,Blancafort,28,146,46,20,112,62,48,258,108
170237,Blanes,2928,13913,2349,2818,12818,2993,5746,26731,5342
170293,Boadella i les Escaules,13,78,21,12,78,28,25,156,49
170242,Bolvir,15,119,21,12,97,31,27,216,52
430304,Bonastre,31,204,47,42,160,50,73,364,97
250576,"Bòrdes, Es",18,92,21,10,90,16,28,182,37
170255,Bordils,127,555,113,117,490,152,244,1045,265
250582,"Borges Blanques, les",386,1936,513,331,1749,691,717,3685,1204
430311,"Borges del Camp, les",137,669,154,154,608,192,291,1277,346
170268,Borrassà,32,236,59,25,185,77,57,421,136
080240,Borredà,45,185,41,27,159,73,72,344,114
250595,Bossòst,72,389,78,63,354,87,135,743,165
430326,Bot,29,238,112,28,193,136,57,431,248
430332,Botarell,93,371,49,68,324,58,161,695,107
250560,Bovera,8,112,68,10,98,75,18,210,143
430347,Bràfim,37,249,55,30,202,77,67,451,132
170274,Breda,274,1284,320,284,1129,394,558,2413,714
080253,"Bruc, el",153,624,104,128,531,115,281,1155,219
080266,"Brull, el",18,78,21,13,71,18,31,149,39
170280,Brunyola i Sant Martí Sapresa,20,113,52,18,107,52,38,220,104
430350,Cabacés,15,121,47,21,85,53,36,206,100
250609,Cabanabona,4,29,22,4,30,26,8,59,48
170314,Cabanelles,13,95,27,8,70,27,21,165,54
170307,Cabanes,67,323,84,80,279,84,147,602,168
080272,"Cabanyes, les",74,290,39,83,254,51,157,544,90
250616,Cabó,5,35,20,2,26,16,7,61,36
430363,Cabra del Camp,81,339,88,60,305,71,141,644,159
080288,Cabrera d'Anoia,82,417,65,77,355,63,159,772,128
080291,Cabrera de Mar,372,1519,248,334,1431,270,706,2950,518
080305,Cabrils,689,2234,281,721,2273,338,1410,4507,619
170329,Cadaqués,209,1043,179,223,1026,242,432,2069,421
080312,Calaf,219,1265,273,223,1015,357,442,2280,630
430379,Calafell,1520,7658,1310,1395,7168,1470,2915,14826,2780
080348,Calders,63,281,80,71,258,80,134,539,160
080327,Caldes d'Estrac,180,917,171,174,874,291,354,1791,462
170335,Caldes de Malavella,476,1978,389,460,1885,486,936,3863,875
080333,Caldes de Montbui,1286,5689,1017,1200,5387,1362,2486,11076,2379
080351,Calella,1252,6368,1154,1205,5978,1716,2457,12346,2870
080370,Calldetenes,174,839,132,174,731,164,348,1570,296
080386,Callús,122,528,122,109,510,186,231,1038,308
080364,Calonge de Segarra,19,59,28,10,56,33,29,115,61
170340,Calonge i Sant Antoni,713,3395,719,695,3161,775,1408,6556,1494
250621,Camarasa,39,312,133,31,262,154,70,574,287
439039,Camarles,227,1192,316,222,1048,366,449,2240,682
430385,Cambrils,2308,10111,1496,2237,9845,1851,4545,19956,3347
170353,Camós,46,229,66,38,215,83,84,444,149
170366,Campdevànol,225,1163,378,180,1076,477,405,2239,855
170372,Campelles,1,44,11,3,37,10,4,81,21
080399,Campins,30,134,21,41,116,21,71,250,42
170388,Campllong,39,119,36,35,118,34,74,237,70
170391,Camprodon,127,835,255,143,757,321,270,1592,576
250637,Canejan,3,35,16,5,28,17,8,63,33
170405,Canet d'Adri,32,221,44,30,187,62,62,408,106
080403,Canet de Mar,979,4414,881,889,4275,1328,1868,8689,2209
080410,Canovelles,1187,5895,795,1113,5002,1020,2300,10897,1815
080425,Cànoves i Samalús,211,928,156,214,802,179,425,1730,335
170412,Cantallops,18,89,41,15,81,43,33,170,84
080431,Canyelles,320,1305,169,312,1164,170,632,2469,339
430398,Capafonts,0,42,18,2,32,20,2,74,38
430402,Capçanes,19,137,43,18,134,57,37,271,100
080446,Capellades,397,1838,407,387,1801,553,784,3639,960
170427,Capmany,27,165,62,29,148,63,56,313,125
080459,Capolat,2,29,7,5,18,11,7,47,18
080462,Cardedeu,1444,5460,805,1329,5399,1124,2773,10859,1929
080478,Cardona,287,1746,508,296,1621,768,583,3367,1276
080484,Carme,57,264,76,41,211,103,98,475,179
430419,Caseres,17,84,51,16,89,54,33,173,105
170448,Cassà de la Selva,699,3138,673,646,2733,891,1345,5871,1564
080497,Casserres,79,515,178,75,498,241,154,1013,419
080575,Castell de l'Areny,2,28,9,6,18,5,8,46,14
259046,Castell de Mur,10,47,26,10,44,26,20,91,52
250642,Castellar de la Ribera,13,44,22,11,48,24,24,92,46
080522,Castellar de n'Hug,9,78,16,7,65,23,16,143,39
080500,Castellar del Riu,12,55,16,11,44,10,23,99,26
080517,Castellar del Vallès,2016,7557,1114,1855,7298,1495,3871,14855,2609
080538,Castellbell i el Vilar,234,1232,258,216,1085,344,450,2317,602
080543,Castellbisbal,1139,4141,523,1069,3792,608,2208,7933,1131
080556,Castellcir,60,207,34,48,171,55,108,378,89
250674,Castelldans,46,380,122,50,268,138,96,648,260
080569,Castelldefels,4968,21825,2577,4754,21152,3387,9722,42977,5964
080581,Castellet i la Gornal,163,671,161,142,607,175,305,1278,336
170464,Castellfollit de la Roca,58,351,104,56,284,140,114,635,244
080608,Castellfollit de Riubregós,9,73,20,7,59,33,16,132,53
080594,Castellfollit del Boix,33,132,32,29,129,52,62,261,84
080615,Castellgalí,134,530,108,108,447,109,242,977,217
080620,Castellnou de Bages,81,326,41,70,280,39,151,606,80
250680,Castellnou de Seana,50,252,96,33,212,107,83,464,203
170470,Castelló d'Empúries,811,3661,708,779,3279,783,1590,6940,1491
250693,Castelló de Farfanya,21,194,78,25,161,85,46,355,163
080636,Castellolí,30,157,34,40,152,47,70,309,81
170486,Castell-Platja d'Aro,663,3766,606,614,3451,668,1277,7217,1274
250707,Castellserà,50,377,152,58,325,166,108,702,318
080641,Castellterçol,146,737,205,151,690,273,297,1427,478
430424,Castellvell del Camp,246,890,110,248,857,123,494,1747,233
080654,Castellví de la Marca,115,548,140,121,492,187,236,1040,327
080667,Castellví de Rosanes,131,549,87,154,492,92,285,1041,179
430430,"Catllar, el",321,1321,191,259,1243,184,580,2564,375
250714,Cava,0,24,10,1,15,6,1,39,16
171899,"Cellera de Ter, la",153,738,174,133,655,243,286,1393,417
170499,Celrà,365,1346,193,375,1265,239,740,2611,432
080673,Centelles,488,2280,482,463,2229,729,951,4509,1211
082687,Cercs,84,434,161,52,397,205,136,831,366
082665,Cerdanyola del Vallès,4501,21256,2990,4217,21095,3900,8718,42351,6890
080689,Cervelló,618,2923,380,561,2711,481,1179,5634,861
250729,Cervera,760,3476,617,756,2884,812,1516,6360,1429
250735,Cervià de les Garrigues,46,284,126,39,250,128,85,534,254
170502,Cervià de Ter,68,258,82,70,261,88,138,519,170
170519,Cistella,7,83,28,19,69,26,26,152,54
250740,Ciutadilla,19,77,32,4,63,28,23,140,60
250753,Clariana de Cardener,11,59,9,11,48,8,22,107,17
250766,"Cogul, el",6,76,35,8,56,30,14,132,65
170545,Colera,28,215,67,23,195,73,51,410,140
250772,Coll de Nargó,26,228,79,28,179,78,54,407,157
080692,Collbató,381,1325,153,328,1204,185,709,2529,338
430458,Colldejou,5,83,17,9,60,16,14,143,33
080706,Collsuspina,30,117,21,22,104,22,52,221,43
170558,Colomers,14,67,28,6,62,36,20,129,64
251636,"Coma i la Pedra, la",12,111,26,10,67,27,22,178,53
251615,Conca de Dalt,19,141,61,15,121,71,34,262,132
430461,Conesa,9,55,15,9,31,22,18,86,37
430477,Constantí,482,2281,356,433,1832,429,915,4113,785
080713,Copons,12,103,25,25,91,33,37,194,58
430483,Corbera d'Ebre,72,400,131,59,318,148,131,718,279
080728,Corbera de Llobregat,1232,4706,606,1093,4419,749,2325,9125,1355
250788,Corbins,93,536,104,79,392,143,172,928,247
170577,Corçà,78,452,103,66,445,117,144,897,220
080734,Cornellà de Llobregat,6017,29695,6132,5729,28437,8279,11746,58132,14411
170561,Cornellà del Terri,157,706,177,129,690,220,286,1396,397
430496,Cornudella de Montsant,50,359,104,57,274,135,107,633,239
430509,Creixell,206,978,233,177,888,276,383,1866,509
170583,Crespià,21,76,30,11,76,28,32,152,58
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",86,462,93,99,418,113,185,880,206
080749,Cubelles,1027,4578,711,798,3955,766,1825,8533,1477
250791,Cubells,25,114,64,27,101,70,52,215,134
430516,Cunit,749,3704,742,751,3349,738,1500,7053,1480
170600,Darnius,24,185,67,29,164,78,53,349,145
170617,Das,13,69,16,9,53,16,22,122,32
439018,Deltebre,741,3729,987,635,3547,1172,1376,7276,2159
080752,Dosrius,370,1680,186,400,1598,235,770,3278,421
430537,Duesaigües,11,83,34,8,49,26,19,132,60
170622,"Escala, l'",587,3204,761,541,2912,790,1128,6116,1551
080765,Esparreguera,1882,7881,1106,1646,7165,1465,3528,15046,2571
170638,Espinelves,14,70,24,9,51,31,23,121,55
250812,"Espluga Calba, l'",13,176,54,18,124,67,31,300,121
430542,"Espluga de Francolí, l'",265,1278,372,230,1221,491,495,2499,863
080771,Esplugues de Llobregat,3155,16547,3238,2895,16872,4101,6050,33419,7339
170643,Espolla,14,124,46,20,104,59,34,228,105
170656,Esponellà,31,150,38,32,141,45,63,291,83
250827,Espot,22,154,23,27,100,34,49,254,57
080787,"Espunyola, l'",17,82,38,18,85,32,35,167,70
082541,"Esquirol, l'",154,760,203,179,673,270,333,1433,473
250886,Estamariu,4,38,20,6,30,19,10,68,39
080790,"Estany, l'",20,118,46,17,121,61,37,239,107
250851,Estaràs,7,70,24,9,47,27,16,117,51
250864,Esterri d'Àneu,48,281,75,55,264,80,103,545,155
250870,Esterri de Cardós,0,24,8,5,23,9,5,47,17
430555,Falset,190,951,232,197,832,315,387,1783,547
170059,"Far d'Empordà, el",40,168,39,43,145,48,83,313,87
250899,Farrera,2,47,11,6,31,7,8,78,18
430568,"Fatarella, la",49,381,155,61,319,195,110,700,350
430574,"Febró, la",0,28,7,1,17,5,1,45,12
081347,Figaró-Montmany,72,371,83,75,292,126,147,663,209
080804,Fígols,2,12,10,1,10,7,3,22,17
259084,Fígols i Alinyà,5,83,49,3,66,48,8,149,97
430580,"Figuera, la",5,61,21,5,52,21,10,113,42
170669,Figueres,3247,13860,2529,3027,13252,3726,6274,27112,6255
430593,Figuerola del Camp,22,100,31,40,103,40,62,203,71
170675,Flaçà,57,346,91,65,325,113,122,671,204
430607,Flix,205,1398,421,191,1264,481,396,2662,902
250925,"Floresta, la",13,58,27,8,49,30,21,107,57
080826,Fogars de la Selva,125,479,85,130,440,79,255,919,164
080811,Fogars de Montclús,48,156,34,21,137,41,69,293,75
170681,Foixà,28,101,39,16,97,44,44,198,83
080832,Folgueroles,198,669,124,183,652,157,381,1321,281
250931,Fondarella,62,286,52,46,273,64,108,559,116
080847,Fonollosa,103,463,89,94,427,104,197,890,193
170694,Fontanals de Cerdanya,18,159,35,21,150,42,39,309,77
170708,Fontanilles,12,67,22,7,51,16,19,118,38
170715,Fontcoberta,81,426,67,100,432,75,181,858,142
080850,Font-rubí,106,470,160,100,399,159,206,869,319
250946,Foradada,10,75,31,4,53,24,14,128,55
179026,Forallac,113,621,130,111,592,179,224,1213,309
430614,Forès,0,19,13,0,12,13,0,31,26
170736,Fornells de la Selva,172,648,92,189,655,134,361,1303,226
170741,Fortià,32,209,54,47,172,68,79,381,122
080863,"Franqueses del Vallès, les",1314,6032,792,1239,5446,994,2553,11478,1786
430629,Freginals,24,154,58,20,129,59,44,283,117
250962,"Fuliola, la",66,412,143,69,371,174,135,783,317
250978,Fulleda,1,43,17,4,35,15,5,78,32
080902,Gaià,14,52,13,9,52,14,23,104,27
430635,"Galera, la",49,267,95,45,250,118,94,517,213
080879,Gallifa,21,80,13,17,72,13,38,152,26
430640,Gandesa,187,1130,287,190,927,370,377,2057,657
430653,Garcia,23,179,77,23,146,86,46,325,163
430666,"Garidells, els",13,67,20,13,66,17,26,133,37
080885,"Garriga, la",1215,4740,801,1184,4851,1151,2399,9591,1952
170754,Garrigàs,25,123,44,19,93,42,44,216,86
170767,Garrigoles,10,59,16,6,41,23,16,100,39
170773,Garriguella,55,248,74,38,232,84,93,480,158
080898,Gavà,3523,16063,2632,3395,15599,3319,6918,31662,5951
250984,Gavet de la Conca,12,82,51,10,93,61,22,175,112
080919,Gelida,526,2161,366,470,1964,489,996,4125,855
170789,Ger,34,165,42,23,160,26,57,325,68
259123,Gimenells i el Pla de la Font,71,399,118,55,332,143,126,731,261
430672,Ginestar,51,355,108,52,267,132,103,622,240
170792,Girona,7395,31491,4977,7072,31578,7377,14467,63069,12354
080924,Gironella,251,1539,511,281,1496,708,532,3035,1219
080930,Gisclareny,0,16,2,0,14,1,0,30,3
430688,Godall,39,243,117,42,212,118,81,455,235
250997,Golmés,122,536,127,112,512,151,234,1048,278
170806,Gombrèn,13,76,22,9,72,30,22,148,52
251001,Gósol,9,82,26,2,70,32,11,152,58
080945,"Granada, la",140,625,122,126,595,146,266,1220,268
251018,"Granadella, la",35,255,114,39,194,137,74,449,251
080958,Granera,1,41,10,0,17,6,1,58,16
251023,"Granja d'Escarp, la",55,388,109,46,305,139,101,693,248
080961,Granollers,4543,21432,3439,4295,20333,4898,8838,41765,8337
251039,Granyanella,6,59,24,7,57,19,13,116,43
251057,Granyena de les Garrigues,4,70,22,5,43,32,9,113,54
251044,Granyena de Segarra,2,49,26,2,39,31,4,88,57
430691,Gratallops,23,83,29,8,73,30,31,156,59
080977,Gualba,87,400,65,79,349,68,166,749,133
170813,Gualta,30,152,28,24,88,36,54,240,64
080996,Guardiola de Berguedà,67,308,109,49,273,125,116,581,234
430705,"Guiamets, els",17,120,38,17,83,55,34,203,93
170828,Guils de Cerdanya,24,173,29,27,151,34,51,324,63
251095,Guimerà,6,106,68,10,81,73,16,187,141
259031,"Guingueta d'Àneu, la",29,124,37,19,109,42,48,233,79
251109,Guissona,458,2083,242,428,1607,321,886,3690,563
251116,Guixers,3,61,18,3,36,16,6,97,34
081000,Gurb,221,803,140,213,765,154,434,1568,294
430712,Horta de Sant Joan,84,426,157,59,344,168,143,770,325
081017,"Hospitalet de Llobregat, l'",15365,87068,19274,14423,85994,26026,29788,173062,45300
081629,"Hostalets de Pierola, els",173,755,122,157,652,144,330,1407,266
170834,Hostalric,290,1334,228,275,1190,302,565,2524,530
081022,Igualada,2796,12853,2574,2654,12149,3791,5450,25002,6365
251155,Isona i Conca Dellà,73,368,172,44,304,178,117,672,350
170849,Isòvol,12,123,17,9,72,32,21,195,49
251137,Ivars d'Urgell,99,690,194,111,513,251,210,1203,445
251121,Ivars de Noguera,13,131,46,16,103,48,29,234,94
251142,Ivorra,7,44,17,4,43,29,11,87,46
170852,Jafre,18,149,46,12,106,55,30,255,101
170865,"Jonquera, la",210,1185,169,192,1047,217,402,2232,386
081038,Jorba,69,222,57,75,215,76,144,437,133
259101,Josa i Tuixén,11,60,20,5,59,21,16,119,41
170871,Juià,32,113,29,17,91,36,49,204,65
251180,Juncosa,24,200,77,32,131,82,56,331,159
251193,Juneda,217,1176,318,198,985,370,415,2161,688
251214,Les,63,333,49,56,324,78,119,657,127
251229,Linyola,172,905,236,169,814,287,341,1719,523
081043,"Llacuna, la",48,329,88,51,239,105,99,568,193
170887,Lladó,37,206,58,46,179,65,83,385,123
251235,Lladorre,7,69,25,12,74,24,19,143,49
251240,Lladurs,14,70,28,11,59,25,25,129,53
081056,"Llagosta, la",1030,5095,793,974,4751,1031,2004,9846,1824
170890,Llagostera,553,2567,541,544,2185,672,1097,4752,1213
170904,Llambilles,41,229,43,50,191,58,91,420,101
170911,Llanars,38,207,50,21,182,60,59,389,110
170926,Llançà,294,1608,385,308,1512,504,602,3120,889
251253,Llardecans,25,183,83,27,156,88,52,339,171
251266,Llavorsí,16,114,43,15,109,37,31,223,80
251207,Lleida,9203,44986,8158,8979,42466,11885,18182,87452,20043
170932,Llers,84,418,92,88,381,104,172,799,196
251272,Lles de Cerdanya,12,91,31,3,58,32,15,149,63
081075,Lliçà d'Amunt,1240,4657,732,1166,4372,771,2406,9029,1503
081081,Lliçà de Vall,549,2237,352,475,2084,336,1024,4321,688
251288,Llimiana,7,53,27,3,46,22,10,99,49
081069,Llinars del Vallès,745,3010,476,646,2880,668,1391,5890,1144
170947,Llívia,86,527,81,60,441,96,146,968,177
430727,"Lloar, el",6,35,20,2,32,16,8,67,36
251291,Llobera,13,80,25,6,62,36,19,142,61
430733,Llorac,6,40,13,5,32,20,11,72,33
430748,Llorenç del Penedès,185,691,140,181,696,180,366,1387,320
170950,Lloret de Mar,2623,13189,1456,2292,11365,1803,4915,24554,3259
170963,"Llosses, les",13,94,27,10,80,22,23,174,49
081094,Lluçà,19,95,21,20,72,26,39,167,47
171024,Maçanet de Cabrenys,27,247,92,31,198,105,58,445,197
171030,Maçanet de la Selva,446,2113,366,448,1922,417,894,4035,783
170979,Madremanya,10,69,23,18,77,25,28,146,48
170985,Maià de Montcal,28,127,42,19,123,40,47,250,82
251333,Maials,50,313,131,50,259,170,100,572,301
251305,Maldà,18,81,53,13,81,39,31,162,92
081108,Malgrat de Mar,1314,6321,1234,1178,5854,1630,2492,12175,2864
081115,Malla,15,87,18,14,100,23,29,187,41
081120,Manlleu,1749,7063,1347,1606,6333,1881,3355,13396,3228
081136,Manresa,5223,24437,5620,4790,23203,8499,10013,47640,14119
430764,Marçà,43,199,86,41,191,93,84,390,179
430751,Margalef,9,43,18,3,32,23,12,75,41
082423,Marganell,18,89,23,19,96,43,37,185,66
081141,Martorell,2246,9831,1505,2064,8489,2035,4310,18320,3540
081154,Martorelles,367,1786,358,313,1677,437,680,3463,795
430770,Mas de Barberans,31,227,84,32,205,100,63,432,184
171002,Masarac,16,89,28,16,79,37,32,168,65
430786,Masdenverge,62,388,119,72,318,118,134,706,237
081167,"Masies de Roda, les",44,269,59,45,254,71,89,523,130
081173,"Masies de Voltregà, les",266,1063,201,262,1059,274,528,2122,475
430799,Masllorenç,33,177,48,35,138,69,68,315,117
081189,"Masnou, el",1663,7579,1291,1571,7720,2009,3234,15299,3300
430803,"Masó, la",6,95,34,17,93,35,23,188,69
430810,Maspujols,44,166,61,48,150,60,92,316,121
081192,Masquefa,712,2673,382,708,2492,447,1420,5165,829
430825,"Masroig, el",34,170,68,24,157,85,58,327,153
251312,Massalcoreig,40,235,71,35,162,92,75,397,163
171019,Massanes,41,253,54,45,208,59,86,461,113
251327,Massoteres,16,84,23,17,61,24,33,145,47
081206,Matadepera,961,2777,387,770,2763,511,1731,5540,898
081213,Mataró,9049,43463,7171,8425,40507,10133,17474,83970,17304
081228,Mediona,152,753,197,135,632,214,287,1385,411
251348,Menàrguens,43,288,119,48,235,130,91,523,249
170998,Meranges,4,34,15,1,21,11,5,55,26
171058,Mieres,26,119,30,25,89,42,51,208,72
430831,"Milà, el",9,56,19,15,59,22,24,115,41
251351,Miralcamp,79,458,122,80,422,149,159,880,271
430846,Miravet,46,298,75,37,218,122,83,516,197
081385,Moià,481,1922,358,437,1716,485,918,3638,843
430859,"Molar, el",19,101,46,11,78,47,30,179,93
081234,Molins de Rei,1852,8244,1415,1779,8156,1928,3631,16400,3343
251370,Mollerussa,1078,4769,708,974,4073,967,2052,8842,1675
171061,Mollet de Peralada,6,60,19,7,46,34,13,106,53
081249,Mollet del Vallès,4208,19511,2551,4065,18001,3377,8273,37512,5928
171077,Molló,11,115,39,12,103,49,23,218,88
251364,"Molsosa, la",5,42,13,6,45,16,11,87,29
081287,Monistrol de Calders,48,238,62,47,223,73,95,461,135
081271,Monistrol de Montserrat,195,1048,247,134,920,296,329,1968,543
171096,Montagut i Oix,59,309,100,64,262,109,123,571,209
430862,Montblanc,504,2400,518,427,2215,703,931,4615,1221
430884,Montbrió del Camp,138,621,157,125,541,192,263,1162,349
081252,Montcada i Reixac,2635,11498,1905,2534,10992,2589,5169,22490,4494
081304,Montclar,10,31,13,9,38,15,19,69,28
251399,Montellà i Martinet,36,222,66,25,177,80,61,399,146
081311,Montesquiu,49,313,86,50,261,116,99,574,202
251403,Montferrer i Castellbò,54,377,81,57,303,72,111,680,153
430897,Montferri,22,85,31,22,74,24,44,159,55
