Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
250019,Abella de la Conca,16,66,22,11,54,18,27,120,40
080018,Abrera,766,3710,414,744,3329,459,1510,7039,873
250024,Àger,21,157,91,13,130,90,34,287,181
250030,Agramunt,403,1866,446,341,1561,595,744,3427,1041
080023,Aguilar de Segarra,14,75,33,11,65,32,25,140,65
170010,Agullana,37,256,89,50,217,97,87,473,186
080142,Aiguafreda,135,768,175,154,742,267,289,1510,442
430017,Aiguamúrcia,37,263,73,31,214,72,68,477,145
170025,Aiguaviva,49,213,39,53,194,45,102,407,84
250387,Aitona,135,784,236,107,677,309,242,1461,545
250045,"Alamús, els",37,266,71,37,215,98,74,481,169
250058,Alàs i Cerc,22,148,51,19,108,55,41,256,106
250061,"Albagés, l'",39,159,66,27,138,73,66,297,139
170031,Albanyà,14,45,12,9,42,13,23,87,25
250077,Albatàrrec,117,501,113,103,430,129,220,931,242
250083,Albesa,103,510,163,83,471,201,186,981,364
250096,"Albi, l'",49,290,92,46,249,110,95,539,202
430022,Albinyana,134,691,161,132,643,165,266,1334,326
430038,"Albiol, l'",27,105,16,33,92,15,60,197,31
170046,Albons,51,204,49,26,176,68,77,380,117
430043,Alcanar,622,3122,774,540,2882,928,1162,6004,1702
250100,Alcanó,11,76,41,16,69,41,27,145,82
250117,Alcarràs,360,1689,466,351,1630,531,711,3319,997
250122,Alcoletge,144,742,157,139,623,168,283,1365,325
430056,Alcover,337,1544,325,341,1370,398,678,2914,723
439044,"Aldea, l'",204,1202,369,184,1073,441,388,2275,810
430069,Aldover,32,263,101,33,262,131,65,525,232
430075,"Aleixar, l'",54,241,85,61,220,94,115,461,179
080039,Alella,682,3222,467,638,3214,608,1320,6436,1075
430081,Alfara de Carles,14,133,54,17,108,59,31,241,113
250138,Alfarràs,225,1065,308,200,969,370,425,2034,678
250143,Alfés,16,115,37,15,83,51,31,198,88
430094,Alforja,103,492,156,80,432,183,183,924,339
250156,Algerri,23,154,72,16,144,86,39,298,158
250169,Alguaire,192,1039,283,178,905,331,370,1944,614
250175,Alins,7,85,38,11,65,50,18,150,88
430108,Alió,10,137,48,28,118,50,38,255,98
250194,Almacelles,357,2096,527,378,1803,658,735,3899,1185
250208,Almatret,19,137,77,17,103,99,36,240,176
250215,Almenar,235,1229,357,194,1067,433,429,2296,790
430115,Almoster,101,374,66,102,346,61,203,720,127
250220,Alòs de Balaguer,5,68,25,4,38,26,9,106,51
170062,Alp,79,541,71,76,461,87,155,1002,158
080044,Alpens,29,96,31,21,80,33,50,176,64
250236,Alpicat,415,1757,273,414,1626,367,829,3383,640
250241,Alt Àneu,30,167,48,22,116,44,52,283,92
430120,Altafulla,342,1416,191,312,1327,240,654,2743,431
170078,Amer,129,715,233,114,695,298,243,1410,531
430136,"Ametlla de Mar, l'",382,2189,577,388,1930,566,770,4119,1143
080057,"Ametlla del Vallès, l'",751,2468,339,655,2446,452,1406,4914,791
439060,"Ampolla, l'",139,753,252,124,756,270,263,1509,522
430141,Amposta,1275,6466,1411,1255,6038,1793,2530,12504,3204
170084,Anglès,352,1811,462,331,1559,581,683,3370,1043
250273,Anglesola,60,431,162,64,407,169,124,838,331
250292,Arbeca,115,683,276,101,647,337,216,1330,613
430167,"Arboç, l'",358,1555,298,262,1322,369,620,2877,667
430154,Arbolí,2,51,10,0,36,17,2,87,27
170097,Arbúcies,476,2139,441,391,1768,560,867,3907,1001
080060,Arenys de Mar,1017,4549,978,892,4525,1467,1909,9074,2445
080076,Arenys de Munt,629,2549,444,552,2419,597,1181,4968,1041
170101,Argelaguer,36,121,47,24,105,52,60,226,99
080082,Argençola,14,82,22,10,60,21,24,142,43
430173,"Argentera, l'",8,67,16,7,45,16,15,112,32
080095,Argentona,879,3641,623,820,3611,829,1699,7252,1452
170118,"Armentera, l'",32,248,84,27,234,113,59,482,197
430189,Arnes,18,143,100,16,139,95,34,282,195
250313,Arres,5,31,4,3,15,9,8,46,13
250328,Arsèguel,6,29,10,4,30,10,10,59,20
080109,Artés,366,1681,388,315,1574,506,681,3255,894
250334,Artesa de Lleida,92,478,145,89,393,182,181,871,327
250349,Artesa de Segre,250,1210,392,205,1063,420,455,2273,812
430192,Ascó,93,560,174,84,499,219,177,1059,393
250365,Aspa,11,76,46,17,76,45,28,152,91
250371,"Avellanes i Santa Linya, les",16,176,74,13,117,80,29,293,154
080116,Avià,122,668,192,127,606,241,249,1274,433
080121,Avinyó,164,688,185,154,621,261,318,1309,446
170123,Avinyonet de Puigventós,75,369,51,73,351,64,148,720,115
080137,Avinyonet del Penedès,96,542,122,88,409,157,184,951,279
080155,Badalona,15482,78998,12847,14489,74742,18316,29971,153740,31163
089045,Badia del Vallès,1107,5185,832,1033,5084,1072,2140,10269,1904
080168,Bagà,116,681,235,135,659,296,251,1340,531
250390,Baix Pallars,13,137,63,13,98,48,26,235,111
250404,Balaguer,1109,4966,1148,1057,4733,1527,2166,9699,2675
080174,Balenyà,258,1227,215,275,1146,292,533,2373,507
080180,Balsareny,208,1099,300,186,1034,414,394,2133,714
430206,Banyeres del Penedès,154,789,124,119,675,142,273,1464,266
170157,Banyoles,1419,5552,1204,1340,5200,1708,2759,10752,2912
250411,Barbens,48,289,95,27,215,144,75,504,239
430213,Barberà de la Conca,26,163,45,20,122,70,46,285,115
082520,Barberà del Vallès,2197,10120,1307,2059,9836,1683,4256,19956,2990
080193,Barcelona,94341,522787,128917,89944,538680,203877,184285,1061467,332794
250426,"Baronia de Rialb, la",24,90,35,16,70,44,40,160,79
170160,Bàscara,59,308,87,32,277,107,91,585,194
250447,Bassella,17,82,38,15,70,41,32,152,79
