Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. 65 anys o més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. 65 anys o més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. 65 anys o més
430136,"Ametlla de Mar, l'",298,1779,473,342,1658,497,640,3437,970,
080057,"Ametlla del Vallès, l'",545,2063,302,489,2068,443,1034,4131,745,
439060,"Ampolla, l'",112,612,218,101,614,236,213,1226,454,
430141,Amposta,1149,5766,1375,1139,5585,1746,2288,11351,3121,
170084,Anglès,332,1738,459,303,1561,580,635,3299,1039,
250273,Anglesola,55,417,168,74,393,165,129,810,333,
250292,Arbeca,164,790,289,124,710,350,288,1500,639,
430167,"Arboç, l'",285,1340,270,225,1191,352,510,2531,622,
430154,Arbolí,5,53,13,0,41,21,5,94,34,
170097,Arbúcies,418,1807,440,356,1633,554,774,3440,994,
080060,Arenys de Mar,980,4256,948,872,4330,1433,1852,8586,2381,
080076,Arenys de Munt,551,2262,418,509,2212,560,1060,4474,978,
170101,Argelaguer,46,120,47,27,110,51,73,230,98,
080082,Argençola,10,70,21,11,54,22,21,124,43,
430173,"Argentera, l'",7,64,12,6,43,15,13,107,27,
080095,Argentona,805,3471,580,742,3421,772,1547,6892,1352,
170118,"Armentera, l'",42,253,82,32,228,118,74,481,200,
430189,Arnes,22,146,92,22,128,96,44,274,188,
250313,Arres,4,20,7,2,16,9,6,36,16,
250328,Arsèguel,5,38,13,2,30,13,7,68,26,
080109,Artés,341,1502,371,299,1440,490,640,2942,861,
250334,Artesa de Lleida,88,458,137,80,389,172,168,847,309,
250349,Artesa de Segre,206,1056,399,178,965,421,384,2021,820,
430192,Ascó,112,572,173,102,520,214,214,1092,387,
250365,Aspa,11,74,47,16,75,45,27,149,92,
250371,"Avellanes i Santa Linya, les",13,161,81,13,120,92,26,281,173,
080116,Avià,120,631,208,112,575,246,232,1206,454,
080121,Avinyó,162,649,186,143,625,254,305,1274,440,
170123,Avinyonet de Puigventós,57,269,41,58,242,58,115,511,99,
080137,Avinyonet del Penedès,72,472,123,73,356,158,145,828,281,
080155,Badalona,14857,76242,12278,14003,74027,17587,28860,150269,29865,
089045,Badia del Vallès,1092,5706,754,1010,5531,939,2102,11237,1693,
080168,Bagà,119,674,213,155,644,286,274,1318,499,
250390,Baix Pallars,12,124,63,12,89,53,24,213,116,
250404,Balaguer,968,4476,1166,954,4358,1533,1922,8834,2699,
080174,Balenyà,251,1147,196,244,1070,263,495,2217,459,
080180,Balsareny,218,1091,300,193,1040,404,411,2131,704,
430206,Banyeres del Penedès,125,717,97,88,592,128,213,1309,225,
170157,Banyoles,1341,5023,1219,1252,4942,1659,2593,9965,2878,
250411,Barbens,40,254,95,35,219,123,75,473,218,
430213,Barberà de la Conca,23,133,48,18,115,77,41,248,125,
082520,Barberà del Vallès,2244,10018,1161,2062,9767,1489,4306,19785,2650,
080193,Barcelona,88883,487297,127925,84585,512926,203709,173468,1000223,331634,
250426,"Baronia de Rialb, la",19,87,34,16,75,41,35,162,75,
170160,Bàscara,57,298,80,27,273,97,84,571,177,
250447,Bassella,19,84,54,19,80,50,38,164,104,
430228,Batea,110,637,272,91,597,293,201,1234,565,
250450,Bausen,1,16,17,1,8,15,2,24,32,
080207,Begues,487,1618,189,468,1546,245,955,3164,434,
170139,Begur,264,1285,244,271,1194,287,535,2479,531,
250463,Belianes,36,156,81,34,167,102,70,323,183,
251706,Bellaguarda,17,96,58,22,91,67,39,187,125,
170182,Bellcaire d'Empordà,38,193,54,38,164,72,76,357,126,
250479,Bellcaire d'Urgell,54,393,178,69,382,218,123,775,396,
250485,Bell-lloc d'Urgell,122,705,223,145,670,260,267,1375,483,
250498,Bellmunt d'Urgell,11,69,32,19,67,33,30,136,65,
430234,Bellmunt del Priorat,12,91,48,10,81,66,22,172,114,
080214,Bellprat,7,34,13,4,26,10,11,60,23,
250501,Bellpuig,278,1422,360,271,1302,477,549,2724,837,
430249,Bellvei,103,523,115,103,430,115,206,953,230,
250518,Bellver de Cerdanya,99,600,169,78,498,183,177,1098,352,
250523,Bellvís,118,672,277,122,596,361,240,1268,638,
250539,Benavent de Segrià,67,347,75,74,303,77,141,650,152,
430252,Benifallet,51,256,134,48,239,155,99,495,289,
430265,Benissanet,70,347,126,49,312,144,119,659,270,
080229,Berga,914,4709,1414,805,4673,1994,1719,9382,3408,
170195,Besalú,109,644,218,104,639,274,213,1283,492,
170209,Bescanó,253,1126,260,236,1057,327,489,2183,587,
170216,Beuda,9,54,13,10,43,11,19,97,24,
080235,Bigues i Riells del Fai,523,2202,271,426,1973,308,949,4175,579,
250557,Biosca,13,76,35,17,66,40,30,142,75,
170221,"Bisbal d'Empordà, la",592,2826,685,607,2695,913,1199,5521,1598,
430271,"Bisbal de Falset, la",13,75,35,17,75,37,30,150,72,
430287,"Bisbal del Penedès, la",163,762,181,122,633,217,285,1395,398,
172348,Biure,6,78,23,12,64,33,18,142,56,
430290,Blancafort,22,109,67,23,95,69,45,204,136,
170237,Blanes,2501,11400,1967,2328,10839,2497,4829,22239,4464,
170293,Boadella i les Escaules,14,76,25,12,76,31,26,152,56,
170242,Bolvir,14,103,23,13,101,25,27,204,48,
430304,Bonastre,17,113,43,22,89,46,39,202,89,
250576,"Bòrdes, Es",11,81,18,9,75,15,20,156,33,
170255,Bordils,119,474,111,99,450,145,218,924,256,
250582,"Borges Blanques, les",354,1783,507,307,1635,698,661,3418,1205,
430311,"Borges del Camp, les",96,557,149,101,515,175,197,1072,324,
170268,Borrassà,36,178,61,27,169,78,63,347,139,
080240,Borredà,36,159,49,24,149,65,60,308,114,
250595,Bossòst,79,314,82,65,300,84,144,614,166,
430326,Bot,29,256,126,33,220,144,62,476,270,
430332,Botarell,50,262,47,51,231,54,101,493,101,
250560,Bovera,12,118,68,12,106,77,24,224,145,
430347,Bràfim,18,196,66,23,174,90,41,370,156,
170274,Breda,257,1208,278,225,1098,342,482,2306,620,
080253,"Bruc, el",80,411,96,81,329,122,161,740,218,
080266,"Brull, el",10,81,14,9,58,23,19,139,37,
170280,Brunyola i Sant Martí Sapresa,12,115,63,14,103,69,26,218,132,
430350,Cabacés,13,118,51,15,91,56,28,209,107,
250609,Cabanabona,3,25,16,5,24,20,8,49,36,
170314,Cabanelles,13,80,34,4,58,28,17,138,62,
170307,Cabanes,42,276,81,39,247,84,81,523,165,
080272,"Cabanyes, les",38,216,44,42,172,57,80,388,101,
250616,Cabó,7,41,19,2,29,21,9,70,40,
430363,Cabra del Camp,44,216,71,38,197,72,82,413,143,
080288,Cabrera d'Anoia,38,247,48,42,191,43,80,438,91,
080291,Cabrera de Mar,320,1406,204,306,1324,235,626,2730,439,
080305,Cabrils,473,1771,197,491,1791,262,964,3562,459,
170329,Cadaqués,167,832,164,175,812,240,342,1644,404,
080312,Calaf,200,1049,275,185,994,336,385,2043,611,
430379,Calafell,901,4914,902,922,4626,1062,1823,9540,1964,
080348,Calders,65,266,78,70,239,60,135,505,138,
080327,Caldes d'Estrac,139,702,158,131,648,250,270,1350,408,
170335,Caldes de Malavella,305,1470,338,257,1370,433,562,2840,771,
080333,Caldes de Montbui,834,4566,947,788,4406,1248,1622,8972,2195,
080351,Calella,1029,4769,940,915,4680,1481,1944,9449,2421,
080370,Calldetenes,179,753,130,152,684,158,331,1437,288,
080386,Callús,78,426,148,76,422,177,154,848,325,
080364,Calonge de Segarra,13,59,30,11,51,35,24,110,65,
170340,Calonge i Sant Antoni,520,2533,558,544,2400,635,1064,4933,1193,
250621,Camarasa,34,283,144,37,241,167,71,524,311,
439039,Camarles,186,972,310,192,936,341,378,1908,651,
430385,Cambrils,1725,7598,1152,1640,7440,1421,3365,15038,2573,
170353,Camós,33,225,64,37,196,71,70,421,135,
170366,Campdevànol,190,1138,348,185,1081,491,375,2219,839,
170372,Campelles,1,51,15,4,37,19,5,88,34,
080399,Campins,20,110,24,30,88,21,50,198,45,
170388,Campllong,29,104,33,18,99,27,47,203,60,
170391,Camprodon,97,775,261,112,729,315,209,1504,576,
250637,Canejan,4,33,15,5,34,16,9,67,31,
170405,Canet d'Adri,31,198,44,29,164,53,60,362,97,
080403,Canet de Mar,710,3746,766,636,3555,1172,1346,7301,1938,
080410,Canovelles,994,4915,743,968,4558,940,1962,9473,1683,
080425,Cànoves i Samalús,152,744,118,135,657,139,287,1401,257,
170412,Cantallops,13,87,35,11,71,47,24,158,82,
080431,Canyelles,141,812,115,138,671,131,279,1483,246,
430398,Capafonts,0,45,17,4,43,13,4,88,30,
430402,Capçanes,21,117,50,18,141,62,39,258,112,
080446,Capellades,340,1709,371,334,1683,513,674,3392,884,
170427,Capmany,35,143,58,22,141,61,57,284,119,
080459,Capolat,1,20,14,0,14,11,1,34,25,
080462,Cardedeu,1134,4489,665,1039,4423,885,2173,8912,1550,
080478,Cardona,318,1807,565,287,1713,825,605,3520,1390,
080484,Carme,35,236,79,33,209,92,68,445,171,
430419,Caseres,21,88,48,20,89,60,41,177,108,
170448,Cassà de la Selva,628,2637,682,565,2485,877,1193,5122,1559,
080497,Casserres,76,492,193,86,495,253,162,987,446,
080575,Castell de l'Areny,0,22,8,2,11,5,2,33,13,
259046,Castell de Mur,8,43,27,8,42,21,16,85,48,
250642,Castellar de la Ribera,8,38,24,9,50,23,17,88,47,
080522,Castellar de n'Hug,7,66,24,10,54,25,17,120,49,
080500,Castellar del Riu,11,49,9,9,34,8,20,83,17,
080517,Castellar del Vallès,1618,6487,987,1471,6294,1279,3089,12781,2266,
080538,Castellbell i el Vilar,185,1019,261,173,919,347,358,1938,608,
080543,Castellbisbal,864,3204,393,797,2979,459,1661,6183,852,
080556,Castellcir,38,149,24,20,113,27,58,262,51,
250674,Castelldans,59,305,135,55,262,157,114,567,292,
080569,Castelldefels,3780,17604,2012,3639,17119,2632,7419,34723,4644,
080581,Castellet i la Gornal,88,515,137,93,474,155,181,989,292,
170464,Castellfollit de la Roca,58,323,117,49,285,150,107,608,267,
080608,Castellfollit de Riubregós,16,74,23,14,67,34,30,141,57,
080594,Castellfollit del Boix,26,112,48,38,110,50,64,222,98,
080615,Castellgalí,64,360,89,59,303,109,123,663,198,
080620,Castellnou de Bages,42,223,21,32,198,26,74,421,47,
250680,Castellnou de Seana,46,244,85,29,208,101,75,452,186,
170470,Castelló d'Empúries,545,2420,575,545,2227,571,1090,4647,1146,
250693,Castelló de Farfanya,32,177,83,37,160,95,69,337,178,
080636,Castellolí,31,149,37,31,126,47,62,275,84,
170486,Castell-Platja d'Aro,523,2683,382,507,2556,461,1030,5239,843,
250707,Castellserà,56,345,144,64,342,162,120,687,306,
080641,Castellterçol,122,666,200,127,643,260,249,1309,460,
430424,Castellvell del Camp,93,436,78,85,414,95,178,850,173,
080654,Castellví de la Marca,90,495,145,95,437,172,185,932,317,
080667,Castellví de Rosanes,99,432,66,86,398,77,185,830,143,
430430,"Catllar, el",203,950,174,189,883,145,392,1833,319,
250714,Cava,2,21,11,4,14,7,6,35,18,
171899,"Cellera de Ter, la",153,707,175,124,658,238,277,1365,413,
170499,Celrà,234,928,191,235,928,246,469,1856,437,
080673,Centelles,414,1987,476,372,1893,684,786,3880,1160,
082687,Cercs,90,470,167,74,421,217,164,891,384,
082665,Cerdanyola del Vallès,4135,20255,2397,3680,19765,3249,7815,40020,5646,
080689,Cervelló,497,2385,293,477,2238,405,974,4623,698,
250729,Cervera,592,2597,634,614,2449,821,1206,5046,1455,
250735,Cervià de les Garrigues,35,269,137,39,237,140,74,506,277,
170502,Cervià de Ter,31,187,85,31,174,93,62,361,178,
170519,Cistella,10,69,31,11,71,28,21,140,59,
250740,Ciutadilla,10,67,33,7,64,34,17,131,67,
250753,Clariana de Cardener,12,53,9,7,47,16,19,100,25,
250766,"Cogul, el",7,69,46,8,59,36,15,128,82,
170545,Colera,33,185,73,26,180,72,59,365,145,
250772,Coll de Nargó,32,200,87,33,161,88,65,361,175,
080692,Collbató,200,895,130,157,763,141,357,1658,271,
430458,Colldejou,11,78,19,8,59,19,19,137,38,
080706,Collsuspina,18,102,14,9,85,22,27,187,36,
170558,Colomers,8,63,31,4,53,41,12,116,72,
251636,"Coma i la Pedra, la",14,108,26,7,59,32,21,167,58,
251615,Conca de Dalt,16,127,73,19,115,74,35,242,147,
430461,Conesa,8,40,15,3,29,21,11,69,36,
430477,Constantí,352,1896,354,377,1635,393,729,3531,747,
080713,Copons,7,94,37,13,86,51,20,180,88,
430483,Corbera d'Ebre,73,342,137,57,293,155,130,635,292,
080728,Corbera de Llobregat,881,3604,419,811,3324,534,1692,6928,953,
250788,Corbins,77,362,117,57,330,139,134,692,256,
170577,Corçà,64,429,97,69,396,118,133,825,215,
080734,Cornellà de Llobregat,5314,29113,5499,4916,28640,7663,10230,57753,13162,
170561,Cornellà del Terri,129,638,172,122,606,215,251,1244,387,
430496,Cornudella de Montsant,43,284,110,40,237,146,83,521,256,
430509,Creixell,113,610,162,116,589,195,229,1199,357,
170583,Crespià,11,65,29,13,62,44,24,127,73,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",67,395,94,77,364,113,144,759,207,
080749,Cubelles,528,2575,477,439,2432,577,967,5007,1054,
250791,Cubells,21,103,63,21,99,66,42,202,129,
430516,Cunit,435,2398,446,411,2182,488,846,4580,934,
170600,Darnius,22,183,73,21,147,76,43,330,149,
170617,Das,11,60,16,11,50,14,22,110,30,
439018,Deltebre,720,3566,942,642,3398,1113,1362,6964,2055,
080752,Dosrius,240,1161,138,249,1110,152,489,2271,290,
430537,Duesaigües,7,77,35,4,49,28,11,126,63,
170622,"Escala, l'",379,2239,522,380,2143,577,759,4382,1099,
080765,Esparreguera,1551,6500,981,1361,6162,1269,2912,12662,2250,
170638,Espinelves,9,58,27,8,51,32,17,109,59,
250812,"Espluga Calba, l'",19,143,60,16,115,66,35,258,126,
430542,"Espluga de Francolí, l'",266,1163,369,233,1103,502,499,2266,871,
080771,Esplugues de Llobregat,2923,16854,2711,2737,16896,3610,5660,33750,6321,
170643,Espolla,18,118,53,27,106,53,45,224,106,
170656,Esponellà,23,126,43,21,130,49,44,256,92,
250827,Espot,14,122,31,11,96,34,25,218,65,
080787,"Espunyola, l'",11,83,38,20,78,30,31,161,68,
082541,"Esquirol, l'",132,733,191,155,666,249,287,1399,440,
250886,Estamariu,2,46,18,3,35,20,5,81,38,
080790,"Estany, l'",17,125,45,19,126,59,36,251,104,
250851,Estaràs,11,69,22,14,44,30,25,113,52,
250864,Esterri d'Àneu,32,208,81,36,211,90,68,419,171,
250870,Esterri de Cardós,3,24,13,4,23,10,7,47,23,
430555,Falset,180,862,238,169,749,320,349,1611,558,
170059,"Far d'Empordà, el",29,133,38,20,127,40,49,260,78,
250899,Farrera,4,41,13,6,24,9,10,65,22,
430568,"Fatarella, la",53,387,175,60,352,201,113,739,376,
430574,"Febró, la",3,32,7,2,14,7,5,46,14,
081347,Figaró-Montmany,57,330,83,62,251,94,119,581,177,
080804,Fígols,2,15,11,0,15,6,2,30,17,
259084,Fígols i Alinyà,5,88,65,11,65,55,16,153,120,
430580,"Figuera, la",5,37,19,9,34,16,14,71,35,
170669,Figueres,2814,11500,2443,2671,11526,3539,5485,23026,5982,
430593,Figuerola del Camp,18,89,29,23,93,36,41,182,65,
170675,Flaçà,46,294,91,50,268,113,96,562,204,
430607,Flix,270,1386,407,242,1303,514,512,2689,921,
250925,"Floresta, la",13,53,35,11,39,37,24,92,72,
080826,Fogars de la Selva,47,256,65,49,228,61,96,484,126,
080811,Fogars de Montclús,28,125,32,17,107,35,45,232,67,
170681,Foixà,20,99,37,19,93,49,39,192,86,
080832,Folgueroles,135,567,117,126,552,143,261,1119,260,
250931,Fondarella,54,230,57,42,236,63,96,466,120,
080847,Fonollosa,75,363,83,73,329,95,148,692,178,
170694,Fontanals de Cerdanya,22,144,31,25,139,45,47,283,76,
170708,Fontanilles,2,60,17,5,42,15,7,102,32,
170715,Fontcoberta,77,398,75,97,389,90,174,787,165,
080850,Font-rubí,85,403,162,85,354,160,170,757,322,
250946,Foradada,10,72,35,4,53,25,14,125,60,
179026,Forallac,98,594,130,105,558,181,203,1152,311,
430614,Forès,0,24,9,0,19,14,0,43,23,
170736,Fornells de la Selva,130,529,92,128,550,126,258,1079,218,
170741,Fortià,20,177,58,36,164,74,56,341,132,
080863,"Franqueses del Vallès, les",1015,4816,652,1045,4545,868,2060,9361,1520,
430629,Freginals,16,123,53,23,104,61,39,227,114,
250962,"Fuliola, la",70,412,153,78,358,180,148,770,333,
250978,Fulleda,8,37,17,4,31,19,12,68,36,
080902,Gaià,12,62,15,11,54,12,23,116,27,
430635,"Galera, la",38,213,106,33,203,136,71,416,242,
080879,Gallifa,16,64,7,15,47,13,31,111,20,
430640,Gandesa,174,883,262,159,790,361,333,1673,623,
430653,Garcia,18,168,80,21,143,85,39,311,165,
430666,"Garidells, els",8,55,19,15,42,21,23,97,40,
080885,"Garriga, la",976,4055,751,973,4091,1107,1949,8146,1858,
170754,Garrigàs,16,123,42,21,79,51,37,202,93,
170767,Garrigoles,10,54,16,4,39,24,14,93,40,
170773,Garriguella,42,246,80,39,225,86,81,471,166,
080898,Gavà,3021,14428,2302,2835,14091,2942,5856,28519,5244,
250984,Gavet de la Conca,13,87,58,14,85,65,27,172,123,
080919,Gelida,299,1629,326,315,1449,439,614,3078,765,
170789,Ger,25,141,42,23,129,35,48,270,77,
259123,Gimenells i el Pla de la Font,59,383,131,67,340,123,126,723,254,
430672,Ginestar,42,254,127,35,238,149,77,492,276,
170792,Girona,6116,25480,4634,5901,26238,6887,12017,51718,11521,
080924,Gironella,256,1571,531,250,1497,770,506,3068,1301,
080930,Gisclareny,0,11,2,1,7,4,1,18,6,
430688,Godall,35,216,118,30,198,128,65,414,246,
250997,Golmés,77,466,135,92,446,153,169,912,288,
170806,Gombrèn,7,74,22,6,76,37,13,150,59,
251001,Gósol,14,85,25,6,65,33,20,150,58,
080945,"Granada, la",104,450,111,96,450,148,200,900,259,
251018,"Granadella, la",33,256,130,46,197,144,79,453,274,
080958,Granera,0,31,9,0,13,8,0,44,17,
251023,"Granja d'Escarp, la",63,420,103,64,314,145,127,734,248,
080961,Granollers,4093,19022,3147,4024,18914,4481,8117,37936,7628,
251039,Granyanella,2,51,20,6,41,23,8,92,43,
251057,Granyena de les Garrigues,3,55,25,6,40,36,9,95,61,
251044,Granyena de Segarra,3,48,29,4,41,30,7,89,59,
430691,Gratallops,14,87,23,10,68,31,24,155,54,
080977,Gualba,50,298,63,44,275,69,94,573,132,
170813,Gualta,25,112,28,24,84,38,49,196,66,
080996,Guardiola de Berguedà,58,306,129,57,272,146,115,578,275,
430705,"Guiamets, els",18,93,41,18,82,49,36,175,90,
170828,Guils de Cerdanya,14,118,32,21,118,23,35,236,55,
251095,Guimerà,10,112,76,14,94,85,24,206,161,
259031,"Guingueta d'Àneu, la",25,107,40,14,92,46,39,199,86,
251109,Guissona,306,1229,217,297,1110,296,603,2339,513,
251116,Guixers,6,64,26,4,36,19,10,100,45,
081000,Gurb,165,687,137,154,635,159,319,1322,296,
430712,Horta de Sant Joan,81,402,169,51,342,191,132,744,360,
081017,"Hospitalet de Llobregat, l'",14043,86670,17763,13253,86167,24584,27296,172837,42347,
081629,"Hostalets de Pierola, els",87,492,117,73,428,140,160,920,257,
170834,Hostalric,200,1038,187,194,1023,273,394,2061,460,
081022,Igualada,2330,11100,2584,2187,11123,3611,4517,22223,6195,
251155,Isona i Conca Dellà,61,393,190,43,311,208,104,704,398,
170849,Isòvol,7,78,21,6,53,31,13,131,52,
251137,Ivars d'Urgell,105,611,213,92,492,266,197,1103,479,
251121,Ivars de Noguera,14,120,40,18,98,49,32,218,89,
251142,Ivorra,6,49,18,7,41,31,13,90,49,
170852,Jafre,10,100,48,11,84,59,21,184,107,
170865,"Jonquera, la",186,995,151,200,887,207,386,1882,358,
081038,Jorba,48,181,55,56,174,79,104,355,134,
259101,Josa i Tuixén,7,49,29,5,46,21,12,95,50,
170871,Juià,9,87,28,13,85,38,22,172,66,
251180,Juncosa,41,236,88,40,141,91,81,377,179,
251193,Juneda,182,969,333,166,896,389,348,1865,722,
251214,Les,55,248,50,50,213,84,105,461,134,
251229,Linyola,126,809,256,171,749,285,297,1558,541,
081043,"Llacuna, la",54,311,82,47,239,119,101,550,201,
170887,Lladó,35,163,66,26,153,78,61,316,144,
251235,Lladorre,12,73,33,8,78,26,20,151,59,
251240,Lladurs,19,81,24,13,71,30,32,152,54,
081056,"Llagosta, la",865,4605,638,789,4386,841,1654,8991,1479,
170890,Llagostera,422,2086,507,433,1848,614,855,3934,1121,
170904,Llambilles,24,149,49,15,150,48,39,299,97,
170911,Llanars,23,179,53,20,158,61,43,337,114,
170926,Llançà,242,1385,402,257,1298,494,499,2683,896,
251253,Llardecans,34,197,87,29,172,101,63,369,188,
251266,Llavorsí,12,85,42,23,88,31,35,173,73,
251207,Lleida,8412,38529,8104,7898,38798,11299,16310,77327,19403,
170932,Llers,54,377,78,62,330,108,116,707,186,
251272,Lles de Cerdanya,21,103,32,8,75,38,29,178,70,
081075,Lliçà d'Amunt,885,3888,506,822,3562,546,1707,7450,1052,
081081,Lliçà de Vall,416,2018,247,401,1874,280,817,3892,527,
251288,Llimiana,6,47,24,4,40,21,10,87,45,
081069,Llinars del Vallès,599,2600,401,555,2449,531,1154,5049,932,
170947,Llívia,71,411,86,43,360,95,114,771,181,
430727,"Lloar, el",2,35,22,1,33,23,3,68,45,
251291,Llobera,15,76,32,6,68,38,21,144,70,
430733,Llorac,5,42,16,6,40,20,11,82,36,
430748,Llorenç del Penedès,117,534,140,136,545,175,253,1079,315,
170950,Lloret de Mar,1834,8010,1080,1725,7577,1363,3559,15587,2443,
170963,"Llosses, les",18,98,31,13,88,23,31,186,54,
081094,Lluçà,32,96,30,16,82,27,48,178,57,
171024,Maçanet de Cabrenys,27,225,92,21,188,119,48,413,211,
171030,Maçanet de la Selva,289,1458,287,295,1333,311,584,2791,598,
170979,Madremanya,6,61,21,12,71,23,18,132,44,
170985,Maià de Montcal,22,110,32,18,102,40,40,212,72,
251333,Maials,44,299,146,46,261,182,90,560,328,
251305,Maldà,15,80,50,10,74,47,25,154,97,
081108,Malgrat de Mar,1016,5103,995,909,4801,1422,1925,9904,2417,
081115,Malla,15,78,22,18,93,26,33,171,48,
081120,Manlleu,1453,6258,1307,1274,5795,1785,2727,12053,3092,
081136,Manresa,3953,21192,5705,3621,21007,8451,7574,42199,14156,
430764,Marçà,23,184,88,37,173,98,60,357,186,
430751,Margalef,5,41,20,3,33,27,8,74,47,
082423,Marganell,9,78,15,19,76,46,28,154,61,
081141,Martorell,1766,8348,1315,1655,7653,1800,3421,16001,3115,
081154,Martorelles,371,1789,316,349,1727,390,720,3516,706,
430770,Mas de Barberans,37,217,102,38,207,96,75,424,198,
171002,Masarac,11,71,36,14,66,42,25,137,78,
430786,Masdenverge,60,341,119,72,298,114,132,639,233,
081167,"Masies de Roda, les",47,230,59,54,214,66,101,444,125,
081173,"Masies de Voltregà, les",197,964,186,204,978,255,401,1942,441,
430799,Masllorenç,30,141,53,27,131,61,57,272,114,
081189,"Masnou, el",1630,7431,1182,1542,7531,1805,3172,14962,2987,
430803,"Masó, la",9,98,28,15,92,35,24,190,63,
430810,Maspujols,33,161,59,32,135,62,65,296,121,
081192,Masquefa,424,1960,287,389,1777,373,813,3737,660,
430825,"Masroig, el",21,143,88,20,148,95,41,291,183,
251312,Massalcoreig,37,180,86,34,181,106,71,361,192,
171019,Massanes,32,213,52,27,163,62,59,376,114,
251327,Massoteres,10,56,28,8,50,30,18,106,58,
081206,Matadepera,740,2524,345,657,2466,465,1397,4990,810,
081213,Mataró,8278,38176,6520,7620,37076,9521,15898,75252,16041,
081228,Mediona,74,519,169,83,450,170,157,969,339,
251348,Menàrguens,39,272,105,47,225,127,86,497,232,
170998,Meranges,0,39,11,0,20,13,0,59,24,
171058,Mieres,32,104,37,17,94,49,49,198,86,
430831,"Milà, el",6,56,17,9,60,19,15,116,36,
251351,Miralcamp,81,390,122,83,402,152,164,792,274,
430846,Miravet,49,274,93,36,208,122,85,482,215,
081385,Moià,334,1361,321,289,1344,440,623,2705,761,
430859,"Molar, el",16,90,45,15,70,55,31,160,100,
081234,Molins de Rei,1446,7198,1282,1395,7033,1844,2841,14231,3126,
251370,Mollerussa,803,3417,667,769,3318,890,1572,6735,1557,
171061,Mollet de Peralada,6,68,27,7,42,37,13,110,64,
081249,Mollet del Vallès,3758,17493,2221,3567,16918,2940,7325,34411,5161,
171077,Molló,13,111,48,10,102,51,23,213,99,
251364,"Molsosa, la",10,39,16,6,43,15,16,82,31,
