Codi,Literal,De propietat. Per compra pagada,De propietat. Per compra amb pagaments pendents,De propietat. Per herència o donació,De lloguer,Cedit gratis o a baix preu,Altres formes,Total
081614,Piera,1398,1267,301,295,66,141,3468
431055,"Piles, les",17,14,29,3,3,1,67
081635,Pineda de Mar,3457,2655,302,777,124,288,7603
431068,"Pinell de Brai, el",137,25,143,18,15,10,348
251667,Pinell de Solsonès,9,3,26,2,0,21,61
251673,Pinós,13,3,43,8,17,4,88
431074,Pira,76,54,21,6,3,7,167
431080,"Pla de Santa Maria, el",306,93,135,23,20,10,587
081640,"Pla del Penedès, el",123,43,85,38,8,16,313
171334,"Planes d'Hostoles, les",370,74,63,76,8,8,599
171349,Planoles,67,8,3,26,11,3,118
259118,"Plans de Sió, els",34,8,117,7,9,7,182
251689,"Poal, el",80,8,101,9,11,7,216
251692,"Pobla de Cérvoles, la",43,10,39,0,2,3,97
081653,"Pobla de Claramunt, la",288,137,62,113,13,35,648
081666,"Pobla de Lillet, la",217,38,113,131,48,5,552
431093,"Pobla de Mafumet, la",191,110,53,27,2,7,390
431107,"Pobla de Massaluca, la",43,0,88,4,2,4,141
431114,"Pobla de Montornès, la",279,205,45,48,9,13,599
251713,"Pobla de Segur, la",629,94,106,215,48,31,1123
431129,Poboleda,48,9,54,8,13,6,138
081672,Polinyà,560,1021,33,98,8,20,1740
431135,"Pont d'Armentera, el",86,20,71,19,1,8,205
250306,"Pont de Bar, el",20,13,28,2,0,3,66
171352,Pont de Molins,72,44,12,21,3,9,161
251734,"Pont de Suert, el",379,225,83,61,11,34,793
081825,"Pont de Vilomara i Rocafort, el",490,232,34,136,16,44,952
431418,Pontils,17,7,12,2,4,6,48
081688,Pontons,65,24,28,30,8,6,161
171365,Pontós,28,9,27,18,2,1,85
251728,Ponts,363,92,161,157,40,33,846
171371,Porqueres,755,255,33,54,9,39,1145
431140,Porrera,56,14,84,15,3,11,183
171404,"Port de la Selva, el",146,29,63,37,25,28,328
171387,Portbou,288,61,46,149,21,31,596
251749,"Portella, la",92,16,67,5,32,13,225
431153,Pradell de la Teixeta,16,2,50,1,6,0,75
431166,Prades,63,29,81,30,16,15,234
431172,Prat de Comte,17,1,50,2,3,2,75
081691,"Prat de Llobregat, el",10227,7463,636,2274,291,424,21315
431188,Pratdip,174,11,11,10,10,4,220
081712,Prats de Lluçanès,498,97,98,145,28,34,900
081705,"Prats de Rei, els",53,22,79,28,15,2,199
251752,Prats i Sansor,21,24,8,16,7,5,81
251765,Preixana,55,14,61,3,7,5,145
251771,Preixens,43,10,94,7,4,16,174
082303,Premià de Dalt,1324,1069,122,287,33,95,2930
081727,Premià de Mar,3585,3389,309,1530,129,213,9155
171390,"Preses, les",205,132,67,65,12,25,506
251790,Prullans,34,9,16,14,4,4,81
171411,Puigcerdà,878,512,140,974,68,89,2661
081748,Puigdàlber,36,27,33,14,2,6,118
251804,Puiggròs,33,11,30,0,5,28,107
431191,Puigpelat,68,76,38,12,6,16,216
081751,Puig-reig,812,264,73,297,44,34,1524
251811,Puigverd d'Agramunt,25,5,49,7,3,6,95
251826,Puigverd de Lleida,215,63,77,9,8,9,381
081764,Pujalt,15,3,35,1,2,4,60
081770,"Quar, la",3,0,4,11,1,2,21
171426,Quart,308,270,41,97,11,42,769
170433,Queralbs,57,0,5,6,7,4,79
431205,Querol,98,12,2,7,9,5,133
171432,Rabós,30,9,22,4,2,2,69
081786,Rajadell,61,19,26,23,1,11,141
431212,Rasquera,74,2,185,9,3,0,273
171447,Regencós,46,13,31,6,8,0,104
081799,Rellinars,49,60,17,7,2,13,148
431227,Renau,10,5,5,4,1,1,26
431233,Reus,14554,10885,890,3901,447,567,31244
251832,Rialp,65,44,45,29,12,10,205
431248,"Riba, la",84,30,30,91,19,15,269
431251,Riba-roja d'Ebre,224,59,158,29,18,6,494
259059,Ribera d'Ondara,42,7,77,11,7,4,148
251850,Ribera d'Urgellet,133,20,89,26,8,16,292
171450,Ribes de Freser,315,120,95,206,32,22,790
171463,Riells i Viabrea,324,404,14,31,8,35,816
431264,"Riera de Gaià, la",126,81,94,44,13,19,377
251863,Riner,13,3,29,13,2,18,78
171479,Ripoll,2003,761,120,1034,38,46,4002
081803,Ripollet,4513,4518,331,923,106,222,10613
259139,Riu de Cerdanya,15,3,3,7,0,4,32
171485,Riudarenes,265,75,64,57,17,24,502
171498,Riudaura,70,21,10,36,0,3,140
431270,Riudecanyes,107,22,125,20,19,10,303
431286,Riudecols,134,16,126,57,27,6,366
171501,Riudellots de la Selva,234,128,62,38,13,30,505
431299,Riudoms,783,281,316,279,127,24,1810
171518,Riumors,37,4,24,9,1,3,78
081810,"Roca del Vallès, la",958,998,230,288,47,109,2630
431303,Rocafort de Queralt,30,12,53,12,3,6,116
431310,Roda de Berà,694,600,27,100,52,40,1513
081831,Roda de Ter,798,436,170,196,42,105,1747
431325,Rodonyà,39,27,65,16,6,8,161
431331,Roquetes,1126,417,433,257,63,16,2312
171523,Roses,1997,1167,275,1116,153,122,4830
251898,Rosselló,289,153,102,19,36,15,614
431346,"Rourell, el",30,9,49,6,1,8,103
081846,Rubí,9316,8618,589,1817,189,515,21044
081859,Rubió,6,5,19,1,2,2,35
171539,Rupià,30,10,16,10,0,3,69
089019,Rupit i Pruit,77,3,2,32,5,4,123
081878,Sabadell,34362,21310,2505,5267,773,1490,65707
081884,Sagàs,8,1,17,10,3,3,42
251902,Salàs de Pallars,44,9,59,11,9,2,134
081901,Saldes,42,4,31,25,4,0,106
171544,Sales de Llierca,15,1,6,11,1,0,34
081918,Sallent,1340,424,206,409,60,113,2552
431359,Salomó,67,19,54,6,2,4,152
439057,Salou,1869,2343,95,976,162,156,5601
171557,Salt,3692,2687,248,688,76,260,7651
251919,Sanaüja,70,13,66,8,7,16,180
081944,Sant Adrià de Besòs,6130,3081,283,1271,113,241,11119
081957,Sant Agustí de Lluçanès,3,6,8,9,0,1,27
081960,Sant Andreu de la Barca,2617,3964,98,747,156,136,7718
081976,Sant Andreu de Llavaneres,858,1130,99,397,77,105,2666
171576,Sant Andreu Salou,21,3,16,3,1,3,47
171833,Sant Aniol de Finestres,30,18,15,27,12,4,106
081982,Sant Antoni de Vilamajor,506,481,114,115,34,67,1317
081995,Sant Bartomeu del Grau,126,28,15,34,103,12,318
082009,Sant Boi de Llobregat,14049,9239,689,2081,212,539,26809
082016,Sant Boi de Lluçanès,76,17,18,37,21,0,169
431362,Sant Carles de la Ràpita,2168,685,509,413,138,271,4184
082037,Sant Cebrià de Vallalta,263,341,43,39,21,56,763
082021,Sant Celoni,2039,1036,346,679,83,154,4337
082042,Sant Climent de Llobregat,311,451,125,109,11,64,1071
171582,Sant Climent Sescebes,49,23,54,14,10,8,158
082055,Sant Cugat del Vallès,6610,8298,689,3374,318,517,19806
082068,Sant Cugat Sesgarrigues,87,53,63,15,4,14,236
251961,Sant Esteve de la Sarga,22,2,22,2,0,0,48
082074,Sant Esteve de Palautordera,184,124,71,101,15,28,523
082080,Sant Esteve Sesrovires,625,820,55,144,33,57,1734
171595,Sant Feliu de Buixalleu,139,46,22,30,14,16,267
082107,Sant Feliu de Codines,429,395,240,369,73,138,1644
171609,Sant Feliu de Guíxols,3111,1765,321,903,177,330,6607
082114,Sant Feliu de Llobregat,6781,4999,408,1353,147,291,13979
171616,Sant Feliu de Pallerols,254,33,56,65,3,28,439
082129,Sant Feliu Sasserra,104,23,42,27,9,13,218
171621,Sant Ferriol,30,7,7,17,3,2,66
082093,Sant Fost de Campsentelles,1065,806,69,122,32,78,2172
082135,Sant Fruitós de Bages,887,749,90,183,33,75,2017
171637,Sant Gregori,360,214,64,117,14,29,798
251924,Sant Guim de Freixenet,164,60,45,62,11,6,348
251977,Sant Guim de la Plana,15,3,26,1,2,8,55
171642,Sant Hilari Sacalm,877,353,145,300,40,63,1778
082153,Sant Hipòlit de Voltregà,588,196,60,156,31,36,1067
081939,Sant Iscle de Vallalta,122,122,38,40,13,18,353
439023,Sant Jaume d'Enveja,588,151,284,33,16,19,1091
082166,Sant Jaume de Frontanyà,2,1,3,4,0,0,10
171655,Sant Jaume de Llierca,213,12,2,33,2,6,268
431378,Sant Jaume dels Domenys,223,110,122,42,12,55,564
171674,Sant Joan de les Abadesses,749,120,54,341,38,39,1341
171680,Sant Joan de Mollet,62,23,39,8,0,10,142
082188,Sant Joan de Vilatorrada,1431,1188,133,314,29,83,3178
082172,Sant Joan Despí,4524,3878,266,1092,91,161,10012
171851,Sant Joan les Fonts,605,123,39,159,50,12,988
171668,Sant Jordi Desvalls,77,18,56,39,1,29,220
089030,Sant Julià de Cerdanyola,16,6,33,10,9,23,97
171693,Sant Julià de Ramis,438,96,30,95,9,9,677
082205,Sant Julià de Vilatorta,394,222,25,105,37,25,808
179032,Sant Julià del Llor i Bonmatí,254,76,9,31,6,3,379
082212,Sant Just Desvern,2073,1371,263,741,71,141,4660
082227,Sant Llorenç d'Hortons,163,238,97,64,20,28,610
171714,Sant Llorenç de la Muga,37,18,10,12,2,5,84
251930,Sant Llorenç de Morunys,156,33,44,72,8,11,324
082233,Sant Llorenç Savall,243,174,97,98,19,59,690
082251,Sant Martí d'Albars,18,1,6,6,1,1,33
082248,Sant Martí de Centelles,113,58,20,71,6,13,281
171729,Sant Martí de Llémena,59,48,22,35,2,9,175
259025,Sant Martí de Riucorb,75,8,161,8,10,0,262
082264,Sant Martí de Tous,117,59,101,38,11,30,356
082270,Sant Martí Sarroca,277,146,244,73,13,50,803
082286,Sant Martí Sesgueioles,42,9,51,14,3,1,120
171735,Sant Martí Vell,46,2,5,15,1,8,77
082299,Sant Mateu de Bages,145,11,52,14,4,5,231
171740,Sant Miquel de Campmajor,26,3,14,16,4,3,66
171753,Sant Miquel de Fluvià,91,48,17,34,2,20,212
171766,Sant Mori,22,3,6,11,4,5,51
171772,Sant Pau de Segúries,127,26,41,29,19,1,243
082310,Sant Pere de Ribes,3123,3793,211,604,78,264,8073
082325,Sant Pere de Riudebitlles,357,136,148,51,20,19,731
082331,Sant Pere de Torelló,364,176,92,84,19,26,761
082346,Sant Pere de Vilamajor,399,444,52,64,12,35,1006
171788,Sant Pere Pescador,185,103,97,89,8,40,522
081897,Sant Pere Sallavinera,26,3,4,5,7,1,46
082359,Sant Pol de Mar,474,567,151,182,60,72,1506
082362,Sant Quintí de Mediona,227,100,144,125,18,31,645
082378,Sant Quirze de Besora,379,105,62,176,11,19,752
082384,Sant Quirze del Vallès,1576,2248,126,220,42,102,4314
082397,Sant Quirze Safaja,54,45,10,21,11,15,156
251945,Sant Ramon,39,9,93,9,13,15,178
082401,Sant Sadurní d'Anoia,1667,745,304,383,53,122,3274
082418,Sant Sadurní d'Osormort,10,0,7,8,1,2,28
080983,Sant Salvador de Guardiola,332,355,29,19,12,26,773
082628,Sant Vicenç de Castellet,1464,276,97,641,14,40,2532
082649,Sant Vicenç de Montalt,522,572,88,138,36,36,1392
082652,Sant Vicenç de Torelló,377,133,39,76,11,15,651
082634,Sant Vicenç dels Horts,3594,3331,394,500,72,283,8174
431384,Santa Bàrbara,376,132,441,149,79,71,1248
082439,Santa Cecília de Voltregà,28,4,5,15,3,3,58
082444,Santa Coloma de Cervelló,547,1139,62,148,20,50,1966
171805,Santa Coloma de Farners,1545,974,201,388,34,127,3269
082457,Santa Coloma de Gramenet,23670,8463,983,5193,368,751,39428
431397,Santa Coloma de Queralt,355,115,259,141,46,46,962
171812,Santa Cristina d'Aro,938,613,49,194,30,70,1894
082460,Santa Eugènia de Berga,410,102,32,49,3,26,622
082476,Santa Eulàlia de Riuprimer,158,29,31,39,23,7,287
082482,Santa Eulàlia de Ronçana,722,679,85,114,13,64,1677
082495,Santa Fe del Penedès,29,41,13,7,1,7,98
171827,Santa Llogaia d'Àlguema,36,19,17,15,5,7,99
082508,Santa Margarida de Montbui,1760,755,125,264,40,103,3047
082515,Santa Margarida i els Monjos,581,681,182,148,21,73,1686
082589,Santa Maria d'Oló,161,46,70,20,6,26,329
082536,Santa Maria de Besora,31,2,8,13,3,3,60
082567,Santa Maria de Martorelles,98,88,3,47,5,8,249
082554,Santa Maria de Merlès,12,2,8,18,1,2,43
082573,Santa Maria de Miralles,18,3,12,3,4,1,41
082592,Santa Maria de Palautordera,1006,732,160,282,70,85,2335
431401,Santa Oliva,367,262,70,39,17,37,792
171848,Santa Pau,264,25,66,98,19,7,479
082606,Santa Perpètua de Mogoda,2841,3112,242,490,76,167,6928
082613,Santa Susanna,326,293,25,52,16,17,729
081923,Santpedor,841,618,101,104,41,97,1802
431423,Sarral,181,81,157,56,11,24,510
171864,Sarrià de Ter,685,408,71,98,16,29,1307
252017,Sarroca de Bellera,27,1,33,1,1,3,66
252000,Sarroca de Lleida,32,11,97,6,5,8,159
171870,"Saus, Camallera i Llampaies",111,38,46,48,8,11,262
431439,Savallà del Comtat,6,6,14,0,1,0,27
431444,"Secuita, la",151,124,88,15,14,13,405
171886,"Selva de Mar, la",48,12,13,4,0,5,82
431457,"Selva del Camp, la",697,434,156,112,24,20,1443
431460,Senan,9,1,7,0,0,0,17
430445,"Sénia, la",768,423,307,228,62,44,1832
252022,Senterada,15,6,17,3,0,3,44
250352,"Sentiu de Sió, la",81,9,48,6,3,7,154
082671,Sentmenat,903,651,116,215,27,104,2016
171903,Serinyà,190,65,3,39,3,2,302
252043,Seròs,222,43,238,42,66,6,617
171910,Serra de Daró,24,5,21,5,4,8,67
171925,Setcases,29,12,12,7,8,3,71
252038,"Seu d'Urgell, la",1746,812,246,1036,95,110,4045
082690,Seva,405,229,79,142,15,39,909
252056,Sidamon,62,79,52,3,3,5,204
171931,Sils,614,314,48,91,18,38,1123
082704,Sitges,3126,2301,407,1831,188,245,8098
170524,Siurana,19,7,18,4,4,3,55
082711,Sobremunt,10,5,1,6,2,1,25
252069,"Soleràs, el",121,2,9,4,1,1,138
431476,Solivella,67,17,140,6,4,13,247
252075,Solsona,1122,570,160,579,51,66,2548
082726,Sora,15,7,11,22,9,0,64
252081,Soriguera,27,9,65,11,7,7,126
252094,Sort,218,172,160,133,26,41,750
252108,Soses,185,51,178,11,29,11,465
082732,Subirats,305,178,258,71,45,50,907
252115,Sudanell,93,30,83,9,8,20,243
252120,Sunyer,32,4,47,0,2,8,93
082747,Súria,1112,530,114,258,32,59,2105
171946,Susqueda,15,8,7,2,8,1,41
082763,Tagamanent,31,27,3,12,2,5,80
082779,Talamanca,26,8,1,2,0,2,39
252154,Talarn,45,12,39,16,1,21,134
252167,Talavera,19,2,67,3,4,1,96
171959,"Tallada d'Empordà, la",41,13,40,8,6,6,114
082785,Taradell,670,427,201,262,64,94,1718
431482,Tarragona,18711,13700,1229,5842,616,1017,41115
252173,Tàrrega,1967,1315,419,665,124,104,4594
252189,Tarrés,15,3,20,3,0,6,47
252192,Tarroja de Segarra,10,7,37,4,2,2,62
082750,Tavèrnoles,36,15,7,10,1,5,74
082802,Tavertet,24,5,7,15,4,2,57
082819,Teià,674,697,98,219,28,57,1773
252206,Térmens,96,35,181,42,6,97,457
171962,Terrades,14,9,37,16,2,4,82
082798,Terrassa,30355,21983,2629,5857,725,1509,63058
082824,Tiana,797,690,101,250,31,86,1955
252213,Tírvia,10,7,20,10,0,4,51
252228,Tiurana,0,0,7,0,0,0,7
431495,Tivenys,124,19,148,19,6,11,327
431508,Tivissa,194,47,311,26,42,16,636
082830,Tona,853,551,148,347,27,124,2050
252234,Torà,151,70,90,58,15,32,416
082845,Tordera,1927,1022,255,354,72,177,3807
082858,Torelló,1982,1280,253,548,72,164,4299
252249,"Torms, els",19,6,42,0,0,4,71
252252,Tornabous,54,19,171,27,2,9,282
252271,"Torre de Cabdella, la",87,8,130,16,6,27,274
082861,"Torre de Claramunt, la",547,165,48,39,2,20,821
431515,"Torre de Fontaubella, la",21,6,20,4,5,0,56
431520,"Torre de l'Espanyol, la",46,18,122,31,8,12,237
252265,Torrebesses,24,5,81,4,4,4,122
431536,Torredembarra,1615,1496,263,549,96,159,4178
252287,Torrefarrera,234,201,106,38,59,14,652
259078,Torrefeta i Florejacs,46,14,124,7,15,22,228
252304,Torregrossa,212,47,401,39,9,31,739
252311,Torrelameu,89,9,62,9,18,0,187
082877,Torrelavit,102,73,124,36,16,26,377
082883,Torrelles de Foix,259,176,76,107,21,26,665
082896,Torrelles de Llobregat,361,497,144,193,19,70,1284
171978,Torrent,18,1,15,6,2,17,59
252326,Torres de Segre,255,108,167,46,58,4,638
252332,Torre-serona,86,14,2,7,5,1,115
171984,Torroella de Fluvià,95,6,1,44,1,1,148
171997,Torroella de Montgrí,1211,767,306,430,76,173,2963
431541,Torroja del Priorat,12,7,34,3,2,2,60
172001,Tortellà,114,12,70,63,7,14,280
431554,Tortosa,4830,2217,1311,1345,258,266,10227
172018,Toses,19,8,20,2,7,5,61
172023,Tossa de Mar,773,399,80,333,80,108,1773
252347,Tremp,1227,197,170,347,26,55,2022
172044,Ullà,113,27,53,36,2,34,265
082900,Ullastrell,102,144,90,42,14,13,405
172057,Ullastret,30,11,26,10,2,1,80
431567,Ulldecona,783,300,518,271,86,69,2027
431573,Ulldemolins,55,6,114,13,6,7,201
172039,Ultramort,16,7,30,3,2,11,69
172060,Urús,22,11,17,7,6,8,71
082917,Vacarisses,477,458,54,68,65,46,1168
170144,"Vajol, la",11,5,8,16,0,0,40
172076,"Vall d'en Bas, la",381,85,216,152,38,12,884
172082,"Vall de Bianya, la",168,67,60,97,20,8,420
250432,"Vall de Boí, la",93,50,131,47,7,22,350
259010,Vall de Cardós,35,10,72,8,1,18,144
082922,Vallbona d'Anoia,152,95,51,34,7,17,356
252385,Vallbona de les Monges,27,4,56,3,9,2,101
082938,Vallcebre,29,10,34,17,5,0,95
431589,Vallclara,13,5,24,2,5,0,49
252402,Vallfogona de Balaguer,251,87,78,25,12,25,478
171707,Vallfogona de Ripollès,19,10,23,17,5,6,80
431592,Vallfogona de Riucorb,14,0,28,2,1,4,49
082943,Vallgorguina,159,219,63,45,14,40,540
082956,Vallirana,1344,1367,103,298,38,116,3266
172095,Vall-llobrega,37,69,28,18,4,23,179
431606,Vallmoll,205,107,80,25,8,22,447
082969,Vallromanes,234,239,25,35,10,29,572
431613,Valls,3508,2074,326,894,160,82,7044
259062,"Valls d'Aguilar, les",41,10,56,6,4,7,124
252398,"Valls de Valira, les",72,19,133,14,8,11,257
431628,Vandellòs i l'Hospitalet de l'Infant,590,374,252,179,31,52,1478
259097,"Vansa i Fórnols, la",27,2,35,4,2,4,74
082975,Veciana,11,9,21,3,2,3,49
431634,"Vendrell, el",3078,3576,450,1255,219,268,8846
172109,Ventalló,127,15,54,29,11,12,248
252424,Verdú,111,58,119,18,9,14,329
172116,Verges,167,37,122,54,8,7,395
431649,Vespella de Gaià,65,15,6,4,1,6,97
082981,Vic,4737,3047,394,2819,194,265,11456
172121,Vidrà,13,3,10,17,6,4,53
172137,Vidreres,1026,445,75,184,17,52,1799
252430,Vielha e Mijaran,429,493,168,285,66,60,1501
431652,Vilabella,78,10,126,20,6,24,264
172142,Vilabertran,110,31,86,29,19,6,281
172155,Vilablareix,231,281,28,31,6,21,598
082994,Vilada,92,9,18,57,7,10,193
172174,Viladamat,56,14,44,11,5,13,143
172168,Viladasens,22,9,17,7,1,4,60
083015,Viladecans,8590,8559,405,1217,157,438,19366
083008,Viladecavalls,712,1090,55,49,8,32,1946
172180,Vilademuls,73,7,73,57,3,13,226
172207,Viladrau,108,40,54,44,16,49,311
172214,Vilafant,633,497,56,88,24,55,1353
083054,Vilafranca del Penedès,4745,3857,601,1434,138,278,11053
252445,Vilagrassa,56,20,53,5,3,7,144
172235,Vilajuïga,98,126,72,39,13,16,364
431750,Vilalba dels Arcs,60,3,175,7,1,0,246
083067,Vilalba Sasserra,37,86,24,17,6,14,184
252458,Vilaller,70,76,42,16,4,16,224
172240,Vilallonga de Ter,62,22,53,18,6,10,171
431665,Vilallonga del Camp,181,81,104,26,15,22,429
172253,Vilamacolum,27,11,32,15,3,3,91
172266,Vilamalla,136,99,8,31,2,5,281
172272,Vilamaniscle,26,4,10,5,1,8,54
252477,Vilamòs,14,10,15,6,1,1,47
172288,Vilanant,23,4,44,31,7,0,109
431671,Vilanova d'Escornalbou,61,17,59,6,16,0,159
252483,Vilanova de Bellpuig,110,21,201,13,17,16,378
252496,Vilanova de l'Aguda,17,2,48,4,0,4,75
252542,Vilanova de la Barca,96,49,117,16,17,19,314
252509,Vilanova de Meià,35,10,74,7,2,36,164
431687,Vilanova de Prades,12,2,29,4,2,2,51
083036,Vilanova de Sau,35,19,16,28,13,13,124
252516,Vilanova de Segrià,161,17,71,14,0,6,269
083020,Vilanova del Camí,1993,853,112,368,15,52,3393
089024,Vilanova del Vallès,311,357,83,61,26,47,885
083073,Vilanova i la Geltrú,9438,6651,674,2552,349,490,20154
431690,Vilaplana,99,9,55,12,14,7,196
431704,Vila-rodona,157,41,116,34,14,38,400
172305,Vila-sacra,71,19,7,29,9,5,140
252521,Vila-sana,65,9,80,4,15,5,178
431711,Vila-seca,2054,1625,246,498,57,75,4555
082140,Vilassar de Dalt,1099,873,194,313,47,96,2622
082191,Vilassar de Mar,2090,2456,335,1021,110,148,6160
172229,Vilaür,14,14,9,5,1,3,46
431726,Vilaverd,58,26,56,8,3,3,154
431732,"Vilella Alta, la",8,0,38,1,3,1,51
431747,"Vilella Baixa, la",40,5,20,2,12,1,80
172333,Vilobí d'Onyar,343,165,100,75,27,35,745
083041,Vilobí del Penedès,88,46,116,21,7,12,290
172327,Vilopriu,45,3,7,7,3,2,67
252537,"Vilosell, el",26,10,42,7,2,2,89
431763,Vimbodí i Poblet,190,36,93,28,12,23,382
252555,Vinaixa,58,16,115,9,26,5,229
431779,Vinebre,47,7,90,18,0,2,164
431785,Vinyols i els Arcs,215,101,53,69,16,9,463
083089,Viver i Serrateix,10,3,21,8,3,4,49
430521,Xerta,153,30,203,15,15,22,438
,Catalunya,1063841,639033,127847,384423,37343,63287,2315774

