,Any,Serveis,Literal,Codi
1550,2013,0.0,Aspa,250365
1551,2013,0.0,"Sentiu de Sió, la",250352
1552,2013,0.0,Alcoletge,250122
1553,2013,0.0,"Vall de Boí, la",250432
1554,2013,0.0,Viladrau,172207
1555,2013,0.0,Vilanant,172288
1556,2013,0.0,Vilamaniscle,172272
1557,2013,11.7388,Vilamalla,172266
1558,2013,0.0,Vilamacolum,172253
1559,2013,0.0,Vilallonga de Ter,172240
1560,2013,0.0,Vilajuïga,172235
1561,2013,1.837,Alfés,250143
1562,2013,0.7002,Vilafant,172214
1563,2013,0.0,Vilobí d'Onyar,172333
1564,2013,0.0,Vilademuls,172180
1565,2013,2.861,Viladamat,172174
1566,2013,0.0,Viladasens,172168
1567,2013,0.0,Vilablareix,172155
1568,2013,0.0,Vilabertran,172142
1569,2013,10.2239,Vidreres,172137
1570,2013,0.0,Vilaür,172229
1571,2013,0.0,Agramunt,250030
1572,2013,1.6491,Alcarràs,250117
1573,2013,0.0,Alcanó,250100
1574,2013,0.0,"Albi, l'",250096
1575,2013,0.0,Albesa,250083
1576,2013,0.0,Albatàrrec,250077
1577,2013,0.0,"Albagés, l'",250061
1578,2013,0.0,Vila-sacra,172305
1579,2013,0.0,"Alamús, els",250045
1580,2013,1.2687,Esplugues de Llobregat,080771
1581,2013,0.3984,Àger,250024
1582,2013,0.0,Abella de la Conca,250019
1583,2013,0.1704,Sant Julià del Llor i Bonmatí,179032
1584,2013,0.7164,Forallac,179026
1585,2013,0.0,Bellvei,430249
1586,2013,0.0,Bellver de Cerdanya,250518
1587,2013,0.0663,Alàs i Cerc,250058
1588,2013,0.0,"Granja d'Escarp, la",251023
1589,2013,0.0,Foradada,250946
1590,2013,0.0,Ascó,430192
1591,2013,0.0,Banyeres del Penedès,430206
1592,2013,0.0,Barberà de la Conca,430213
1593,2013,0.0,Batea,430228
1594,2013,0.0,Bellmunt del Priorat,430234
1595,2013,0.0,"Argentera, l'",430173
1596,2013,2.5781,Granyanella,251039
1597,2013,0.4945,"Arboç, l'",430167
1598,2013,0.0,"Granadella, la",251018
1599,2013,0.1487,Gósol,251001
1600,2013,0.0,Golmés,250997
1601,2013,0.0,Gavet de la Conca,250984
1602,2013,0.0,Fulleda,250978
1603,2013,0.0,Bellmunt d'Urgell,250498
1604,2013,0.0,Granyena de Segarra,251044
1605,2013,0.0,Alforja,430094
1606,2013,0.0,Aiguamúrcia,430017
1607,2013,0.4168,Albinyana,430022
1608,2013,0.0,"Albiol, l'",430038
1609,2013,10.6608,Alcanar,430043
1610,2013,0.0,Alcover,430056
1611,2013,0.0,Aldover,430069
1612,2013,0.0,Arnes,430189
1613,2013,0.0,Alfara de Carles,430081
1614,2013,0.0,Fondarella,250931
1615,2013,0.0,Alió,430108
1616,2013,0.0,Almoster,430115
1617,2013,2.3793,Altafulla,430120
1618,2013,12.3161,"Ametlla de Mar, l'",430136
1619,2013,3.4772,Amposta,430141
1620,2013,0.0,Arbolí,430154
1621,2013,0.0,"Aleixar, l'",430075
1622,2013,0.0,Bossòst,250595
1623,2013,0.0,"Fuliola, la",250962
1624,2013,0.0,Castellnou de Seana,250680
1625,2013,0.0,Castelldans,250674
1626,2013,0.0,Castellar de la Ribera,250642
1627,2013,0.0,Canejan,250637
1628,2013,0.0,Camarasa,250621
1629,2013,0.0,Castellserà,250707
1630,2013,0.3012,Cabanabona,250609
1631,2013,0.0,Cava,250714
1632,2013,0.0,"Borges Blanques, les",250582
1633,2013,0.0,"Bòrdes, Es",250576
1634,2013,0.0,Bovera,250560
1635,2013,0.0,Biosca,250557
1636,2013,0.4167,Benavent de Segrià,250539
1637,2013,0.0,Bellvís,250523
1638,2013,0.0,Cabó,250616
1639,2013,0.384,Cubells,250791
1640,2013,0.0,"Floresta, la",250925
1641,2013,0.0,Farrera,250899
1642,2013,0.0,Estamariu,250886
1643,2013,0.0,Esterri de Cardós,250870
1644,2013,0.4881,Esterri d'Àneu,250864
1645,2013,0.0,Estaràs,250851
1646,2013,0.0,Castelló de Farfanya,250693
1647,2013,0.0,"Espluga Calba, l'",250812
1648,2013,0.0,Gimenells i el Pla de la Font,259123
1649,2013,0.0,Corbins,250788
1650,2013,0.1898,Coll de Nargó,250772
1651,2013,0.0,"Cogul, el",250766
1652,2013,1.4333,Clariana de Cardener,250753
1653,2013,0.0,Ciutadilla,250740
1654,2013,0.0,Cervià de les Garrigues,250735
1655,2013,3.3562,Cervera,250729
1656,2013,0.0,Espot,250827
1657,2013,0.0478,"Lloar, el",430727
1658,2013,0.0,"Milà, el",430831
1659,2013,0.0,Maspujols,430810
1660,2013,0.0,"Masó, la",430803
1661,2013,0.0,Masllorenç,430799
1662,2013,0.0,Masdenverge,430786
1663,2013,0.0,Mas de Barberans,430770
1664,2013,0.0,"Masroig, el",430825
1665,2013,0.0,Marçà,430764
1666,2013,0.0,Margalef,430751
1667,2013,0.0,Gratallops,430691
1668,2013,0.0,Llorac,430733
1669,2013,0.0,"Garidells, els",430666
1670,2013,0.0,Horta de Sant Joan,430712
1671,2013,1.2478,"Guiamets, els",430705
1672,2013,0.0,Móra la Nova,430944
1673,2013,0.0,Godall,430688
1674,2013,0.8012,Ginestar,430672
1675,2013,0.9977,Llorenç del Penedès,430748
1676,2013,0.0438,"Morera de Montsant, la",430960
1677,2013,0.0,"Perelló, el",431042
1678,2013,0.0,Perafort,431037
1679,2013,0.0,Paüls,431021
1680,2013,4.6495,"Catllar, el",430430
1681,2013,0.0,Garcia,430653
1682,2013,0.0,Passanant i Belltall,431016
1683,2013,0.2111,"Pallaresos, els",431009
1684,2013,0.0,"Palma d'Ebre, la",430995
1685,2013,17.9544,Mont-roig del Camp,430923
1686,2013,0.0,"Nou de Gaià, la",430976
1687,2013,0.0,Miravet,430846
1688,2013,0.2008,"Morell, el",430957
1689,2013,0.0,Móra d'Ebre,430939
1690,2013,0.0,Mont-ral,430918
1691,2013,1.4815,"Montmell, el",430901
1692,2013,0.0,Montferri,430897
1693,2013,2.5777,Montbrió del Camp,430884
1694,2013,0.0,Montblanc,430862
1695,2013,0.0,"Molar, el",430859
1696,2013,0.0,Nulles,430982
1697,2013,0.0,Bot,430326
1698,2013,0.0414,Colldejou,430458
1699,2013,0.0,Capçanes,430402
1700,2013,0.0868,Capafonts,430398
1701,2013,27.0528,Cambrils,430385
1702,2013,104.748,Calafell,430379
1703,2013,0.0,Cabra del Camp,430363
1704,2013,0.1049,Cabacés,430350
1705,2013,0.2823,Castellvell del Camp,430424
1706,2013,0.0,Botarell,430332
1707,2013,0.0,"Sénia, la",430445
1708,2013,1.3517,"Borges del Camp, les",430311
1709,2013,0.0,Bonastre,430304
1710,2013,0.0,Blancafort,430290
1711,2013,0.0,"Bisbal del Penedès, la",430287
1712,2013,0.0,"Bisbal de Falset, la",430271
1713,2013,0.0,"Piles, les",431055
1714,2013,1.5396,Torredembarra,431536
1715,2013,0.0,Benissanet,430265
1716,2013,0.0,Bràfim,430347
1717,2013,0.0904,"Espluga de Francolí, l'",430542
1718,2013,0.417,"Galera, la",430635
1719,2013,0.0,Freginals,430629
1720,2013,0.0,Forès,430614
1721,2013,0.0,Flix,430607
1722,2013,0.0,Figuerola del Camp,430593
1723,2013,0.4854,"Figuera, la",430580
1724,2013,0.0,"Febró, la",430574
1725,2013,0.0,Caseres,430419
1726,2013,0.0,Falset,430555
1727,2013,0.0,Gandesa,430640
1728,2013,0.0,Duesaigües,430537
1729,2013,1.5119,Xerta,430521
1730,2013,3.8612,Cunit,430516
1731,2013,0.1262,Creixell,430509
1732,2013,0.0177,Cornudella de Montsant,430496
1733,2013,0.0,Corbera d'Ebre,430483
1734,2013,0.5996,Constantí,430477
1735,2013,0.0,Conesa,430461
1736,2013,0.0,"Fatarella, la",430568
1737,2013,0.6464,Vallclara,431589
1738,2013,0.0,"Torre de Fontaubella, la",431515
1739,2013,0.0,Vilallonga del Camp,431665
1740,2013,0.0,Vilabella,431652
1741,2013,0.0,Vespella de Gaià,431649
1742,2013,19.2059,"Vendrell, el",431634
1743,2013,2.9004,Vandellòs i l'Hospitalet de l'Infant,431628
1744,2013,1.0689,Valls,431613
1745,2013,0.0,Vilanova de Prades,431687
1746,2013,0.0,Vallfogona de Riucorb,431592
1747,2013,0.0,Vilaplana,431690
1748,2013,0.0,Ulldemolins,431573
1749,2013,0.0,Ulldecona,431567
1750,2013,7.7737,Tortosa,431554
1751,2013,0.0,Torroja del Priorat,431541
1752,2013,0.0,"Torre de l'Espanyol, la",431520
1753,2013,0.0,Tivissa,431508
1754,2013,0.0,Tivenys,431495
1755,2013,0.0,Tarragona,431482
1756,2013,2.4531,Vallmoll,431606
1757,2013,0.0,Vinyols i els Arcs,431785
1758,2013,0.0,Benifallet,430252
1759,2013,0.0,Medinyà,171045
1760,2013,0.0,"Canonja, la",439076
1761,2013,6.9909,"Ampolla, l'",439060
1762,2013,10.1095,Salou,439057
1763,2013,0.0,"Aldea, l'",439044
1764,2013,5.1946,Camarles,439039
1765,2013,0.0,Vilanova d'Escornalbou,431671
1766,2013,2.2808,Deltebre,439018
1767,2013,1.6163,"Selva del Camp, la",431457
1768,2013,0.3112,Vinebre,431779
1769,2013,0.0,Vimbodí i Poblet,431763
1770,2013,0.0,Vilalba dels Arcs,431750
1771,2013,0.0445,"Vilella Baixa, la",431747
1772,2013,0.0,"Vilella Alta, la",431732
1773,2013,0.0,Vilaverd,431726
1774,2013,1.1314,Vila-seca,431711
1775,2013,0.0,Vila-rodona,431704
1776,2013,0.5707,Sant Jaume d'Enveja,439023
1777,2013,0.0,Pradell de la Teixeta,431153
1778,2013,0.0,"Riba, la",431248
1779,2013,9.7647,Reus,431233
1780,2013,0.0,Renau,431227
1781,2013,0.0,Rasquera,431212
1782,2013,0.0,Querol,431205
1783,2013,0.0,Puigpelat,431191
1784,2013,0.0,Pratdip,431188
1785,2013,0.0,Solivella,431476
1786,2013,1.1968,Prades,431166
1787,2013,0.0,Riudecanyes,431270
1788,2013,0.0,Porrera,431140
1789,2013,0.0,"Pont d'Armentera, el",431135
1790,2013,0.0,Poboleda,431129
1791,2013,2.2479,"Pobla de Montornès, la",431114
1792,2013,0.0,"Pobla de Massaluca, la",431107
1793,2013,0.0,"Pobla de Mafumet, la",431093
1794,2013,0.0,"Pla de Santa Maria, el",431080
1795,2013,0.0,Pira,431074
1796,2013,0.0,Prat de Comte,431172
1797,2013,0.0,Salomó,431359
1798,2013,0.0,"Pinell de Brai, el",431068
1799,2013,0.0,"Secuita, la",431444
1800,2013,0.0,Savallà del Comtat,431439
1801,2013,0.0,Sarral,431423
1802,2013,0.0,Pontils,431418
1803,2013,0.9061,Santa Oliva,431401
1804,2013,0.0,Santa Coloma de Queralt,431397
1805,2013,0.0,Santa Bàrbara,431384
1806,2013,0.0,Riba-roja d'Ebre,431251
1807,2013,0.0,Sant Carles de la Ràpita,431362
1808,2013,0.0,"Riera de Gaià, la",431264
1809,2013,0.0,"Rourell, el",431346
1810,2013,0.0,Roquetes,431331
1811,2013,0.0,Rodonyà,431325
1812,2013,6.0134,Roda de Berà,431310
1813,2013,0.0,Rocafort de Queralt,431303
1814,2013,0.0,Riudoms,431299
1815,2013,0.0,Riudecols,431286
1816,2013,0.0,Senan,431460
1817,2013,0.0,Sant Jaume dels Domenys,431378
1818,2013,0.0,Cardona,080478
1819,2013,12.2097,Castelldefels,080569
1820,2013,0.0,Castellcir,080556
1821,2013,7.121,Castellbisbal,080543
1822,2013,0.0,Castellbell i el Vilar,080538
1823,2013,0.0,Castellar de n'Hug,080522
1824,2013,8.2287,Castellar del Vallès,080517
1825,2013,0.0,Castellar del Riu,080500
1826,2013,0.0,Alpens,080044
1827,2013,0.0,Carme,080484
1828,2013,0.0,Castellfollit del Boix,080594
1829,2013,2.6438,Cardedeu,080462
1830,2013,0.0,Capolat,080459
1831,2013,0.0,Capellades,080446
1832,2013,4.07,Abrera,080018
1833,2013,0.0,Aguilar de Segarra,080023
1834,2013,0.4779,Alella,080039
1835,2013,0.0,Casserres,080497
1836,2013,0.0,Cervelló,080689
1837,2013,0.0,Esparreguera,080765
1838,2013,1.1482,Dosrius,080752
1839,2013,2.2897,Canyelles,080431
1840,2013,7.8112,Cubelles,080749
1841,2013,7.654,Cornellà de Llobregat,080734
1842,2013,0.0,Corbera de Llobregat,080728
1843,2013,0.0,Copons,080713
1844,2013,0.0,Castell de l'Areny,080575
1845,2013,0.0,Collbató,080692
1846,2013,0.0,Castellet i la Gornal,080581
1847,2013,0.0,Centelles,080673
1848,2013,0.0,Castellví de Rosanes,080667
1849,2013,1.1669,Castellví de la Marca,080654
1850,2013,0.4151,Castellolí,080636
1851,2013,0.0,Castellgalí,080615
1852,2013,0.0,Castellfollit de Riubregós,080608
1853,2013,0.2077,Castellnou de Bages,080620
1854,2013,0.0,Collsuspina,080706
1855,2013,0.198,Calonge,080364
1856,2013,0.0,"Brull, el",080266
1857,2013,0.0,"Cabanyes, les",080272
1858,2013,0.0,Cabrera d'Anoia,080288
1859,2013,10.2025,Cabrera de Mar,080291
1860,2013,0.5266,Cabrils,080305
1861,2013,0.3205,Calaf,080312
1862,2013,3.9748,Caldes de Montbui,080333
1863,2013,0.0,"Bruc, el",080253
1864,2013,6.0534,Calella,080351
1865,2013,1.3747,Caldes d'Estrac,080327
1866,2013,0.0,Calldetenes,080370
1867,2013,0.0,Callús,080386
1868,2013,4.4675,"Ametlla del Vallès, l'",080057
1869,2013,0.319,Castellterçol,080641
1870,2013,0.0,Cànoves i Samalús,080425
1871,2013,4.1646,Campins,080399
1872,2013,0.0,Canet de Mar,080403
1873,2013,0.0,Canovelles,080410
1874,2013,0.1768,Calders,080348
1875,2013,0.2804,Badalona,080155
1876,2013,0.0,Arenys de Munt,080076
1877,2013,0.0,Argençola,080082
1878,2013,0.0,Argentona,080095
1879,2013,0.0,Artés,080109
1880,2013,0.0,Avià,080116
1881,2013,0.0,Borredà,080240
1882,2013,0.0,Avinyó,080121
1883,2013,8.0181,Arenys de Mar,080060
1884,2013,0.0,Aiguafreda,080142
1885,2013,0.0,Bagà,080168
1886,2013,0.0,Begues,080207
1887,2013,0.0,Bigues i Riells,080235
1888,2013,0.0,Balenyà,080174
1889,2013,5.5113,Berga,080229
1890,2013,0.4366,Balsareny,080180
1891,2013,9.4014,Barcelona,080193
1892,2013,0.0,Bellprat,080214
1893,2013,0.0,Avinyonet del Penedès,080137
1894,2014,0.0,Oristà,081516
1895,2014,0.532,Montgat,081265
1896,2014,0.0,"Masies de Roda, les",081167
1897,2014,0.0,"Masies de Voltregà, les",081173
1898,2014,3.3589,"Masnou, el",081189
1899,2014,0.0,Masquefa,081192
1900,2014,0.6509,Matadepera,081206
1901,2014,0.0,Mataró,081213
1902,2014,0.4989,Mediona,081228
1903,2014,2.2236,Molins de Rei,081234
1904,2014,2.9598,Montmeló,081350
1905,2014,0.0376,Montcada i Reixac,081252
1906,2014,13.0565,Manresa,081136
1907,2014,0.9341,Monistrol de Montserrat,081271
1908,2014,0.0,Monistrol de Calders,081287
1909,2014,0.0,Muntanyola,081290
1910,2014,0.0,Montclar,081304
1911,2014,0.0,Montesquiu,081311
1912,2014,0.0,Montmajor,081326
1913,2014,1.1568,Montmaneu,081332
1914,2014,0.7071,Olost,081496
1915,2014,13.1266,Mollet del Vallès,081249
1916,2014,0.0,"Llacuna, la",081043
1917,2014,0.0,"Granada, la",080945
1918,2014,0.0,Granera,080958
1919,2014,1.6171,Granollers,080961
1920,2014,0.0,Gualba,080977
1921,2014,0.0,Sant Salvador de Guardiola,080983
1922,2014,0.0,Guardiola de Berguedà,080996
1923,2014,1.9305,Gurb,081000
1924,2014,15.3328,"Hospitalet de Llobregat, l'",081017
1925,2014,0.0,Martorelles,081154
1926,2014,0.0,Jorba,081038
1927,2014,1.7318,Martorell,081141
1928,2014,0.0,"Llagosta, la",081056
1929,2014,0.0,Llinars del Vallès,081069
1930,2014,3.4945,Lliçà d'Amunt,081075
1931,2014,0.0,Lliçà de Vall,081081
1932,2014,0.0,Lluçà,081094
1933,2014,8.4761,Malgrat de Mar,081108
1934,2014,0.0,Malla,081115
1935,2014,1.2924,Manlleu,081120
1936,2014,0.0,Montornès del Vallès,081363
1937,2014,8.7221,Igualada,081022
1938,2014,0.9979,Prats de Lluçanès,081712
1939,2014,0.0,Piera,081614
1940,2014,0.0,"Hostalets de Pierola, els",081629
1941,2014,4.9058,Pineda de Mar,081635
1942,2014,0.0,"Pla del Penedès, el",081640
1943,2014,0.0,"Pobla de Claramunt, la",081653
1944,2014,0.6004,"Pobla de Lillet, la",081666
1945,2014,2.2948,Polinyà,081672
1946,2014,0.0,Pontons,081688
1947,2014,0.0,Figaró-Montmany,081347
1948,2014,0.0,"Prats de Rei, els",081705
1949,2014,0.0,"Papiol, el",081580
1950,2014,1.0532,Premià de Mar,081727
1951,2014,0.0,Puigdàlber,081748
1952,2014,0.0,Puig-reig,081751
1953,2014,0.0,Pujalt,081764
1954,2014,0.0,"Quar, la",081770
1955,2014,0.0,Rajadell,081786
1956,2014,0.0,Rellinars,081799
1957,2014,0.3113,Ripollet,081803
1958,2014,16.9522,"Prat de Llobregat, el",081691
1959,2014,2.1654,Olesa de Montserrat,081477
1960,2014,0.0,Montseny,081379
1961,2014,8.3169,Moià,081385
1962,2014,0.3934,Mura,081398
1963,2014,0.0,Navarcles,081402
1964,2014,0.0,Navàs,081419
1965,2014,0.0,"Nou de Berguedà, la",081424
1966,2014,2.7694,Òdena,081430
1967,2014,0.0,Olvan,081445
1968,2014,0.0,Perafita,081607
1969,2014,0.0,Olesa de Bonesvalls,081461
1970,2014,0.0,Parets del Vallès,081593
1971,2014,0.0,Olivella,081483
1972,2014,0.9736,Orís,081509
1973,2014,0.0,Orpí,081521
1974,2014,0.0,Òrrius,081537
1975,2014,0.0,Pacs del Penedès,081542
1976,2014,0.0,Palafolls,081555
1977,2014,0.0,Palau-solità i Plegamans,081568
1978,2014,0.6606,Pallejà,081574
1979,2014,0.0,Gelida,080919
1980,2014,0.0,Olèrdola,081458
1981,2014,4.1646,Campins,080399
1982,2014,10.2025,Cabrera de Mar,080291
1983,2014,0.5266,Cabrils,080305
1984,2014,0.3205,Calaf,080312
1985,2014,1.3747,Caldes d'Estrac,080327
1986,2014,3.9748,Caldes de Montbui,080333
1987,2014,0.1768,Calders,080348
1988,2014,6.0534,Calella,080351
1989,2014,0.198,Calonge,080364
1990,2014,0.0,Gisclareny,080930
1991,2014,0.0,Callús,080386
1992,2014,0.0,"Brull, el",080266
1993,2014,0.0,Canet de Mar,080403
1994,2014,0.0,Canovelles,080410
1995,2014,0.0,Cànoves i Samalús,080425
1996,2014,2.2897,Canyelles,080431
1997,2014,0.0,Capellades,080446
1998,2014,0.0,Capolat,080459
1999,2014,2.6438,Cardedeu,080462
2000,2014,0.0,Cardona,080478
2001,2014,0.0,Calldetenes,080370
2002,2014,0.0,Balenyà,080174
2003,2014,0.0,Arenys de Munt,080076
2004,2014,0.0,Argençola,080082
2005,2014,0.0,Argentona,080095
2006,2014,0.0,Artés,080109
2007,2014,0.0,Avià,080116
2008,2014,0.2258,Avinyó,080121
2009,2014,0.0,Avinyonet del Penedès,080137
2010,2014,0.0,Aiguafreda,080142
2011,2014,0.0,Cabrera d'Anoia,080288
2012,2014,0.0,Bagà,080168
2013,2014,0.0,"Cabanyes, les",080272
2014,2014,0.4366,Balsareny,080180
2015,2014,10.6392,Barcelona,080193
2016,2014,0.0,Begues,080207
2017,2014,0.0,Bellprat,080214
2018,2014,5.5113,Berga,080229
2019,2014,0.0,Bigues i Riells,080235
2020,2014,0.0,Borredà,080240
2021,2014,0.0,"Bruc, el",080253
2022,2014,0.0,Castellar del Riu,080500
2023,2014,0.2804,Badalona,080155
2024,2014,0.6778,Fogars de la Selva,080826
2025,2014,0.0,Carme,080484
2026,2014,7.6614,Cornellà de Llobregat,080734
2027,2014,7.8112,Cubelles,080749
2028,2014,1.1482,Dosrius,080752
2029,2014,0.0,Esparreguera,080765
2030,2014,1.2687,Esplugues de Llobregat,080771
2031,2014,0.6437,"Espunyola, l'",080787
2032,2014,0.0,"Estany, l'",080790
2033,2014,0.0,Copons,080713
2034,2014,0.6877,Fogars de Montclús,080811
2035,2014,0.0,Collsuspina,080706
2036,2014,0.0,Folgueroles,080832
2037,2014,0.436,Fonollosa,080847
2038,2014,3.5847,Font-rubí,080850
2039,2014,1.8837,"Franqueses del Vallès, les",080863
2040,2014,0.0,Gallifa,080879
2041,2014,3.8708,"Garriga, la",080885
2042,2014,4.6328,Gavà,080898
2043,2014,0.0,Gaià,080902
2044,2014,8.0181,Arenys de Mar,080060
2045,2014,0.0,Fígols,080804
2046,2014,0.0,Castellfollit de Riubregós,080608
2047,2014,0.525,Gironella,080924
2048,2014,8.2288,Castellar del Vallès,080517
2049,2014,0.0,Castellar de n'Hug,080522
2050,2014,0.0,Castellbell i el Vilar,080538
2051,2014,7.121,Castellbisbal,080543
2052,2014,0.6894,Castellcir,080556
2053,2014,12.2097,Castelldefels,080569
2054,2014,0.0,Castell de l'Areny,080575
2055,2014,0.0,Corbera de Llobregat,080728
2056,2014,0.0,Castellfollit del Boix,080594
2057,2014,0.0,Casserres,080497
2058,2014,0.0,Castellgalí,080615
2059,2014,0.2077,Castellnou de Bages,080620
2060,2014,0.4151,Castellolí,080636
2061,2014,0.319,Castellterçol,080641
2062,2014,1.1669,Castellví de la Marca,080654
2063,2014,0.0,Castellví de Rosanes,080667
2064,2014,0.0,Centelles,080673
2065,2014,0.0,Cervelló,080689
2066,2014,0.0,Collbató,080692
2067,2014,0.0,Castellet i la Gornal,080581
2068,2014,0.0,Vilanova d'Escornalbou,431671
2069,2014,2.9004,Vandellòs i l'Hospitalet de l'Infant,431628
2070,2014,0.0,Vilanova de Prades,431687
2071,2014,0.0,Vilabella,431652
2072,2014,0.0,Vespella de Gaià,431649
2073,2014,19.2059,"Vendrell, el",431634
2074,2014,0.0,Vilallonga del Camp,431665
2075,2014,1.0689,Valls,431613
2076,2014,2.4531,Vallmoll,431606
2077,2014,0.0,Vallfogona de Riucorb,431592
2078,2014,0.6464,Vallclara,431589
2079,2014,0.0,Ulldecona,431567
2080,2014,0.0,Vilaplana,431690
2081,2014,0.0,"Canonja, la",439076
2082,2014,7.7737,Tortosa,431554
2083,2014,0.0,Ulldemolins,431573
2084,2014,0.3112,Vinebre,431779
2085,2014,0.0,Torroja del Priorat,431541
2086,2014,0.0,Medinyà,171045
2087,2014,6.9909,"Ampolla, l'",439060
2088,2014,0.0,"Aldea, l'",439044
2089,2014,5.1946,Camarles,439039
2090,2014,1.4669,Sant Jaume d'Enveja,439023
2091,2014,10.1095,Salou,439057
2092,2014,0.0,Vinyols i els Arcs,431785
2093,2014,0.0,Vila-rodona,431704
2094,2014,0.0,Vimbodí i Poblet,431763
2095,2014,0.0,Vilalba dels Arcs,431750
2096,2014,0.0445,"Vilella Baixa, la",431747
2097,2014,0.0,"Vilella Alta, la",431732
2098,2014,0.0,Vilaverd,431726
2099,2014,1.1314,Vila-seca,431711
2100,2014,2.2808,Deltebre,439018
2101,2014,0.0,Navata,171117
2102,2014,0.0,Meranges,170998
2103,2014,0.3077,Palol de Revardit,171236
2104,2014,0.0,Palau-sator,171215
2105,2014,3.1831,Palau-saverdera,171208
2106,2014,0.0,Palau de Santa Eulàlia,171194
2107,2014,2.5292,Palamós,171181
2108,2014,6.9808,Palafrugell,171175
2109,2014,0.47,Osor,171169
2110,2014,0.0,Ordis,171156
2111,2014,0.0,Pardines,171254
2112,2014,0.0,Ogassa,171122
2113,2014,0.1766,Parlavà,171267
2114,2014,3.1071,Mont-ras,171100
2115,2014,0.0,Montagut i Oix,171096
2116,2014,0.0,Molló,171077
2117,2014,0.0,Mollet de Peralada,171061
2118,2014,0.2242,Mieres,171058
2119,2014,8.1708,Maçanet de la Selva,171030
2120,2014,0.0,Maçanet de Cabrenys,171024
2121,2014,0.0,Massanes,171019
2122,2014,3.1308,Cervià de Ter,170502
2123,2014,6.2142,Olot,171143
2124,2014,0.1373,Portbou,171387
2125,2014,0.0,Riudaura,171498
2126,2014,2.1452,Riudarenes,171485
2127,2014,1.5254,Ripoll,171479
2128,2014,0.0,Riells i Viabrea,171463
2129,2014,0.962,Ribes de Freser,171450
2130,2014,0.0,Regencós,171447
2131,2014,0.3211,Rabós,171432
2132,2014,0.0,Quart,171426
2133,2014,3.1472,Puigcerdà,171411
2134,2014,7.48,Pals,171241
2135,2014,0.0,"Preses, les",171390
2136,2014,0.0,Maià de Montcal,170985
2137,2014,2.2994,Porqueres,171371
2138,2014,0.0,Pontós,171365
2139,2014,1.7146,Pont de Molins,171352
2140,2014,0.2509,Planoles,171349
2141,2014,0.0,"Planes d'Hostoles, les",171334
2142,2014,2.5017,Peralada,171328
2143,2014,0.0,"Pera, la",171306
2144,2014,0.0,Pedret i Marzà,171292
2145,2014,0.0,Pau,171289
2146,2014,0.0,"Port de la Selva, el",171404
2147,2014,7.6691,"Escala, l'",170622
2148,2014,0.0,Masarac,171002
2149,2014,1.1808,Fornells de la Selva,170736
2150,2014,0.0,Fontcoberta,170715
2151,2014,0.0,Fontanilles,170708
2152,2014,0.33,Fontanals de Cerdanya,170694
2153,2014,0.0,Foixà,170681
2154,2014,0.0,Flaçà,170675
2155,2014,11.0074,Figueres,170669
2156,2014,0.0,Esponellà,170656
2157,2014,0.0,Garrigàs,170754
2158,2014,0.0704,Espinelves,170638
2159,2014,0.0,Garrigoles,170767
2160,2014,0.0,Das,170617
2161,2014,0.0,Darnius,170600
2162,2014,0.0,Crespià,170583
2163,2014,0.0,Corçà,170577
2164,2014,0.0,Cornellà del Terri,170561
2165,2014,0.0,Colomers,170558
2166,2014,0.0,Colera,170545
2167,2014,0.0,Siurana,170524
2168,2014,0.0,Alcoletge,250122
2169,2014,0.7839,Espolla,170643
2170,2014,14.912,"Jonquera, la",170865
2171,2014,0.0,Madremanya,170979
2172,2014,0.0,"Llosses, les",170963
2173,2014,45.0589,Lloret de Mar,170950
2174,2014,0.6084,Llívia,170947
2175,2014,2.392,Llers,170932
2176,2014,4.1533,Llançà,170926
2177,2014,0.3897,Llanars,170911
2178,2014,0.0,Llambilles,170904
2179,2014,0.042,Llagostera,170890
2180,2014,0.0,Fortià,170741
2181,2014,0.0,Juià,170871
2182,2014,3.9899,Roses,171523
2183,2014,0.0,Jafre,170852
2184,2014,0.0,Isòvol,170849
2185,2014,0.229,Hostalric,170834
2186,2014,0.0,Guils de Cerdanya,170828
2187,2014,0.0,Gualta,170813
2188,2014,0.0,Gombrèn,170806
2189,2014,34.8454,Girona,170792
2190,2014,0.0,Ger,170789
2191,2014,0.0,Garriguella,170773
2192,2014,0.0,Lladó,170887
2193,2014,0.0,Verges,172116
2194,2014,0.2634,Riudellots de la Selva,171501
2195,2014,0.0,Vilaür,172229
2196,2014,0.7002,Vilafant,172214
2197,2014,0.0,Viladrau,172207
2198,2014,0.0,Vilademuls,172180
2199,2014,2.861,Viladamat,172174
2200,2014,0.0,Viladasens,172168
2201,2014,0.0,Vilablareix,172155
2202,2014,0.0,Vilabertran,172142
2203,2014,0.0,Vilallonga de Ter,172240
2204,2014,0.0,Vidrà,172121
2205,2014,0.0,Vilamacolum,172253
2206,2014,0.0,Ventalló,172109
2207,2014,0.0,Vall-llobrega,172095
2208,2014,0.0,"Vall de Bianya, la",172082
2209,2014,1.5364,"Vall d'en Bas, la",172076
2210,2014,0.0,Urús,172060
2211,2014,0.0,Ullastret,172057
2212,2014,0.854,Ullà,172044
2213,2014,0.0,Ultramort,172039
2214,2014,44.7188,Tossa de Mar,172023
2215,2014,10.2239,Vidreres,172137
2216,2014,0.1704,Sant Julià del Llor i Bonmatí,179032
2217,2014,1.6491,Alcarràs,250117
