,Any,Serveis,Literal,Codi,Solar,Zones verdes,Equipament,Connectivitat,Densitat comercial,Riscos
1061,2013,0.0,Sant Andreu Salou,171576,1.3819,0.2156,42.4048,0.5132,,
1062,2013,0.0,Sant Climent Sescebes,171582,7.8899,0.7424,33.1373,5.2038,,
1063,2013,0.0387,Sant Feliu de Buixalleu,171595,66.8042,22.0265,172.8673,14.332799999999999,,
1064,2013,10.4405,Sant Feliu de Guíxols,171609,193.8414,73.0316,13.569,86.8845,,
1065,2013,1.1125,Sant Feliu de Pallerols,171616,21.9116,5.3787,27.7596,12.567599999999999,,
1066,2013,44.8108,Santa Cristina d'Aro,171812,160.5149,66.9374,38.3534,61.9912,,
1067,2013,0.0,Rupià,171539,2.6639,0.6523,18.896,1.4489,,
1068,2013,0.5974,Ullà,172044,14.6949,2.6352,12.4511,10.5632,,
1069,2013,12.4162,Sant Pere Pescador,171788,32.5825,9.6766,15.4155,19.3549,,
1070,2013,0.0,Torroella de Fluvià,171984,10.2072,1.2194,24.1294,7.2288,,
1071,2013,30.6306,Torroella de Montgrí,171997,196.7983,37.5054,19.968,79.6309,,
1072,2013,0.0,Tortellà,172001,7.3077,0.5117,37.2489,3.9130000000000003,,
1073,2013,0.0,Toses,172018,4.8954,0.6975,32.761,3.6692,,
1074,2013,0.0,Terrades,171962,2.2414,0.1954,17.7422,1.5528,,
1075,2013,0.0,Ultramort,172039,3.2814,0.1409,29.5583,2.5257,,
1076,2013,1.6724,"Tallada d'Empordà, la",171959,15.606,2.7708,56.5727,10.2571,,
1077,2013,0.0,Ullastret,172057,2.9609,0.2579,4.5614,2.5722,,
1078,2013,0.0,Urús,172060,6.4777,1.8287,22.1379,4.238099999999999,,
1079,2013,1.5364,"Vall d'en Bas, la",172076,39.2128,7.9126,23.8018,22.3859,,
1080,2013,0.0,"Vall de Bianya, la",172082,13.7782,3.7655,14.5175,8.1021,,
1081,2013,0.0,Vall-llobrega,172095,5.0253,1.504,9.4689,2.5579,,
1082,2013,0.0,Ventalló,172109,17.9143,4.3334,46.7021,9.5448,,
1083,2013,44.7187,Tossa de Mar,172023,138.8919,73.3958,10.1286,53.6423,,
1084,2013,0.028,"Selva de Mar, la",171886,3.9579,0.9145,44.0262,1.8071000000000002,,
1085,2013,0.0,Riells i Viabrea,171463,11.4922,3.9775,5.0579,7.3486,,
1086,2013,0.0,Santa Llogaia d'Àlguema,171827,5.9397,0.2316,115.5828,1.6974,,
1087,2013,0.0,Sant Aniol de Finestres,171833,2.56,0.291,12.3882,1.8293,,
1088,2013,0.8346,Santa Pau,171848,17.233,2.8668,20.8248,10.4626,,
1089,2013,0.6906,Sant Joan les Fonts,171851,37.8446,9.6355,22.8217,21.1874,,
1090,2013,0.0,Torrent,171978,2.9162,0.4623,8.4238,1.6291,,
1091,2013,0.0,"Saus, Camallera i Llampaies",171870,10.306,1.0541,15.6449,8.030100000000001,,
1092,2013,2.1606,Santa Coloma de Farners,171805,105.7466,27.1721,18.6227,54.7248,,
1093,2013,0.0,"Cellera de Ter, la",171899,14.224,2.2736,15.2357,8.7675,,
1094,2013,0.0,Serinyà,171903,9.0911,0.8412,12.8823,6.8225999999999996,,
1095,2013,0.0,Serra de Daró,171910,6.7788,1.4202,37.3813,4.5998,,
1096,2013,0.6099,Setcases,171925,3.8143,1.0101,2.6,2.736,,
1097,2013,1.9244,Sils,171931,111.3539,32.1977,19.9475,63.484899999999996,,
1098,2013,0.0,Susqueda,171946,0.267,0.0,13.291,0.1328,,
1099,2013,2.6772,Sarrià de Ter,171864,47.1439,8.2331,13.256,28.3226,,
1100,2013,4.1533,Llançà,170926,114.7909,33.2335,26.632,66.955,,
1101,2013,0.0,Montagut i Oix,171096,7.5737,1.7346,15.5539,4.2795000000000005,,
1102,2013,0.0,Molló,171077,10.2838,4.4867,27.8199,4.789,,
1103,2013,0.0,Mollet de Peralada,171061,2.3131,0.1242,23.2761,1.5584,,
1104,2013,0.2242,Mieres,171058,5.4212,1.6605,26.2179,2.573,,
1105,2013,8.1708,Maçanet de la Selva,171030,186.8978,84.0169,33.8183,76.3813,,
1106,2013,0.0,Maçanet de Cabrenys,171024,20.8059,8.1796,40.9272,9.0829,,
1107,2013,0.0,Massanes,171019,6.5782,1.4754,37.1053,2.4757000000000002,,
1108,2013,0.0,Masarac,171002,4.1241,0.4094,10.1719,3.1712,,
1109,2013,0.0,Meranges,170998,2.5987,0.4779,17.8774,1.7513,,
1110,2013,0.0,Maià de Montcal,170985,12.4406,4.8154,56.6214,4.9286,,
1111,2013,0.0,Madremanya,170979,3.8244,0.0,94.0547,1.2002000000000002,,
1112,2013,0.0,"Llosses, les",170963,1.5448,0.6168,25.3542,0.38539999999999996,,
1113,2013,45.0588,Lloret de Mar,170950,345.5373,120.4298,12.6132,169.2226,,
1114,2013,2.1452,Riudarenes,171485,137.825,75.532,84.7928,31.7315,,
1115,2013,14.9119,"Jonquera, la",170865,77.4947,15.8509,53.9734,36.608000000000004,,
1116,2013,35.065,Girona,170792,742.2318,243.1115,17.2304,292.194,,
1117,2013,0.0,Gombrèn,170806,4.5993,0.9674,44.879,2.7388000000000003,,
1118,2013,0.0,Gualta,170813,3.1196,0.3227,6.8865,2.2256,,
1119,2013,0.0,Guils de Cerdanya,170828,19.8249,4.1069,58.4401,12.422,,
1120,2013,0.229,Hostalric,170834,36.0572,10.7222,10.8956,20.7903,,
1121,2013,0.6084,Llívia,170947,19.6365,5.1088,20.1234,11.2575,,
1122,2013,0.0,Jafre,170852,5.1913,0.0928,30.0474,3.8704,,
1123,2013,2.392,Llers,170932,19.3273,2.8643,25.5884,11.8416,,
1124,2013,0.0,Juià,170871,3.5608,0.2623,13.1223,2.404,,
1125,2013,0.0,Lladó,170887,8.0831,1.1066,31.0198,4.6345,,
1126,2013,0.042,Llagostera,170890,53.0891,16.4395,9.5005,27.785500000000003,,
1127,2013,0.0,Llambilles,170904,10.1141,2.0664,8.3644,4.5093,,
1128,2013,0.3897,Llanars,170911,14.9439,5.6532,45.4167,5.890499999999999,,
1129,2013,0.0,Ogassa,171122,9.5406,4.6844,68.1674,2.976,,
1130,2013,0.0,Isòvol,170849,6.5271,1.8286,28.168,3.7083,,
1131,2013,0.0,"Preses, les",171390,24.0244,5.8264,24.745,13.7239,,
1132,2013,3.1071,Mont-ras,171100,14.2719,1.9785,6.1669,10.5983,,
1133,2013,0.0,"Planes d'Hostoles, les",171334,23.6241,4.427,29.6376,13.5129,,
1134,2013,0.2509,Planoles,171349,12.1554,2.8192,48.6652,7.9181,,
1135,2013,1.7146,Pont de Molins,171352,7.3899,1.3616,37.012,4.0503,,
1136,2013,0.0,Pontós,171365,3.6885,0.9075,31.7082,2.0771,,
1137,2013,0.0,"Pera, la",171306,4.9082,0.5171,20.5727,3.4797000000000002,,
1138,2013,0.1373,Portbou,171387,12.9226,2.5094,9.6873,31.6924,,
1139,2013,0.0,Pedret i Marzà,171292,2.0645,0.1317,11.6835,1.7108,,
1140,2013,0.0,"Port de la Selva, el",171404,43.3891,9.0135,40.9998,19.9467,,
1141,2013,3.1472,Puigcerdà,171411,85.8403,19.9369,20.3791,58.57640000000001,,
1142,2013,0.0,Quart,171426,25.2241,5.9633,13.9775,12.695599999999999,,
1143,2013,0.3211,Rabós,171432,1.5166,0.1141,5.8754,1.2929,,
1144,2013,0.0,Regencós,171447,4.71,1.7783,25.1141,2.1765,,
1145,2013,0.962,Ribes de Freser,171450,22.1491,5.42,19.3954,11.6506,,
1146,2013,3.129,Porqueres,171371,51.1112,19.5349,7.5424,28.175399999999996,,
1147,2013,3.183,Palau-saverdera,171208,30.5891,9.2269,38.0306,14.7335,,
1148,2013,0.0,Tagamanent,082763,8.5972,3.6415,12.1342,4.5115,,
1149,2013,6.3987,Olot,171143,252.4468,40.3219,10.752,145.9881,,
1150,2013,0.0,Ordis,171156,8.2853,2.2609,16.3577,2.7526,,
1151,2013,0.47,Osor,171169,6.2731,1.0294,47.8751,2.9608,,
1152,2013,6.9808,Palafrugell,171175,224.3374,67.8074,13.0315,125.1824,,
1153,2013,2.5017,Peralada,171328,42.1048,10.1971,48.0349,22.6466,,
1154,2013,0.0,Palau de Santa Eulàlia,171194,1.6222,0.1492,5.946,1.413,,
1155,2013,0.0,Navata,171117,11.8908,0.4398,45.3579,5.745,,
1156,2013,0.0,Palau-sator,171215,6.7341,1.8486,22.2869,4.1065,,
1157,2013,0.3077,Palol de Revardit,171236,3.4545,0.879,8.7868,2.1561,,
1158,2013,7.48,Pals,171241,123.987,13.8424,204.0579,52.2737,,
1159,2013,0.0,Pardines,171254,1.6117,0.3436,11.2138,1.0909,,
1160,2013,0.1766,Parlavà,171267,8.6125,0.4691,39.0895,6.3032,,
1161,2013,0.0,Pau,171289,10.6008,4.2327,31.2827,4.5349,,
1162,2013,2.5292,Palamós,171181,142.9581,30.876,8.4721,63.480900000000005,,
1163,2013,2.7694,Òdena,081430,64.5332,16.8614,27.5778,33.8532,,
1164,2013,0.0,Montesquiu,081311,10.6709,2.7155,21.4189,6.1535,,
1165,2013,0.0,Palafolls,081555,94.6251,16.7317,13.8398,47.7416,,
1166,2013,0.0,Pacs del Penedès,081542,17.5177,2.7355,35.6602,11.6012,,
1167,2013,0.0,Òrrius,081537,16.4171,4.3472,38.1755,7.0118,,
1168,2013,0.0,Orpí,081521,3.1026,1.0723,27.5109,1.6566,,
1169,2013,0.0,Oristà,081516,10.7961,2.8413,40.5432,5.448,,
1170,2013,0.9736,Orís,081509,13.4474,9.0393,38.8231,3.1044,,
1171,2013,0.7071,Olost,081496,24.1149,5.5059,44.6011,12.991599999999998,,
1172,2013,0.0,Olivella,081483,135.4328,57.3636,54.4922,56.64,,
1173,2013,2.1654,Olesa de Montserrat,081477,69.7903,10.1851,7.4028,42.940799999999996,,
1174,2013,0.0,Olesa de Bonesvalls,081461,19.2708,5.8757,2.2441,10.5815,,
1175,2013,0.6606,Pallejà,081574,121.6475,36.3702,25.2616,60.0953,,
1176,2013,0.0,Olvan,081445,16.3251,4.3289,29.9902,8.8442,,
1177,2013,0.0,"Papiol, el",081580,59.5251,22.9694,12.6788,26.3105,,
1178,2013,0.0,"Nou de Berguedà, la",081424,3.0823,0.5709,45.9038,1.7697000000000003,,
1179,2013,0.0,Navàs,081419,41.8123,3.9279,15.0584,28.6117,,
1180,2013,0.0,Navarcles,081402,60.6289,19.1052,12.9815,30.5422,,
1181,2013,0.3934,Mura,081398,8.7608,2.3068,57.4595,5.2761000000000005,,
1182,2013,8.3169,Moià,081385,54.4366,11.5127,13.9701,34.0916,,
1183,2013,0.0,Montseny,081379,1.5558,0.1909,14.2061,0.9103,,
1184,2013,0.0,Montornès del Vallès,081363,66.8673,21.3807,8.0348,32.424,,
1185,2013,2.9598,Montmeló,081350,91.8254,30.6264,12.9119,47.0021,,
1186,2013,0.0,Figaró-Montmany,081347,14.1559,1.5612,10.9952,10.0035,,
1187,2013,1.1568,Montmaneu,081332,9.1309,1.1027,70.4393,6.8289,,
1188,2013,0.0,Taradell,082785,79.6084,24.6826,18.2402,42.712900000000005,,
1189,2013,0.0,Olèrdola,081458,115.1649,48.0419,50.2761,46.798300000000005,,
1190,2013,0.0,"Prats de Rei, els",081705,7.3001,0.4922,37.5541,4.5266,,
1191,2013,1.7293,Rubí,081846,324.5407,127.0694,4.5365,164.3442,,
1192,2013,0.0,Roda de Ter,081831,46.1673,6.5908,13.8539,25.0748,,
1193,2013,0.0,"Pont de Vilomara i Rocafort, el",081825,43.1891,18.5354,13.2035,18.9057,,
1194,2013,2.271,"Roca del Vallès, la",081810,89.0672,21.119,14.2876,51.1079,,
1195,2013,0.3113,Ripollet,081803,189.2377,62.2181,9.4316,79.293,,
1196,2013,0.0,Rellinars,081799,32.7389,14.1112,53.9721,14.5068,,
1197,2013,0.0,Rajadell,081786,7.5001,2.7422,11.4478,4.4412,,
1198,2013,0.0,"Quar, la",081770,0.6371,0.0653,35.2156,0.32589999999999997,,
1199,2013,0.0,Pujalt,081764,7.4594,1.7207,87.9275,3.9911000000000003,,
1200,2013,0.0,Puig-reig,081751,75.4075,23.9585,52.6373,28.3985,,
1201,2013,0.0,Puigdàlber,081748,5.8169,1.3311,20.3335,3.3622,,
1202,2013,0.0,Palau-solità i Plegamans,081568,76.0156,24.0498,11.1971,35.655,,
1203,2013,0.9979,Prats de Lluçanès,081712,20.638,1.8759,14.3559,14.8825,,
1204,2013,0.0,Montclar,081304,0.4855,0.128,6.3264,0.2752,,
1205,2013,28.4215,"Prat de Llobregat, el",081691,308.3683,69.2091,7.7464,165.95069999999998,,
1206,2013,0.0,Pontons,081688,23.2917,4.0092,63.8269,10.9861,,
1207,2013,2.2948,Polinyà,081672,83.55,24.6977,13.6383,44.754000000000005,,
1208,2013,0.6004,"Pobla de Lillet, la",081666,13.0308,4.2587,26.5801,4.7278,,
1209,2013,0.0,"Pobla de Claramunt, la",081653,19.3004,3.1817,16.7059,11.4733,,
1210,2013,0.0,"Pla del Penedès, el",081640,17.0619,3.7564,26.5416,9.9681,,
1211,2013,4.9058,Pineda de Mar,081635,116.0517,15.758,7.8696,78.5204,,
1212,2013,0.0,"Hostalets de Pierola, els",081629,25.8302,4.4332,15.5618,16.6702,,
1213,2013,0.0,Piera,081614,297.7221,130.5766,27.1505,123.5175,,
1214,2013,0.0,Perafita,081607,11.5798,4.0676,31.5439,6.181,,
1215,2013,0.0,Parets del Vallès,081593,167.7067,30.842,7.8099,81.3836,,
1216,2013,1.0532,Premià de Mar,081727,66.1464,11.9957,4.9636,39.8288,,
1217,2013,4.8022,Gavà,080898,295.3453,86.3482,9.3737,152.8751,,
1218,2013,0.0,Montmajor,081326,8.0642,1.3996,40.6263,4.7837,,
1219,2013,15.3311,"Hospitalet de Llobregat, l'",081017,578.6358,125.2186,6.0717,295.2298,,
1220,2013,1.9305,Gurb,081000,55.7722,9.5208,78.1508,25.8146,,
1221,2013,0.0,Guardiola de Berguedà,080996,11.7625,1.6887,37.7489,5.960800000000001,,
1222,2013,0.0,Sant Salvador de Guardiola,080983,42.1345,12.7308,30.6771,19.4815,,
1223,2013,0.0,Gualba,080977,14.294,5.3063,14.8168,6.7472,,
1224,2013,1.1188,Granollers,080961,306.994,94.2527,8.2879,172.6344,,
1225,2013,0.0,Granera,080958,2.334,0.1842,53.4675,1.7434,,
1226,2013,0.0,"Granada, la",080945,16.5154,2.7736,17.5189,10.1417,,
1227,2013,0.0,Gisclareny,080930,0.0,0.0,0.0,0.0,,
1228,2013,0.525,Gironella,080924,64.5128,17.9519,18.019,30.6448,,
1229,2013,0.0,Jorba,081038,17.2337,1.4605,126.112,3.7747,,
1230,2013,0.0,Gaià,080902,2.3578,0.8221,46.8115,0.7914000000000001,,
1231,2013,0.0,"Llacuna, la",081043,13.1967,0.8157,27.2278,9.6753,,
1232,2013,3.8708,"Garriga, la",080885,118.6765,18.0757,10.1808,72.7622,,
1233,2013,0.0,Gallifa,080879,6.8718,1.3416,56.7581,4.2203,,
1234,2013,1.8837,"Franqueses del Vallès, les",080863,142.7646,31.3307,18.0111,76.6353,,
1235,2013,3.5847,Font-rubí,080850,21.5341,7.3131,21.1138,11.1917,,
1236,2013,0.436,Fonollosa,080847,47.601,23.3296,55.2498,15.7863,,
1237,2013,0.0,Folgueroles,080832,20.8723,5.0232,14.9548,10.9659,,
1238,2013,0.0,Fogars de la Selva,080826,41.0733,11.0083,32.6849,16.1509,,
1239,2013,0.6877,Fogars de Montclús,080811,7.1502,1.6599,25.2261,4.2679,,
1240,2013,0.0,Fígols,080804,1.055,0.2987,28.3137,0.3759,,
1241,2013,0.0,"Estany, l'",080790,11.9474,2.9064,49.3153,6.9836,,
1242,2013,0.6437,"Espunyola, l'",080787,2.2521,0.3253,30.9302,0.5382,,
1243,2013,0.0,Gelida,080919,76.6392,17.9671,26.0594,40.3095,,
1244,2013,0.0,"Masies de Roda, les",081167,8.299,0.8202,21.8636,5.5097000000000005,,
1245,2013,0.0,Muntanyola,081290,41.9804,15.2835,156.6139,12.077499999999999,,
1246,2013,0.0,Monistrol de Calders,081287,13.4266,5.5979,12.0158,7.0044,,
1247,2013,0.9341,Monistrol de Montserrat,081271,42.5496,11.0788,48.138,17.8054,,
1248,2013,0.532,Montgat,081265,115.6565,36.2017,14.9621,52.0827,,
1249,2013,0.0376,Montcada i Reixac,081252,323.3616,71.5138,17.0069,185.2849,,
1250,2013,13.1266,Mollet del Vallès,081249,317.3316,105.6881,12.8055,143.461,,
1251,2013,2.2236,Molins de Rei,081234,155.1494,33.8893,13.5783,89.523,,
1252,2013,0.4989,Mediona,081228,77.5752,25.2699,39.3119,39.8466,,
1253,2013,0.0,Mataró,081213,388.2178,94.5255,7.3092,188.3031,,
1254,2013,0.6509,Matadepera,081206,362.2086,220.9325,40.8003,101.1007,,
1255,2013,0.0,Masquefa,081192,131.5928,61.8214,18.1551,54.6424,,
1256,2013,8.7221,Igualada,081022,289.6733,71.1228,17.0119,144.8569,,
1257,2013,0.0,"Masies de Voltregà, les",081173,43.5168,14.2315,28.5606,20.1042,,
1258,2013,0.0,Sagàs,081884,0.0,0.0,0.0,0.0,,
1259,2013,0.0,Martorelles,081154,62.5283,24.1233,8.208,33.9875,,
1260,2013,1.7318,Martorell,081141,150.3364,56.2072,10.1461,78.4445,,
1261,2013,13.0565,Manresa,081136,353.4869,85.0218,11.6447,176.7179,,
1262,2013,1.2924,Manlleu,081120,116.0643,20.7183,11.483,71.53630000000001,,
1263,2013,0.0,Malla,081115,0.0,0.0,0.0,0.0,,
1264,2013,8.4761,Malgrat de Mar,081108,92.4999,19.2517,8.7918,59.8048,,
1265,2013,0.0,Lluçà,081094,4.6941,1.0104,56.178,2.3242,,
1266,2013,0.0,Lliçà de Vall,081081,113.61,15.657,30.628,77.8882,,
1267,2013,3.4945,Lliçà d'Amunt,081075,231.8251,57.2392,35.7427,118.1038,,
1268,2013,0.0,Llinars del Vallès,081069,114.3353,29.7649,17.4138,57.8638,,
1269,2013,0.0,"Llagosta, la",081056,29.8863,9.6485,3.5464,14.9986,,
1270,2013,3.3589,"Masnou, el",081189,146.872,18.354,7.5942,71.5703,,
1271,2013,0.0,"Esquirol, l'",082541,33.9748,5.7354,35.2088,19.8306,,
1272,2013,0.0,Rubió,081859,2.2219,0.7766,25.2534,0.7743,,
1273,2013,1.2863,Cerdanyola del Vallès,082665,548.3311,121.998,34.2848,209.3022,,
1274,2013,0.0,Sant Vicenç de Torelló,082652,25.0454,4.3767,28.6314,14.14,,
1275,2013,8.7369,Sant Vicenç de Montalt,082649,100.6462,27.8592,21.62,53.1584,,
1276,2013,0.0,Sant Vicenç dels Horts,082634,190.4118,53.1412,11.9188,99.3637,,
1277,2013,0.0,Sant Vicenç de Castellet,082628,60.825,14.4171,10.9847,36.304100000000005,,
1278,2013,5.0485,Santa Susanna,082613,42.9934,16.119,22.9324,19.6426,,
1279,2013,30.4794,Santa Perpètua de Mogoda,082606,254.5735,77.5672,13.891,121.56450000000001,,
1280,2013,1.4018,Santa Maria de Palautordera,082592,114.6848,24.8385,22.9632,65.1637,,
1281,2013,0.0755,Santa Maria d'Oló,082589,12.9207,4.3622,8.1606,7.6935,,
1282,2013,0.0,Santa Maria de Miralles,082573,0.0,0.0,0.0,0.0,,
1283,2013,0.0,Cercs,082687,43.7968,18.4685,68.1828,14.957699999999999,,
1284,2013,0.0,Santa Maria de Merlès,082554,0.0,0.0,0.0,0.0,,
1285,2013,0.0,Seva,082690,241.8801,140.9527,93.0636,67.5204,,
1286,2013,0.0,Santa Maria de Besora,082536,2.525,0.6819,25.4317,1.404,,
1287,2013,12.5598,Barberà del Vallès,082520,262.9183,48.25,9.0826,158.46620000000001,,
1288,2013,2.0898,Santa Margarida i els Monjos,082515,117.7603,43.8615,18.6447,54.042199999999994,,
1289,2013,0.0,Santa Margarida de Montbui,082508,43.9565,6.0387,12.0014,20.8819,,
1290,2013,0.0,Santa Fe del Penedès,082495,6.9142,1.2925,32.2131,4.3926,,
1291,2013,0.0,Santa Eulàlia de Ronçana,082482,89.3103,15.8923,19.8312,59.4103,,
1292,2013,0.0,Santa Eulàlia de Riuprimer,082476,11.6764,1.5471,27.9247,6.426,,
1293,2013,0.0,Santa Eugènia de Berga,082460,20.0513,3.2253,17.0072,11.1801,,
1294,2013,0.0,Santa Coloma de Gramenet,082457,250.8092,64.1379,6.8272,97.7457,,
1295,2013,0.2859,Santa Coloma de Cervelló,082444,74.0979,27.2459,19.4854,29.910600000000002,,
1296,2013,0.0,Santa Cecília de Voltregà,082439,1.7648,0.13,61.1759,0.3493,,
1297,2013,0.0,Santa Maria de Martorelles,082567,6.3302,0.9532,7.1278,4.773199999999999,,
1298,2013,0.0231,Teià,082819,66.4803,16.6821,41.3074,23.769399999999997,,
1299,2013,0.0,Vallgorguina,082943,103.0862,57.4159,21.2282,35.8877,,
1300,2013,0.0,Vallcebre,082938,5.6419,2.3019,19.3169,2.8235,,
1301,2013,0.0,Vallbona d'Anoia,082922,12.6613,3.2278,17.6382,7.0844000000000005,,
1302,2013,0.0,Vacarisses,082917,126.3128,54.2311,23.6833,49.885000000000005,,
1303,2013,0.1655,Ullastrell,082900,47.3474,13.2649,99.3472,13.6706,,
1304,2013,0.0,Torrelles de Llobregat,082896,91.0717,26.0659,32.1471,41.6177,,
1305,2013,0.0,Torrelles de Foix,082883,47.0815,17.5515,35.9175,21.0535,,
1306,2013,0.0,Torrelavit,082877,22.4807,8.2119,16.9607,11.8638,,
1307,2013,3.1385,"Torre de Claramunt, la",082861,83.0066,29.3677,31.7666,40.9748,,
1308,2013,0.0,Torelló,082858,96.4312,18.3576,13.9853,54.6619,,
1309,2013,1.8328,Tordera,082845,188.5709,49.1642,16.6972,73.9894,,
1310,2013,0.0,Sentmenat,082671,127.1088,51.8492,25.8746,44.3907,,
1311,2013,0.0,Tiana,082824,64.5865,17.3134,15.1861,32.0043,,
1312,2013,0.0,Sant Sadurní d'Anoia,082401,101.0465,27.5812,15.8553,51.3827,,
1313,2013,0.0,Tavertet,082802,4.0102,0.2475,85.9127,1.7697,,
1314,2013,62.066,Terrassa,082798,1002.0764,268.1796,9.9207,485.8681,,
1315,2013,0.0,Verges,172116,12.6999,0.9719,22.1431,8.2665,,
1316,2013,0.0,Talamanca,082779,10.1098,2.6103,196.9129,4.6049,,
1317,2013,0.0,Biure,172348,3.4028,0.0273,51.8618,1.686,,
1318,2013,0.0,Tavèrnoles,082750,4.3174,1.9071,26.7756,1.5594999999999999,,
1319,2013,0.0,Súria,082747,43.3519,8.0014,20.1736,22.9899,,
1320,2013,0.0,Subirats,082732,68.7909,16.3568,42.5382,38.985,,
1321,2013,0.0,Sora,082726,8.8867,3.3014,109.4733,3.6914000000000002,,
1322,2013,0.0,Sobremunt,082711,1.5911,0.3427,38.5302,0.8726,,
1323,2013,9.3225,Sitges,082704,284.4989,93.9265,14.0318,132.7055,,
1324,2013,6.4448,Tona,082830,85.007,17.8879,22.9791,48.1428,,
1325,2013,0.0,Sant Bartomeu del Grau,081995,11.9514,1.7939,26.7813,7.668100000000001,,
1326,2013,0.5442,Sant Feliu Sasserra,082129,12.4714,2.081,39.176,7.728400000000001,,
1327,2013,0.3733,Sant Feliu de Llobregat,082114,187.9187,45.2614,11.1443,97.09960000000001,,
1328,2013,0.0,Sant Feliu de Codines,082107,47.5799,9.5904,14.0284,27.890500000000003,,
1329,2013,0.0,Sant Fost de Campsentelles,082093,124.6503,56.0998,13.3604,54.342699999999994,,
1330,2013,6.3135,Sant Esteve Sesrovires,082080,118.8414,53.1294,22.7147,45.1556,,
1331,2013,0.0,Sant Esteve de Palautordera,082074,10.8604,1.3269,6.7453,7.814399999999999,,
1332,2013,0.0204,Sant Cugat Sesgarrigues,082068,18.3381,3.5977,34.2355,11.1836,,
1333,2013,66.4343,Sant Cugat del Vallès,082055,1100.2877,382.718,27.1651,463.4443,,
1334,2013,0.0,Sant Climent de Llobregat,082042,31.0023,11.9012,16.6925,12.3611,,
1335,2013,0.0,Sant Cebrià de Vallalta,082037,94.0557,51.7421,30.5106,31.7912,,
1336,2013,0.0,Sant Celoni,082021,119.42,25.652,13.6066,73.3703,,
1337,2013,0.0,Marganell,082423,2.7656,0.8756,3.625,1.7692,,
1338,2013,14.1705,Sant Boi de Llobregat,082009,428.9061,99.6872,12.7843,206.4094,,
1339,2013,0.0,Sant Hipòlit de Voltregà,082153,36.2535,17.7977,14.9397,13.0522,,
1340,2013,0.0,Sant Antoni de Vilamajor,081982,69.212,19.5753,12.3399,42.5743,,
1341,2013,0.1185,Sant Andreu de Llavaneres,081976,45.173,9.5956,8.0716,27.610599999999998,,
1342,2013,0.0,Sant Andreu de la Barca,081960,159.8048,42.0827,13.4026,82.6083,,
1343,2013,0.0,Sant Agustí de Lluçanès,081957,1.0252,0.0,9.6962,0.8966000000000001,,
1344,2013,0.7745,Sant Adrià de Besòs,081944,248.6578,64.9162,10.5435,104.72200000000001,,
1345,2013,0.0,Sant Iscle de Vallalta,081939,15.1031,4.861,28.5448,5.9124,,
1346,2013,1.4033,Santpedor,081923,78.7022,31.9026,12.7455,37.2731,,
1347,2013,0.0,Sallent,081918,130.3883,58.1462,30.6003,44.9476,,
1348,2013,0.0,Saldes,081901,5.3732,1.1293,14.6259,3.7934,,
1349,2013,0.0,Sant Pere Sallavinera,081897,4.0777,1.0453,55.1305,2.0896,,
1350,2013,6.0269,Vallirana,082956,374.8561,209.4155,30.0352,94.011,,
1351,2013,0.0,Sant Boi de Lluçanès,082016,9.5825,1.9924,32.0636,5.8202,,
1352,2013,0.0,Sant Martí Sarroca,082270,19.7724,2.2176,11.0843,13.2783,,
1353,2013,3.6257,Sabadell,081878,914.3015,202.6975,8.5913,436.949,,
1354,2013,3.6724,Sant Quirze Safaja,082397,49.1064,22.4225,100.9071,15.633099999999999,,
1355,2013,11.3052,Sant Quirze del Vallès,082384,179.6044,50.1563,20.6493,80.9869,,
1356,2013,0.0,Sant Quirze de Besora,082378,19.5757,4.3356,18.1096,12.5908,,
1357,2013,0.1912,Sant Quintí de Mediona,082362,19.8911,4.2691,22.8793,10.2978,,
1358,2013,0.0,Sant Pol de Mar,082359,22.4552,2.1189,7.7012,10.626999999999999,,
1359,2013,2.3381,Sant Pere de Vilamajor,082346,131.4092,64.1696,31.8469,52.703500000000005,,
1360,2013,0.0,Sant Pere de Torelló,082331,27.7417,8.4357,16.7985,13.689,,
1361,2013,0.0,Sant Pere de Riudebitlles,082325,20.158,4.5098,15.0016,10.6734,,
1362,2013,1.3765,Sant Pere de Ribes,082310,157.287,50.7256,9.9316,69.0834,,
1363,2013,0.0,Premià de Dalt,082303,80.0184,10.3885,16.0784,51.553200000000004,,
1364,2013,0.0,Sant Fruitós de Bages,082135,125.2933,39.7557,28.3257,61.42059999999999,,
1365,2013,0.0,Sant Martí Sesgueioles,082286,4.3981,0.2116,32.6371,2.6552,,
1366,2013,0.0,Vilassar de Dalt,082140,53.7427,11.0627,11.513,30.625,,
1367,2013,0.0,Sant Martí de Tous,082264,7.823,0.5838,13.7195,5.550800000000001,,
1368,2013,0.0,Sant Martí d'Albars,082251,1.2918,0.0533,26.6027,0.9129,,
1369,2013,0.0,Sant Martí de Centelles,082248,20.223,7.8875,13.6122,11.941699999999999,,
1370,2013,0.0,Sant Llorenç Savall,082233,20.7035,5.8315,17.7387,10.5403,,
1371,2013,0.0,Sant Llorenç d'Hortons,082227,28.2449,6.2587,15.9848,17.6077,,
1372,2013,4.0098,Sant Just Desvern,082212,185.6847,80.6968,12.5052,73.0584,,
1373,2013,0.0,Sant Julià de Vilatorta,082205,56.9614,13.4116,37.1157,30.6274,,
1374,2013,0.244,Vilassar de Mar,082191,64.7316,6.4898,4.8262,31.412100000000002,,
