,Codi,Literal,1,2,3,4,5,6 i més,Any
498,081445,Olvan,69,106,56,55,29,9,2001
499,251538,"Omellons, els",20,25,22,18,3,4,2001
500,251543,"Omells de na Gaia, els",18,13,13,11,5,0,2001
501,171156,Ordis,20,31,25,25,7,8,2001
502,251556,Organyà,107,100,82,57,20,13,2001
503,081509,Orís,9,14,17,18,8,7,2001
504,081516,Oristà,27,44,32,42,20,23,2001
505,081521,Orpí,13,12,9,9,6,2,2001
506,081537,Òrrius,30,44,39,37,8,6,2001
507,251569,Os de Balaguer,74,70,54,61,21,6,2001
508,171169,Osor,12,29,18,14,4,1,2001
509,251575,Ossó de Sió,16,17,14,9,12,8,2001
510,081542,Pacs del Penedès,32,49,59,62,21,7,2001
511,081555,Palafolls,309,517,494,465,141,70,2001
512,171175,Palafrugell,1432,1780,1408,1262,410,276,2001
513,171181,Palamós,1443,1378,1096,986,326,244,2001
514,251581,"Palau d'Anglesola, el",108,131,131,125,51,26,2001
515,171194,Palau de Santa Eulàlia,10,9,7,5,1,1,2001
516,171215,Palau-sator,32,22,15,20,10,5,2001
517,171208,Palau-saverdera,88,116,51,41,22,13,2001
518,081568,Palau-solità i Plegamans,446,870,900,1041,290,134,2001
519,431009,"Pallaresos, els",122,212,223,247,62,29,2001
520,081574,Pallejà,441,799,653,675,207,81,2001
521,430995,"Palma d'Ebre, la",37,47,28,28,6,8,2001
522,089058,"Palma de Cervelló, la",182,235,212,229,59,29,2001
523,171236,Palol de Revardit,7,32,16,28,13,12,2001
524,171241,Pals,248,241,149,97,51,35,2001
525,081580,"Papiol, el",190,327,235,283,85,32,2001
526,171254,Pardines,17,9,14,9,3,3,2001
527,081593,Parets del Vallès,723,1348,1287,1283,351,116,2001
528,171267,Parlavà,23,26,25,21,14,8,2001
529,431016,Passanant i Belltall,34,24,16,2,6,4,2001
530,171289,Pau,47,44,20,29,15,6,2001
531,431021,Paüls,32,50,39,40,20,19,2001
532,171292,Pedret i Marzà,11,11,13,7,4,3,2001
533,251641,Penelles,30,36,40,28,13,12,2001
534,171306,"Pera, la",31,36,26,17,15,11,2001
535,081607,Perafita,33,39,30,15,11,6,2001
536,431037,Perafort,39,66,47,41,16,9,2001
537,171328,Peralada,122,127,101,101,33,19,2001
538,251654,Peramola,29,26,21,21,11,12,2001
539,431042,"Perelló, el",177,253,145,145,62,35,2001
540,081614,Piera,587,1018,775,711,259,119,2001
541,431055,"Piles, les",22,8,10,18,5,4,2001
542,081635,Pineda de Mar,1598,2073,1628,1562,480,262,2001
543,431068,"Pinell de Brai, el",46,91,69,78,41,23,2001
544,251667,Pinell de Solsonès,10,10,10,12,5,14,2001
545,251673,Pinós,17,15,12,20,10,14,2001
546,431074,Pira,37,55,31,32,7,5,2001
547,431080,"Pla de Santa Maria, el",119,148,112,157,33,18,2001
548,081640,"Pla del Penedès, el",67,69,71,67,25,14,2001
549,171334,"Planes d'Hostoles, les",93,174,148,116,45,23,2001
550,171349,Planoles,38,34,23,17,4,2,2001
551,259118,"Plans de Sió, els",40,35,43,36,13,15,2001
552,251689,"Poal, el",36,65,43,46,18,9,2001
553,251692,"Pobla de Cérvoles, la",34,31,11,13,6,2,2001
554,081653,"Pobla de Claramunt, la",142,171,124,143,53,15,2001
555,081666,"Pobla de Lillet, la",156,161,136,74,19,6,2001
556,431093,"Pobla de Mafumet, la",66,89,78,103,37,17,2001
557,431107,"Pobla de Massaluca, la",26,35,32,22,9,17,2001
558,431114,"Pobla de Montornès, la",150,202,108,93,23,23,2001
559,251713,"Pobla de Segur, la",353,305,223,165,61,16,2001
560,431129,Poboleda,36,45,28,13,11,5,2001
561,081672,Polinyà,231,504,387,437,126,55,2001
562,431135,"Pont d'Armentera, el",48,63,47,30,12,5,2001
563,250306,"Pont de Bar, el",21,18,13,8,5,1,2001
564,171352,Pont de Molins,39,42,29,33,12,6,2001
565,251734,"Pont de Suert, el",215,206,162,147,44,19,2001
566,081825,"Pont de Vilomara i Rocafort, el",169,264,226,195,67,31,2001
567,431418,Pontils,13,14,9,2,5,5,2001
568,081688,Pontons,47,39,33,28,9,5,2001
569,171365,Pontós,22,21,17,17,8,0,2001
570,251728,Ponts,196,205,160,177,70,38,2001
571,171371,Porqueres,138,255,268,284,138,62,2001
572,431140,Porrera,57,43,35,31,14,3,2001
573,171404,"Port de la Selva, el",121,84,52,52,12,7,2001
574,171387,Portbou,188,173,118,85,24,8,2001
575,251749,"Portella, la",54,61,44,44,17,9,2001
576,431153,Pradell de la Teixeta,29,15,8,11,10,2,2001
577,431166,Prades,73,69,41,33,13,5,2001
578,431172,Prat de Comte,20,21,16,13,4,1,2001
579,081691,"Prat de Llobregat, el",3311,5728,5325,4937,1376,638,2001
580,431188,Pratdip,66,66,42,30,12,4,2001
581,081712,Prats de Lluçanès,143,227,228,204,64,34,2001
582,081705,"Prats de Rei, els",53,50,40,40,12,4,2001
583,251752,Prats i Sansor,29,12,22,9,7,2,2001
584,251765,Preixana,24,48,23,26,14,10,2001
585,251771,Preixens,45,38,34,26,16,15,2001
586,082303,Premià de Dalt,395,672,711,775,253,124,2001
587,081727,Premià de Mar,1515,2532,2183,2017,613,295,2001
588,171390,"Preses, les",81,136,125,102,35,27,2001
589,251790,Prullans,28,16,16,12,4,5,2001
590,171411,Puigcerdà,713,632,585,492,158,81,2001
591,081748,Puigdàlber,25,28,27,21,10,7,2001
592,251804,Puiggròs,32,27,17,25,4,2,2001
593,431191,Puigpelat,39,50,49,54,14,10,2001
594,081751,Puig-reig,318,450,319,305,97,35,2001
595,251811,Puigverd d'Agramunt,35,19,12,12,10,7,2001
596,251826,Puigverd de Lleida,84,101,76,76,27,17,2001
597,081764,Pujalt,12,15,11,11,4,7,2001
598,081770,"Quar, la",2,8,2,5,1,3,2001
599,171426,Quart,101,181,175,219,74,19,2001
600,170433,Queralbs,29,16,14,15,3,2,2001
601,431205,Querol,51,41,20,10,9,2,2001
602,171432,Rabós,23,23,9,6,5,3,2001
603,081786,Rajadell,37,32,28,27,8,9,2001
604,431212,Rasquera,62,66,46,47,31,21,2001
605,171447,Regencós,29,23,16,26,8,2,2001
606,081799,Rellinars,31,44,34,26,8,5,2001
607,431227,Renau,9,9,3,3,2,0,2001
608,431233,Reus,6086,8321,6865,6871,2172,929,2001
609,251832,Rialp,64,46,39,33,12,11,2001
610,431248,"Riba, la",72,80,49,49,15,4,2001
611,431251,Riba-roja d'Ebre,118,146,94,82,38,16,2001
612,259059,Ribera d'Ondara,33,37,14,19,20,25,2001
613,251850,Ribera d'Urgellet,69,73,60,51,26,13,2001
614,171450,Ribes de Freser,202,246,158,124,32,28,2001
615,171463,Riells i Viabrea,156,239,167,177,54,23,2001
616,431264,"Riera de Gaià, la",78,115,74,67,24,19,2001
617,251863,Riner,14,19,12,11,5,17,2001
618,171479,Ripoll,847,1208,936,739,195,77,2001
619,081803,Ripollet,1651,2989,2563,2519,666,225,2001
620,259139,Riu de Cerdanya,16,3,6,3,3,1,2001
621,171485,Riudarenes,130,150,95,93,19,15,2001
622,171498,Riudaura,28,33,44,17,7,11,2001
623,431270,Riudecanyes,88,92,55,50,14,4,2001
624,431286,Riudecols,84,88,85,84,17,8,2001
625,171501,Riudellots de la Selva,79,100,124,128,49,25,2001
626,431299,Riudoms,316,469,408,413,133,71,2001
627,171518,Riumors,24,20,16,13,1,4,2001
628,081810,"Roca del Vallès, la",394,695,650,615,202,74,2001
629,431303,Rocafort de Queralt,40,38,17,11,7,3,2001
630,431310,Roda de Berà,473,459,272,205,64,40,2001
631,081831,Roda de Ter,250,463,429,422,120,63,2001
632,431325,Rodonyà,36,45,34,32,11,4,2001
633,431331,Roquetes,416,627,532,484,159,94,2001
634,171523,Roses,1236,1313,954,900,282,146,2001
635,251898,Rosselló,79,165,147,137,53,33,2001
636,431346,"Rourell, el",28,28,27,11,7,2,2001
637,081846,Rubí,3231,5784,5092,4894,1372,671,2001
638,081859,Rubió,5,8,6,4,7,5,2001
639,171539,Rupià,15,22,17,6,6,3,2001
640,089019,Rupit i Pruit,38,26,16,24,10,9,2001
641,081878,Sabadell,11567,19022,15150,14498,3920,1551,2001
642,081884,Sagàs,7,10,6,10,3,6,2001
643,251902,Salàs de Pallars,42,39,27,13,11,2,2001
644,081901,Saldes,27,22,13,26,11,7,2001
645,171544,Sales de Llierca,8,9,6,6,4,1,2001
646,081918,Sallent,504,699,657,488,146,58,2001
647,431359,Salomó,39,51,28,24,5,5,2001
648,439057,Salou,1636,1498,1081,940,303,143,2001
649,171557,Salt,1806,1995,1579,1463,520,288,2001
650,251919,Sanaüja,59,45,32,25,8,11,2001
651,081944,Sant Adrià de Besòs,2008,3023,2559,2331,750,448,2001
652,081957,Sant Agustí de Lluçanès,2,6,4,4,6,5,2001
653,081960,Sant Andreu de la Barca,1132,2361,1967,1649,420,189,2001
654,081976,Sant Andreu de Llavaneres,454,695,607,621,205,84,2001
655,171576,Sant Andreu Salou,10,11,7,14,3,2,2001
656,171833,Sant Aniol de Finestres,34,24,15,21,6,7,2001
657,081982,Sant Antoni de Vilamajor,234,356,271,305,97,54,2001
658,081995,Sant Bartomeu del Grau,45,62,62,78,34,37,2001
659,082009,Sant Boi de Llobregat,3829,7304,6816,6500,1699,661,2001
660,082016,Sant Boi de Lluçanès,35,38,29,35,21,11,2001
661,431362,Sant Carles de la Ràpita,799,1179,960,870,263,113,2001
662,082037,Sant Cebrià de Vallalta,174,252,151,138,30,18,2001
663,082021,Sant Celoni,748,1081,1001,1028,310,170,2001
664,082042,Sant Climent de Llobregat,151,298,250,272,72,28,2001
665,171582,Sant Climent Sescebes,32,57,35,20,8,6,2001
666,082055,Sant Cugat del Vallès,3069,4823,4494,4885,1705,830,2001
667,082068,Sant Cugat Sesgarrigues,35,54,51,56,23,17,2001
668,251961,Sant Esteve de la Sarga,20,14,5,2,5,2,2001
669,082074,Sant Esteve de Palautordera,107,139,98,119,44,16,2001
670,082080,Sant Esteve Sesrovires,244,466,395,450,118,61,2001
671,171595,Sant Feliu de Buixalleu,67,69,61,49,14,7,2001
672,082107,Sant Feliu de Codines,363,466,337,320,101,57,2001
673,171609,Sant Feliu de Guíxols,1515,1786,1389,1299,417,203,2001
674,082114,Sant Feliu de Llobregat,1974,4124,3449,3329,831,272,2001
675,171616,Sant Feliu de Pallerols,98,132,96,77,25,11,2001
676,082129,Sant Feliu Sasserra,45,50,39,51,15,18,2001
677,171621,Sant Ferriol,15,11,16,13,6,5,2001
678,082093,Sant Fost de Campsentelles,261,535,536,595,162,83,2001
679,082135,Sant Fruitós de Bages,275,532,536,481,134,59,2001
680,171637,Sant Gregori,127,178,181,198,78,36,2001
681,251924,Sant Guim de Freixenet,77,83,69,66,34,19,2001
682,251977,Sant Guim de la Plana,10,15,9,7,5,9,2001
683,171642,Sant Hilari Sacalm,332,471,419,398,115,43,2001
684,082153,Sant Hipòlit de Voltregà,193,297,246,220,76,35,2001
685,081939,Sant Iscle de Vallalta,73,108,87,53,20,12,2001
686,439023,Sant Jaume d'Enveja,134,309,256,243,98,51,2001
687,082166,Sant Jaume de Frontanyà,2,3,3,2,0,0,2001
688,171655,Sant Jaume de Llierca,40,88,71,41,18,10,2001
689,431378,Sant Jaume dels Domenys,135,157,112,106,38,16,2001
690,171674,Sant Joan de les Abadesses,300,379,319,248,65,30,2001
691,171680,Sant Joan de Mollet,25,44,27,32,10,4,2001
692,082188,Sant Joan de Vilatorrada,383,929,812,756,210,88,2001
693,082172,Sant Joan Despí,1439,2786,2546,2449,594,198,2001
694,171851,Sant Joan les Fonts,185,289,236,192,60,27,2001
695,171668,Sant Jordi Desvalls,41,69,39,41,16,14,2001
696,089030,Sant Julià de Cerdanyola,33,20,19,19,6,0,2001
697,171693,Sant Julià de Ramis,100,155,153,167,65,37,2001
698,082205,Sant Julià de Vilatorta,127,204,175,198,77,27,2001
699,179032,Sant Julià del Llor i Bonmatí,94,108,82,68,18,9,2001
700,082212,Sant Just Desvern,840,1139,990,1134,378,179,2001
701,082227,Sant Llorenç d'Hortons,109,167,141,126,42,25,2001
702,171714,Sant Llorenç de la Muga,25,32,15,10,1,1,2001
703,251930,Sant Llorenç de Morunys,90,75,62,67,17,13,2001
704,082233,Sant Llorenç Savall,144,188,148,143,46,21,2001
705,082251,Sant Martí d'Albars,3,7,4,7,4,8,2001
706,082248,Sant Martí de Centelles,58,77,62,57,20,7,2001
707,171729,Sant Martí de Llémena,50,45,36,23,12,9,2001
708,259025,Sant Martí de Riucorb,72,75,46,35,17,17,2001
709,082264,Sant Martí de Tous,71,96,78,70,30,11,2001
710,082270,Sant Martí Sarroca,145,194,173,160,70,61,2001
711,082286,Sant Martí Sesgueioles,25,31,23,22,11,8,2001
712,171735,Sant Martí Vell,21,18,15,15,6,2,2001
713,082299,Sant Mateu de Bages,39,68,51,36,13,24,2001
714,171740,Sant Miquel de Campmajor,18,12,9,12,8,7,2001
715,171753,Sant Miquel de Fluvià,33,61,42,50,20,6,2001
716,171766,Sant Mori,15,11,6,13,3,3,2001
717,171772,Sant Pau de Segúries,54,73,48,50,11,7,2001
718,082310,Sant Pere de Ribes,1392,2229,1871,1820,515,246,2001
719,082325,Sant Pere de Riudebitlles,118,218,159,159,50,27,2001
720,082331,Sant Pere de Torelló,127,193,195,171,54,21,2001
721,082346,Sant Pere de Vilamajor,192,289,235,184,64,42,2001
722,171788,Sant Pere Pescador,127,142,97,99,36,21,2001
723,081897,Sant Pere Sallavinera,10,9,9,6,7,5,2001
724,082359,Sant Pol de Mar,386,442,284,262,88,44,2001
725,082362,Sant Quintí de Mediona,134,175,154,108,45,29,2001
726,082378,Sant Quirze de Besora,175,223,161,145,38,11,2001
727,082384,Sant Quirze del Vallès,453,993,1065,1301,343,159,2001
728,082397,Sant Quirze Safaja,55,30,25,24,15,7,2001
729,251945,Sant Ramon,30,36,39,42,18,13,2001
730,082401,Sant Sadurní d'Anoia,482,846,759,784,269,134,2001
731,082418,Sant Sadurní d'Osormort,10,2,6,4,5,1,2001
732,080983,Sant Salvador de Guardiola,152,234,165,150,53,19,2001
733,082628,Sant Vicenç de Castellet,507,706,579,514,160,66,2001
734,082649,Sant Vicenç de Montalt,278,379,310,299,88,38,2001
735,082652,Sant Vicenç de Torelló,124,183,137,149,42,16,2001
736,082634,Sant Vicenç dels Horts,1073,2198,1995,2008,592,308,2001
737,431384,Santa Bàrbara,253,381,260,237,73,44,2001
738,082439,Santa Cecília de Voltregà,6,14,9,13,9,7,2001
739,082444,Santa Coloma de Cervelló,275,654,472,407,115,43,2001
740,171805,Santa Coloma de Farners,611,870,795,708,195,90,2001
741,082457,Santa Coloma de Gramenet,6178,10998,9977,8761,2456,1059,2001
742,431397,Santa Coloma de Queralt,211,238,199,196,78,41,2001
743,171812,Santa Cristina d'Aro,1395,238,120,95,35,11,2001
744,082460,Santa Eugènia de Berga,59,150,152,185,48,28,2001
745,082476,Santa Eulàlia de Riuprimer,46,74,58,71,29,9,2001
746,082482,Santa Eulàlia de Ronçana,243,454,382,426,110,63,2001
747,082495,Santa Fe del Penedès,12,22,22,27,8,7,2001
748,171827,Santa Llogaia d'Àlguema,17,18,23,23,13,5,2001
749,082508,Santa Margarida de Montbui,411,807,713,795,244,77,2001
750,082515,Santa Margarida i els Monjos,247,436,403,384,155,62,2001
751,082589,Santa Maria d'Oló,64,70,76,70,22,27,2001
752,082536,Santa Maria de Besora,16,10,12,14,3,5,2001
753,082567,Santa Maria de Martorelles,57,64,50,55,14,9,2001
754,082554,Santa Maria de Merlès,5,12,4,9,4,9,2001
755,082573,Santa Maria de Miralles,13,13,5,7,2,1,2001
756,082592,Santa Maria de Palautordera,442,670,530,496,139,59,2001
757,431401,Santa Oliva,151,232,159,161,64,25,2001
758,171848,Santa Pau,64,112,113,122,39,29,2001
759,082606,Santa Perpètua de Mogoda,844,1919,1793,1734,467,171,2001
760,082613,Santa Susanna,131,200,164,150,59,25,2001
761,081923,Santpedor,213,469,462,464,130,64,2001
762,431423,Sarral,126,124,90,107,41,22,2001
763,171864,Sarrià de Ter,221,371,305,278,92,40,2001
764,252017,Sarroca de Bellera,23,24,5,8,2,4,2001
765,252000,Sarroca de Lleida,34,36,35,35,9,10,2001
766,171870,"Saus, Camallera i Llampaies",77,64,45,48,17,11,2001
767,431439,Savallà del Comtat,11,8,3,1,2,2,2001
768,431444,"Secuita, la",79,103,85,97,26,15,2001
769,171886,"Selva de Mar, la",27,20,16,14,4,1,2001
770,431457,"Selva del Camp, la",230,367,310,379,101,56,2001
771,431460,Senan,11,3,1,0,0,2,2001
772,430445,"Sénia, la",331,463,414,390,156,78,2001
773,252022,Senterada,16,12,10,2,4,0,2001
774,250352,"Sentiu de Sió, la",27,41,30,29,13,14,2001
775,082671,Sentmenat,322,538,464,484,145,63,2001
776,171903,Serinyà,68,72,65,60,23,14,2001
777,252043,Seròs,140,158,121,101,53,44,2001
778,171910,Serra de Daró,18,15,15,13,2,4,2001
779,171925,Setcases,21,19,14,10,5,2,2001
780,252038,"Seu d'Urgell, la",976,1102,836,745,264,122,2001
781,082690,Seva,184,228,204,193,71,29,2001
782,252056,Sidamon,34,68,36,41,17,8,2001
783,171931,Sils,198,290,238,276,92,29,2001
784,082704,Sitges,2443,2285,1551,1314,358,149,2001
785,170524,Siurana,10,14,14,9,1,7,2001
786,082711,Sobremunt,4,4,4,7,3,3,2001
787,252069,"Soleràs, el",27,33,30,24,15,9,2001
788,431476,Solivella,69,75,46,25,22,10,2001
789,252075,Solsona,520,637,561,543,184,103,2001
790,082726,Sora,18,9,15,12,7,3,2001
791,252081,Soriguera,44,30,18,17,5,12,2001
792,252094,Sort,246,200,126,117,42,20,2001
793,252108,Soses,71,116,83,109,55,31,2001
794,082732,Subirats,180,255,187,184,68,33,2001
795,252115,Sudanell,49,69,57,42,19,7,2001
796,252120,Sunyer,17,16,21,21,13,6,2001
797,082747,Súria,331,607,517,465,129,56,2001
798,171946,Susqueda,16,8,7,7,1,2,2001
799,082763,Tagamanent,17,20,22,17,1,3,2001
800,082779,Talamanca,9,13,7,8,0,2,2001
801,252154,Talarn,45,34,21,17,11,6,2001
802,252167,Talavera,24,18,20,12,7,15,2001
803,171959,"Tallada d'Empordà, la",27,33,14,25,7,8,2001
804,082785,Taradell,248,404,391,452,160,63,2001
805,431482,Tarragona,8419,11155,9106,8870,2591,975,2001
806,252173,Tàrrega,954,1252,994,891,323,180,2001
807,252189,Tarrés,16,16,4,4,4,3,2001
808,252192,Tarroja de Segarra,20,13,8,11,4,6,2001
809,082750,Tavèrnoles,9,11,12,23,8,11,2001
810,082802,Tavertet,14,20,8,8,6,1,2001
811,082819,Teià,214,440,405,523,131,60,2001
812,252206,Térmens,88,101,94,91,46,37,2001
813,171962,Terrades,27,19,12,19,0,5,2001
814,082798,Terrassa,11573,18807,14686,12856,3588,1549,2001
815,082824,Tiana,221,471,487,565,145,66,2001
816,252213,Tírvia,20,10,10,8,2,1,2001
817,252228,Tiurana,2,0,3,1,0,1,2001
818,431495,Tivenys,70,102,57,56,27,15,2001
819,431508,Tivissa,166,157,113,115,43,42,2001
820,082830,Tona,340,544,416,503,172,75,2001
821,252234,Torà,93,114,78,86,28,17,2001
822,082845,Tordera,828,1156,876,640,205,108,2001
823,082858,Torelló,695,1196,1032,996,269,111,2001
824,252249,"Torms, els",18,17,17,12,3,4,2001
825,252252,Tornabous,72,68,49,53,19,21,2001
826,252271,"Torre de Cabdella, la",93,75,43,36,13,14,2001
827,082861,"Torre de Claramunt, la",123,193,204,187,73,41,2001
828,431515,"Torre de Fontaubella, la",19,16,7,9,5,0,2001
829,431520,"Torre de l'Espanyol, la",48,66,42,40,20,21,2001
830,252265,Torrebesses,34,31,23,19,9,6,2001
831,431536,Torredembarra,990,1169,849,792,258,120,2001
832,252287,Torrefarrera,96,172,164,139,50,31,2001
833,259078,Torrefeta i Florejacs,57,57,37,48,20,9,2001
834,252304,Torregrossa,138,208,143,140,61,49,2001
835,252311,Torrelameu,40,34,41,33,23,16,2001
836,082877,Torrelavit,65,93,88,76,34,21,2001
837,082883,Torrelles de Foix,170,205,120,110,37,23,2001
838,082896,Torrelles de Llobregat,183,346,311,325,86,33,2001
839,171978,Torrent,14,14,13,9,5,5,2001
840,252326,Torres de Segre,121,160,150,126,52,29,2001
841,252332,Torre-serona,24,26,25,23,10,7,2001
842,171984,Torroella de Fluvià,51,38,16,19,9,15,2001
843,171997,Torroella de Montgrí,698,741,616,596,168,144,2001
844,431541,Torroja del Priorat,23,16,8,8,2,3,2001
845,172001,Tortellà,80,76,56,45,17,6,2001
846,431554,Tortosa,2133,2749,2223,2001,742,379,2001
847,172018,Toses,24,16,8,9,0,5,2001
848,172023,Tossa de Mar,559,451,338,297,88,40,2001
849,252347,Tremp,561,581,367,356,111,47,2001
850,172044,Ullà,52,66,54,48,15,30,2001
851,082900,Ullastrell,47,103,89,120,31,15,2001
852,172057,Ullastret,20,21,12,15,8,4,2001
853,431567,Ulldecona,470,564,391,392,135,75,2001
854,431573,Ulldemolins,67,50,38,25,14,7,2001
855,172039,Ultramort,22,14,9,12,6,7,2001
856,172060,Urús,18,21,9,12,6,5,2001
857,082917,Vacarisses,236,340,268,241,58,25,2001
858,170144,"Vajol, la",14,13,5,3,4,1,2001
859,172076,"Vall d'en Bas, la",171,217,235,158,56,47,2001
860,172082,"Vall de Bianya, la",104,107,88,78,29,14,2001
861,250432,"Vall de Boí, la",137,75,56,41,21,20,2001
862,259010,Vall de Cardós,50,36,27,18,8,5,2001
863,082922,Vallbona d'Anoia,68,84,92,81,24,11,2001
864,252385,Vallbona de les Monges,37,29,12,9,11,3,2001
865,082938,Vallcebre,18,32,24,13,3,5,2001
866,431589,Vallclara,12,14,12,8,3,0,2001
867,252402,Vallfogona de Balaguer,68,109,105,114,53,29,2001
868,171707,Vallfogona de Ripollès,26,22,9,11,5,7,2001
869,431592,Vallfogona de Riucorb,19,12,11,5,2,0,2001
870,082943,Vallgorguina,129,150,115,102,29,15,2001
871,082956,Vallirana,437,901,801,778,226,125,2001
872,172095,Vall-llobrega,49,49,44,27,9,1,2001
873,431606,Vallmoll,83,118,86,108,37,15,2001
874,082969,Vallromanes,111,173,125,111,43,9,2001
875,431613,Valls,1300,1838,1602,1620,484,200,2001
876,259062,"Valls d'Aguilar, les",43,31,18,18,5,9,2001
877,252398,"Valls de Valira, les",57,72,42,42,29,15,2001
878,431628,Vandellòs i l'Hospitalet de l'Infant,273,362,302,345,127,69,2001
879,259097,"Vansa i Fórnols, la",32,19,7,8,2,6,2001
880,082975,Veciana,5,15,9,10,6,4,2001
881,431634,"Vendrell, el",2008,2554,1789,1725,525,246,2001
882,172109,Ventalló,76,70,44,37,8,13,2001
883,252424,Verdú,81,85,65,55,25,18,2001
884,172116,Verges,100,96,74,75,28,22,2001
885,431649,Vespella de Gaià,36,33,12,9,6,1,2001
886,082981,Vic,2352,3155,2415,2281,797,456,2001
887,172121,Vidrà,8,12,16,9,4,4,2001
888,172137,Vidreres,392,479,384,364,113,67,2001
889,252430,Vielha e Mijaran,406,340,330,278,97,50,2001
890,431652,Vilabella,37,79,49,65,23,11,2001
891,172142,Vilabertran,66,73,55,48,24,15,2001
892,172155,Vilablareix,56,103,131,211,62,35,2001
893,082994,Vilada,42,58,35,37,13,8,2001
894,172174,Viladamat,34,37,33,24,8,7,2001
895,172168,Viladasens,10,16,14,9,9,2,2001
896,083015,Viladecans,2470,5392,5124,4636,1234,510,2001
897,083008,Viladecavalls,151,406,542,628,169,50,2001
898,172180,Vilademuls,42,56,41,34,25,28,2001
899,172207,Viladrau,79,85,50,58,26,13,2001
900,172214,Vilafant,126,310,373,375,118,53,2001
901,083054,Vilafranca del Penedès,2081,3119,2492,2346,682,333,2001
902,252445,Vilagrassa,30,40,37,17,10,10,2001
903,172235,Vilajuïga,80,110,66,74,23,11,2001
904,431750,Vilalba dels Arcs,59,45,52,43,17,30,2001
905,083067,Vilalba Sasserra,40,48,47,36,9,4,2001
906,252458,Vilaller,69,56,44,34,19,2,2001
907,172240,Vilallonga de Ter,55,45,33,18,16,4,2001
908,431665,Vilallonga del Camp,87,95,91,109,31,16,2001
909,172253,Vilamacolum,19,26,16,16,9,5,2001
910,172266,Vilamalla,44,51,76,77,15,18,2001
911,172272,Vilamaniscle,21,10,5,10,4,4,2001
912,252477,Vilamòs,15,12,5,8,4,3,2001
913,172288,Vilanant,25,30,19,15,9,11,2001
914,431671,Vilanova d'Escornalbou,42,32,30,37,12,6,2001
915,252483,Vilanova de Bellpuig,71,110,70,73,32,22,2001
916,252496,Vilanova de l'Aguda,6,24,14,11,4,16,2001
917,252542,Vilanova de la Barca,65,87,75,48,26,14,2001
918,252509,Vilanova de Meià,61,30,27,22,14,10,2001
919,431687,Vilanova de Prades,13,14,7,9,4,4,2001
920,083036,Vilanova de Sau,35,31,26,18,5,9,2001
921,252516,Vilanova de Segrià,57,77,49,47,25,14,2001
922,083020,Vilanova del Camí,456,838,838,897,265,99,2001
923,089024,Vilanova del Vallès,152,253,201,179,69,31,2001
924,083073,Vilanova i la Geltrú,4279,5778,4565,3936,1109,487,2001
925,431690,Vilaplana,44,50,40,38,15,9,2001
926,431704,Vila-rodona,122,107,78,60,20,13,2001
927,172305,Vila-sacra,28,40,21,28,17,6,2001
928,252521,Vila-sana,29,53,32,42,15,7,2001
929,431711,Vila-seca,797,1146,998,1053,393,168,2001
930,082140,Vilassar de Dalt,407,691,580,646,216,83,2001
931,082191,Vilassar de Mar,1111,1691,1421,1360,429,148,2001
932,172229,Vilaür,13,16,5,8,2,2,2001
933,431726,Vilaverd,43,48,31,17,12,3,2001
934,431732,"Vilella Alta, la",16,11,13,5,2,4,2001
935,431747,"Vilella Baixa, la",35,20,8,9,7,1,2001
936,172333,Vilobí d'Onyar,131,176,161,172,67,38,2001
937,083041,Vilobí del Penedès,47,73,53,61,32,24,2001
938,172327,Vilopriu,23,22,9,9,2,2,2001
939,252537,"Vilosell, el",35,26,14,5,6,3,2001
940,431763,Vimbodí i Poblet,93,125,59,68,26,11,2001
941,252555,Vinaixa,61,61,41,37,18,11,2001
942,431779,Vinebre,45,41,34,26,10,8,2001
943,431785,Vinyols i els Arcs,124,120,77,96,37,9,2001
944,083089,Viver i Serrateix,5,11,7,8,7,11,2001
945,430521,Xerta,97,117,96,78,31,19,2001
0,080018,Abrera,861,1258,1233,876,0,0,2011
1,250030,Agramunt,373,614,461,414,118,0,2011
2,430043,Alcanar,1000,1056,1182,628,121,0,2011
3,250117,Alcarràs,595,1190,638,752,141,0,2011
4,430056,Alcover,557,483,436,360,0,0,2011
5,080039,Alella,536,915,847,777,238,0,2011
6,250194,Almacelles,433,882,597,321,105,0,2011
7,250236,Alpicat,363,512,543,529,116,0,2011
8,430136,"Ametlla de Mar, l'",577,1187,582,524,0,0,2011
9,080057,"Ametlla del Vallès, l'",375,626,661,852,191,0,2011
10,430141,Amposta,1677,2347,2092,1743,242,0,2011
11,170084,Anglès,490,671,387,428,105,0,2011
12,430167,"Arboç, l'",387,600,424,346,0,0,2011
13,170097,Arbúcies,529,783,554,366,232,0,2011
14,080060,Arenys de Mar,1552,1866,1419,914,166,0,2011
15,080076,Arenys de Munt,702,903,679,774,0,0,2011
16,080095,Argentona,624,1161,1082,829,266,139,2011
17,080109,Artés,369,675,572,354,0,0,2011
18,080155,Badalona,16114,25053,20003,14843,3251,2528,2011
19,089045,Badia del Vallès,1107,1709,1273,810,295,0,2011
20,250404,Balaguer,1382,1883,1315,1217,333,0,2011
21,170157,Banyoles,1354,1950,1720,1504,400,0,2011
22,082520,Barberà del Vallès,2109,4042,2963,2377,463,0,2011
23,080193,Barcelona,198052,230095,127577,93294,25780,9280,2011
24,080207,Begues,330,664,498,603,128,0,2011
