,Any,Literal,Codi,Densitat comercial
1491,2018,"Pinell de Brai, el",431068,1576
1492,2018,Pinell de Solsonès,251667,591
1493,2018,Pinós,251673,4262
1494,2018,Pira,431074,738
1495,2018,"Pla de Santa Maria, el",431080,785
1496,2018,"Pla del Penedès, el",081640,1545
1497,2018,"Planes d'Hostoles, les",171334,792
1498,2018,Planoles,171349,271
1499,2018,"Plans de Sió, els",259118,945
1500,2018,"Poal, el",251689,732
1501,2018,"Pobla de Cérvoles, la",251692,230
1502,2018,"Pobla de Claramunt, la",081653,1629
1503,2018,"Pobla de Lillet, la",081666,945
1504,2018,"Pobla de Mafumet, la",431093,1669
1505,2018,"Pobla de Massaluca, la",431107,1021
1506,2018,"Pobla de Montornès, la",431114,489
1507,2018,"Pobla de Segur, la",251713,3311
1508,2018,Poboleda,431129,1101
1509,2018,Polinyà,081672,1332
1510,2018,"Pont d'Armentera, el",431135,1691
1511,2018,"Pont de Bar, el",250306,199
1512,2018,Pont de Molins,171352,2002
1513,2018,"Pont de Suert, el",251734,2695
1514,2018,"Pont de Vilomara i Rocafort, el",081825,749
1515,2018,Pontils,431418,0
1516,2018,Pontons,081688,378
1517,2018,Pontós,171365,1680
1518,2018,Ponts,251728,2695
1519,2018,Porqueres,171371,1235
1520,2018,Porrera,431140,696
1521,2018,"Port de la Selva, el",171404,3501
1522,2018,Portbou,171387,1664
1523,2018,"Portella, la",251749,1098
1524,2018,Pradell de la Teixeta,431153,516
1525,2018,Prades,431166,951
1526,2018,Prat de Comte,431172,89
1527,2018,"Prat de Llobregat, el",081691,2222
1528,2018,Pratdip,431188,575
1529,2018,Prats de Lluçanès,081712,2344
1530,2018,"Prats de Rei, els",081705,1475
1531,2018,Prats i Sansor,251752,3909
1532,2018,Preixana,251765,748
1533,2018,Preixens,251771,175
1534,2018,Premià de Dalt,082303,486
1535,2018,Premià de Mar,081727,1259
1536,2018,"Preses, les",171390,5651
1537,2018,Prullans,251790,1804
1538,2018,Puig-reig,081751,1771
1539,2018,Puigcerdà,171411,3023
1540,2018,Puigdàlber,081748,421
1541,2018,Puiggròs,251804,0
1542,2018,Puigpelat,431191,891
1543,2018,Puigverd d'Agramunt,251811,0
1544,2018,Puigverd de Lleida,251826,481
1545,2018,Pujalt,081764,338
1546,2018,"Quar, la",081770,0
1547,2018,Quart,171426,1123
1548,2018,Queralbs,170433,124
1549,2018,Querol,431205,0
1550,2018,Rabós,171432,503
1551,2018,Rajadell,081786,3803
1552,2018,Rasquera,431212,1831
1553,2018,Regencós,171447,9105
1554,2018,Rellinars,081799,212
1555,2018,Renau,431227,0
1556,2018,Reus,431233,2630
1557,2018,Rialp,251832,1483
1558,2018,Riba-roja d'Ebre,431251,1189
1559,2018,"Riba, la",431248,205
1560,2018,Ribera d'Ondara,259059,1173
1561,2018,Ribera d'Urgellet,251850,204
1562,2018,Ribes de Freser,171450,1102
1563,2018,Riells i Viabrea,171463,817
1564,2018,"Riera de Gaià, la",431264,628
1565,2018,Riner,251863,0
1566,2018,Ripoll,171479,2042
1567,2018,Ripollet,081803,1374
1568,2018,Riu de Cerdanya,259139,0
1569,2018,Riudarenes,171485,689
1570,2018,Riudaura,171498,275
1571,2018,Riudecanyes,431270,526
1572,2018,Riudecols,431286,1169
1573,2018,Riudellots de la Selva,171501,3583
1574,2018,Riudoms,431299,2303
1575,2018,Riumors,171518,34
1576,2018,"Roca del Vallès, la",081810,3009
1577,2018,Rocafort de Queralt,431303,431
1578,2018,Roda de Berà,431310,2608
1579,2018,Roda de Ter,081831,919
1580,2018,Rodonyà,431325,5504
1581,2018,Roquetes,431331,1375
1582,2018,Roses,171523,2454
1583,2018,Rosselló,251898,745
1584,2018,"Rourell, el",431346,0
1585,2018,Rubí,081846,1498
1586,2018,Rubió,081859,638
1587,2018,Rupià,171539,1591
1588,2018,Rupit i Pruit,089019,1398
1589,2018,Sabadell,081878,2101
1590,2018,Sagàs,081884,106
1591,2018,Salàs de Pallars,251902,417
1592,2018,Saldes,081901,3279
1593,2018,Sales de Llierca,171544,0
1594,2018,Sallent,081918,2365
1595,2018,Salomó,431359,418
1596,2018,Salou,439057,1715
1597,2018,Salt,171557,2015
1598,2018,Sanaüja,251919,641
1599,2018,Sant Adrià de Besòs,081944,1776
1600,2018,Sant Agustí de Lluçanès,081957,1195
1601,2018,Sant Andreu de la Barca,081960,1383
1602,2018,Sant Andreu de Llavaneres,081976,1284
1603,2018,Sant Andreu Salou,171576,1058
1604,2018,Sant Aniol de Finestres,171833,325
1605,2018,Sant Antoni de Vilamajor,081982,942
1606,2018,Sant Bartomeu del Grau,081995,63
1607,2018,Sant Boi de Llobregat,082009,2168
1608,2018,Sant Boi de Lluçanès,082016,848
1609,2018,Sant Carles de la Ràpita,431362,2100
1610,2018,Sant Cebrià de Vallalta,082037,984
1611,2018,Sant Celoni,082021,2369
1612,2018,Sant Climent de Llobregat,082042,505
1613,2018,Sant Climent Sescebes,171582,494
1614,2018,Sant Cugat del Vallès,082055,1642
1615,2018,Sant Cugat Sesgarrigues,082068,7492
1616,2018,Sant Esteve de la Sarga,251961,0
1617,2018,Sant Esteve de Palautordera,082074,812
1618,2018,Sant Esteve Sesrovires,082080,1076
1619,2018,Sant Feliu de Buixalleu,171595,2475
1620,2018,Sant Feliu de Codines,082107,818
1621,2018,Sant Feliu de Guíxols,171609,1870
1622,2018,Sant Feliu de Llobregat,082114,1366
1623,2018,Sant Feliu de Pallerols,171616,629
1624,2018,Sant Feliu Sasserra,082129,600
1625,2018,Sant Ferriol,171621,665
1626,2018,Sant Fost de Campsentelles,082093,969
1627,2018,Sant Fruitós de Bages,082135,4228
1628,2018,Sant Gregori,171637,897
1629,2018,Sant Guim de Freixenet,251924,1819
1630,2018,Sant Guim de la Plana,251977,0
1631,2018,Sant Hilari Sacalm,171642,1722
1632,2018,Sant Hipòlit de Voltregà,082153,909
1633,2018,Sant Iscle de Vallalta,081939,1870
1634,2018,Sant Jaume d'Enveja,439023,1167
1635,2018,Sant Jaume de Frontanyà,082166,433
1636,2018,Sant Jaume de Llierca,171655,1981
1637,2018,Sant Jaume dels Domenys,431378,2586
1638,2018,Sant Joan de les Abadesses,171674,1259
1639,2018,Sant Joan de Mollet,171680,532
1640,2018,Sant Joan de Vilatorrada,082188,1475
1641,2018,Sant Joan Despí,082172,1115
1642,2018,Sant Joan les Fonts,171851,2347
1643,2018,Sant Jordi Desvalls,171668,1149
1644,2018,Sant Julià de Cerdanyola,089030,217
1645,2018,Sant Julià de Ramis,171693,1754
1646,2018,Sant Julià de Vilatorta,082205,407
1647,2018,Sant Julià del Llor i Bonmatí,179032,239
1648,2018,Sant Just Desvern,082212,1316
1649,2018,Sant Llorenç d'Hortons,082227,1432
1650,2018,Sant Llorenç de la Muga,171714,677
1651,2018,Sant Llorenç de Morunys,251930,1746
1652,2018,Sant Llorenç Savall,082233,872
1653,2018,Sant Martí d'Albars,082251,0
1654,2018,Sant Martí de Centelles,082248,301
1655,2018,Sant Martí de Llémena,171729,96
1656,2018,Sant Martí de Riucorb,259025,211
1657,2018,Sant Martí de Tous,082264,1408
1658,2018,Sant Martí Sarroca,082270,2137
1659,2018,Sant Martí Sesgueioles,082286,613
1660,2018,Sant Martí Vell,171735,0
1661,2018,Sant Mateu de Bages,082299,598
1662,2018,Sant Miquel de Campmajor,171740,351
1663,2018,Sant Miquel de Fluvià,171753,324
1664,2018,Sant Mori,171766,486
1665,2018,Sant Pau de Segúries,171772,857
1666,2018,Sant Pere de Ribes,082310,1655
1667,2018,Sant Pere de Riudebitlles,082325,1701
1668,2018,Sant Pere de Torelló,082331,536
1669,2018,Sant Pere de Vilamajor,082346,225
1670,2018,Sant Pere Pescador,171788,3945
1671,2018,Sant Pere Sallavinera,081897,116
1672,2018,Sant Pol de Mar,082359,1288
1673,2018,Sant Quintí de Mediona,082362,874
1674,2018,Sant Quirze de Besora,082378,1710
1675,2018,Sant Quirze del Vallès,082384,2314
1676,2018,Sant Quirze Safaja,082397,110
1677,2018,Sant Ramon,251945,2958
1678,2018,Sant Sadurní d'Anoia,082401,1628
1679,2018,Sant Sadurní d'Osormort,082418,0
1680,2018,Sant Salvador de Guardiola,080983,345
1681,2018,Sant Vicenç de Castellet,082628,1044
1682,2018,Sant Vicenç de Montalt,082649,1422
1683,2018,Sant Vicenç de Torelló,082652,349
1684,2018,Sant Vicenç dels Horts,082634,1523
1685,2018,Santa Bàrbara,431384,2041
1686,2018,Santa Cecília de Voltregà,082439,0
1687,2018,Santa Coloma de Cervelló,082444,768
1688,2018,Santa Coloma de Farners,171805,1675
1689,2018,Santa Coloma de Gramenet,082457,1169
1690,2018,Santa Coloma de Queralt,431397,2060
1691,2018,Santa Cristina d'Aro,171812,1472
1692,2018,Santa Eugènia de Berga,082460,820
1693,2018,Santa Eulàlia de Riuprimer,082476,545
1694,2018,Santa Eulàlia de Ronçana,082482,914
1695,2018,Santa Fe del Penedès,082495,604
1696,2018,Santa Llogaia d'Àlguema,171827,17617
1697,2018,Santa Margarida de Montbui,082508,984
1698,2018,Santa Margarida i els Monjos,082515,1051
1699,2018,Santa Maria d'Oló,082589,1341
1700,2018,Santa Maria de Besora,082536,608
1701,2018,Santa Maria de Martorelles,082567,146
1702,2018,Santa Maria de Merlès,082554,0
1703,2018,Santa Maria de Miralles,082573,5242
1704,2018,Santa Maria de Palautordera,082592,1579
1705,2018,Santa Oliva,431401,2194
1706,2018,Santa Pau,171848,664
1707,2018,Santa Perpètua de Mogoda,082606,1464
1708,2018,Santa Susanna,082613,5828
1709,2018,Santpedor,081923,1058
1710,2018,Sarral,431423,712
1711,2018,Sarrià de Ter,171864,4067
1712,2018,Sarroca de Bellera,252017,1042
1713,2018,Sarroca de Lleida,252000,490
1714,2018,"Saus, Camallera i Llampaies",171870,1269
1715,2018,Savallà del Comtat,431439,0
1716,2018,"Secuita, la",431444,483
1717,2018,"Selva de Mar, la",171886,0
1718,2018,"Selva del Camp, la",431457,2335
1719,2018,Senan,431460,0
1720,2018,"Sénia, la",430445,4294
1721,2018,Senterada,252022,403
1722,2018,"Sentiu de Sió, la",250352,1012
1723,2018,Sentmenat,082671,1772
1724,2018,Serinyà,171903,912
1725,2018,Seròs,252043,947
1726,2018,Serra de Daró,171910,8905
1727,2018,Setcases,171925,2089
1728,2018,"Seu d'Urgell, la",252038,1889
1729,2018,Seva,082690,267
1730,2018,Sidamon,252056,2277
1731,2018,Sils,171931,1334
1732,2018,Sitges,082704,2148
1733,2018,Siurana,170524,0
1734,2018,Sobremunt,082711,0
1735,2018,"Soleràs, el",252069,262
1736,2018,Solivella,431476,918
1737,2018,Solsona,252075,2849
1738,2018,Sora,082726,1424
1739,2018,Soriguera,252081,306
1740,2018,Sort,252094,3883
1741,2018,Soses,252108,1831
1742,2018,Subirats,082732,899
1743,2018,Sudanell,252115,700
1744,2018,Sunyer,252120,5225
1745,2018,Súria,082747,1472
1746,2018,Susqueda,171946,0
1747,2018,Tagamanent,082763,444
1748,2018,Talamanca,082779,356
1749,2018,Talarn,252154,3280
1750,2018,Talavera,252167,696
1751,2018,"Tallada d'Empordà, la",171959,1340
1752,2018,Taradell,082785,951
1753,2018,Tarragona,431482,2445
1754,2018,Tàrrega,252173,2861
1755,2018,Tarrés,252189,455
1756,2018,Tarroja de Segarra,252192,339
1757,2018,Tavèrnoles,082750,0
1758,2018,Tavertet,082802,0
1759,2018,Teià,082819,1014
1760,2018,Térmens,252206,2286
1761,2018,Terrades,171962,303
1762,2018,Terrassa,082798,2038
1763,2018,Tiana,082824,606
1764,2018,Tírvia,252213,164
1765,2018,Tiurana,252228,0
1766,2018,Tivenys,431495,735
1767,2018,Tivissa,431508,885
1768,2018,Tona,082830,1586
1769,2018,Torà,252234,1465
1770,2018,Tordera,082845,1680
1771,2018,Torelló,082858,1869
1772,2018,"Torms, els",252249,636
1773,2018,Tornabous,252252,567
1774,2018,"Torre de Cabdella, la",252271,202
1775,2018,"Torre de Claramunt, la",082861,1104
1776,2018,"Torre de Fontaubella, la",431515,0
1777,2018,"Torre de l'Espanyol, la",431520,342
1778,2018,Torre-serona,252332,104
1779,2018,Torrebesses,252265,332
1780,2018,Torredembarra,431536,2259
1781,2018,Torrefarrera,252287,3390
1782,2018,Torrefeta i Florejacs,259078,212
1783,2018,Torregrossa,252304,698
1784,2018,Torrelameu,252311,1887
1785,2018,Torrelavit,082877,495
1786,2018,Torrelles de Foix,082883,709
1787,2018,Torrelles de Llobregat,082896,934
1788,2018,Torrent,171978,903
1789,2018,Torres de Segre,252326,2624
1790,2018,Torroella de Fluvià,171984,1105
1791,2018,Torroella de Montgrí,171997,2600
1792,2018,Torroja del Priorat,431541,696
1793,2018,Tortellà,172001,899
1794,2018,Tortosa,431554,2873
1795,2018,Toses,172018,0
1796,2018,Tossa de Mar,172023,2827
1797,2018,Tremp,252347,2817
1798,2018,Ullà,172044,1241
1799,2018,Ullastrell,082900,379
1800,2018,Ullastret,172057,301
1801,2018,Ulldecona,431567,1796
1802,2018,Ulldemolins,431573,811
1803,2018,Ultramort,172039,505
1804,2018,Urús,172060,0
1805,2018,Vacarisses,082917,1070
1806,2018,"Vajol, la",170144,565
1807,2018,"Vall d'en Bas, la",172076,707
1808,2018,"Vall de Bianya, la",172082,585
1809,2018,"Vall de Boí, la",250432,1857
1810,2018,Vall de Cardós,259010,239
1811,2018,Vall-llobrega,172095,2874
1812,2018,Vallbona d'Anoia,082922,560
1813,2018,Vallbona de les Monges,252385,513
1814,2018,Vallcebre,082938,858
1815,2018,Vallclara,431589,908
1816,2018,Vallfogona de Balaguer,252402,4174
1817,2018,Vallfogona de Ripollès,171707,151
1818,2018,Vallfogona de Riucorb,431592,0
1819,2018,Vallgorguina,082943,400
1820,2018,Vallirana,082956,1204
1821,2018,Vallmoll,431606,3096
1822,2018,Vallromanes,082969,456
1823,2018,Valls,431613,2490
1824,2018,"Valls d'Aguilar, les",259062,0
1825,2018,"Valls de Valira, les",252398,59
1826,2018,Vandellòs i l'Hospitalet de l'Infant,431628,2462
1827,2018,"Vansa i Fórnols, la",259097,220
1828,2018,Veciana,082975,0
1829,2018,"Vendrell, el",431634,3032
1830,2018,Ventalló,172109,749
1831,2018,Verdú,252424,1021
1832,2018,Verges,172116,1525
1833,2018,Vespella de Gaià,431649,0
1834,2018,Vic,082981,3659
1835,2018,Vidrà,172121,486
1836,2018,Vidreres,172137,1341
1837,2018,Vielha e Mijaran,252430,4114
1838,2018,Vila-rodona,431704,2056
1839,2018,Vila-sacra,172305,11422
1840,2018,Vila-sana,252521,5174
1841,2018,Vila-seca,431711,1652
1842,2018,Vilabella,431652,1339
1843,2018,Vilabertran,172142,266
1844,2018,Vilablareix,172155,2267
1845,2018,Vilada,082994,726
1846,2018,Viladamat,172174,2453
1847,2018,Viladasens,172168,0
1848,2018,Viladecans,083015,1617
1849,2018,Viladecavalls,083008,759
1850,2018,Vilademuls,172180,823
1851,2018,Viladrau,172207,875
1852,2018,Vilafant,172214,368
1853,2018,Vilafranca del Penedès,083054,2995
1854,2018,Vilagrassa,252445,6937
1855,2018,Vilajuïga,172235,1261
1856,2018,Vilalba dels Arcs,431750,411
1857,2018,Vilalba Sasserra,083067,807
1858,2018,Vilaller,252458,1438
1859,2018,Vilallonga de Ter,172240,777
1860,2018,Vilallonga del Camp,431665,2435
1861,2018,Vilamacolum,172253,221
1862,2018,Vilamalla,172266,14277
1863,2018,Vilamaniscle,172272,82
1864,2018,Vilamòs,252477,6434
1865,2018,Vilanant,172288,1035
1866,2018,Vilanova d'Escornalbou,431671,519
1867,2018,Vilanova de Bellpuig,252483,240
1868,2018,Vilanova de l'Aguda,252496,0
1869,2018,Vilanova de la Barca,252542,1246
1870,2018,Vilanova de Meià,252509,813
1871,2018,Vilanova de Prades,431687,265
1872,2018,Vilanova de Sau,083036,328
1873,2018,Vilanova de Segrià,252516,214
1874,2018,Vilanova del Camí,083020,1119
1875,2018,Vilanova del Vallès,089024,1432
1876,2018,Vilanova i la Geltrú,083073,1908
1877,2018,Vilaplana,431690,713
1878,2018,Vilassar de Dalt,082140,1576
1879,2018,Vilassar de Mar,082191,1644
1880,2018,Vilaür,172229,116
1881,2018,Vilaverd,431726,713
1882,2018,"Vilella Alta, la",431732,371
1883,2018,"Vilella Baixa, la",431747,0
1884,2018,Vilobí d'Onyar,172333,1157
1885,2018,Vilobí del Penedès,083041,523
1886,2018,Vilopriu,172327,0
1887,2018,"Vilosell, el",252537,155
1888,2018,Vimbodí i Poblet,431763,924
1889,2018,Vinaixa,252555,944
1890,2018,Vinebre,431779,581
1891,2018,Vinyols i els Arcs,431785,2530
1892,2018,Viver i Serrateix,083089,0
1893,2018,Xerta,430521,562
1894,2019,Abella de la Conca,250019,223
1895,2019,Abrera,080018,1492
1896,2019,Àger,250024,1959
1897,2019,Agramunt,250030,2531
1898,2019,Aguilar de Segarra,080023,1764
1899,2019,Agullana,170010,1698
1900,2019,Aiguafreda,080142,1591
1901,2019,Aiguamúrcia,430017,546
1902,2019,Aiguaviva,170025,1571
1903,2019,Aitona,250387,877
1904,2019,"Alamús, els",250045,2642
1905,2019,Alàs i Cerc,250058,252
1906,2019,"Albagés, l'",250061,290
1907,2019,Albanyà,170031,6
1908,2019,Albatàrrec,250077,429
1909,2019,Albesa,250083,361
1910,2019,"Albi, l'",250096,530
1911,2019,Albinyana,430022,418
1912,2019,"Albiol, l'",430038,23
1913,2019,Albons,170046,178
1914,2019,Alcanar,430043,1410
1915,2019,Alcanó,250100,145
1916,2019,Alcarràs,250117,1705
1917,2019,Alcoletge,250122,1143
1918,2019,Alcover,430056,1526
1919,2019,"Aldea, l'",439044,2200
1920,2019,Aldover,430069,281
1921,2019,"Aleixar, l'",430075,274
1922,2019,Alella,080039,1025
1923,2019,Alfara de Carles,430081,576
1924,2019,Alfarràs,250138,1682
1925,2019,Alfés,250143,1635
1926,2019,Alforja,430094,527
1927,2019,Algerri,250156,927
1928,2019,Alguaire,250169,1498
1929,2019,Alins,250175,25
1930,2019,Alió,430108,91
1931,2019,Almacelles,250194,1670
1932,2019,Almatret,250208,414
1933,2019,Almenar,250215,2336
1934,2019,Almoster,430115,530
1935,2019,Alòs de Balaguer,250220,0
1936,2019,Alp,170062,1884
1937,2019,Alpens,080044,406
1938,2019,Alpicat,250236,1157
1939,2019,Alt Àneu,250241,133
1940,2019,Altafulla,430120,1386
1941,2019,Amer,170078,730
1942,2019,"Ametlla de Mar, l'",430136,2691
1943,2019,"Ametlla del Vallès, l'",080057,2016
1944,2019,"Ampolla, l'",439060,1875
1945,2019,Amposta,430141,2385
1946,2019,Anglès,170084,1126
1947,2019,Anglesola,250273,828
1948,2019,Arbeca,250292,999
1949,2019,"Arboç, l'",430167,1664
1950,2019,Arbolí,430154,2394
1951,2019,Arbúcies,170097,1117
1952,2019,Arenys de Mar,080060,1208
1953,2019,Arenys de Munt,080076,855
1954,2019,Argelaguer,170101,252
1955,2019,Argençola,080082,0
1956,2019,"Argentera, l'",430173,2040
1957,2019,Argentona,080095,688
1958,2019,"Armentera, l'",170118,373
1959,2019,Arnes,430189,714
1960,2019,Arres,250313,0
1961,2019,Arsèguel,250328,202
1962,2019,Artés,080109,1086
1963,2019,Artesa de Lleida,250334,1876
1964,2019,Artesa de Segre,250349,3875
1965,2019,Ascó,430192,1748
1966,2019,Aspa,250365,67
1967,2019,"Avellanes i Santa Linya, les",250371,2076
1968,2019,Avià,080116,439
1969,2019,Avinyó,080121,682
1970,2019,Avinyonet de Puigventós,170123,1024
1971,2019,Avinyonet del Penedès,080137,536
1972,2019,Badalona,080155,1192
1973,2019,Badia del Vallès,089045,432
1974,2019,Bagà,080168,962
1975,2019,Baix Pallars,250390,134
1976,2019,Balaguer,250404,1853
1977,2019,Balenyà,080174,1570
1978,2019,Balsareny,080180,674
1979,2019,Banyeres del Penedès,430206,494
1980,2019,Banyoles,170157,1814
1981,2019,Barbens,250411,695
1982,2019,Barberà de la Conca,430213,349
1983,2019,Barberà del Vallès,082520,2273
1984,2019,Barcelona,080193,1490
1985,2019,"Baronia de Rialb, la",250426,101
1986,2019,Bàscara,170160,2043
1987,2019,Bassella,250447,1085
1988,2019,Batea,430228,941
1989,2019,Bausen,250450,2379
1990,2019,Begues,080207,1065
1991,2019,Begur,170139,1697
1992,2019,Belianes,250463,1305
1993,2019,Bell-lloc d'Urgell,250485,839
1994,2019,Bellaguarda,251706,293
1995,2019,Bellcaire d'Empordà,170182,3000
1996,2019,Bellcaire d'Urgell,250479,1447
1997,2019,Bellmunt d'Urgell,250498,0
1998,2019,Bellmunt del Priorat,430234,286
1999,2019,Bellprat,080214,4938
2000,2019,Bellpuig,250501,1999
2001,2019,Bellvei,430249,2233
2002,2019,Bellver de Cerdanya,250518,1539
2003,2019,Bellvís,250523,2243
2004,2019,Benavent de Segrià,250539,871
2005,2019,Benifallet,430252,518
2006,2019,Benissanet,430265,314
2007,2019,Berga,080229,2058
2008,2019,Besalú,170195,2328
2009,2019,Bescanó,170209,1292
2010,2019,Beuda,170216,0
2011,2019,Bigues i Riells,080235,382
2012,2019,Biosca,250557,125
2013,2019,"Bisbal d'Empordà, la",170221,2406
2014,2019,"Bisbal de Falset, la",430271,236
2015,2019,"Bisbal del Penedès, la",430287,435
2016,2019,Biure,172348,1629
2017,2019,Blancafort,430290,221
2018,2019,Blanes,170237,1862
2019,2019,Boadella i les Escaules,170293,488
2020,2019,Bolvir,170242,271
2021,2019,Bonastre,430304,198
2022,2019,"Bòrdes, Es",250576,371
2023,2019,Bordils,170255,514
2024,2019,"Borges Blanques, les",250582,1337
2025,2019,"Borges del Camp, les",430311,755
2026,2019,Borrassà,170268,735
2027,2019,Borredà,080240,791
2028,2019,Bossòst,250595,3633
2029,2019,Bot,430326,375
2030,2019,Botarell,430332,435
2031,2019,Bovera,250560,275
2032,2019,Bràfim,430347,146
2033,2019,Breda,170274,1408
2034,2019,"Bruc, el",080253,1091
2035,2019,"Brull, el",080266,1536
2036,2019,Brunyola,170280,1566
2037,2019,Cabacés,430350,440
2038,2019,Cabanabona,250609,53
2039,2019,Cabanelles,170314,627
2040,2019,Cabanes,170307,8017
2041,2019,"Cabanyes, les",080272,1301
2042,2019,Cabó,250616,0
2043,2019,Cabra del Camp,430363,190
2044,2019,Cabrera d'Anoia,080288,1185
2045,2019,Cabrera de Mar,080291,7330
2046,2019,Cabrils,080305,498
2047,2019,Cadaqués,170329,1470
2048,2019,Calaf,080312,1236
2049,2019,Calafell,430379,1210
2050,2019,Calders,080348,889
2051,2019,Caldes d'Estrac,080327,334
2052,2019,Caldes de Malavella,170335,472
2053,2019,Caldes de Montbui,080333,1444
2054,2019,Calella,080351,1663
2055,2019,Calldetenes,080370,677
2056,2019,Callús,080386,570
2057,2019,Calonge,080364,1754
2058,2019,Calonge de Segarra,170340,53
2059,2019,Camarasa,250621,1169
2060,2019,Camarles,439039,1357
2061,2019,Cambrils,430385,1326
2062,2019,Camós,170353,144
2063,2019,Campdevànol,170366,2363
2064,2019,Campelles,170372,1216
2065,2019,Campins,080399,202
2066,2019,Campllong,170388,2492
2067,2019,Camprodon,170391,1819
2068,2019,Canejan,250637,0
2069,2019,Canet d'Adri,170405,290
2070,2019,Canet de Mar,080403,928
2071,2019,"Canonja, la",439076,933
2072,2019,Canovelles,080410,1041
2073,2019,Cànoves i Samalús,080425,221
2074,2019,Cantallops,170412,134
2075,2019,Canyelles,080431,1018
2076,2019,Capafonts,430398,0
2077,2019,Capçanes,430402,163
2078,2019,Capellades,080446,896
2079,2019,Capmany,170427,1196
2080,2019,Capolat,080459,649
2081,2019,Cardedeu,080462,1441
2082,2019,Cardona,080478,1684
2083,2019,Carme,080484,254
2084,2019,Caseres,430419,193
2085,2019,Cassà de la Selva,170448,1112
2086,2019,Casserres,080497,710
2087,2019,Castell de l'Areny,080575,191
2088,2019,Castell de Mur,259046,0
2089,2019,Castell-Platja d'Aro,170486,4894
2090,2019,Castellar de la Ribera,250642,0
2091,2019,Castellar de n'Hug,080522,1302
2092,2019,Castellar del Riu,080500,0
2093,2019,Castellar del Vallès,080517,1261
2094,2019,Castellbell i el Vilar,080538,854
2095,2019,Castellbisbal,080543,1423
2096,2019,Castellcir,080556,330
2097,2019,Castelldans,250674,724
2098,2019,Castelldefels,080569,1078
2099,2019,Castellet i la Gornal,080581,1017
2100,2019,Castellfollit de la Roca,170464,784
2101,2019,Castellfollit de Riubregós,080608,834
2102,2019,Castellfollit del Boix,080594,220
2103,2019,Castellgalí,080615,197
2104,2019,Castellnou de Bages,080620,59
2105,2019,Castellnou de Seana,250680,158
2106,2019,Castelló d'Empúries,170470,3920
2107,2019,Castelló de Farfanya,250693,192
2108,2019,Castellolí,080636,1021
2109,2019,Castellserà,250707,572
2110,2019,Castellterçol,080641,1111
2111,2019,Castellvell del Camp,430424,116
2112,2019,Castellví de la Marca,080654,547
2113,2019,Castellví de Rosanes,080667,439
2114,2019,"Catllar, el",430430,933
2115,2019,Cava,250714,0
2116,2019,"Cellera de Ter, la",171899,2118
2117,2019,Celrà,170499,1534
2118,2019,Centelles,080673,1205
2119,2019,Cercs,082687,208
2120,2019,Cerdanyola del Vallès,082665,953
2121,2019,Cervelló,080689,641
2122,2019,Cervera,250729,1797
2123,2019,Cervià de les Garrigues,250735,238
2124,2019,Cervià de Ter,170502,283
2125,2019,Cistella,170519,475
2126,2019,Ciutadilla,250740,1010
2127,2019,Clariana de Cardener,250753,0
2128,2019,"Cogul, el",250766,981
2129,2019,Colera,170545,616
2130,2019,Coll de Nargó,250772,2264
2131,2019,Collbató,080692,534
2132,2019,Colldejou,430458,0
2133,2019,Collsuspina,080706,345
2134,2019,Colomers,170558,335
2135,2019,"Coma i la Pedra, la",251636,298
2136,2019,Conca de Dalt,251615,208
2137,2019,Conesa,430461,0
2138,2019,Constantí,430477,1418
2139,2019,Copons,080713,400
2140,2019,Corbera d'Ebre,430483,850
2141,2019,Corbera de Llobregat,080728,641
2142,2019,Corbins,250788,651
2143,2019,Corçà,170577,1833
2144,2019,Cornellà de Llobregat,080734,1357
2145,2019,Cornellà del Terri,170561,1353
2146,2019,Cornudella de Montsant,430496,1274
2147,2019,Creixell,430509,970
2148,2019,Crespià,170583,333
2149,2019,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,190
2150,2019,Cubelles,080749,1304
2151,2019,Cubells,250791,222
2152,2019,Cunit,430516,783
2153,2019,Darnius,170600,306
2154,2019,Das,170617,186
2155,2019,Deltebre,439018,1796
2156,2019,Dosrius,080752,571
2157,2019,Duesaigües,430537,412
2158,2019,"Escala, l'",170622,2420
2159,2019,Esparreguera,080765,1058
2160,2019,Espinelves,170638,507
2161,2019,"Espluga Calba, l'",250812,396
2162,2019,"Espluga de Francolí, l'",430542,1267
2163,2019,Esplugues de Llobregat,080771,1186
2164,2019,Espolla,170643,382
2165,2019,Esponellà,170656,126
2166,2019,Espot,250827,484
2167,2019,"Espunyola, l'",080787,0
2168,2019,"Esquirol, l'",082541,419
2169,2019,Estamariu,250886,0
2170,2019,"Estany, l'",080790,665
2171,2019,Estaràs,250851,0
2172,2019,Esterri d'Àneu,250864,1750
2173,2019,Esterri de Cardós,250870,0
2174,2019,Falset,430555,1588
2175,2019,"Far d'Empordà, el",170059,33
2176,2019,Farrera,250899,0
2177,2019,"Fatarella, la",430568,587
2178,2019,"Febró, la",430574,1150
2179,2019,Figaró-Montmany,081347,376
2180,2019,Fígols,080804,0
2181,2019,Fígols i Alinyà,259084,0
2182,2019,"Figuera, la",430580,0
2183,2019,Figueres,170669,2770
2184,2019,Figuerola del Camp,430593,1131
2185,2019,Flaçà,170675,517
2186,2019,Flix,430607,1804
2187,2019,"Floresta, la",250925,388
2188,2019,Fogars de la Selva,080826,1133
