,Codi,Literal,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions
4664,082975,Veciana,2004,169,89,80,25,96,48,,,-1,5,6
4665,431634,"Vendrell, el",2004,28147,14141,14006,4642,19822,3683,,,1848,3488,1640
4666,172109,Ventalló,2004,669,344,325,65,447,157,,,33,78,45
4667,252424,Verdú,2004,1074,504,570,111,634,329,,,-11,72,83
4668,172116,Verges,2004,1155,568,587,136,735,284,,,9,47,38
4669,431649,Vespella de Gaià,2004,241,140,101,22,176,43,,,52,61,9
4670,082981,Vic,2004,36571,18443,18128,5483,24921,6167,,,1137,2773,1636
4671,172121,Vidrà,2004,162,81,81,23,108,31,,,15,16,1
4672,172137,Vidreres,2004,5762,3017,2745,878,4001,883,,,408,711,303
4673,252430,Vielha e Mijaran,2004,4838,2525,2313,755,3605,478,,,135,496,361
4674,431652,Vilabella,2004,782,395,387,88,509,185,,,3,33,30
4675,172142,Vilabertran,2004,822,420,402,112,521,189,,,14,61,47
4676,172155,Vilablareix,2004,2146,1080,1066,363,1587,196,,,36,107,71
4677,082994,Vilada,2004,514,258,256,40,323,151,,,-2,15,17
4678,172174,Viladamat,2004,404,207,197,42,261,101,,,16,34,18
4679,172168,Viladasens,2004,172,89,83,23,99,50,,,10,14,4
4680,083015,Viladecans,2004,60033,30282,29751,9495,43977,6561,69.0,8.0,411,3452,3041
4681,083008,Viladecavalls,2004,6838,3440,3398,1363,4843,632,,,2,437,435
4682,172180,Vilademuls,2004,769,398,371,88,494,187,,,16,48,32
4683,172207,Viladrau,2004,959,499,460,129,650,180,,,29,65,36
4684,172214,Vilafant,2004,4657,2324,2333,796,3336,525,,,160,333,173
4685,083054,Vilafranca del Penedès,2004,34409,17094,17315,5110,24055,5244,,,1062,2725,1663
4686,252445,Vilagrassa,2004,449,231,218,51,282,116,,,8,27,19
4687,172235,Vilajuïga,2004,1035,512,523,162,702,171,,,19,64,45
4688,431750,Vilalba dels Arcs,2004,733,381,352,65,433,235,,,8,18,10
4689,083067,Vilalba Sasserra,2004,544,285,259,78,402,64,,,3,70,67
4690,252458,Vilaller,2004,577,306,271,57,394,126,,,61,112,51
4691,172240,Vilallonga de Ter,2004,425,229,196,29,275,121,,,18,40,22
4692,431665,Vilallonga del Camp,2004,1359,675,684,184,933,242,,,60,121,61
4693,172253,Vilamacolum,2004,294,152,142,40,192,62,,,-7,16,23
4694,172266,Vilamalla,2004,878,463,415,135,641,102,,,2,52,50
4695,172272,Vilamaniscle,2004,160,89,71,32,91,37,,,8,11,3
4696,252477,Vilamòs,2004,166,91,75,31,112,23,,,17,26,9
4697,172288,Vilanant,2004,327,164,163,30,227,70,,,3,24,21
4698,431671,Vilanova d'Escornalbou,2004,469,240,229,54,337,78,,,7,30,23
4699,252483,Vilanova de Bellpuig,2004,1116,549,567,103,678,335,,,10,37,27
4700,252496,Vilanova de l'Aguda,2004,248,124,124,28,132,88,,,-3,0,3
4701,252542,Vilanova de la Barca,2004,939,472,467,110,592,237,,,45,109,64
4702,252509,Vilanova de Meià,2004,433,226,207,31,277,125,,,3,26,23
4703,431687,Vilanova de Prades,2004,157,83,74,13,96,48,,,-3,12,15
4704,083036,Vilanova de Sau,2004,339,157,182,42,232,65,,,-5,7,12
4705,252516,Vilanova de Segrià,2004,765,388,377,78,541,146,,,35,70,35
4706,083020,Vilanova del Camí,2004,11121,5634,5487,1864,7998,1259,,,306,755,449
4707,089024,Vilanova del Vallès,2004,2932,1496,1436,524,2037,371,,,319,471,152
4708,083073,Vilanova i la Geltrú,2004,59409,29328,30081,8688,41197,9524,109.0,9.0,1543,4177,2634
4709,431690,Vilaplana,2004,550,281,269,62,337,151,,,11,32,21
4710,431704,Vila-rodona,2004,1070,585,485,100,716,254,,,57,107,50
4711,172305,Vila-sacra,2004,483,244,239,50,356,77,,,14,49,35
4712,252521,Vila-sana,2004,547,267,280,67,331,149,,,15,41,26
4713,431711,Vila-seca,2004,14998,7551,7447,2299,10946,1753,,,754,1528,774
4714,082140,Vilassar de Dalt,2004,7902,3949,3953,996,5637,1269,,,43,386,343
4715,082191,Vilassar de Mar,2004,18558,9069,9489,3055,13001,2502,,,76,1284,1208
4716,172229,Vilaür,2004,136,67,69,19,95,22,,,6,10,4
4717,431726,Vilaverd,2004,416,211,205,46,252,118,,,16,41,25
4718,431732,"Vilella Alta, la",2004,137,72,65,16,82,39,,,-7,1,8
4719,431747,"Vilella Baixa, la",2004,191,103,88,18,118,55,,,2,8,6
4720,172333,Vilobí d'Onyar,2004,2504,1359,1145,355,1742,407,,,150,259,109
4721,083041,Vilobí del Penedès,2004,970,500,470,130,655,185,,,37,88,51
4722,172327,Vilopriu,2004,175,87,88,21,104,50,,,-7,6,13
4723,252537,"Vilosell, el",2004,242,120,122,16,157,69,,,-21,7,28
4724,431763,Vimbodí i Poblet,2004,1039,568,471,97,633,309,,,22,62,40
4725,252555,Vinaixa,2004,586,292,294,50,378,158,,,-12,25,37
4726,431779,Vinebre,2004,459,235,224,29,312,118,,,5,27,22
4727,431785,Vinyols i els Arcs,2004,1418,753,665,192,986,240,,,49,162,113
4728,083089,Viver i Serrateix,2004,195,101,94,20,131,44,,,2,10,8
4729,430521,Xerta,2004,1244,632,612,146,762,336,,,27,60,33
4730,250019,Abella de la Conca,2005,183,99,84,27,115,41,,,0,9,9
4731,080018,Abrera,2005,9839,5088,4751,1588,7344,907,,,367,943,576
4732,250024,Àger,2005,485,268,217,30,284,171,,,-4,18,22
4733,250030,Agramunt,2005,5355,2833,2522,741,3598,1016,,,60,363,303
4734,080023,Aguilar de Segarra,2005,235,123,112,28,146,61,,,14,14,0
4735,170010,Agullana,2005,759,393,366,92,484,183,,,-10,47,57
4736,080142,Aiguafreda,2005,2308,1122,1186,314,1549,445,,,74,200,126
4737,430017,Aiguamúrcia,2005,719,392,327,71,507,141,,,44,78,34
4738,170025,Aiguaviva,2005,601,304,297,105,415,81,,,-2,25,27
4739,250387,Aitona,2005,2322,1211,1111,253,1514,555,,,28,170,142
4740,250045,"Alamús, els",2005,734,384,350,77,494,163,,,-14,31,45
4741,250058,Alàs i Cerc,2005,406,225,181,43,261,102,,,5,23,18
4742,250061,"Albagés, l'",2005,491,263,228,63,295,133,,,1,15,14
4743,170031,Albanyà,2005,131,72,59,23,87,21,,,7,15,8
4744,250077,Albatàrrec,2005,1444,776,668,228,976,240,,,49,129,80
4745,250083,Albesa,2005,1561,785,776,199,1011,351,,,17,70,53
4746,250096,"Albi, l'",2005,837,433,404,93,548,196,,,-25,21,46
4747,430022,Albinyana,2005,2036,1041,995,307,1395,334,,,88,224,136
4748,430038,"Albiol, l'",2005,333,173,160,73,223,37,,,10,39,29
4749,170046,Albons,2005,589,308,281,78,399,112,,,17,47,30
4750,430043,Alcanar,2005,9311,4793,4518,1194,6397,1720,,,385,764,379
4751,250100,Alcanó,2005,251,127,124,24,148,79,,,7,10,3
4752,250117,Alcarràs,2005,5241,2641,2600,735,3504,1002,,,545,782,237
4753,250122,Alcoletge,2005,2093,1112,981,291,1488,314,,,143,223,80
4754,430056,Alcover,2005,4405,2273,2132,707,2979,719,,,119,275,156
4755,439044,"Aldea, l'",2005,3693,1916,1777,435,2460,798,,,188,293,105
4756,430069,Aldover,2005,833,405,428,63,542,228,,,42,68,26
4757,430075,"Aleixar, l'",2005,767,390,377,119,477,171,,,22,63,41
4758,080039,Alella,2005,8940,4427,4513,1330,6551,1059,,,67,523,456
4759,430081,Alfara de Carles,2005,360,189,171,27,227,106,,,-7,0,7
4760,250138,Alfarràs,2005,3260,1705,1555,448,2137,675,,,36,202,166
4761,250143,Alfés,2005,318,171,147,31,200,87,,,2,17,15
4762,430094,Alforja,2005,1488,770,718,182,978,328,,,81,153,72
4763,250156,Algerri,2005,482,241,241,35,293,154,,,-15,9,24
4764,250169,Alguaire,2005,3023,1580,1443,387,2030,606,,,72,191,119
4765,250175,Alins,2005,248,126,122,17,146,85,,,-2,4,6
4766,430108,Alió,2005,384,194,190,36,258,90,,,-1,23,24
4767,250194,Almacelles,2005,6056,3173,2883,799,4085,1172,,,89,339,250
4768,250208,Almatret,2005,450,239,211,34,244,172,,,-5,13,18
4769,250215,Almenar,2005,3599,1890,1709,438,2371,790,,,6,142,136
4770,430115,Almoster,2005,1140,586,554,241,771,128,,,106,145,39
4771,250220,Alòs de Balaguer,2005,179,103,76,13,111,55,,,-4,9,13
4772,170062,Alp,2005,1389,726,663,177,1054,158,,,63,172,109
4773,080044,Alpens,2005,288,153,135,47,182,59,,,16,26,10
4774,250236,Alpicat,2005,4984,2486,2498,799,3533,652,,,164,387,223
4775,250241,Alt Àneu,2005,454,258,196,53,306,95,,,5,24,19
4776,430120,Altafulla,2005,3993,2011,1982,689,2844,460,,,224,442,218
4777,170078,Amer,2005,2237,1111,1126,253,1462,522,,,29,118,89
4778,430136,"Ametlla de Mar, l'",2005,6438,3318,3120,847,4393,1198,,,361,582,221
4779,080057,"Ametlla del Vallès, l'",2005,7319,3652,3667,1442,5103,774,,,146,614,468
4780,439060,"Ampolla, l'",2005,2518,1278,1240,291,1701,526,,,167,298,131
4781,430141,Amposta,2005,18719,9463,9256,2646,12947,3126,,,398,1133,735
4782,170084,Anglès,2005,5191,2687,2504,707,3464,1020,,,23,257,234
4783,250273,Anglesola,2005,1290,656,634,137,841,312,,,10,59,49
4784,250292,Arbeca,2005,2484,1265,1219,312,1554,618,,,9,95,86
4785,430167,"Arboç, l'",2005,4562,2464,2098,734,3132,696,,,248,470,222
4786,430154,Arbolí,2005,112,61,51,1,83,28,,,-4,6,10
4787,170097,Arbúcies,2005,6002,3208,2794,907,4106,989,,,208,479,271
4788,080060,Arenys de Mar,2005,13860,6760,7100,1983,9453,2424,,,154,971,817
4789,080076,Arenys de Munt,2005,7369,3682,3687,1230,5094,1045,,,293,698,405
4790,170101,Argelaguer,2005,408,218,190,68,246,94,,,7,17,10
4791,080082,Argençola,2005,210,117,93,24,142,44,,,1,9,8
4792,430173,"Argentera, l'",2005,161,94,67,13,117,31,,,-8,7,15
4793,080095,Argentona,2005,10868,5374,5494,1859,7524,1485,,,242,772,530
4794,170118,"Armentera, l'",2005,765,379,386,75,497,193,,,-5,26,31
4795,430189,Arnes,2005,514,268,246,45,280,189,,,1,19,18
4796,250313,Arres,2005,67,39,28,7,48,12,,,-6,0,6
4797,250328,Arsèguel,2005,92,46,46,8,64,20,,,0,7,7
4798,080109,Artés,2005,4949,2499,2450,718,3341,890,,,92,258,166
4799,250334,Artesa de Lleida,2005,1414,744,670,191,900,323,,,13,77,64
4800,250349,Artesa de Segre,2005,3696,1940,1756,477,2433,786,,,-10,195,205
4801,430192,Ascó,2005,1601,806,795,172,1052,377,,,14,56,42
4802,250365,Aspa,2005,263,130,133,23,151,89,,,6,14,8
4803,250371,"Avellanes i Santa Linya, les",2005,467,260,207,30,295,142,,,4,20,16
4804,080116,Avià,2005,2015,1016,999,269,1325,421,,,53,134,81
4805,080121,Avinyó,2005,2067,1038,1029,315,1315,437,,,47,116,69
4806,170123,Avinyonet de Puigventós,2005,1101,557,544,193,793,115,,,133,184,51
4807,080137,Avinyonet del Penedès,2005,1529,822,707,208,1045,276,,,43,131,88
4808,080155,Badalona,2005,218553,109979,108574,30487,156897,31169,104.0,9.0,212,15256,15044
4809,089045,Badia del Vallès,2005,14230,7091,7139,2142,10159,1929,,,-236,759,995
4810,080168,Bagà,2005,2160,1056,1104,238,1396,526,,,27,102,75
4811,250390,Baix Pallars,2005,380,213,167,32,240,108,,,-8,12,20
4812,250404,Balaguer,2005,15281,7686,7595,2335,10266,2680,,,445,1164,719
4813,080174,Balenyà,2005,3421,1699,1722,532,2401,488,,,35,182,147
4814,080180,Balsareny,2005,3277,1620,1657,401,2179,697,,,44,148,104
4815,430206,Banyeres del Penedès,2005,2303,1211,1092,352,1660,291,,,216,334,118
4816,170157,Banyoles,2005,16938,8499,8439,2868,11228,2842,,,342,1026,684
4817,250411,Barbens,2005,832,458,374,77,530,225,,,6,39,33
4818,430213,Barberà de la Conca,2005,488,252,236,64,314,110,,,17,38,21
4819,082520,Barberà del Vallès,2005,27827,13916,13911,4369,20428,3030,,,617,2107,1490
4820,080193,Barcelona,2005,1593075,754463,838612,186473,1077380,329222,177.0,12.0,12047,97133,85086
4821,250426,"Baronia de Rialb, la",2005,277,150,127,40,163,74,,,4,21,17
4822,170160,Bàscara,2005,877,464,413,96,583,198,,,25,66,41
4823,250447,Bassella,2005,261,134,127,37,150,74,,,0,12,12
4824,430228,Batea,2005,2094,1068,1026,231,1329,534,,,18,58,40
4825,250450,Bausen,2005,52,33,19,0,24,28,,,0,1,1
4826,080207,Begues,2005,5470,2741,2729,1186,3783,501,,,176,444,268
4827,170139,Begur,2005,3986,2051,1935,607,2768,611,,,30,259,229
4828,250463,Belianes,2005,615,319,296,85,350,180,,,-26,17,43
4829,251706,Bellaguarda,2005,360,189,171,32,195,133,,,3,11,8
4830,170182,Bellcaire d'Empordà,2005,668,346,322,95,437,136,,,5,55,50
4831,250479,Bellcaire d'Urgell,2005,1274,611,663,125,770,379,,,20,74,54
4832,250485,Bell-lloc d'Urgell,2005,2255,1120,1135,310,1449,496,,,48,125,77
4833,250498,Bellmunt d'Urgell,2005,228,108,120,30,138,60,,,-3,0,3
4834,430234,Bellmunt del Priorat,2005,320,162,158,22,188,110,,,13,25,12
4835,080214,Bellprat,2005,89,50,39,7,60,22,,,10,13,3
4836,250501,Bellpuig,2005,4376,2259,2117,578,2947,851,,,99,291,192
4837,430249,Bellvei,2005,1643,883,760,237,1150,256,,,59,195,136
4838,250518,Bellver de Cerdanya,2005,1809,953,856,201,1260,348,,,101,201,100
4839,250523,Bellvís,2005,2294,1184,1110,247,1437,610,,,39,157,118
4840,250539,Benavent de Segrià,2005,1217,629,588,205,854,158,,,39,101,62
4841,430252,Benifallet,2005,810,401,409,76,461,273,,,-15,0,15
4842,430265,Benissanet,2005,1169,617,552,116,777,276,,,67,112,45
4843,080229,Berga,2005,16175,7977,8198,2042,10637,3496,,,339,941,602
4844,170195,Besalú,2005,2211,1088,1123,262,1437,512,,,49,146,97
4845,170209,Bescanó,2005,3762,1893,1869,645,2512,605,,,85,179,94
4846,170216,Beuda,2005,147,75,72,21,107,19,,,16,25,9
4847,080235,Bigues i Riells del Fai,2005,7155,3708,3447,1245,5162,748,,,267,741,474
4848,250557,Biosca,2005,235,120,115,27,136,72,,,-11,8,19
4849,170221,"Bisbal d'Empordà, la",2005,9196,4594,4602,1379,6234,1583,,,181,642,461
4850,430271,"Bisbal de Falset, la",2005,254,136,118,25,157,72,,,12,13,1
4851,430287,"Bisbal del Penedès, la",2005,2680,1427,1253,382,1858,440,,,173,386,213
4852,172348,Biure,2005,237,120,117,30,160,47,,,-6,6,12
4853,430290,Blancafort,2005,421,222,199,51,258,112,,,9,13,4
4854,170237,Blanes,2005,36711,18503,18208,5621,25939,5151,,,870,2861,1991
4855,170293,Boadella i les Escaules,2005,240,116,124,29,163,48,,,-9,1,10
4856,170242,Bolvir,2005,287,148,139,23,211,53,,,3,35,32
4857,430304,Bonastre,2005,494,265,229,65,345,84,,,39,83,44
4858,250576,"Bòrdes, Es",2005,235,117,118,22,176,37,,,4,14,10
4859,170255,Bordils,2005,1501,776,725,228,1016,257,,,43,134,91
4860,250582,"Borges Blanques, les",2005,5519,2799,2720,706,3622,1191,,,111,265,154
4861,430311,"Borges del Camp, les",2005,1855,932,923,258,1256,341,,,53,146,93
4862,170268,Borrassà,2005,586,308,278,58,392,136,,,31,56,25
4863,080240,Borredà,2005,518,266,252,69,338,111,,,16,51,35
4864,250595,Bossòst,2005,1021,533,488,136,718,167,,,54,104,50
4865,430326,Bot,2005,783,396,387,64,453,266,,,-15,16,31
4866,430332,Botarell,2005,933,497,436,156,672,105,,,31,107,76
4867,250560,Bovera,2005,377,191,186,19,214,144,,,-2,3,5
4868,430347,Bràfim,2005,636,331,305,63,438,135,,,13,40,27
4869,170274,Breda,2005,3625,1853,1772,532,2402,691,,,41,178,137
4870,080253,"Bruc, el",2005,1543,830,713,240,1091,212,,,102,195,93
4871,080266,"Brull, el",2005,202,108,94,23,138,41,,,9,24,15
4872,170280,Brunyola i Sant Martí Sapresa,2005,353,178,175,31,216,106,,,11,23,12
4873,430350,Cabacés,2005,340,180,160,32,212,96,,,2,7,5
4874,250609,Cabanabona,2005,122,57,65,10,60,52,,,-5,6,11
4875,170314,Cabanelles,2005,249,141,108,23,168,58,,,6,20,14
4876,170307,Cabanes,2005,911,475,436,145,593,173,,,19,62,43
4877,080272,"Cabanyes, les",2005,682,350,332,126,467,89,,,96,121,25
4878,250616,Cabó,2005,108,61,47,7,64,37,,,-1,0,1
4879,430363,Cabra del Camp,2005,859,461,398,122,595,142,,,78,143,65
4880,080288,Cabrera d'Anoia,2005,944,509,435,136,690,118,,,109,185,76
4881,080291,Cabrera de Mar,2005,4119,2102,2017,697,2924,498,,,-11,236,247
4882,080305,Cabrils,2005,6238,3067,3171,1316,4344,578,,,234,644,410
4883,170329,Cadaqués,2005,2623,1266,1357,375,1854,394,,,94,206,112
4884,080312,Calaf,2005,3271,1711,1560,399,2257,615,,,67,224,157
4885,430379,Calafell,2005,18905,9628,9277,2578,13717,2610,,,1577,3185,1608
4886,080348,Calders,2005,810,411,399,128,523,159,,,25,64,39
4887,080327,Caldes d'Estrac,2005,2508,1219,1289,347,1715,446,,,103,312,209
4888,170335,Caldes de Malavella,2005,5280,2664,2616,840,3596,844,,,258,543,285
4889,080333,Caldes de Montbui,2005,15536,7771,7765,2387,10827,2322,,,335,1007,672
4890,080351,Calella,2005,16927,8413,8514,2358,11787,2782,,,756,1849,1093
4891,080370,Calldetenes,2005,2183,1140,1043,342,1545,296,,,33,153,120
4892,080386,Callús,2005,1477,722,755,193,982,302,,,92,144,52
4893,080364,Calonge de Segarra,2005,206,107,99,30,114,62,,,0,1,1
4894,170340,Calonge i Sant Antoni,2005,9162,4671,4491,1387,6386,1389,,,372,981,609
4895,250621,Camarasa,2005,926,474,452,70,569,287,,,13,44,31
4896,439039,Camarles,2005,3279,1685,1594,443,2176,660,,,111,211,100
4897,430385,Cambrils,2005,26209,13123,13086,4294,18833,3082,,,1407,2874,1467
4898,170353,Camós,2005,673,350,323,79,448,146,,,4,32,28
4899,170366,Campdevànol,2005,3432,1711,1721,383,2211,838,,,76,158,82
4900,170372,Campelles,2005,114,60,54,4,82,28,,,-3,5,8
4901,080399,Campins,2005,354,180,174,64,249,41,,,1,25,24
4902,170388,Campllong,2005,368,188,180,72,224,72,,,9,14,5
4903,170391,Camprodon,2005,2446,1208,1238,262,1623,561,,,18,153,135
4904,250637,Canejan,2005,107,56,51,12,63,32,,,-3,1,4
4905,170405,Canet d'Adri,2005,564,292,272,69,395,100,,,13,30,17
4906,080403,Canet de Mar,2005,12429,6149,6280,1784,8517,2128,,,239,773,534
4907,080410,Canovelles,2005,14668,7675,6993,2209,10681,1778,,,298,1362,1064
4908,080425,Cànoves i Samalús,2005,2375,1236,1139,400,1658,317,,,114,232,118
4909,170412,Cantallops,2005,271,137,134,29,163,79,,,14,28,14
4910,080431,Canyelles,2005,3127,1650,1477,536,2283,308,,,260,471,211
4911,430398,Capafonts,2005,110,60,50,1,72,37,,,6,9,3
4912,430402,Capçanes,2005,400,195,205,35,266,99,,,14,21,7
4913,080446,Capellades,2005,5302,2592,2710,785,3591,926,,,101,331,230
4914,170427,Capmany,2005,500,264,236,55,321,124,,,14,37,23
4915,080459,Capolat,2005,79,41,38,6,54,19,,,-7,4,11
4916,080462,Cardedeu,2005,15018,7456,7562,2629,10548,1841,,,404,1089,685
4917,080478,Cardona,2005,5232,2538,2694,574,3378,1280,,,24,171,147
4918,080484,Carme,2005,726,372,354,81,473,172,,,44,81,37
4919,430419,Caseres,2005,318,154,164,34,182,102,,,0,3,3
4920,170448,Cassà de la Selva,2005,8612,4422,4190,1315,5726,1571,,,231,529,298
4921,080497,Casserres,2005,1548,751,797,147,980,421,,,55,115,60
4922,080575,Castell de l'Areny,2005,60,35,25,8,40,12,,,7,9,2
4923,259046,Castell de Mur,2005,173,91,82,21,98,54,,,-9,0,9
4924,250642,Castellar de la Ribera,2005,158,76,82,23,94,41,,,1,2,1
4925,080522,Castellar de n'Hug,2005,184,94,90,12,128,44,,,19,28,9
4926,080500,Castellar del Riu,2005,152,84,68,23,103,26,,,-3,6,9
4927,080517,Castellar del Vallès,2005,20437,10196,10241,3611,14329,2497,,,493,1328,835
4928,080538,Castellbell i el Vilar,2005,3307,1688,1619,438,2265,604,,,72,250,178
4929,080543,Castellbisbal,2005,10842,5591,5251,2070,7724,1048,,,299,817,518
4930,080556,Castellcir,2005,528,281,247,93,346,89,,,43,74,31
4931,250674,Castelldans,2005,991,533,458,90,632,269,,,24,67,43
4932,080569,Castelldefels,2005,56718,28317,28401,9354,41787,5577,61.0,10.0,1447,5537,4090
4933,080581,Castellet i la Gornal,2005,1798,922,876,285,1187,326,,,120,232,112
4934,170464,Castellfollit de la Roca,2005,964,490,474,102,618,244,,,12,76,64
4935,080608,Castellfollit de Riubregós,2005,202,102,100,19,131,52,,,-1,11,12
4936,080594,Castellfollit del Boix,2005,403,201,202,65,250,88,,,5,20,15
4937,080615,Castellgalí,2005,1282,681,601,200,880,202,,,143,218,75
4938,080620,Castellnou de Bages,2005,791,423,368,138,580,73,,,46,93,47
4939,250680,Castellnou de Seana,2005,737,385,352,83,458,196,,,14,33,19
4940,170470,Castelló d'Empúries,2005,9167,4743,4424,1458,6361,1348,,,707,1280,573
4941,250693,Castelló de Farfanya,2005,583,300,283,50,363,170,,,-14,24,38
4942,080636,Castellolí,2005,459,223,236,68,310,81,,,3,21,18
4943,170486,Castell-Platja d'Aro,2005,9239,4781,4458,1207,6868,1164,,,376,1092,716
4944,250707,Castellserà,2005,1128,577,551,114,699,315,,,-5,62,67
4945,080641,Castellterçol,2005,2195,1077,1118,299,1424,472,,,19,139,120
4946,430424,Castellvell del Camp,2005,2340,1166,1174,459,1673,208,,,16,123,107
4947,080654,Castellví de la Marca,2005,1563,792,771,225,1019,319,,,35,116,81
4948,080667,Castellví de Rosanes,2005,1370,701,669,242,964,164,,,123,202,79
4949,430430,"Catllar, el",2005,3221,1664,1557,516,2356,349,,,300,442,142
4950,250714,Cava,2005,60,36,24,3,39,18,,,-2,2,4
4951,171899,"Cellera de Ter, la",2005,2064,1054,1010,277,1370,417,,,20,94,74
4952,170499,Celrà,2005,3510,1774,1736,664,2416,430,,,254,472,218
4953,080673,Centelles,2005,6493,3176,3317,930,4390,1173,,,164,406,242
4954,082687,Cercs,2005,1342,688,654,140,833,369,,,8,66,58
4955,082665,Cerdanyola del Vallès,2005,57114,28408,28706,8545,42035,6534,76.0,10.0,199,3369,3170
4956,080689,Cervelló,2005,7350,3760,3590,1103,5427,820,,,230,742,512
4957,250729,Cervera,2005,8942,4659,4283,1404,6112,1426,,,75,604,529
4958,250735,Cervià de les Garrigues,2005,864,450,414,76,536,252,,,5,43,38
4959,170502,Cervià de Ter,2005,796,396,400,127,504,165,,,36,59,23
4960,170519,Cistella,2005,239,120,119,31,152,56,,,2,13,11
4961,250740,Ciutadilla,2005,235,129,106,24,148,63,,,-6,13,19
4962,250753,Clariana de Cardener,2005,149,78,71,21,110,18,,,-9,0,9
4963,250766,"Cogul, el",2005,220,117,103,16,132,72,,,0,8,8
4964,170545,Colera,2005,606,312,294,50,404,152,,,8,44,36
4965,250772,Coll de Nargó,2005,600,315,285,51,383,166,,,25,47,22
4966,080692,Collbató,2005,3337,1747,1590,637,2387,313,,,208,438,230
4967,430458,Colldejou,2005,193,108,85,15,143,35,,,0,10,10
4968,080706,Collsuspina,2005,306,162,144,46,216,44,,,16,24,8
4969,170558,Colomers,2005,207,104,103,13,130,64,,,2,7,5
4970,251636,"Coma i la Pedra, la",2005,270,160,110,23,187,60,,,-21,0,21
4971,251615,Conca de Dalt,2005,439,227,212,38,260,141,,,-9,8,17
4972,430461,Conesa,2005,133,75,58,14,84,35,,,8,19,11
4973,430477,Constantí,2005,5608,2981,2627,866,3956,786,,,193,532,339
4974,080713,Copons,2005,289,142,147,30,190,69,,,5,18,13
4975,430483,Corbera d'Ebre,2005,1117,598,519,121,706,290,,,12,45,33
4976,080728,Corbera de Llobregat,2005,12025,6174,5851,2145,8621,1259,,,649,1325,676
4977,250788,Corbins,2005,1311,710,601,163,900,248,,,31,92,61
4978,170577,Corçà,2005,1232,622,610,129,878,225,,,41,99,58
4979,080734,Cornellà de Llobregat,2005,84131,41815,42316,11395,58769,13967,125.0,9.0,836,5712,4876
4980,170561,Cornellà del Terri,2005,2017,1012,1005,260,1364,393,,,50,132,82
4981,430496,Cornudella de Montsant,2005,948,488,460,91,616,241,,,43,82,39
4982,430509,Creixell,2005,2441,1258,1183,333,1664,444,,,287,468,181
4983,170583,Crespià,2005,241,123,118,34,144,63,,,4,14,10
4984,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",2005,1233,614,619,163,872,198,,,23,91,68
4985,080749,Cubelles,2005,10617,5511,5106,1624,7648,1345,,,1151,1915,764
4986,250791,Cubells,2005,395,201,194,54,209,132,,,11,21,10
4987,430516,Cunit,2005,9017,4660,4357,1290,6369,1358,,,1076,1985,909
4988,170600,Darnius,2005,543,279,264,52,348,143,,,21,37,16
4989,170617,Das,2005,171,92,79,17,122,32,,,8,17,9
4990,439018,Deltebre,2005,10943,5548,5395,1358,7464,2121,,,150,333,183
4991,080752,Dosrius,2005,4093,2045,2048,681,3024,388,,,336,564,228
4992,430537,Duesaigües,2005,205,126,79,15,128,62,,,8,15,7
4993,170622,"Escala, l'",2005,8311,4283,4028,1092,5810,1409,,,408,765,357
4994,080765,Esparreguera,2005,20740,10631,10109,3467,14834,2439,,,299,1475,1176
4995,170638,Espinelves,2005,193,104,89,20,117,56,,,1,9,8
4996,250812,"Espluga Calba, l'",2005,448,238,210,31,290,127,,,-5,26,31
4997,430542,"Espluga de Francolí, l'",2005,3814,1906,1908,495,2463,856,,,73,207,134
4998,080771,Esplugues de Llobregat,2005,46550,22878,23672,5934,33569,7047,119.0,9.0,175,3362,3187
4999,170643,Espolla,2005,395,199,196,39,252,104,,,-18,0,18
5000,170656,Esponellà,2005,432,212,220,58,297,77,,,-2,22,24
5001,250827,Espot,2005,374,207,167,47,268,59,,,-1,25,26
5002,080787,"Espunyola, l'",2005,270,133,137,33,167,70,,,1,9,8
5003,082541,"Esquirol, l'",2005,2200,1082,1118,320,1416,464,,,49,114,65
5004,250886,Estamariu,2005,119,64,55,9,74,36,,,-1,3,4
5005,080790,"Estany, l'",2005,393,186,207,41,243,109,,,-10,8,18
5006,250851,Estaràs,2005,181,100,81,22,108,51,,,-1,4,5
5007,250864,Esterri d'Àneu,2005,773,379,394,95,519,159,,,31,99,68
5008,250870,Esterri de Cardós,2005,70,33,37,6,46,18,,,0,1,1
5009,430555,Falset,2005,2658,1335,1323,370,1737,551,,,67,152,85
5010,170059,"Far d'Empordà, el",2005,448,231,217,73,292,83,,,15,24,9
5011,250899,Farrera,2005,105,60,45,8,78,19,,,-2,1,3
5012,430568,"Fatarella, la",2005,1180,599,581,110,726,344,,,-14,14,28
5013,430574,"Febró, la",2005,58,35,23,1,46,11,,,1,1,0
5014,081347,Figaró-Montmany,2005,1020,523,497,143,663,214,,,9,91,82
5015,080804,Fígols,2005,48,27,21,4,27,17,,,-6,0,6
5016,259084,Fígols i Alinyà,2005,273,151,122,12,162,99,,,-6,3,9
5017,430580,"Figuera, la",2005,190,100,90,13,133,44,,,-23,3,26
5018,170669,Figueres,2005,38884,19160,19724,6049,26642,6193,,,807,2899,2092
