,Codi,Literal,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions
395,430748,Llorenç del Penedès,2000,1575,755,820,254,1020,301,,,,,
396,170950,Lloret de Mar,2000,20045,10081,9964,3411,14397,2237,,,,,
397,170963,"Llosses, les",2000,275,147,128,29,187,59,,,,,
398,081094,Lluçà,2000,288,158,130,47,185,56,,,,,
399,171024,Maçanet de Cabrenys,2000,664,342,322,55,406,203,,,,,
400,171030,Maçanet de la Selva,2000,3814,1953,1861,587,2658,569,,,,,
401,170979,Madremanya,2000,185,83,102,18,126,41,,,,,
402,170985,Maià de Montcal,2000,321,160,161,33,213,75,,,,,
403,251333,Maials,2000,985,493,492,95,573,317,,,,,
404,251305,Maldà,2000,292,153,139,31,165,96,,,,,
405,081108,Malgrat de Mar,2000,13686,6827,6859,1876,9474,2336,,,,,
406,081115,Malla,2000,255,115,140,32,173,50,,,,,
407,081120,Manlleu,2000,17520,8722,8798,2707,11832,2981,,,,,
408,081136,Manresa,2000,63742,30608,33134,7890,41930,13922,173.0,11.0,,,
409,430764,Marçà,2000,600,295,305,57,358,185,,,,,
410,430751,Margalef,2000,129,66,63,8,72,49,,,,,
411,082423,Marganell,2000,243,108,135,29,158,56,,,,,
412,081141,Martorell,2000,21314,10727,10587,3206,15137,2971,,,,,
413,081154,Martorelles,2000,4895,2450,2445,700,3510,685,,,,,
414,430770,Mas de Barberans,2000,699,360,339,75,428,196,,,,,
415,171002,Masarac,2000,245,119,126,27,134,84,,,,,
416,430786,Masdenverge,2000,956,488,468,141,589,226,,,,,
417,081167,"Masies de Roda, les",2000,655,327,328,99,426,130,,,,,
418,081173,"Masies de Voltregà, les",2000,2703,1309,1394,374,1897,432,,,,,
419,430799,Masllorenç,2000,409,206,203,41,256,112,,,,,
420,081189,"Masnou, el",2000,21076,10207,10869,3229,14978,2869,,,,,
421,430803,"Masó, la",2000,275,134,141,25,186,64,,,,,
422,430810,Maspujols,2000,464,243,221,61,279,124,,,,,
423,081192,Masquefa,2000,4582,2331,2251,681,3269,632,,,,,
424,430825,"Masroig, el",2000,506,246,260,39,287,180,,,,,
425,251312,Massalcoreig,2000,638,305,333,70,370,198,,,,,
426,171019,Massanes,2000,542,288,254,60,367,115,,,,,
427,251327,Massoteres,2000,183,95,88,20,102,61,,,,,
428,081206,Matadepera,2000,6924,3474,3450,1331,4810,783,,,,,
429,081213,Mataró,2000,104659,51324,53335,15617,73401,15641,100.0,11.0,,,
430,081228,Mediona,2000,1446,745,701,165,943,338,,,,,
431,251348,Menàrguens,2000,806,412,394,79,488,239,,,,,
432,170998,Meranges,2000,83,49,34,0,58,25,,,,,
433,171058,Mieres,2000,336,163,173,47,199,90,,,,,
434,430831,"Milà, el",2000,162,79,83,13,119,30,,,,,
435,251351,Miralcamp,2000,1250,598,652,175,806,269,,,,,
436,430846,Miravet,2000,788,415,373,91,484,213,,,,,
437,081385,Moià,2000,3988,1961,2027,590,2641,757,,,,,
438,430859,"Molar, el",2000,289,152,137,27,163,99,,,,,
439,081234,Molins de Rei,2000,19723,9664,10059,2734,13934,3055,,,,,
440,251370,Mollerussa,2000,9581,4749,4832,1451,6602,1528,,,,,
441,171061,Mollet de Peralada,2000,189,104,85,13,111,65,,,,,
442,081249,Mollet del Vallès,2000,46204,23079,23125,7284,33961,4959,,,,,
443,171077,Molló,2000,339,174,165,28,212,99,,,,,
444,251364,"Molsosa, la",2000,133,68,65,16,85,32,,,,,
445,081287,Monistrol de Calders,2000,597,296,301,76,393,128,,,,,
446,081271,Monistrol de Montserrat,2000,2490,1261,1229,280,1671,539,,,,,
447,171096,Montagut i Oix,2000,792,409,383,94,484,214,,,,,
448,430862,Montblanc,2000,6029,2984,3045,820,4005,1204,,,,,
449,430884,Montbrió del Camp,2000,1459,732,727,186,918,355,,,,,
450,081252,Montcada i Reixac,2000,27952,13793,14159,4180,19772,4000,,,,,
451,081304,Montclar,2000,117,61,56,17,69,31,,,,,
452,251399,Montellà i Martinet,2000,507,265,242,52,313,142,,,,,
453,081311,Montesquiu,2000,844,412,432,91,533,220,,,,,
454,251403,Montferrer i Castellbò,2000,738,405,333,70,507,161,,,,,
455,430897,Montferri,2000,157,80,77,14,83,60,,,,,
456,251386,Montgai,2000,789,402,387,85,454,250,,,,,
457,081265,Montgat,2000,8305,4092,4213,1135,6014,1156,,,,,
458,081326,Montmajor,2000,473,244,229,49,307,117,,,,,
459,081332,Montmaneu,2000,194,102,92,16,123,55,,,,,
460,430901,"Montmell, el",2000,408,226,182,39,278,91,,,,,
461,081350,Montmeló,2000,8437,4207,4230,1227,6175,1035,,,,,
462,251425,Montoliu de Lleida,2000,479,235,244,47,315,117,,,,,
463,251410,Montoliu de Segarra,2000,192,109,83,16,104,72,,,,,
464,251431,Montornès de Segarra,2000,104,48,56,6,57,41,,,,,
465,081363,Montornès del Vallès,2000,12426,6254,6172,1938,9083,1405,,,,,
466,430918,Mont-ral,2000,160,89,71,16,125,19,,,,,
467,171100,Mont-ras,2000,1644,871,773,257,1171,216,,,,,
468,430923,Mont-roig del Camp,2000,6683,3402,3281,883,4752,1048,,,,,
469,081379,Montseny,2000,301,155,146,38,206,57,,,,,
470,430939,Móra d'Ebre,2000,4816,2376,2440,732,3127,957,,,,,
471,430944,Móra la Nova,2000,2661,1324,1337,381,1698,582,,,,,
472,430957,"Morell, el",2000,2308,1168,1140,372,1582,354,,,,,
473,430960,"Morera de Montsant, la",2000,176,101,75,12,117,47,,,,,
474,081290,Muntanyola,2000,311,168,143,58,212,41,,,,,
475,081398,Mura,2000,217,118,99,17,149,51,,,,,
476,251459,Nalec,2000,105,50,55,8,59,38,,,,,
477,250254,Naut Aran,2000,1480,777,703,224,1066,190,,,,,
478,081402,Navarcles,2000,5318,2641,2677,702,3635,981,,,,,
479,081419,Navàs,2000,5722,2830,2892,735,3737,1250,,,,,
480,171117,Navata,2000,708,349,359,112,449,147,,,,,
481,251462,Navès,2000,272,131,141,30,160,82,,,,,
482,081424,"Nou de Berguedà, la",2000,153,83,70,21,91,41,,,,,
483,430976,"Nou de Gaià, la",2000,376,189,187,37,249,90,,,,,
484,430982,Nulles,2000,347,160,187,30,202,115,,,,,
485,251484,Odèn,2000,279,159,120,30,159,90,,,,,
486,081430,Òdena,2000,2681,1337,1344,399,1832,450,,,,,
487,171122,Ogassa,2000,242,142,100,23,168,51,,,,,
488,081458,Olèrdola,2000,2232,1141,1091,321,1539,372,,,,,
489,081461,Olesa de Bonesvalls,2000,942,512,430,116,675,151,,,,,
490,081477,Olesa de Montserrat,2000,17151,8640,8511,2609,11946,2596,,,,,
491,251497,Oliana,2000,1864,943,921,186,1204,474,,,,,
492,251500,Oliola,2000,227,125,102,26,152,49,,,,,
493,251517,Olius,2000,555,282,273,99,363,93,,,,,
494,081483,Olivella,2000,1319,702,617,186,1004,129,,,,,
495,081496,Olost,2000,1160,568,592,145,707,308,,,,,
496,171143,Olot,2000,27967,13521,14446,3756,17873,6338,,,,,
497,251522,"Oluges, les",2000,187,95,92,10,122,55,,,,,
498,081445,Olvan,2000,899,433,466,82,563,254,,,,,
499,251538,"Omellons, els",2000,264,135,129,23,167,74,,,,,
500,251543,"Omells de na Gaia, els",2000,152,82,70,19,85,48,,,,,
501,171156,Ordis,2000,285,151,134,29,197,59,,,,,
502,251556,Organyà,2000,992,507,485,95,624,273,,,,,
503,081509,Orís,2000,226,114,112,33,136,57,,,,,
504,081516,Oristà,2000,645,314,331,76,400,169,,,,,
505,081521,Orpí,2000,147,78,69,17,99,31,,,,,
506,081537,Òrrius,2000,420,220,200,55,303,62,,,,,
507,251569,Os de Balaguer,2000,768,401,367,92,441,235,,,,,
508,171169,Osor,2000,464,250,214,45,297,122,,,,,
509,251575,Ossó de Sió,2000,233,119,114,25,149,59,,,,,
510,081542,Pacs del Penedès,2000,653,325,328,100,470,83,,,,,
511,081555,Palafolls,2000,5235,2627,2608,878,3790,567,,,,,
512,171175,Palafrugell,2000,18154,9126,9028,2775,12295,3084,,,,,
513,171181,Palamós,2000,14959,7386,7573,2268,10219,2472,,,,,
514,251581,"Palau d'Anglesola, el",2000,1682,831,851,243,1077,362,,,,,
515,171194,Palau de Santa Eulàlia,2000,90,54,36,9,66,15,,,,,
516,171215,Palau-sator,2000,293,152,141,24,201,68,,,,,
517,171208,Palau-saverdera,2000,931,467,464,96,604,231,,,,,
518,081568,Palau-solità i Plegamans,2000,11089,5653,5436,1963,8078,1048,,,,,
519,431009,"Pallaresos, els",2000,2537,1308,1229,501,1890,146,,,,,
520,081574,Pallejà,2000,7258,3661,3597,1056,5324,878,,,,,
521,430995,"Palma d'Ebre, la",2000,419,200,219,40,239,140,,,,,
522,089058,"Palma de Cervelló, la",2000,2607,1319,1288,488,1830,289,,,,,
523,171236,Palol de Revardit,2000,386,201,185,50,251,85,,,,,
524,171241,Pals,2000,1912,975,937,208,1253,451,,,,,
525,081580,"Papiol, el",2000,3464,1721,1743,541,2398,525,,,,,
526,171254,Pardines,2000,143,72,71,14,90,39,,,,,
527,081593,Parets del Vallès,2000,14478,7335,7143,2385,10511,1582,,,,,
528,171267,Parlavà,2000,330,171,159,40,215,75,,,,,
529,431016,Passanant i Belltall,2000,183,109,74,8,91,84,,,,,
530,171289,Pau,2000,417,210,207,51,271,95,,,,,
531,431021,Paüls,2000,640,324,316,68,405,167,,,,,
532,171292,Pedret i Marzà,2000,127,65,62,18,76,33,,,,,
533,251641,Penelles,2000,536,293,243,54,326,156,,,,,
534,171306,"Pera, la",2000,367,187,180,44,229,94,,,,,
535,081607,Perafita,2000,368,181,187,48,229,91,,,,,
536,431037,Perafort,2000,610,312,298,73,433,104,,,,,
537,171328,Peralada,2000,1277,651,626,153,835,289,,,,,
538,251654,Peramola,2000,394,212,182,47,228,119,,,,,
539,431042,"Perelló, el",2000,2145,1101,1044,231,1344,570,,,,,
540,081614,Piera,2000,8540,4361,4179,1314,5775,1451,,,,,
541,431055,"Piles, les",2000,178,98,80,28,116,34,,,,,
542,081635,Pineda de Mar,2000,20057,10014,10043,3187,14149,2721,,,,,
543,431068,"Pinell de Brai, el",2000,1074,546,528,110,692,272,,,,,
544,251667,Pinell de Solsonès,2000,225,120,105,22,147,56,,,,,
545,251673,Pinós,2000,320,174,146,31,193,96,,,,,
546,431074,Pira,2000,402,197,205,46,261,95,,,,,
547,431080,"Pla de Santa Maria, el",2000,1651,849,802,257,1058,336,,,,,
548,081640,"Pla del Penedès, el",2000,923,461,462,93,614,216,,,,,
549,171334,"Planes d'Hostoles, les",2000,1724,855,869,168,1102,454,,,,,
550,171349,Planoles,2000,273,142,131,14,176,83,,,,,
551,259118,"Plans de Sió, els",2000,595,308,287,52,349,194,,,,,
552,251689,"Poal, el",2000,613,330,283,85,339,189,,,,,
553,251692,"Pobla de Cérvoles, la",2000,212,119,93,26,123,63,,,,,
554,081653,"Pobla de Claramunt, la",2000,1656,846,810,211,1110,335,,,,,
555,081666,"Pobla de Lillet, la",2000,1455,715,740,111,890,454,,,,,
556,431093,"Pobla de Mafumet, la",2000,1115,558,557,192,752,171,,,,,
557,431107,"Pobla de Massaluca, la",2000,442,227,215,27,251,164,,,,,
558,431114,"Pobla de Montornès, la",2000,1336,721,615,134,956,246,,,,,
559,251713,"Pobla de Segur, la",2000,2852,1385,1467,282,1726,844,,,,,
560,431129,Poboleda,2000,335,169,166,26,203,106,,,,,
561,081672,Polinyà,2000,4657,2396,2261,874,3409,374,,,,,
562,431135,"Pont d'Armentera, el",2000,576,297,279,49,356,171,,,,,
563,250306,"Pont de Bar, el",2000,160,88,72,16,91,53,,,,,
564,171352,Pont de Molins,2000,430,230,200,59,283,88,,,,,
565,251734,"Pont de Suert, el",2000,2164,1094,1070,246,1408,510,,,,,
566,081825,"Pont de Vilomara i Rocafort, el",2000,2614,1345,1269,393,1815,406,,,,,
567,431418,Pontils,2000,148,75,73,13,103,32,,,,,
568,081688,Pontons,2000,363,193,170,37,241,85,,,,,
569,171365,Pontós,2000,217,121,96,16,146,55,,,,,
570,251728,Ponts,2000,2382,1204,1178,323,1533,526,,,,,
571,171371,Porqueres,2000,3622,1780,1842,591,2501,530,,,,,
572,431140,Porrera,2000,472,254,218,63,286,123,,,,,
573,171404,"Port de la Selva, el",2000,877,440,437,93,598,186,,,,,
574,171387,Portbou,2000,1511,761,750,136,912,463,,,,,
575,251749,"Portella, la",2000,576,311,265,54,373,149,,,,,
576,431153,Pradell de la Teixeta,2000,198,101,97,12,128,58,,,,,
577,431166,Prades,2000,528,267,261,58,316,154,,,,,
578,431172,Prat de Comte,2000,178,85,93,14,97,67,,,,,
579,081691,"Prat de Llobregat, el",2000,62956,31518,31438,9266,46198,7492,81.0,9.0,,,
580,431188,Pratdip,2000,563,282,281,59,343,161,,,,,
581,081712,Prats de Lluçanès,2000,2750,1342,1408,417,1751,582,,,,,
582,081705,"Prats de Rei, els",2000,537,267,270,55,335,147,,,,,
583,251752,Prats i Sansor,2000,212,115,97,34,151,27,,,,,
584,251765,Preixana,2000,440,216,224,38,241,161,,,,,
585,251771,Preixens,2000,523,250,273,45,299,179,,,,,
586,082303,Premià de Dalt,2000,8869,4443,4426,1393,6518,958,,,,,
587,081727,Premià de Mar,2000,26130,13005,13125,4013,18836,3281,,,,,
588,171390,"Preses, les",2000,1373,668,705,165,935,273,,,,,
589,251790,Prullans,2000,219,116,103,25,139,55,,,,,
590,171411,Puigcerdà,2000,6902,3529,3373,1032,4729,1141,,,,,
591,081748,Puigdàlber,2000,333,150,183,52,223,58,,,,,
592,251804,Puiggròs,2000,261,137,124,25,156,80,,,,,
593,431191,Puigpelat,2000,597,300,297,88,407,102,,,,,
594,081751,Puig-reig,2000,4319,2087,2232,474,2663,1182,,,,,
595,251811,Puigverd d'Agramunt,2000,243,136,107,25,152,66,,,,,
596,251826,Puigverd de Lleida,2000,1043,511,532,123,659,261,,,,,
597,081764,Pujalt,2000,178,92,86,20,111,47,,,,,
598,081770,"Quar, la",2000,79,41,38,13,55,11,,,,,
599,171426,Quart,2000,2402,1231,1171,389,1741,272,,,,,
600,170433,Queralbs,2000,201,115,86,21,116,64,,,,,
601,431205,Querol,2000,305,170,135,28,221,56,,,,,
602,171432,Rabós,2000,145,69,76,8,96,41,,,,,
603,081786,Rajadell,2000,456,234,222,40,340,76,,,,,
604,431212,Rasquera,2000,792,402,390,80,459,253,,,,,
605,171447,Regencós,2000,287,166,121,35,184,68,,,,,
606,081799,Rellinars,2000,378,194,184,53,254,71,,,,,
607,431227,Renau,2000,61,29,32,10,39,12,,,,,
608,431233,Reus,2000,89179,43499,45680,13799,61493,13887,102.0,10.0,,,
609,251832,Rialp,2000,517,272,245,70,344,103,,,,,
610,431248,"Riba, la",2000,732,380,352,78,483,171,,,,,
611,431251,Riba-roja d'Ebre,2000,1350,696,654,143,827,380,,,,,
612,259059,Ribera d'Ondara,2000,516,269,247,64,305,147,,,,,
613,251850,Ribera d'Urgellet,2000,811,423,388,83,501,227,,,,,
614,171450,Ribes de Freser,2000,2096,1017,1079,213,1293,590,,,,,
615,171463,Riells i Viabrea,2000,2043,1073,970,338,1491,214,,,,,
616,431264,"Riera de Gaià, la",2000,970,486,484,113,641,216,,,,,
617,251863,Riner,2000,286,150,136,33,188,65,,,,,
618,171479,Ripoll,2000,10733,5180,5553,1289,7018,2426,,,,,
619,081803,Ripollet,2000,29877,14935,14942,4597,21852,3428,,,,,
620,259139,Riu de Cerdanya,2000,81,39,42,8,59,14,,,,,
621,171485,Riudarenes,2000,1302,678,624,161,867,274,,,,,
622,171498,Riudaura,2000,417,210,207,52,283,82,,,,,
623,431270,Riudecanyes,2000,694,349,345,77,431,186,,,,,
624,431286,Riudecols,2000,997,511,486,148,646,203,,,,,
625,171501,Riudellots de la Selva,2000,1548,796,752,225,1058,265,,,,,
626,431299,Riudoms,2000,5201,2613,2588,759,3524,918,,,,,
627,171518,Riumors,2000,192,95,97,22,109,61,,,,,
628,081810,"Roca del Vallès, la",2000,7380,3714,3666,1080,5476,824,,,,,
629,431303,Rocafort de Queralt,2000,279,148,131,26,151,102,,,,,
630,431310,Roda de Berà,2000,3361,1829,1532,438,2494,429,,,,,
631,081831,Roda de Ter,2000,5148,2483,2665,796,3375,977,,,,,
632,431325,Rodonyà,2000,420,218,202,53,246,121,,,,,
633,431331,Roquetes,2000,6366,3203,3163,889,4241,1236,,,,,
634,171523,Roses,2000,12857,6502,6355,2185,8916,1756,,,,,
635,251898,Rosselló,2000,1852,903,949,293,1210,349,,,,,
636,431346,"Rourell, el",2000,262,139,123,25,151,86,,,,,
637,081846,Rubí,2000,58646,29391,29255,9359,42417,6870,74.0,9.0,,,
638,081859,Rubió,2000,120,68,52,21,67,32,,,,,
639,171539,Rupià,2000,190,101,89,14,129,47,,,,,
640,089019,Rupit i Pruit,2000,354,178,176,40,238,76,,,,,
641,081878,Sabadell,2000,183727,89079,94648,26287,126771,30669,117.0,9.0,,,
642,081884,Sagàs,2000,155,80,75,19,99,37,,,,,
643,251902,Salàs de Pallars,2000,330,163,167,23,183,124,,,,,
644,081901,Saldes,2000,328,183,145,45,219,64,,,,,
645,171544,Sales de Llierca,2000,89,49,40,18,60,11,,,,,
646,081918,Sallent,2000,7159,3449,3710,817,4607,1735,,,,,
647,431359,Salomó,2000,382,194,188,35,224,123,,,,,
648,439057,Salou,2000,13059,6629,6430,2078,9650,1331,,,,,
649,171557,Salt,2000,22017,10935,11082,3477,15243,3297,,,,,
650,251919,Sanaüja,2000,464,225,239,49,276,139,,,,,
651,081944,Sant Adrià de Besòs,2000,32452,15946,16506,4981,22721,4750,,,,,
652,081957,Sant Agustí de Lluçanès,2000,121,65,56,19,84,18,,,,,
653,081960,Sant Andreu de la Barca,2000,20140,10277,9863,3023,15403,1714,,,,,
654,081976,Sant Andreu de Llavaneres,2000,7161,3579,3582,1237,5101,823,,,,,
655,171576,Sant Andreu Salou,2000,138,65,73,24,84,30,,,,,
656,171833,Sant Aniol de Finestres,2000,270,148,122,23,184,63,,,,,
657,081982,Sant Antoni de Vilamajor,2000,3293,1655,1638,524,2291,478,,,,,
658,081995,Sant Bartomeu del Grau,2000,1150,603,547,232,773,145,,,,,
659,082009,Sant Boi de Llobregat,2000,79337,39419,39918,11610,57865,9862,85.0,9.0,,,
660,082016,Sant Boi de Lluçanès,2000,540,273,267,52,357,131,,,,,
661,431362,Sant Carles de la Ràpita,2000,11194,5552,5642,1558,7453,2183,,,,,
662,082037,Sant Cebrià de Vallalta,2000,1757,945,812,276,1282,199,,,,,
663,082021,Sant Celoni,2000,12734,6302,6432,1941,8637,2156,,,,,
664,082042,Sant Climent de Llobregat,2000,2950,1473,1477,456,2160,334,,,,,
665,171582,Sant Climent Sescebes,2000,404,204,200,29,249,126,,,,,
666,082055,Sant Cugat del Vallès,2000,52654,25939,26715,9038,37899,5717,55.0,12.0,,,
667,082068,Sant Cugat Sesgarrigues,2000,731,375,356,85,497,149,,,,,
668,251961,Sant Esteve de la Sarga,2000,117,72,45,4,80,33,,,,,
669,082074,Sant Esteve de Palautordera,2000,1461,737,724,269,988,204,,,,,
670,082080,Sant Esteve Sesrovires,2000,5161,2702,2459,839,3765,557,,,,,
671,171595,Sant Feliu de Buixalleu,2000,727,387,340,109,469,149,,,,,
672,082107,Sant Feliu de Codines,2000,4290,2135,2155,638,2877,775,,,,,
673,171609,Sant Feliu de Guíxols,2000,18403,9031,9372,2827,12365,3211,,,,,
674,082114,Sant Feliu de Llobregat,2000,38435,18972,19463,5282,28619,4534,,,,,
675,171616,Sant Feliu de Pallerols,2000,1155,564,591,146,710,299,,,,,
676,082129,Sant Feliu Sasserra,2000,657,321,336,89,415,153,,,,,
677,171621,Sant Ferriol,2000,196,110,86,26,129,41,,,,,
678,082093,Sant Fost de Campsentelles,2000,6312,3206,3106,875,4695,742,,,,,
679,082135,Sant Fruitós de Bages,2000,5542,2772,2770,794,3951,797,,,,,
680,171637,Sant Gregori,2000,2335,1213,1122,343,1613,379,,,,,
681,251924,Sant Guim de Freixenet,2000,1046,506,540,119,661,266,,,,,
682,251977,Sant Guim de la Plana,2000,189,100,89,19,115,55,,,,,
683,171642,Sant Hilari Sacalm,2000,4985,2543,2442,720,3347,918,,,,,
684,082153,Sant Hipòlit de Voltregà,2000,3005,1485,1520,413,1911,681,,,,,
685,081939,Sant Iscle de Vallalta,2000,839,435,404,123,588,128,,,,,
686,439023,Sant Jaume d'Enveja,2000,3305,1668,1637,416,2217,672,,,,,
687,082166,Sant Jaume de Frontanyà,2000,28,15,13,2,23,3,,,,,
688,171655,Sant Jaume de Llierca,2000,714,352,362,90,406,218,,,,,
689,431378,Sant Jaume dels Domenys,2000,1390,724,666,173,916,301,,,,,
690,171674,Sant Joan de les Abadesses,2000,3672,1810,1862,384,2383,905,,,,,
691,171680,Sant Joan de Mollet,2000,354,171,183,57,224,73,,,,,
692,082188,Sant Joan de Vilatorrada,2000,9145,4570,4575,1293,6503,1349,,,,,
693,082172,Sant Joan Despí,2000,27627,13638,13989,4238,20303,3086,,,,,
694,171851,Sant Joan les Fonts,2000,2756,1364,1392,277,1869,610,,,,,
695,171668,Sant Jordi Desvalls,2000,587,302,285,66,368,153,,,,,
696,089030,Sant Julià de Cerdanyola,2000,227,122,105,20,149,58,,,,,
697,171693,Sant Julià de Ramis,2000,2018,1016,1002,295,1411,312,,,,,
698,082205,Sant Julià de Vilatorta,2000,2269,1106,1163,370,1570,329,,,,,
699,179032,Sant Julià del Llor i Bonmatí,2000,921,467,454,115,598,208,,,,,
700,082212,Sant Just Desvern,2000,14030,6763,7267,2136,9898,1996,,,,,
701,082227,Sant Llorenç d'Hortons,2000,1547,775,772,225,1021,301,,,,,
702,171714,Sant Llorenç de la Muga,2000,182,86,96,14,107,61,,,,,
703,251930,Sant Llorenç de Morunys,2000,900,457,443,95,577,228,,,,,
704,082233,Sant Llorenç Savall,2000,1983,988,995,260,1246,477,,,,,
705,082251,Sant Martí d'Albars,2000,132,64,68,12,87,33,,,,,
706,082248,Sant Martí de Centelles,2000,729,378,351,113,488,128,,,,,
707,171729,Sant Martí de Llémena,2000,478,245,233,79,315,84,,,,,
708,259025,Sant Martí de Riucorb,2000,696,356,340,53,426,217,,,,,
709,082264,Sant Martí de Tous,2000,982,494,488,130,632,220,,,,,
710,082270,Sant Martí Sarroca,2000,2478,1229,1249,325,1604,549,,,,,
711,082286,Sant Martí Sesgueioles,2000,342,170,172,34,217,91,,,,,
712,171735,Sant Martí Vell,2000,161,82,79,24,99,38,,,,,
713,082299,Sant Mateu de Bages,2000,491,252,239,49,307,135,,,,,
714,171740,Sant Miquel de Campmajor,2000,206,116,90,29,134,43,,,,,
715,171753,Sant Miquel de Fluvià,2000,625,318,307,101,413,111,,,,,
716,171766,Sant Mori,2000,158,75,83,25,94,39,,,,,
717,171772,Sant Pau de Segúries,2000,655,333,322,75,404,176,,,,,
718,082310,Sant Pere de Ribes,2000,21976,11111,10865,3747,15895,2334,,,,,
719,082325,Sant Pere de Riudebitlles,2000,2076,1023,1053,258,1396,422,,,,,
720,082331,Sant Pere de Torelló,2000,2160,1054,1106,243,1465,452,,,,,
721,082346,Sant Pere de Vilamajor,2000,2547,1329,1218,401,1831,315,,,,,
722,171788,Sant Pere Pescador,2000,1428,788,640,184,949,295,,,,,
723,081897,Sant Pere Sallavinera,2000,155,78,77,11,89,55,,,,,
724,082359,Sant Pol de Mar,2000,3594,1863,1731,472,2610,512,,,,,
725,082362,Sant Quintí de Mediona,2000,1679,826,853,188,1121,370,,,,,
726,082378,Sant Quirze de Besora,2000,1978,970,1008,212,1239,527,,,,,
727,082384,Sant Quirze del Vallès,2000,12706,6358,6348,2359,9143,1204,,,,,
728,082397,Sant Quirze Safaja,2000,369,197,172,46,276,47,,,,,
729,251945,Sant Ramon,2000,556,277,279,50,352,154,,,,,
730,082401,Sant Sadurní d'Anoia,2000,9539,4734,4805,1382,6533,1624,,,,,
731,082418,Sant Sadurní d'Osormort,2000,76,41,35,9,51,16,,,,,
732,080983,Sant Salvador de Guardiola,2000,1994,1015,979,287,1420,287,,,,,
733,082628,Sant Vicenç de Castellet,2000,7212,3457,3755,884,4817,1511,,,,,
734,082649,Sant Vicenç de Montalt,2000,3334,1701,1633,566,2424,344,,,,,
735,082652,Sant Vicenç de Torelló,2000,1786,863,923,254,1103,429,,,,,
736,082634,Sant Vicenç dels Horts,2000,24438,12273,12165,3970,17648,2820,,,,,
737,431384,Santa Bàrbara,2000,3257,1628,1629,401,2031,825,,,,,
738,082439,Santa Cecília de Voltregà,2000,202,112,90,36,127,39,,,,,
739,082444,Santa Coloma de Cervelló,2000,4691,2351,2340,776,3355,560,,,,,
740,171805,Santa Coloma de Farners,2000,8867,4510,4357,1332,5991,1544,,,,,
741,082457,Santa Coloma de Gramenet,2000,117127,58139,58988,14233,86773,16121,110.0,9.0,,,
742,431397,Santa Coloma de Queralt,2000,2615,1263,1352,355,1661,599,,,,,
743,171812,Santa Cristina d'Aro,2000,2902,1518,1384,472,1978,452,,,,,
744,082460,Santa Eugènia de Berga,2000,1946,987,959,311,1347,288,,,,,
745,082476,Santa Eulàlia de Riuprimer,2000,864,449,415,123,565,176,,,,,
746,082482,Santa Eulàlia de Ronçana,2000,4536,2291,2245,637,3240,659,,,,,
747,082495,Santa Fe del Penedès,2000,293,145,148,52,191,50,,,,,
748,171827,Santa Llogaia d'Àlguema,2000,300,157,143,44,210,46,,,,,
749,082508,Santa Margarida de Montbui,2000,9123,4541,4582,1368,6607,1148,,,,,
