,Any,Zones verdes,Literal,Codi
4699,2016,0.6992,Vinebre,431779
4700,2016,2.0646,Vimbodí i Poblet,431763
4701,2016,0.3504,"Vilella Baixa, la",431747
4702,2016,108.2627,Tortosa,431554
4703,2016,8.7764,"Aldea, l'",439044
4704,2016,0.3268,Pontils,431418
4705,2016,7.5255,"Riera de Gaià, la",431264
4706,2016,5.3033,Riudecanyes,431270
4707,2016,1.6611,Riudecols,431286
4708,2016,5.871,Riudoms,431299
4709,2016,0.4722,Rocafort de Queralt,431303
4710,2016,37.844,Roda de Berà,431310
4711,2016,2.2316,Rodonyà,431325
4712,2016,13.6223,Roquetes,431331
4713,2016,0.8816,"Rourell, el",431346
4714,2016,3.0154,Salomó,431359
4715,2016,41.7839,Sant Carles de la Ràpita,431362
4716,2016,7.1425,Sant Jaume dels Domenys,431378
4717,2016,2.3404,Santa Bàrbara,431384
4718,2016,0.3249,Ulldemolins,431573
4719,2016,1.1222,Solivella,431476
4720,2016,0.7087,Torroja del Priorat,431541
4721,2016,24.4519,Torredembarra,431536
4722,2016,0.7582,"Torre de l'Espanyol, la",431520
4723,2016,0.9912,"Torre de Fontaubella, la",431515
4724,2016,1.5533,Tivissa,431508
4725,2016,10.7158,Santa Coloma de Queralt,431397
4726,2016,205.071,Tarragona,431482
4727,2016,24.5812,Santa Oliva,431401
4728,2016,0.7971,Senan,431460
4729,2016,13.7011,"Selva del Camp, la",431457
4730,2016,2.4064,"Secuita, la",431444
4731,2016,0.158,Savallà del Comtat,431439
4732,2016,9.0108,Sarral,431423
4733,2016,6.7369,Riba-roja d'Ebre,431251
4734,2016,1.0861,Tivenys,431495
4735,2017,11.8374,Deltebre,439018
4736,2017,0.4535,"Milà, el",430831
4737,2017,0.3504,"Vilella Baixa, la",431747
4738,2017,0.3994,Vilalba dels Arcs,431750
4739,2017,2.0646,Vimbodí i Poblet,431763
4740,2017,0.6992,Vinebre,431779
4741,2017,2.4309,Vinyols i els Arcs,431785
4742,2017,0.0193,"Vilella Alta, la",431732
4743,2017,2.3515,Sant Jaume d'Enveja,439023
4744,2017,13.5736,Camarles,439039
4745,2017,8.7764,"Aldea, l'",439044
4746,2017,57.9324,Salou,439057
4747,2017,27.3356,"Ampolla, l'",439060
4748,2017,51.0375,"Canonja, la",439076
4749,2017,2.2524,Vilaverd,431726
4750,2017,0.0,Medinyà,171045
4751,2017,0.5373,Freginals,430629
4752,2017,5.9384,"Espluga de Francolí, l'",430542
4753,2017,1.3969,"Guiamets, els",430705
4754,2017,0.2887,Gratallops,430691
4755,2017,0.8367,Godall,430688
4756,2017,0.5031,Ginestar,430672
4757,2017,1.0675,"Garidells, els",430666
4758,2017,2.5954,Garcia,430653
4759,2017,0.2714,"Lloar, el",430727
4760,2017,0.6526,"Galera, la",430635
4761,2017,1.2226,Llorac,430733
4762,2017,0.5156,Forès,430614
4763,2017,13.8272,Flix,430607
4764,2017,0.7207,Figuerola del Camp,430593
4765,2017,0.1051,"Figuera, la",430580
4766,2017,0.0936,"Febró, la",430574
4767,2017,0.7233,"Fatarella, la",430568
4768,2017,5.8616,Móra la Nova,430944
4769,2017,1.2785,Gandesa,430640
4770,2017,3.9945,Maspujols,430810
4771,2017,0.4018,"Molar, el",430859
4772,2017,54.8453,Mont-roig del Camp,430923
4773,2017,1.8631,Mont-ral,430918
4774,2017,75.904,"Montmell, el",430901
4775,2017,0.7786,Montferri,430897
4776,2017,4.0614,Montbrió del Camp,430884
4777,2017,11.0538,Montblanc,430862
4778,2017,1.9919,Horta de Sant Joan,430712
4779,2017,0.5993,"Masroig, el",430825
4780,2017,0.9907,Duesaigües,430537
4781,2017,0.1398,"Masó, la",430803
4782,2017,7.1416,Masllorenç,430799
4783,2017,0.8619,Masdenverge,430786
4784,2017,0.1306,Mas de Barberans,430770
4785,2017,2.7058,Marçà,430764
4786,2017,0.045,Margalef,430751
4787,2017,5.1044,Llorenç del Penedès,430748
4788,2017,0.4303,Miravet,430846
4789,2017,1.6793,Benifallet,430252
4790,2017,8.7169,Falset,430555
4791,2017,1.2852,Botarell,430332
4792,2017,0.8409,Bot,430326
4793,2017,5.4242,"Borges del Camp, les",430311
4794,2017,5.8474,Bonastre,430304
4795,2017,0.9105,Blancafort,430290
4796,2017,79.741,"Bisbal del Penedès, la",430287
4797,2017,0.5055,Cabacés,430350
4798,2017,0.9866,Benissanet,430265
4799,2017,22.4006,Cabra del Camp,430363
4800,2017,13.4143,Bellvei,430249
4801,2017,0.1874,Bellmunt del Priorat,430234
4802,2017,4.0882,Batea,430228
4803,2017,2.234,Barberà de la Conca,430213
4804,2017,16.1185,Banyeres del Penedès,430206
4805,2017,4.4953,Ascó,430192
4806,2017,2.32,Arnes,430189
4807,2017,0.06,"Bisbal de Falset, la",430271
4808,2017,37.8446,"Sénia, la",430445
4809,2017,1.8135,Xerta,430521
4810,2017,40.222,Cunit,430516
4811,2017,13.022,Creixell,430509
4812,2017,4.3822,Cornudella de Montsant,430496
4813,2017,0.798,Corbera d'Ebre,430483
4814,2017,48.2136,Constantí,430477
4815,2017,0.6591,"Argentera, l'",430173
4816,2017,1.8051,Bràfim,430347
4817,2017,0.3563,Colldejou,430458
4818,2017,3.6806,"Morell, el",430957
4819,2017,34.1248,"Catllar, el",430430
4820,2017,14.6394,Castellvell del Camp,430424
4821,2017,0.2317,Caseres,430419
4822,2017,0.2715,Capçanes,430402
4823,2017,0.3493,Capafonts,430398
4824,2017,86.2386,Cambrils,430385
4825,2017,80.8891,Calafell,430379
4826,2017,0.1138,Conesa,430461
4827,2017,9.0108,Sarral,431423
4828,2017,0.8816,"Rourell, el",431346
4829,2017,1.5533,Tivissa,431508
4830,2017,1.0861,Tivenys,431495
4831,2017,205.071,Tarragona,431482
4832,2017,1.1222,Solivella,431476
4833,2017,0.7971,Senan,431460
4834,2017,13.7011,"Selva del Camp, la",431457
4835,2017,0.7582,"Torre de l'Espanyol, la",431520
4836,2017,0.158,Savallà del Comtat,431439
4837,2017,24.4519,Torredembarra,431536
4838,2017,0.3268,Pontils,431418
4839,2017,24.5812,Santa Oliva,431401
4840,2017,10.7158,Santa Coloma de Queralt,431397
4841,2017,2.3404,Santa Bàrbara,431384
4842,2017,7.1425,Sant Jaume dels Domenys,431378
4843,2017,41.7839,Sant Carles de la Ràpita,431362
4844,2017,14.1323,Móra d'Ebre,430939
4845,2017,2.4064,"Secuita, la",431444
4846,2017,16.1202,Valls,431613
4847,2017,1.8805,Vila-rodona,431704
4848,2017,0.3714,Vilaplana,431690
4849,2017,1.4195,Vilanova de Prades,431687
4850,2017,3.4982,Vilanova d'Escornalbou,431671
4851,2017,2.5936,Vilallonga del Camp,431665
4852,2017,1.3063,Vilabella,431652
4853,2017,7.6495,Vespella de Gaià,431649
4854,2017,0.9912,"Torre de Fontaubella, la",431515
4855,2017,55.2747,Vandellòs i l'Hospitalet de l'Infant,431628
4856,2017,13.6223,Roquetes,431331
4857,2017,2.404,Vallmoll,431606
4858,2017,0.3285,Vallfogona de Riucorb,431592
4859,2017,0.4559,Vallclara,431589
4860,2017,0.3249,Ulldemolins,431573
4861,2017,13.4558,Ulldecona,431567
4862,2017,108.0573,Tortosa,431554
4863,2017,0.7087,Torroja del Priorat,431541
4864,2017,94.3048,"Vendrell, el",431634
4865,2017,5.7426,Perafort,431037
4866,2017,3.0154,Salomó,431359
4867,2017,15.8712,"Pobla de Montornès, la",431114
4868,2017,1.8832,"Pobla de Massaluca, la",431107
4869,2017,2.2511,"Pobla de Mafumet, la",431093
4870,2017,4.2432,"Pla de Santa Maria, el",431080
4871,2017,10.009,Pira,431074
4872,2017,0.6516,"Pinell de Brai, el",431068
4873,2017,4.8191,"Pont d'Armentera, el",431135
4874,2017,9.2012,"Perelló, el",431042
4875,2017,0.8563,Porrera,431140
4876,2017,0.6496,Paüls,431021
4877,2017,0.5926,Passanant i Belltall,431016
4878,2017,20.9021,"Pallaresos, els",431009
4879,2017,0.6803,"Palma d'Ebre, la",430995
4880,2017,1.329,Nulles,430982
4881,2017,1.7721,"Nou de Gaià, la",430976
4882,2017,0.3071,"Morera de Montsant, la",430960
4883,2017,0.6212,"Piles, les",431055
4884,2017,62.5025,Reus,431233
4885,2017,2.2316,Rodonyà,431325
4886,2017,37.844,Roda de Berà,431310
4887,2017,0.4722,Rocafort de Queralt,431303
4888,2017,5.871,Riudoms,431299
4889,2017,1.6611,Riudecols,431286
4890,2017,5.3033,Riudecanyes,431270
4891,2017,7.5255,"Riera de Gaià, la",431264
4892,2017,0.6049,Poboleda,431129
4893,2017,2.9369,"Riba, la",431248
4894,2017,46.3957,Vila-seca,431711
4895,2017,0.2649,Renau,431227
4896,2017,3.4842,Rasquera,431212
4897,2017,19.7434,Querol,431205
4898,2017,2.3474,Puigpelat,431191
4899,2017,20.9318,Pratdip,431188
4900,2017,0.2789,Prat de Comte,431172
4901,2017,8.5182,Prades,431166
4902,2017,0.1436,Pradell de la Teixeta,431153
4903,2017,6.8748,Riba-roja d'Ebre,431251
4904,2017,0.0,Santa Maria de Miralles,082573
4905,2017,2.3144,Vallcebre,082938
4906,2017,51.857,Sentmenat,082671
4907,2017,122.6744,Cerdanyola del Vallès,082665
4908,2017,4.9751,Sant Vicenç de Torelló,082652
4909,2017,27.8593,Sant Vicenç de Montalt,082649
4910,2017,38.9385,Sant Vicenç dels Horts,082634
4911,2017,14.4407,Sant Vicenç de Castellet,082628
4912,2017,16.119,Santa Susanna,082613
4913,2017,88.0985,Santa Perpètua de Mogoda,082606
4914,2017,142.8906,Seva,082690
4915,2017,4.3622,Santa Maria d'Oló,082589
4916,2017,93.8178,Sitges,082704
4917,2017,0.9532,Santa Maria de Martorelles,082567
4918,2017,0.0,Santa Maria de Merlès,082554
4919,2017,3.9346,"Esquirol, l'",082541
4920,2017,0.6819,Santa Maria de Besora,082536
4921,2017,44.7426,Barberà del Vallès,082520
4922,2017,43.8616,Santa Margarida i els Monjos,082515
4923,2017,6.0388,Santa Margarida de Montbui,082508
4924,2017,0.8137,Santa Fe del Penedès,082495
4925,2017,25.6273,Santa Eulàlia de Ronçana,082482
4926,2017,1.617,Santa Eulàlia de Riuprimer,082476
4927,2017,24.858,Santa Maria de Palautordera,082592
4928,2017,24.2553,Teià,082819
4929,2017,19.8799,Hostalric,170834
4930,2017,64.4094,Vacarisses,082917
4931,2017,13.2982,Ullastrell,082900
4932,2017,24.2178,Torrelles de Llobregat,082896
4933,2017,17.5515,Torrelles de Foix,082883
4934,2017,8.2119,Torrelavit,082877
4935,2017,29.3676,"Torre de Claramunt, la",082861
4936,2017,20.3264,Torelló,082858
4937,2017,49.1644,Tordera,082845
4938,2017,18.4685,Cercs,082687
4939,2017,17.2864,Tiana,082824
4940,2017,25.3241,Santa Coloma de Cervelló,082444
4941,2017,0.2475,Tavertet,082802
4942,2017,269.0436,Terrassa,082798
4943,2017,24.6939,Taradell,082785
4944,2017,2.6103,Talamanca,082779
4945,2017,3.6179,Tagamanent,082763
4946,2017,2.3689,Tavèrnoles,082750
4947,2017,8.4095,Súria,082747
4948,2017,23.5649,Subirats,082732
4949,2017,3.2661,Sora,082726
4950,2017,0.344,Sobremunt,082711
4951,2017,18.1515,Tona,082830
4952,2017,57.9006,Sant Esteve Sesrovires,082080
4953,2017,6.4896,Vilassar de Mar,082191
4954,2017,13.8859,Sant Joan de Vilatorrada,082188
4955,2017,42.4877,Sant Joan Despí,082172
4956,2017,0.5602,Sant Jaume de Frontanyà,082166
4957,2017,17.7982,Sant Hipòlit de Voltregà,082153
4958,2017,14.6732,Vilassar de Dalt,082140
4959,2017,40.9564,Sant Fruitós de Bages,082135
4960,2017,2.081,Sant Feliu Sasserra,082129
4961,2017,39.9534,Sant Feliu de Llobregat,082114
4962,2017,3.2253,Santa Eugènia de Berga,082460
4963,2017,50.2547,Sant Fost de Campsentelles,082093
4964,2017,6.2587,Sant Llorenç d'Hortons,082227
4965,2017,1.3269,Sant Esteve de Palautordera,082074
4966,2017,3.5977,Sant Cugat Sesgarrigues,082068
4967,2017,301.6177,Sant Cugat del Vallès,082055
4968,2017,12.7243,Sant Climent de Llobregat,082042
4969,2017,51.7422,Sant Cebrià de Vallalta,082037
4970,2017,25.285,Sant Celoni,082021
4971,2017,2.1612,Sant Boi de Lluçanès,082016
4972,2017,97.639,Sant Boi de Llobregat,082009
4973,2017,1.7939,Sant Bartomeu del Grau,081995
4974,2017,22.1301,Sant Antoni de Vilamajor,081982
4975,2017,9.536,Sant Feliu de Codines,082107
4976,2017,4.5098,Sant Pere de Riudebitlles,082325
4977,2017,57.416,Vallgorguina,082943
4978,2017,0.1293,Santa Cecília de Voltregà,082439
4979,2017,0.8756,Marganell,082423
4980,2017,0.6841,Sant Sadurní d'Osormort,082418
4981,2017,27.4587,Sant Sadurní d'Anoia,082401
4982,2017,22.2964,Sant Quirze Safaja,082397
4983,2017,50.1564,Sant Quirze del Vallès,082384
4984,2017,4.3356,Sant Quirze de Besora,082378
4985,2017,4.2691,Sant Quintí de Mediona,082362
4986,2017,7.0152,Sant Pol de Mar,082359
4987,2017,13.2149,Sant Julià de Vilatorta,082205
4988,2017,8.4357,Sant Pere de Torelló,082331
4989,2017,85.335,Sant Just Desvern,082212
4990,2017,50.7258,Sant Pere de Ribes,082310
4991,2017,10.3886,Premià de Dalt,082303
4992,2017,0.8436,Sant Mateu de Bages,082299
4993,2017,1.6926,Sant Martí Sesgueioles,082286
4994,2017,2.8112,Sant Martí Sarroca,082270
4995,2017,3.6154,Sant Martí de Tous,082264
4996,2017,0.0532,Sant Martí d'Albars,082251
4997,2017,7.8799,Sant Martí de Centelles,082248
4998,2017,5.8315,Sant Llorenç Savall,082233
4999,2017,64.3068,Santa Coloma de Gramenet,082457
5000,2017,64.1793,Sant Pere de Vilamajor,082346
5001,2017,0.7133,Queralbs,170433
5002,2017,3.2278,Vallbona d'Anoia,082922
5003,2017,0.2565,Colomers,170558
5004,2017,2.0535,Colera,170545
5005,2017,0.2583,Siurana,170524
5006,2017,2.1844,Cistella,170519
5007,2017,5.1254,Cervià de Ter,170502
5008,2017,8.693,Celrà,170499
5009,2017,113.4809,Castell-Platja d'Aro,170486
5010,2017,27.4458,Castelló d'Empúries,170470
5011,2017,0.8118,Corçà,170577
5012,2017,12.0034,Cassà de la Selva,170448
5013,2017,0.6109,Crespià,170583
5014,2017,1.5973,Capmany,170427
5015,2017,1.115,Cantallops,170412
5016,2017,0.3077,Canet d'Adri,170405
5017,2017,21.5515,Camprodon,170391
5018,2017,5.3924,Campllong,170388
5019,2017,1.6218,Campelles,170372
5020,2017,5.0838,Campdevànol,170366
5021,2017,1.8021,Camós,170353
5022,2017,78.6435,Calonge de Segarra,170340
5023,2017,66.1195,Caldes de Malavella,170335
5024,2017,0.8641,Castellfollit de la Roca,170464
5025,2017,1.231,Fontanilles,170708
5026,2017,3.7301,Guils de Cerdanya,170828
5027,2017,0.3227,Gualta,170813
5028,2017,0.9713,Gombrèn,170806
5029,2017,265.9281,Girona,170792
5030,2017,3.3866,Ger,170789
5031,2017,3.036,Garriguella,170773
5032,2017,0.5719,Garrigoles,170767
5033,2017,0.3842,Garrigàs,170754
5034,2017,1.4289,Fortià,170741
5035,2017,4.9368,Cornellà del Terri,170561
5036,2017,2.0503,Fontcoberta,170715
5037,2017,0.0,Cabanes,170307
5038,2017,6.8904,Fontanals de Cerdanya,170694
5039,2017,1.8854,Foixà,170681
5040,2017,3.4468,Flaçà,170675
5041,2017,34.9936,Figueres,170669
5042,2017,0.3696,Esponellà,170656
5043,2017,0.2441,Espolla,170643
5044,2017,0.3014,Espinelves,170638
5045,2017,32.4806,"Escala, l'",170622
5046,2017,5.1222,Das,170617
5047,2017,0.2546,Darnius,170600
5048,2017,7.7976,Fornells de la Selva,170736
5049,2017,64.8849,Vilafranca del Penedès,083054
5050,2017,0.0,Albanyà,170031
5051,2017,1.9157,Aiguaviva,170025
5052,2017,1.8214,Agullana,170010
5053,2017,10.0211,"Palma de Cervelló, la",089058
5054,2017,14.7894,Badia del Vallès,089045
5055,2017,0.2194,Sant Julià de Cerdanyola,089030
5056,2017,32.2267,Vilanova del Vallès,089024
5057,2017,1.1806,Rupit i Pruit,089019
5058,2017,0.1148,Viver i Serrateix,083089
5059,2017,11.9848,Cadaqués,170329
5060,2017,1.6637,Vilalba Sasserra,083067
5061,2017,12.2222,Alp,170062
5062,2017,4.9239,Vilobí del Penedès,083041
5063,2017,0.8587,Vilanova de Sau,083036
5064,2017,12.3803,Vilanova del Camí,083020
5065,2017,65.2683,Viladecans,083015
5066,2017,56.9335,Viladecavalls,083008
5067,2017,1.9,Vilada,082994
5068,2017,79.7197,Vic,082981
5069,2017,1.3753,Veciana,082975
5070,2017,17.0884,Vallromanes,082969
5071,2017,209.858,Vallirana,082956
5072,2017,56.8588,Vilanova i la Geltrú,083073
5073,2017,0.7455,Bellcaire d'Empordà,170182
5074,2017,0.0,Sant Agustí de Lluçanès,081957
5075,2017,0.6586,Boadella i les Escaules,170293
5076,2017,1.0743,Brunyola,170280
5077,2017,4.8663,Breda,170274
5078,2017,0.8821,Borrassà,170268
5079,2017,4.9145,Bordils,170255
5080,2017,10.9997,Bolvir,170242
5081,2017,56.1385,Blanes,170237
5082,2017,12.0786,"Bisbal d'Empordà, la",170221
5083,2017,0.8979,Beuda,170216
5084,2017,0.9438,Albons,170046
5085,2017,22.6986,"Arboç, l'",430167
5086,2017,0.4742,"Far d'Empordà, el",170059
5087,2017,22.8884,Banyoles,170157
5088,2017,0.5458,"Vajol, la",170144
5089,2017,99.5166,Begur,170139
5090,2017,6.7134,Avinyonet de Puigventós,170123
5091,2017,0.8375,"Armentera, l'",170118
5092,2017,0.4119,Argelaguer,170101
5093,2017,27.6654,Arbúcies,170097
5094,2017,15.5323,Anglès,170084
5095,2017,5.2621,Amer,170078
5096,2017,0.4549,Cabanelles,170314
5097,2017,38.7412,Bescanó,170209
5098,2017,0.507,Calonge,080364
5099,2017,36.1093,Sant Andreu de Llavaneres,081976
5100,2017,18.4104,Cardedeu,080462
5101,2017,0.0,Capolat,080459
5102,2017,2.6171,Capellades,080446
5103,2017,38.9756,Canyelles,080431
5104,2017,21.228,Cànoves i Samalús,080425
5105,2017,13.9276,Canovelles,080410
5106,2017,7.4203,Canet de Mar,080403
5107,2017,7.8545,Campins,080399
5108,2017,0.8768,Carme,080484
5109,2017,2.747,Calldetenes,080370
5110,2017,2.4231,Casserres,080497
5111,2017,27.1224,Calella,080351
5112,2017,10.008,Calders,080348
5113,2017,62.9368,Caldes de Montbui,080333
5114,2017,4.2477,Caldes d'Estrac,080327
5115,2017,6.6824,Calaf,080312
5116,2017,41.5519,Cabrils,080305
5117,2017,17.0384,Cabrera de Mar,080291
5118,2017,32.2205,Cabrera d'Anoia,080288
5119,2017,2.0692,"Cabanyes, les",080272
5120,2017,2.4458,"Brull, el",080266
5121,2017,7.068,Callús,080386
5122,2017,23.3297,Fonollosa,080847
5123,2017,0.1842,Granera,080958
5124,2017,2.7737,"Granada, la",080945
5125,2017,0.0,Gisclareny,080930
5126,2017,17.946,Gironella,080924
5127,2017,25.2257,Gelida,080919
5128,2017,0.8221,Gaià,080902
5129,2017,90.4771,Gavà,080898
5130,2017,18.0757,"Garriga, la",080885
5131,2017,1.3416,Gallifa,080879
5132,2017,13.931,Cardona,080478
5133,2017,7.3131,Font-rubí,080850
5134,2017,71.7233,Bigues i Riells,080235
5135,2017,5.0595,Folgueroles,080832
5136,2017,38.0656,Fogars de la Selva,080826
5137,2017,1.6599,Fogars de Montclús,080811
5138,2017,0.2987,Fígols,080804
5139,2017,3.0097,"Estany, l'",080790
5140,2017,0.1918,"Espunyola, l'",080787
5141,2017,37.5305,Esplugues de Llobregat,080771
5142,2017,47.8717,Esparreguera,080765
5143,2017,56.4985,Dosrius,080752
5144,2017,22.2239,Cubelles,080749
5145,2017,31.5764,"Franqueses del Vallès, les",080863
5146,2017,0.2549,Castellfollit del Boix,080594
5147,2017,1.3861,Collsuspina,080706
5148,2017,18.9553,Collbató,080692
5149,2017,107.9981,Cervelló,080689
5150,2017,6.9907,Centelles,080673
5151,2017,27.2817,Castellví de Rosanes,080667
5152,2017,1.9182,Castellví de la Marca,080654
5153,2017,2.9489,Castellterçol,080641
5154,2017,12.1569,Castellolí,080636
5155,2017,25.0933,Castellnou de Bages,080620
5156,2017,11.0488,"Bruc, el",080253
5157,2017,0.0959,Castellfollit de Riubregós,080608
5158,2017,81.4545,Cornellà de Llobregat,080734
5159,2017,26.8284,Castellet i la Gornal,080581
5160,2017,0.1667,Castell de l'Areny,080575
5161,2017,82.2074,Castelldefels,080569
5162,2017,8.159,Castellcir,080556
5163,2017,241.2198,Castellbisbal,080543
5164,2017,54.5257,Castellbell i el Vilar,080538
5165,2017,1.0177,Castellar de n'Hug,080522
5166,2017,117.3737,Castellar del Vallès,080517
5167,2017,0.0,Castellar del Riu,080500
5168,2017,35.9782,Abrera,080018
5169,2017,54.0702,Castellgalí,080615
5170,2017,6.0793,Avià,080116
5171,2017,15.2488,Sant Salvador de Guardiola,080983
5172,2017,16.6464,Berga,080229
5173,2017,0.0,Bellprat,080214
5174,2017,26.9992,Begues,080207
5175,2017,1371.9157,Barcelona,080193
5176,2017,17.4771,Balsareny,080180
5177,2017,8.1621,Balenyà,080174
5178,2017,4.66,Bagà,080168
5179,2017,189.588,Badalona,080155
5180,2017,5.2355,Aiguafreda,080142
5181,2017,0.3477,Copons,080713
5182,2017,22.3477,Avinyó,080121
5183,2017,127.5425,Corbera de Llobregat,080728
5184,2017,13.5948,Artés,080109
5185,2017,32.9762,Argentona,080095
5186,2017,0.3879,Argençola,080082
5187,2017,28.7532,Arenys de Munt,080076
5188,2017,33.5118,Arenys de Mar,080060
5189,2017,67.5093,"Ametlla del Vallès, l'",080057
5190,2017,1.4799,Alpens,080044
5191,2017,28.6961,Alella,080039
5192,2017,0.3703,Aguilar de Segarra,080023
5193,2017,2.2214,Borredà,080240
5194,2017,13.7713,Avinyonet del Penedès,080137
5195,2017,36.4954,Pallejà,081574
5196,2017,4.2097,Pontons,081688
5197,2017,24.6159,Polinyà,081672
5198,2017,4.2587,"Pobla de Lillet, la",081666
5199,2017,3.1713,"Pobla de Claramunt, la",081653
5200,2017,3.686,"Pla del Penedès, el",081640
5201,2017,15.7673,Pineda de Mar,081635
5202,2017,4.4316,"Hostalets de Pierola, els",081629
5203,2017,130.9792,Piera,081614
5204,2017,4.0676,Perafita,081607
5205,2017,5.8757,Olesa de Bonesvalls,081461
5206,2017,22.9723,"Papiol, el",081580
5207,2017,1.8759,Prats de Lluçanès,081712
5208,2017,75.8577,Palau-solità i Plegamans,081568
5209,2017,16.7318,Palafolls,081555
5210,2017,2.7355,Pacs del Penedès,081542
5211,2017,4.3472,Òrrius,081537
5212,2017,1.0723,Orpí,081521
5213,2017,2.8413,Oristà,081516
5214,2017,7.8486,Orís,081509
5215,2017,5.5059,Olost,081496
5216,2017,57.3637,Olivella,081483
5217,2017,98.3627,Granollers,080961
5218,2017,29.2556,Parets del Vallès,081593
5219,2017,37.0708,"Pont de Vilomara i Rocafort, el",081825
5220,2017,11.7981,Besalú,170195
5221,2017,59.4377,Sant Adrià de Besòs,081944
5222,2017,4.8671,Sant Iscle de Vallalta,081939
5223,2017,15.5149,Santpedor,081923
5224,2017,62.7779,Sallent,081918
5225,2017,1.1293,Saldes,081901
5226,2017,1.0453,Sant Pere Sallavinera,081897
5227,2017,0.0,Sagàs,081884
5228,2017,177.5596,Sabadell,081878
5229,2017,0.7916,Rubió,081859
5230,2017,69.2523,"Prat de Llobregat, el",081691
5231,2017,6.6849,Roda de Ter,081831
5232,2017,0.4922,"Prats de Rei, els",081705
5233,2017,21.163,"Roca del Vallès, la",081810
5234,2017,61.958,Ripollet,081803
5235,2017,14.2426,Rellinars,081799
5236,2017,1.5838,Rajadell,081786
5237,2017,0.0653,"Quar, la",081770
5238,2017,1.7207,Pujalt,081764
5239,2017,23.9586,Puig-reig,081751
5240,2017,1.4734,Puigdàlber,081748
5241,2017,12.0246,Premià de Mar,081727
5242,2017,47.4118,Olèrdola,081458
5243,2017,129.8997,Rubí,081846
5244,2017,15.5921,Lliçà de Vall,081081
5245,2017,62.5011,Masquefa,081192
5246,2017,18.3342,"Masnou, el",081189
5247,2017,14.2315,"Masies de Voltregà, les",081173
5248,2017,0.8202,"Masies de Roda, les",081167
5249,2017,23.7753,Martorelles,081154
5250,2017,53.7857,Martorell,081141
5251,2017,85.8811,Manresa,081136
5252,2017,17.4056,Manlleu,081120
5253,2017,0.0,Malla,081115
5254,2017,10.5194,Olesa de Montserrat,081477
5255,2017,1.0104,Lluçà,081094
5256,2017,25.27,Mediona,081228
5257,2017,76.7911,Lliçà d'Amunt,081075
5258,2017,29.6738,Llinars del Vallès,081069
5259,2017,9.6486,"Llagosta, la",081056
5260,2017,0.8157,"Llacuna, la",081043
5261,2017,8.2258,Jorba,081038
5262,2017,70.8082,Igualada,081022
5263,2017,124.638,"Hospitalet de Llobregat, l'",081017
5264,2017,9.3011,Gurb,081000
5265,2017,1.6887,Guardiola de Berguedà,080996
5266,2017,42.0725,Sant Andreu de la Barca,081960
5267,2017,19.2623,Malgrat de Mar,081108
5268,2017,1.3996,Montmajor,081326
5269,2017,4.3289,Olvan,081445
5270,2017,16.4684,Òdena,081430
5271,2017,0.5709,"Nou de Berguedà, la",081424
5272,2017,3.9279,Navàs,081419
5273,2017,19.1052,Navarcles,081402
5274,2017,2.3068,Mura,081398
5275,2017,12.0856,Moià,081385
5276,2017,0.1909,Montseny,081379
5277,2017,44.4371,Montornès del Vallès,081363
5278,2017,29.0647,Montmeló,081350
5279,2017,220.6308,Matadepera,081206
5280,2017,1.1027,Montmaneu,081332
5281,2017,95.3698,Mataró,081213
5282,2017,2.7151,Montesquiu,081311
5283,2017,0.128,Montclar,081304
5284,2017,15.29,Muntanyola,081290
5285,2017,5.5979,Monistrol de Calders,081287
5286,2017,11.0122,Monistrol de Montserrat,081271
5287,2017,37.2012,Montgat,081265
5288,2017,60.7046,Montcada i Reixac,081252
5289,2017,37.6567,Mollet del Vallès,081249
5290,2017,34.9857,Molins de Rei,081234
5291,2017,5.3295,Gualba,080977
5292,2017,3.5251,Figaró-Montmany,081347
5293,2017,0.4284,Maldà,251305
5294,2017,0.0445,"Bòrdes, Es",250576
5295,2017,12.7808,Montferrer i Castellbò,251403
5296,2017,2.7155,Montellà i Martinet,251399
5297,2017,2.1194,Montgai,251386
5298,2017,19.1809,Mollerussa,251370
5299,2017,0.0,"Molsosa, la",251364
5300,2017,5.8277,Miralcamp,251351
5301,2017,1.3963,Menàrguens,251348
5302,2017,1.6487,Maials,251333
5303,2017,2.269,Montoliu de Lleida,251425
5304,2017,5.9011,Bàscara,170160
5305,2017,1.0498,Montornès de Segarra,251431
5306,2017,1.9203,Isòvol,170849
5307,2017,2.4031,Llimiana,251288
5308,2017,0.3243,Lles de Cerdanya,251272
5309,2017,0.5515,Llavorsí,251266
5310,2017,1.7814,Llardecans,251253
5311,2017,0.0,Lladurs,251240
5312,2017,2.2188,Lladorre,251235
5313,2017,2.8448,Linyola,251229
5314,2017,0.4937,Les,251214
5315,2017,249.294,Lleida,251207
5316,2017,1.5951,Massoteres,251327
5317,2017,7.1627,Os de Balaguer,251569
5318,2017,0.5674,Bellaguarda,251706
5319,2017,1.2798,"Pobla de Cérvoles, la",251692
5320,2017,0.5523,"Poal, el",251689
5321,2017,1.2759,Pinós,251673
5322,2017,0.0,Pinell de Solsonès,251667
5323,2017,0.7782,Peramola,251654
5324,2017,1.3998,Penelles,251641
5325,2017,30.8197,"Coma i la Pedra, la",251636
5326,2017,4.1452,Conca de Dalt,251615
5327,2017,0.9127,Montoliu de Segarra,251410
