,Literal,Codi,Any,Aturats,Evolucio atur,Poblacio activa,Renda
2139,Copons,080713,2014,15.1,-4.9,,
2140,Corbera d'Ebre,430483,2014,50.6,-1.3999999999999986,,16.9
2141,Corbera de Llobregat,080728,2014,888.3,-80.10000000000002,,13.6
2142,Corbins,250788,2014,53.8,-8.200000000000003,,15.9
2143,Corçà,170577,2014,78.3,-11.600000000000009,,15.6
2144,Cornellà de Llobregat,080734,2014,7572.8,-676.6999999999998,,15.9
2145,Cornellà del Terri,170561,2014,79.5,-25.700000000000003,,13.6
2146,Cornudella de Montsant,430496,2014,49.7,-8.099999999999994,,
2147,Creixell,430509,2014,377.1,-8.0,,16.6
2148,Crespià,170583,2014,12.9,1.0999999999999996,,
2149,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,2014,64.2,-11.899999999999991,,
2150,Cubelles,080749,2014,1242.0,-106.79999999999995,,13.7
2151,Cubells,250791,2014,15.7,-0.3000000000000007,,
2152,Cunit,430516,2014,1107.8,-100.20000000000005,,11.0
2153,Darnius,170600,2014,34.8,2.0,,
2154,Das,170617,2014,3.8,-1.7999999999999998,,
2155,Deltebre,439018,2014,1147.7,-81.59999999999991,,16.4
2156,Dosrius,080752,2014,407.5,-56.10000000000002,,12.0
2157,Duesaigües,430537,2014,18.9,-7.5,,
2158,"Escala, l'",170622,2014,643.6,-21.600000000000023,,15.8
2159,Esparreguera,080765,2014,2037.2,-175.60000000000014,,14.3
2160,Espinelves,170638,2014,5.7,-1.0,,
2161,"Espluga Calba, l'",250812,2014,19.5,5.800000000000001,,
2162,"Espluga de Francolí, l'",430542,2014,258.0,1.6999999999999886,,18.5
2163,Esplugues de Llobregat,080771,2014,3275.7,-277.5,,17.0
2164,Espolla,170643,2014,13.6,-5.200000000000001,,
2165,Esponellà,170656,2014,17.8,-3.5,,
2166,Espot,250827,2014,11.0,1.0,,
2167,"Espunyola, l'",080787,2014,15.5,-3.6999999999999993,,
2168,"Esquirol, l'",082541,2014,105.8,-29.89999999999999,,13.8
2169,Estamariu,250886,2014,4.5,0.5,,
2170,"Estany, l'",080790,2014,22.4,-3.8000000000000007,,
2171,Estaràs,250851,2014,6.1,-2.700000000000001,,
2172,Esterri d'Àneu,250864,2014,34.3,-12.400000000000006,,
2173,Esterri de Cardós,250870,2014,3.1,0.3999999999999999,,
2174,Falset,430555,2014,228.2,-12.800000000000011,,13.1
2175,"Far d'Empordà, el",170059,2014,36.3,-5.700000000000003,,
2176,Farrera,250899,2014,7.3,0.0,,
2177,"Fatarella, la",430568,2014,54.8,-2.700000000000003,,
2178,"Febró, la",430574,2014,3.5,-0.7000000000000002,,
2179,Figaró-Montmany,081347,2014,110.7,1.5,,11.9
2180,Fígols,080804,2014,2.1,0.5,,
2181,Fígols i Alinyà,259084,2014,5.6,0.3999999999999994,,
2182,"Figuera, la",430580,2014,4.6,-0.7000000000000002,,
2183,Figueres,170669,2014,4439.5,-96.5,,15.9
2184,Figuerola del Camp,430593,2014,24.3,-3.599999999999998,,
2185,Flaçà,170675,2014,64.8,-8.400000000000006,,16.8
2186,Flix,430607,2014,220.9,11.099999999999994,,14.4
2187,"Floresta, la",250925,2014,6.7,-0.7000000000000002,,
2188,Fogars de la Selva,080826,2014,153.7,-25.200000000000017,,16.4
2189,Fogars de Montclús,080811,2014,24.9,2.099999999999998,,
2190,Foixà,170681,2014,8.3,1.700000000000001,,
2191,Folgueroles,080832,2014,97.3,-15.700000000000005,,17.9
2192,Fondarella,250931,2014,29.7,-3.099999999999998,,
2193,Fonollosa,080847,2014,93.8,-15.400000000000006,,15.5
2194,Fontanals de Cerdanya,170694,2014,14.6,0.2999999999999989,,
2195,Fontanilles,170708,2014,7.5,0.5,,
2196,Fontcoberta,170715,2014,46.8,-4.400000000000006,,16.3
2197,Font-rubí,080850,2014,91.2,0.4000000000000057,,15.1
2198,Foradada,250946,2014,7.1,-4.0,,
2199,Forallac,179026,2014,93.0,-11.299999999999995,,17.7
2200,Forès,430614,2014,1.3,0.1999999999999999,,
2201,Fornells de la Selva,170736,2014,83.4,-18.599999999999994,,14.9
2202,Fortià,170741,2014,34.1,2.3000000000000007,,
2203,"Franqueses del Vallès, les",080863,2014,1673.7,-141.20000000000005,,12.2
2204,Freginals,430629,2014,25.6,-2.8999999999999986,,
2205,"Fuliola, la",250962,2014,88.5,1.7000000000000028,,12.5
2206,Fulleda,250978,2014,3.1,0.0,,
2207,Gaià,080902,2014,12.5,0.5999999999999996,,
2208,"Galera, la",430635,2014,54.4,2.5,,
2209,Gallifa,080879,2014,11.7,0.6999999999999993,,
2210,Gandesa,430640,2014,210.0,-16.900000000000006,,16.3
2211,Garcia,430653,2014,30.6,-1.5,,
2212,"Garidells, els",430666,2014,6.3,-3.2,,
2213,"Garriga, la",080885,2014,1089.3,-105.40000000000008,,17.0
2214,Garrigàs,170754,2014,18.7,-0.6999999999999993,,
2215,Garrigoles,170767,2014,6.8,-1.1000000000000003,,
2216,Garriguella,170773,2014,44.9,-8.100000000000001,,
2217,Gavà,080898,2014,3691.0,-345.0,,15.7
2218,Gavet de la Conca,250984,2014,7.6,-4.1,,
2219,Gelida,080919,2014,549.0,-29.799999999999955,,13.4
2220,Ger,170789,2014,5.8,-2.6000000000000005,,
2221,Gimenells i el Pla de la Font,259123,2014,38.1,-9.1,,15.7
2222,Ginestar,430672,2014,58.9,-7.000000000000007,,15.3
2223,Girona,170792,2014,7237.8,-420.3000000000002,,13.7
2224,Gironella,080924,2014,372.8,-28.0,,15.0
2225,Gisclareny,080930,2014,0.0,-0.4,,
2226,Godall,430688,2014,42.8,-6.5,,
2227,Golmés,250997,2014,101.0,-5.900000000000006,,15.6
2228,Gombrèn,170806,2014,13.7,-0.200000000000001,,
2229,Gósol,251001,2014,7.5,2.5,,
2230,"Granada, la",080945,2014,149.8,-7.0,,15.4
2231,"Granadella, la",251018,2014,25.3,-3.8000000000000007,,
2232,Granera,080958,2014,3.5,-0.2999999999999998,,
2233,"Granja d'Escarp, la",251023,2014,52.2,-0.3999999999999986,,14.3
2234,Granollers,080961,2014,5686.2,-323.3000000000002,,18.9
2235,Granyanella,251039,2014,7.4,-0.3999999999999994,,
2236,Granyena de les Garrigues,251057,2014,8.8,1.0000000000000009,,
2237,Granyena de Segarra,251044,2014,3.2,1.7000000000000002,,
2238,Gratallops,430691,2014,10.2,2.3999999999999995,,
2239,Gualba,080977,2014,82.0,-13.599999999999994,,11.7
2240,Gualta,170813,2014,20.8,-4.0,,
2241,Guardiola de Berguedà,080996,2014,84.1,-20.5,,
2242,"Guiamets, els",430705,2014,18.9,-1.2000000000000028,,
2243,Guils de Cerdanya,170828,2014,16.7,-5.600000000000001,,
2244,Guimerà,251095,2014,13.0,-0.3000000000000007,,
2245,"Guingueta d'Àneu, la",259031,2014,10.3,-0.3999999999999986,,
2246,Guissona,251109,2014,249.1,-19.200000000000017,,15.0
2247,Guixers,251116,2014,4.1,0.6999999999999997,,
2248,Gurb,081000,2014,84.9,-19.8,,13.9
2249,Horta de Sant Joan,430712,2014,64.0,-13.200000000000005,,14.1
2250,"Hospitalet de Llobregat, l'",081017,2014,22300.3,-1392.2999999999993,,15.0
2251,"Hostalets de Pierola, els",081629,2014,227.6,-16.80000000000001,,14.5
2252,Hostalric,170834,2014,334.3,-32.39999999999998,,14.0
2253,Igualada,081022,2014,3640.2,-242.4000000000001,,10.9
2254,Isona i Conca Dellà,251155,2014,43.8,-4.800000000000004,,12.9
2255,Isòvol,170849,2014,5.7,-2.999999999999999,,
2256,Ivars d'Urgell,251137,2014,60.2,-7.599999999999994,,12.9
2257,Ivars de Noguera,251121,2014,18.9,1.099999999999998,,
2258,Ivorra,251142,2014,2.4,-0.3000000000000002,,
2259,Jafre,170852,2014,16.2,1.8999999999999984,,
2260,"Jonquera, la",170865,2014,255.3,-6.399999999999977,,14.8
2261,Jorba,081038,2014,52.6,-6.799999999999997,,
2262,Josa i Tuixén,259101,2014,2.3,-1.1,,
2263,Juià,170871,2014,12.8,-1.0,,
2264,Juncosa,251180,2014,11.2,-3.9,,
2265,Juneda,251193,2014,166.2,0.3999999999999772,,13.2
2266,Les,251214,2014,41.9,-3.800000000000004,,
2267,Linyola,251229,2014,146.3,-16.19999999999999,,13.3
2268,"Llacuna, la",081043,2014,59.8,-1.6000000000000014,,
2269,Lladó,170887,2014,34.4,-1.3000000000000045,,
2270,Lladorre,251235,2014,3.9,-2.1,,
2271,Lladurs,251240,2014,5.1,-5.0,,
2272,"Llagosta, la",081056,2014,1344.6,-161.80000000000018,,14.5
2273,Llagostera,170890,2014,620.6,-68.79999999999995,,14.7
2274,Llambilles,170904,2014,24.3,-4.699999999999999,,
2275,Llanars,170911,2014,19.8,-0.3999999999999986,,
2276,Llançà,170926,2014,306.5,-23.69999999999999,,16.6
2277,Llardecans,251253,2014,10.1,-0.5999999999999996,,
2278,Llavorsí,251266,2014,16.2,-2.3000000000000007,,
2279,Lleida,251207,2014,11243.3,-613.0,,18.3
2280,Llers,170932,2014,56.7,-5.699999999999996,,15.1
2281,Lles de Cerdanya,251272,2014,7.8,1.7000000000000002,,
2282,Lliçà d'Amunt,081075,2014,1157.0,-104.5,,12.7
2283,Lliçà de Vall,081081,2014,478.7,-45.30000000000001,,13.9
2284,Llimiana,251288,2014,9.4,-1.799999999999999,,
2285,Llinars del Vallès,081069,2014,805.7,-68.29999999999995,,10.0
2286,Llívia,170947,2014,41.8,-14.1,,12.8
2287,"Lloar, el",430727,2014,5.9,-1.5999999999999996,,
2288,Llobera,251291,2014,6.6,0.0999999999999996,,
2289,Llorac,430733,2014,6.9,-0.3999999999999994,,
2290,Llorenç del Penedès,430748,2014,172.2,-11.800000000000011,,13.8
2291,Lloret de Mar,170950,2014,2602.7,-67.30000000000018,,13.6
2292,"Llosses, les",170963,2014,12.0,2.1,,
2293,Lluçà,081094,2014,12.0,0.6999999999999993,,
2294,Maçanet de Cabrenys,171024,2014,32.3,-4.0,,
2295,Maçanet de la Selva,171030,2014,738.5,-64.10000000000002,,15.0
2296,Madremanya,170979,2014,9.0,-4.699999999999999,,
2297,Maià de Montcal,170985,2014,23.2,-2.6999999999999997,,
2298,Maials,251333,2014,33.7,-5.799999999999997,,
2299,Maldà,251305,2014,14.1,2.4000000000000004,,
2300,Malgrat de Mar,081108,2014,1576.3,-140.20000000000005,,14.8
2301,Malla,081115,2014,4.7,0.9000000000000004,,
2302,Manlleu,081120,2014,2126.2,-176.4000000000001,,16.9
2303,Manresa,081136,2014,6812.3,-255.0,,11.9
2304,Marçà,430764,2014,34.7,-5.699999999999996,,
2305,Margalef,430751,2014,6.6,0.2999999999999998,,
2306,Marganell,082423,2014,19.8,0.0,,
2307,Martorell,081141,2014,2668.6,-181.0999999999999,,15.9
2308,Martorelles,081154,2014,430.1,-49.099999999999966,,18.8
2309,Mas de Barberans,430770,2014,28.9,-5.700000000000003,,
2310,Masarac,171002,2014,14.7,4.1,,
2311,Masdenverge,430786,2014,95.9,-11.799999999999995,,14.8
2312,"Masies de Roda, les",081167,2014,42.0,-8.799999999999997,,
2313,"Masies de Voltregà, les",081173,2014,222.3,-47.599999999999966,,21.6
2314,Masllorenç,430799,2014,52.2,-1.5999999999999943,,
2315,"Masnou, el",081189,2014,1493.8,-153.4000000000001,,13.8
2316,"Masó, la",430803,2014,15.8,-2.8000000000000007,,
2317,Maspujols,430810,2014,35.3,0.0999999999999943,,
2318,Masquefa,081192,2014,762.9,-40.10000000000002,,13.7
2319,"Masroig, el",430825,2014,30.3,3.6000000000000014,,
2320,Massalcoreig,251312,2014,16.9,-0.8000000000000007,,
2321,Massanes,171019,2014,79.3,-2.9000000000000057,,
2322,Massoteres,251327,2014,7.8,-0.3999999999999994,,
2323,Matadepera,081206,2014,270.4,-43.60000000000002,,13.3
2324,Mataró,081213,2014,13641.1,-882.1999999999989,,14.1
2325,Mediona,081228,2014,173.9,1.0999999999999943,,18.6
2326,Menàrguens,251348,2014,58.1,-10.1,,
2327,Meranges,170998,2014,2.2,-0.0999999999999996,,
2328,Mieres,171058,2014,14.7,-1.6000000000000014,,
2329,"Milà, el",430831,2014,5.8,-1.5,,
2330,Miralcamp,251351,2014,72.8,-12.0,,12.5
2331,Miravet,430846,2014,35.9,-6.800000000000004,,
2332,Moià,081385,2014,343.0,-22.5,,15.3
2333,"Molar, el",430859,2014,10.8,-4.299999999999999,,
2334,Molins de Rei,081234,2014,1664.2,-144.89999999999986,,14.9
2335,Mollerussa,251370,2014,1083.6,-73.60000000000014,,15.1
2336,Mollet de Peralada,171061,2014,7.3,-0.1000000000000005,,
2337,Mollet del Vallès,081249,2014,5372.9,-593.7000000000007,,13.4
2338,Molló,171077,2014,11.1,0.6999999999999993,,
2339,"Molsosa, la",251364,2014,4.3,2.9,,
2340,Monistrol de Calders,081287,2014,49.8,-5.400000000000006,,
2341,Monistrol de Montserrat,081271,2014,245.4,-30.40000000000001,,15.5
2342,Montagut i Oix,171096,2014,47.1,1.5,,
2343,Montblanc,430862,2014,500.2,-38.599999999999966,,12.5
2344,Montbrió del Camp,430884,2014,210.8,-15.699999999999989,,18.3
2345,Montcada i Reixac,081252,2014,3177.1,-223.20000000000027,,11.2
2346,Montclar,081304,2014,3.4,0.3999999999999999,,
2347,Montellà i Martinet,251399,2014,32.1,-2.199999999999996,,
2348,Montesquiu,081311,2014,59.4,-18.800000000000004,,
2349,Montferrer i Castellbò,251403,2014,36.5,-4.200000000000003,,15.8
2350,Montferri,430897,2014,41.9,-1.2000000000000028,,
2351,Montgai,251386,2014,19.6,0.2000000000000028,,
2352,Montgat,081265,2014,815.5,-57.5,,14.7
2353,Montmajor,081326,2014,20.2,-3.6999999999999993,,
2354,Montmaneu,081332,2014,2.8,-2.5,,
2355,"Montmell, el",430901,2014,182.8,-20.0,,15.0
2356,Montmeló,081350,2014,728.8,-110.60000000000002,,12.1
2357,Montoliu de Lleida,251425,2014,24.2,4.699999999999999,,
2358,Montoliu de Segarra,251410,2014,8.7,-4.100000000000001,,
2359,Montornès de Segarra,251431,2014,3.9,-0.5000000000000004,,
2360,Montornès del Vallès,081363,2014,1744.6,-88.0,,14.4
2361,Mont-ral,430918,2014,9.4,-0.4000000000000003,,
2362,Mont-ras,171100,2014,97.5,-12.200000000000005,,12.8
2363,Mont-roig del Camp,430923,2014,1094.4,-60.39999999999986,,14.5
2364,Montseny,081379,2014,15.3,-2.3000000000000007,,
2365,Móra d'Ebre,430939,2014,481.9,-15.100000000000025,,12.6
2366,Móra la Nova,430944,2014,266.4,-1.400000000000034,,15.5
2367,"Morell, el",430957,2014,273.7,-18.0,,15.2
2368,"Morera de Montsant, la",430960,2014,6.2,-1.0999999999999996,,
2369,Muntanyola,081290,2014,43.9,4.199999999999996,,
2370,Mura,081398,2014,12.1,0.7999999999999989,,
2371,Nalec,251459,2014,3.6,1.6,,
2372,Naut Aran,250254,2014,39.9,-10.9,,14.7
2373,Navarcles,081402,2014,469.2,-60.69999999999999,,14.1
2374,Navàs,081419,2014,543.4,-48.89999999999998,,15.6
2375,Navata,171117,2014,53.7,-4.399999999999999,,16.1
2376,Navès,251462,2014,7.1,-2.8000000000000007,,
2377,"Nou de Berguedà, la",081424,2014,7.8,-1.6000000000000003,,
2378,"Nou de Gaià, la",430976,2014,27.3,-2.8000000000000007,,
2379,Nulles,430982,2014,20.2,-4.400000000000002,,
2380,Odèn,251484,2014,1.7,0.3999999999999999,,
2381,Òdena,081430,2014,343.9,-31.600000000000023,,15.4
2382,Ogassa,171122,2014,9.7,0.0,,
2383,Olèrdola,081458,2014,249.2,-25.900000000000038,,14.5
2384,Olesa de Bonesvalls,081461,2014,124.8,-7.600000000000008,,15.7
2385,Olesa de Montserrat,081477,2014,2154.4,-175.0999999999999,,15.5
2386,Oliana,251497,2014,104.7,-6.099999999999994,,14.8
2387,Oliola,251500,2014,3.9,-1.4,,
2388,Olius,251517,2014,28.5,-16.299999999999997,,
2389,Olivella,081483,2014,282.6,-34.19999999999999,,13.7
2390,Olost,081496,2014,74.7,-8.0,,11.6
2391,Olot,171143,2014,2226.4,-157.19999999999982,,13.5
2392,"Oluges, les",251522,2014,4.8,0.7000000000000002,,
2393,Olvan,081445,2014,74.5,-13.200000000000005,,
2394,"Omellons, els",251538,2014,8.5,-3.9,,
2395,"Omells de na Gaia, els",251543,2014,4.7,1.3000000000000005,,
2396,Ordis,171156,2014,19.0,1.3000000000000007,,
2397,Organyà,251556,2014,30.2,-2.000000000000004,,
2398,Orís,081509,2014,16.4,-1.8000000000000007,,
2399,Oristà,081516,2014,31.8,-7.800000000000001,,
2400,Orpí,081521,2014,8.0,0.7999999999999998,,
2401,Òrrius,081537,2014,36.1,-8.899999999999999,,
2402,Os de Balaguer,251569,2014,43.8,-4.800000000000004,,14.5
2403,Osor,171169,2014,37.0,2.1000000000000014,,
2404,Ossó de Sió,251575,2014,7.8,-0.5000000000000009,,
2405,Pacs del Penedès,081542,2014,63.3,-4.0,,
2406,Palafolls,081555,2014,758.0,-88.79999999999995,,11.5
2407,Palafrugell,171175,2014,2119.3,-130.5,,16.7
2408,Palamós,171181,2014,1423.8,-90.60000000000014,,16.5
2409,"Palau d'Anglesola, el",251581,2014,73.6,-17.5,,17.9
2410,Palau de Santa Eulàlia,171194,2014,0.9,-0.0999999999999999,,
2411,Palau-sator,171215,2014,9.4,-1.299999999999999,,
2412,Palau-saverdera,171208,2014,68.7,-2.0,,17.1
2413,Palau-solità i Plegamans,081568,2014,1132.3,-61.100000000000136,,15.1
2414,"Pallaresos, els",431009,2014,274.7,-16.69999999999999,,15.9
2415,Pallejà,081574,2014,781.9,-60.39999999999998,,16.4
2416,"Palma d'Ebre, la",430995,2014,14.5,-2.3000000000000007,,
2417,"Palma de Cervelló, la",089058,2014,227.5,6.099999999999994,,14.3
2418,Palol de Revardit,171236,2014,9.5,-9.4,,
2419,Pals,171241,2014,99.8,-3.799999999999997,,16.4
2420,"Papiol, el",081580,2014,306.8,-23.09999999999997,,10.4
2421,Pardines,171254,2014,0.6,-0.0999999999999999,,
2422,Parets del Vallès,081593,2014,1499.8,-146.0,,13.9
2423,Parlavà,171267,2014,16.2,-2.900000000000002,,
2424,Passanant i Belltall,431016,2014,7.5,0.2000000000000001,,
2425,Pau,171289,2014,25.2,-4.900000000000002,,
2426,Paüls,431021,2014,38.4,-1.6000000000000014,,
2427,Pedret i Marzà,171292,2014,13.3,-2.8999999999999986,,
2428,Penelles,251641,2014,16.0,2.5,,
2429,"Pera, la",171306,2014,16.3,-0.0999999999999978,,
2430,Perafita,081607,2014,27.2,3.1999999999999997,,
2431,Perafort,431037,2014,80.8,3.200000000000003,,12.9
2432,Peralada,171328,2014,63.7,-6.599999999999994,,13.3
2433,Peramola,251654,2014,9.3,-1.1999999999999993,,
2434,"Perelló, el",431042,2014,170.6,-2.5,,13.8
2435,Piera,081614,2014,1603.9,-54.09999999999991,,16.1
2436,"Piles, les",431055,2014,6.9,-4.4,,
2437,Pineda de Mar,081635,2014,2849.5,-179.69999999999982,,15.1
2438,"Pinell de Brai, el",431068,2014,61.8,-1.2000000000000028,,
2439,Pinell de Solsonès,251667,2014,0.8,-0.7,,
2440,Pinós,251673,2014,7.1,-3.1,,
2441,Pira,431074,2014,29.1,-1.599999999999998,,
2442,"Pla de Santa Maria, el",431080,2014,222.3,-7.799999999999983,,17.1
2443,"Pla del Penedès, el",081640,2014,71.9,-3.899999999999992,,11.0
2444,"Planes d'Hostoles, les",171334,2014,94.0,-21.3,,13.6
2445,Planoles,171349,2014,16.9,-1.3000000000000007,,
2446,"Plans de Sió, els",259118,2014,17.9,-6.600000000000001,,
2447,"Poal, el",251689,2014,28.0,0.6999999999999993,,
2448,"Pobla de Cérvoles, la",251692,2014,11.7,0.2999999999999989,,
2449,"Pobla de Claramunt, la",081653,2014,183.3,-27.099999999999994,,15.2
2450,"Pobla de Lillet, la",081666,2014,96.6,-13.100000000000009,,15.6
2451,"Pobla de Mafumet, la",431093,2014,253.4,-0.799999999999983,,14.5
2452,"Pobla de Massaluca, la",431107,2014,14.2,0.7999999999999989,,
2453,"Pobla de Montornès, la",431114,2014,261.0,-23.0,,13.3
2454,"Pobla de Segur, la",251713,2014,213.4,-1.9000000000000057,,14.1
2455,Poboleda,431129,2014,20.2,-2.6999999999999997,,
2456,Polinyà,081672,2014,698.8,-91.60000000000002,,15.2
2457,"Pont d'Armentera, el",431135,2014,53.6,-6.100000000000001,,
2458,"Pont de Bar, el",250306,2014,8.0,-1.4000000000000004,,
2459,Pont de Molins,171352,2014,32.5,-2.5,,
2460,"Pont de Suert, el",251734,2014,108.8,-15.600000000000009,,15.5
2461,"Pont de Vilomara i Rocafort, el",081825,2014,356.2,-59.19999999999999,,16.6
2462,Pontils,431418,2014,5.6,1.3999999999999997,,
2463,Pontons,081688,2014,49.0,-2.700000000000003,,
2464,Pontós,171365,2014,13.0,-0.0999999999999996,,
2465,Ponts,251728,2014,187.1,-10.200000000000015,,15.6
2466,Porqueres,171371,2014,181.8,-1.1999999999999886,,19.2
2467,Porrera,431140,2014,13.8,-6.699999999999999,,
2468,"Port de la Selva, el",171404,2014,40.8,-2.700000000000003,,
2469,Portbou,171387,2014,61.5,6.799999999999997,,16.6
2470,"Portella, la",251749,2014,28.2,-1.400000000000002,,
2471,Pradell de la Teixeta,431153,2014,6.8,-1.2000000000000002,,
2472,Prades,431166,2014,26.0,1.1999999999999993,,
2473,Prat de Comte,431172,2014,9.3,0.1000000000000014,,
2474,"Prat de Llobregat, el",081691,2014,5554.7,-412.1000000000004,,15.6
2475,Pratdip,431188,2014,53.2,3.0,,
2476,Prats de Lluçanès,081712,2014,172.3,-27.0,,12.0
2477,"Prats de Rei, els",081705,2014,25.3,-11.2,,
2478,Prats i Sansor,251752,2014,7.1,0.0,,
2479,Preixana,251765,2014,17.7,-1.8000000000000007,,
2480,Preixens,251771,2014,28.8,-1.6999999999999993,,
2481,Premià de Dalt,082303,2014,742.7,-31.09999999999991,,13.2
2482,Premià de Mar,081727,2014,2598.3,-157.39999999999964,,15.7
2483,"Preses, les",171390,2014,71.8,-7.799999999999997,,13.8
2484,Prullans,251790,2014,8.2,-0.6000000000000014,,
2485,Puigcerdà,171411,2014,457.9,-82.30000000000007,,16.1
2486,Puigdàlber,081748,2014,34.9,-3.1000000000000014,,
2487,Puiggròs,251804,2014,22.2,2.099999999999998,,
2488,Puigpelat,431191,2014,95.8,0.2000000000000028,,13.8
2489,Puig-reig,081751,2014,291.4,-40.30000000000001,,15.1
2490,Puigverd d'Agramunt,251811,2014,11.3,2.9000000000000004,,
2491,Puigverd de Lleida,251826,2014,70.7,-9.399999999999991,,16.0
2492,Pujalt,081764,2014,4.6,0.7999999999999998,,
2493,"Quar, la",081770,2014,3.1,0.7000000000000002,,
2494,Quart,171426,2014,190.3,-30.599999999999994,,14.8
2495,Queralbs,170433,2014,5.1,-0.6000000000000005,,
2496,Querol,431205,2014,54.3,1.2999999999999972,,
2497,Rabós,171432,2014,7.0,-0.2999999999999998,,
2498,Rajadell,081786,2014,23.0,-0.1999999999999993,,
2499,Rasquera,431212,2014,45.7,-2.799999999999997,,
2500,Regencós,171447,2014,13.0,-2.6,,
2501,Rellinars,081799,2014,68.7,-1.3999999999999917,,
2502,Renau,431227,2014,6.8,-0.6000000000000005,,
2503,Reus,431233,2014,10086.7,-375.6999999999989,,15.0
2504,Rialp,251832,2014,41.3,7.599999999999994,,
2505,"Riba, la",431248,2014,32.1,-13.6,,
2506,Riba-roja d'Ebre,431251,2014,79.8,-4.299999999999997,,15.7
2507,Ribera d'Ondara,259059,2014,19.6,-5.5,,
2508,Ribera d'Urgellet,251850,2014,41.7,-5.299999999999997,,
2509,Ribes de Freser,171450,2014,87.7,-8.0,,15.1
2510,Riells i Viabrea,171463,2014,398.0,-38.19999999999999,,14.3
2511,"Riera de Gaià, la",431264,2014,109.4,-3.3999999999999915,,14.0
2512,Riner,251863,2014,12.8,-0.0999999999999996,,
2513,Ripoll,171479,2014,796.6,-70.5,,14.3
2514,Ripollet,081803,2014,3713.9,-325.9000000000001,,16.7
2515,Riu de Cerdanya,259139,2014,1.4,0.0,,
2516,Riudarenes,171485,2014,177.3,16.600000000000023,,12.9
2517,Riudaura,171498,2014,21.6,-4.599999999999998,,
2518,Riudecanyes,431270,2014,81.1,1.2999999999999972,,17.0
2519,Riudecols,431286,2014,77.2,-20.099999999999994,,13.5
2520,Riudellots de la Selva,171501,2014,89.9,-5.699999999999989,,15.0
2521,Riudoms,431299,2014,473.1,-41.19999999999993,,12.5
2522,Riumors,171518,2014,10.6,-1.200000000000001,,
2523,"Roca del Vallès, la",081810,2014,734.1,-91.60000000000002,,11.0
2524,Rocafort de Queralt,431303,2014,14.2,-4.5,,
2525,Roda de Berà,431310,2014,584.8,-20.700000000000045,,13.8
