,Literal,Codi,Any,Evolucio atur
4309,Palau-sator,171215,2017,-4.4
4310,Palau-saverdera,171208,2017,-4.200000000000003
4311,Palau-solità i Plegamans,081568,2017,-109.5
4312,"Pallaresos, els",431009,2017,-24.30000000000001
4313,Pallejà,081574,2017,-86.70000000000005
4314,"Palma d'Ebre, la",430995,2017,-5.199999999999999
4315,"Palma de Cervelló, la",089058,2017,-8.400000000000006
4316,Palol de Revardit,171236,2017,-4.700000000000001
4317,Pals,171241,2017,-3.4000000000000057
4318,"Papiol, el",081580,2017,-28.399999999999977
4319,Pardines,171254,2017,0.3
4320,Parets del Vallès,081593,2017,-161.70000000000005
4321,Parlavà,171267,2017,-4.0
4322,Passanant i Belltall,431016,2017,-2.0
4323,Pau,171289,2017,3.5
4324,Paüls,431021,2017,-10.099999999999998
4325,Pedret i Marzà,171292,2017,-3.9
4326,Penelles,251641,2017,-3.6000000000000014
4327,"Pera, la",171306,2017,-4.399999999999999
4328,Perafita,081607,2017,-5.200000000000001
4329,Perafort,431037,2017,-5.899999999999999
4330,Peralada,171328,2017,-8.5
4331,Peramola,251654,2017,1.0
4332,"Perelló, el",431042,2017,-25.700000000000017
4333,Piera,081614,2017,-109.20000000000005
4334,"Piles, les",431055,2017,0.0
4335,Pineda de Mar,081635,2017,-226.20000000000027
4336,"Pinell de Brai, el",431068,2017,2.6000000000000014
4337,Pinell de Solsonès,251667,2017,0.7999999999999998
4338,Pinós,251673,2017,-0.1
4339,Pira,431074,2017,-1.6000000000000014
4340,"Pla de Santa Maria, el",431080,2017,-29.0
4341,"Pla del Penedès, el",081640,2017,-12.9
4342,"Planes d'Hostoles, les",171334,2017,0.2000000000000028
4343,Planoles,171349,2017,-2.799999999999999
4344,"Plans de Sió, els",259118,2017,-1.799999999999999
4345,"Poal, el",251689,2017,-8.7
4346,"Pobla de Cérvoles, la",251692,2017,-1.0
4347,"Pobla de Claramunt, la",081653,2017,-1.5
4348,"Pobla de Lillet, la",081666,2017,-8.199999999999996
4349,"Pobla de Mafumet, la",431093,2017,17.69999999999999
4350,"Pobla de Massaluca, la",431107,2017,-3.299999999999999
4351,"Pobla de Montornès, la",431114,2017,-15.899999999999975
4352,"Pobla de Segur, la",251713,2017,-34.79999999999998
4353,Poboleda,431129,2017,-1.400000000000002
4354,Polinyà,081672,2017,-55.39999999999998
4355,"Pont d'Armentera, el",431135,2017,-12.700000000000005
4356,"Pont de Bar, el",250306,2017,-2.4000000000000004
4357,Pont de Molins,171352,2017,-7.300000000000001
4358,"Pont de Suert, el",251734,2017,-18.80000000000001
4359,"Pont de Vilomara i Rocafort, el",081825,2017,-21.0
4360,Pontils,431418,2017,-1.7000000000000002
4361,Pontons,081688,2017,-13.5
4362,Pontós,171365,2017,-0.4000000000000003
4363,Ponts,251728,2017,-28.60000000000001
4364,Porqueres,171371,2017,-14.299999999999985
4365,Porrera,431140,2017,-2.4000000000000004
4366,"Port de la Selva, el",171404,2017,-3.0
4367,Portbou,171387,2017,-14.599999999999994
4368,"Portella, la",251749,2017,-8.3
4369,Pradell de la Teixeta,431153,2017,-2.9000000000000004
4370,Prades,431166,2017,2.0
4371,Prat de Comte,431172,2017,0.0
4372,"Prat de Llobregat, el",081691,2017,-557.1000000000004
4373,Pratdip,431188,2017,-2.200000000000003
4374,Prats de Lluçanès,081712,2017,-18.8
4375,"Prats de Rei, els",081705,2017,-2.6999999999999997
4376,Prats i Sansor,251752,2017,-2.4000000000000004
4377,Preixana,251765,2017,-2.4000000000000004
4378,Preixens,251771,2017,3.1999999999999997
4379,Premià de Dalt,082303,2017,-83.19999999999999
4380,Premià de Mar,081727,2017,-215.0999999999999
4381,"Preses, les",171390,2017,-12.9
4382,Prullans,251790,2017,-0.7999999999999998
4383,Puigcerdà,171411,2017,-34.19999999999999
4384,Puigdàlber,081748,2017,-2.200000000000003
4385,Puiggròs,251804,2017,-2.6000000000000014
4386,Puigpelat,431191,2017,-13.399999999999991
4387,Puig-reig,081751,2017,-21.0
4388,Puigverd d'Agramunt,251811,2017,-3.999999999999999
4389,Puigverd de Lleida,251826,2017,-14.699999999999996
4390,Pujalt,081764,2017,0.5
4391,"Quar, la",081770,2017,2.3
4392,Quart,171426,2017,-21.200000000000017
4393,Queralbs,170433,2017,0.8000000000000007
4394,Querol,431205,2017,-1.7000000000000028
4395,Rabós,171432,2017,-1.2000000000000002
4396,Rajadell,081786,2017,0.2999999999999989
4397,Rasquera,431212,2017,-5.699999999999999
4398,Regencós,171447,2017,1.9000000000000004
4399,Rellinars,081799,2017,-8.100000000000001
4400,Renau,431227,2017,-0.8999999999999999
4401,Reus,431233,2017,-880.4000000000005
4402,Rialp,251832,2017,-0.3000000000000007
4403,"Riba, la",431248,2017,-1.1000000000000014
4404,Riba-roja d'Ebre,431251,2017,-3.700000000000003
4405,Ribera d'Ondara,259059,2017,-2.0
4406,Ribera d'Urgellet,251850,2017,-10.400000000000002
4407,Ribes de Freser,171450,2017,-7.299999999999997
4408,Riells i Viabrea,171463,2017,-15.199999999999989
4409,"Riera de Gaià, la",431264,2017,2.6000000000000085
4410,Riner,251863,2017,0.8999999999999995
4411,Ripoll,171479,2017,-63.39999999999998
4412,Ripollet,081803,2017,-410.2999999999997
4413,Riu de Cerdanya,259139,2017,-0.5
4414,Riudarenes,171485,2017,-6.899999999999992
4415,Riudaura,171498,2017,-4.199999999999999
4416,Riudecanyes,431270,2017,-16.299999999999997
4417,Riudecols,431286,2017,-5.199999999999996
4418,Riudellots de la Selva,171501,2017,-8.600000000000009
4419,Riudoms,431299,2017,-27.69999999999999
4420,Riumors,171518,2017,-0.3999999999999994
4421,"Roca del Vallès, la",081810,2017,-83.10000000000002
4422,Rocafort de Queralt,431303,2017,-1.5
4423,Roda de Berà,431310,2017,-59.5
4424,Roda de Ter,081831,2017,-52.10000000000002
4425,Rodonyà,431325,2017,-5.099999999999998
4426,Roquetes,431331,2017,-110.40000000000003
4427,Roses,171523,2017,-115.30000000000018
4428,Rosselló,251898,2017,-11.300000000000011
4429,"Rourell, el",431346,2017,1.3999999999999986
4430,Rubí,081846,2017,-737.3000000000002
4431,Rubió,081859,2017,3.3
4432,Rupià,171539,2017,1.0999999999999996
4433,Rupit i Pruit,089019,2017,-0.2999999999999998
4434,Sabadell,081878,2017,-1511.1000000000004
4435,Sagàs,081884,2017,0.6000000000000001
4436,Salàs de Pallars,251902,2017,-3.0
4437,Saldes,081901,2017,-1.3000000000000007
4438,Sales de Llierca,171544,2017,-0.9000000000000004
4439,Sallent,081918,2017,-36.89999999999998
4440,Salomó,431359,2017,-2.900000000000002
4441,Salou,439057,2017,-134.5999999999999
4442,Salt,171557,2017,-350.0
4443,Sanaüja,251919,2017,-2.1
4444,Sant Adrià de Besòs,081944,2017,-355.1999999999998
4445,Sant Agustí de Lluçanès,081957,2017,0.4999999999999999
4446,Sant Andreu de la Barca,081960,2017,-274.29999999999995
4447,Sant Andreu de Llavaneres,081976,2017,-33.69999999999999
4448,Sant Andreu Salou,171576,2017,1.4999999999999998
4449,Sant Aniol de Finestres,171833,2017,-5.899999999999999
4450,Sant Antoni de Vilamajor,081982,2017,-24.69999999999999
4451,Sant Bartomeu del Grau,081995,2017,-14.9
4452,Sant Boi de Llobregat,082009,2017,-865.8000000000002
4453,Sant Boi de Lluçanès,082016,2017,-3.899999999999999
4454,Sant Carles de la Ràpita,431362,2017,-99.0
4455,Sant Cebrià de Vallalta,082037,2017,-26.19999999999999
4456,Sant Celoni,082021,2017,-123.5
4457,Sant Climent de Llobregat,082042,2017,-24.90000000000001
4458,Sant Climent Sescebes,171582,2017,-2.3999999999999986
4459,Sant Cugat del Vallès,082055,2017,-392.6999999999998
4460,Sant Cugat Sesgarrigues,082068,2017,-11.5
4461,Sant Esteve de la Sarga,251961,2017,0.7000000000000002
4462,Sant Esteve de Palautordera,082074,2017,0.7000000000000028
4463,Sant Esteve Sesrovires,082080,2017,-43.900000000000034
4464,Sant Feliu de Buixalleu,171595,2017,-7.5
4465,Sant Feliu de Codines,082107,2017,-31.600000000000023
4466,Sant Feliu de Guíxols,171609,2017,-131.89999999999986
4467,Sant Feliu de Llobregat,082114,2017,-369.8000000000002
4468,Sant Feliu de Pallerols,171616,2017,-3.200000000000003
4469,Sant Feliu Sasserra,082129,2017,-5.099999999999998
4470,Sant Ferriol,171621,2017,2.1
4471,Sant Fost de Campsentelles,082093,2017,-54.0
4472,Sant Fruitós de Bages,082135,2017,-62.5
4473,Sant Gregori,171637,2017,-5.1000000000000085
4474,Sant Guim de Freixenet,251924,2017,-5.5
4475,Sant Guim de la Plana,251977,2017,-1.3
4476,Sant Hilari Sacalm,171642,2017,-5.699999999999989
4477,Sant Hipòlit de Voltregà,082153,2017,-26.5
4478,Sant Iscle de Vallalta,081939,2017,-8.399999999999991
4479,Sant Jaume d'Enveja,439023,2017,-35.70000000000002
4480,Sant Jaume de Frontanyà,082166,2017,0.9
4481,Sant Jaume de Llierca,171655,2017,-7.599999999999998
4482,Sant Jaume dels Domenys,431378,2017,-19.80000000000001
4483,Sant Joan de les Abadesses,171674,2017,-13.599999999999994
4484,Sant Joan de Mollet,171680,2017,1.1000000000000014
4485,Sant Joan de Vilatorrada,082188,2017,-88.70000000000005
4486,Sant Joan Despí,082172,2017,-234.5
4487,Sant Joan les Fonts,171851,2017,-17.0
4488,Sant Jordi Desvalls,171668,2017,4.5
4489,Sant Julià de Cerdanyola,089030,2017,-1.0999999999999996
4490,Sant Julià de Ramis,171693,2017,-24.40000000000001
4491,Sant Julià de Vilatorta,082205,2017,-12.299999999999995
4492,Sant Julià del Llor i Bonmatí,179032,2017,-3.6000000000000085
4493,Sant Just Desvern,082212,2017,-68.60000000000002
4494,Sant Llorenç d'Hortons,082227,2017,-9.099999999999994
4495,Sant Llorenç de la Muga,171714,2017,3.3999999999999995
4496,Sant Llorenç de Morunys,251930,2017,-8.8
4497,Sant Llorenç Savall,082233,2017,-9.100000000000009
4498,Sant Martí d'Albars,082251,2017,0.5999999999999996
4499,Sant Martí de Centelles,082248,2017,-6.700000000000003
4500,Sant Martí de Llémena,171729,2017,-5.0
4501,Sant Martí de Riucorb,259025,2017,-4.399999999999999
4502,Sant Martí de Tous,082264,2017,0.1000000000000014
4503,Sant Martí Sarroca,082270,2017,-6.5
4504,Sant Martí Sesgueioles,082286,2017,-5.1
4505,Sant Martí Vell,171735,2017,-0.5
4506,Sant Mateu de Bages,082299,2017,-7.300000000000001
4507,Sant Miquel de Campmajor,171740,2017,-0.5
4508,Sant Miquel de Fluvià,171753,2017,-4.299999999999997
4509,Sant Mori,171766,2017,1.7000000000000002
4510,Sant Pau de Segúries,171772,2017,-3.8000000000000007
4511,Sant Pere de Ribes,082310,2017,-303.5
4512,Sant Pere de Riudebitlles,082325,2017,-9.400000000000006
4513,Sant Pere de Torelló,082331,2017,-16.200000000000003
4514,Sant Pere de Vilamajor,082346,2017,-14.0
4515,Sant Pere Pescador,171788,2017,-6.700000000000003
4516,Sant Pere Sallavinera,081897,2017,-0.9000000000000001
4517,Sant Pol de Mar,082359,2017,-13.799999999999985
4518,Sant Quintí de Mediona,082362,2017,-20.599999999999994
4519,Sant Quirze de Besora,082378,2017,-7.200000000000003
4520,Sant Quirze del Vallès,082384,2017,-98.30000000000008
4521,Sant Quirze Safaja,082397,2017,-1.5
4522,Sant Ramon,251945,2017,-3.0
4523,Sant Sadurní d'Anoia,082401,2017,-63.69999999999993
4524,Sant Sadurní d'Osormort,082418,2017,-0.7000000000000002
4525,Sant Salvador de Guardiola,080983,2017,-20.200000000000017
4526,Sant Vicenç de Castellet,082628,2017,-90.0
4527,Sant Vicenç de Montalt,082649,2017,-10.0
4528,Sant Vicenç de Torelló,082652,2017,-13.400000000000006
4529,Sant Vicenç dels Horts,082634,2017,-361.1999999999998
4530,Santa Bàrbara,431384,2017,-22.49999999999997
4531,Santa Cecília de Voltregà,082439,2017,-0.1000000000000005
4532,Santa Coloma de Cervelló,082444,2017,-48.5
4533,Santa Coloma de Farners,171805,2017,-111.0
4534,Santa Coloma de Gramenet,082457,2017,-1108.0
4535,Santa Coloma de Queralt,431397,2017,-33.10000000000002
4536,Santa Cristina d'Aro,171812,2017,-31.200000000000017
4537,Santa Eugènia de Berga,082460,2017,-17.0
4538,Santa Eulàlia de Riuprimer,082476,2017,-8.900000000000006
4539,Santa Eulàlia de Ronçana,082482,2017,-30.400000000000038
4540,Santa Fe del Penedès,082495,2017,-2.8999999999999986
4541,Santa Llogaia d'Àlguema,171827,2017,-1.400000000000002
4542,Santa Margarida de Montbui,082508,2017,-77.39999999999998
4543,Santa Margarida i els Monjos,082515,2017,-53.89999999999998
4544,Santa Maria d'Oló,082589,2017,-1.6000000000000014
4545,Santa Maria de Besora,082536,2017,-0.0999999999999996
4546,Santa Maria de Martorelles,082567,2017,-8.0
4547,Santa Maria de Merlès,082554,2017,0.5
4548,Santa Maria de Miralles,082573,2017,-2.7
4549,Santa Maria de Palautordera,082592,2017,-62.0
4550,Santa Oliva,431401,2017,-32.0
4551,Santa Pau,171848,2017,-5.899999999999999
4552,Santa Perpètua de Mogoda,082606,2017,-213.5
4553,Santa Susanna,082613,2017,-12.899999999999975
4554,Santpedor,081923,2017,-34.30000000000001
4555,Sarral,431423,2017,-15.899999999999991
4556,Sarrià de Ter,171864,2017,-39.900000000000006
4557,Sarroca de Bellera,252017,2017,-1.5
4558,Sarroca de Lleida,252000,2017,-2.3
4559,"Saus, Camallera i Llampaies",171870,2017,-2.400000000000002
4560,Savallà del Comtat,431439,2017,-0.2999999999999999
4561,"Secuita, la",431444,2017,-0.0999999999999943
4562,"Selva de Mar, la",171886,2017,0.4000000000000003
4563,"Selva del Camp, la",431457,2017,-38.39999999999998
4564,Senan,431460,2017,-1.7000000000000002
4565,"Sénia, la",430445,2017,-59.79999999999996
4566,Senterada,252022,2017,-0.3000000000000007
4567,"Sentiu de Sió, la",250352,2017,-3.1999999999999997
4568,Sentmenat,082671,2017,-47.10000000000002
4569,Serinyà,171903,2017,-7.4999999999999964
4570,Seròs,252043,2017,-7.099999999999994
4571,Serra de Daró,171910,2017,2.8000000000000003
4572,Setcases,171925,2017,-0.3999999999999999
4573,"Seu d'Urgell, la",252038,2017,-52.29999999999996
4574,Seva,082690,2017,-14.0
4575,Sidamon,252056,2017,-5.9999999999999964
4576,Sils,171931,2017,-60.69999999999999
4577,Sitges,082704,2017,-115.5
4578,Siurana,170524,2017,-0.8999999999999999
4579,Sobremunt,082711,2017,1.2999999999999998
4580,"Soleràs, el",252069,2017,1.0
4581,Solivella,431476,2017,1.200000000000001
4582,Solsona,252075,2017,-81.80000000000007
4583,Sora,082726,2017,1.0999999999999996
4584,Soriguera,252081,2017,-2.1999999999999997
4585,Sort,252094,2017,-5.1000000000000085
4586,Soses,252108,2017,-2.6000000000000085
4587,Subirats,082732,2017,-13.499999999999986
4588,Sudanell,252115,2017,-9.7
4589,Sunyer,252120,2017,-3.6000000000000005
4590,Súria,082747,2017,-42.29999999999996
4591,Susqueda,171946,2017,-2.8
4592,Tagamanent,082763,2017,1.099999999999998
4593,Talamanca,082779,2017,3.9
4594,Talarn,252154,2017,1.0
4595,Talavera,252167,2017,-1.2999999999999998
4596,"Tallada d'Empordà, la",171959,2017,-1.3000000000000007
4597,Taradell,082785,2017,-37.60000000000002
4598,Tarragona,431482,2017,-748.0
4599,Tàrrega,252173,2017,-122.0
4600,Tarrés,252189,2017,0.2000000000000001
4601,Tarroja de Segarra,252192,2017,0.7999999999999998
4602,Tavèrnoles,082750,2017,2.8000000000000007
4603,Tavertet,082802,2017,-1.8000000000000007
4604,Teià,082819,2017,-11.899999999999975
4605,Térmens,252206,2017,-4.200000000000003
4606,Terrades,171962,2017,-0.200000000000001
4607,Terrassa,082798,2017,-2317.300000000001
4608,Tiana,082824,2017,-61.900000000000034
4609,Tírvia,252213,2017,-0.7000000000000002
4610,Tiurana,252228,2017,0.0
4611,Tivenys,431495,2017,-4.799999999999997
4612,Tivissa,431508,2017,-19.700000000000003
4613,Tona,082830,2017,-35.900000000000034
4614,Torà,252234,2017,-7.299999999999997
4615,Tordera,082845,2017,-153.0
4616,Torelló,082858,2017,-113.60000000000002
4617,"Torms, els",252249,2017,-0.3999999999999994
4618,Tornabous,252252,2017,-9.200000000000005
4619,"Torre de Cabdella, la",252271,2017,1.0
4620,"Torre de Claramunt, la",082861,2017,-23.5
4621,"Torre de Fontaubella, la",431515,2017,0.6999999999999993
4622,"Torre de l'Espanyol, la",431520,2017,-2.699999999999996
4623,Torrebesses,252265,2017,-3.8
4624,Torredembarra,431536,2017,-71.29999999999995
4625,Torrefarrera,252287,2017,-10.799999999999985
4626,Torrefeta i Florejacs,259078,2017,-4.5
4627,Torregrossa,252304,2017,-5.0
4628,Torrelameu,252311,2017,-8.899999999999999
4629,Torrelavit,082877,2017,-6.300000000000004
4630,Torrelles de Foix,082883,2017,-19.200000000000017
4631,Torrelles de Llobregat,082896,2017,-53.70000000000002
4632,Torrent,171978,2017,-0.4000000000000003
4633,Torres de Segre,252326,2017,0.200000000000017
4634,Torre-serona,252332,2017,-2.9000000000000004
4635,Torroella de Fluvià,171984,2017,-7.100000000000001
4636,Torroella de Montgrí,171997,2017,-47.599999999999966
4637,Torroja del Priorat,431541,2017,-1.9000000000000004
4638,Tortellà,172001,2017,-1.0
4639,Tortosa,431554,2017,-308.9000000000001
4640,Toses,172018,2017,0.2999999999999998
4641,Tossa de Mar,172023,2017,-14.600000000000025
4642,Tremp,252347,2017,-53.39999999999998
4643,Ullà,172044,2017,-14.600000000000009
4644,Ullastrell,082900,2017,-6.399999999999992
4645,Ullastret,172057,2017,-2.9000000000000004
4646,Ulldecona,431567,2017,-50.69999999999999
4647,Ulldemolins,431573,2017,-5.5
4648,Ultramort,172039,2017,0.2999999999999998
4649,Urús,172060,2017,-0.7999999999999998
4650,Vacarisses,082917,2017,-79.0
4651,"Vajol, la",170144,2017,-1.6000000000000003
4652,"Vall d'en Bas, la",172076,2017,-11.299999999999995
4653,"Vall de Bianya, la",172082,2017,-6.100000000000001
4654,"Vall de Boí, la",250432,2017,-1.200000000000001
4655,Vall de Cardós,259010,2017,0.3000000000000007
4656,Vallbona d'Anoia,082922,2017,-4.700000000000003
4657,Vallbona de les Monges,252385,2017,-3.8
4658,Vallcebre,082938,2017,0.1000000000000014
4659,Vallclara,431589,2017,-0.5
4660,Vallfogona de Balaguer,252402,2017,-15.200000000000005
4661,Vallfogona de Ripollès,171707,2017,-2.1999999999999997
4662,Vallfogona de Riucorb,431592,2017,-1.2000000000000002
4663,Vallgorguina,082943,2017,-16.799999999999983
4664,Vallirana,082956,2017,-72.69999999999993
4665,Vall-llobrega,172095,2017,-7.399999999999999
4666,Vallmoll,431606,2017,-1.2999999999999972
4667,Vallromanes,082969,2017,-1.6000000000000083
4668,Valls,431613,2017,-159.29999999999995
4669,"Valls d'Aguilar, les",259062,2017,-4.4
4670,"Valls de Valira, les",252398,2017,0.0
4671,Vandellòs i l'Hospitalet de l'Infant,431628,2017,-27.900000000000038
4672,"Vansa i Fórnols, la",259097,2017,-0.8999999999999986
4673,Veciana,082975,2017,0.4999999999999998
4674,"Vendrell, el",431634,2017,-371.0
4675,Ventalló,172109,2017,-0.3000000000000007
4676,Verdú,252424,2017,-12.099999999999998
4677,Verges,172116,2017,-8.600000000000001
4678,Vespella de Gaià,431649,2017,-10.299999999999995
4679,Vic,082981,2017,-397.9000000000001
4680,Vidrà,172121,2017,-1.1000000000000003
4681,Vidreres,172137,2017,-73.89999999999998
4682,Vielha e Mijaran,252430,2017,-24.799999999999983
4683,Vilabella,431652,2017,-2.3000000000000043
4684,Vilabertran,172142,2017,-9.400000000000002
4685,Vilablareix,172155,2017,-10.299999999999995
4686,Vilada,082994,2017,-5.0
4687,Viladamat,172174,2017,0.1999999999999993
4688,Viladasens,172168,2017,1.6000000000000003
4689,Viladecans,083015,2017,-588.3999999999996
4690,Viladecavalls,083008,2017,-72.79999999999995
4691,Vilademuls,172180,2017,-4.199999999999999
4692,Viladrau,172207,2017,-2.1
4693,Vilafant,172214,2017,-13.200000000000015
4694,Vilafranca del Penedès,083054,2017,-469.3000000000002
4695,Vilagrassa,252445,2017,-1.0
4696,Vilajuïga,172235,2017,-1.5999999999999943
4697,Vilalba dels Arcs,431750,2017,2.799999999999997
4698,Vilalba Sasserra,083067,2017,-4.199999999999996
4699,Vilaller,252458,2017,-3.599999999999998
4700,Vilallonga de Ter,172240,2017,-0.7000000000000011
4701,Vilallonga del Camp,431665,2017,-11.099999999999994
4702,Vilamacolum,172253,2017,-3.700000000000001
4703,Vilamalla,172266,2017,-8.800000000000004
4704,Vilamaniscle,172272,2017,-2.0
4705,Vilamòs,252477,2017,0.7999999999999998
4706,Vilanant,172288,2017,0.0999999999999996
4707,Vilanova d'Escornalbou,431671,2017,-8.0
4708,Vilanova de Bellpuig,252483,2017,-6.5
4709,Vilanova de l'Aguda,252496,2017,-0.1
4710,Vilanova de la Barca,252542,2017,-14.799999999999995
4711,Vilanova de Meià,252509,2017,-1.5999999999999996
4712,Vilanova de Prades,431687,2017,-0.7999999999999998
4713,Vilanova de Sau,083036,2017,-0.5999999999999996
4714,Vilanova de Segrià,252516,2017,-9.6
4715,Vilanova del Camí,083020,2017,-125.90000000000008
4716,Vilanova del Vallès,089024,2017,-36.400000000000006
4717,Vilanova i la Geltrú,083073,2017,-471.40000000000055
4718,Vilaplana,431690,2017,-2.6
4719,Vila-rodona,431704,2017,-9.599999999999994
4720,Vila-sacra,172305,2017,2.0
4721,Vila-sana,252521,2017,1.8999999999999984
4722,Vila-seca,431711,2017,-99.0
4723,Vilassar de Dalt,082140,2017,-45.19999999999999
4724,Vilassar de Mar,082191,2017,-79.30000000000007
4725,Vilaür,172229,2017,-2.9
4726,Vilaverd,431726,2017,-4.399999999999999
4727,"Vilella Alta, la",431732,2017,-1.4999999999999998
4728,"Vilella Baixa, la",431747,2017,3.1000000000000005
4729,Vilobí d'Onyar,172333,2017,-23.39999999999999
4730,Vilobí del Penedès,083041,2017,-0.2999999999999971
4731,Vilopriu,172327,2017,-1.5999999999999996
4732,"Vilosell, el",252537,2017,-0.5999999999999996
4733,Vimbodí i Poblet,431763,2017,-0.5
4734,Vinaixa,252555,2017,-5.800000000000001
4735,Vinebre,431779,2017,-3.1999999999999997
4736,Vinyols i els Arcs,431785,2017,-12.0
4737,Viver i Serrateix,083089,2017,-2.0
4738,Xerta,430521,2017,-1.5999999999999943
4740,Abella de la Conca,250019,2018,1.8000000000000007
4741,Abrera,080018,2018,-41.19999999999993
4742,Àger,250024,2018,-3.1000000000000014
4743,Agramunt,250030,2018,-10.199999999999989
4744,Aguilar de Segarra,080023,2018,0.7999999999999989
4745,Agullana,170010,2018,-1.7999999999999972
4746,Aiguafreda,080142,2018,-7.599999999999994
4747,Aiguamúrcia,430017,2018,-10.299999999999995
4748,Aiguaviva,170025,2018,0.0
4749,Aitona,250387,2018,20.599999999999994
4750,"Alamús, els",250045,2018,2.5
4751,Alàs i Cerc,250058,2018,-0.6000000000000005
4752,"Albagés, l'",250061,2018,1.3000000000000007
4753,Albanyà,170031,2018,3.9
4754,Albatàrrec,250077,2018,-4.099999999999994
4755,Albesa,250083,2018,-9.599999999999994
4756,"Albi, l'",250096,2018,-3.1000000000000014
4757,Albinyana,430022,2018,9.100000000000025
4758,"Albiol, l'",430038,2018,-4.199999999999999
4759,Albons,170046,2018,1.1999999999999993
4760,Alcanar,430043,2018,-24.100000000000023
4761,Alcanó,250100,2018,-0.2000000000000001
4762,Alcarràs,250117,2018,27.700000000000045
4763,Alcoletge,250122,2018,-1.0
4764,Alcover,430056,2018,8.700000000000045
4765,"Aldea, l'",439044,2018,-16.600000000000023
4766,Aldover,430069,2018,0.7999999999999972
4767,"Aleixar, l'",430075,2018,3.6000000000000014
4768,Alella,080039,2018,-18.30000000000001
4769,Alfara de Carles,430081,2018,0.0
4770,Alfarràs,250138,2018,8.399999999999977
4771,Alfés,250143,2018,-1.9000000000000004
4772,Alforja,430094,2018,-12.299999999999995
4773,Algerri,250156,2018,5.199999999999999
4774,Alguaire,250169,2018,-3.300000000000012
4775,Alins,250175,2018,0.1000000000000005
4776,Alió,430108,2018,-3.8000000000000007
4777,Almacelles,250194,2018,10.200000000000015
4778,Almatret,250208,2018,0.2999999999999998
4779,Almenar,250215,2018,-7.5
4780,Almoster,430115,2018,-1.9000000000000057
4781,Alòs de Balaguer,250220,2018,-1.6
4782,Alp,170062,2018,-5.400000000000006
4783,Alpens,080044,2018,-2.4000000000000004
4784,Alpicat,250236,2018,-5.699999999999989
4785,Alt Àneu,250241,2018,2.2
4786,Altafulla,430120,2018,-9.400000000000006
4787,Amer,170078,2018,1.1000000000000083
4788,"Ametlla de Mar, l'",430136,2018,-38.19999999999999
4789,"Ametlla del Vallès, l'",080057,2018,-25.5
4790,"Ampolla, l'",439060,2018,-4.699999999999989
4791,Amposta,430141,2018,-117.70000000000005
4792,Anglès,170084,2018,-18.299999999999983
4793,Anglesola,250273,2018,-0.6999999999999957
4794,Arbeca,250292,2018,-0.0999999999999943
4795,"Arboç, l'",430167,2018,-22.5
4796,Arbolí,430154,2018,2.000000000000001
4797,Arbúcies,170097,2018,-36.5
4798,Arenys de Mar,080060,2018,-30.0
4799,Arenys de Munt,080076,2018,-44.5
4800,Argelaguer,170101,2018,-4.799999999999997
4801,Argençola,080082,2018,0.7999999999999998
4802,"Argentera, l'",430173,2018,-0.1
4803,Argentona,080095,2018,-40.0
4804,"Armentera, l'",170118,2018,0.8999999999999986
4805,Arnes,430189,2018,1.5
4806,Arres,250313,2018,0.8
4807,Arsèguel,250328,2018,-0.0999999999999999
4808,Artés,080109,2018,-4.800000000000011
4809,Artesa de Lleida,250334,2018,-7.199999999999996
4810,Artesa de Segre,250349,2018,-20.8
4811,Ascó,430192,2018,-7.299999999999997
4812,Aspa,250365,2018,-1.5
4813,"Avellanes i Santa Linya, les",250371,2018,0.4000000000000003
4814,Avià,080116,2018,-2.0
4815,Avinyó,080121,2018,-11.900000000000006
4816,Avinyonet de Puigventós,170123,2018,-8.900000000000006
4817,Avinyonet del Penedès,080137,2018,-6.299999999999997
4818,Badalona,080155,2018,-587.8999999999996
4819,Badia del Vallès,089045,2018,-103.29999999999995
4820,Bagà,080168,2018,-5.200000000000003
4821,Baix Pallars,250390,2018,-6.500000000000002
4822,Balaguer,250404,2018,52.700000000000045
4823,Balenyà,080174,2018,-5.599999999999994
4824,Balsareny,080180,2018,-20.299999999999983
4825,Banyeres del Penedès,430206,2018,-3.0
4826,Banyoles,170157,2018,-75.20000000000005
4827,Barbens,250411,2018,3.8000000000000007
4828,Barberà de la Conca,430213,2018,-4.0
4829,Barberà del Vallès,082520,2018,-170.60000000000014
4830,Barcelona,080193,2018,-4050.300000000003
4831,"Baronia de Rialb, la",250426,2018,0.4999999999999995
4832,Bàscara,170160,2018,-5.800000000000004
4833,Bassella,250447,2018,-2.3
4834,Batea,430228,2018,3.700000000000003
4835,Bausen,250450,2018,0.3999999999999999
4836,Begues,080207,2018,-14.899999999999975
4837,Begur,170139,2018,-15.499999999999986
4838,Belianes,250463,2018,5.799999999999999
4839,Bellaguarda,251706,2018,2.0
4840,Bellcaire d'Empordà,170182,2018,-1.1999999999999993
4841,Bellcaire d'Urgell,250479,2018,-2.1000000000000014
4842,Bell-lloc d'Urgell,250485,2018,3.9000000000000057
4843,Bellmunt d'Urgell,250498,2018,1.0
4844,Bellmunt del Priorat,430234,2018,-3.1999999999999997
4845,Bellprat,080214,2018,0.0
4846,Bellpuig,250501,2018,-16.400000000000006
4847,Bellvei,430249,2018,-8.199999999999989
4848,Bellver de Cerdanya,250518,2018,-8.100000000000001
