,Literal,Codi,Any,Evolucio atur
1477,Parlavà,171267,2014,-2.900000000000002
1478,Passanant i Belltall,431016,2014,0.2000000000000001
1479,Pau,171289,2014,-4.900000000000002
1480,Paüls,431021,2014,-1.6000000000000014
1481,Pedret i Marzà,171292,2014,-2.8999999999999986
1482,Penelles,251641,2014,2.5
1483,"Pera, la",171306,2014,-0.0999999999999978
1484,Perafita,081607,2014,3.1999999999999997
1485,Perafort,431037,2014,3.200000000000003
1486,Peralada,171328,2014,-6.599999999999994
1487,Peramola,251654,2014,-1.1999999999999993
1488,"Perelló, el",431042,2014,-2.5
1489,Piera,081614,2014,-54.09999999999991
1490,"Piles, les",431055,2014,-4.4
1491,Pineda de Mar,081635,2014,-179.69999999999982
1492,"Pinell de Brai, el",431068,2014,-1.2000000000000028
1493,Pinell de Solsonès,251667,2014,-0.7
1494,Pinós,251673,2014,-3.1
1495,Pira,431074,2014,-1.599999999999998
1496,"Pla de Santa Maria, el",431080,2014,-7.799999999999983
1497,"Pla del Penedès, el",081640,2014,-3.899999999999992
1498,"Planes d'Hostoles, les",171334,2014,-21.3
1499,Planoles,171349,2014,-1.3000000000000007
1500,"Plans de Sió, els",259118,2014,-6.600000000000001
1501,"Poal, el",251689,2014,0.6999999999999993
1502,"Pobla de Cérvoles, la",251692,2014,0.2999999999999989
1503,"Pobla de Claramunt, la",081653,2014,-27.099999999999994
1504,"Pobla de Lillet, la",081666,2014,-13.100000000000009
1505,"Pobla de Mafumet, la",431093,2014,-0.799999999999983
1506,"Pobla de Massaluca, la",431107,2014,0.7999999999999989
1507,"Pobla de Montornès, la",431114,2014,-23.0
1508,"Pobla de Segur, la",251713,2014,-1.9000000000000057
1509,Poboleda,431129,2014,-2.6999999999999997
1510,Polinyà,081672,2014,-91.60000000000002
1511,"Pont d'Armentera, el",431135,2014,-6.100000000000001
1512,"Pont de Bar, el",250306,2014,-1.4000000000000004
1513,Pont de Molins,171352,2014,-2.5
1514,"Pont de Suert, el",251734,2014,-15.600000000000009
1515,"Pont de Vilomara i Rocafort, el",081825,2014,-59.19999999999999
1516,Pontils,431418,2014,1.3999999999999997
1517,Pontons,081688,2014,-2.700000000000003
1518,Pontós,171365,2014,-0.0999999999999996
1519,Ponts,251728,2014,-10.200000000000015
1520,Porqueres,171371,2014,-1.1999999999999886
1521,Porrera,431140,2014,-6.699999999999999
1522,"Port de la Selva, el",171404,2014,-2.700000000000003
1523,Portbou,171387,2014,6.799999999999997
1524,"Portella, la",251749,2014,-1.400000000000002
1525,Pradell de la Teixeta,431153,2014,-1.2000000000000002
1526,Prades,431166,2014,1.1999999999999993
1527,Prat de Comte,431172,2014,0.1000000000000014
1528,"Prat de Llobregat, el",081691,2014,-412.1000000000004
1529,Pratdip,431188,2014,3.0
1530,Prats de Lluçanès,081712,2014,-27.0
1531,"Prats de Rei, els",081705,2014,-11.2
1532,Prats i Sansor,251752,2014,0.0
1533,Preixana,251765,2014,-1.8000000000000007
1534,Preixens,251771,2014,-1.6999999999999993
1535,Premià de Dalt,082303,2014,-31.09999999999991
1536,Premià de Mar,081727,2014,-157.39999999999964
1537,"Preses, les",171390,2014,-7.799999999999997
1538,Prullans,251790,2014,-0.6000000000000014
1539,Puigcerdà,171411,2014,-82.30000000000007
1540,Puigdàlber,081748,2014,-3.1000000000000014
1541,Puiggròs,251804,2014,2.099999999999998
1542,Puigpelat,431191,2014,0.2000000000000028
1543,Puig-reig,081751,2014,-40.30000000000001
1544,Puigverd d'Agramunt,251811,2014,2.9000000000000004
1545,Puigverd de Lleida,251826,2014,-9.399999999999991
1546,Pujalt,081764,2014,0.7999999999999998
1547,"Quar, la",081770,2014,0.7000000000000002
1548,Quart,171426,2014,-30.599999999999994
1549,Queralbs,170433,2014,-0.6000000000000005
1550,Querol,431205,2014,1.2999999999999972
1551,Rabós,171432,2014,-0.2999999999999998
1552,Rajadell,081786,2014,-0.1999999999999993
1553,Rasquera,431212,2014,-2.799999999999997
1554,Regencós,171447,2014,-2.6
1555,Rellinars,081799,2014,-1.3999999999999917
1556,Renau,431227,2014,-0.6000000000000005
1557,Reus,431233,2014,-375.6999999999989
1558,Rialp,251832,2014,7.599999999999994
1559,"Riba, la",431248,2014,-13.6
1560,Riba-roja d'Ebre,431251,2014,-4.299999999999997
1561,Ribera d'Ondara,259059,2014,-5.5
1562,Ribera d'Urgellet,251850,2014,-5.299999999999997
1563,Ribes de Freser,171450,2014,-8.0
1564,Riells i Viabrea,171463,2014,-38.19999999999999
1565,"Riera de Gaià, la",431264,2014,-3.3999999999999915
1566,Riner,251863,2014,-0.0999999999999996
1567,Ripoll,171479,2014,-70.5
1568,Ripollet,081803,2014,-325.9000000000001
1569,Riu de Cerdanya,259139,2014,0.0
1570,Riudarenes,171485,2014,16.600000000000023
1571,Riudaura,171498,2014,-4.599999999999998
1572,Riudecanyes,431270,2014,1.2999999999999972
1573,Riudecols,431286,2014,-20.099999999999994
1574,Riudellots de la Selva,171501,2014,-5.699999999999989
1575,Riudoms,431299,2014,-41.19999999999993
1576,Riumors,171518,2014,-1.200000000000001
1577,"Roca del Vallès, la",081810,2014,-91.60000000000002
1578,Rocafort de Queralt,431303,2014,-4.5
1579,Roda de Berà,431310,2014,-20.700000000000045
1580,Roda de Ter,081831,2014,-53.49999999999994
1581,Rodonyà,431325,2014,1.2999999999999972
1582,Roquetes,431331,2014,-54.39999999999998
1583,Roses,171523,2014,-25.09999999999991
1584,Rosselló,251898,2014,-19.90000000000001
1585,"Rourell, el",431346,2014,1.1000000000000014
1586,Rubí,081846,2014,-703.6000000000004
1587,Rubió,081859,2014,0.5
1588,Rupià,171539,2014,-0.5999999999999996
1589,Rupit i Pruit,089019,2014,-1.6000000000000003
1590,Sabadell,081878,2014,-1804.3999999999976
1591,Sagàs,081884,2014,0.0
1592,Salàs de Pallars,251902,2014,-0.5
1593,Saldes,081901,2014,-1.6999999999999993
1594,Sales de Llierca,171544,2014,0.2999999999999998
1595,Sallent,081918,2014,-43.80000000000007
1596,Salomó,431359,2014,0.6000000000000014
1597,Salou,439057,2014,-28.799999999999955
1598,Salt,171557,2014,-135.30000000000018
1599,Sanaüja,251919,2014,2.6
1600,Sant Adrià de Besòs,081944,2014,-101.0
1601,Sant Agustí de Lluçanès,081957,2014,0.8
1602,Sant Andreu de la Barca,081960,2014,-266.5999999999999
1603,Sant Andreu de Llavaneres,081976,2014,-11.700000000000044
1604,Sant Andreu Salou,171576,2014,-1.1
1605,Sant Aniol de Finestres,171833,2014,-2.8000000000000007
1606,Sant Antoni de Vilamajor,081982,2014,-40.099999999999966
1607,Sant Bartomeu del Grau,081995,2014,-11.5
1608,Sant Boi de Llobregat,082009,2014,-637.9999999999991
1609,Sant Boi de Lluçanès,082016,2014,-4.0
1610,Sant Carles de la Ràpita,431362,2014,-16.600000000000136
1611,Sant Cebrià de Vallalta,082037,2014,-18.19999999999999
1612,Sant Celoni,082021,2014,-128.0
1613,Sant Climent de Llobregat,082042,2014,-20.399999999999977
1614,Sant Climent Sescebes,171582,2014,-3.099999999999998
1615,Sant Cugat del Vallès,082055,2014,-348.5999999999999
1616,Sant Cugat Sesgarrigues,082068,2014,-1.1999999999999955
1617,Sant Esteve de la Sarga,251961,2014,-0.0999999999999996
1618,Sant Esteve de Palautordera,082074,2014,-13.099999999999994
1619,Sant Esteve Sesrovires,082080,2014,-42.099999999999966
1620,Sant Feliu de Buixalleu,171595,2014,-6.1000000000000085
1621,Sant Feliu de Codines,082107,2014,-28.59999999999997
1622,Sant Feliu de Guíxols,171609,2014,-108.90000000000008
1623,Sant Feliu de Llobregat,082114,2014,-307.9000000000001
1624,Sant Feliu de Pallerols,171616,2014,-8.400000000000006
1625,Sant Feliu Sasserra,082129,2014,-0.3999999999999986
1626,Sant Ferriol,171621,2014,1.5999999999999996
1627,Sant Fost de Campsentelles,082093,2014,-96.60000000000002
1628,Sant Fruitós de Bages,082135,2014,-75.5
1629,Sant Gregori,171637,2014,-25.19999999999999
1630,Sant Guim de Freixenet,251924,2014,-1.0
1631,Sant Guim de la Plana,251977,2014,-2.3000000000000007
1632,Sant Hilari Sacalm,171642,2014,-22.899999999999977
1633,Sant Hipòlit de Voltregà,082153,2014,-48.80000000000001
1634,Sant Iscle de Vallalta,081939,2014,-13.699999999999989
1635,Sant Jaume d'Enveja,439023,2014,-42.10000000000002
1636,Sant Jaume de Frontanyà,082166,2014,-0.5
1637,Sant Jaume de Llierca,171655,2014,-9.699999999999996
1638,Sant Jaume dels Domenys,431378,2014,-10.800000000000011
1639,Sant Joan de les Abadesses,171674,2014,-11.0
1640,Sant Joan de Mollet,171680,2014,-3.099999999999998
1641,Sant Joan de Vilatorrada,082188,2014,-74.69999999999993
1642,Sant Joan Despí,082172,2014,-213.20000000000027
1643,Sant Joan les Fonts,171851,2014,-4.699999999999989
1644,Sant Jordi Desvalls,171668,2014,-3.0
1645,Sant Julià de Cerdanyola,089030,2014,-0.1999999999999993
1646,Sant Julià de Ramis,171693,2014,-18.899999999999977
1647,Sant Julià de Vilatorta,082205,2014,-16.5
1648,Sant Julià del Llor i Bonmatí,179032,2014,-15.099999999999994
1649,Sant Just Desvern,082212,2014,-56.0
1650,Sant Llorenç d'Hortons,082227,2014,-13.300000000000011
1651,Sant Llorenç de la Muga,171714,2014,-2.1
1652,Sant Llorenç de Morunys,251930,2014,-6.699999999999999
1653,Sant Llorenç Savall,082233,2014,-30.599999999999994
1654,Sant Martí d'Albars,082251,2014,-0.5999999999999996
1655,Sant Martí de Centelles,082248,2014,-6.5
1656,Sant Martí de Llémena,171729,2014,-1.6999999999999993
1657,Sant Martí de Riucorb,259025,2014,-3.699999999999996
1658,Sant Martí de Tous,082264,2014,-6.100000000000001
1659,Sant Martí Sarroca,082270,2014,-8.799999999999983
1660,Sant Martí Sesgueioles,082286,2014,3.1999999999999997
1661,Sant Martí Vell,171735,2014,-2.200000000000001
1662,Sant Mateu de Bages,082299,2014,1.599999999999998
1663,Sant Miquel de Campmajor,171740,2014,0.3000000000000007
1664,Sant Miquel de Fluvià,171753,2014,1.2999999999999972
1665,Sant Mori,171766,2014,-0.5999999999999996
1666,Sant Pau de Segúries,171772,2014,-13.099999999999994
1667,Sant Pere de Ribes,082310,2014,-276.39999999999964
1668,Sant Pere de Riudebitlles,082325,2014,-10.899999999999975
1669,Sant Pere de Torelló,082331,2014,-27.200000000000017
1670,Sant Pere de Vilamajor,082346,2014,-33.30000000000001
1671,Sant Pere Pescador,171788,2014,-9.700000000000015
1672,Sant Pere Sallavinera,081897,2014,0.0
1673,Sant Pol de Mar,082359,2014,-6.5
1674,Sant Quintí de Mediona,082362,2014,-4.5
1675,Sant Quirze de Besora,082378,2014,-20.50000000000001
1676,Sant Quirze del Vallès,082384,2014,-126.5
1677,Sant Quirze Safaja,082397,2014,-7.299999999999997
1678,Sant Ramon,251945,2014,-2.3999999999999986
1679,Sant Sadurní d'Anoia,082401,2014,-84.60000000000002
1680,Sant Sadurní d'Osormort,082418,2014,-1.5999999999999996
1681,Sant Salvador de Guardiola,080983,2014,-27.69999999999999
1682,Sant Vicenç de Castellet,082628,2014,-62.10000000000002
1683,Sant Vicenç de Montalt,082649,2014,-28.399999999999977
1684,Sant Vicenç de Torelló,082652,2014,-28.799999999999983
1685,Sant Vicenç dels Horts,082634,2014,-110.80000000000018
1686,Santa Bàrbara,431384,2014,-14.0
1687,Santa Cecília de Voltregà,082439,2014,-0.4000000000000003
1688,Santa Coloma de Cervelló,082444,2014,-38.30000000000001
1689,Santa Coloma de Farners,171805,2014,-25.399999999999977
1690,Santa Coloma de Gramenet,082457,2014,-907.2999999999992
1691,Santa Coloma de Queralt,431397,2014,-42.39999999999998
1692,Santa Cristina d'Aro,171812,2014,-16.30000000000001
1693,Santa Eugènia de Berga,082460,2014,-17.5
1694,Santa Eulàlia de Riuprimer,082476,2014,2.200000000000003
1695,Santa Eulàlia de Ronçana,082482,2014,-55.30000000000007
1696,Santa Fe del Penedès,082495,2014,-2.1999999999999997
1697,Santa Llogaia d'Àlguema,171827,2014,-4.0
1698,Santa Margarida de Montbui,082508,2014,-108.80000000000018
1699,Santa Margarida i els Monjos,082515,2014,-56.0
1700,Santa Maria d'Oló,082589,2014,-7.5
1701,Santa Maria de Besora,082536,2014,-1.5
1702,Santa Maria de Martorelles,082567,2014,-3.1000000000000014
1703,Santa Maria de Merlès,082554,2014,2.1
1704,Santa Maria de Miralles,082573,2014,-4.300000000000001
1705,Santa Maria de Palautordera,082592,2014,-93.20000000000005
1706,Santa Oliva,431401,2014,-31.69999999999999
1707,Santa Pau,171848,2014,1.2999999999999972
1708,Santa Perpètua de Mogoda,082606,2014,-231.5999999999999
1709,Santa Susanna,082613,2014,-24.80000000000001
1710,Santpedor,081923,2014,-49.099999999999966
1711,Sarral,431423,2014,-4.700000000000003
1712,Sarrià de Ter,171864,2014,-43.69999999999999
1713,Sarroca de Bellera,252017,2014,3.4000000000000004
1714,Sarroca de Lleida,252000,2014,-4.300000000000001
1715,"Saus, Camallera i Llampaies",171870,2014,1.7000000000000028
1716,Savallà del Comtat,431439,2014,0.0
1717,"Secuita, la",431444,2014,4.899999999999992
1718,"Selva de Mar, la",171886,2014,-1.0999999999999996
1719,"Selva del Camp, la",431457,2014,-39.30000000000001
1720,Senan,431460,2014,-0.1999999999999997
1721,"Sénia, la",430445,2014,-27.100000000000023
1722,Senterada,252022,2014,-0.9000000000000004
1723,"Sentiu de Sió, la",250352,2014,-1.3000000000000007
1724,Sentmenat,082671,2014,-78.60000000000002
1725,Serinyà,171903,2014,-2.1000000000000014
1726,Seròs,252043,2014,-5.799999999999997
1727,Serra de Daró,171910,2014,-0.9000000000000004
1728,Setcases,171925,2014,1.2999999999999998
1729,"Seu d'Urgell, la",252038,2014,-75.80000000000007
1730,Seva,082690,2014,-31.5
1731,Sidamon,252056,2014,0.1999999999999957
1732,Sils,171931,2014,-46.80000000000001
1733,Sitges,082704,2014,-131.9000000000001
1734,Siurana,170524,2014,-1.2000000000000002
1735,Sobremunt,082711,2014,-0.9000000000000001
1736,"Soleràs, el",252069,2014,-1.0
1737,Solivella,431476,2014,-3.3999999999999986
1738,Solsona,252075,2014,-50.69999999999993
1739,Sora,082726,2014,1.6999999999999995
1740,Soriguera,252081,2014,-0.3999999999999986
1741,Sort,252094,2014,-22.0
1742,Soses,252108,2014,-9.200000000000005
1743,Subirats,082732,2014,5.0
1744,Sudanell,252115,2014,-4.399999999999999
1745,Sunyer,252120,2014,2.0
1746,Súria,082747,2014,-17.100000000000023
1747,Susqueda,171946,2014,0.5
1748,Tagamanent,082763,2014,-2.1000000000000014
1749,Talamanca,082779,2014,1.5
1750,Talarn,252154,2014,5.199999999999999
1751,Talavera,252167,2014,-2.5
1752,"Tallada d'Empordà, la",171959,2014,1.2999999999999972
1753,Taradell,082785,2014,-64.5
1754,Tarragona,431482,2014,-338.6000000000004
1755,Tàrrega,252173,2014,-95.20000000000005
1756,Tarrés,252189,2014,0.3000000000000007
1757,Tarroja de Segarra,252192,2014,-1.7999999999999998
1758,Tavèrnoles,082750,2014,-0.7999999999999989
1759,Tavertet,082802,2014,1.5
1760,Teià,082819,2014,-12.600000000000025
1761,Térmens,252206,2014,-13.800000000000004
1762,Terrades,171962,2014,-1.4000000000000004
1763,Terrassa,082798,2014,-1647.2000000000007
1764,Tiana,082824,2014,-39.599999999999966
1765,Tírvia,252213,2014,-0.5
1766,Tiurana,252228,2014,0.0
1767,Tivenys,431495,2014,-1.4000000000000057
1768,Tivissa,431508,2014,-4.6000000000000085
1769,Tona,082830,2014,-46.700000000000045
1770,Torà,252234,2014,-0.7000000000000028
1771,Tordera,082845,2014,-169.79999999999995
1772,Torelló,082858,2014,-152.70000000000005
1773,"Torms, els",252249,2014,-1.0
1774,Tornabous,252252,2014,-3.200000000000003
1775,"Torre de Cabdella, la",252271,2014,3.8000000000000007
1776,"Torre de Claramunt, la",082861,2014,-25.19999999999999
1777,"Torre de Fontaubella, la",431515,2014,-0.8999999999999986
1778,"Torre de l'Espanyol, la",431520,2014,-6.100000000000001
1779,Torrebesses,252265,2014,-0.6999999999999993
1780,Torredembarra,431536,2014,-37.30000000000018
1781,Torrefarrera,252287,2014,-24.5
1782,Torrefeta i Florejacs,259078,2014,-0.8000000000000007
1783,Torregrossa,252304,2014,-10.799999999999995
1784,Torrelameu,252311,2014,0.8999999999999986
1785,Torrelavit,082877,2014,-6.200000000000003
1786,Torrelles de Foix,082883,2014,-16.80000000000001
1787,Torrelles de Llobregat,082896,2014,-36.89999999999998
1788,Torrent,171978,2014,-2.2
1789,Torres de Segre,252326,2014,5.400000000000006
1790,Torre-serona,252332,2014,-2.0
1791,Torroella de Fluvià,171984,2014,-1.0999999999999943
1792,Torroella de Montgrí,171997,2014,-94.89999999999998
1793,Torroja del Priorat,431541,2014,-1.4000000000000004
1794,Tortellà,172001,2014,-0.8999999999999986
1795,Tortosa,431554,2014,-193.80000000000015
1796,Toses,172018,2014,-1.5
1797,Tossa de Mar,172023,2014,6.800000000000011
1798,Tremp,252347,2014,-49.599999999999966
1799,Ullà,172044,2014,-14.100000000000009
1800,Ullastrell,082900,2014,-14.200000000000015
1801,Ullastret,172057,2014,-0.1000000000000014
1802,Ulldecona,431567,2014,-26.5
1803,Ulldemolins,431573,2014,-5.199999999999999
1804,Ultramort,172039,2014,-2.7
1805,Urús,172060,2014,-3.1
1806,Vacarisses,082917,2014,-76.50000000000006
1807,"Vajol, la",170144,2014,1.5999999999999996
1808,"Vall d'en Bas, la",172076,2014,-14.100000000000009
1809,"Vall de Bianya, la",172082,2014,-2.8000000000000043
1810,"Vall de Boí, la",250432,2014,-8.5
1811,Vall de Cardós,259010,2014,-4.4
1812,Vallbona d'Anoia,082922,2014,-8.5
1813,Vallbona de les Monges,252385,2014,-0.7000000000000002
1814,Vallcebre,082938,2014,-3.5
1815,Vallclara,431589,2014,-0.4000000000000003
1816,Vallfogona de Balaguer,252402,2014,-15.600000000000009
1817,Vallfogona de Ripollès,171707,2014,0.5999999999999996
1818,Vallfogona de Riucorb,431592,2014,-0.8999999999999999
1819,Vallgorguina,082943,2014,-25.799999999999983
1820,Vallirana,082956,2014,-71.29999999999995
1821,Vall-llobrega,172095,2014,-9.100000000000009
1822,Vallmoll,431606,2014,-9.400000000000006
1823,Vallromanes,082969,2014,-12.5
1824,Valls,431613,2014,-170.70000000000027
1825,"Valls d'Aguilar, les",259062,2014,1.1999999999999993
1826,"Valls de Valira, les",252398,2014,4.699999999999996
1827,Vandellòs i l'Hospitalet de l'Infant,431628,2014,-14.5
1828,"Vansa i Fórnols, la",259097,2014,-5.0
1829,Veciana,082975,2014,-0.5
1830,"Vendrell, el",431634,2014,-199.90000000000052
1831,Ventalló,172109,2014,-6.899999999999999
1832,Verdú,252424,2014,0.6999999999999957
1833,Verges,172116,2014,-2.5999999999999943
1834,Vespella de Gaià,431649,2014,-0.5
1835,Vic,082981,2014,-310.0
1836,Vidrà,172121,2014,2.0
1837,Vidreres,172137,2014,-26.19999999999993
1838,Vielha e Mijaran,252430,2014,-6.899999999999977
1839,Vilabella,431652,2014,-8.599999999999994
1840,Vilabertran,172142,2014,-2.3999999999999986
1841,Vilablareix,172155,2014,-12.5
1842,Vilada,082994,2014,-12.900000000000006
1843,Viladamat,172174,2014,-1.6999999999999993
1844,Viladasens,172168,2014,0.6999999999999993
1845,Viladecans,083015,2014,-588.8000000000002
1846,Viladecavalls,083008,2014,-33.39999999999998
1847,Vilademuls,172180,2014,-2.9000000000000057
1848,Viladrau,172207,2014,-1.8000000000000045
1849,Vilafant,172214,2014,-36.39999999999998
1850,Vilafranca del Penedès,083054,2014,-165.0999999999999
1851,Vilagrassa,252445,2014,-2.0
1852,Vilajuïga,172235,2014,-5.700000000000003
1853,Vilalba dels Arcs,431750,2014,-1.3000000000000007
1854,Vilalba Sasserra,083067,2014,-9.6
1855,Vilaller,252458,2014,-4.899999999999999
1856,Vilallonga de Ter,172240,2014,-3.6000000000000014
1857,Vilallonga del Camp,431665,2014,-17.19999999999999
1858,Vilamacolum,172253,2014,-2.8000000000000007
1859,Vilamalla,172266,2014,-0.5
1860,Vilamaniscle,172272,2014,-1.799999999999999
1861,Vilamòs,252477,2014,0.8000000000000007
1862,Vilanant,172288,2014,0.7999999999999989
1863,Vilanova d'Escornalbou,431671,2014,-10.4
1864,Vilanova de Bellpuig,252483,2014,0.5
1865,Vilanova de l'Aguda,252496,2014,0.0
1866,Vilanova de la Barca,252542,2014,-0.2000000000000028
1867,Vilanova de Meià,252509,2014,-0.3999999999999986
1868,Vilanova de Prades,431687,2014,-1.4000000000000004
1869,Vilanova de Sau,083036,2014,-2.4000000000000004
1870,Vilanova de Segrià,252516,2014,-0.6000000000000014
1871,Vilanova del Camí,083020,2014,-117.0
1872,Vilanova del Vallès,089024,2014,-18.399999999999977
1873,Vilanova i la Geltrú,083073,2014,-553.8999999999996
1874,Vilaplana,431690,2014,-4.5
1875,Vila-rodona,431704,2014,-5.099999999999994
1876,Vila-sacra,172305,2014,-11.500000000000004
1877,Vila-sana,252521,2014,-8.699999999999996
1878,Vila-seca,431711,2014,-97.29999999999995
1879,Vilassar de Dalt,082140,2014,-24.0
1880,Vilassar de Mar,082191,2014,-91.90000000000008
1881,Vilaür,172229,2014,-2.0
1882,Vilaverd,431726,2014,-4.300000000000004
1883,"Vilella Alta, la",431732,2014,0.7000000000000002
1884,"Vilella Baixa, la",431747,2014,-1.3999999999999986
1885,Vilobí d'Onyar,172333,2014,-19.69999999999999
1886,Vilobí del Penedès,083041,2014,-9.5
1887,Vilopriu,172327,2014,-1.5
1888,"Vilosell, el",252537,2014,-2.6000000000000005
1889,Vimbodí i Poblet,431763,2014,-5.399999999999999
1890,Vinaixa,252555,2014,-4.0
1891,Vinebre,431779,2014,-2.3999999999999986
1892,Vinyols i els Arcs,431785,2014,-7.300000000000011
1893,Viver i Serrateix,083089,2014,-1.9000000000000004
1894,Xerta,430521,2014,-18.599999999999994
1896,Abella de la Conca,250019,2015,-1.1999999999999993
1897,Abrera,080018,2015,-102.30000000000008
1898,Àger,250024,2015,-0.6000000000000014
1899,Agramunt,250030,2015,-33.19999999999999
1900,Aguilar de Segarra,080023,2015,-2.3000000000000007
1901,Agullana,170010,2015,-1.7000000000000028
1902,Aiguafreda,080142,2015,-25.30000000000001
1903,Aiguamúrcia,430017,2015,-9.5
1904,Aiguaviva,170025,2015,-6.900000000000002
1905,Aitona,250387,2015,2.800000000000012
1906,"Alamús, els",250045,2015,-5.5
1907,Alàs i Cerc,250058,2015,-1.9000000000000004
1908,"Albagés, l'",250061,2015,-0.7999999999999989
1909,Albanyà,170031,2015,0.3999999999999986
1910,Albatàrrec,250077,2015,-10.899999999999991
1911,Albesa,250083,2015,6.099999999999994
1912,"Albi, l'",250096,2015,-12.099999999999994
1913,Albinyana,430022,2015,-31.899999999999977
1914,"Albiol, l'",430038,2015,-6.699999999999999
1915,Albons,170046,2015,-5.600000000000001
1916,Alcanar,430043,2015,-97.90000000000008
1917,Alcanó,250100,2015,-1.0
1918,Alcarràs,250117,2015,-56.10000000000002
1919,Alcoletge,250122,2015,-11.300000000000011
1920,Alcover,430056,2015,-73.39999999999998
1921,"Aldea, l'",439044,2015,-30.19999999999999
1922,Aldover,430069,2015,-10.5
1923,"Aleixar, l'",430075,2015,-7.5
1924,Alella,080039,2015,-60.0
1925,Alfara de Carles,430081,2015,-2.8000000000000007
1926,Alfarràs,250138,2015,-4.0
1927,Alfés,250143,2015,0.5
1928,Alforja,430094,2015,-6.400000000000006
1929,Algerri,250156,2015,-0.5
1930,Alguaire,250169,2015,-29.700000000000017
1931,Alins,250175,2015,-2.6999999999999997
1932,Alió,430108,2015,-9.200000000000005
1933,Almacelles,250194,2015,-25.200000000000045
1934,Almatret,250208,2015,-0.0999999999999996
1935,Almenar,250215,2015,-39.79999999999998
1936,Almoster,430115,2015,-4.700000000000003
1937,Alòs de Balaguer,250220,2015,-0.1000000000000005
1938,Alp,170062,2015,-7.100000000000001
1939,Alpens,080044,2015,-5.300000000000001
1940,Alpicat,250236,2015,-39.39999999999998
1941,Alt Àneu,250241,2015,-0.3999999999999986
1942,Altafulla,430120,2015,-18.09999999999997
1943,Amer,170078,2015,-17.0
1944,"Ametlla de Mar, l'",430136,2015,-70.40000000000003
1945,"Ametlla del Vallès, l'",080057,2015,-51.30000000000001
1946,"Ampolla, l'",439060,2015,-18.40000000000001
1947,Amposta,430141,2015,-252.80000000000015
1948,Anglès,170084,2015,-40.69999999999999
1949,Anglesola,250273,2015,-9.5
1950,Arbeca,250292,2015,-10.899999999999991
1951,"Arboç, l'",430167,2015,-50.09999999999991
1952,Arbolí,430154,2015,0.0
1953,Arbúcies,170097,2015,-59.80000000000001
1954,Arenys de Mar,080060,2015,-133.9999999999999
1955,Arenys de Munt,080076,2015,-44.0
1956,Argelaguer,170101,2015,-1.8999999999999984
1957,Argençola,080082,2015,2.0
1958,"Argentera, l'",430173,2015,-1.9000000000000004
1959,Argentona,080095,2015,-90.30000000000008
1960,"Armentera, l'",170118,2015,-4.5
1961,Arnes,430189,2015,-0.8000000000000007
1962,Arres,250313,2015,-1.9
1963,Arsèguel,250328,2015,-2.6
1964,Artés,080109,2015,-58.60000000000002
1965,Artesa de Lleida,250334,2015,-6.199999999999989
1966,Artesa de Segre,250349,2015,-15.300000000000011
1967,Ascó,430192,2015,12.100000000000009
1968,Aspa,250365,2015,-0.1000000000000014
1969,"Avellanes i Santa Linya, les",250371,2015,0.3999999999999986
1970,Avià,080116,2015,-14.400000000000006
1971,Avinyó,080121,2015,-27.0
1972,Avinyonet de Puigventós,170123,2015,-9.799999999999995
1973,Avinyonet del Penedès,080137,2015,-11.899999999999991
1974,Badalona,080155,2015,-2154.100000000002
1975,Badia del Vallès,089045,2015,-145.5999999999999
1976,Bagà,080168,2015,-29.69999999999999
1977,Baix Pallars,250390,2015,0.1999999999999993
1978,Balaguer,250404,2015,-121.20000000000005
1979,Balenyà,080174,2015,-39.0
1980,Balsareny,080180,2015,-36.6
1981,Banyeres del Penedès,430206,2015,-26.59999999999997
1982,Banyoles,170157,2015,-134.9000000000001
1983,Barbens,250411,2015,-6.299999999999997
1984,Barberà de la Conca,430213,2015,-4.699999999999999
1985,Barberà del Vallès,082520,2015,-312.0999999999999
1986,Barcelona,080193,2015,-9751.5
1987,"Baronia de Rialb, la",250426,2015,-3.1
1988,Bàscara,170160,2015,-7.5
1989,Bassella,250447,2015,-2.3999999999999995
1990,Batea,430228,2015,-10.799999999999995
1991,Bausen,250450,2015,-0.8999999999999999
1992,Begues,080207,2015,-46.0
1993,Begur,170139,2015,-22.19999999999999
1994,Belianes,250463,2015,1.1999999999999993
1995,Bellaguarda,251706,2015,-3.4000000000000004
1996,Bellcaire d'Empordà,170182,2015,-5.799999999999997
1997,Bellcaire d'Urgell,250479,2015,-11.700000000000005
1998,Bell-lloc d'Urgell,250485,2015,-8.0
1999,Bellmunt d'Urgell,250498,2015,-1.1000000000000003
2000,Bellmunt del Priorat,430234,2015,0.2999999999999971
2001,Bellprat,080214,2015,-2.9
2002,Bellpuig,250501,2015,-24.200000000000045
2003,Bellvei,430249,2015,-4.5
2004,Bellver de Cerdanya,250518,2015,-3.800000000000004
2005,Bellvís,250523,2015,-8.600000000000009
2006,Benavent de Segrià,250539,2015,-9.900000000000006
2007,Benifallet,430252,2015,-2.6000000000000014
2008,Benissanet,430265,2015,-12.0
2009,Berga,080229,2015,-161.5
2010,Besalú,170195,2015,-30.700000000000003
2011,Bescanó,170209,2015,-21.5
2012,Beuda,170216,2015,1.8000000000000007
2013,Bigues i Riells del Fai,080235,2015,-46.29999999999996
2014,Biosca,250557,2015,0.3000000000000007
