,Literal,Codi,Any,Aturats
2368,Móra la Nova,430944,2014,266.4
2369,"Morell, el",430957,2014,273.7
2370,"Morera de Montsant, la",430960,2014,6.2
2371,Muntanyola,081290,2014,43.9
2372,Mura,081398,2014,12.1
2373,Nalec,251459,2014,3.6
2374,Naut Aran,250254,2014,39.9
2375,Navarcles,081402,2014,469.2
2376,Navàs,081419,2014,543.4
2377,Navata,171117,2014,53.7
2378,Navès,251462,2014,7.1
2379,"Nou de Berguedà, la",081424,2014,7.8
2380,"Nou de Gaià, la",430976,2014,27.3
2381,Nulles,430982,2014,20.2
2382,Odèn,251484,2014,1.7
2383,Òdena,081430,2014,343.9
2384,Ogassa,171122,2014,9.7
2385,Olèrdola,081458,2014,249.2
2386,Olesa de Bonesvalls,081461,2014,124.8
2387,Olesa de Montserrat,081477,2014,2154.4
2388,Oliana,251497,2014,104.7
2389,Oliola,251500,2014,3.9
2390,Olius,251517,2014,28.5
2391,Olivella,081483,2014,282.6
2392,Olost,081496,2014,74.7
2393,Olot,171143,2014,2226.4
2394,"Oluges, les",251522,2014,4.8
2395,Olvan,081445,2014,74.5
2396,"Omellons, els",251538,2014,8.5
2397,"Omells de na Gaia, els",251543,2014,4.7
2398,Ordis,171156,2014,19.0
2399,Organyà,251556,2014,30.2
2400,Orís,081509,2014,16.4
2401,Oristà,081516,2014,31.8
2402,Orpí,081521,2014,8.0
2403,Òrrius,081537,2014,36.1
2404,Os de Balaguer,251569,2014,43.8
2405,Osor,171169,2014,37.0
2406,Ossó de Sió,251575,2014,7.8
2407,Pacs del Penedès,081542,2014,63.3
2408,Palafolls,081555,2014,758.0
2409,Palafrugell,171175,2014,2119.3
2410,Palamós,171181,2014,1423.8
2411,"Palau d'Anglesola, el",251581,2014,73.6
2412,Palau de Santa Eulàlia,171194,2014,0.9
2413,Palau-sator,171215,2014,9.4
2414,Palau-saverdera,171208,2014,68.7
2415,Palau-solità i Plegamans,081568,2014,1132.3
2416,"Pallaresos, els",431009,2014,274.7
2417,Pallejà,081574,2014,781.9
2418,"Palma d'Ebre, la",430995,2014,14.5
2419,"Palma de Cervelló, la",089058,2014,227.5
2420,Palol de Revardit,171236,2014,9.5
2421,Pals,171241,2014,99.8
2422,"Papiol, el",081580,2014,306.8
2423,Pardines,171254,2014,0.6
2424,Parets del Vallès,081593,2014,1499.8
2425,Parlavà,171267,2014,16.2
2426,Passanant i Belltall,431016,2014,7.5
2427,Pau,171289,2014,25.2
2428,Paüls,431021,2014,38.4
2429,Pedret i Marzà,171292,2014,13.3
2430,Penelles,251641,2014,16.0
2431,"Pera, la",171306,2014,16.3
2432,Perafita,081607,2014,27.2
2433,Perafort,431037,2014,80.8
2434,Peralada,171328,2014,63.7
2435,Peramola,251654,2014,9.3
2436,"Perelló, el",431042,2014,170.6
2437,Piera,081614,2014,1603.9
2438,"Piles, les",431055,2014,6.9
2439,Pineda de Mar,081635,2014,2849.5
2440,"Pinell de Brai, el",431068,2014,61.8
2441,Pinell de Solsonès,251667,2014,0.8
2442,Pinós,251673,2014,7.1
2443,Pira,431074,2014,29.1
2444,"Pla de Santa Maria, el",431080,2014,222.3
2445,"Pla del Penedès, el",081640,2014,71.9
2446,"Planes d'Hostoles, les",171334,2014,94.0
2447,Planoles,171349,2014,16.9
2448,"Plans de Sió, els",259118,2014,17.9
2449,"Poal, el",251689,2014,28.0
2450,"Pobla de Cérvoles, la",251692,2014,11.7
2451,"Pobla de Claramunt, la",081653,2014,183.3
2452,"Pobla de Lillet, la",081666,2014,96.6
2453,"Pobla de Mafumet, la",431093,2014,253.4
2454,"Pobla de Massaluca, la",431107,2014,14.2
2455,"Pobla de Montornès, la",431114,2014,261.0
2456,"Pobla de Segur, la",251713,2014,213.4
2457,Poboleda,431129,2014,20.2
2458,Polinyà,081672,2014,698.8
2459,"Pont d'Armentera, el",431135,2014,53.6
2460,"Pont de Bar, el",250306,2014,8.0
2461,Pont de Molins,171352,2014,32.5
2462,"Pont de Suert, el",251734,2014,108.8
2463,"Pont de Vilomara i Rocafort, el",081825,2014,356.2
2464,Pontils,431418,2014,5.6
2465,Pontons,081688,2014,49.0
2466,Pontós,171365,2014,13.0
2467,Ponts,251728,2014,187.1
2468,Porqueres,171371,2014,181.8
2469,Porrera,431140,2014,13.8
2470,"Port de la Selva, el",171404,2014,40.8
2471,Portbou,171387,2014,61.5
2472,"Portella, la",251749,2014,28.2
2473,Pradell de la Teixeta,431153,2014,6.8
2474,Prades,431166,2014,26.0
2475,Prat de Comte,431172,2014,9.3
2476,"Prat de Llobregat, el",081691,2014,5554.7
2477,Pratdip,431188,2014,53.2
2478,Prats de Lluçanès,081712,2014,172.3
2479,"Prats de Rei, els",081705,2014,25.3
2480,Prats i Sansor,251752,2014,7.1
2481,Preixana,251765,2014,17.7
2482,Preixens,251771,2014,28.8
2483,Premià de Dalt,082303,2014,742.7
2484,Premià de Mar,081727,2014,2598.3
2485,"Preses, les",171390,2014,71.8
2486,Prullans,251790,2014,8.2
2487,Puigcerdà,171411,2014,457.9
2488,Puigdàlber,081748,2014,34.9
2489,Puiggròs,251804,2014,22.2
2490,Puigpelat,431191,2014,95.8
2491,Puig-reig,081751,2014,291.4
2492,Puigverd d'Agramunt,251811,2014,11.3
2493,Puigverd de Lleida,251826,2014,70.7
2494,Pujalt,081764,2014,4.6
2495,"Quar, la",081770,2014,3.1
2496,Quart,171426,2014,190.3
2497,Queralbs,170433,2014,5.1
2498,Querol,431205,2014,54.3
2499,Rabós,171432,2014,7.0
2500,Rajadell,081786,2014,23.0
2501,Rasquera,431212,2014,45.7
2502,Regencós,171447,2014,13.0
2503,Rellinars,081799,2014,68.7
2504,Renau,431227,2014,6.8
2505,Reus,431233,2014,10086.7
2506,Rialp,251832,2014,41.3
2507,"Riba, la",431248,2014,32.1
2508,Riba-roja d'Ebre,431251,2014,79.8
2509,Ribera d'Ondara,259059,2014,19.6
2510,Ribera d'Urgellet,251850,2014,41.7
2511,Ribes de Freser,171450,2014,87.7
2512,Riells i Viabrea,171463,2014,398.0
2513,"Riera de Gaià, la",431264,2014,109.4
2514,Riner,251863,2014,12.8
2515,Ripoll,171479,2014,796.6
2516,Ripollet,081803,2014,3713.9
2517,Riu de Cerdanya,259139,2014,1.4
2518,Riudarenes,171485,2014,177.3
2519,Riudaura,171498,2014,21.6
2520,Riudecanyes,431270,2014,81.1
2521,Riudecols,431286,2014,77.2
2522,Riudellots de la Selva,171501,2014,89.9
2523,Riudoms,431299,2014,473.1
2524,Riumors,171518,2014,10.6
2525,"Roca del Vallès, la",081810,2014,734.1
2526,Rocafort de Queralt,431303,2014,14.2
2527,Roda de Berà,431310,2014,584.8
2528,Roda de Ter,081831,2014,470.8
2529,Rodonyà,431325,2014,44.0
2530,Roquetes,431331,2014,760.9
2531,Roses,171523,2014,1440.0
2532,Rosselló,251898,2014,180.4
2533,"Rourell, el",431346,2014,31.3
2534,Rubí,081846,2014,7364.5
2535,Rubió,081859,2014,9.1
2536,Rupià,171539,2014,10.8
2537,Rupit i Pruit,089019,2014,5.3
2538,Sabadell,081878,2014,18884.7
2539,Sagàs,081884,2014,7.8
2540,Salàs de Pallars,251902,2014,16.2
2541,Saldes,081901,2014,11.0
2542,Sales de Llierca,171544,2014,3.8
2543,Sallent,081918,2014,485.4
2544,Salomó,431359,2014,24.3
2545,Salou,439057,2014,1890.8
2546,Salt,171557,2014,3377.6
2547,Sanaüja,251919,2014,12.5
2548,Sant Adrià de Besòs,081944,2014,3820.3
2549,Sant Agustí de Lluçanès,081957,2014,1.8
2550,Sant Andreu de la Barca,081960,2014,2301.8
2551,Sant Andreu de Llavaneres,081976,2014,561.8
2552,Sant Andreu Salou,171576,2014,3.1
2553,Sant Aniol de Finestres,171833,2014,18.2
2554,Sant Antoni de Vilamajor,081982,2014,419.1
2555,Sant Bartomeu del Grau,081995,2014,77.3
2556,Sant Boi de Llobregat,082009,2014,7653.8
2557,Sant Boi de Lluçanès,082016,2014,19.9
2558,Sant Carles de la Ràpita,431362,2014,1190.3
2559,Sant Cebrià de Vallalta,082037,2014,291.8
2560,Sant Celoni,082021,2014,1487.0
2561,Sant Climent de Llobregat,082042,2014,261.0
2562,Sant Climent Sescebes,171582,2014,18.3
2563,Sant Cugat del Vallès,082055,2014,3936.9
2564,Sant Cugat Sesgarrigues,082068,2014,61.1
2565,Sant Esteve de la Sarga,251961,2014,2.2
2566,Sant Esteve de Palautordera,082074,2014,124.6
2567,Sant Esteve Sesrovires,082080,2014,429.3
2568,Sant Feliu de Buixalleu,171595,2014,60.8
2569,Sant Feliu de Codines,082107,2014,468.1
2570,Sant Feliu de Guíxols,171609,2014,1817.1
2571,Sant Feliu de Llobregat,082114,2014,3411.4
2572,Sant Feliu de Pallerols,171616,2014,71.0
2573,Sant Feliu Sasserra,082129,2014,46.4
2574,Sant Ferriol,171621,2014,11.9
2575,Sant Fost de Campsentelles,082093,2014,560.0
2576,Sant Fruitós de Bages,082135,2014,633.8
2577,Sant Gregori,171637,2014,129.3
2578,Sant Guim de Freixenet,251924,2014,66.6
2579,Sant Guim de la Plana,251977,2014,5.1
2580,Sant Hilari Sacalm,171642,2014,338.8
2581,Sant Hipòlit de Voltregà,082153,2014,225.5
2582,Sant Iscle de Vallalta,081939,2014,115.9
2583,Sant Jaume d'Enveja,439023,2014,297.5
2584,Sant Jaume de Frontanyà,082166,2014,0.0
2585,Sant Jaume de Llierca,171655,2014,35.1
2586,Sant Jaume dels Domenys,431378,2014,260.9
2587,Sant Joan de les Abadesses,171674,2014,204.8
2588,Sant Joan de Mollet,171680,2014,26.3
2589,Sant Joan de Vilatorrada,082188,2014,862.2
2590,Sant Joan Despí,082172,2014,2249.2
2591,Sant Joan les Fonts,171851,2014,146.4
2592,Sant Jordi Desvalls,171668,2014,36.3
2593,Sant Julià de Cerdanyola,089030,2014,11.3
2594,Sant Julià de Ramis,171693,2014,183.3
2595,Sant Julià de Vilatorta,082205,2014,138.5
2596,Sant Julià del Llor i Bonmatí,179032,2014,87.9
2597,Sant Just Desvern,082212,2014,739.1
2598,Sant Llorenç d'Hortons,082227,2014,157.5
2599,Sant Llorenç de la Muga,171714,2014,8.6
2600,Sant Llorenç de Morunys,251930,2014,26.3
2601,Sant Llorenç Savall,082233,2014,161.0
2602,Sant Martí d'Albars,082251,2014,4.5
2603,Sant Martí de Centelles,082248,2014,111.1
2604,Sant Martí de Llémena,171729,2014,30.0
2605,Sant Martí de Riucorb,259025,2014,33.7
2606,Sant Martí de Tous,082264,2014,57.6
2607,Sant Martí Sarroca,082270,2014,213.4
2608,Sant Martí Sesgueioles,082286,2014,26.2
2609,Sant Martí Vell,171735,2014,9.6
2610,Sant Mateu de Bages,082299,2014,25.7
2611,Sant Miquel de Campmajor,171740,2014,8.3
2612,Sant Miquel de Fluvià,171753,2014,103.0
2613,Sant Mori,171766,2014,7.9
2614,Sant Pau de Segúries,171772,2014,32.2
2615,Sant Pere de Ribes,082310,2014,2857.8
2616,Sant Pere de Riudebitlles,082325,2014,151.3
2617,Sant Pere de Torelló,082331,2014,151.1
2618,Sant Pere de Vilamajor,082346,2014,328.8
2619,Sant Pere Pescador,171788,2014,150.1
2620,Sant Pere Sallavinera,081897,2014,5.6
2621,Sant Pol de Mar,082359,2014,278.3
2622,Sant Quintí de Mediona,082362,2014,180.2
2623,Sant Quirze de Besora,082378,2014,113.8
2624,Sant Quirze del Vallès,082384,2014,1041.3
2625,Sant Quirze Safaja,082397,2014,30.6
2626,Sant Ramon,251945,2014,22.3
2627,Sant Sadurní d'Anoia,082401,2014,774.0
2628,Sant Sadurní d'Osormort,082418,2014,3.2
2629,Sant Salvador de Guardiola,080983,2014,250.0
2630,Sant Vicenç de Castellet,082628,2014,939.5
2631,Sant Vicenç de Montalt,082649,2014,279.3
2632,Sant Vicenç de Torelló,082652,2014,106.4
2633,Sant Vicenç dels Horts,082634,2014,3023.6
2634,Santa Bàrbara,431384,2014,335.3
2635,Santa Cecília de Voltregà,082439,2014,6.6
2636,Santa Coloma de Cervelló,082444,2014,452.0
2637,Santa Coloma de Farners,171805,2014,906.4
2638,Santa Coloma de Gramenet,082457,2014,12333.5
2639,Santa Coloma de Queralt,431397,2014,256.3
2640,Santa Cristina d'Aro,171812,2014,294.4
2641,Santa Eugènia de Berga,082460,2014,143.5
2642,Santa Eulàlia de Riuprimer,082476,2014,82.9
2643,Santa Eulàlia de Ronçana,082482,2014,503.9
2644,Santa Fe del Penedès,082495,2014,22.2
2645,Santa Llogaia d'Àlguema,171827,2014,24.8
2646,Santa Margarida de Montbui,082508,2014,1239.6
2647,Santa Margarida i els Monjos,082515,2014,686.3
2648,Santa Maria d'Oló,082589,2014,39.2
2649,Santa Maria de Besora,082536,2014,9.8
2650,Santa Maria de Martorelles,082567,2014,61.4
2651,Santa Maria de Merlès,082554,2014,7.8
2652,Santa Maria de Miralles,082573,2014,8.7
2653,Santa Maria de Palautordera,082592,2014,743.9
2654,Santa Oliva,431401,2014,438.5
2655,Santa Pau,171848,2014,73.5
2656,Santa Perpètua de Mogoda,082606,2014,2215.9
2657,Santa Susanna,082613,2014,237.5
2658,Santpedor,081923,2014,471.2
2659,Sarral,431423,2014,114.2
2660,Sarrià de Ter,171864,2014,305.3
2661,Sarroca de Bellera,252017,2014,7.5
2662,Sarroca de Lleida,252000,2014,16.4
2663,"Saus, Camallera i Llampaies",171870,2014,44.1
2664,Savallà del Comtat,431439,2014,0.7
2665,"Secuita, la",431444,2014,102.1
2666,"Selva de Mar, la",171886,2014,8.9
2667,"Selva del Camp, la",431457,2014,344.7
2668,Senan,431460,2014,3.6
2669,"Sénia, la",430445,2014,696.9
2670,Senterada,252022,2014,11.1
2671,"Sentiu de Sió, la",250352,2014,26.0
2672,Sentmenat,082671,2014,691.3
2673,Serinyà,171903,2014,55.9
2674,Seròs,252043,2014,77.3
2675,Serra de Daró,171910,2014,5.3
2676,Setcases,171925,2014,6.1
2677,"Seu d'Urgell, la",252038,2014,842.9
2678,Seva,082690,2014,186.8
2679,Sidamon,252056,2014,43.8
2680,Sils,171931,2014,456.8
2681,Sitges,082704,2014,1519.8
2682,Siurana,170524,2014,3.8
2683,Sobremunt,082711,2014,1.7
2684,"Soleràs, el",252069,2014,5.5
2685,Solivella,431476,2014,25.1
2686,Solsona,252075,2014,710.7
2687,Sora,082726,2014,4.3
2688,Soriguera,252081,2014,14.3
2689,Sort,252094,2014,132.5
2690,Soses,252108,2014,99.3
2691,Subirats,082732,2014,184.7
2692,Sudanell,252115,2014,27.5
2693,Sunyer,252120,2014,10.2
2694,Súria,082747,2014,428.5
2695,Susqueda,171946,2014,3.2
2696,Tagamanent,082763,2014,22.2
2697,Talamanca,082779,2014,7.9
2698,Talarn,252154,2014,24.8
2699,Talavera,252167,2014,4.7
2700,"Tallada d'Empordà, la",171959,2014,20.4
2701,Taradell,082785,2014,395.8
2702,Tarragona,431482,2014,11112.6
2703,Tàrrega,252173,2014,1371.3
2704,Tarrés,252189,2014,4.9
2705,Tarroja de Segarra,252192,2014,5.3
2706,Tavèrnoles,082750,2014,7.9
2707,Tavertet,082802,2014,6.8
2708,Teià,082819,2014,293.2
2709,Térmens,252206,2014,63.1
2710,Terrades,171962,2014,11.9
2711,Terrassa,082798,2014,22109.3
2712,Tiana,082824,2014,403.8
2713,Tírvia,252213,2014,8.0
2714,Tiurana,252228,2014,0.0
2715,Tivenys,431495,2014,57.8
2716,Tivissa,431508,2014,112.3
2717,Tona,082830,2014,555.9
2718,Torà,252234,2014,70.8
2719,Tordera,082845,2014,1598.5
2720,Torelló,082858,2014,1174.8
2721,"Torms, els",252249,2014,6.5
2722,Tornabous,252252,2014,47.9
2723,"Torre de Cabdella, la",252271,2014,22.1
2724,"Torre de Claramunt, la",082861,2014,386.3
2725,"Torre de Fontaubella, la",431515,2014,8.8
2726,"Torre de l'Espanyol, la",431520,2014,41.3
2727,Torrebesses,252265,2014,8.8
2728,Torredembarra,431536,2014,1487.1
2729,Torrefarrera,252287,2014,231.1
2730,Torrefeta i Florejacs,259078,2014,18.3
2731,Torregrossa,252304,2014,113.4
2732,Torrelameu,252311,2014,30.0
2733,Torrelavit,082877,2014,66.3
2734,Torrelles de Foix,082883,2014,268.2
2735,Torrelles de Llobregat,082896,2014,369.1
2736,Torrent,171978,2014,6.7
2737,Torres de Segre,252326,2014,158.3
2738,Torre-serona,252332,2014,16.3
2739,Torroella de Fluvià,171984,2014,38.7
2740,Torroella de Montgrí,171997,2014,707.9
2741,Torroja del Priorat,431541,2014,10.9
2742,Tortellà,172001,2014,37.0
2743,Tortosa,431554,2014,3183.7
2744,Toses,172018,2014,5.7
2745,Tossa de Mar,172023,2014,280.5
2746,Tremp,252347,2014,415.3
2747,Ullà,172044,2014,88.3
2748,Ullastrell,082900,2014,125.1
2749,Ullastret,172057,2014,15.2
2750,Ulldecona,431567,2014,547.2
2751,Ulldemolins,431573,2014,21.0
2752,Ultramort,172039,2014,5.3
2753,Urús,172060,2014,3.4
2754,Vacarisses,082917,2014,482.7
2755,"Vajol, la",170144,2014,9.1
2756,"Vall d'en Bas, la",172076,2014,125.7
2757,"Vall de Bianya, la",172082,2014,51.9
2758,"Vall de Boí, la",250432,2014,13.3
2759,Vall de Cardós,259010,2014,11.9
2760,Vallbona d'Anoia,082922,2014,111.4
2761,Vallbona de les Monges,252385,2014,6.5
2762,Vallcebre,082938,2014,12.5
2763,Vallclara,431589,2014,6.8
2764,Vallfogona de Balaguer,252402,2014,85.3
2765,Vallfogona de Ripollès,171707,2014,10.7
2766,Vallfogona de Riucorb,431592,2014,2.6
2767,Vallgorguina,082943,2014,199.4
2768,Vallirana,082956,2014,1147.3
2769,Vall-llobrega,172095,2014,58.8
2770,Vallmoll,431606,2014,134.0
2771,Vallromanes,082969,2014,120.0
2772,Valls,431613,2014,2175.2
2773,"Valls d'Aguilar, les",259062,2014,8.1
2774,"Valls de Valira, les",252398,2014,35.3
2775,Vandellòs i l'Hospitalet de l'Infant,431628,2014,415.4
2776,"Vansa i Fórnols, la",259097,2014,10.6
2777,Veciana,082975,2014,3.3
2778,"Vendrell, el",431634,2014,4364.4
2779,Ventalló,172109,2014,33.9
2780,Verdú,252424,2014,50.9
2781,Verges,172116,2014,73.2
2782,Vespella de Gaià,431649,2014,40.5
2783,Vic,082981,2014,3809.5
2784,Vidrà,172121,2014,7.1
2785,Vidreres,172137,2014,608.2
2786,Vielha e Mijaran,252430,2014,279.3
2787,Vilabella,431652,2014,42.7
2788,Vilabertran,172142,2014,52.0
2789,Vilablareix,172155,2014,113.3
2790,Vilada,082994,2014,42.8
2791,Viladamat,172174,2014,23.1
2792,Viladasens,172168,2014,5.1
2793,Viladecans,083015,2014,5870.5
2794,Viladecavalls,083008,2014,589.9
2795,Vilademuls,172180,2014,43.3
2796,Viladrau,172207,2014,33.8
2797,Vilafant,172214,2014,303.8
2798,Vilafranca del Penedès,083054,2014,3747.0
2799,Vilagrassa,252445,2014,25.8
2800,Vilajuïga,172235,2014,75.2
2801,Vilalba dels Arcs,431750,2014,23.3
2802,Vilalba Sasserra,083067,2014,49.5
2803,Vilaller,252458,2014,23.8
2804,Vilallonga de Ter,172240,2014,18.2
2805,Vilallonga del Camp,431665,2014,134.8
2806,Vilamacolum,172253,2014,16.2
2807,Vilamalla,172266,2014,71.9
2808,Vilamaniscle,172272,2014,6.9
2809,Vilamòs,252477,2014,6.9
2810,Vilanant,172288,2014,15.6
2811,Vilanova d'Escornalbou,431671,2014,38.5
2812,Vilanova de Bellpuig,252483,2014,43.3
2813,Vilanova de l'Aguda,252496,2014,6.3
2814,Vilanova de la Barca,252542,2014,62.8
2815,Vilanova de Meià,252509,2014,13.8
2816,Vilanova de Prades,431687,2014,7.1
2817,Vilanova de Sau,083036,2014,12.1
2818,Vilanova de Segrià,252516,2014,59.1
2819,Vilanova del Camí,083020,2014,1561.2
2820,Vilanova del Vallès,089024,2014,336.0
2821,Vilanova i la Geltrú,083073,2014,6223.8
2822,Vilaplana,431690,2014,19.3
2823,Vila-rodona,431704,2014,94.2
2824,Vila-sacra,172305,2014,26.2
2825,Vila-sana,252521,2014,32.2
2826,Vila-seca,431711,2014,1808.3
2827,Vilassar de Dalt,082140,2014,575.6
2828,Vilassar de Mar,082191,2014,1189.0
2829,Vilaür,172229,2014,8.8
2830,Vilaverd,431726,2014,32.8
2831,"Vilella Alta, la",431732,2014,5.3
2832,"Vilella Baixa, la",431747,2014,11.3
2833,Vilobí d'Onyar,172333,2014,153.3
2834,Vilobí del Penedès,083041,2014,51.3
2835,Vilopriu,172327,2014,11.1
2836,"Vilosell, el",252537,2014,6.8
2837,Vimbodí i Poblet,431763,2014,44.5
2838,Vinaixa,252555,2014,31.4
2839,Vinebre,431779,2014,37.9
2840,Vinyols i els Arcs,431785,2014,123.6
2841,Viver i Serrateix,083089,2014,8.6
2842,Xerta,430521,2014,93.2
2844,Abella de la Conca,250019,2015,11.0
2845,Abrera,080018,2015,831.8
2846,Àger,250024,2015,16.7
2847,Agramunt,250030,2015,298.1
2848,Aguilar de Segarra,080023,2015,8.1
2849,Agullana,170010,2015,39.8
2850,Aiguafreda,080142,2015,141.0
2851,Aiguamúrcia,430017,2015,71.5
2852,Aiguaviva,170025,2015,17.9
2853,Aitona,250387,2015,159.8
2854,"Alamús, els",250045,2015,26.2
2855,Alàs i Cerc,250058,2015,10.9
2856,"Albagés, l'",250061,2015,14.9
2857,Albanyà,170031,2015,13.2
2858,Albatàrrec,250077,2015,108.2
2859,Albesa,250083,2015,75.8
2860,"Albi, l'",250096,2015,47.2
2861,Albinyana,430022,2015,239.3
2862,"Albiol, l'",430038,2015,20.2
2863,Albons,170046,2015,34.0
2864,Alcanar,430043,2015,564.3
2865,Alcanó,250100,2015,5.3
2866,Alcarràs,250117,2015,749.1
2867,Alcoletge,250122,2015,204.2
2868,Alcover,430056,2015,370.1
2869,"Aldea, l'",439044,2015,281.5
2870,Aldover,430069,2015,47.1
2871,"Aleixar, l'",430075,2015,38.6
2872,Alella,080039,2015,382.6
2873,Alfara de Carles,430081,2015,26.8
2874,Alfarràs,250138,2015,236.2
2875,Alfés,250143,2015,13.7
2876,Alforja,430094,2015,136.2
2877,Algerri,250156,2015,19.2
2878,Alguaire,250169,2015,194.1
2879,Alins,250175,2015,4.9
2880,Alió,430108,2015,26.9
2881,Almacelles,250194,2015,291.4
2882,Almatret,250208,2015,8.5
2883,Almenar,250215,2015,202.3
2884,Almoster,430115,2015,56.8
2885,Alòs de Balaguer,250220,2015,5.3
2886,Alp,170062,2015,47.8
2887,Alpens,080044,2015,13.3
2888,Alpicat,250236,2015,237.3
2889,Alt Àneu,250241,2015,12.3
2890,Altafulla,430120,2015,295.8
2891,Amer,170078,2015,101.3
2892,"Ametlla de Mar, l'",430136,2015,442.8
2893,"Ametlla del Vallès, l'",080057,2015,378.7
2894,"Ampolla, l'",439060,2015,190.7
2895,Amposta,430141,2015,1849.5
2896,Anglès,170084,2015,353.6
2897,Anglesola,250273,2015,77.3
2898,Arbeca,250292,2015,102.9
2899,"Arboç, l'",430167,2015,554.2
2900,Arbolí,430154,2015,3.6
2901,Arbúcies,170097,2015,389.7
2902,Arenys de Mar,080060,2015,986.1
2903,Arenys de Munt,080076,2015,604.0
2904,Argelaguer,170101,2015,22.5
2905,Argençola,080082,2015,11.8
2906,"Argentera, l'",430173,2015,3.0
2907,Argentona,080095,2015,763.9
2908,"Armentera, l'",170118,2015,34.4
2909,Arnes,430189,2015,16.0
2910,Arres,250313,2015,0.2
2911,Arsèguel,250328,2015,1.7
2912,Artés,080109,2015,352.2
2913,Artesa de Lleida,250334,2015,72.9
2914,Artesa de Segre,250349,2015,158.5
2915,Ascó,430192,2015,93.9
2916,Aspa,250365,2015,11.7
2917,"Avellanes i Santa Linya, les",250371,2015,11.2
2918,Avià,080116,2015,102.3
2919,Avinyó,080121,2015,99.8
2920,Avinyonet de Puigventós,170123,2015,69.3
2921,Avinyonet del Penedès,080137,2015,94.9
2922,Badalona,080155,2015,19121.6
2923,Badia del Vallès,089045,2015,1549.2
2924,Bagà,080168,2015,135.4
2925,Baix Pallars,250390,2015,24.4
2926,Balaguer,250404,2015,1430.1
2927,Balenyà,080174,2015,327.0
2928,Balsareny,080180,2015,214.3
2929,Banyeres del Penedès,430206,2015,243.8
2930,Banyoles,170157,2015,1085.8
2931,Barbens,250411,2015,36.0
2932,Barberà de la Conca,430213,2015,24.7
2933,Barberà del Vallès,082520,2015,2565.5
2934,Barcelona,080193,2015,93714.4
2935,"Baronia de Rialb, la",250426,2015,3.9
2936,Bàscara,170160,2015,49.1
2937,Bassella,250447,2015,3.2
2938,Batea,430228,2015,65.0
2939,Bausen,250450,2015,2.5
2940,Begues,080207,2015,300.8
2941,Begur,170139,2015,201.5
2942,Belianes,250463,2015,28.5
2943,Bellaguarda,251706,2015,5.0
2944,Bellcaire d'Empordà,170182,2015,31.0
2945,Bellcaire d'Urgell,250479,2015,47.0
2946,Bell-lloc d'Urgell,250485,2015,123.0
2947,Bellmunt d'Urgell,250498,2015,3.8
