,Any,Solar,Literal,Codi
3727,2015,1.8657,Senan,431460
3728,2015,49.6557,Santa Coloma de Queralt,431397
3729,2015,10.5886,Puigpelat,431191
3730,2015,8.0537,"Pobla de Massaluca, la",431107
3731,2015,2.7699,"Vilella Baixa, la",431747
3732,2015,8.7655,Solivella,431476
3733,2015,61.2746,"Pobla de Montornès, la",431114
3734,2015,3.8116,Poboleda,431129
3735,2015,12.4327,"Pont d'Armentera, el",431135
3736,2015,5.7532,Porrera,431140
3737,2015,36.8638,Pratdip,431188
3738,2015,3.4038,Prat de Comte,431172
3739,2015,9.805,Riudecols,431286
3740,2015,37.3625,Querol,431205
3741,2015,10.3463,Rasquera,431212
3742,2015,2.4838,Renau,431227
3743,2015,354.9451,Reus,431233
3744,2015,11.7197,"Riba, la",431248
3745,2015,20.3277,Riba-roja d'Ebre,431251
3746,2015,25.0157,"Riera de Gaià, la",431264
3747,2015,21.6398,Riudecanyes,431270
3748,2015,1.1834,Pradell de la Teixeta,431153
3749,2015,42.3736,Sant Jaume d'Enveja,439023
3750,2015,3.6634,Vilaplana,431690
3751,2015,11.6638,Vila-rodona,431704
3752,2015,147.7244,Vila-seca,431711
3753,2015,1.566,"Vilella Alta, la",431732
3754,2015,8.9899,Vilalba dels Arcs,431750
3755,2015,13.4195,Vimbodí i Poblet,431763
3756,2015,6.3231,Vinebre,431779
3757,2015,7.9389,Vilaverd,431726
3758,2015,136.7786,Deltebre,439018
3759,2015,13.3607,Vilallonga del Camp,431665
3760,2015,44.192,Camarles,439039
3761,2015,57.2512,"Aldea, l'",439044
3762,2015,215.6425,Salou,439057
3763,2015,87.5623,"Ampolla, l'",439060
3764,2015,86.1999,"Canonja, la",439076
3765,2015,0.0,Medinyà,171045
3766,2015,26.1561,"Pobla de Mafumet, la",431093
3767,2015,18.2718,Vinyols i els Arcs,431785
3768,2015,3.0042,Vallclara,431589
3769,2015,8.3583,Tivenys,431495
3770,2015,18.7837,Tivissa,431508
3771,2015,2.8476,"Torre de Fontaubella, la",431515
3772,2015,6.1599,"Torre de l'Espanyol, la",431520
3773,2015,120.9568,Torredembarra,431536
3774,2015,2.428,Torroja del Priorat,431541
3775,2015,378.9649,Tortosa,431554
3776,2015,5.4697,Vilanova de Prades,431687
3777,2015,5.1759,Ulldemolins,431573
3778,2015,9.5624,Vilanova d'Escornalbou,431671
3779,2015,4.4993,Vallfogona de Riucorb,431592
3780,2015,25.9746,Vallmoll,431606
3781,2015,107.1655,Valls,431613
3782,2015,189.8661,Vandellòs i l'Hospitalet de l'Infant,431628
3783,2015,359.9412,"Vendrell, el",431634
3784,2015,15.1064,Vespella de Gaià,431649
3785,2015,11.341,Vilabella,431652
3786,2015,1884.9138,Tarragona,431482
3787,2015,63.5572,Ulldecona,431567
3788,2016,1.5888,Sobremunt,082711
3789,2016,85.0073,Tona,082830
3790,2016,64.3896,Tiana,082824
3791,2016,66.3042,Teià,082819
3792,2016,4.0102,Tavertet,082802
3793,2016,1008.8311,Terrassa,082798
3794,2016,79.5968,Taradell,082785
3795,2016,10.1099,Talamanca,082779
3796,2016,8.9688,Tagamanent,082763
3797,2016,8.504,Tavèrnoles,082750
3798,2016,44.2366,Súria,082747
3799,2016,96.4092,Vilanova del Vallès,089024
3800,2016,8.7424,Sora,082726
3801,2016,82.8488,"Torre de Claramunt, la",082861
3802,2016,284.3839,Sitges,082704
3803,2016,244.4135,Seva,082690
3804,2016,43.797,Cercs,082687
3805,2016,127.1606,Sentmenat,082671
3806,2016,550.3997,Cerdanyola del Vallès,082665
3807,2016,25.6459,Sant Vicenç de Torelló,082652
3808,2016,100.1723,Sant Vicenç de Montalt,082649
3809,2016,177.8898,Sant Vicenç dels Horts,082634
3810,2016,61.8718,Sant Vicenç de Castellet,082628
3811,2016,42.9936,Santa Susanna,082613
3812,2016,75.3984,Subirats,082732
3813,2016,3.7042,Veciana,082975
3814,2016,118.8468,Sant Esteve Sesrovires,082080
3815,2016,1.33,Viver i Serrateix,083089
3816,2016,270.7768,Vilanova i la Geltrú,083073
3817,2016,8.7284,Vilalba Sasserra,083067
3818,2016,194.1617,Vilafranca del Penedès,083054
3819,2016,25.0311,Vilobí del Penedès,083041
3820,2016,6.2206,Vilanova de Sau,083036
3821,2016,75.2519,Vilanova del Camí,083020
3822,2016,266.3019,Viladecans,083015
3823,2016,111.9368,Viladecavalls,083008
3824,2016,188.4462,Tordera,082845
3825,2016,414.493,Vic,082981
3826,2016,96.2653,Torelló,082858
3827,2016,54.1319,Vallromanes,082969
3828,2016,375.5028,Vallirana,082956
3829,2016,103.0865,Vallgorguina,082943
3830,2016,5.6879,Vallcebre,082938
3831,2016,12.6614,Vallbona d'Anoia,082922
3832,2016,153.8615,Vacarisses,082917
3833,2016,40.8444,Ullastrell,082900
3834,2016,83.1265,Torrelles de Llobregat,082896
3835,2016,47.0816,Torrelles de Foix,082883
3836,2016,22.4808,Torrelavit,082877
3837,2016,12.9207,Santa Maria d'Oló,082589
3838,2016,7.324,Vilada,082994
3839,2016,56.7649,Sant Julià de Vilatorta,082205
3840,2016,282.6446,Santa Perpètua de Mogoda,082606
3841,2016,157.2874,Sant Pere de Ribes,082310
3842,2016,79.9937,Premià de Dalt,082303
3843,2016,5.7134,Sant Mateu de Bages,082299
3844,2016,7.0423,Sant Martí Sesgueioles,082286
3845,2016,21.1854,Sant Martí Sarroca,082270
3846,2016,13.5528,Sant Martí de Tous,082264
3847,2016,1.2937,Sant Martí d'Albars,082251
3848,2016,20.1639,Sant Martí de Centelles,082248
3849,2016,20.7035,Sant Llorenç Savall,082233
3850,2016,27.7418,Sant Pere de Torelló,082331
3851,2016,183.6291,Sant Just Desvern,082212
3852,2016,131.3753,Sant Pere de Vilamajor,082346
3853,2016,65.4296,Vilassar de Mar,082191
3854,2016,58.232,Sant Joan de Vilatorrada,082188
3855,2016,153.7237,Sant Joan Despí,082172
3856,2016,1.4382,Sant Jaume de Frontanyà,082166
3857,2016,36.2536,Sant Hipòlit de Voltregà,082153
3858,2016,69.3707,Vilassar de Dalt,082140
3859,2016,124.6106,Sant Fruitós de Bages,082135
3860,2016,12.4714,Sant Feliu Sasserra,082129
3861,2016,168.8345,Sant Feliu de Llobregat,082114
3862,2016,47.2756,Sant Feliu de Codines,082107
3863,2016,10.267,Molló,171077
3864,2016,28.4116,Sant Llorenç d'Hortons,082227
3865,2016,20.0513,Santa Eugènia de Berga,082460
3866,2016,4.7833,Sant Julià de Cerdanyola,089030
3867,2016,0.0,Santa Maria de Miralles,082573
3868,2016,6.3302,Santa Maria de Martorelles,082567
3869,2016,0.0,Santa Maria de Merlès,082554
3870,2016,34.012,"Esquirol, l'",082541
3871,2016,2.525,Santa Maria de Besora,082536
3872,2016,248.1739,Barberà del Vallès,082520
3873,2016,117.7606,Santa Margarida i els Monjos,082515
3874,2016,43.9566,Santa Margarida de Montbui,082508
3875,2016,3.0042,Santa Fe del Penedès,082495
3876,2016,20.1581,Sant Pere de Riudebitlles,082325
3877,2016,12.2917,Santa Eulàlia de Riuprimer,082476
3878,2016,114.8421,Santa Maria de Palautordera,082592
3879,2016,246.7452,Santa Coloma de Gramenet,082457
3880,2016,72.1798,Santa Coloma de Cervelló,082444
3881,2016,1.7631,Santa Cecília de Voltregà,082439
3882,2016,2.7656,Marganell,082423
3883,2016,1.6896,Sant Sadurní d'Osormort,082418
3884,2016,100.7426,Sant Sadurní d'Anoia,082401
3885,2016,48.7332,Sant Quirze Safaja,082397
3886,2016,179.6049,Sant Quirze del Vallès,082384
3887,2016,19.5758,Sant Quirze de Besora,082378
3888,2016,19.8912,Sant Quintí de Mediona,082362
3889,2016,29.3685,Sant Pol de Mar,082359
3890,2016,101.7678,Santa Eulàlia de Ronçana,082482
3891,2016,3.7334,Esponellà,170656
3892,2016,782.2587,Girona,170792
3893,2016,14.853,Ger,170789
3894,2016,19.803,Garriguella,170773
3895,2016,2.1967,Garrigoles,170767
3896,2016,4.2102,Garrigàs,170754
3897,2016,8.301,Fortià,170741
3898,2016,29.8834,Fornells de la Selva,170736
3899,2016,12.7885,Fontcoberta,170715
3900,2016,4.6742,Fontanilles,170708
3901,2016,24.3555,Fontanals de Cerdanya,170694
3902,2016,4.8097,Rupit i Pruit,089019
3903,2016,15.4375,Flaçà,170675
3904,2016,19.7634,Guils de Cerdanya,170828
3905,2016,5.9006,Espolla,170643
3906,2016,4.6578,Espinelves,170638
3907,2016,192.1369,"Escala, l'",170622
3908,2016,16.7689,Das,170617
3909,2016,5.9821,Darnius,170600
3910,2016,3.3798,Crespià,170583
3911,2016,7.907,Corçà,170577
3912,2016,28.3702,Cornellà del Terri,170561
3913,2016,2.359,Colomers,170558
3914,2016,11.5984,Colera,170545
3915,2016,5.05,Freginals,430629
3916,2016,19.3283,Llers,170932
3917,2016,2.3131,Mollet de Peralada,171061
3918,2016,5.4398,Mieres,171058
3919,2016,187.9774,Maçanet de la Selva,171030
3920,2016,20.806,Maçanet de Cabrenys,171024
3921,2016,6.7185,Massanes,171019
3922,2016,4.1241,Masarac,171002
3923,2016,2.5987,Meranges,170998
3924,2016,12.4406,Maià de Montcal,170985
3925,2016,3.8935,Madremanya,170979
3926,2016,1.5448,"Llosses, les",170963
3927,2016,4.6826,Gombrèn,170806
3928,2016,19.6365,Llívia,170947
3929,2016,3.1196,Gualta,170813
3930,2016,114.7912,Llançà,170926
3931,2016,14.9387,Llanars,170911
3932,2016,10.1045,Llambilles,170904
3933,2016,86.4955,Llagostera,170890
3934,2016,8.0831,Lladó,170887
3935,2016,3.5608,Juià,170871
3936,2016,77.495,"Jonquera, la",170865
3937,2016,5.1921,Jafre,170852
3938,2016,6.6397,Isòvol,170849
3939,2016,58.2959,Hostalric,170834
3940,2016,16.4823,Cervià de Ter,170502
3941,2016,352.3551,Lloret de Mar,170950
3942,2016,5.2704,Argelaguer,170101
3943,2016,4.4164,Siurana,170524
3944,2016,70.3254,"Bisbal d'Empordà, la",170221
3945,2016,1.733,Beuda,170216
3946,2016,100.3237,Bescanó,170209
3947,2016,37.5687,Besalú,170195
3948,2016,10.1414,Bellcaire d'Empordà,170182
3949,2016,18.7424,Bàscara,170160
3950,2016,105.3954,Banyoles,170157
3951,2016,4.0607,"Vajol, la",170144
3952,2016,202.6617,Begur,170139
3953,2016,31.7284,Bolvir,170242
3954,2016,12.1989,"Armentera, l'",170118
3955,2016,21.1508,Bordils,170255
3956,2016,53.6541,Arbúcies,170097
3957,2016,48.9959,Anglès,170084
3958,2016,29.0147,Amer,170078
3959,2016,83.8487,Alp,170062
3960,2016,4.6987,"Far d'Empordà, el",170059
3961,2016,10.8353,Albons,170046
3962,2016,1.7538,Albanyà,170031
3963,2016,7.3285,Aiguaviva,170025
3964,2016,11.5044,Agullana,170010
3965,2016,18.8804,"Palma de Cervelló, la",089058
3966,2016,46.7092,Badia del Vallès,089045
3967,2016,26.5102,Avinyonet de Puigventós,170123
3968,2016,9.0245,Campelles,170372
3969,2016,10.8605,Sant Esteve de Palautordera,082074
3970,2016,39.089,Celrà,170499
3971,2016,311.8428,Castell-Platja d'Aro,170486
3972,2016,290.2018,Castelló d'Empúries,170470
3973,2016,6.6797,Castellfollit de la Roca,170464
3974,2016,63.874,Cassà de la Selva,170448
3975,2016,3.9054,Queralbs,170433
3976,2016,10.3765,Capmany,170427
3977,2016,7.39,Cantallops,170412
3978,2016,3.8872,Canet d'Adri,170405
3979,2016,211.2355,Blanes,170237
3980,2016,17.0817,Campllong,170388
3981,2016,6.1718,Cistella,170519
3982,2016,33.0434,Campdevànol,170366
3983,2016,8.9075,Camós,170353
3984,2016,271.5685,Calonge de Segarra,170340
3985,2016,331.4168,Caldes de Malavella,170335
3986,2016,45.4728,Cadaqués,170329
3987,2016,2.0301,Cabanelles,170314
3988,2016,4.1149,Cabanes,170307
3989,2016,6.0459,Boadella i les Escaules,170293
3990,2016,3.7938,Brunyola,170280
3991,2016,27.5503,Breda,170274
3992,2016,9.4097,Borrassà,170268
3993,2016,61.7488,Camprodon,170391
3994,2016,262.3346,Castellar del Vallès,080517
3995,2016,144.4947,Dosrius,080752
3996,2016,100.833,Cubelles,080749
3997,2016,287.5458,Cornellà de Llobregat,080734
3998,2016,300.7854,Corbera de Llobregat,080728
3999,2016,3.9306,Copons,080713
4000,2016,8.5852,Collsuspina,080706
4001,2016,48.6339,Collbató,080692
4002,2016,211.3713,Cervelló,080689
4003,2016,39.3399,Centelles,080673
4004,2016,60.6645,Castellví de Rosanes,080667
4005,2016,289.1236,Igualada,081022
4006,2016,16.9567,Castellterçol,080641
4007,2016,1.5233,"Espunyola, l'",080787
4008,2016,0.0,Castellar del Riu,080500
4009,2016,16.5461,Casserres,080497
4010,2016,7.4839,Carme,080484
4011,2016,48.3785,Cardona,080478
4012,2016,106.3289,Cardedeu,080462
4013,2016,0.0,Capolat,080459
4014,2016,19.5587,Capellades,080446
4015,2016,81.9405,Canyelles,080431
4016,2016,55.6882,Cànoves i Samalús,080425
4017,2016,58.8421,Canovelles,080410
4018,2016,14.6436,Castellví de la Marca,080654
4019,2016,297.3147,Gavà,080898
4020,2016,144.6133,Sant Fost de Campsentelles,082093
4021,2016,55.83,Gurb,081000
4022,2016,11.7626,Guardiola de Berguedà,080996
4023,2016,55.2276,Sant Salvador de Guardiola,080983
4024,2016,14.3481,Gualba,080977
4025,2016,307.5095,Granollers,080961
4026,2016,2.334,Granera,080958
4027,2016,16.5155,"Granada, la",080945
4028,2016,0.0,Gisclareny,080930
4029,2016,64.5171,Gironella,080924
4030,2016,137.2758,Esparreguera,080765
4031,2016,2.3578,Gaià,080902
4032,2016,181.4877,Esplugues de Llobregat,080771
4033,2016,118.6769,"Garriga, la",080885
4034,2016,6.9069,Gallifa,080879
4035,2016,143.1546,"Franqueses del Vallès, les",080863
4036,2016,21.5342,Font-rubí,080850
4037,2016,47.6012,Fonollosa,080847
4038,2016,20.9087,Folgueroles,080832
4039,2016,68.9506,Fogars de la Selva,080826
4040,2016,7.1502,Fogars de Montclús,080811
4041,2016,1.055,Fígols,080804
4042,2016,12.0996,"Estany, l'",080790
4043,2016,16.8693,Callús,080386
4044,2016,84.6019,Gelida,080919
4045,2016,1.3487,Castellfollit de Riubregós,080608
4046,2016,45.7618,Canet de Mar,080403
4047,2016,19.6666,Avià,080116
4048,2016,50.8701,Artés,080109
4049,2016,106.3258,Argentona,080095
4050,2016,2.2657,Argençola,080082
4051,2016,83.1505,Arenys de Munt,080076
4052,2016,162.7591,Arenys de Mar,080060
4053,2016,170.7309,"Ametlla del Vallès, l'",080057
4054,2016,8.7418,Alpens,080044
4055,2016,25.0989,Castellolí,080636
4056,2016,36.6394,Avinyonet del Penedès,080137
4057,2016,91.6507,Castellgalí,080615
4058,2016,28.7655,Aiguafreda,080142
4059,2016,3.5313,Castellfollit del Boix,080594
4060,2016,76.453,Castellet i la Gornal,080581
4061,2016,0.9704,Castell de l'Areny,080575
4062,2016,489.9781,Castelldefels,080569
4063,2016,25.9272,Castellcir,080556
4064,2016,403.4082,Castellbisbal,080543
4065,2016,99.6773,Castellbell i el Vilar,080538
4066,2016,5.0343,Castellar de n'Hug,080522
4067,2016,102.0066,Alella,080039
4068,2016,3.979,Aguilar de Segarra,080023
4069,2016,83.4579,Abrera,080018
4070,2016,48.0995,Castellnou de Bages,080620
4071,2016,7.6725,"Brull, el",080266
4072,2016,27.3718,Jorba,081038
4073,2016,19.8179,Calldetenes,080370
4074,2016,3.0071,Calonge,080364
4075,2016,80.743,Calella,080351
4076,2016,29.2542,Calders,080348
4077,2016,180.952,Caldes de Montbui,080333
4078,2016,23.0418,Caldes d'Estrac,080327
4079,2016,38.2196,Calaf,080312
4080,2016,102.8342,Cabrils,080305
4081,2016,61.3592,Cabrera de Mar,080291
4082,2016,55.4367,Avinyó,080121
4083,2016,8.3665,"Cabanyes, les",080272
4084,2016,16.1208,Campins,080399
4085,2016,37.7865,"Bruc, el",080253
4086,2016,8.5091,Borredà,080240
4087,2016,197.1602,Bigues i Riells,080235
4088,2016,94.8891,Berga,080229
4089,2016,1.0822,Bellprat,080214
4090,2016,112.699,Begues,080207
4091,2016,5669.3296,Barcelona,080193
4092,2016,47.8385,Balsareny,080180
4093,2016,38.9362,Balenyà,080174
4094,2016,18.9737,Bagà,080168
4095,2016,748.237,Badalona,080155
4096,2016,75.8064,Cabrera d'Anoia,080288
4097,2016,13.0308,"Pobla de Lillet, la",081666
4098,2016,36.0665,Rellinars,081799
4099,2016,5.9013,Rajadell,081786
4100,2016,0.6371,"Quar, la",081770
4101,2016,7.4595,Pujalt,081764
4102,2016,75.4077,Puig-reig,081751
4103,2016,6.1387,Puigdàlber,081748
4104,2016,66.2158,Premià de Mar,081727
4105,2016,20.6381,Prats de Lluçanès,081712
4106,2016,7.3001,"Prats de Rei, els",081705
4107,2016,346.4051,"Prat de Llobregat, el",081691
4108,2016,563.6852,"Hospitalet de Llobregat, l'",081017
4109,2016,83.6378,Polinyà,081672
4110,2016,75.3187,"Pont de Vilomara i Rocafort, el",081825
4111,2016,19.1935,"Pobla de Claramunt, la",081653
4112,2016,17.0619,"Pla del Penedès, el",081640
4113,2016,116.052,Pineda de Mar,081635
4114,2016,26.2307,"Hostalets de Pierola, els",081629
4115,2016,298.1646,Piera,081614
4116,2016,11.5798,Perafita,081607
4117,2016,166.6702,Parets del Vallès,081593
4118,2016,59.3983,"Papiol, el",081580
4119,2016,121.8365,Pallejà,081574
4120,2016,239.3065,Palau-solità i Plegamans,081568
4121,2016,22.9663,Pontons,081688
4122,2016,234.3842,Sant Adrià de Besòs,081944
4123,2016,18.3381,Sant Cugat Sesgarrigues,082068
4124,2016,1082.8585,Sant Cugat del Vallès,082055
4125,2016,31.9473,Sant Climent de Llobregat,082042
4126,2016,94.056,Sant Cebrià de Vallalta,082037
4127,2016,118.7017,Sant Celoni,082021
4128,2016,10.4127,Sant Boi de Lluçanès,082016
4129,2016,416.6873,Sant Boi de Llobregat,082009
4130,2016,11.9515,Sant Bartomeu del Grau,081995
4131,2016,81.734,Sant Antoni de Vilamajor,081982
4132,2016,146.0646,Sant Andreu de Llavaneres,081976
4133,2016,186.9875,Ripollet,081803
4134,2016,1.0335,Sant Agustí de Lluçanès,081957
4135,2016,89.0944,"Roca del Vallès, la",081810
4136,2016,15.1255,Sant Iscle de Vallalta,081939
4137,2016,76.28,Santpedor,081923
4138,2016,139.6528,Sallent,081918
4139,2016,5.3732,Saldes,081901
4140,2016,4.0777,Sant Pere Sallavinera,081897
4141,2016,0.0,Sagàs,081884
4142,2016,864.2737,Sabadell,081878
4143,2016,2.3882,Rubió,081859
4144,2016,327.5511,Rubí,081846
4145,2016,46.1631,Roda de Ter,081831
4146,2016,16.4171,Òrrius,081537
4147,2016,158.7193,Sant Andreu de la Barca,081960
4148,2016,62.6983,Martorelles,081154
4149,2016,94.6039,Palafolls,081555
4150,2016,117.0588,Montgat,081265
4151,2016,291.887,Montcada i Reixac,081252
4152,2016,317.482,Mollet del Vallès,081249
4153,2016,154.2434,Molins de Rei,081234
4154,2016,77.5754,Mediona,081228
4155,2016,389.7471,Mataró,081213
4156,2016,361.9795,Matadepera,081206
4157,2016,132.1114,Masquefa,081192
4158,2016,146.8724,"Masnou, el",081189
4159,2016,13.4266,Monistrol de Calders,081287
4160,2016,8.2991,"Masies de Roda, les",081167
4161,2016,41.9136,Muntanyola,081290
4162,2016,150.3368,Martorell,081141
4163,2016,352.7943,Manresa,081136
4164,2016,103.0638,Manlleu,081120
4165,2016,0.0,Malla,081115
4166,2016,92.5132,Malgrat de Mar,081108
4167,2016,4.6941,Lluçà,081094
4168,2016,113.1929,Lliçà de Vall,081081
4169,2016,222.767,Lliçà d'Amunt,081075
4170,2016,114.0579,Llinars del Vallès,081069
4171,2016,29.8864,"Llagosta, la",081056
4172,2016,13.1968,"Llacuna, la",081043
4173,2016,43.517,"Masies de Voltregà, les",081173
4174,2016,41.8124,Navàs,081419
4175,2016,8.9613,Foixà,170681
4176,2016,3.1027,Orpí,081521
4177,2016,10.5194,Oristà,081516
4178,2016,12.2101,Orís,081509
4179,2016,24.1149,Olost,081496
4180,2016,135.4332,Olivella,081483
4181,2016,70.2045,Olesa de Montserrat,081477
4182,2016,19.2708,Olesa de Bonesvalls,081461
4183,2016,114.1662,Olèrdola,081458
4184,2016,16.3251,Olvan,081445
4185,2016,42.4427,Monistrol de Montserrat,081271
4186,2016,3.0823,"Nou de Berguedà, la",081424
4187,2016,17.5177,Pacs del Penedès,081542
4188,2016,60.6296,Navarcles,081402
4189,2016,8.7608,Mura,081398
4190,2016,54.4367,Moià,081385
4191,2016,1.5558,Montseny,081379
4192,2016,119.7446,Montornès del Vallès,081363
4193,2016,92.045,Montmeló,081350
4194,2016,16.0395,Figaró-Montmany,081347
4195,2016,9.1309,Montmaneu,081332
4196,2016,8.0736,Montmajor,081326
4197,2016,10.6677,Montesquiu,081311
4198,2016,0.4855,Montclar,081304
4199,2016,63.9293,Òdena,081430
4200,2016,25.2408,Ponts,251728
4201,2016,2.8657,Riner,251863
4202,2016,11.9877,Ribera d'Urgellet,251850
4203,2016,4.8718,Rialp,251832
4204,2016,13.8168,Puigverd de Lleida,251826
4205,2016,3.1341,Puigverd d'Agramunt,251811
4206,2016,4.5436,Puiggròs,251804
4207,2016,6.6579,Prullans,251790
4208,2016,7.9152,Preixens,251771
4209,2016,4.5518,Preixana,251765
4210,2016,36.128,Prats i Sansor,251752
4211,2016,37.9937,Golmés,250997
4212,2016,44.6395,"Pont de Suert, el",251734
4213,2016,11.566,Sanaüja,251919
4214,2016,22.098,"Pobla de Segur, la",251713
4215,2016,4.0646,Bellaguarda,251706
4216,2016,3.9456,"Pobla de Cérvoles, la",251692
4217,2016,11.4592,"Poal, el",251689
4218,2016,4.5604,Pinós,251673
4219,2016,0.991,Pinell de Solsonès,251667
4220,2016,4.5095,Peramola,251654
4221,2016,5.4881,Penelles,251641
4222,2016,54.448,"Coma i la Pedra, la",251636
4223,2016,13.2628,Conca de Dalt,251615
4224,2016,7.9845,"Portella, la",251749
4225,2016,21.1622,Sidamon,252056
4226,2016,2.6631,Tarroja de Segarra,252192
4227,2016,3.6257,Tarrés,252189
4228,2016,161.0941,Tàrrega,252173
4229,2016,7.1065,Talavera,252167
4230,2016,116.9423,Talarn,252154
4231,2016,6.3096,Sunyer,252120
4232,2016,10.8804,Sudanell,252115
4233,2016,23.3725,Soses,252108
4234,2016,30.1181,Sort,252094
4235,2016,7.649,Soriguera,252081
4236,2016,24.4858,Rosselló,251898
4237,2016,3.2967,"Soleràs, el",252069
4238,2016,4.291,Salàs de Pallars,251902
4239,2016,19.4967,Seròs,252043
4240,2016,68.4994,"Seu d'Urgell, la",252038
4241,2016,2.1411,Senterada,252022
4242,2016,5.278,Sarroca de Bellera,252017
4243,2016,3.444,Sarroca de Lleida,252000
4244,2016,2.9395,Sant Guim de la Plana,251977
4245,2016,3.4463,Sant Esteve de la Sarga,251961
4246,2016,8.7812,Sant Ramon,251945
4247,2016,19.0842,Sant Llorenç de Morunys,251930
4248,2016,23.971,Sant Guim de Freixenet,251924
4249,2016,15.2365,Os de Balaguer,251569
4250,2016,88.7752,Solsona,252075
4251,2016,1.8207,Ivorra,251142
4252,2016,27.1888,"Palau d'Anglesola, el",251581
4253,2016,5.5296,Lles de Cerdanya,251272
4254,2016,6.7158,Llavorsí,251266
4255,2016,8.6219,Llardecans,251253
4256,2016,0.0,Lladurs,251240
4257,2016,8.2645,Lladorre,251235
4258,2016,26.0843,Linyola,251229
4259,2016,9.0231,Les,251214
4260,2016,818.9419,Lleida,251207
4261,2016,33.732,Juneda,251193
4262,2016,1.7699,Llobera,251291
4263,2016,24.0049,Isona i Conca Dellà,251155
4264,2016,4.1414,Maldà,251305
4265,2016,26.336,Ivars d'Urgell,251137
4266,2016,5.3042,Ivars de Noguera,251121
4267,2016,1.668,Guixers,251116
4268,2016,53.2058,Guissona,251109
4269,2016,7.248,Guimerà,251095
4270,2016,2.8085,Granyena de les Garrigues,251057
4271,2016,4.4114,Granyena de Segarra,251044
4272,2016,5.7715,Granyanella,251039
4273,2016,9.2213,"Granja d'Escarp, la",251023
4274,2016,11.9048,"Granadella, la",251018
4275,2016,9.6257,Gósol,251001
4276,2016,5.6523,Juncosa,251180
4277,2016,10.9305,Montoliu de Lleida,251425
4278,2016,2.8389,Tiurana,252228
4279,2016,11.8567,Organyà,251556
4280,2016,2.2687,"Omells de na Gaia, els",251543
4281,2016,5.8866,"Omellons, els",251538
4282,2016,3.2671,"Oluges, les",251522
4283,2016,34.511,Olius,251517
4284,2016,6.6619,Oliola,251500
4285,2016,27.3069,Oliana,251497
4286,2016,2.6824,Odèn,251484
4287,2016,4.3479,Navès,251462
4288,2016,6.2372,Llimiana,251288
4289,2016,197.165,Figueres,170669
4290,2016,4.0695,Ossó de Sió,251575
4291,2016,7.5737,Montagut i Oix,171096
4292,2016,44.0327,Montferrer i Castellbò,251403
4293,2016,12.9385,Montellà i Martinet,251399
4294,2016,14.1755,Montgai,251386
4295,2016,100.4707,Mollerussa,251370
4296,2016,0.8924,"Molsosa, la",251364
4297,2016,24.1868,Miralcamp,251351
4298,2016,12.2734,Menàrguens,251348
4299,2016,12.5545,Maials,251333
4300,2016,4.5957,Massoteres,251327
4301,2016,4.5918,Massalcoreig,251312
4302,2016,2.4841,Nalec,251459
4303,2016,3.5247,Bellmunt del Priorat,430234
4304,2016,27.7153,Almoster,430115
4305,2016,10.2615,Bràfim,430347
4306,2016,10.5699,Botarell,430332
4307,2016,7.4513,Bot,430326
4308,2016,19.435,"Borges del Camp, les",430311
4309,2016,16.6182,Bonastre,430304
4310,2016,5.5049,Blancafort,430290
4311,2016,152.1287,"Bisbal del Penedès, la",430287
4312,2016,1.8482,"Bisbal de Falset, la",430271
4313,2016,10.4992,Benissanet,430265
4314,2016,49.8078,Cabra del Camp,430363
4315,2016,42.8632,Bellvei,430249
4316,2016,371.9034,Calafell,430379
4317,2016,20.0076,Batea,430228
4318,2016,9.6044,Barberà de la Conca,430213
4319,2016,62.7969,Banyeres del Penedès,430206
4320,2016,29.5102,Ascó,430192
4321,2016,12.6038,Arnes,430189
4322,2016,2.9601,"Argentera, l'",430173
4323,2016,68.1765,"Arboç, l'",430167
4324,2016,0.9073,Arbolí,430154
4325,2016,178.0573,Amposta,430141
4326,2016,191.7016,"Ametlla de Mar, l'",430136
4327,2016,15.2768,Térmens,252206
4328,2016,7.5255,Benifallet,430252
4329,2016,15.732,Cornudella de Montsant,430496
4330,2016,2.9501,Forès,430614
4331,2016,54.6131,Flix,430607
4332,2016,5.3438,Figuerola del Camp,430593
4333,2016,2.1679,"Figuera, la",430580
4334,2016,0.9546,"Febró, la",430574
4335,2016,10.7084,"Fatarella, la",430568
4336,2016,33.4535,Falset,430555
4337,2016,29.9774,"Espluga de Francolí, l'",430542
4338,2016,3.9358,Duesaigües,430537
4339,2016,9.3362,Xerta,430521
4340,2016,3.9719,Cabacés,430350
4341,2016,59.4465,Creixell,430509
4342,2016,11.0565,Alió,430108
4343,2016,12.5677,Corbera d'Ebre,430483
4344,2016,151.1347,Constantí,430477
4345,2016,2.385,Conesa,430461
4346,2016,2.7412,Colldejou,430458
4347,2016,107.7134,"Sénia, la",430445
4348,2016,104.4132,"Catllar, el",430430
4349,2016,48.3349,Castellvell del Camp,430424
4350,2016,4.8343,Caseres,430419
4351,2016,2.7595,Capçanes,430402
4352,2016,2.9687,Capafonts,430398
4353,2016,357.436,Cambrils,430385
4354,2016,157.4166,Cunit,430516
4355,2016,71.538,Tremp,252347
4356,2016,71.714,Altafulla,430120
4357,2016,7.5793,Vilanova de Meià,252509
4358,2016,1.9729,Vilanova de l'Aguda,252496
