,Literal,Codi,Any,Renda
2633,Santa Eugènia de Berga,082460,2015,15.9
2634,Santa Eulàlia de Riuprimer,082476,2015,15.5
2635,Santa Eulàlia de Ronçana,082482,2015,12.5
2636,Santa Margarida de Montbui,082508,2015,17.4
2637,Santa Margarida i els Monjos,082515,2015,16.2
2638,Santa Maria d'Oló,082589,2015,16.2
2639,Santa Maria de Palautordera,082592,2015,17.1
2640,Santa Oliva,431401,2015,12.9
2641,Santa Pau,171848,2015,17.9
2642,Santa Perpètua de Mogoda,082606,2015,17.4
2643,Santa Susanna,082613,2015,14.5
2644,Santpedor,081923,2015,10.8
2645,Sarral,431423,2015,16.1
2646,Sarrià de Ter,171864,2015,14.3
2647,"Secuita, la",431444,2015,13.0
2648,"Selva del Camp, la",431457,2015,12.8
2649,"Sénia, la",430445,2015,17.1
2650,Sentmenat,082671,2015,14.5
2651,Serinyà,171903,2015,18.4
2652,Seròs,252043,2015,13.5
2653,"Seu d'Urgell, la",252038,2015,14.5
2654,Seva,082690,2015,13.7
2655,Sils,171931,2015,16.3
2656,Sitges,082704,2015,17.0
2657,Solsona,252075,2015,16.6
2658,Sort,252094,2015,15.6
2659,Soses,252108,2015,13.4
2660,Subirats,082732,2015,22.1
2661,Súria,082747,2015,12.4
2662,Taradell,082785,2015,15.9
2663,Tarragona,431482,2015,22.3
2664,Tàrrega,252173,2015,13.2
2665,Teià,082819,2015,16.8
2666,Térmens,252206,2015,15.0
2667,Terrassa,082798,2015,13.1
2668,Tiana,082824,2015,16.1
2669,Tivissa,431508,2015,15.0
2670,Tona,082830,2015,13.3
2671,Torà,252234,2015,14.9
2672,Tordera,082845,2015,13.3
2673,Torelló,082858,2015,17.4
2674,"Torre de Claramunt, la",082861,2015,12.4
2675,Torredembarra,431536,2015,17.8
2676,Torrefarrera,252287,2015,12.8
2677,Torregrossa,252304,2015,12.7
2678,Torrelavit,082877,2015,13.0
2679,Torrelles de Foix,082883,2015,12.7
2680,Torrelles de Llobregat,082896,2015,14.6
2681,Torres de Segre,252326,2015,13.0
2682,Torroella de Montgrí,171997,2015,17.7
2683,Tortosa,431554,2015,10.7
2684,Tossa de Mar,172023,2015,15.8
2685,Tremp,252347,2015,16.9
2686,Ullà,172044,2015,18.7
2687,Ullastrell,082900,2015,13.7
2688,Ulldecona,431567,2015,15.9
2689,Vacarisses,082917,2015,13.6
2690,"Vall d'en Bas, la",172076,2015,16.5
2691,"Vall de Bianya, la",172082,2015,17.1
2692,"Vall de Boí, la",250432,2015,16.1
2693,Vallbona d'Anoia,082922,2015,21.8
2694,Vallfogona de Balaguer,252402,2015,14.8
2695,Vallgorguina,082943,2015,14.6
2696,Vallirana,082956,2015,13.7
2697,Vallmoll,431606,2015,14.9
2698,Vallromanes,082969,2015,15.7
2699,Valls,431613,2015,14.5
2700,Vandellòs i l'Hospitalet de l'Infant,431628,2015,13.8
2701,"Vendrell, el",431634,2015,18.0
2702,Verdú,252424,2015,16.8
2703,Verges,172116,2015,17.9
2704,Vic,082981,2015,17.1
2705,Vidreres,172137,2015,14.5
2706,Vielha e Mijaran,252430,2015,15.3
2707,Vilablareix,172155,2015,14.0
2708,Viladecans,083015,2015,14.7
2709,Viladecavalls,083008,2015,14.5
2710,Viladrau,172207,2015,13.7
2711,Vilafant,172214,2015,14.8
2712,Vilafranca del Penedès,083054,2015,13.1
2713,Vilajuïga,172235,2015,19.3
2714,Vilallonga del Camp,431665,2015,15.8
2715,Vilamalla,172266,2015,12.6
2716,Vilanova de Bellpuig,252483,2015,13.1
2717,Vilanova de la Barca,252542,2015,19.3
2718,Vilanova del Camí,083020,2015,19.3
2719,Vilanova del Vallès,089024,2015,17.4
2720,Vilanova i la Geltrú,083073,2015,17.5
2721,Vila-rodona,431704,2015,14.8
2722,Vila-seca,431711,2015,13.3
2723,Vilassar de Dalt,082140,2015,16.6
2724,Abrera,080018,2016,17.3
2725,Agramunt,250030,2016,14.2
2726,Aiguafreda,080142,2016,16.4
2727,Aitona,250387,2016,11.0
2728,Albatàrrec,250077,2016,11.5
2729,Albesa,250083,2016,13.3
2730,Albinyana,430022,2016,13.2
2731,Alcanar,430043,2016,11.6
2732,Alcarràs,250117,2016,11.8
2733,Alcoletge,250122,2016,12.9
2734,Alcover,430056,2016,15.1
2735,"Aldea, l'",439044,2016,11.7
2736,Alella,080039,2016,24.0
2737,Alfarràs,250138,2016,12.7
2738,Alforja,430094,2016,12.6
2739,Alguaire,250169,2016,13.8
2740,Almacelles,250194,2016,12.8
2741,Almenar,250215,2016,13.2
2742,Almoster,430115,2016,18.5
2743,Alp,170062,2016,14.2
2744,Alpicat,250236,2016,17.5
2745,Altafulla,430120,2016,16.9
2746,Amer,170078,2016,16.6
2747,"Ametlla de Mar, l'",430136,2016,11.9
2748,"Ametlla del Vallès, l'",080057,2016,21.2
2749,"Ampolla, l'",439060,2016,12.5
2750,Amposta,430141,2016,12.2
2751,Anglès,170084,2016,14.3
2752,Anglesola,250273,2016,13.8
2753,Arbeca,250292,2016,13.0
2754,"Arboç, l'",430167,2016,12.7
2755,Arbúcies,170097,2016,13.5
2756,Arenys de Mar,080060,2016,16.3
2757,Arenys de Munt,080076,2016,16.7
2758,Argentona,080095,2016,17.3
2759,Artés,080109,2016,15.9
2760,Artesa de Lleida,250334,2016,14.3
2761,Artesa de Segre,250349,2016,12.6
2762,Ascó,430192,2016,15.5
2763,Avià,080116,2016,16.2
2764,Avinyó,080121,2016,15.6
2765,Avinyonet de Puigventós,170123,2016,15.9
2766,Avinyonet del Penedès,080137,2016,17.0
2767,Badalona,080155,2016,15.9
2768,Badia del Vallès,089045,2016,12.3
2769,Bagà,080168,2016,16.4
2770,Balaguer,250404,2016,13.1
2771,Balenyà,080174,2016,15.2
2772,Balsareny,080180,2016,16.2
2773,Banyeres del Penedès,430206,2016,14.9
2774,Banyoles,170157,2016,15.8
2775,Barberà del Vallès,082520,2016,16.7
2776,Barcelona,080193,2016,20.9
2777,Batea,430228,2016,11.9
2778,Begues,080207,2016,20.3
2779,Begur,170139,2016,15.4
2780,Bellcaire d'Urgell,250479,2016,14.8
2781,Bell-lloc d'Urgell,250485,2016,14.4
2782,Bellpuig,250501,2016,13.0
2783,Bellvei,430249,2016,12.3
2784,Bellver de Cerdanya,250518,2016,15.4
2785,Bellvís,250523,2016,13.1
2786,Benavent de Segrià,250539,2016,15.8
2787,Benissanet,430265,2016,11.8
2788,Berga,080229,2016,16.1
2789,Besalú,170195,2016,16.2
2790,Bescanó,170209,2016,17.2
2791,"Bisbal d'Empordà, la",170221,2016,12.8
2792,"Bisbal del Penedès, la",430287,2016,12.8
2793,Blanes,170237,2016,13.6
2794,Bordils,170255,2016,17.5
2795,"Borges Blanques, les",250582,2016,13.7
2796,"Borges del Camp, les",430311,2016,14.7
2797,Bossòst,250595,2016,15.3
2798,Botarell,430332,2016,15.3
2799,Breda,170274,2016,14.6
2800,"Bruc, el",080253,2016,18.2
2801,Cabra del Camp,430363,2016,12.2
2802,Cabrera d'Anoia,080288,2016,13.9
2803,Cabrera de Mar,080291,2016,22.0
2804,Cabrils,080305,2016,23.4
2805,Cadaqués,170329,2016,11.9
2806,Calaf,080312,2016,14.7
2807,Calafell,430379,2016,13.2
2808,Caldes d'Estrac,080327,2016,18.6
2809,Caldes de Malavella,170335,2016,15.6
2810,Caldes de Montbui,080333,2016,17.0
2811,Calella,080351,2016,14.1
2812,Calldetenes,080370,2016,16.5
2813,Callús,080386,2016,15.1
2814,Camarles,439039,2016,11.6
2815,Cambrils,430385,2016,15.1
2816,Campdevànol,170366,2016,17.2
2817,Camprodon,170391,2016,15.9
2818,Canet de Mar,080403,2016,16.0
2819,"Canonja, la",439076,2016,13.6
2820,Canovelles,080410,2016,13.9
2821,Cànoves i Samalús,080425,2016,16.6
2822,Canyelles,080431,2016,16.6
2823,Capellades,080446,2016,16.0
2824,Cardedeu,080462,2016,16.9
2825,Cardona,080478,2016,15.9
2826,Cassà de la Selva,170448,2016,15.8
2827,Casserres,080497,2016,16.1
2828,Castellar del Vallès,080517,2016,17.3
2829,Castellbell i el Vilar,080538,2016,14.9
2830,Castellbisbal,080543,2016,17.2
2831,Castelldans,250674,2016,21.0
2832,Castelldefels,080569,2016,15.0
2833,Castellet i la Gornal,080581,2016,15.4
2834,Castellgalí,080615,2016,16.2
2835,Castellnou de Bages,080620,2016,11.3
2836,Castelló d'Empúries,170470,2016,12.4
2837,Castell-Platja d'Aro,170486,2016,15.8
2838,Castellterçol,080641,2016,20.0
2839,Castellvell del Camp,430424,2016,14.6
2840,Castellví de la Marca,080654,2016,18.2
2841,Castellví de Rosanes,080667,2016,17.3
2842,"Catllar, el",430430,2016,15.2
2843,"Cellera de Ter, la",171899,2016,15.1
2844,Celrà,170499,2016,16.5
2845,Centelles,080673,2016,15.9
2846,Cercs,082687,2016,18.4
2847,Cerdanyola del Vallès,082665,2016,20.4
2848,Cervelló,080689,2016,13.4
2849,Cervera,250729,2016,20.4
2850,Collbató,080692,2016,11.8
2851,Constantí,430477,2016,12.5
2852,Corbera d'Ebre,430483,2016,17.7
2853,Corbera de Llobregat,080728,2016,13.7
2854,Corbins,250788,2016,15.7
2855,Corçà,170577,2016,16.2
2856,Cornellà de Llobregat,080734,2016,16.1
2857,Cornellà del Terri,170561,2016,13.9
2858,Creixell,430509,2016,15.5
2859,Cubelles,080749,2016,13.3
2860,Cunit,430516,2016,11.7
2861,Deltebre,439018,2016,17.0
2862,Dosrius,080752,2016,12.4
2863,"Escala, l'",170622,2016,16.4
2864,Esparreguera,080765,2016,14.9
2865,"Espluga de Francolí, l'",430542,2016,19.8
2866,Esplugues de Llobregat,080771,2016,16.8
2867,"Esquirol, l'",082541,2016,14.6
2868,Falset,430555,2016,13.7
2869,Figaró-Montmany,081347,2016,12.7
2870,Figueres,170669,2016,16.7
2871,Flaçà,170675,2016,16.5
2872,Flix,430607,2016,15.0
2873,Fogars de la Selva,080826,2016,17.7
2874,Folgueroles,080832,2016,19.7
2875,Fonollosa,080847,2016,16.4
2876,Fontcoberta,170715,2016,14.9
2877,Font-rubí,080850,2016,18.3
2878,Forallac,179026,2016,19.3
2879,Fornells de la Selva,170736,2016,15.7
2880,"Franqueses del Vallès, les",080863,2016,12.2
2881,"Fuliola, la",250962,2016,12.9
2882,Gandesa,430640,2016,17.4
2883,"Garriga, la",080885,2016,18.4
2884,Gavà,080898,2016,16.1
2885,Gelida,080919,2016,11.8
2886,Gimenells i el Pla de la Font,259123,2016,17.1
2887,Ginestar,430672,2016,16.1
2888,Girona,170792,2016,13.6
2889,Gironella,080924,2016,15.7
2890,Golmés,250997,2016,16.6
2891,"Granada, la",080945,2016,16.6
2892,"Granja d'Escarp, la",251023,2016,13.9
2893,Granollers,080961,2016,21.0
2894,Gualba,080977,2016,12.1
2895,Guissona,251109,2016,15.3
2896,Gurb,081000,2016,14.8
2897,Horta de Sant Joan,430712,2016,14.4
2898,"Hospitalet de Llobregat, l'",081017,2016,15.9
2899,"Hostalets de Pierola, els",081629,2016,13.9
2900,Hostalric,170834,2016,13.9
2901,Igualada,081022,2016,12.1
2902,Isona i Conca Dellà,251155,2016,13.3
2903,Ivars d'Urgell,251137,2016,12.9
2904,"Jonquera, la",170865,2016,15.2
2905,Juneda,251193,2016,14.7
2906,Linyola,251229,2016,14.6
2907,"Llagosta, la",081056,2016,15.6
2908,Llagostera,170890,2016,17.4
2909,Llançà,170926,2016,17.4
2910,Lleida,251207,2016,19.0
2911,Llers,170932,2016,16.0
2912,Lliçà d'Amunt,081075,2016,13.2
2913,Lliçà de Vall,081081,2016,14.5
2914,Llinars del Vallès,081069,2016,11.1
2915,Llívia,170947,2016,13.4
2916,Llorenç del Penedès,430748,2016,14.4
2917,Lloret de Mar,170950,2016,15.1
2918,Maçanet de la Selva,171030,2016,15.8
2919,Malgrat de Mar,081108,2016,15.3
2920,Manlleu,081120,2016,17.3
2921,Manresa,081136,2016,11.8
2922,Martorell,081141,2016,16.5
2923,Martorelles,081154,2016,19.2
2924,Masdenverge,430786,2016,15.2
2925,"Masies de Voltregà, les",081173,2016,26.4
2926,"Masnou, el",081189,2016,15.0
2927,Masquefa,081192,2016,14.5
2928,Matadepera,081206,2016,12.4
2929,Mataró,081213,2016,14.3
2930,Mediona,081228,2016,19.0
2931,Miralcamp,251351,2016,13.7
2932,Moià,081385,2016,16.0
2933,Molins de Rei,081234,2016,15.8
2934,Mollerussa,251370,2016,15.6
2935,Mollet del Vallès,081249,2016,14.0
2936,Monistrol de Montserrat,081271,2016,15.7
2937,Montblanc,430862,2016,12.3
2938,Montbrió del Camp,430884,2016,18.7
2939,Montcada i Reixac,081252,2016,11.9
2940,Montferrer i Castellbò,251403,2016,16.1
2941,Montgat,081265,2016,15.4
2942,"Montmell, el",430901,2016,17.3
2943,Montmeló,081350,2016,12.8
2944,Montornès del Vallès,081363,2016,14.7
2945,Mont-ras,171100,2016,13.3
2946,Mont-roig del Camp,430923,2016,14.7
2947,Móra d'Ebre,430939,2016,13.5
2948,Móra la Nova,430944,2016,16.5
2949,"Morell, el",430957,2016,15.8
2950,Naut Aran,250254,2016,15.7
2951,Navarcles,081402,2016,14.8
2952,Navàs,081419,2016,16.3
2953,Navata,171117,2016,16.2
2954,Òdena,081430,2016,16.0
2955,Olèrdola,081458,2016,14.8
2956,Olesa de Bonesvalls,081461,2016,17.2
2957,Olesa de Montserrat,081477,2016,15.8
2958,Oliana,251497,2016,15.8
2959,Olivella,081483,2016,14.6
2960,Olost,081496,2016,12.3
2961,Olot,171143,2016,14.5
2962,Os de Balaguer,251569,2016,14.8
2963,Palafolls,081555,2016,12.8
2964,Palafrugell,171175,2016,17.0
2965,Palamós,171181,2016,16.8
2966,"Palau d'Anglesola, el",251581,2016,18.4
2967,Palau-saverdera,171208,2016,18.3
2968,Palau-solità i Plegamans,081568,2016,15.0
2969,"Pallaresos, els",431009,2016,16.4
2970,Pallejà,081574,2016,16.9
2971,"Palma de Cervelló, la",089058,2016,14.8
2972,Pals,171241,2016,16.7
2973,"Papiol, el",081580,2016,10.9
2974,Parets del Vallès,081593,2016,14.4
2975,Perafort,431037,2016,13.7
2976,Peralada,171328,2016,14.5
2977,"Perelló, el",431042,2016,14.3
2978,Piera,081614,2016,16.0
2979,Pineda de Mar,081635,2016,15.5
2980,"Pla de Santa Maria, el",431080,2016,17.1
2981,"Pla del Penedès, el",081640,2016,11.3
2982,"Planes d'Hostoles, les",171334,2016,14.5
2983,"Pobla de Claramunt, la",081653,2016,15.4
2984,"Pobla de Lillet, la",081666,2016,16.0
2985,"Pobla de Mafumet, la",431093,2016,15.2
2986,"Pobla de Montornès, la",431114,2016,14.0
2987,"Pobla de Segur, la",251713,2016,14.5
2988,Polinyà,081672,2016,15.8
2989,"Pont de Suert, el",251734,2016,15.7
2990,"Pont de Vilomara i Rocafort, el",081825,2016,17.2
2991,Ponts,251728,2016,16.3
2992,Porqueres,171371,2016,20.1
2993,Portbou,171387,2016,17.5
2994,"Prat de Llobregat, el",081691,2016,17.3
2995,Prats de Lluçanès,081712,2016,12.8
2996,Premià de Dalt,082303,2016,14.3
2997,Premià de Mar,081727,2016,16.2
2998,"Preses, les",171390,2016,14.2
2999,Puigcerdà,171411,2016,17.5
3000,Puigpelat,431191,2016,14.6
3001,Puig-reig,081751,2016,15.1
3002,Puigverd de Lleida,251826,2016,16.7
3003,Quart,171426,2016,15.2
3004,Reus,431233,2016,15.3
3005,Riba-roja d'Ebre,431251,2016,16.2
3006,Ribes de Freser,171450,2016,15.5
3007,Riells i Viabrea,171463,2016,16.1
3008,"Riera de Gaià, la",431264,2016,15.0
3009,Ripoll,171479,2016,16.4
3010,Ripollet,081803,2016,17.8
3011,Riudarenes,171485,2016,12.7
3012,Riudecanyes,431270,2016,18.0
3013,Riudecols,431286,2016,13.0
3014,Riudellots de la Selva,171501,2016,15.9
3015,Riudoms,431299,2016,12.9
3016,"Roca del Vallès, la",081810,2016,12.3
3017,Roda de Berà,431310,2016,14.4
3018,Roda de Ter,081831,2016,15.6
3019,Roquetes,431331,2016,16.8
3020,Roses,171523,2016,16.8
3021,Rosselló,251898,2016,12.4
3022,Rubí,081846,2016,11.6
3023,Sabadell,081878,2016,14.5
3024,Sallent,081918,2016,15.9
3025,Salou,439057,2016,19.7
3026,Salt,171557,2016,17.6
3027,Sant Adrià de Besòs,081944,2016,16.5
3028,Sant Andreu de la Barca,081960,2016,11.9
3029,Sant Andreu de Llavaneres,081976,2016,17.1
3030,Sant Antoni de Vilamajor,081982,2016,15.4
3031,Sant Bartomeu del Grau,081995,2016,17.7
3032,Sant Boi de Llobregat,082009,2016,23.7
3033,Sant Carles de la Ràpita,431362,2016,17.2
3034,Sant Cebrià de Vallalta,082037,2016,18.0
3035,Sant Celoni,082021,2016,15.3
3036,Sant Climent de Llobregat,082042,2016,13.8
3037,Sant Cugat del Vallès,082055,2016,18.9
3038,Sant Esteve de Palautordera,082074,2016,16.0
3039,Sant Esteve Sesrovires,082080,2016,18.4
3040,Sant Feliu de Codines,082107,2016,18.8
3041,Sant Feliu de Guíxols,171609,2016,17.8
3042,Sant Feliu de Llobregat,082114,2016,14.1
3043,Sant Feliu de Pallerols,171616,2016,14.5
3044,Sant Fost de Campsentelles,082093,2016,16.9
3045,Sant Fruitós de Bages,082135,2016,15.4
3046,Sant Gregori,171637,2016,11.2
3047,Sant Guim de Freixenet,251924,2016,13.8
3048,Sant Hilari Sacalm,171642,2016,17.1
3049,Sant Hipòlit de Voltregà,082153,2016,15.8
3050,Sant Iscle de Vallalta,081939,2016,19.3
3051,Sant Jaume d'Enveja,439023,2016,17.5
3052,Sant Jaume dels Domenys,431378,2016,17.6
3053,Sant Joan de les Abadesses,171674,2016,18.8
3054,Sant Joan de Vilatorrada,082188,2016,17.6
3055,Sant Joan Despí,082172,2016,25.8
3056,Sant Joan les Fonts,171851,2016,18.0
3057,Sant Julià de Ramis,171693,2016,15.3
3058,Sant Julià de Vilatorta,082205,2016,13.7
3059,Sant Julià del Llor i Bonmatí,179032,2016,16.2
3060,Sant Just Desvern,082212,2016,15.0
3061,Sant Llorenç d'Hortons,082227,2016,15.8
3062,Sant Llorenç Savall,082233,2016,15.8
3063,Sant Martí de Centelles,082248,2016,16.2
3064,Sant Martí de Tous,082264,2016,17.5
3065,Sant Martí Sarroca,082270,2016,12.0
3066,Sant Pere de Ribes,082310,2016,18.5
3067,Sant Pere de Riudebitlles,082325,2016,13.2
3068,Sant Pere de Torelló,082331,2016,16.6
3069,Sant Pere de Vilamajor,082346,2016,22.2
3070,Sant Pere Pescador,171788,2016,17.7
3071,Sant Pol de Mar,082359,2016,15.9
3072,Sant Quintí de Mediona,082362,2016,14.0
3073,Sant Quirze de Besora,082378,2016,22.5
3074,Sant Quirze del Vallès,082384,2016,20.0
3075,Sant Sadurní d'Anoia,082401,2016,16.0
3076,Sant Salvador de Guardiola,080983,2016,11.7
3077,Sant Vicenç de Castellet,082628,2016,18.4
3078,Sant Vicenç de Montalt,082649,2016,14.5
3079,Sant Vicenç de Torelló,082652,2016,14.1
3080,Sant Vicenç dels Horts,082634,2016,14.8
3081,Santa Bàrbara,431384,2016,14.6
3082,Santa Coloma de Cervelló,082444,2016,16.6
3083,Santa Coloma de Farners,171805,2016,16.8
3084,Santa Coloma de Gramenet,082457,2016,17.2
3085,Santa Coloma de Queralt,431397,2016,11.7
3086,Santa Cristina d'Aro,171812,2016,15.4
3087,Santa Eugènia de Berga,082460,2016,15.9
3088,Santa Eulàlia de Riuprimer,082476,2016,15.8
3089,Santa Eulàlia de Ronçana,082482,2016,12.6
3090,Santa Margarida de Montbui,082508,2016,17.6
3091,Santa Margarida i els Monjos,082515,2016,16.1
3092,Santa Maria d'Oló,082589,2016,15.6
3093,Santa Maria de Palautordera,082592,2016,17.0
3094,Santa Oliva,431401,2016,12.9
3095,Santa Pau,171848,2016,17.0
3096,Santa Perpètua de Mogoda,082606,2016,16.1
3097,Santa Susanna,082613,2016,14.6
3098,Santpedor,081923,2016,11.1
3099,Sarral,431423,2016,16.3
3100,Sarrià de Ter,171864,2016,15.2
3101,"Secuita, la",431444,2016,11.8
3102,"Selva del Camp, la",431457,2016,13.2
3103,"Sénia, la",430445,2016,17.5
3104,Sentmenat,082671,2016,14.6
3105,Serinyà,171903,2016,19.4
3106,Seròs,252043,2016,13.4
3107,"Seu d'Urgell, la",252038,2016,14.7
3108,Seva,082690,2016,12.9
3109,Sils,171931,2016,16.1
3110,Sitges,082704,2016,17.1
3111,Solsona,252075,2016,17.0
3112,Sort,252094,2016,16.1
3113,Soses,252108,2016,13.6
3114,Subirats,082732,2016,22.9
3115,Súria,082747,2016,12.5
3116,Taradell,082785,2016,16.4
3117,Tarragona,431482,2016,23.3
3118,Tàrrega,252173,2016,13.2
3119,Teià,082819,2016,16.7
3120,Térmens,252206,2016,15.6
3121,Terrassa,082798,2016,13.1
3122,Tiana,082824,2016,16.9
3123,Tivissa,431508,2016,15.3
3124,Tona,082830,2016,13.2
3125,Torà,252234,2016,15.1
3126,Tordera,082845,2016,12.2
3127,Torelló,082858,2016,16.8
3128,"Torre de Claramunt, la",082861,2016,12.7
3129,Torredembarra,431536,2016,17.8
3130,Torrefarrera,252287,2016,11.8
3131,Torregrossa,252304,2016,13.2
3132,Torrelavit,082877,2016,13.7
3133,Torrelles de Foix,082883,2016,13.3
3134,Torrelles de Llobregat,082896,2016,14.8
3135,Torres de Segre,252326,2016,12.2
3136,Torroella de Montgrí,171997,2016,17.3
3137,Tortosa,431554,2016,11.1
3138,Tossa de Mar,172023,2016,15.7
3139,Tremp,252347,2016,17.7
3140,Ullà,172044,2016,19.9
3141,Ullastrell,082900,2016,13.2
3142,Ulldecona,431567,2016,15.9
3143,Vacarisses,082917,2016,13.5
3144,"Vall d'en Bas, la",172076,2016,16.0
3145,"Vall de Bianya, la",172082,2016,16.8
3146,"Vall de Boí, la",250432,2016,15.8
3147,Vallbona d'Anoia,082922,2016,26.0
3148,Vallfogona de Balaguer,252402,2016,15.5
3149,Vallgorguina,082943,2016,14.4
3150,Vallirana,082956,2016,14.1
3151,Vallmoll,431606,2016,15.7
3152,Vallromanes,082969,2016,16.4
3153,Valls,431613,2016,14.6
3154,Vandellòs i l'Hospitalet de l'Infant,431628,2016,14.6
3155,"Vendrell, el",431634,2016,18.4
3156,Verdú,252424,2016,16.7
3157,Verges,172116,2016,18.2
3158,Vic,082981,2016,17.4
3159,Vidreres,172137,2016,15.3
3160,Vielha e Mijaran,252430,2016,15.8
3161,Vilablareix,172155,2016,14.6
3162,Viladecans,083015,2016,14.5
3163,Viladecavalls,083008,2016,14.3
3164,Viladrau,172207,2016,13.6
3165,Vilafant,172214,2016,14.1
3166,Vilafranca del Penedès,083054,2016,13.2
3167,Vilajuïga,172235,2016,19.8
3168,Vilallonga del Camp,431665,2016,16.2
3169,Vilamalla,172266,2016,13.2
3170,Vilanova de Bellpuig,252483,2016,13.5
3171,Vilanova de la Barca,252542,2016,20.3
3172,Vilanova del Camí,083020,2016,19.7
3173,Vilanova del Vallès,089024,2016,17.3
3174,Vilanova i la Geltrú,083073,2016,16.6
3175,Vila-rodona,431704,2016,14.7
3176,Vila-seca,431711,2016,13.6
3177,Vilassar de Dalt,082140,2016,17.0
3178,Abrera,080018,2017,17.2
3179,Agramunt,250030,2017,14.9
3180,Aiguafreda,080142,2017,17.3
3181,Aitona,250387,2017,11.7
3182,Albatàrrec,250077,2017,12.0
3183,Albesa,250083,2017,14.1
3184,Albinyana,430022,2017,13.3
3185,Alcanar,430043,2017,12.3
3186,Alcarràs,250117,2017,12.4
3187,Alcoletge,250122,2017,13.3
3188,Alcover,430056,2017,14.5
3189,"Aldea, l'",439044,2017,12.6
3190,Alella,080039,2017,27.1
3191,Alfarràs,250138,2017,13.0
3192,Alforja,430094,2017,12.4
3193,Alguaire,250169,2017,14.1
3194,Almacelles,250194,2017,13.4
3195,Almenar,250215,2017,13.5
3196,Almoster,430115,2017,19.6
3197,Alp,170062,2017,15.1
3198,Alpicat,250236,2017,17.8
3199,Altafulla,430120,2017,17.3
3200,Amer,170078,2017,16.9
3201,"Ametlla de Mar, l'",430136,2017,12.3
3202,"Ametlla del Vallès, l'",080057,2017,21.4
3203,"Ampolla, l'",439060,2017,13.1
3204,Amposta,430141,2017,12.4
3205,Anglès,170084,2017,14.8
3206,Anglesola,250273,2017,14.2
3207,Arbeca,250292,2017,13.1
3208,"Arboç, l'",430167,2017,12.9
3209,Arbúcies,170097,2017,13.9
3210,Arenys de Mar,080060,2017,16.8
3211,Arenys de Munt,080076,2017,17.3
3212,Argentona,080095,2017,17.9
3213,Artés,080109,2017,16.5
3214,Artesa de Lleida,250334,2017,14.8
3215,Artesa de Segre,250349,2017,13.7
3216,Ascó,430192,2017,15.6
3217,Avià,080116,2017,16.7
3218,Avinyó,080121,2017,16.2
3219,Avinyonet de Puigventós,170123,2017,16.3
3220,Avinyonet del Penedès,080137,2017,12.2
3221,Badalona,080155,2017,16.2
3222,Badia del Vallès,089045,2017,12.4
3223,Bagà,080168,2017,17.3
3224,Balaguer,250404,2017,13.1
3225,Balenyà,080174,2017,15.9
3226,Balsareny,080180,2017,16.6
3227,Banyeres del Penedès,430206,2017,15.3
3228,Banyoles,170157,2017,16.1
3229,Barberà del Vallès,082520,2017,16.9
3230,Barcelona,080193,2017,21.1
3231,Batea,430228,2017,12.8
3232,Begues,080207,2017,21.5
3233,Begur,170139,2017,15.8
3234,Bellcaire d'Urgell,250479,2017,15.2
3235,Bell-lloc d'Urgell,250485,2017,16.4
3236,Bellpuig,250501,2017,13.7
3237,Bellvei,430249,2017,12.5
3238,Bellver de Cerdanya,250518,2017,16.1
3239,Bellvís,250523,2017,13.6
3240,Benavent de Segrià,250539,2017,17.1
3241,Benissanet,430265,2017,12.5
3242,Berga,080229,2017,16.5
3243,Besalú,170195,2017,17.4
3244,Bescanó,170209,2017,17.4
3245,"Bisbal d'Empordà, la",170221,2017,13.6
3246,"Bisbal del Penedès, la",430287,2017,13.2
3247,Blanes,170237,2017,14.1
3248,Bordils,170255,2017,18.1
3249,"Borges Blanques, les",250582,2017,14.2
3250,"Borges del Camp, les",430311,2017,14.9
3251,Bossòst,250595,2017,16.2
3252,Botarell,430332,2017,16.6
3253,Breda,170274,2017,14.8
3254,"Bruc, el",080253,2017,19.7
3255,Cabra del Camp,430363,2017,12.5
3256,Cabrera d'Anoia,080288,2017,14.3
3257,Cabrera de Mar,080291,2017,23.3
3258,Cabrils,080305,2017,24.2
3259,Cadaqués,170329,2017,13.5
3260,Calaf,080312,2017,15.9
3261,Calafell,430379,2017,13.7
3262,Caldes d'Estrac,080327,2017,18.1
3263,Caldes de Malavella,170335,2017,16.1
3264,Caldes de Montbui,080333,2017,17.6
3265,Calella,080351,2017,14.5
3266,Calldetenes,080370,2017,16.7
3267,Callús,080386,2017,15.6
3268,Camarles,439039,2017,12.5
3269,Cambrils,430385,2017,15.3
3270,Campdevànol,170366,2017,17.8
3271,Camprodon,170391,2017,17.0
3272,Canet de Mar,080403,2017,16.6
3273,"Canonja, la",439076,2017,13.8
3274,Canovelles,080410,2017,13.9
3275,Cànoves i Samalús,080425,2017,17.3
3276,Canyelles,080431,2017,17.5
3277,Capellades,080446,2017,15.9
3278,Cardedeu,080462,2017,17.2
3279,Cardona,080478,2017,16.7
3280,Cassà de la Selva,170448,2017,16.1
3281,Casserres,080497,2017,16.7
3282,Castellar del Vallès,080517,2017,17.7
3283,Castellbell i el Vilar,080538,2017,15.4
3284,Castellbisbal,080543,2017,17.1
3285,Castelldans,250674,2017,22.0
3286,Castelldefels,080569,2017,15.3
3287,Castellet i la Gornal,080581,2017,15.8
3288,Castellgalí,080615,2017,18.2
