,Any,Literal,Codi,Connectivitat
2472,2014,Vilobí del Penedès,083041,9.1695
2473,2014,Bellvei,430249,21.423299999999998
2474,2014,Figuerola del Camp,430593,2.7126
2475,2014,Bràfim,430347,5.1294
2476,2014,Botarell,430332,6.231999999999999
2477,2014,Bot,430326,4.3983
2478,2014,les Borges del Camp,430311,12.16
2479,2014,Bonastre,430304,8.1654
2480,2014,Blancafort,430290,3.5866
2481,2014,la Bisbal del Penedès,430287,55.7707
2482,2014,la Bisbal de Falset,430271,1.283
2483,2014,Cabra del Camp,430363,21.5005
2484,2014,Benifallet,430252,3.7197
2485,2014,Calafell,430379,186.3004
2486,2014,Bellmunt del Priorat,430234,1.7378
2487,2014,Batea,430228,12.4878
2488,2014,Barberà de la Conca,430213,5.3355
2489,2014,Banyeres del Penedès,430206,34.1156
2490,2014,Ascó,430192,15.197199999999999
2491,2014,Arnes,430189,6.8682
2492,2014,l'Argentera,430173,1.751
2493,2014,l'Arboç,430167,34.8304
2494,2014,Arbolí,430154,0.7459
2495,2014,Benissanet,430265,6.9227
2496,2014,Constantí,430477,72.12129999999999
2497,2014,Torregrossa,252304,17.0767
2498,2014,la Febró,430574,0.4719
2499,2014,la Fatarella,430568,6.6827
2500,2014,Falset,430555,15.1993
2501,2014,l'Espluga de Francolí,430542,18.0221
2502,2014,Duesaigües,430537,1.4517
2503,2014,Xerta,430521,4.9686
2504,2014,Cunit,430516,97.8575
2505,2014,Creixell,430509,40.6192
2506,2014,Cabacés,430350,2.2616
2507,2014,Sant Hilari Sacalm,171642,26.3486
2508,2014,Altafulla,430120,38.692400000000006
2509,2014,Alfarràs,250138,17.793599999999998
2510,2014,Colldejou,430458,1.1124
2511,2014,la Sénia,430445,46.0592
2512,2014,el Catllar,430430,56.4067
2513,2014,Castellvell del Camp,430424,30.5198
2514,2014,Caseres,430419,1.7798
2515,2014,Capçanes,430402,1.6436000000000002
2516,2014,Capafonts,430398,1.7852000000000001
2517,2014,Cambrils,430385,211.6361
2518,2014,Cornudella de Montsant,430496,7.5321
2519,2014,Vilagrassa,252445,6.2702
2520,2014,Vall de Cardós,259010,6.3946000000000005
2521,2014,Vinaixa,252555,5.793200000000001
2522,2014,Vilanova de la Barca,252542,11.716
2523,2014,el Vilosell,252537,2.5583
2524,2014,Vila-sana,252521,13.4662
2525,2014,Vilanova de Segrià,252516,5.5102
2526,2014,Vilanova de Meià,252509,5.3576
2527,2014,Vilanova de l'Aguda,252496,1.5054
2528,2014,Vilanova de Bellpuig,252483,9.9358
2529,2014,Amposta,430141,96.3712
2530,2014,Vilaller,252458,6.6876
2531,2014,Castell de Mur,259046,3.4861000000000004
2532,2014,Vielha e Mijaran,252430,22.7196
2533,2014,Verdú,252424,5.8777
2534,2014,Vallfogona de Balaguer,252402,20.2486
2535,2014,les Valls de Valira,252398,7.519500000000001
2536,2014,Vallbona de les Monges,252385,6.5921
2537,2014,Tremp,252347,39.6631
2538,2014,Torre-serona,252332,6.0199
2539,2014,Torres de Segre,252326,23.3299
2540,2014,Torrelameu,252311,5.1327
2541,2014,Vilamòs,252477,0.9743999999999999
2542,2014,Aiguamúrcia,430017,16.5468
2543,2014,Flix,430607,27.5713
2544,2014,Almoster,430115,12.8783
2545,2014,Alió,430108,4.4021
2546,2014,Alforja,430094,4.6533999999999995
2547,2014,Alfara de Carles,430081,2.8222
2548,2014,l'Aleixar,430075,1.7671999999999999
2549,2014,Aldover,430069,4.0653
2550,2014,Alcover,430056,30.952
2551,2014,Alcanar,430043,100.4007
2552,2014,Sant Martí de Riucorb,259025,5.8376
2553,2014,Albinyana,430022,18.299599999999998
2554,2014,la Guingueta d'Àneu,259031,5.2044
2555,2014,Riu de Cerdanya,259139,1.3634
2556,2014,Gimenells i el Pla de la Font,259123,15.7289
2557,2014,els Plans de Sió,259118,9.9724
2558,2014,Josa i Tuixén,259101,2.1894
2559,2014,la Vansa i Fórnols,259097,3.8651999999999997
2560,2014,Fígols i Alinyà,259084,3.7651
2561,2014,Torrefeta i Florejacs,259078,8.8005
2562,2014,les Valls d'Aguilar,259062,5.0104
2563,2014,Ribera d'Ondara,259059,7.1527
2564,2014,l'Ametlla de Mar,430136,74.731
2565,2014,l'Albiol,430038,0.47950000000000004
2566,2014,Pratdip,431188,10.0341
2567,2014,la Figuera,430580,1.3767
2568,2014,Riudecols,431286,6.5358
2569,2014,Riudecanyes,431270,13.4061
2570,2014,la Riera de Gaià,431264,11.7822
2571,2014,Riba-roja d'Ebre,431251,10.4002
2572,2014,la Riba,431248,7.0587
2573,2014,Reus,431233,213.9192
2574,2014,Renau,431227,1.5409000000000002
2575,2014,Rasquera,431212,5.3152
2576,2014,Rocafort de Queralt,431303,2.0071
2577,2014,Puigpelat,431191,6.5457
2578,2014,Roda de Berà,431310,83.23310000000001
2579,2014,Prat de Comte,431172,1.2391
2580,2014,Prades,431166,19.6887
2581,2014,Pradell de la Teixeta,431153,0.7967000000000001
2582,2014,Porrera,431140,2.9082999999999997
2583,2014,el Pont d'Armentera,431135,3.5599999999999996
2584,2014,Poboleda,431129,1.8904999999999998
2585,2014,la Pobla de Montornès,431114,26.5959
2586,2014,la Pobla de Massaluca,431107,3.6105
2587,2014,la Pobla de Mafumet,431093,17.0407
2588,2014,Querol,431205,13.6876
2589,2014,Pontils,431418,2.4377999999999997
2590,2014,la Torre de l'Espanyol,431520,3.3163
2591,2014,la Torre de Fontaubella,431515,1.5006
2592,2014,Tivissa,431508,8.1904
2593,2014,Tivenys,431495,4.6983999999999995
2594,2014,Tarragona,431482,461.7254
2595,2014,Solivella,431476,5.884399999999999
2596,2014,Senan,431460,0.8615999999999999
2597,2014,la Selva del Camp,431457,21.788899999999998
2598,2014,la Secuita,431444,15.4947
2599,2014,Riudoms,431299,14.9438
2600,2014,Sarral,431423,14.579699999999999
2601,2014,el Pinell de Brai,431068,6.0735
2602,2014,Santa Oliva,431401,42.202799999999996
2603,2014,Santa Coloma de Queralt,431397,28.2078
2604,2014,Santa Bàrbara,431384,30.5041
2605,2014,Sant Jaume dels Domenys,431378,27.3435
2606,2014,Sant Carles de la Ràpita,431362,57.9694
2607,2014,Salomó,431359,7.2966999999999995
2608,2014,el Rourell,431346,1.9485000000000001
2609,2014,Roquetes,431331,54.590199999999996
2610,2014,Rodonyà,431325,7.0722000000000005
2611,2014,Savallà del Comtat,431439,2.2248
2612,2014,els Guiamets,430705,1.8629000000000002
2613,2014,Maspujols,430810,3.6317000000000004
2614,2014,la Masó,430803,0.8946999999999999
2615,2014,Masllorenç,430799,10.9194
2616,2014,Masdenverge,430786,9.081199999999999
2617,2014,Mas de Barberans,430770,3.2748
2618,2014,Marçà,430764,2.9904
2619,2014,Margalef,430751,1.1753
2620,2014,Llorenç del Penedès,430748,23.5077
2621,2014,Llorac,430733,2.4844
2622,2014,el Pla de Santa Maria,431080,10.9286
2623,2014,Horta de Sant Joan,430712,10.6476
2624,2014,Miravet,430846,4.6021
2625,2014,Gratallops,430691,2.0341
2626,2014,Godall,430688,4.6251
2627,2014,Ginestar,430672,4.6609
2628,2014,els Garidells,430666,3.1929000000000003
2629,2014,Garcia,430653,4.2491
2630,2014,Gandesa,430640,18.1495
2631,2014,la Galera,430635,3.9834
2632,2014,Freginals,430629,2.1511
2633,2014,Forès,430614,2.0201000000000002
2634,2014,el Lloar,430727,0.9848
2635,2014,el Morell,430957,18.2806
2636,2014,Conesa,430461,1.3751
2637,2014,les Piles,431055,2.7235
2638,2014,el Perelló,431042,14.7788
2639,2014,Perafort,431037,13.1501
2640,2014,Paüls,431021,3.5844000000000005
2641,2014,Passanant i Belltall,431016,3.0351999999999997
2642,2014,els Pallaresos,431009,29.5013
2643,2014,la Palma d'Ebre,430995,3.3968
2644,2014,Nulles,430982,4.805400000000001
2645,2014,el Masroig,430825,3.0814
2646,2014,la Morera de Montsant,430960,1.3037
2647,2014,el Milà,430831,1.0772
2648,2014,Móra la Nova,430944,15.302299999999999
2649,2014,Móra d'Ebre,430939,29.1722
2650,2014,Mont-roig del Camp,430923,157.9407
2651,2014,Mont-ral,430918,5.0508
2652,2014,el Montmell,430901,59.0744
2653,2014,Montferri,430897,1.9281000000000001
2654,2014,Montbrió del Camp,430884,14.5957
2655,2014,Montblanc,430862,43.3389
2656,2014,el Molar,430859,2.2881
2657,2014,Pira,431074,7.069
2658,2014,la Nou de Gaià,430976,5.2516
2659,2014,Clariana de Cardener,250753,0.2931
2660,2014,Canejan,250637,0.9750000000000001
2661,2014,Estamariu,250886,0.9034
2662,2014,Esterri de Cardós,250870,1.1995
2663,2014,Esterri d'Àneu,250864,10.1903
2664,2014,Estaràs,250851,3.3286
2665,2014,Espot,250827,4.6633000000000004
2666,2014,l'Espluga Calba,250812,3.2569999999999997
2667,2014,Cubells,250791,8.4208
2668,2014,Corbins,250788,8.5373
2669,2014,la Floresta,250925,2.3749000000000002
2670,2014,el Cogul,250766,1.8466
2671,2014,Fondarella,250931,10.348299999999998
2672,2014,Ciutadilla,250740,1.7509000000000001
2673,2014,Cervià de les Garrigues,250735,5.153700000000001
2674,2014,Cervera,250729,43.921
2675,2014,Cava,250714,1.8064
2676,2014,Castellserà,250707,10.1171
2677,2014,Castelló de Farfanya,250693,3.2588
2678,2014,Castellnou de Seana,250680,7.4234
2679,2014,Castelldans,250674,12.4192
2680,2014,Les,251214,5.6338
2681,2014,Coll de Nargó,250772,6.5417
2682,2014,Granyena de Segarra,251044,1.9689999999999999
2683,2014,Lleida,251207,392.6478
2684,2014,Juneda,251193,21.2898
2685,2014,Juncosa,251180,2.8575
2686,2014,Isona i Conca Dellà,251155,15.9331
2687,2014,Ivorra,251142,1.1345
2688,2014,Ivars d'Urgell,251137,15.5991
2689,2014,Ivars de Noguera,251121,3.7489999999999997
2690,2014,Guixers,251116,0.7934000000000001
2691,2014,Guissona,251109,22.1186
2692,2014,Farrera,250899,2.4414
2693,2014,Granyena de les Garrigues,251057,1.6296
2694,2014,Camarasa,250621,8.2003
2695,2014,Granyanella,251039,3.3476999999999997
2696,2014,la Granja d'Escarp,251023,4.0661000000000005
2697,2014,la Granadella,251018,7.1878
2698,2014,Gósol,251001,6.002
2699,2014,Golmés,250997,28.9454
2700,2014,Gavet de la Conca,250984,4.3206999999999995
2701,2014,Fulleda,250978,0.9537
2702,2014,la Fuliola,250962,15.0272
2703,2014,Foradada,250946,3.1767000000000003
2704,2014,Guimerà,251095,5.9282
2705,2014,Alt Àneu,250241,7.103
2706,2014,Castellar de la Ribera,250642,0.0
2707,2014,Aspa,250365,1.6926
2708,2014,la Sentiu de Sió,250352,7.4008
2709,2014,Artesa de Segre,250349,29.5725
2710,2014,Artesa de Lleida,250334,11.8495
2711,2014,Arsèguel,250328,0.9493
2712,2014,Arres,250313,1.1164
2713,2014,el Pont de Bar,250306,3.2656
2714,2014,Torrefarrera,252287,15.7219
2715,2014,Aitona,250387,10.3383
2716,2014,Corbera d'Ebre,430483,8.4915
2717,2014,Baix Pallars,250390,4.7353000000000005
2718,2014,Alpicat,250236,39.211
2719,2014,Alòs de Balaguer,250220,1.552
2720,2014,Almenar,250215,24.6968
2721,2014,Almatret,250208,3.5802
2722,2014,Almacelles,250194,30.6358
2723,2014,Alins,250175,5.6297999999999995
2724,2014,Alguaire,250169,17.346899999999998
2725,2014,Algerri,250156,4.825900000000001
2726,2014,Alfés,250143,4.3245000000000005
2727,2014,Anglesola,250273,11.8128
2728,2014,Bellmunt d'Urgell,250498,3.5502000000000002
2729,2014,Cabó,250616,2.2034000000000002
2730,2014,Cabanabona,250609,2.1292
2731,2014,Bossòst,250595,7.8506
2732,2014,les Borges Blanques,250582,29.218000000000004
2733,2014,Es Bòrdes,250576,3.2809
2734,2014,Bovera,250560,2.1663
2735,2014,Biosca,250557,2.3337
2736,2014,Benavent de Segrià,250539,7.7417
2737,2014,Bellvís,250523,11.417100000000001
2738,2014,les Avellanes i Santa Linya,250371,5.9813
2739,2014,Bellpuig,250501,42.68
2740,2014,Arbeca,250292,22.1695
2741,2014,Bell-lloc d'Urgell,250485,21.7487
2742,2014,Bellcaire d'Urgell,250479,11.182400000000001
2743,2014,Belianes,250463,4.7896
2744,2014,Bausen,250450,1.1016
2745,2014,Bassella,250447,2.3643
2746,2014,la Vall de Boí,250432,13.8506
2747,2014,la Baronia de Rialb,250426,3.7132
2748,2014,Barbens,250411,7.5614
2749,2014,Balaguer,250404,64.7697
2750,2014,Bellver de Cerdanya,250518,28.039
2751,2014,Ribera d'Urgellet,251850,9.5024
2752,2014,Sarroca de Bellera,252017,3.8472
2753,2014,Sarroca de Lleida,252000,2.2913
2754,2014,Sant Guim de la Plana,251977,1.8546
2755,2014,Sant Esteve de la Sarga,251961,2.8898
2756,2014,Sant Ramon,251945,5.3253
2757,2014,Sant Llorenç de Morunys,251930,12.4055
2758,2014,Sant Guim de Freixenet,251924,18.6816
2759,2014,Sanaüja,251919,6.1152999999999995
2760,2014,Salàs de Pallars,251902,3.6978
2761,2014,el Pont de Suert,251734,18.4056
2762,2014,Riner,251863,1.9054
2763,2014,Seròs,252043,8.0661
2764,2014,Rialp,251832,2.1136999999999997
2765,2014,Puigverd de Lleida,251826,11.457799999999999
2766,2014,Puigverd d'Agramunt,251811,1.7713
2767,2014,Puiggròs,251804,2.6224
2768,2014,Prullans,251790,4.8399
2769,2014,Preixens,251771,5.282299999999999
2770,2014,Preixana,251765,3.1287000000000003
2771,2014,Prats i Sansor,251752,15.878
2772,2014,la Portella,251749,6.078900000000001
2773,2014,Rosselló,251898,15.102500000000001
2774,2014,Talavera,252167,4.1157
2775,2014,Naut Aran,250254,25.975
2776,2014,Linyola,251229,22.2583
2777,2014,la Torre de Cabdella,252271,14.8473
2778,2014,Torrebesses,252265,2.5448
2779,2014,Tornabous,252252,12.848099999999999
2780,2014,els Torms,252249,1.8245
2781,2014,Torà,252234,15.2353
2782,2014,Tírvia,252213,3.0465
2783,2014,Tarroja de Segarra,252192,2.0929
2784,2014,Senterada,252022,1.8223
2785,2014,Tàrrega,252173,85.7444
2786,2014,la Seu d'Urgell,252038,40.1747
2787,2014,Talarn,252154,2.8535
2788,2014,Sunyer,252120,2.9596
2789,2014,Sudanell,252115,7.1404
2790,2014,Soses,252108,14.5947
2791,2014,Sort,252094,12.485199999999999
2792,2014,Soriguera,252081,7.1809
2793,2014,Solsona,252075,47.5176
2794,2014,el Soleràs,252069,1.6604
2795,2014,Sidamon,252056,11.2727
2796,2014,Térmens,252206,13.0644
2797,2014,Tarrés,252189,1.3223
2798,2014,Massoteres,251327,2.6153
2799,2014,Montornès de Segarra,251431,2.115
2800,2014,Montoliu de Lleida,251425,6.2974
2801,2014,Montoliu de Segarra,251410,3.5702
2802,2014,Montferrer i Castellbò,251403,25.7196
2803,2014,Montellà i Martinet,251399,7.7014
2804,2014,Montgai,251386,8.092500000000001
2805,2014,Mollerussa,251370,61.9774
2806,2014,la Molsosa,251364,0.735
2807,2014,Miralcamp,251351,12.730599999999999
2808,2014,Nalec,251459,1.664
2809,2014,Maials,251333,7.5527
2810,2014,Llimiana,251288,2.2194000000000003
2811,2014,Massalcoreig,251312,3.2974
2812,2014,Maldà,251305,2.5373
2813,2014,Llobera,251291,0.7173
2814,2014,Lles de Cerdanya,251272,4.4021
2815,2014,Llardecans,251253,4.4908
2816,2014,Ponts,251728,18.651699999999998
2817,2014,Tiurana,252228,0.5931
2818,2014,Lladurs,251240,0.0
2819,2014,Lladorre,251235,4.4536
2820,2014,Menàrguens,251348,7.8429
2821,2014,Pinell de Solsonès,251667,0.6667
2822,2014,el Poal,251689,8.4277
2823,2014,Llavorsí,251266,4.7221
2824,2014,Navès,251462,2.8467000000000002
2825,2014,Bellaguarda,251706,2.7588999999999997
2826,2014,la Pobla de Cérvoles,251692,2.4269
2827,2014,Pinós,251673,2.0119
2828,2014,la Pobla de Segur,251713,13.263099999999998
2829,2014,Peramola,251654,2.8188
2830,2014,Penelles,251641,3.0293
2831,2014,la Coma i la Pedra,251636,21.863100000000003
2832,2014,Conca de Dalt,251615,7.493
2833,2014,els Omellons,251538,2.9981999999999998
2834,2014,Oliana,251497,17.9775
2835,2014,Olius,251517,15.1455
2836,2014,Oliola,251500,3.6195000000000004
2837,2014,les Oluges,251522,2.1624
2838,2014,els Omells de na Gaia,251543,1.7821
2839,2014,Organyà,251556,6.0843
2840,2014,Odèn,251484,1.4764
2841,2014,Os de Balaguer,251569,6.3506
2842,2014,Ossó de Sió,251575,3.3936
2843,2014,el Palau d'Anglesola,251581,19.4324
2844,2015,la Torre de Claramunt,082861,40.8167
2845,2015,Súria,082747,24.750799999999998
2846,2015,Vic,082981,202.7168
2847,2015,Veciana,082975,2.0745
2848,2015,Vallromanes,082969,27.1894
2849,2015,Vallirana,082956,94.0112
2850,2015,Vallgorguina,082943,35.8878
2851,2015,Vallcebre,082938,2.857
2852,2015,Vallbona d'Anoia,082922,7.0844000000000005
2853,2015,Vacarisses,082917,49.885099999999994
2854,2015,Ullastrell,082900,13.6706
2855,2015,Torrelles de Llobregat,082896,39.649
2856,2015,Viladecavalls,083008,43.1001
2857,2015,Torrelavit,082877,11.8638
2858,2015,Viladecans,083015,162.8809
2859,2015,Torelló,082858,52.355900000000005
2860,2015,Tordera,082845,73.8642
2861,2015,Tona,082830,48.1429
2862,2015,Tiana,082824,32.0576
2863,2015,Teià,082819,23.5932
2864,2015,Tavertet,082802,1.7697
2865,2015,Terrassa,082798,486.3926
2866,2015,Taradell,082785,42.713
2867,2015,Talamanca,082779,4.6049
2868,2015,Tagamanent,082763,4.4854
2869,2015,Pont de Molins,171352,4.0503
2870,2015,Torrelles de Foix,082883,21.0535
2871,2015,la Palma de Cervelló,089058,23.3971
2872,2015,Begur,170139,79.8431
2873,2015,Avinyonet de Puigventós,170123,12.6506
2874,2015,l'Armentera,170118,9.254999999999999
2875,2015,Argelaguer,170101,3.4112
2876,2015,Arbúcies,170097,20.1739
2877,2015,Anglès,170084,25.009700000000002
2878,2015,Amer,170078,15.436700000000002
2879,2015,Alp,170062,36.2923
2880,2015,el Far d'Empordà,170059,2.8376
2881,2015,Albons,170046,7.2843
2882,2015,Albanyà,170031,1.4628
2883,2015,Vilada,082994,4.9132
2884,2015,Agullana,170010,6.08
2885,2015,Subirats,082732,34.404700000000005
2886,2015,Badia del Vallès,089045,18.37
2887,2015,Sant Julià de Cerdanyola,089030,2.8841
2888,2015,Vilanova del Vallès,089024,37.0721
2889,2015,Rupit i Pruit,089019,1.3966
2890,2015,Viver i Serrateix,083089,0.4073
2891,2015,Vilanova i la Geltrú,083073,149.8598
2892,2015,Vilalba Sasserra,083067,5.2022
2893,2015,Vilafranca del Penedès,083054,88.7447
2894,2015,Vilobí del Penedès,083041,13.855899999999998
2895,2015,Vilanova de Sau,083036,2.6401000000000003
2896,2015,Vilanova del Camí,083020,36.679
2897,2015,Aiguaviva,170025,4.5381
2898,2015,Sant Pere de Riudebitlles,082325,10.6734
2899,2015,Tavèrnoles,082750,1.5594999999999999
2900,2015,Santa Coloma de Cervelló,082444,29.914099999999998
2901,2015,Santa Cecília de Voltregà,082439,0.3493
2902,2015,Marganell,082423,1.7692
2903,2015,Sant Sadurní d'Osormort,082418,0.8069
2904,2015,Sant Sadurní d'Anoia,082401,51.333
2905,2015,Sant Quirze Safaja,082397,15.6936
2906,2015,Sant Quirze del Vallès,082384,80.9871
2907,2015,Sant Quirze de Besora,082378,12.5908
2908,2015,Sant Quintí de Mediona,082362,10.2979
2909,2015,Sant Pol de Mar,082359,10.5594
2910,2015,Santa Eugènia de Berga,082460,11.1801
2911,2015,Sant Pere de Torelló,082331,13.6891
2912,2015,Santa Eulàlia de Riuprimer,082476,6.693
2913,2015,Sant Pere de Ribes,082310,69.08370000000001
2914,2015,Premià de Dalt,082303,51.5284
2915,2015,Sant Mateu de Bages,082299,2.1431999999999998
2916,2015,Sant Martí Sesgueioles,082286,3.9811000000000005
2917,2015,Sant Martí Sarroca,082270,14.0593
2918,2015,Sant Martí de Tous,082264,7.8203
2919,2015,Sant Martí d'Albars,082251,0.9129
2920,2015,Sant Martí de Centelles,082248,11.941699999999999
2921,2015,Sant Llorenç Savall,082233,10.5403
2922,2015,Sant Llorenç d'Hortons,082227,17.7696
2923,2015,Sant Just Desvern,082212,70.2296
2924,2015,Sant Pere de Vilamajor,082346,52.6598
2925,2015,Santa Maria de Palautordera,082592,65.164
2926,2015,Sora,082726,3.5824000000000003
2927,2015,Sobremunt,082711,0.8726
2928,2015,Sitges,082704,132.70589999999999
2929,2015,Seva,082690,67.5206
2930,2015,Cercs,082687,14.9578
2931,2015,Sentmenat,082671,44.4319
2932,2015,Cerdanyola del Vallès,082665,204.5625
2933,2015,Sant Vicenç de Torelló,082652,14.407399999999999
2934,2015,Sant Vicenç de Montalt,082649,53.1639
2935,2015,Sant Vicenç dels Horts,082634,98.83179999999999
2936,2015,Sant Vicenç de Castellet,082628,36.3042
2937,2015,Santa Coloma de Gramenet,082457,96.5846
2938,2015,Santa Perpètua de Mogoda,082606,124.45849999999999
2939,2015,Bàscara,170160,8.860199999999999
2940,2015,Santa Maria d'Oló,082589,7.6935
2941,2015,Santa Maria de Miralles,082573,0.0
2942,2015,Santa Maria de Martorelles,082567,4.7734000000000005
2943,2015,Santa Maria de Merlès,082554,0.0
2944,2015,l'Esquirol,082541,19.8628
2945,2015,Santa Maria de Besora,082536,1.404
2946,2015,Barberà del Vallès,082520,155.0241
2947,2015,Santa Margarida i els Monjos,082515,54.0424
2948,2015,Santa Margarida de Montbui,082508,20.881999999999998
2949,2015,Santa Fe del Penedès,082495,4.3926
2950,2015,Santa Eulàlia de Ronçana,082482,59.4105
2951,2015,Santa Susanna,082613,19.6426
2952,2015,Juià,170871,2.404
2953,2015,la Vajol,170144,2.5622
2954,2015,Meranges,170998,1.7513
2955,2015,Maià de Montcal,170985,4.9286
2956,2015,Madremanya,170979,1.2692999999999999
2957,2015,les Llosses,170963,0.38539999999999996
2958,2015,Lloret de Mar,170950,169.3015
2959,2015,Llívia,170947,11.2576
2960,2015,Llers,170932,11.8416
2961,2015,Llançà,170926,66.9551
2962,2015,Llanars,170911,5.890499999999999
2963,2015,Llambilles,170904,4.4997
2964,2015,Massanes,171019,2.5187
2965,2015,Lladó,170887,4.6345
2966,2015,Maçanet de Cabrenys,171024,9.0829
2967,2015,la Jonquera,170865,36.6081
2968,2015,Jafre,170852,3.8712
2969,2015,Isòvol,170849,3.7261
2970,2015,Hostalric,170834,20.7904
2971,2015,Guils de Cerdanya,170828,12.4221
2972,2015,Gualta,170813,2.2256
2973,2015,Gombrèn,170806,2.7388000000000003
2974,2015,Girona,170792,299.83389999999997
2975,2015,Ger,170789,9.2329
2976,2015,Garriguella,170773,7.8849
2977,2015,Garrigoles,170767,1.3144
2978,2015,Llagostera,170890,39.2562
2979,2015,Palamós,171181,63.4811
2980,2015,Planoles,171349,7.9181
2981,2015,les Planes d'Hostoles,171334,13.513
2982,2015,Peralada,171328,22.4225
2983,2015,la Pera,171306,3.4797000000000002
2984,2015,Pedret i Marzà,171292,1.7108
2985,2015,Pau,171289,4.5349
2986,2015,Parlavà,171267,6.3032
2987,2015,Pardines,171254,1.0909
2988,2015,Pals,171241,52.328199999999995
2989,2015,Palol de Revardit,171236,2.1561
2990,2015,Palau-sator,171215,4.1065
2991,2015,Masarac,171002,3.1712
2992,2015,Palau de Santa Eulàlia,171194,1.413
2993,2015,Fornells de la Selva,170736,17.3022
2994,2015,el Pla de Santa Maria,431080,11.549299999999999
2995,2015,Osor,171169,2.9608
2996,2015,Olot,171143,145.813
2997,2015,Ogassa,171122,2.9589
2998,2015,Navata,171117,5.745
2999,2015,Mont-ras,171100,10.6548
3000,2015,Montagut i Oix,171096,4.2795000000000005
3001,2015,Molló,171077,4.789
3002,2015,Mollet de Peralada,171061,1.5584
3003,2015,Mieres,171058,2.5858999999999996
3004,2015,Maçanet de la Selva,171030,76.38210000000001
3005,2015,Palau-saverdera,171208,14.7335
3006,2015,Brunyola i Sant Martí Sapresa,170280,1.1479
3007,2015,Cantallops,170412,4.868
3008,2015,Canet d'Adri,170405,3.2077
3009,2015,Camprodon,170391,24.2226
3010,2015,Campllong,170388,7.5828
3011,2015,Campelles,170372,6.1759
3012,2015,Campdevànol,170366,21.416
3013,2015,Camós,170353,5.2599
3014,2015,Calonge i Sant Antoni,170340,140.8883
3015,2015,Caldes de Malavella,170335,78.5161
3016,2015,Cadaqués,170329,23.9647
3017,2015,Cabanelles,170314,1.313
3018,2015,Garrigàs,170754,2.9988
3019,2015,Boadella i les Escaules,170293,2.3806000000000003
3020,2015,Cassà de la Selva,170448,39.2466
3021,2015,Breda,170274,18.0636
3022,2015,Borrassà,170268,6.1355
3023,2015,Bordils,170255,11.4418
3024,2015,Bolvir,170242,14.574300000000001
3025,2015,Blanes,170237,111.7234
3026,2015,la Bisbal d'Empordà,170221,24.586299999999998
3027,2015,Beuda,170216,0.594
3028,2015,Bescanó,170209,45.9534
3029,2015,Besalú,170195,21.3328
3030,2015,Bellcaire d'Empordà,170182,7.1189
3031,2015,Sant Joan de Vilatorrada,082188,29.2275
3032,2015,Cabanes,170307,3.7081
3033,2015,Crespià,170583,2.2075
3034,2015,Banyoles,170157,56.7333
3035,2015,Fontcoberta,170715,8.838899999999999
3036,2015,Fontanilles,170708,3.26
3037,2015,Fontanals de Cerdanya,170694,14.8614
3038,2015,Foixà,170681,5.1508
3039,2015,Flaçà,170675,9.4618
3040,2015,Figueres,170669,112.7954
3041,2015,Esponellà,170656,2.4923
3042,2015,Espolla,170643,3.4694
3043,2015,Espinelves,170638,3.4284999999999997
3044,2015,l'Escala,170622,122.4534
3045,2015,Capmany,170427,5.8165
3046,2015,Darnius,170600,3.1942
3047,2015,Queralbs,170433,2.8837
3048,2015,Corçà,170577,5.504300000000001
3049,2015,Cornellà del Terri,170561,18.487499999999997
3050,2015,Colomers,170558,1.9705000000000001
3051,2015,Colera,170545,6.9418
3052,2015,Siurana,170524,2.8937999999999997
3053,2015,Cistella,170519,2.2485
3054,2015,Cervià de Ter,170502,8.637599999999999
3055,2015,Celrà,170499,24.771099999999997
3056,2015,Castell-Platja d'Aro,170486,150.5109
3057,2015,Castelló d'Empúries,170470,120.3411
3058,2015,Castellfollit de la Roca,170464,3.6718
3059,2015,Fortià,170741,6.1336
3060,2015,Das,170617,8.024799999999999
3061,2015,Centelles,080673,26.102800000000002
3062,2015,Lliçà de Vall,081081,77.89959999999999
3063,2015,l'Estany,080790,7.2661
3064,2015,l'Espunyola,080787,0.5382
3065,2015,Esplugues de Llobregat,080771,92.99520000000001
3066,2015,Esparreguera,080765,70.9545
3067,2015,Dosrius,080752,61.7273
3068,2015,Cubelles,080749,61.9067
3069,2015,Cornellà de Llobregat,080734,152.9426
3070,2015,Corbera de Llobregat,080728,125.1334
3071,2015,Copons,080713,1.6791
3072,2015,Collsuspina,080706,4.9122
3073,2015,Fogars de Montclús,080811,4.2679
3074,2015,Cervelló,080689,70.49860000000001
3075,2015,Fogars de la Selva,080826,19.912399999999998
3076,2015,Castellví de Rosanes,080667,16.5083
3077,2015,Castellví de la Marca,080654,9.238
3078,2015,Castellterçol,080641,16.4861
3079,2015,Castellolí,080636,6.2852
3080,2015,Castellnou de Bages,080620,17.0061
3081,2015,Castellgalí,080615,26.583999999999996
3082,2015,Castellfollit de Riubregós,080608,0.7602
3083,2015,Castellfollit del Boix,080594,2.0962
3084,2015,Castellet i la Gornal,080581,37.2515
3085,2015,Castell de l'Areny,080575,0.2928
3086,2015,Castelldefels,080569,258.2754
3087,2015,Collbató,080692,23.8944
3088,2015,la Granada,080945,10.1417
3089,2015,Sant Julià de Vilatorta,082205,30.6275
3090,2015,Llinars del Vallès,081069,57.7667
