,Any,Literal,Codi,Connectivitat
3680,2015,Alins,250175,5.6297999999999995
3681,2015,Alguaire,250169,17.346899999999998
3682,2015,Algerri,250156,4.825900000000001
3683,2015,Alfés,250143,4.3245000000000005
3684,2015,Alfarràs,250138,17.793599999999998
3685,2015,Arbeca,250292,22.1695
3686,2015,Canejan,250637,0.9750000000000001
3687,2015,Alpicat,250236,39.215199999999996
3688,2015,la Baronia de Rialb,250426,3.7132
3689,2015,Cava,250714,2.0128
3690,2015,Castellserà,250707,10.1171
3691,2015,Castelló de Farfanya,250693,3.2588
3692,2015,Castellnou de Seana,250680,7.4234
3693,2015,Castellar de la Ribera,250642,0.0
3694,2015,Camarasa,250621,8.2003
3695,2015,Cabó,250616,2.2034000000000002
3696,2015,Cabanabona,250609,2.1292
3697,2015,Bossòst,250595,7.8506
3698,2015,les Borges Blanques,250582,29.218000000000004
3699,2015,Es Bòrdes,250576,3.2809
3700,2015,Bell-lloc d'Urgell,250485,22.0093
3701,2015,la Vall de Boí,250432,13.850100000000001
3702,2015,Castelldans,250674,12.4192
3703,2015,Bovera,250560,2.1663
3704,2015,Bausen,250450,1.1016
3705,2015,Belianes,250463,6.2035
3706,2015,Bellcaire d'Urgell,250479,11.182400000000001
3707,2015,Bassella,250447,2.3643
3708,2015,Bellmunt d'Urgell,250498,3.5502000000000002
3709,2015,Bellpuig,250501,42.671
3710,2015,Bellver de Cerdanya,250518,28.016
3711,2015,Bellvís,250523,11.417100000000001
3712,2015,Benavent de Segrià,250539,7.7417
3713,2015,Biosca,250557,2.3337
3714,2015,Pontils,431418,2.502
3715,2015,Rodonyà,431325,7.2393
3716,2015,Roda de Berà,431310,83.23310000000001
3717,2015,el Rourell,431346,1.9485000000000001
3718,2015,Salomó,431359,7.296799999999999
3719,2015,Rocafort de Queralt,431303,2.0071
3720,2015,Sant Carles de la Ràpita,431362,73.6804
3721,2015,Roquetes,431331,54.590199999999996
3722,2015,Sant Jaume dels Domenys,431378,27.343400000000003
3723,2015,Santa Bàrbara,431384,30.5041
3724,2015,Santa Oliva,431401,42.202799999999996
3725,2015,Sarral,431423,14.579699999999999
3726,2015,Savallà del Comtat,431439,2.2248
3727,2015,Riudoms,431299,14.9438
3728,2015,Prades,431166,19.605800000000002
3729,2015,la Secuita,431444,15.4947
3730,2015,la Selva del Camp,431457,21.788899999999998
3731,2015,Senan,431460,0.8615999999999999
3732,2015,Santa Coloma de Queralt,431397,28.2078
3733,2015,Puigpelat,431191,6.5457
3734,2015,la Pobla de Massaluca,431107,3.6105
3735,2015,la Vilella Baixa,431747,1.8243
3736,2015,Solivella,431476,5.884399999999999
3737,2015,la Pobla de Montornès,431114,26.5959
3738,2015,Poboleda,431129,1.9178000000000002
3739,2015,el Pont d'Armentera,431135,4.2167
3740,2015,Porrera,431140,2.9082999999999997
3741,2015,Pratdip,431188,10.0341
3742,2015,Prat de Comte,431172,1.2391
3743,2015,Riudecols,431286,6.5358
3744,2015,Querol,431205,13.6876
3745,2015,Rasquera,431212,5.3152
3746,2015,Renau,431227,1.5409000000000002
3747,2015,Reus,431233,213.9234
3748,2015,la Riba,431248,7.0587
3749,2015,Riba-roja d'Ebre,431251,10.3489
3750,2015,la Riera de Gaià,431264,11.7822
3751,2015,Riudecanyes,431270,13.4061
3752,2015,Pradell de la Teixeta,431153,0.7967000000000001
3753,2015,Sant Jaume d'Enveja,439023,29.8748
3754,2015,Vilaplana,431690,2.2877
3755,2015,Vila-rodona,431704,7.0958000000000006
3756,2015,Vila-seca,431711,77.7581
3757,2015,la Vilella Alta,431732,1.2206000000000001
3758,2015,Vilalba dels Arcs,431750,6.147600000000001
3759,2015,Vimbodí i Poblet,431763,7.026199999999999
3760,2015,Vinebre,431779,3.0831
3761,2015,Vilaverd,431726,2.7568
3762,2015,Deltebre,439018,91.0104
3763,2015,Vilallonga del Camp,431665,8.8119
3764,2015,Camarles,439039,20.0345
3765,2015,l'Aldea,439044,39.8754
3766,2015,Salou,439057,109.40559999999999
3767,2015,l'Ampolla,439060,52.9401
3768,2015,la Canonja,439076,41.5888
3769,2015,Medinyà,171045,0.0
3770,2015,la Pobla de Mafumet,431093,17.0407
3771,2015,Vinyols i els Arcs,431785,13.1603
3772,2015,Vallclara,431589,1.3396
3773,2015,Tivenys,431495,4.6983999999999995
3774,2015,Tivissa,431508,8.1904
3775,2015,la Torre de Fontaubella,431515,1.5006
3776,2015,la Torre de l'Espanyol,431520,3.3163
3777,2015,Torredembarra,431536,78.7084
3778,2015,Torroja del Priorat,431541,1.5239
3779,2015,Tortosa,431554,180.3662
3780,2015,Vilanova de Prades,431687,2.425
3781,2015,Ulldemolins,431573,3.8136
3782,2015,Vilanova d'Escornalbou,431671,3.5511
3783,2015,Vallfogona de Riucorb,431592,2.9557
3784,2015,Vallmoll,431606,13.77
3785,2015,Valls,431613,74.39920000000001
3786,2015,Vandellòs i l'Hospitalet de l'Infant,431628,73.32589999999999
3787,2015,el Vendrell,431634,216.6788
3788,2015,Vespella de Gaià,431649,6.686
3789,2015,Vilabella,431652,7.4559
3790,2015,Tarragona,431482,463.4703999999999
3791,2015,Ulldecona,431567,50.8679
3792,2016,Sobremunt,082711,0.869
3793,2016,Tona,082830,48.1429
3794,2016,Tiana,082824,31.9098
3795,2016,Teià,082819,23.5932
3796,2016,Tavertet,082802,1.7697
3797,2016,Terrassa,082798,487.91319999999996
3798,2016,Taradell,082785,42.6888
3799,2016,Talamanca,082779,4.6049
3800,2016,Tagamanent,082763,4.4854
3801,2016,Tavèrnoles,082750,5.3779
3802,2016,Súria,082747,24.750799999999998
3803,2016,Vilanova del Vallès,089024,37.0721
3804,2016,Sora,082726,3.5824000000000003
3805,2016,la Torre de Claramunt,082861,40.8168
3806,2016,Sitges,082704,132.6991
3807,2016,Seva,082690,68.0844
3808,2016,Cercs,082687,14.9578
3809,2016,Sentmenat,082671,44.4346
3810,2016,Cerdanyola del Vallès,082665,204.5369
3811,2016,Sant Vicenç de Torelló,082652,14.3463
3812,2016,Sant Vicenç de Montalt,082649,53.1639
3813,2016,Sant Vicenç dels Horts,082634,98.935
3814,2016,Sant Vicenç de Castellet,082628,37.2341
3815,2016,Santa Susanna,082613,19.6426
3816,2016,Subirats,082732,35.2452
3817,2016,Veciana,082975,2.0745
3818,2016,Sant Esteve Sesrovires,082080,45.1609
3819,2016,Viver i Serrateix,083089,0.4067
3820,2016,Vilanova i la Geltrú,083073,153.0678
3821,2016,Vilalba Sasserra,083067,5.2022
3822,2016,Vilafranca del Penedès,083054,88.7447
3823,2016,Vilobí del Penedès,083041,13.855899999999998
3824,2016,Vilanova de Sau,083036,2.6401000000000003
3825,2016,Vilanova del Camí,083020,36.701100000000004
3826,2016,Viladecans,083015,148.10860000000002
3827,2016,Viladecavalls,083008,43.1001
3828,2016,Tordera,082845,73.8642
3829,2016,Vic,082981,202.1749
3830,2016,Torelló,082858,52.3947
3831,2016,Vallromanes,082969,27.1894
3832,2016,Vallirana,082956,94.1852
3833,2016,Vallgorguina,082943,35.8878
3834,2016,Vallcebre,082938,2.857
3835,2016,Vallbona d'Anoia,082922,7.0844000000000005
3836,2016,Vacarisses,082917,61.072900000000004
3837,2016,Ullastrell,082900,13.6764
3838,2016,Torrelles de Llobregat,082896,39.6488
3839,2016,Torrelles de Foix,082883,21.0535
3840,2016,Torrelavit,082877,11.8638
3841,2016,Santa Maria d'Oló,082589,7.6935
3842,2016,Vilada,082994,4.9132
3843,2016,Sant Julià de Vilatorta,082205,30.6275
3844,2016,Santa Perpètua de Mogoda,082606,124.2507
3845,2016,Sant Pere de Ribes,082310,69.08370000000001
3846,2016,Premià de Dalt,082303,51.5284
3847,2016,Sant Mateu de Bages,082299,2.1431999999999998
3848,2016,Sant Martí Sesgueioles,082286,3.9811000000000005
3849,2016,Sant Martí Sarroca,082270,14.0593
3850,2016,Sant Martí de Tous,082264,7.758800000000001
3851,2016,Sant Martí d'Albars,082251,0.9148000000000001
3852,2016,Sant Martí de Centelles,082248,11.9481
3853,2016,Sant Llorenç Savall,082233,10.5403
3854,2016,Sant Pere de Torelló,082331,13.6891
3855,2016,Sant Just Desvern,082212,69.1132
3856,2016,Sant Pere de Vilamajor,082346,52.6599
3857,2016,Vilassar de Mar,082191,32.233000000000004
3858,2016,Sant Joan de Vilatorrada,082188,29.2275
3859,2016,Sant Joan Despí,082172,79.9666
3860,2016,Sant Jaume de Frontanyà,082166,0.7732
3861,2016,Sant Hipòlit de Voltregà,082153,13.052299999999999
3862,2016,Vilassar de Dalt,082140,40.0727
3863,2016,Sant Fruitós de Bages,082135,61.5174
3864,2016,Sant Feliu Sasserra,082129,7.728400000000001
3865,2016,Sant Feliu de Llobregat,082114,90.33330000000001
3866,2016,Sant Feliu de Codines,082107,27.6406
3867,2016,Molló,171077,4.9071
3868,2016,Sant Llorenç d'Hortons,082227,17.770400000000002
3869,2016,Santa Eugènia de Berga,082460,11.1801
3870,2016,Sant Julià de Cerdanyola,089030,2.8841
3871,2016,Santa Maria de Miralles,082573,0.0
3872,2016,Santa Maria de Martorelles,082567,4.7734000000000005
3873,2016,Santa Maria de Merlès,082554,0.0
3874,2016,l'Esquirol,082541,19.8628
3875,2016,Santa Maria de Besora,082536,1.404
3876,2016,Barberà del Vallès,082520,148.8743
3877,2016,Santa Margarida i els Monjos,082515,54.0423
3878,2016,Santa Margarida de Montbui,082508,20.881999999999998
3879,2016,Santa Fe del Penedès,082495,1.5874
3880,2016,Sant Pere de Riudebitlles,082325,10.6734
3881,2016,Santa Eulàlia de Riuprimer,082476,6.693
3882,2016,Santa Maria de Palautordera,082592,65.1639
3883,2016,Santa Coloma de Gramenet,082457,95.3483
3884,2016,Santa Coloma de Cervelló,082444,29.9144
3885,2016,Santa Cecília de Voltregà,082439,0.348
3886,2016,Marganell,082423,1.7692
3887,2016,Sant Sadurní d'Osormort,082418,0.8069
3888,2016,Sant Sadurní d'Anoia,082401,51.333
3889,2016,Sant Quirze Safaja,082397,15.6936
3890,2016,Sant Quirze del Vallès,082384,80.9871
3891,2016,Sant Quirze de Besora,082378,12.5908
3892,2016,Sant Quintí de Mediona,082362,10.2979
3893,2016,Sant Pol de Mar,082359,12.8477
3894,2016,Santa Eulàlia de Ronçana,082482,62.047000000000004
3895,2016,Esponellà,170656,2.4923
3896,2016,Girona,170792,303.4914
3897,2016,Ger,170789,9.2329
3898,2016,Garriguella,170773,7.8849
3899,2016,Garrigoles,170767,1.3144
3900,2016,Garrigàs,170754,2.9988
3901,2016,Fortià,170741,6.1336
3902,2016,Fornells de la Selva,170736,17.3022
3903,2016,Fontcoberta,170715,8.838899999999999
3904,2016,Fontanilles,170708,3.26
3905,2016,Fontanals de Cerdanya,170694,14.8614
3906,2016,Rupit i Pruit,089019,2.082
3907,2016,Flaçà,170675,10.0616
3908,2016,Guils de Cerdanya,170828,12.545200000000001
3909,2016,Espolla,170643,3.4694
3910,2016,Espinelves,170638,3.4199
3911,2016,l'Escala,170622,122.4534
3912,2016,Das,170617,8.024799999999999
3913,2016,Darnius,170600,3.1942
3914,2016,Crespià,170583,2.2075
3915,2016,Corçà,170577,5.504300000000001
3916,2016,Cornellà del Terri,170561,18.487499999999997
3917,2016,Colomers,170558,1.9705000000000001
3918,2016,Colera,170545,6.9418
3919,2016,Freginals,430629,2.1511
3920,2016,Llers,170932,11.8416
3921,2016,Mollet de Peralada,171061,1.5584
3922,2016,Mieres,171058,2.5858999999999996
3923,2016,Maçanet de la Selva,171030,76.38210000000001
3924,2016,Maçanet de Cabrenys,171024,9.0829
3925,2016,Massanes,171019,2.5187
3926,2016,Masarac,171002,3.1712
3927,2016,Meranges,170998,1.7513
3928,2016,Maià de Montcal,170985,4.9286
3929,2016,Madremanya,170979,1.2692999999999999
3930,2016,les Llosses,170963,0.38539999999999996
3931,2016,Gombrèn,170806,2.7656
3932,2016,Llívia,170947,11.2576
3933,2016,Gualta,170813,2.2257
3934,2016,Llançà,170926,66.9551
3935,2016,Llanars,170911,5.9117
3936,2016,Llambilles,170904,4.4997
3937,2016,Llagostera,170890,39.2552
3938,2016,Lladó,170887,4.6345
3939,2016,Juià,170871,2.404
3940,2016,la Jonquera,170865,36.6081
3941,2016,Jafre,170852,3.8712
3942,2016,Isòvol,170849,3.7261
3943,2016,Hostalric,170834,28.4506
3944,2016,Cervià de Ter,170502,8.637599999999999
3945,2016,Lloret de Mar,170950,173.52
3946,2016,Argelaguer,170101,3.4112
3947,2016,Siurana,170524,2.8937999999999997
3948,2016,la Bisbal d'Empordà,170221,38.0921
3949,2016,Beuda,170216,0.5940000000000001
3950,2016,Bescanó,170209,45.9534
3951,2016,Besalú,170195,21.058799999999998
3952,2016,Bellcaire d'Empordà,170182,7.1189
3953,2016,Bàscara,170160,8.860199999999999
3954,2016,Banyoles,170157,56.7333
3955,2016,la Vajol,170144,2.5622
3956,2016,Begur,170139,79.8431
3957,2016,Bolvir,170242,14.574300000000001
3958,2016,l'Armentera,170118,9.254999999999999
3959,2016,Bordils,170255,11.4418
3960,2016,Arbúcies,170097,20.1739
3961,2016,Anglès,170084,25.0094
3962,2016,Amer,170078,15.6848
3963,2016,Alp,170062,36.2923
3964,2016,el Far d'Empordà,170059,2.8376
3965,2016,Albons,170046,7.2843
3966,2016,Albanyà,170031,1.4628
3967,2016,Aiguaviva,170025,4.5279
3968,2016,Agullana,170010,6.08
3969,2016,la Palma de Cervelló,089058,7.072800000000001
3970,2016,Badia del Vallès,089045,18.3703
3971,2016,Avinyonet de Puigventós,170123,12.6506
3972,2016,Campelles,170372,6.1759
3973,2016,Sant Esteve de Palautordera,082074,7.814399999999999
3974,2016,Celrà,170499,24.771099999999997
3975,2016,Castell-Platja d'Aro,170486,150.5548
3976,2016,Castelló d'Empúries,170470,120.34110000000001
3977,2016,Castellfollit de la Roca,170464,3.6718
3978,2016,Cassà de la Selva,170448,39.2614
3979,2016,Queralbs,170433,2.8837
3980,2016,Capmany,170427,5.8165
3981,2016,Cantallops,170412,4.868
3982,2016,Canet d'Adri,170405,3.2077
3983,2016,Blanes,170237,111.7234
3984,2016,Campllong,170388,7.5829
3985,2016,Cistella,170519,2.2485
3986,2016,Campdevànol,170366,21.416
3987,2016,Camós,170353,5.2599
3988,2016,Calonge i Sant Antoni,170340,140.88830000000002
3989,2016,Caldes de Malavella,170335,79.2667
3990,2016,Cadaqués,170329,23.9647
3991,2016,Cabanelles,170314,1.313
3992,2016,Cabanes,170307,3.7081
3993,2016,Boadella i les Escaules,170293,2.3806000000000003
3994,2016,Brunyola i Sant Martí Sapresa,170280,2.2995
3995,2016,Breda,170274,18.0636
3996,2016,Borrassà,170268,6.1355
3997,2016,Camprodon,170391,24.2226
3998,2016,Castellar del Vallès,080517,101.5087
3999,2016,Dosrius,080752,61.7273
4000,2016,Cubelles,080749,61.9068
4001,2016,Cornellà de Llobregat,080734,147.4427
4002,2016,Corbera de Llobregat,080728,124.0314
4003,2016,Copons,080713,1.6791
4004,2016,Collsuspina,080706,4.9122
4005,2016,Collbató,080692,23.8944
4006,2016,Cervelló,080689,68.2689
4007,2016,Centelles,080673,26.102800000000002
4008,2016,Castellví de Rosanes,080667,15.993100000000002
4009,2016,Igualada,081022,145.09890000000001
4010,2016,Castellterçol,080641,10.3367
4011,2016,l'Espunyola,080787,0.4603
4012,2016,Castellar del Riu,080500,0.0
4013,2016,Casserres,080497,10.7222
4014,2016,Carme,080484,4.9968
4015,2016,Cardona,080478,19.0838
4016,2016,Cardedeu,080462,72.1927
4017,2016,Capolat,080459,0.0
4018,2016,Capellades,080446,12.6643
4019,2016,Canyelles,080431,32.5179
4020,2016,Cànoves i Samalús,080425,23.141399999999997
4021,2016,Canovelles,080410,35.5624
4022,2016,Castellví de la Marca,080654,9.238
4023,2016,Gavà,080898,150.29430000000002
4024,2016,Sant Fost de Campsentelles,082093,63.331
4025,2016,Gurb,081000,26.5472
4026,2016,Guardiola de Berguedà,080996,5.9609000000000005
4027,2016,Sant Salvador de Guardiola,080983,27.196
4028,2016,Gualba,080977,6.7782
4029,2016,Granollers,080961,169.8644
4030,2016,Granera,080958,1.7434
4031,2016,la Granada,080945,10.1417
4032,2016,Gisclareny,080930,0.0
4033,2016,Gironella,080924,30.6563
4034,2016,Esparreguera,080765,70.9545
4035,2016,Gaià,080902,0.7914000000000001
4036,2016,Esplugues de Llobregat,080771,89.1786
4037,2016,la Garriga,080885,72.7624
4038,2016,Gallifa,080879,4.2685
4039,2016,les Franqueses del Vallès,080863,76.724
4040,2016,Font-rubí,080850,11.1918
4041,2016,Fonollosa,080847,15.7863
4042,2016,Folgueroles,080832,10.9659
4043,2016,Fogars de la Selva,080826,19.912399999999998
4044,2016,Fogars de Montclús,080811,4.2679
4045,2016,Fígols,080804,0.3759
4046,2016,l'Estany,080790,7.2574
4047,2016,Callús,080386,7.3252
4048,2016,Gelida,080919,45.257099999999994
4049,2016,Castellfollit de Riubregós,080608,0.7602
4050,2016,Canet de Mar,080403,30.594499999999996
4051,2016,Avià,080116,9.2416
4052,2016,Artés,080109,29.0052
4053,2016,Argentona,080095,51.3201
4054,2016,Argençola,080082,1.6027
4055,2016,Arenys de Munt,080076,41.4915
4056,2016,Arenys de Mar,080060,48.5636
4057,2016,l'Ametlla del Vallès,080057,69.9161
4058,2016,Alpens,080044,4.6701999999999995
4059,2016,Castellolí,080636,8.1158
4060,2016,Avinyonet del Penedès,080137,18.3646
4061,2016,Castellgalí,080615,26.583999999999996
4062,2016,Aiguafreda,080142,17.4692
4063,2016,Castellfollit del Boix,080594,2.0962
4064,2016,Castellet i la Gornal,080581,37.1395
4065,2016,Castell de l'Areny,080575,0.2928
4066,2016,Castelldefels,080569,257.8464
4067,2016,Castellcir,080556,11.24
4068,2016,Castellbisbal,080543,137.4075
4069,2016,Castellbell i el Vilar,080538,35.1043
4070,2016,Castellar de n'Hug,080522,2.7728
4071,2016,Alella,080039,57.3527
4072,2016,Aguilar de Segarra,080023,2.4754
4073,2016,Abrera,080018,39.0178
4074,2016,Castellnou de Bages,080620,17.259800000000002
4075,2016,el Brull,080266,2.4885
4076,2016,Jorba,081038,8.0953
4077,2016,Calldetenes,080370,12.6948
4078,2016,Calonge de Segarra,080364,1.6643000000000001
4079,2016,Calella,080351,37.5158
4080,2016,Calders,080348,15.4552
4081,2016,Caldes de Montbui,080333,76.5005
4082,2016,Caldes d'Estrac,080327,13.2778
4083,2016,Calaf,080312,25.0487
4084,2016,Cabrils,080305,49.255399999999995
4085,2016,Cabrera de Mar,080291,33.4989
4086,2016,Avinyó,080121,18.1784
4087,2016,les Cabanyes,080272,5.636900000000001
4088,2016,Campins,080399,6.2941
4089,2016,el Bruc,080253,20.4544
4090,2016,Borredà,080240,4.2999
4091,2016,Bigues i Riells,080235,96.4881
4092,2016,Berga,080229,51.487300000000005
4093,2016,Bellprat,080214,0.7773
4094,2016,Begues,080207,64.0409
4095,2016,Barcelona,080193,2163.5702
4096,2016,Balsareny,080180,19.6004
4097,2016,Balenyà,080174,24.299799999999998
4098,2016,Bagà,080168,9.0307
4099,2016,Badalona,080155,365.7875
4100,2016,Cabrera d'Anoia,080288,33.1404
4101,2016,la Pobla de Lillet,081666,4.7278
4102,2016,Rellinars,081799,16.1819
4103,2016,Rajadell,081786,3.8247999999999998
4104,2016,la Quar,081770,0.32589999999999997
4105,2016,Pujalt,081764,3.9911000000000003
4106,2016,Puig-reig,081751,28.3986
4107,2016,Puigdàlber,081748,3.4209
4108,2016,Premià de Mar,081727,39.800200000000004
4109,2016,Prats de Lluçanès,081712,14.8825
4110,2016,els Prats de Rei,081705,4.5266
4111,2016,el Prat de Llobregat,081691,146.93630000000002
4112,2016,l'Hospitalet de Llobregat,081017,282.4687
4113,2016,Polinyà,081672,44.8082
4114,2016,el Pont de Vilomara i Rocafort,081825,29.0913
4115,2016,la Pobla de Claramunt,081653,11.4931
4116,2016,el Pla del Penedès,081640,9.9681
4117,2016,Pineda de Mar,081635,78.5113
4118,2016,els Hostalets de Pierola,081629,16.8964
4119,2016,Piera,081614,123.5573
4120,2016,Perafita,081607,6.181100000000001
4121,2016,Parets del Vallès,081593,81.4066
4122,2016,el Papiol,081580,26.2914
4123,2016,Pallejà,081574,60.3373
4124,2016,Palau-solità i Plegamans,081568,127.5221
4125,2016,Pontons,081688,11.0879
4126,2016,Sant Adrià de Besòs,081944,101.2579
4127,2016,Sant Cugat Sesgarrigues,082068,11.1836
4128,2016,Sant Cugat del Vallès,082055,452.1309
4129,2016,Sant Climent de Llobregat,082042,11.9542
4130,2016,Sant Cebrià de Vallalta,082037,31.7913
4131,2016,Sant Celoni,082021,73.0673
4132,2016,Sant Boi de Lluçanès,082016,6.245699999999999
4133,2016,Sant Boi de Llobregat,082009,205.1798
4134,2016,Sant Bartomeu del Grau,081995,7.668100000000001
4135,2016,Sant Antoni de Vilamajor,081982,46.7517
4136,2016,Sant Andreu de Llavaneres,081976,56.2965
4137,2016,Ripollet,081803,79.3681
4138,2016,Sant Agustí de Lluçanès,081957,0.9049
4139,2016,la Roca del Vallès,081810,51.094899999999996
4140,2016,Sant Iscle de Vallalta,081939,5.9514000000000005
4141,2016,Santpedor,081923,44.0025
4142,2016,Sallent,081918,44.0351
4143,2016,Saldes,081901,3.7934
4144,2016,Sant Pere Sallavinera,081897,2.0896
4145,2016,Sagàs,081884,0.0
4146,2016,Sabadell,081878,435.5874
4147,2016,Rubió,081859,0.8858
4148,2016,Rubí,081846,164.5241
4149,2016,Roda de Ter,081831,25.021900000000002
4150,2016,Òrrius,081537,7.0119
4151,2016,Sant Andreu de la Barca,081960,81.5617
4152,2016,Martorelles,081154,34.1442
4153,2016,Palafolls,081555,47.7364
4154,2016,Montgat,081265,52.5419
4155,2016,Montcada i Reixac,081252,169.6914
4156,2016,Mollet del Vallès,081249,143.524
4157,2016,Molins de Rei,081234,87.49520000000001
4158,2016,Mediona,081228,39.8467
4159,2016,Mataró,081213,188.7021
4160,2016,Matadepera,081206,100.66170000000001
4161,2016,Masquefa,081192,54.808899999999994
4162,2016,el Masnou,081189,71.5705
4163,2016,Monistrol de Calders,081287,7.0044
4164,2016,les Masies de Roda,081167,5.5099
4165,2016,Muntanyola,081290,11.9377
4166,2016,Martorell,081141,78.44470000000001
4167,2016,Manresa,081136,176.7671
4168,2016,Manlleu,081120,62.3131
4169,2016,Malla,081115,0.0
4170,2016,Malgrat de Mar,081108,59.8061
4171,2016,Lluçà,081094,2.3242
4172,2016,Lliçà de Vall,081081,77.8051
4173,2016,Lliçà d'Amunt,081075,112.46700000000001
4174,2016,Llinars del Vallès,081069,57.7668
4175,2016,la Llagosta,081056,14.9987
4176,2016,la Llacuna,081043,9.6753
4177,2016,les Masies de Voltregà,081173,20.104300000000002
4178,2016,Navàs,081419,28.6119
4179,2016,Foixà,170681,5.1508
4180,2016,Orpí,081521,1.6566
4181,2016,Oristà,081516,5.448
4182,2016,Orís,081509,3.1901
4183,2016,Olost,081496,12.991599999999998
4184,2016,Olivella,081483,56.6402
4185,2016,Olesa de Montserrat,081477,42.7564
4186,2016,Olesa de Bonesvalls,081461,10.5815
4187,2016,Olèrdola,081458,46.4296
4188,2016,Olvan,081445,8.8443
4189,2016,Monistrol de Montserrat,081271,17.7736
4190,2016,la Nou de Berguedà,081424,1.7697000000000003
4191,2016,Pacs del Penedès,081542,11.6012
4192,2016,Navarcles,081402,30.5428
4193,2016,Mura,081398,5.276000000000001
4194,2016,Moià,081385,34.0916
4195,2016,Montseny,081379,0.9103
4196,2016,Montornès del Vallès,081363,67.7019
4197,2016,Montmeló,081350,47.0437
4198,2016,Figaró-Montmany,081347,10.544599999999999
4199,2016,Montmaneu,081332,6.8289
4200,2016,Montmajor,081326,4.7847
4201,2016,Montesquiu,081311,6.1507
4202,2016,Montclar,081304,0.2752
4203,2016,Òdena,081430,33.8283
4204,2016,Ponts,251728,18.651699999999998
4205,2016,Riner,251863,1.9054
4206,2016,Ribera d'Urgellet,251850,9.3164
4207,2016,Rialp,251832,2.1136999999999997
4208,2016,Puigverd de Lleida,251826,11.457799999999999
4209,2016,Puigverd d'Agramunt,251811,1.7713
4210,2016,Puiggròs,251804,2.7241
4211,2016,Prullans,251790,4.8399
4212,2016,Preixens,251771,5.2832
4213,2016,Preixana,251765,3.1274
4214,2016,Prats i Sansor,251752,15.878
4215,2016,Golmés,250997,27.9145
4216,2016,el Pont de Suert,251734,18.4055
4217,2016,Sanaüja,251919,6.1152999999999995
4218,2016,la Pobla de Segur,251713,13.263099999999998
4219,2016,Bellaguarda,251706,2.7346
4220,2016,la Pobla de Cérvoles,251692,2.4269
4221,2016,el Poal,251689,8.4266
4222,2016,Pinós,251673,2.0119
4223,2016,Pinell de Solsonès,251667,0.757
4224,2016,Peramola,251654,2.8188
4225,2016,Penelles,251641,3.0293
4226,2016,la Coma i la Pedra,251636,21.863100000000003
4227,2016,Conca de Dalt,251615,7.5232
4228,2016,la Portella,251749,6.033
4229,2016,Sidamon,252056,11.2727
4230,2016,Tarroja de Segarra,252192,2.0547
4231,2016,Tarrés,252189,1.3223
4232,2016,Tàrrega,252173,85.7431
4233,2016,Talavera,252167,4.1157
4234,2016,Talarn,252154,2.8535
4235,2016,Sunyer,252120,2.9514
4236,2016,Sudanell,252115,7.1404
4237,2016,Soses,252108,12.3763
4238,2016,Sort,252094,12.6095
4239,2016,Soriguera,252081,5.829700000000001
4240,2016,Rosselló,251898,15.0896
4241,2016,el Soleràs,252069,1.8056
4242,2016,Salàs de Pallars,251902,3.6978
4243,2016,Seròs,252043,7.939299999999999
4244,2016,la Seu d'Urgell,252038,40.8309
4245,2016,Senterada,252022,1.9036
4246,2016,Sarroca de Bellera,252017,3.9655
4247,2016,Sarroca de Lleida,252000,2.2918
4248,2016,Sant Guim de la Plana,251977,1.8546
4249,2016,Sant Esteve de la Sarga,251961,2.8819999999999997
4250,2016,Sant Ramon,251945,5.3253
4251,2016,Sant Llorenç de Morunys,251930,12.4055
4252,2016,Sant Guim de Freixenet,251924,18.6816
4253,2016,Os de Balaguer,251569,6.3506
4254,2016,Solsona,252075,47.4401
4255,2016,Ivorra,251142,1.1493
4256,2016,el Palau d'Anglesola,251581,19.4324
4257,2016,Lles de Cerdanya,251272,4.4021
4258,2016,Llavorsí,251266,4.7221
4259,2016,Llardecans,251253,4.4908
4260,2016,Lladurs,251240,0.0
4261,2016,Lladorre,251235,4.4536
4262,2016,Linyola,251229,22.2583
4263,2016,Les,251214,5.6338
4264,2016,Lleida,251207,390.9767
4265,2016,Juneda,251193,25.7678
4266,2016,Llobera,251291,0.7173
4267,2016,Isona i Conca Dellà,251155,15.9331
4268,2016,Maldà,251305,2.5373
4269,2016,Ivars d'Urgell,251137,15.5991
4270,2016,Ivars de Noguera,251121,3.7489999999999997
4271,2016,Guixers,251116,0.7934000000000001
4272,2016,Guissona,251109,32.827299999999994
4273,2016,Guimerà,251095,5.9282
4274,2016,Granyena de les Garrigues,251057,1.641
4275,2016,Granyena de Segarra,251044,1.9689999999999999
4276,2016,Granyanella,251039,3.3476999999999997
4277,2016,la Granja d'Escarp,251023,4.0661000000000005
4278,2016,la Granadella,251018,7.5058
4279,2016,Gósol,251001,6.002
4280,2016,Juncosa,251180,2.8575
4281,2016,Montoliu de Lleida,251425,6.2974
4282,2016,Tiurana,252228,0.5931
4283,2016,Organyà,251556,6.1258
4284,2016,els Omells de na Gaia,251543,1.7820999999999998
4285,2016,els Omellons,251538,2.9981999999999998
4286,2016,les Oluges,251522,2.1624
4287,2016,Olius,251517,15.142900000000001
4288,2016,Oliola,251500,3.6195000000000004
4289,2016,Oliana,251497,17.9775
4290,2016,Odèn,251484,1.4763
4291,2016,Navès,251462,2.8467000000000002
4292,2016,Llimiana,251288,2.2194000000000003
