,Any,Equipament,Literal,Codi
4431,2016,18.0876,Santa Coloma de Farners,171805
4432,2016,12.241,Ullà,172044
4433,2016,15.3455,Viladasens,172168
4434,2016,11.8076,Vilablareix,172155
4435,2016,34.3342,Vilabertran,172142
4436,2016,31.5182,Vidreres,172137
4437,2016,80.5503,Vidrà,172121
4438,2016,31.5989,Verges,172116
4439,2016,47.4593,Ventalló,172109
4440,2016,27.0696,Vall-llobrega,172095
4441,2016,15.4257,"Vall de Bianya, la",172082
4442,2016,23.73,"Vall d'en Bas, la",172076
4443,2016,36.3083,Serra de Daró,171910
4444,2016,4.5456,Ullastret,172057
4445,2016,2.7149,Setcases,171925
4446,2016,29.2769,Ultramort,172039
4447,2016,13.4256,Tossa de Mar,172023
4448,2016,29.406,Toses,172018
4449,2016,44.2151,Tortellà,172001
4450,2016,19.909,Torroella de Montgrí,171997
4451,2016,24.7404,Torroella de Fluvià,171984
4452,2016,9.5608,Torrent,171978
4453,2016,17.3065,Terrades,171962
4454,2016,56.072,"Tallada d'Empordà, la",171959
4455,2016,14.1305,Susqueda,171946
4456,2016,19.7239,Sant Hilari Sacalm,171642
4457,2016,21.0173,Urús,172060
4458,2016,8.899,Palol de Revardit,171236
4459,2016,34.569,Sant Jordi Desvalls,171668
4460,2016,30.0823,Pontós,171365
4461,2016,38.6586,Pont de Molins,171352
4462,2016,49.1536,Planoles,171349
4463,2016,30.0656,"Planes d'Hostoles, les",171334
4464,2016,50.2601,Peralada,171328
4465,2016,20.666,"Pera, la",171306
4466,2016,12.3326,Pedret i Marzà,171292
4467,2016,33.2699,Pau,171289
4468,2016,39.5325,Parlavà,171267
4469,2016,10.5981,Portbou,171387
4470,2016,230.7554,Pals,171241
4471,2016,25.7188,"Preses, les",171390
4472,2016,22.9623,Palau-sator,171215
4473,2016,37.7722,Palau-saverdera,171208
4474,2016,6.6728,Palau de Santa Eulàlia,171194
4475,2016,8.5455,Palamós,171181
4476,2016,12.9053,Palafrugell,171175
4477,2016,50.3364,Osor,171169
4478,2016,15.7503,Ordis,171156
4479,2016,10.8074,Olot,171143
4480,2016,93.1751,Ogassa,171122
4481,2016,42.9348,Navata,171117
4482,2016,6.5136,Mont-ras,171100
4483,2016,11.2139,Pardines,171254
4484,2016,9.2879,Riumors,171518
4485,2016,15.7117,Sant Pere Pescador,171788
4486,2016,30.8615,Sant Gregori,171637
4487,2016,12.1337,Sant Ferriol,171621
4488,2016,28.7792,Sant Feliu de Pallerols,171616
4489,2016,13.6844,Sant Feliu de Guíxols,171609
4490,2016,170.9677,Sant Feliu de Buixalleu,171595
4491,2016,30.1704,Sant Climent Sescebes,171582
4492,2016,41.9553,Sant Andreu Salou,171576
4493,2016,9.7217,Salt,171557
4494,2016,99.0036,Sales de Llierca,171544
4495,2016,23.2611,Porqueres,171371
4496,2016,11.2926,Roses,171523
4497,2016,31.7303,Sant Jaume de Llierca,171655
4498,2016,32.7566,Riudellots de la Selva,171501
4499,2016,21.2823,Riudaura,171498
4500,2016,86.9928,Riudarenes,171485
4501,2016,17.1623,Ripoll,171479
4502,2016,28.6867,Riells i Viabrea,171463
4503,2016,20.5473,Ribes de Freser,171450
4504,2016,26.0143,Regencós,171447
4505,2016,5.7817,Rabós,171432
4506,2016,13.4952,Quart,171426
4507,2016,20.7782,Puigcerdà,171411
4508,2016,40.9826,"Port de la Selva, el",171404
4509,2016,17.9998,Rupià,171539
4510,2016,22.1145,Bellpuig,250501
4511,2016,26.7527,Canejan,250637
4512,2016,51.1482,Camarasa,250621
4513,2016,13.4683,Cabó,250616
4514,2016,32.2296,Cabanabona,250609
4515,2016,11.4472,Bossòst,250595
4516,2016,21.753,"Borges Blanques, les",250582
4517,2016,17.6188,"Bòrdes, Es",250576
4518,2016,30.1849,Bovera,250560
4519,2016,24.7278,Biosca,250557
4520,2016,17.0619,Benavent de Segrià,250539
4521,2016,10.6741,Baix Pallars,250390
4522,2016,19.0522,Bellver de Cerdanya,250518
4523,2016,23.0903,Castellnou de Seana,250680
4524,2016,53.3186,Bellmunt d'Urgell,250498
4525,2016,12.4631,Bell-lloc d'Urgell,250485
4526,2016,23.0071,Bellcaire d'Urgell,250479
4527,2016,31.5052,Belianes,250463
4528,2016,14.072,Bausen,250450
4529,2016,13.488,Bassella,250447
4530,2016,60.4918,"Vall de Boí, la",250432
4531,2016,38.902,"Baronia de Rialb, la",250426
4532,2016,16.9832,Barbens,250411
4533,2016,20.7251,Balaguer,250404
4534,2016,11.6042,Bellvís,250523
4535,2016,39.495,Cubells,250791
4536,2016,100.0364,Fulleda,250978
4537,2016,23.577,"Fuliola, la",250962
4538,2016,60.8583,Foradada,250946
4539,2016,35.1655,Fondarella,250931
4540,2016,61.755,"Floresta, la",250925
4541,2016,10.9107,Farrera,250899
4542,2016,10.4122,Estamariu,250886
4543,2016,40.7989,Esterri de Cardós,250870
4544,2016,47.5592,Esterri d'Àneu,250864
4545,2016,59.3396,Estaràs,250851
4546,2016,0.0,Castellar de la Ribera,250642
4547,2016,15.2154,Sant Mori,171766
4548,2016,5.5778,Castelldans,250674
4549,2016,9.9694,Vilademuls,172180
4550,2016,37.4302,Coll de Nargó,250772
4551,2016,29.4461,"Cogul, el",250766
4552,2016,40.3169,Clariana de Cardener,250753
4553,2016,29.7801,Ciutadilla,250740
4554,2016,36.12,Cervià de les Garrigues,250735
4555,2016,14.6077,Cervera,250729
4556,2016,17.1486,Cava,250714
4557,2016,22.9369,Castellserà,250707
4558,2016,19.7376,Castelló de Farfanya,250693
4559,2016,12.5705,Corbins,250788
4560,2016,21.4206,Espot,250827
4561,2016,17.2701,Vilobí d'Onyar,172333
4562,2016,11.0983,Albesa,250083
4563,2016,16.0705,Albatàrrec,250077
4564,2016,45.915,"Albagés, l'",250061
4565,2016,13.6446,Alàs i Cerc,250058
4566,2016,12.2704,"Alamús, els",250045
4567,2016,12.2789,Agramunt,250030
4568,2016,36.5555,Àger,250024
4569,2016,8.9767,Abella de la Conca,250019
4570,2016,23.6315,Sant Julià del Llor i Bonmatí,179032
4571,2016,17.5031,Forallac,179026
4572,2016,28.1909,"Albi, l'",250096
4573,2016,54.3104,Biure,172348
4574,2016,57.8189,Vilamaniscle,172272
4575,2016,10.4141,Vilopriu,172327
4576,2016,18.9469,Vila-sacra,172305
4577,2016,23.2386,Vilanant,172288
4578,2016,174.7591,Vilamalla,172266
4579,2016,38.0224,Vilallonga de Ter,172240
4580,2016,39.8058,Vilajuïga,172235
4581,2016,127.998,Vilaür,172229
4582,2016,12.5893,Vilafant,172214
4583,2016,90.315,Viladrau,172207
4584,2016,16.1684,Aitona,250387
4585,2016,47.1405,"Espluga Calba, l'",250812
4586,2016,10.2836,Arres,250313
4587,2016,23.1341,"Avellanes i Santa Linya, les",250371
4588,2016,28.823,Aspa,250365
4589,2016,17.8781,Vilamacolum,172253
4590,2016,8.3003,Alcanó,250100
4591,2016,69.7269,"Sentiu de Sió, la",250352
4592,2016,30.8197,Artesa de Segre,250349
4593,2016,7.8279,Arsèguel,250328
4594,2016,20.4723,"Pont de Bar, el",250306
4595,2016,22.6659,Arbeca,250292
4596,2016,21.6112,Anglesola,250273
4597,2016,23.9593,Naut Aran,250254
4598,2016,16.6122,Alt Àneu,250241
4599,2016,33.1598,Alins,250175
4600,2016,32.9216,Alfés,250143
4601,2016,25.4727,Artesa de Lleida,250334
4602,2016,27.8246,Alpicat,250236
4603,2016,25.0737,Alcoletge,250122
4604,2016,9.6744,Algerri,250156
4605,2016,15.1437,Alfarràs,250138
4606,2016,18.4828,Alguaire,250169
4607,2016,10.8618,Alcarràs,250117
4608,2016,13.596,Almacelles,250194
4609,2016,49.9186,Almatret,250208
4610,2016,20.9611,Almenar,250215
4611,2016,27.658,Alòs de Balaguer,250220
4612,2016,68.628,Pira,431074
4613,2016,16.127,Paüls,431021
4614,2016,29.6391,"Perelló, el",431042
4615,2016,25.0863,"Pinell de Brai, el",431068
4616,2016,70.0088,"Piles, les",431055
4617,2016,30.4452,"Pla de Santa Maria, el",431080
4618,2016,48.8522,"Morera de Montsant, la",430960
4619,2016,19.7165,"Nou de Gaià, la",430976
4620,2016,33.105,"Palma d'Ebre, la",430995
4621,2016,89.4008,Passanant i Belltall,431016
4622,2016,16.1634,"Pobla de Mafumet, la",431093
4623,2016,84.0345,Pratdip,431188
4624,2016,17.2765,Nulles,430982
4625,2016,23.1852,"Pallaresos, els",431009
4626,2016,79.023,Perafort,431037
4627,2016,64.1784,"Pobla de Massaluca, la",431107
4628,2016,58.4379,"Pobla de Montornès, la",431114
4629,2016,32.9189,Poboleda,431129
4630,2016,55.0594,"Pont d'Armentera, el",431135
4631,2016,33.7672,Porrera,431140
4632,2016,13.5134,Pradell de la Teixeta,431153
4633,2016,86.431,Prat de Comte,431172
4634,2016,12.3371,Puigpelat,431191
4635,2016,52.1729,Querol,431205
4636,2016,18.0716,"Morell, el",430957
4637,2016,51.138,"Guiamets, els",430705
4638,2016,7.797,Reus,431233
4639,2016,18.888,Rasquera,431212
4640,2016,45.8112,Renau,431227
4641,2016,60.4311,Prades,431166
4642,2016,48.7614,Masllorenç,430799
4643,2016,23.9299,Gandesa,430640
4644,2016,37.0882,Vilalba dels Arcs,431750
4645,2016,16.0388,"Riba, la",431248
4646,2016,27.5705,Garcia,430653
4647,2016,32.1529,"Garidells, els",430666
4648,2016,29.2346,Ginestar,430672
4649,2016,24.261,Godall,430688
4650,2016,43.4573,Gratallops,430691
4651,2016,18.8651,Horta de Sant Joan,430712
4652,2016,22.3239,Llorac,430733
4653,2016,43.6084,Llorenç del Penedès,430748
4654,2016,19.2247,Margalef,430751
4655,2016,56.1837,Marçà,430764
4656,2016,28.1401,"Lloar, el",430727
4657,2016,43.6449,"Molar, el",430859
4658,2016,23.8334,Móra d'Ebre,430939
4659,2016,16.6108,Mont-roig del Camp,430923
4660,2016,68.2698,Mont-ral,430918
4661,2016,74.5199,"Montmell, el",430901
4662,2016,23.8618,Montferri,430897
4663,2016,7.2344,Mas de Barberans,430770
4664,2016,25.0554,Montblanc,430862
4665,2016,9.3141,Masdenverge,430786
4666,2016,23.3517,Miravet,430846
4667,2016,25.1915,"Milà, el",430831
4668,2016,29.6191,"Masroig, el",430825
4669,2016,24.0766,Maspujols,430810
4670,2016,12.0282,"Masó, la",430803
4671,2016,15.8419,Móra la Nova,430944
4672,2016,16.3027,Montbrió del Camp,430884
4673,2016,31.3073,Vilaverd,431726
4674,2016,17.8288,"Vilella Alta, la",431732
4675,2016,108.213,Vallclara,431589
4676,2016,129.2647,Vallfogona de Riucorb,431592
4677,2016,56.0524,Vallmoll,431606
4678,2016,7.9789,Valls,431613
4679,2016,39.5328,Vandellòs i l'Hospitalet de l'Infant,431628
4680,2016,12.2907,"Vendrell, el",431634
4681,2016,18.3115,Vespella de Gaià,431649
4682,2016,33.9316,Vilabella,431652
4683,2016,8.5401,Vilallonga del Camp,431665
4684,2016,41.1211,Vilanova d'Escornalbou,431671
4685,2016,137.7269,Vilanova de Prades,431687
4686,2016,17.0225,Vilaplana,431690
4687,2016,5.4164,Ulldecona,431567
4688,2016,28.8603,Sant Jaume d'Enveja,439023
4689,2016,31.1646,"Galera, la",430635
4690,2016,0.0,Medinyà,171045
4691,2016,9.9232,"Canonja, la",439076
4692,2016,22.9195,"Ampolla, l'",439060
4693,2016,10.9464,Salou,439057
4694,2016,21.3579,Vila-rodona,431704
4695,2016,30.8694,Camarles,439039
4696,2016,13.6312,Vila-seca,431711
4697,2016,30.0379,Deltebre,439018
4698,2016,13.3188,Vinyols i els Arcs,431785
4699,2016,62.0965,Vinebre,431779
4700,2016,43.333,Vimbodí i Poblet,431763
4701,2016,26.2165,"Vilella Baixa, la",431747
4702,2016,26.2641,Tortosa,431554
4703,2016,20.269,"Aldea, l'",439044
4704,2016,70.9607,Pontils,431418
4705,2016,33.8836,"Riera de Gaià, la",431264
4706,2016,23.2457,Riudecanyes,431270
4707,2016,29.1584,Riudecols,431286
4708,2016,9.3653,Riudoms,431299
4709,2016,74.7862,Rocafort de Queralt,431303
4710,2016,19.5529,Roda de Berà,431310
4711,2016,41.5414,Rodonyà,431325
4712,2016,28.7789,Roquetes,431331
4713,2016,13.3951,"Rourell, el",431346
4714,2016,18.4965,Salomó,431359
4715,2016,15.9881,Sant Carles de la Ràpita,431362
4716,2016,17.7055,Sant Jaume dels Domenys,431378
4717,2016,29.965,Santa Bàrbara,431384
4718,2016,25.3449,Ulldemolins,431573
4719,2016,25.2921,Solivella,431476
4720,2016,12.7732,Torroja del Priorat,431541
4721,2016,11.4193,Torredembarra,431536
4722,2016,28.0467,"Torre de l'Espanyol, la",431520
4723,2016,43.2787,"Torre de Fontaubella, la",431515
4724,2016,53.294,Tivissa,431508
4725,2016,30.0643,Santa Coloma de Queralt,431397
4726,2016,24.1453,Tarragona,431482
4727,2016,61.702,Santa Oliva,431401
4728,2016,36.3082,Senan,431460
4729,2016,21.6989,"Selva del Camp, la",431457
4730,2016,10.0845,"Secuita, la",431444
4731,2016,104.874,Savallà del Comtat,431439
4732,2016,33.8619,Sarral,431423
4733,2016,33.2469,Riba-roja d'Ebre,431251
4734,2016,27.0526,Tivenys,431495
4735,2017,30.2712,Deltebre,439018
4736,2017,24.6379,"Milà, el",430831
4737,2017,25.299,"Vilella Baixa, la",431747
4738,2017,37.9534,Vilalba dels Arcs,431750
4739,2017,45.0814,Vimbodí i Poblet,431763
4740,2017,62.3867,Vinebre,431779
4741,2017,13.2498,Vinyols i els Arcs,431785
4742,2017,18.9519,"Vilella Alta, la",431732
4743,2017,29.1672,Sant Jaume d'Enveja,439023
4744,2017,31.6152,Camarles,439039
4745,2017,20.4567,"Aldea, l'",439044
4746,2017,16.0254,Salou,439057
4747,2017,22.837,"Ampolla, l'",439060
4748,2017,9.9951,"Canonja, la",439076
4749,2017,32.1611,Vilaverd,431726
4750,2017,0.0,Medinyà,171045
4751,2017,59.2005,Freginals,430629
4752,2017,13.6396,"Espluga de Francolí, l'",430542
4753,2017,51.326,"Guiamets, els",430705
4754,2017,43.4556,Gratallops,430691
4755,2017,25.1788,Godall,430688
4756,2017,29.2722,Ginestar,430672
4757,2017,31.9871,"Garidells, els",430666
4758,2017,31.205,Garcia,430653
4759,2017,29.5832,"Lloar, el",430727
4760,2017,32.4216,"Galera, la",430635
4761,2017,23.9504,Llorac,430733
4762,2017,48.2629,Forès,430614
4763,2017,32.34,Flix,430607
4764,2017,55.5035,Figuerola del Camp,430593
4765,2017,67.1674,"Figuera, la",430580
4766,2017,73.7842,"Febró, la",430574
4767,2017,33.6979,"Fatarella, la",430568
4768,2017,16.0174,Móra la Nova,430944
4769,2017,23.8345,Gandesa,430640
4770,2017,23.5591,Maspujols,430810
4771,2017,43.0345,"Molar, el",430859
4772,2017,16.5019,Mont-roig del Camp,430923
4773,2017,69.1024,Mont-ral,430918
4774,2017,74.0956,"Montmell, el",430901
4775,2017,24.5998,Montferri,430897
4776,2017,16.204,Montbrió del Camp,430884
4777,2017,24.9971,Montblanc,430862
4778,2017,19.1551,Horta de Sant Joan,430712
4779,2017,28.6899,"Masroig, el",430825
4780,2017,60.9662,Duesaigües,430537
4781,2017,12.4135,"Masó, la",430803
4782,2017,49.3512,Masllorenç,430799
4783,2017,9.4974,Masdenverge,430786
4784,2017,7.4946,Mas de Barberans,430770
4785,2017,54.6904,Marçà,430764
4786,2017,18.4633,Margalef,430751
4787,2017,44.0062,Llorenç del Penedès,430748
4788,2017,23.7056,Miravet,430846
4789,2017,28.6903,Benifallet,430252
4790,2017,26.8878,Falset,430555
4791,2017,27.9424,Botarell,430332
4792,2017,36.322,Bot,430326
4793,2017,19.4019,"Borges del Camp, les",430311
4794,2017,36.7199,Bonastre,430304
4795,2017,26.2935,Blancafort,430290
4796,2017,42.8048,"Bisbal del Penedès, la",430287
4797,2017,33.8465,Cabacés,430350
4798,2017,22.0974,Benissanet,430265
4799,2017,43.1473,Cabra del Camp,430363
4800,2017,34.701,Bellvei,430249
4801,2017,54.2078,Bellmunt del Priorat,430234
4802,2017,16.6619,Batea,430228
4803,2017,35.9738,Barberà de la Conca,430213
4804,2017,26.1472,Banyeres del Penedès,430206
4805,2017,46.5201,Ascó,430192
4806,2017,54.0285,Arnes,430189
4807,2017,17.0603,"Bisbal de Falset, la",430271
4808,2017,39.0129,"Sénia, la",430445
4809,2017,33.237,Xerta,430521
4810,2017,18.1106,Cunit,430516
4811,2017,15.9782,Creixell,430509
4812,2017,34.7358,Cornudella de Montsant,430496
4813,2017,30.8964,Corbera d'Ebre,430483
4814,2017,31.1128,Constantí,430477
4815,2017,38.6686,"Argentera, l'",430173
4816,2017,49.5089,Bràfim,430347
4817,2017,72.2373,Colldejou,430458
4818,2017,17.6685,"Morell, el",430957
4819,2017,32.4221,"Catllar, el",430430
4820,2017,10.2188,Castellvell del Camp,430424
4821,2017,82.2126,Caseres,430419
4822,2017,20.4848,Capçanes,430402
4823,2017,79.7684,Capafonts,430398
4824,2017,15.3058,Cambrils,430385
4825,2017,17.3114,Calafell,430379
4826,2017,80.7271,Conesa,430461
4827,2017,34.4479,Sarral,431423
4828,2017,14.4478,"Rourell, el",431346
4829,2017,53.5164,Tivissa,431508
4830,2017,27.2988,Tivenys,431495
4831,2017,24.0695,Tarragona,431482
4832,2017,25.498,Solivella,431476
4833,2017,37.7902,Senan,431460
4834,2017,21.8749,"Selva del Camp, la",431457
4835,2017,28.0909,"Torre de l'Espanyol, la",431520
4836,2017,110.4922,Savallà del Comtat,431439
4837,2017,11.2261,Torredembarra,431536
4838,2017,72.1634,Pontils,431418
4839,2017,60.6783,Santa Oliva,431401
4840,2017,30.4102,Santa Coloma de Queralt,431397
4841,2017,29.7835,Santa Bàrbara,431384
4842,2017,17.581,Sant Jaume dels Domenys,431378
4843,2017,15.7907,Sant Carles de la Ràpita,431362
4844,2017,23.6173,Móra d'Ebre,430939
4845,2017,10.1808,"Secuita, la",431444
4846,2017,8.0361,Valls,431613
4847,2017,21.29,Vila-rodona,431704
4848,2017,17.168,Vilaplana,431690
4849,2017,134.3122,Vilanova de Prades,431687
4850,2017,42.7786,Vilanova d'Escornalbou,431671
4851,2017,8.2299,Vilallonga del Camp,431665
4852,2017,34.4299,Vilabella,431652
4853,2017,18.1819,Vespella de Gaià,431649
4854,2017,42.331,"Torre de Fontaubella, la",431515
4855,2017,38.5844,Vandellòs i l'Hospitalet de l'Infant,431628
4856,2017,29.0763,Roquetes,431331
4857,2017,54.1752,Vallmoll,431606
4858,2017,139.6653,Vallfogona de Riucorb,431592
4859,2017,115.5672,Vallclara,431589
4860,2017,25.7299,Ulldemolins,431573
4861,2017,5.4567,Ulldecona,431567
4862,2017,26.5122,Tortosa,431554
4863,2017,13.1161,Torroja del Priorat,431541
4864,2017,12.2618,"Vendrell, el",431634
4865,2017,80.8519,Perafort,431037
4866,2017,18.3268,Salomó,431359
4867,2017,58.6679,"Pobla de Montornès, la",431114
4868,2017,63.7953,"Pobla de Massaluca, la",431107
4869,2017,15.8153,"Pobla de Mafumet, la",431093
4870,2017,30.8214,"Pla de Santa Maria, el",431080
4871,2017,68.628,Pira,431074
4872,2017,25.1359,"Pinell de Brai, el",431068
4873,2017,56.598,"Pont d'Armentera, el",431135
4874,2017,29.8344,"Perelló, el",431042
4875,2017,34.0734,Porrera,431140
4876,2017,16.4968,Paüls,431021
4877,2017,96.6009,Passanant i Belltall,431016
4878,2017,22.9951,"Pallaresos, els",431009
4879,2017,33.7559,"Palma d'Ebre, la",430995
4880,2017,16.8669,Nulles,430982
4881,2017,19.1211,"Nou de Gaià, la",430976
4882,2017,47.3063,"Morera de Montsant, la",430960
4883,2017,67.0917,"Piles, les",431055
4884,2017,7.8561,Reus,431233
4885,2017,41.0409,Rodonyà,431325
4886,2017,19.6667,Roda de Berà,431310
4887,2017,77.8894,Rocafort de Queralt,431303
4888,2017,9.4745,Riudoms,431299
4889,2017,29.2585,Riudecols,431286
4890,2017,23.5624,Riudecanyes,431270
4891,2017,33.6848,"Riera de Gaià, la",431264
4892,2017,34.5833,Poboleda,431129
4893,2017,16.1476,"Riba, la",431248
4894,2017,15.623,Vila-seca,431711
4895,2017,44.3141,Renau,431227
4896,2017,19.4337,Rasquera,431212
4897,2017,53.2516,Querol,431205
4898,2017,12.0574,Puigpelat,431191
4899,2017,80.8744,Pratdip,431188
4900,2017,84.5209,Prat de Comte,431172
4901,2017,59.2205,Prades,431166
4902,2017,14.4254,Pradell de la Teixeta,431153
4903,2017,34.4386,Riba-roja d'Ebre,431251
4904,2017,0.0,Santa Maria de Miralles,082573
4905,2017,20.3174,Vallcebre,082938
4906,2017,25.3964,Sentmenat,082671
4907,2017,35.0962,Cerdanyola del Vallès,082665
4908,2017,27.8239,Sant Vicenç de Torelló,082652
4909,2017,20.5135,Sant Vicenç de Montalt,082649
4910,2017,12.6444,Sant Vicenç dels Horts,082634
4911,2017,10.8983,Sant Vicenç de Castellet,082628
4912,2017,22.7478,Santa Susanna,082613
4913,2017,16.7013,Santa Perpètua de Mogoda,082606
4914,2017,93.9636,Seva,082690
4915,2017,8.3983,Santa Maria d'Oló,082589
4916,2017,14.3298,Sitges,082704
4917,2017,7.0364,Santa Maria de Martorelles,082567
4918,2017,0.0,Santa Maria de Merlès,082554
4919,2017,35.8769,"Esquirol, l'",082541
4920,2017,28.1998,Santa Maria de Besora,082536
4921,2017,8.6314,Barberà del Vallès,082520
4922,2017,18.1662,Santa Margarida i els Monjos,082515
4923,2017,11.93,Santa Margarida de Montbui,082508
4924,2017,15.6658,Santa Fe del Penedès,082495
4925,2017,18.819,Santa Eulàlia de Ronçana,082482
4926,2017,28.8274,Santa Eulàlia de Riuprimer,082476
4927,2017,22.7413,Santa Maria de Palautordera,082592
4928,2017,41.0266,Teià,082819
4929,2017,21.7759,Hostalric,170834
4930,2017,31.2454,Vacarisses,082917
4931,2017,66.3359,Ullastrell,082900
4932,2017,26.0084,Torrelles de Llobregat,082896
4933,2017,37.7912,Torrelles de Foix,082883
4934,2017,16.9607,Torrelavit,082877
4935,2017,32.7955,"Torre de Claramunt, la",082861
4936,2017,14.0456,Torelló,082858
4937,2017,16.4223,Tordera,082845
4938,2017,74.3814,Cercs,082687
4939,2017,14.4436,Tiana,082824
4940,2017,19.4272,Santa Coloma de Cervelló,082444
4941,2017,94.0598,Tavertet,082802
4942,2017,9.8462,Terrassa,082798
4943,2017,17.917,Taradell,082785
4944,2017,149.9807,Talamanca,082779
4945,2017,11.8365,Tagamanent,082763
4946,2017,19.2902,Tavèrnoles,082750
4947,2017,21.2395,Súria,082747
4948,2017,47.0945,Subirats,082732
4949,2017,98.1291,Sora,082726
4950,2017,41.2837,Sobremunt,082711
4951,2017,22.897,Tona,082830
4952,2017,24.3573,Sant Esteve Sesrovires,082080
4953,2017,4.7178,Vilassar de Mar,082191
4954,2017,13.2764,Sant Joan de Vilatorrada,082188
4955,2017,9.7491,Sant Joan Despí,082172
4956,2017,32.0407,Sant Jaume de Frontanyà,082166
4957,2017,15.034,Sant Hipòlit de Voltregà,082153
4958,2017,14.8564,Vilassar de Dalt,082140
4959,2017,25.9453,Sant Fruitós de Bages,082135
4960,2017,41.6974,Sant Feliu Sasserra,082129
4961,2017,9.5394,Sant Feliu de Llobregat,082114
4962,2017,16.8943,Santa Eugènia de Berga,082460
4963,2017,17.9139,Sant Fost de Campsentelles,082093
4964,2017,15.9095,Sant Llorenç d'Hortons,082227
4965,2017,6.4804,Sant Esteve de Palautordera,082074
4966,2017,34.026,Sant Cugat Sesgarrigues,082068
4967,2017,34.9415,Sant Cugat del Vallès,082055
4968,2017,17.0853,Sant Climent de Llobregat,082042
4969,2017,31.0453,Sant Cebrià de Vallalta,082037
4970,2017,13.3721,Sant Celoni,082021
4971,2017,38.6414,Sant Boi de Lluçanès,082016
4972,2017,12.0135,Sant Boi de Llobregat,082009
4973,2017,27.7178,Sant Bartomeu del Grau,081995
4974,2017,15.5445,Sant Antoni de Vilamajor,081982
4975,2017,13.982,Sant Feliu de Codines,082107
4976,2017,15.0209,Sant Pere de Riudebitlles,082325
4977,2017,20.9012,Vallgorguina,082943
4978,2017,57.9213,Santa Cecília de Voltregà,082439
4979,2017,4.41,Marganell,082423
4980,2017,25.1201,Sant Sadurní d'Osormort,082418
4981,2017,15.5852,Sant Sadurní d'Anoia,082401
4982,2017,102.5154,Sant Quirze Safaja,082397
4983,2017,20.1723,Sant Quirze del Vallès,082384
4984,2017,18.7589,Sant Quirze de Besora,082378
4985,2017,22.8266,Sant Quintí de Mediona,082362
4986,2017,7.7073,Sant Pol de Mar,082359
4987,2017,36.8166,Sant Julià de Vilatorta,082205
4988,2017,16.8537,Sant Pere de Torelló,082331
4989,2017,10.5672,Sant Just Desvern,082212
4990,2017,9.4664,Sant Pere de Ribes,082310
4991,2017,16.038,Premià de Dalt,082303
4992,2017,27.3806,Sant Mateu de Bages,082299
4993,2017,29.2445,Sant Martí Sesgueioles,082286
4994,2017,10.9838,Sant Martí Sarroca,082270
4995,2017,16.6746,Sant Martí de Tous,082264
4996,2017,25.39,Sant Martí d'Albars,082251
4997,2017,18.859,Sant Martí de Centelles,082248
4998,2017,18.0392,Sant Llorenç Savall,082233
4999,2017,6.8127,Santa Coloma de Gramenet,082457
5000,2017,31.6993,Sant Pere de Vilamajor,082346
5001,2017,14.6707,Queralbs,170433
5002,2017,17.8756,Vallbona d'Anoia,082922
5003,2017,7.3758,Colomers,170558
5004,2017,41.2781,Colera,170545
5005,2017,79.5154,Siurana,170524
5006,2017,56.5544,Cistella,170519
5007,2017,28.4468,Cervià de Ter,170502
5008,2017,16.9098,Celrà,170499
5009,2017,37.0974,Castell-Platja d'Aro,170486
5010,2017,15.8855,Castelló d'Empúries,170470
5011,2017,12.7784,Corçà,170577
5012,2017,8.4798,Cassà de la Selva,170448
5013,2017,21.6742,Crespià,170583
5014,2017,43.0835,Capmany,170427
5015,2017,25.0084,Cantallops,170412
5016,2017,5.2881,Canet d'Adri,170405
5017,2017,25.2705,Camprodon,170391
5018,2017,70.7373,Campllong,170388
5019,2017,80.5669,Campelles,170372
5020,2017,15.2213,Campdevànol,170366
5021,2017,26.0111,Camós,170353
5022,2017,25.9223,Calonge de Segarra,170340
5023,2017,235.7703,Caldes de Malavella,170335
5024,2017,21.4309,Castellfollit de la Roca,170464
5025,2017,13.2828,Fontanilles,170708
5026,2017,62.7815,Guils de Cerdanya,170828
5027,2017,6.4649,Gualta,170813
5028,2017,50.3842,Gombrèn,170806
5029,2017,17.5349,Girona,170792
5030,2017,50.4185,Ger,170789
5031,2017,96.2069,Garriguella,170773
5032,2017,18.0402,Garrigoles,170767
5033,2017,17.1541,Garrigàs,170754
5034,2017,10.0927,Fortià,170741
5035,2017,21.6829,Cornellà del Terri,170561
5036,2017,13.0409,Fontcoberta,170715
5037,2017,4.5057,Cabanes,170307
5038,2017,43.9595,Fontanals de Cerdanya,170694
5039,2017,8.6785,Foixà,170681
5040,2017,33.253,Flaçà,170675
5041,2017,10.0815,Figueres,170669
5042,2017,20.1741,Esponellà,170656
5043,2017,51.7054,Espolla,170643
5044,2017,44.4938,Espinelves,170638
5045,2017,12.8412,"Escala, l'",170622
5046,2017,162.4186,Das,170617
5047,2017,44.1966,Darnius,170600
5048,2017,17.3148,Fornells de la Selva,170736
5049,2017,10.1484,Vilafranca del Penedès,083054
5050,2017,20.6388,Albanyà,170031
5051,2017,10.4081,Aiguaviva,170025
5052,2017,41.1428,Agullana,170010
5053,2017,5.7428,"Palma de Cervelló, la",089058
5054,2017,8.9178,Badia del Vallès,089045
5055,2017,69.0742,Sant Julià de Cerdanyola,089030
5056,2017,43.9406,Vilanova del Vallès,089024
5057,2017,12.0596,Rupit i Pruit,089019
