Codi,Municipi,2012,2013,2014,2015,2016,2017,2018,2019,2020
251692.0,"Pobla de Cérvoles, la",8.4,11.4,11.7,11.1,7.7,6.7,5.9,7.8,11.4
81653.0,"Pobla de Claramunt, la",192.4,210.4,183.3,162.7,140.7,139.2,125.5,119.2,133.3
81666.0,"Pobla de Lillet, la",92.4,109.7,96.6,76.7,61.8,53.6,52.6,43.8,46.5
431093.0,"Pobla de Mafumet, la",237.9,254.2,253.4,224.8,202.5,220.2,207.3,216.2,288.0
431107.0,"Pobla de Massaluca, la",16.0,13.4,14.2,13.5,12.6,9.3,8.6,9.4,10.9
431114.0,"Pobla de Montornès, la",284.6,284.0,261.0,240.3,224.7,208.8,191.5,185.3,231.3
251713.0,"Pobla de Segur, la",198.3,215.3,213.4,200.0,167.1,132.3,134.6,137.3,160.6
431129.0,Poboleda,23.2,22.9,20.2,19.8,22.8,21.4,15.9,13.4,12.0
81672.0,Polinyà,791.2,790.4,698.8,583.2,488.4,433.0,398.7,394.8,468.3
431135.0,"Pont d'Armentera, el",50.3,59.7,53.6,46.8,34.6,21.9,22.8,22.8,26.8
250306.0,"Pont de Bar, el",9.3,9.4,8.0,9.8,8.8,6.4,4.6,9.3,11.8
171352.0,Pont de Molins,35.8,35.0,32.5,29.6,30.2,22.9,21.2,17.0,23.8
251734.0,"Pont de Suert, el",122.7,124.4,108.8,96.9,89.4,70.6,59.1,53.9,77.6
81825.0,"Pont de Vilomara i Rocafort, el",420.6,415.4,356.2,301.8,243.0,222.0,219.2,227.7,278.1
431418.0,Pontils,3.7,4.2,5.6,2.8,6.3,4.6,3.7,2.5,4.6
81688.0,Pontons,49.8,51.7,49.0,50.0,47.3,33.8,40.3,39.4,47.2
171365.0,Pontós,15.3,13.1,13.0,11.9,11.4,11.0,13.5,12.9,11.5
251728.0,Ponts,185.5,197.3,187.1,157.8,139.9,111.3,106.4,108.1,126.8
171371.0,Porqueres,187.0,183.0,181.8,167.0,137.2,122.9,114.9,111.1,143.7
431140.0,Porrera,18.6,20.5,13.8,15.2,16.5,14.1,13.7,14.5,11.8
171404.0,"Port de la Selva, el",47.6,43.5,40.8,32.2,27.5,24.5,28.4,23.3,24.8
171387.0,Portbou,50.0,54.7,61.5,54.0,49.8,35.2,36.3,31.7,38.4
251749.0,"Portella, la",37.0,29.6,28.2,41.1,38.5,30.2,31.1,29.9,37.6
431153.0,Pradell de la Teixeta,7.5,8.0,6.8,6.4,6.4,3.5,3.7,6.3,6.9
431166.0,Prades,23.3,24.8,26.0,22.0,21.4,23.4,27.2,19.2,25.0
431172.0,Prat de Comte,7.9,9.2,9.3,7.2,5.8,5.8,4.6,4.7,9.5
81691.0,"Prat de Llobregat, el",5835.1,5966.8,5554.7,5000.2,4355.1,3798.0,3524.3,3320.9,4061.3
431188.0,Pratdip,58.3,50.2,53.2,51.2,39.0,36.8,38.1,31.9,41.3
81712.0,Prats de Lluçanès,193.3,199.3,172.3,143.1,125.0,106.2,111.8,108.4,114.5
81705.0,"Prats de Rei, els",29.7,36.5,25.3,18.3,20.3,17.6,17.6,15.0,15.6
251752.0,Prats i Sansor,9.8,7.1,7.1,8.6,7.5,5.1,3.1,2.5,6.4
251765.0,Preixana,16.8,19.5,17.7,12.2,10.8,8.4,7.8,9.8,8.2
251771.0,Preixens,30.2,30.5,28.8,22.9,22.6,25.8,17.4,16.4,19.9
82303.0,Premià de Dalt,750.2,773.8,742.7,667.9,572.9,489.7,463.8,435.8,493.8
81727.0,Premià de Mar,2709.6,2755.7,2598.3,2346.2,2136.0,1920.9,1709.3,1572.9,1786.0
171390.0,"Preses, les",77.4,79.6,71.8,65.8,60.8,47.9,47.1,43.9,62.4
251790.0,Prullans,8.2,8.8,8.2,5.1,6.1,5.3,2.8,5.9,6.1
171411.0,Puigcerdà,583.1,540.2,457.9,412.6,331.7,297.5,275.4,265.8,342.7
81748.0,Puigdàlber,37.5,38.0,34.9,32.8,27.1,24.9,23.4,21.9,27.8
251804.0,Puiggròs,14.5,20.1,22.2,18.8,16.8,14.2,11.3,10.1,7.7
431191.0,Puigpelat,84.1,95.6,95.8,90.5,83.6,70.2,58.8,67.4,77.3
81751.0,Puig-reig,347.2,331.7,291.4,249.8,218.6,197.6,176.7,179.1,197.5
251811.0,Puigverd d'Agramunt,7.3,8.4,11.3,10.8,10.2,6.2,6.3,11.0,9.4
251826.0,Puigverd de Lleida,94.7,80.1,70.7,65.0,68.6,53.9,46.2,40.6,54.9
81764.0,Pujalt,5.6,3.8,4.6,3.2,3.1,3.6,4.5,4.9,3.4
81770.0,"Quar, la",2.2,2.4,3.1,2.9,1.7,4.0,2.5,1.8,1.8
171426.0,Quart,196.4,220.9,190.3,167.6,144.8,123.6,101.8,102.2,130.9
170433.0,Queralbs,4.3,5.7,5.1,2.7,4.6,5.4,3.3,3.3,6.1
431205.0,Querol,42.8,53.0,54.3,46.3,46.5,44.8,50.3,48.3,58.7
171432.0,Rabós,7.3,7.3,7.0,5.3,7.0,5.8,3.2,3.3,4.8
81786.0,Rajadell,24.2,23.2,23.0,19.0,13.8,14.1,14.4,13.2,15.1
431212.0,Rasquera,43.5,48.5,45.7,41.2,31.8,26.1,26.3,22.0,29.9
171447.0,Regencós,18.1,15.6,13.0,6.9,2.5,4.4,4.8,6.0,8.6
81799.0,Rellinars,67.7,70.1,68.7,53.0,47.6,39.5,43.5,40.3,54.4
431227.0,Renau,7.3,7.4,6.8,6.0,4.3,3.4,3.7,3.6,6.8
431233.0,Reus,10367.5,10462.4,10086.7,9339.0,8226.1,7345.7,6974.8,6709.8,8330.9
251832.0,Rialp,33.2,33.7,41.3,33.7,29.6,29.3,24.1,19.0,32.9
431248.0,"Riba, la",41.5,45.7,32.1,27.9,27.6,26.5,18.6,22.2,32.8
431251.0,Riba-roja d'Ebre,74.1,84.1,79.8,74.2,68.4,64.7,58.9,48.1,53.2
259059.0,Ribera d'Ondara,23.0,25.1,19.6,14.7,15.2,13.2,8.3,7.4,8.3
251850.0,Ribera d'Urgellet,38.2,47.0,41.7,33.7,38.7,28.3,27.2,22.5,24.1
171450.0,Ribes de Freser,98.1,95.7,87.7,76.5,74.0,66.7,53.1,52.9,65.0
171463.0,Riells i Viabrea,408.8,436.2,398.0,333.8,306.8,291.6,291.5,274.0,325.3
431264.0,"Riera de Gaià, la",112.2,112.8,109.4,105.5,84.3,86.9,76.3,75.0,85.7
251863.0,Riner,14.6,12.9,12.8,7.3,4.7,5.6,4.1,4.3,5.2
171479.0,Ripoll,869.0,867.1,796.6,674.2,587.3,523.9,478.5,440.3,543.6
81803.0,Ripollet,4008.5,4039.8,3713.9,3341.8,3045.7,2635.4,2489.8,2483.6,2903.9
259139.0,Riu de Cerdanya,0.7,1.4,1.4,1.8,1.3,0.8,1.0,0.2,1.2
171485.0,Riudarenes,149.8,160.7,177.3,157.4,117.6,110.7,108.7,96.2,126.2
171498.0,Riudaura,25.4,26.2,21.6,20.4,16.4,12.2,8.3,8.9,16.7
431270.0,Riudecanyes,75.5,79.8,81.1,70.5,67.6,51.3,49.4,50.2,65.9
431286.0,Riudecols,87.1,97.3,77.2,70.3,47.3,42.1,47.9,46.2,56.4
171501.0,Riudellots de la Selva,96.7,95.6,89.9,78.3,76.4,67.8,58.1,59.2,79.2
431299.0,Riudoms,486.3,514.3,473.1,422.9,367.7,340.0,338.8,322.8,368.2
171518.0,Riumors,9.5,11.8,10.6,11.0,8.1,7.7,5.3,5.8,7.4
81810.0,"Roca del Vallès, la",823.0,825.7,734.1,662.8,594.6,511.5,486.3,472.5,560.1
431303.0,Rocafort de Queralt,17.8,18.7,14.2,12.2,11.8,10.3,5.4,5.8,6.8
431310.0,Roda de Berà,580.9,605.5,584.8,534.5,479.6,420.1,400.8,368.6,449.0
81831.0,Roda de Ter,498.5,524.3,470.8,422.3,377.8,325.7,309.8,293.8,327.6
431325.0,Rodonyà,33.0,42.7,44.0,36.8,28.2,23.1,23.7,24.2,30.2
431331.0,Roquetes,788.3,815.3,760.9,659.6,574.2,463.8,400.9,380.3,480.5
171523.0,Roses,1469.0,1465.1,1440.0,1382.3,1259.4,1144.1,1072.2,954.8,1147.1
251898.0,Rosselló,205.1,200.3,180.4,156.2,141.0,129.7,121.0,124.9,178.3
431346.0,"Rourell, el",28.3,30.2,31.3,26.3,22.8,24.2,21.9,22.6,30.3
81846.0,Rubí,8137.3,8068.1,7364.5,6573.8,5831.5,5094.2,4728.6,4623.7,5414.3
81859.0,Rubió,8.0,8.6,9.1,9.4,6.3,9.6,11.3,9.4,7.9
171539.0,Rupià,13.3,11.4,10.8,6.3,6.0,7.1,7.2,8.8,7.9
89019.0,Rupit i Pruit,8.5,6.9,5.3,6.3,4.8,4.5,4.1,4.2,6.7
81878.0,Sabadell,20591.3,20689.1,18884.7,16947.1,14951.9,13440.8,12782.2,12300.9,14327.5
81884.0,Sagàs,5.1,7.8,7.8,4.8,1.5,2.1,2.8,1.8,0.3
251902.0,Salàs de Pallars,16.6,16.7,16.2,17.5,16.3,13.3,15.2,13.5,21.1
81901.0,Saldes,11.7,12.7,11.0,10.7,12.3,11.0,8.4,9.3,13.4
171544.0,Sales de Llierca,5.7,3.5,3.8,7.0,9.8,8.9,6.9,5.5,11.8
81918.0,Sallent,496.2,529.2,485.4,409.9,357.2,320.3,295.8,293.7,353.4
431359.0,Salomó,16.1,23.7,24.3,22.8,19.1,16.2,15.7,16.4,16.8
439057.0,Salou,2006.6,1919.6,1890.8,1736.4,1541.5,1406.9,1305.7,1268.8,1903.0
171557.0,Salt,3620.9,3512.9,3377.6,3162.4,2849.2,2499.2,2325.0,2194.3,2719.3
251919.0,Sanaüja,13.5,9.9,12.5,15.0,10.1,8.0,7.7,8.3,9.9
81944.0,Sant Adrià de Besòs,3781.7,3921.3,3820.3,3567.9,3227.0,2871.8,2711.2,2662.3,3149.9
81957.0,Sant Agustí de Lluçanès,2.1,1.0,1.8,1.1,0.2,0.7,0.5,1.5,6.5
81960.0,Sant Andreu de la Barca,2487.5,2568.4,2301.8,2066.0,1768.5,1494.2,1400.8,1359.4,1646.3
81976.0,Sant Andreu de Llavaneres,593.4,573.5,561.8,514.6,449.8,416.1,390.2,384.1,477.8
171576.0,Sant Andreu Salou,4.0,4.2,3.1,2.3,0.8,2.3,1.7,1.3,2.2
171833.0,Sant Aniol de Finestres,21.8,21.0,18.2,21.6,17.7,11.8,11.2,10.3,17.2
81982.0,Sant Antoni de Vilamajor,452.1,459.2,419.1,379.9,333.5,308.8,305.8,299.9,352.7
81995.0,Sant Bartomeu del Grau,96.1,88.8,77.3,67.4,60.0,45.1,41.9,43.7,56.4
82009.0,Sant Boi de Llobregat,8340.6,8291.8,7653.8,6862.9,5960.7,5094.9,4721.5,4548.0,5292.6
82016.0,Sant Boi de Lluçanès,21.7,23.9,19.9,20.2,17.2,13.3,11.3,11.2,12.9
431362.0,Sant Carles de la Ràpita,1135.3,1206.9,1190.3,1039.3,926.9,827.9,766.1,714.5,947.8
82037.0,Sant Cebrià de Vallalta,297.0,310.0,291.8,260.7,234.6,208.4,203.0,209.7,232.7
82021.0,Sant Celoni,1548.6,1615.0,1487.0,1319.2,1169.8,1046.3,965.9,981.3,1127.1
82042.0,Sant Climent de Llobregat,280.0,281.4,261.0,226.5,194.6,169.7,143.8,142.3,181.7
171582.0,Sant Climent Sescebes,35.1,21.4,18.3,18.9,18.2,15.8,14.3,13.6,21.6
82055.0,Sant Cugat del Vallès,4285.6,4285.5,3936.9,3505.4,3116.0,2723.3,2574.3,2567.8,3224.9
82068.0,Sant Cugat Sesgarrigues,61.3,62.3,61.1,59.7,50.2,38.7,39.1,37.7,38.8
251961.0,Sant Esteve de la Sarga,0.3,2.3,2.2,1.1,1.9,2.6,2.8,1.4,3.4
82074.0,Sant Esteve de Palautordera,138.2,137.7,124.6,108.3,104.8,105.5,95.9,103.6,120.9
82080.0,Sant Esteve Sesrovires,446.8,471.4,429.3,380.4,351.3,307.4,284.8,278.1,325.8
171595.0,Sant Feliu de Buixalleu,62.9,66.9,60.8,55.7,55.3,47.8,40.5,45.9,53.7
82107.0,Sant Feliu de Codines,479.7,496.7,468.1,397.0,362.3,330.7,331.4,318.8,360.0
171609.0,Sant Feliu de Guíxols,1995.1,1926.0,1817.1,1624.4,1475.8,1343.9,1214.1,1180.3,1397.6
82114.0,Sant Feliu de Llobregat,3695.9,3719.3,3411.4,2969.7,2538.5,2168.7,1968.6,1879.4,2278.4
171616.0,Sant Feliu de Pallerols,82.1,79.4,71.0,55.8,48.5,45.3,37.5,42.0,43.5
82129.0,Sant Feliu Sasserra,35.8,46.8,46.4,33.8,24.2,19.1,17.3,15.0,19.7
171621.0,Sant Ferriol,7.2,10.3,11.9,11.5,7.1,9.2,8.6,9.5,14.8
82093.0,Sant Fost de Campsentelles,637.2,656.6,560.0,469.7,462.7,408.7,382.5,371.3,431.4
82135.0,Sant Fruitós de Bages,701.4,709.3,633.8,520.8,429.8,367.3,353.2,356.6,432.8
171637.0,Sant Gregori,137.0,154.5,129.3,108.7,89.2,84.1,85.1,77.2,112.4
251924.0,Sant Guim de Freixenet,65.4,67.6,66.6,54.0,41.3,35.8,33.6,33.6,35.9
251977.0,Sant Guim de la Plana,5.8,7.4,5.1,1.8,2.6,1.3,2.7,0.6,1.9
171642.0,Sant Hilari Sacalm,349.2,361.7,338.8,296.0,245.7,240.0,211.5,201.0,274.3
82153.0,Sant Hipòlit de Voltregà,286.5,274.3,225.5,197.7,173.1,146.6,138.7,130.5,166.2
81939.0,Sant Iscle de Vallalta,119.5,129.6,115.9,108.4,96.6,88.2,78.7,69.6,89.7
439023.0,Sant Jaume d'Enveja,341.0,339.6,297.5,269.2,227.8,192.1,177.7,160.1,190.2
82166.0,Sant Jaume de Frontanyà,2.0,0.5,0.0,0.3,0.1,1.0,0.3,0.7,0.3
171655.0,Sant Jaume de Llierca,34.8,44.8,35.1,39.6,36.9,29.3,33.0,33.6,39.6
431378.0,Sant Jaume dels Domenys,263.3,271.7,260.9,243.2,213.0,193.2,177.0,163.2,196.2
171674.0,Sant Joan de les Abadesses,207.5,215.8,204.8,178.5,144.5,130.9,121.5,109.3,127.8
171680.0,Sant Joan de Mollet,31.8,29.4,26.3,20.0,17.5,18.6,18.3,15.8,17.1
82188.0,Sant Joan de Vilatorrada,965.9,936.9,862.2,729.6,604.7,516.0,486.4,455.3,548.0
82172.0,Sant Joan Despí,2407.2,2462.4,2249.2,2026.0,1745.9,1511.4,1376.7,1317.9,1612.7
171851.0,Sant Joan les Fonts,153.3,151.1,146.4,130.2,115.2,98.2,89.3,87.8,106.9
171668.0,Sant Jordi Desvalls,36.5,39.3,36.3,26.6,23.2,27.7,26.2,21.6,26.6
89030.0,Sant Julià de Cerdanyola,10.9,11.5,11.3,5.0,5.5,4.4,4.0,3.4,4.3
171693.0,Sant Julià de Ramis,193.8,202.2,183.3,167.8,143.8,119.4,115.9,119.9,144.8
82205.0,Sant Julià de Vilatorta,144.7,155.0,138.5,124.3,105.1,92.8,83.8,80.2,95.7
179032.0,Sant Julià del Llor i Bonmatí,97.2,103.0,87.9,82.2,72.7,69.1,65.7,64.2,73.3
82212.0,Sant Just Desvern,804.0,795.1,739.1,659.7,585.2,516.6,479.6,474.8,587.1
82227.0,Sant Llorenç d'Hortons,184.4,170.8,157.5,137.9,122.6,113.5,97.4,99.6,116.2
171714.0,Sant Llorenç de la Muga,11.4,10.7,8.6,6.6,5.8,9.2,9.1,8.8,11.9
251930.0,Sant Llorenç de Morunys,37.2,33.0,26.3,32.5,25.6,16.8,16.2,16.2,27.1
82233.0,Sant Llorenç Savall,187.6,191.6,161.0,146.2,132.8,123.7,107.0,102.2,119.5
82251.0,Sant Martí d'Albars,3.8,5.1,4.5,4.8,4.9,5.5,5.5,5.0,5.4
82248.0,Sant Martí de Centelles,101.8,117.6,111.1,94.9,79.5,72.8,61.3,64.1,82.2
171729.0,Sant Martí de Llémena,24.4,31.7,30.0,27.2,25.7,20.7,22.9,17.3,25.3
259025.0,Sant Martí de Riucorb,35.0,37.4,33.7,28.3,25.9,21.5,19.0,16.7,22.8
82264.0,Sant Martí de Tous,57.5,63.7,57.6,49.3,43.3,43.4,37.3,34.9,42.9
82270.0,Sant Martí Sarroca,209.2,222.2,213.4,186.0,163.3,156.8,146.2,142.6,159.9
82286.0,Sant Martí Sesgueioles,20.8,23.0,26.2,20.8,16.2,11.1,9.3,5.7,8.6
171735.0,Sant Martí Vell,11.7,11.8,9.6,10.3,11.3,10.8,11.7,13.3,20.5
82299.0,Sant Mateu de Bages,22.3,24.1,25.7,26.3,23.6,16.3,19.0,17.9,19.7
171740.0,Sant Miquel de Campmajor,7.8,8.0,8.3,7.7,8.0,7.5,5.3,4.8,7.1
171753.0,Sant Miquel de Fluvià,102.5,101.7,103.0,90.1,79.1,74.8,71.3,61.8,77.6
171766.0,Sant Mori,10.4,8.5,7.9,5.6,4.3,6.0,7.3,9.0,12.7
171772.0,Sant Pau de Segúries,42.3,45.3,32.2,33.0,32.5,28.7,21.5,17.4,25.1
82310.0,Sant Pere de Ribes,3155.3,3134.2,2857.8,2617.1,2311.4,2007.9,1878.5,1810.7,2151.6
82325.0,Sant Pere de Riudebitlles,158.0,162.2,151.3,136.7,112.4,103.0,92.4,102.3,107.5
82331.0,Sant Pere de Torelló,189.4,178.3,151.1,136.0,122.5,106.3,99.0,95.7,126.6
82346.0,Sant Pere de Vilamajor,353.9,362.1,328.8,286.2,259.3,245.3,230.7,215.1,261.3
171788.0,Sant Pere Pescador,174.3,159.8,150.1,155.5,123.9,117.2,103.4,90.8,105.4
81897.0,Sant Pere Sallavinera,6.7,5.6,5.6,4.4,2.6,1.7,2.8,2.2,1.0
82359.0,Sant Pol de Mar,280.2,284.8,278.3,249.3,219.1,205.3,196.5,207.2,239.2
82362.0,Sant Quintí de Mediona,209.8,184.7,180.2,174.8,161.7,141.1,131.5,126.3,155.0
82378.0,Sant Quirze de Besora,144.7,134.3,113.8,99.1,82.4,75.2,76.0,89.2,107.3
82384.0,Sant Quirze del Vallès,1171.7,1167.8,1041.3,908.3,814.2,715.9,635.3,639.8,757.7
82397.0,Sant Quirze Safaja,33.2,37.9,30.6,23.7,20.2,18.7,16.3,19.7,25.3
251945.0,Sant Ramon,28.3,24.7,22.3,20.6,17.3,14.3,11.2,11.8,13.3
82401.0,Sant Sadurní d'Anoia,835.5,858.6,774.0,696.5,585.3,521.6,487.8,506.9,571.2
82418.0,Sant Sadurní d'Osormort,3.0,4.8,3.2,4.1,2.2,1.5,0.8,1.2,3.0
80983.0,Sant Salvador de Guardiola,265.5,277.7,250.0,188.2,168.8,148.6,132.0,138.0,164.4
82628.0,Sant Vicenç de Castellet,996.7,1001.6,939.5,828.7,719.0,629.0,593.7,576.7,728.8
82649.0,Sant Vicenç de Montalt,289.3,307.7,279.3,251.6,220.7,210.7,193.3,208.5,250.6
82652.0,Sant Vicenç de Torelló,127.8,135.2,106.4,97.9,85.2,71.8,70.2,73.2,96.1
82634.0,Sant Vicenç dels Horts,2961.9,3134.4,3023.6,2684.7,2347.7,1986.5,1818.1,1725.1,2022.2
431384.0,Santa Bàrbara,360.1,349.3,335.3,313.2,277.4,254.9,233.6,202.4,234.2
82439.0,Santa Cecília de Voltregà,8.2,7.0,6.6,5.4,5.4,5.3,5.3,4.2,3.1
82444.0,Santa Coloma de Cervelló,485.0,490.3,452.0,395.2,352.7,304.2,275.8,265.7,349.3
171805.0,Santa Coloma de Farners,915.4,931.8,906.4,799.7,743.5,632.5,562.8,577.2,733.4
82457.0,Santa Coloma de Gramenet,13402.1,13240.8,12333.5,11016.5,9623.3,8515.3,7879.9,7540.1,9053.1
431397.0,Santa Coloma de Queralt,283.4,298.7,256.3,207.8,167.3,134.2,119.1,105.8,132.7
171812.0,Santa Cristina d'Aro,311.3,310.7,294.4,282.2,248.3,217.1,194.4,188.0,242.3
82460.0,Santa Eugènia de Berga,166.4,161.0,143.5,119.9,103.7,86.7,87.1,83.5,96.3
82476.0,Santa Eulàlia de Riuprimer,77.6,80.7,82.9,70.8,62.7,53.8,46.3,39.6,48.9
82482.0,Santa Eulàlia de Ronçana,561.8,559.2,503.9,440.2,375.3,344.9,319.3,307.2,368.3
82495.0,Santa Fe del Penedès,24.9,24.4,22.2,18.7,16.4,13.5,15.1,15.5,17.8
171827.0,Santa Llogaia d'Àlguema,29.3,28.8,24.8,20.5,20.8,19.4,21.8,22.2,26.2
82508.0,Santa Margarida de Montbui,1381.7,1348.4,1239.6,1107.3,978.3,900.9,835.8,785.0,919.8
82515.0,Santa Margarida i els Monjos,707.4,742.3,686.3,594.5,493.5,439.6,395.3,422.5,470.1
82589.0,Santa Maria d'Oló,45.3,46.7,39.2,41.7,31.0,29.4,20.7,16.2,22.5
82536.0,Santa Maria de Besora,11.3,11.3,9.8,6.0,5.1,5.0,6.3,4.8,7.0
82567.0,Santa Maria de Martorelles,63.3,64.5,61.4,53.2,51.3,43.3,41.3,37.1,46.6
82554.0,Santa Maria de Merlès,5.0,5.7,7.8,4.7,6.3,6.8,5.3,5.9,7.2
82573.0,Santa Maria de Miralles,12.8,13.0,8.7,8.4,8.0,5.3,5.3,6.7,8.3
82592.0,Santa Maria de Palautordera,780.2,837.1,743.9,647.8,582.1,520.1,505.7,499.2,577.1
431401.0,Santa Oliva,421.9,470.2,438.5,387.1,338.1,306.1,273.3,274.2,319.5
171848.0,Santa Pau,69.5,72.2,73.5,59.9,52.4,46.5,42.2,42.8,58.8
82606.0,Santa Perpètua de Mogoda,2402.5,2447.5,2215.9,1999.4,1709.2,1495.7,1411.1,1405.1,1589.1
82613.0,Santa Susanna,263.6,262.3,237.5,202.1,195.2,182.3,172.5,178.5,219.1
81923.0,Santpedor,526.0,520.3,471.2,396.1,336.7,302.4,273.9,271.0,301.8
431423.0,Sarral,127.5,118.9,114.2,103.3,81.6,65.7,61.3,55.2,77.8
171864.0,Sarrià de Ter,322.2,349.0,305.3,263.2,217.3,177.4,178.9,166.6,213.3
252017.0,Sarroca de Bellera,2.8,4.1,7.5,7.3,5.6,4.1,3.0,3.1,4.2
252000.0,Sarroca de Lleida,17.7,20.7,16.4,10.4,9.6,7.3,7.1,7.9,7.6
171870.0,"Saus, Camallera i Llampaies",40.0,42.4,44.1,39.1,32.1,29.7,28.8,26.6,35.5
431439.0,Savallà del Comtat,0.5,0.7,0.7,0.3,0.7,0.4,2.2,2.8,3.7
431444.0,"Secuita, la",97.3,97.2,102.1,85.5,72.6,72.5,64.4,63.7,78.0
171886.0,"Selva de Mar, la",11.2,10.0,8.9,7.7,8.1,8.5,9.9,9.6,12.0
431457.0,"Selva del Camp, la",369.4,384.0,344.7,312.6,280.7,242.3,231.8,249.7,277.3
431460.0,Senan,4.3,3.8,3.6,5.3,4.5,2.8,3.0,1.4,1.7
430445.0,"Sénia, la",692.9,724.0,696.9,622.8,536.3,476.5,412.8,365.6,390.3
252022.0,Senterada,15.8,12.0,11.1,9.6,12.3,12.0,10.3,12.7,11.6
250352.0,"Sentiu de Sió, la",20.5,27.3,26.0,20.4,22.2,19.0,14.3,9.7,13.9
82671.0,Sentmenat,758.0,769.9,691.3,613.6,497.3,450.2,404.0,401.6,481.3
171903.0,Serinyà,59.1,58.0,55.9,39.5,38.8,31.3,30.8,33.3,44.8
252043.0,Seròs,93.0,83.1,77.3,85.1,78.8,71.7,75.2,68.9,76.6
171910.0,Serra de Daró,3.8,6.2,5.3,3.6,2.4,5.2,2.4,1.9,5.8
171925.0,Setcases,2.7,4.8,6.1,2.5,1.5,1.1,2.0,1.2,3.3
252038.0,"Seu d'Urgell, la",866.5,918.7,842.9,763.8,684.3,632.0,595.3,575.7,707.7
82690.0,Seva,247.8,218.3,186.8,176.8,158.4,144.4,139.7,146.3,156.5
252056.0,Sidamon,45.8,43.6,43.8,42.9,33.8,27.8,22.6,21.5,17.9
171931.0,Sils,486.3,503.6,456.8,419.8,356.7,296.0,268.0,292.2,367.3
82704.0,Sitges,1624.7,1651.7,1519.8,1355.8,1199.8,1084.3,1006.2,1009.9,1318.6
170524.0,Siurana,5.1,5.0,3.8,3.1,3.1,2.2,2.8,1.8,3.1
82711.0,Sobremunt,2.6,2.6,1.7,1.1,5.2,6.5,2.8,2.9,2.4
252069.0,"Soleràs, el",9.3,6.5,5.5,6.6,6.8,7.8,6.6,7.7,6.3
431476.0,Solivella,24.6,28.5,25.1,18.9,15.1,16.3,17.7,17.1,23.8
252075.0,Solsona,690.6,761.4,710.7,622.8,516.2,434.4,382.8,371.9,447.2
82726.0,Sora,5.2,2.6,4.3,8.3,7.4,8.5,3.9,3.0,4.3
252081.0,Soriguera,18.5,14.7,14.3,12.3,16.0,13.8,12.4,15.8,22.2
252094.0,Sort,156.3,154.5,132.5,121.8,98.9,93.8,84.1,86.8,115.0
252108.0,Soses,111.9,108.5,99.3,91.0,84.7,82.1,85.6,78.7,90.7
82732.0,Subirats,173.2,179.7,184.7,155.4,131.2,117.7,102.2,93.3,126.5
252115.0,Sudanell,36.0,31.9,27.5,28.5,25.8,16.1,15.6,19.7,20.4
252120.0,Sunyer,6.1,8.2,10.2,10.2,10.3,6.7,7.5,7.0,6.6
82747.0,Súria,487.6,445.6,428.5,375.2,338.9,296.6,265.1,273.7,312.9
171946.0,Susqueda,5.3,2.7,3.2,4.2,4.8,2.0,2.0,1.7,3.6
82763.0,Tagamanent,22.8,24.3,22.2,17.7,19.3,20.4,15.0,12.9,18.2
82779.0,Talamanca,6.9,6.4,7.9,9.2,6.8,10.7,13.5,11.5,14.3
252154.0,Talarn,21.3,19.6,24.8,19.7,20.0,21.0,13.6,13.6,20.3
252167.0,Talavera,9.3,7.2,4.7,5.3,4.8,3.5,3.9,0.8,0.3
171959.0,"Tallada d'Empordà, la",22.5,19.1,20.4,16.9,10.3,9.0,10.7,10.6,17.0
82785.0,Taradell,474.8,460.3,395.8,355.2,295.6,258.0,236.5,228.4,249.7
431482.0,Tarragona,11482.6,11451.2,11112.6,10165.2,8963.8,8215.8,7868.2,7609.0,9466.0
252173.0,Tàrrega,1467.2,1466.5,1371.3,1321.5,1152.1,1030.1,975.5,935.3,1088.3
252189.0,Tarrés,3.5,4.6,4.9,5.3,2.8,3.0,5.2,5.1,5.0
252192.0,Tarroja de Segarra,7.2,7.1,5.3,5.6,3.3,4.1,3.3,3.5,6.6
82750.0,Tavèrnoles,8.9,8.7,7.9,7.5,4.6,7.4,4.3,4.9,6.2
82802.0,Tavertet,8.8,5.3,6.8,7.6,7.9,6.1,3.8,0.8,2.3
82819.0,Teià,299.8,305.8,293.2,258.0,223.7,211.8,197.7,201.7,233.3
252206.0,Térmens,77.7,76.9,63.1,65.7,64.0,59.8,48.8,38.9,46.3
171962.0,Terrades,12.0,13.3,11.9,14.4,12.4,12.2,10.2,9.1,11.5
82798.0,Terrassa,23059.3,23756.5,22109.3,19967.7,17650.4,15333.1,14329.1,14048.8,16127.8
82824.0,Tiana,437.0,443.4,403.8,378.8,329.6,267.7,247.9,240.6,296.8
252213.0,Tírvia,9.0,8.5,8.0,8.4,5.7,5.0,3.6,4.1,9.0
252228.0,Tiurana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
431495.0,Tivenys,61.8,59.2,57.8,49.6,46.9,42.1,35.5,33.5,41.5
431508.0,Tivissa,130.2,116.9,112.3,104.5,89.7,70.0,73.1,65.2,80.3
82830.0,Tona,627.1,602.6,555.9,496.3,439.3,403.4,364.1,340.8,409.5
252234.0,Torà,68.3,71.5,70.8,62.7,50.3,43.0,40.4,35.3,35.7
82845.0,Tordera,1767.0,1768.3,1598.5,1484.4,1327.2,1174.2,1139.2,1155.9,1359.1
