Codi,Municipi,2012,2013,2014,2015,2016,2017,2018,2019,2020
170656.0,Esponellà,24.3,21.3,17.8,19.3,17.2,15.6,13.8,10.1,13.7
250827.0,Espot,10.8,10.0,11.0,7.1,5.8,6.8,7.9,7.3,11.3
80787.0,"Espunyola, l'",18.6,19.2,15.5,15.1,8.5,10.3,10.9,8.9,6.3
82541.0,"Esquirol, l'",131.3,135.7,105.8,97.0,88.1,77.1,74.4,70.7,76.3
250886.0,Estamariu,3.5,4.0,4.5,3.2,2.3,2.8,1.7,1.7,2.6
80790.0,"Estany, l'",21.3,26.2,22.4,15.4,15.1,12.6,10.3,9.3,18.8
250851.0,Estaràs,3.9,8.8,6.1,2.8,4.1,2.5,2.8,2.3,4.4
250864.0,Esterri d'Àneu,45.1,46.7,34.3,28.7,23.9,26.2,23.9,25.7,35.9
250870.0,Esterri de Cardós,2.8,2.7,3.1,2.9,2.5,1.9,1.1,1.5,3.3
430555.0,Falset,243.8,241.0,228.2,216.1,188.6,169.1,164.8,145.3,157.1
170059.0,"Far d'Empordà, el",39.8,42.0,36.3,30.6,22.1,21.6,20.5,18.8,23.0
250899.0,Farrera,5.5,7.3,7.3,7.3,5.1,6.4,4.1,3.8,5.6
430568.0,"Fatarella, la",54.8,57.5,54.8,53.1,45.1,37.3,34.6,35.3,37.9
430574.0,"Febró, la",3.0,4.2,3.5,3.5,2.2,1.8,0.8,1.8,3.1
81347.0,Figaró-Montmany,99.5,109.2,110.7,89.5,76.0,65.3,55.3,46.7,66.3
80804.0,Fígols,1.8,1.6,2.1,1.0,0.0,1.3,1.2,1.3,1.0
259084.0,Fígols i Alinyà,6.5,5.2,5.6,4.8,5.0,3.8,3.8,4.5,6.0
430580.0,"Figuera, la",6.0,5.3,4.6,3.2,3.9,3.4,4.1,7.3,5.6
170669.0,Figueres,4490.8,4536.0,4439.5,4145.2,3801.0,3501.6,3369.5,3192.2,3837.1
430593.0,Figuerola del Camp,22.7,27.9,24.3,20.7,18.6,14.2,15.3,13.7,18.1
170675.0,Flaçà,78.6,73.2,64.8,56.2,43.2,39.2,32.1,27.5,34.0
430607.0,Flix,173.1,209.8,220.9,188.1,164.3,138.9,151.5,128.8,122.3
250925.0,"Floresta, la",8.5,7.4,6.7,4.3,5.2,4.1,4.1,3.9,7.4
80826.0,Fogars de la Selva,175.8,178.9,153.7,131.7,118.7,99.8,97.9,98.1,115.9
80811.0,Fogars de Montclús,29.4,22.8,24.9,20.2,19.8,17.1,17.5,15.5,15.8
170681.0,Foixà,6.9,6.6,8.3,11.2,7.9,7.8,9.0,9.9,7.3
80832.0,Folgueroles,114.0,113.0,97.3,74.4,68.5,57.3,48.3,55.3,63.2
250931.0,Fondarella,39.3,32.8,29.7,27.9,28.7,21.0,16.7,20.1,17.3
80847.0,Fonollosa,111.1,109.2,93.8,78.5,70.9,63.8,63.3,61.8,73.5
170694.0,Fontanals de Cerdanya,15.4,14.3,14.6,9.7,7.0,7.8,4.3,3.9,11.0
170708.0,Fontanilles,6.5,7.0,7.5,4.5,4.1,5.8,4.3,5.3,7.4
170715.0,Fontcoberta,52.4,51.2,46.8,37.9,34.4,30.5,26.8,37.1,39.6
80850.0,Font-rubí,101.2,90.8,91.2,75.5,62.5,47.2,51.8,55.7,57.2
250946.0,Foradada,10.5,11.1,7.1,4.7,3.3,2.6,3.5,2.9,2.9
179026.0,Forallac,108.3,104.3,93.0,78.2,70.4,50.8,46.8,46.7,75.2
430614.0,Forès,1.9,1.1,1.3,1.6,1.8,2.3,1.6,1.0,0.8
170736.0,Fornells de la Selva,101.4,102.0,83.4,75.3,67.4,66.3,64.3,69.3,80.5
170741.0,Fortià,35.4,31.8,34.1,28.7,31.4,32.5,30.2,32.6,38.4
80863.0,"Franqueses del Vallès, les",1795.2,1814.9,1673.7,1471.3,1300.3,1149.8,1072.6,1074.3,1251.8
430629.0,Freginals,24.0,28.5,25.6,19.2,18.5,18.1,20.7,20.3,18.8
250962.0,"Fuliola, la",85.7,86.8,88.5,85.3,74.3,63.0,74.1,77.1,86.4
250978.0,Fulleda,2.9,3.1,3.1,3.3,2.6,2.3,1.4,2.0,3.3
80902.0,Gaià,12.9,11.9,12.5,8.8,8.8,9.4,9.4,9.2,10.3
430635.0,"Galera, la",54.2,51.9,54.4,42.9,36.9,28.4,24.2,24.2,27.8
80879.0,Gallifa,9.4,11.0,11.7,11.5,7.7,6.3,5.8,4.8,8.9
430640.0,Gandesa,206.5,226.9,210.0,182.1,166.7,124.2,124.3,129.5,142.6
430653.0,Garcia,34.1,32.1,30.6,29.4,29.3,26.7,33.0,27.4,31.8
430666.0,"Garidells, els",11.3,9.5,6.3,6.7,6.6,8.3,9.8,8.4,10.8
80885.0,"Garriga, la",1152.3,1194.7,1089.3,919.3,784.8,682.4,648.5,617.9,734.7
170754.0,Garrigàs,22.9,19.4,18.7,13.2,18.8,19.2,15.8,14.7,20.5
170767.0,Garrigoles,8.6,7.9,6.8,7.8,6.8,6.0,4.9,5.4,6.0
170773.0,Garriguella,52.6,53.0,44.9,36.4,31.7,26.3,28.2,28.3,31.8
80898.0,Gavà,3940.6,4036.0,3691.0,3279.2,2862.0,2490.8,2304.0,2168.6,2536.8
250984.0,Gavet de la Conca,12.8,11.7,7.6,7.8,7.8,6.2,5.1,4.2,5.1
80919.0,Gelida,547.2,578.8,549.0,514.8,465.7,415.2,389.9,388.3,467.2
170789.0,Ger,11.3,8.4,5.8,5.1,5.2,3.7,4.5,3.5,7.3
259123.0,Gimenells i el Pla de la Font,44.5,47.2,38.1,40.5,31.8,30.2,30.7,26.3,25.9
430672.0,Ginestar,69.8,65.9,58.9,48.6,37.1,37.6,32.0,27.8,29.0
170792.0,Girona,7574.2,7658.1,7237.8,6456.8,5730.4,5165.3,4947.6,4881.7,6056.8
80924.0,Gironella,423.2,400.8,372.8,308.3,268.2,251.2,240.3,226.9,242.4
80930.0,Gisclareny,1.0,0.4,0.0,0.0,3.2,4.3,3.8,3.2,4.3
430688.0,Godall,48.3,49.3,42.8,35.7,31.8,25.0,20.1,23.4,29.2
250997.0,Golmés,104.7,106.9,101.0,93.8,83.7,80.3,67.3,74.4,85.7
170806.0,Gombrèn,12.0,13.9,13.7,13.7,13.1,8.1,8.4,9.4,11.9
251001.0,Gósol,7.2,5.0,7.5,8.7,3.8,3.2,2.8,2.5,3.3
80945.0,"Granada, la",147.1,156.8,149.8,138.2,120.2,88.5,81.6,81.2,94.7
251018.0,"Granadella, la",28.7,29.1,25.3,24.2,24.6,22.4,20.3,19.3,21.7
80958.0,Granera,2.7,3.8,3.5,1.7,0.7,0.8,1.8,2.6,3.0
251023.0,"Granja d'Escarp, la",53.5,52.6,52.2,42.9,37.1,29.9,32.4,23.0,34.8
80961.0,Granollers,5897.0,6009.5,5686.2,5068.9,4473.4,3867.4,3544.7,3520.2,4190.0
251039.0,Granyanella,9.7,7.8,7.4,7.7,10.2,9.3,7.0,5.4,8.2
251057.0,Granyena de les Garrigues,8.3,7.8,8.8,8.7,5.4,5.7,7.6,8.5,9.2
251044.0,Granyena de Segarra,1.9,1.5,3.2,8.2,8.2,4.4,3.7,3.8,4.8
430691.0,Gratallops,8.3,7.8,10.2,10.4,8.1,9.3,14.8,10.3,11.2
80977.0,Gualba,91.8,95.6,82.0,69.4,63.0,60.3,57.3,67.5,93.1
170813.0,Gualta,24.0,24.8,20.8,15.6,14.9,13.7,11.9,12.4,15.9
80996.0,Guardiola de Berguedà,95.3,104.6,84.1,66.5,61.5,65.7,54.8,49.3,52.6
430705.0,"Guiamets, els",16.4,20.1,18.9,11.8,10.3,9.8,6.7,8.7,9.8
170828.0,Guils de Cerdanya,23.6,22.3,16.7,11.2,12.3,7.5,8.0,6.8,13.1
251095.0,Guimerà,11.8,13.3,13.0,11.8,10.8,13.1,11.7,9.9,12.9
259031.0,"Guingueta d'Àneu, la",10.5,10.7,10.3,9.5,7.4,6.2,8.5,6.8,12.8
251109.0,Guissona,267.6,268.3,249.1,235.6,226.9,218.5,198.3,167.8,196.5
251116.0,Guixers,1.3,3.4,4.1,4.1,4.7,4.1,1.3,0.8,2.1
81000.0,Gurb,97.8,104.7,84.9,72.7,62.3,52.5,45.8,49.1,57.3
430712.0,Horta de Sant Joan,79.2,77.2,64.0,57.5,41.9,36.0,34.5,30.1,45.3
81017.0,"Hospitalet de Llobregat, l'",23637.9,23692.6,22300.3,20063.3,17594.4,15415.5,14306.3,13874.6,17374.6
81629.0,"Hostalets de Pierola, els",237.0,244.4,227.6,214.7,208.5,183.9,176.9,164.7,190.0
170834.0,Hostalric,366.2,366.7,334.3,300.1,276.1,247.2,234.7,222.5,274.4
81022.0,Igualada,3782.4,3882.6,3640.2,3281.3,2855.3,2556.3,2388.0,2204.3,2658.8
251155.0,Isona i Conca Dellà,40.6,48.6,43.8,43.3,36.2,30.5,24.6,28.5,33.7
170849.0,Isòvol,11.0,8.7,5.7,6.7,6.3,3.9,2.2,2.4,7.1
251137.0,Ivars d'Urgell,68.6,67.8,60.2,59.5,46.6,39.9,38.1,33.2,43.8
251121.0,Ivars de Noguera,18.5,17.8,18.9,18.1,15.7,12.7,11.7,13.6,16.8
251142.0,Ivorra,2.3,2.7,2.4,3.6,3.8,3.4,2.6,1.8,3.0
170852.0,Jafre,19.0,14.3,16.2,15.8,13.8,7.9,8.9,10.8,16.0
170865.0,"Jonquera, la",262.6,261.7,255.3,248.1,239.7,218.5,211.7,201.3,254.4
81038.0,Jorba,53.9,59.4,52.6,43.4,33.1,34.2,31.1,31.2,44.0
259101.0,Josa i Tuixén,4.5,3.4,2.3,2.7,3.5,2.3,1.2,1.1,2.1
170871.0,Juià,14.7,13.8,12.8,9.0,5.7,7.2,7.2,11.0,8.6
251180.0,Juncosa,15.6,15.1,11.2,11.7,10.3,8.0,7.9,8.8,9.2
251193.0,Juneda,166.8,165.8,166.2,148.5,119.2,111.8,110.3,113.3,129.6
251214.0,Les,45.1,45.7,41.9,39.7,40.9,31.2,33.2,24.8,41.8
251229.0,Linyola,153.7,162.5,146.3,125.4,102.3,84.8,86.7,90.6,111.0
81043.0,"Llacuna, la",55.4,61.4,59.8,55.7,44.0,40.4,40.7,37.2,48.4
170887.0,Lladó,33.8,35.7,34.4,27.8,23.2,23.3,23.1,17.6,30.8
251235.0,Lladorre,4.8,6.0,3.9,3.7,4.8,3.0,4.3,4.1,6.6
251240.0,Lladurs,6.3,10.1,5.1,6.4,3.7,1.8,1.8,1.0,1.7
81056.0,"Llagosta, la",1500.2,1506.4,1344.6,1181.8,1057.8,910.3,834.9,838.9,976.2
170890.0,Llagostera,695.9,689.4,620.6,579.0,517.9,450.7,438.8,423.1,513.1
170904.0,Llambilles,27.1,29.0,24.3,18.3,14.4,14.3,10.3,9.1,10.3
170911.0,Llanars,19.9,20.2,19.8,17.6,14.9,12.1,9.0,9.2,11.8
170926.0,Llançà,330.3,330.2,306.5,291.5,262.1,243.8,235.8,206.8,248.6
251253.0,Llardecans,9.9,10.7,10.1,11.3,10.3,8.4,13.2,9.6,2.6
251266.0,Llavorsí,16.1,18.5,16.2,11.8,12.9,14.2,10.7,10.8,18.4
251207.0,Lleida,12136.8,11856.3,11243.3,10322.3,9220.8,8253.3,8415.2,8008.6,9554.1
170932.0,Llers,59.0,62.4,56.7,50.3,49.8,48.3,42.9,45.1,57.3
251272.0,Lles de Cerdanya,7.4,6.1,7.8,7.6,6.3,6.0,6.7,10.2,6.6
81075.0,Lliçà d'Amunt,1228.3,1261.5,1157.0,1028.2,905.8,795.2,732.3,720.1,863.8
81081.0,Lliçà de Vall,511.9,524.0,478.7,428.3,367.3,324.3,284.0,274.0,312.0
251288.0,Llimiana,12.7,11.2,9.4,7.3,7.9,5.8,5.5,4.8,6.1
81069.0,Llinars del Vallès,864.1,874.0,805.7,714.6,644.0,566.4,520.2,493.8,568.6
170947.0,Llívia,61.1,55.9,41.8,46.0,48.7,32.6,34.8,35.3,46.4
430727.0,"Lloar, el",7.2,7.5,5.9,5.9,8.1,5.8,3.7,3.8,3.4
251291.0,Llobera,5.5,6.5,6.6,7.1,8.4,6.6,7.5,7.3,7.2
430733.0,Llorac,4.8,7.3,6.9,3.2,2.3,2.5,2.8,3.5,5.1
430748.0,Llorenç del Penedès,178.8,184.0,172.2,149.6,129.3,122.7,120.1,126.3,146.7
170950.0,Lloret de Mar,2661.7,2670.0,2602.7,2415.1,2190.4,2056.4,1911.1,1830.1,2638.2
170963.0,"Llosses, les",8.1,9.9,12.0,10.4,8.8,7.9,9.7,9.6,8.6
81094.0,Lluçà,12.3,11.3,12.0,10.8,10.2,8.7,5.7,6.2,4.2
171024.0,Maçanet de Cabrenys,30.9,36.3,32.3,30.3,25.1,26.6,24.8,26.4,29.2
171030.0,Maçanet de la Selva,757.2,802.6,738.5,651.7,583.6,509.1,495.6,500.7,610.3
170979.0,Madremanya,16.1,13.7,9.0,7.1,6.2,7.9,7.3,4.7,6.3
170985.0,Maià de Montcal,19.2,25.9,23.2,23.6,22.2,19.3,14.5,13.9,18.2
251333.0,Maials,38.3,39.5,33.7,38.5,31.1,29.2,25.0,19.8,23.9
251305.0,Maldà,10.3,11.7,14.1,12.8,11.7,8.0,8.8,9.7,9.5
81108.0,Malgrat de Mar,1730.4,1716.5,1576.3,1438.4,1278.8,1098.4,1043.9,1015.1,1331.7
81115.0,Malla,5.6,3.8,4.7,5.8,6.5,3.9,1.6,4.6,6.6
81120.0,Manlleu,2225.3,2302.6,2126.2,1953.0,1720.8,1525.6,1407.4,1353.3,1568.0
81136.0,Manresa,7098.1,7067.3,6812.3,6251.3,5546.2,4978.0,4850.4,4951.6,5751.0
430764.0,Marçà,41.8,40.4,34.7,39.2,31.6,30.1,29.3,29.7,38.2
430751.0,Margalef,5.6,6.3,6.6,5.7,6.6,4.4,1.5,1.9,5.0
82423.0,Marganell,25.0,19.8,19.8,19.0,21.8,16.3,15.2,12.8,16.8
81141.0,Martorell,2867.0,2849.7,2668.6,2396.7,2136.5,1823.2,1691.2,1611.8,1956.3
81154.0,Martorelles,489.2,479.2,430.1,391.2,352.0,318.7,292.9,272.3,302.8
430770.0,Mas de Barberans,35.8,34.6,28.9,25.3,21.8,18.3,16.5,14.9,25.4
171002.0,Masarac,11.8,10.6,14.7,7.3,7.1,7.2,5.3,6.8,12.2
430786.0,Masdenverge,92.7,107.7,95.9,80.9,74.3,68.8,60.3,56.9,72.5
81167.0,"Masies de Roda, les",45.3,50.8,42.0,32.0,31.7,23.6,20.6,22.1,37.3
81173.0,"Masies de Voltregà, les",247.6,269.9,222.3,182.7,150.7,131.0,118.8,112.7,134.5
430799.0,Masllorenç,55.2,53.8,52.2,43.1,36.3,36.4,34.9,32.3,32.5
81189.0,"Masnou, el",1625.6,1647.2,1493.8,1335.5,1183.8,1016.3,998.8,988.8,1208.1
430803.0,"Masó, la",15.9,18.6,15.8,10.6,9.9,5.0,7.1,6.0,10.5
430810.0,Maspujols,31.2,35.2,35.3,35.1,24.3,33.3,30.3,35.3,36.5
81192.0,Masquefa,754.6,803.0,762.9,684.7,621.8,553.8,489.9,502.5,631.2
430825.0,"Masroig, el",25.4,26.7,30.3,24.4,18.2,17.0,18.2,13.5,21.3
251312.0,Massalcoreig,19.4,17.7,16.9,14.7,15.7,17.2,14.2,12.3,14.2
171019.0,Massanes,68.8,82.2,79.3,64.2,60.8,58.5,54.6,57.7,67.9
251327.0,Massoteres,7.5,8.2,7.8,9.1,6.5,6.4,3.8,2.6,6.2
81206.0,Matadepera,302.3,314.0,270.4,235.8,224.4,188.0,182.1,187.1,222.0
81213.0,Mataró,14402.4,14523.3,13641.1,12409.8,10919.4,9747.6,8970.0,8496.2,9728.2
81228.0,Mediona,167.4,172.8,173.9,169.1,150.1,129.7,125.6,128.9,151.0
251348.0,Menàrguens,68.9,68.2,58.1,42.1,37.7,28.6,32.3,32.3,33.3
170998.0,Meranges,1.2,2.3,2.2,1.4,3.5,3.1,2.8,3.2,3.7
171058.0,Mieres,13.5,16.3,14.7,14.0,13.2,11.9,11.9,13.7,18.5
430831.0,"Milà, el",7.1,7.3,5.8,8.2,8.7,7.5,7.5,8.2,8.3
251351.0,Miralcamp,89.0,84.8,72.8,71.2,65.3,58.1,59.1,55.4,60.2
430846.0,Miravet,40.2,42.7,35.9,38.3,40.8,38.4,34.7,26.4,30.2
81385.0,Moià,354.0,365.5,343.0,304.8,270.7,234.5,237.3,249.6,295.7
430859.0,"Molar, el",14.0,15.1,10.8,7.8,4.8,4.0,5.6,10.0,12.7
81234.0,Molins de Rei,1887.1,1809.1,1664.2,1483.3,1241.2,1091.0,977.0,963.6,1168.6
251370.0,Mollerussa,1185.4,1157.2,1083.6,1020.8,908.5,804.8,789.7,696.7,842.2
171061.0,Mollet de Peralada,7.6,7.4,7.3,6.2,8.5,8.8,6.8,6.9,7.6
81249.0,Mollet del Vallès,6001.6,5966.6,5372.9,4784.7,4169.7,3687.8,3304.7,3183.7,3706.3
171077.0,Molló,11.2,10.4,11.1,9.0,9.7,8.6,7.2,5.3,7.2
251364.0,"Molsosa, la",1.1,1.4,4.3,3.3,3.0,1.3,2.0,1.8,3.3
81287.0,Monistrol de Calders,54.9,55.2,49.8,45.9,48.7,42.0,47.6,42.2,51.1
81271.0,Monistrol de Montserrat,265.2,275.8,245.4,215.3,175.6,165.6,162.2,158.2,194.4
171096.0,Montagut i Oix,49.0,45.6,47.1,40.2,36.5,33.2,32.4,29.9,50.9
430862.0,Montblanc,554.8,538.8,500.2,434.4,354.9,315.9,305.9,293.0,386.6
430884.0,Montbrió del Camp,208.2,226.5,210.8,197.0,162.1,159.0,157.3,158.0,193.7
81252.0,Montcada i Reixac,3308.0,3400.3,3177.1,2888.9,2583.2,2241.6,2126.2,2133.2,2601.0
81304.0,Montclar,2.0,3.0,3.4,1.8,1.8,1.3,1.5,2.1,3.7
251399.0,Montellà i Martinet,33.9,34.3,32.1,25.5,22.3,19.9,15.1,15.8,18.4
81311.0,Montesquiu,86.5,78.2,59.4,55.4,53.4,45.5,41.4,44.6,54.5
251403.0,Montferrer i Castellbò,32.7,40.7,36.5,34.1,28.3,26.3,22.1,19.1,32.0
430897.0,Montferri,44.9,43.1,41.9,38.8,36.2,32.0,31.8,28.9,28.9
251386.0,Montgai,19.9,19.4,19.6,18.7,18.2,18.7,13.8,11.3,11.5
81265.0,Montgat,847.2,873.0,815.5,713.7,609.7,553.5,517.3,548.3,640.5
81326.0,Montmajor,21.6,23.9,20.2,15.1,13.8,11.7,8.3,10.1,11.4
81332.0,Montmaneu,6.3,5.3,2.8,2.5,2.3,2.2,1.6,3.5,2.8
430901.0,"Montmell, el",203.3,202.8,182.8,163.8,148.0,143.3,145.1,142.4,181.5
81350.0,Montmeló,803.6,839.4,728.8,666.5,561.7,487.7,437.4,432.4,521.7
251425.0,Montoliu de Lleida,22.0,19.5,24.2,20.9,13.7,8.8,7.5,7.5,9.7
251410.0,Montoliu de Segarra,12.4,12.8,8.7,6.0,5.7,3.4,2.4,2.4,5.5
251431.0,Montornès de Segarra,2.3,4.4,3.9,4.8,3.3,1.8,2.9,2.2,2.7
81363.0,Montornès del Vallès,1765.1,1832.6,1744.6,1523.6,1360.2,1198.3,1117.3,1101.5,1221.2
430918.0,Mont-ral,13.4,9.8,9.4,10.7,6.7,7.9,7.2,8.3,13.8
171100.0,Mont-ras,117.7,109.7,97.5,95.4,79.9,70.0,65.2,69.2,71.9
430923.0,Mont-roig del Camp,1140.6,1154.8,1094.4,961.2,882.9,804.1,775.7,760.9,941.0
81379.0,Montseny,16.0,17.6,15.3,10.8,9.3,11.8,11.0,13.2,14.6
430939.0,Móra d'Ebre,500.5,497.0,481.9,465.3,413.0,360.9,343.1,340.1,371.3
430944.0,Móra la Nova,247.4,267.8,266.4,249.9,243.2,219.3,203.5,191.8,221.6
430957.0,"Morell, el",301.1,291.7,273.7,239.9,203.9,183.9,177.1,196.5,238.8
430960.0,"Morera de Montsant, la",9.3,7.3,6.2,4.7,7.5,5.9,6.0,5.6,6.9
81290.0,Muntanyola,40.4,39.7,43.9,35.5,30.3,28.5,25.9,25.3,37.5
81398.0,Mura,15.9,11.3,12.1,10.5,10.7,9.7,6.3,7.4,6.5
251459.0,Nalec,1.7,2.0,3.6,3.5,2.0,1.3,1.1,1.4,2.8
250254.0,Naut Aran,43.2,50.8,39.9,34.1,34.6,29.5,27.7,30.8,51.7
81402.0,Navarcles,533.5,529.9,469.2,400.0,337.1,301.3,283.5,251.7,311.0
81419.0,Navàs,548.7,592.3,543.4,456.2,378.3,333.8,331.5,307.0,331.9
171117.0,Navata,60.0,58.1,53.7,45.7,43.6,43.2,36.8,36.1,45.7
251462.0,Navès,11.8,9.9,7.1,9.5,10.3,9.9,7.5,5.0,4.9
81424.0,"Nou de Berguedà, la",12.8,9.4,7.8,8.2,8.1,7.9,4.6,4.1,6.6
430976.0,"Nou de Gaià, la",34.8,30.1,27.3,22.6,22.7,26.7,25.1,32.2,35.6
430982.0,Nulles,28.8,24.6,20.2,21.3,17.7,15.4,12.5,19.7,24.4
251484.0,Odèn,2.0,1.3,1.7,3.0,3.8,1.3,0.3,1.6,2.0
81430.0,Òdena,330.6,375.5,343.9,296.5,252.7,226.5,219.2,216.4,236.8
171122.0,Ogassa,9.8,9.7,9.7,7.2,6.3,9.7,8.7,9.5,13.9
81458.0,Olèrdola,258.7,275.1,249.2,239.4,201.6,179.8,172.9,172.4,222.7
81461.0,Olesa de Bonesvalls,127.9,132.4,124.8,118.5,94.0,71.6,72.1,64.8,69.7
81477.0,Olesa de Montserrat,2270.9,2329.5,2154.4,1935.0,1696.8,1467.9,1321.8,1270.3,1503.7
251497.0,Oliana,100.8,110.8,104.7,83.1,74.2,67.4,54.8,48.3,68.0
251500.0,Oliola,4.5,5.3,3.9,4.3,3.2,2.9,1.3,0.9,1.3
251517.0,Olius,34.7,44.8,28.5,20.8,13.7,14.9,14.8,19.0,23.9
81483.0,Olivella,318.6,316.8,282.6,261.4,242.3,213.3,201.0,209.3,263.5
81496.0,Olost,91.5,82.7,74.7,67.7,58.6,55.0,49.7,45.1,49.8
171143.0,Olot,2333.6,2383.6,2226.4,1957.4,1685.6,1480.3,1400.7,1428.2,1737.9
251522.0,"Oluges, les",6.0,4.1,4.8,4.0,4.6,2.9,3.0,4.8,4.5
81445.0,Olvan,80.3,87.7,74.5,59.9,54.6,45.1,40.5,37.1,40.6
251538.0,"Omellons, els",10.5,12.4,8.5,10.8,9.9,6.1,3.9,5.3,7.9
251543.0,"Omells de na Gaia, els",2.7,3.4,4.7,3.3,2.0,2.3,2.8,3.8,3.8
171156.0,Ordis,16.1,17.7,19.0,11.3,8.1,9.8,9.2,8.8,9.2
251556.0,Organyà,34.0,32.2,30.2,22.6,19.5,21.8,18.3,26.0,32.3
81509.0,Orís,11.4,18.2,16.4,8.4,8.5,8.3,5.3,3.9,8.8
81516.0,Oristà,40.8,39.6,31.8,20.2,17.3,13.9,12.7,12.7,20.1
81521.0,Orpí,4.3,7.2,8.0,5.9,7.0,6.0,5.7,5.8,9.4
81537.0,Òrrius,45.5,45.0,36.1,31.0,29.5,28.3,28.8,24.1,31.0
251569.0,Os de Balaguer,48.5,48.6,43.8,35.8,33.9,28.3,25.5,26.3,32.7
171169.0,Osor,37.8,34.9,37.0,31.7,32.1,26.3,25.7,24.7,28.8
251575.0,Ossó de Sió,11.1,8.3,7.8,8.3,9.8,9.2,6.5,7.7,8.3
81542.0,Pacs del Penedès,61.9,67.3,63.3,60.8,44.6,40.9,44.1,42.3,51.7
81555.0,Palafolls,843.9,846.8,758.0,687.3,627.8,563.4,524.5,538.4,667.3
171175.0,Palafrugell,2206.0,2249.8,2119.3,1905.7,1628.8,1419.6,1303.5,1190.3,1426.7
171181.0,Palamós,1530.2,1514.4,1423.8,1286.1,1118.1,979.3,933.1,917.3,1012.7
251581.0,"Palau d'Anglesola, el",98.8,91.1,73.6,77.2,78.7,68.5,61.7,59.3,82.5
171194.0,Palau de Santa Eulàlia,1.4,1.0,0.9,1.6,2.3,3.5,3.8,3.6,3.9
171215.0,Palau-sator,12.5,10.7,9.4,7.2,8.7,4.3,5.0,6.1,7.2
171208.0,Palau-saverdera,77.0,70.7,68.7,59.4,46.0,41.8,37.2,38.5,52.7
81568.0,Palau-solità i Plegamans,1150.4,1193.4,1132.3,977.2,842.7,733.2,663.4,636.7,732.8
431009.0,"Pallaresos, els",293.8,291.4,274.7,248.2,221.5,197.2,176.3,177.1,207.0
81574.0,Pallejà,832.7,842.3,781.9,690.2,598.7,512.0,450.5,449.4,511.7
430995.0,"Palma d'Ebre, la",16.2,16.8,14.5,16.7,19.0,13.8,16.3,15.4,16.0
89058.0,"Palma de Cervelló, la",213.4,221.4,227.5,193.8,161.9,153.5,140.9,152.3,164.9
171236.0,Palol de Revardit,18.3,18.9,9.5,9.7,16.8,12.1,12.4,10.8,13.3
171241.0,Pals,109.0,103.6,99.8,85.1,72.7,69.3,61.3,60.8,78.9
81580.0,"Papiol, el",327.6,329.9,306.8,266.6,238.2,209.8,184.1,175.8,232.1
171254.0,Pardines,0.6,0.7,0.6,1.6,0.7,1.0,1.0,1.7,0.8
81593.0,Parets del Vallès,1634.5,1645.8,1499.8,1310.4,1136.7,975.0,862.3,848.5,960.8
171267.0,Parlavà,21.7,19.1,16.2,17.2,15.2,11.2,11.2,10.8,14.3
431016.0,Passanant i Belltall,4.3,7.3,7.5,7.9,5.1,3.1,4.3,5.4,6.3
171289.0,Pau,32.3,30.1,25.2,22.8,15.2,18.7,19.7,19.2,19.7
431021.0,Paüls,44.8,40.0,38.4,33.6,31.7,21.6,14.5,13.7,16.8
171292.0,Pedret i Marzà,15.3,16.2,13.3,9.2,9.6,5.7,6.4,7.1,6.3
251641.0,Penelles,13.3,13.5,16.0,15.6,17.6,14.0,15.2,14.2,14.7
171306.0,"Pera, la",15.3,16.4,16.3,16.0,14.7,10.3,9.3,10.9,14.3
81607.0,Perafita,25.7,24.0,27.2,25.3,16.6,11.4,13.8,15.6,16.5
431037.0,Perafort,84.8,77.6,80.8,74.6,60.3,54.4,43.0,38.5,49.4
171328.0,Peralada,67.6,70.3,63.7,59.9,56.7,48.2,49.2,52.0,63.2
251654.0,Peramola,10.2,10.5,9.3,6.8,6.6,7.6,6.7,5.1,5.7
431042.0,"Perelló, el",162.8,173.1,170.6,148.3,130.8,105.1,104.0,102.7,110.8
81614.0,Piera,1550.0,1658.0,1603.9,1448.4,1261.5,1152.3,1034.4,1024.2,1209.2
431055.0,"Piles, les",17.2,11.3,6.9,4.9,7.7,7.7,4.5,3.5,3.6
81635.0,Pineda de Mar,2977.8,3029.2,2849.5,2697.2,2405.8,2179.6,2071.2,2037.3,2541.0
431068.0,"Pinell de Brai, el",64.7,63.0,61.8,53.0,41.5,44.1,33.7,37.1,41.3
251667.0,Pinell de Solsonès,3.5,1.5,0.8,1.8,2.5,3.3,2.7,2.5,1.6
251673.0,Pinós,8.5,10.2,7.1,3.6,3.4,3.3,3.3,5.2,3.1
431074.0,Pira,28.2,30.7,29.1,18.1,18.1,16.5,16.2,13.2,15.8
431080.0,"Pla de Santa Maria, el",235.8,230.1,222.3,199.6,172.4,143.4,145.2,133.4,164.4
81640.0,"Pla del Penedès, el",77.6,75.8,71.9,75.8,71.8,58.9,54.0,58.3,72.3
171334.0,"Planes d'Hostoles, les",110.3,115.3,94.0,77.1,69.7,69.9,66.8,55.2,64.6
171349.0,Planoles,15.6,18.2,16.9,13.7,11.6,8.8,10.3,8.0,9.6
259118.0,"Plans de Sió, els",23.8,24.5,17.9,16.1,13.6,11.8,15.4,15.3,16.2
251689.0,"Poal, el",27.3,27.3,28.0,28.9,24.2,15.5,13.9,14.8,18.5
