Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
250886,Estamariu,7,3,4,0,0,0,0,..,..,..,
080790,"Estany, l'",20,7,13,0,1,-1,0,..,..,..,
250851,Estaràs,3,1,2,0,0,0,0,..,..,..,
250864,Esterri d'Àneu,27,32,-5,11,5,6,14,..,..,..,
250870,Esterri de Cardós,3,1,2,0,0,0,0,..,..,..,
430555,Falset,43,42,1,10,11,-1,0,..,..,..,
170059,"Far d'Empordà, el",19,16,3,1,1,0,2,..,..,..,
250899,Farrera,5,2,3,0,1,-1,0,..,..,..,
430568,"Fatarella, la",3,17,-14,0,1,-1,0,..,..,..,
430574,"Febró, la",5,3,2,0,0,0,0,..,..,..,
081347,Figaró-Montmany,57,42,15,4,1,3,20,..,..,..,
080804,Fígols,3,0,3,0,0,0,0,..,..,..,
259084,Fígols i Alinyà,6,5,1,0,0,0,0,..,..,..,
430580,"Figuera, la",4,1,3,0,0,0,0,..,..,..,
170669,Figueres,803,1024,-221,251,213,38,679,..,..,..,
430593,Figuerola del Camp,4,2,2,1,0,1,0,..,..,..,
170675,Flaçà,24,16,8,0,1,-1,0,..,..,..,
430607,Flix,36,83,-47,9,14,-5,0,..,..,..,
250925,"Floresta, la",9,3,6,2,0,2,0,..,..,..,
080826,Fogars de la Selva,94,39,55,5,2,3,5,..,..,..,
080811,Fogars de Montclús,28,12,16,1,0,1,0,..,..,..,
170681,Foixà,9,7,2,1,2,-1,0,..,..,..,
080832,Folgueroles,81,26,55,3,1,2,8,..,..,..,
250931,Fondarella,11,11,0,1,0,1,0,..,..,..,
080847,Fonollosa,66,25,41,5,0,5,2,..,..,..,
170694,Fontanals de Cerdanya,21,12,9,1,1,0,1,..,..,..,
170708,Fontanilles,6,4,2,4,1,3,2,..,..,..,
170715,Fontcoberta,74,25,49,2,0,2,3,..,..,..,
080850,Font-rubí,64,29,35,2,1,1,19,..,..,..,
250946,Foradada,9,9,0,1,0,1,4,..,..,..,
179026,Forallac,46,42,4,7,15,-8,22,..,..,..,
430614,Forès,1,4,-3,0,0,0,0,..,..,..,
170736,Fornells de la Selva,88,31,57,1,2,-1,4,..,..,..,
170741,Fortià,18,19,-1,1,0,1,3,..,..,..,
080863,"Franqueses del Vallès, les",796,453,343,43,56,-13,172,..,..,..,
430629,Freginals,6,10,-4,0,3,-3,16,..,..,..,
250962,"Fuliola, la",17,25,-8,1,7,-6,14,..,..,..,
250978,Fulleda,1,2,-1,0,0,0,0,..,..,..,
080902,Gaià,3,13,-10,0,5,-5,0,..,..,..,
430635,"Galera, la",12,25,-13,9,6,3,0,..,..,..,
080879,Gallifa,33,7,26,4,1,3,4,..,..,..,
430640,Gandesa,44,35,9,2,7,-5,66,..,..,..,
430653,Garcia,10,16,-6,2,1,1,3,..,..,..,
430666,"Garidells, els",0,5,-5,0,1,-1,0,..,..,..,
080885,"Garriga, la",501,268,233,44,36,8,3,..,..,..,
170754,Garrigàs,7,12,-5,0,0,0,1,..,..,..,
170767,Garrigoles,5,2,3,1,0,1,0,..,..,..,
170773,Garriguella,16,21,-5,2,0,2,15,..,..,..,
080898,Gavà,1863,1323,540,228,230,-2,403,..,..,..,
250984,Gavet de la Conca,7,5,2,0,2,-2,0,..,..,..,
080919,Gelida,274,145,129,26,11,15,57,..,..,..,
170789,Ger,23,13,10,0,1,-1,0,..,..,..,
259123,Gimenells i el Pla de la Font,20,20,0,7,9,-2,3,..,..,..,
430672,Ginestar,13,11,2,0,0,0,0,..,..,..,
170792,Girona,2206,2161,45,486,348,138,1375,..,..,..,
080924,Gironella,84,95,-11,6,6,0,45,..,..,..,
080930,Gisclareny,8,2,6,0,0,0,0,..,..,..,
430688,Godall,12,12,0,2,1,1,0,..,..,..,
250997,Golmés,57,40,17,5,2,3,40,..,..,..,
170806,Gombrèn,20,11,9,0,0,0,5,..,..,..,
251001,Gósol,18,10,8,0,0,0,1,..,..,..,
080945,"Granada, la",67,29,38,5,1,4,15,..,..,..,
251018,"Granadella, la",12,21,-9,2,0,2,10,..,..,..,
080958,Granera,5,0,5,0,0,0,0,..,..,..,
251023,"Granja d'Escarp, la",7,19,-12,3,9,-6,11,..,..,..,
080961,Granollers,1618,1995,-377,243,255,-12,823,..,..,..,
251039,Granyanella,0,5,-5,0,0,0,0,..,..,..,
251057,Granyena de les Garrigues,0,7,-7,0,0,0,0,..,..,..,
251044,Granyena de Segarra,0,2,-2,0,0,0,0,..,..,..,
430691,Gratallops,4,8,-4,0,2,-2,0,..,..,..,
080977,Gualba,72,50,22,3,3,0,24,..,..,..,
170813,Gualta,17,8,9,1,0,1,1,..,..,..,
080996,Guardiola de Berguedà,44,50,-6,0,4,-4,6,..,..,..,
430705,"Guiamets, els",15,3,12,0,0,0,0,..,..,..,
170828,Guils de Cerdanya,22,14,8,3,2,1,1,..,..,..,
251095,Guimerà,14,13,1,0,0,0,0,..,..,..,
259031,"Guingueta d'Àneu, la",14,8,6,2,2,0,1,..,..,..,
251109,Guissona,121,100,21,26,14,12,246,..,..,..,
251116,Guixers,8,7,1,0,0,0,0,..,..,..,
081000,Gurb,91,64,27,7,2,5,12,..,..,..,
430712,Horta de Sant Joan,16,18,-2,11,7,4,2,..,..,..,
081017,"Hospitalet de Llobregat, l'",4744,9303,-4559,1047,1224,-177,6338,..,..,..,
081629,"Hostalets de Pierola, els",137,65,72,11,7,4,36,..,..,..,
170834,Hostalric,77,97,-20,5,2,3,3,..,..,..,
081022,Igualada,750,784,-34,146,111,35,13,..,..,..,
251155,Isona i Conca Dellà,22,23,-1,4,3,1,1,..,..,..,
170849,Isòvol,10,5,5,0,0,0,0,..,..,..,
251137,Ivars d'Urgell,30,41,-11,16,11,5,0,..,..,..,
251121,Ivars de Noguera,3,11,-8,0,0,0,0,..,..,..,
251142,Ivorra,2,3,-1,0,0,0,4,..,..,..,
170852,Jafre,5,6,-1,0,5,-5,5,..,..,..,
170865,"Jonquera, la",42,74,-32,34,26,8,159,..,..,..,
081038,Jorba,38,18,20,0,0,0,1,..,..,..,
259101,Josa i Tuixén,5,10,-5,0,0,0,0,..,..,..,
170871,Juià,11,10,1,0,0,0,0,..,..,..,
251180,Juncosa,7,17,-10,2,4,-2,10,..,..,..,
251193,Juneda,30,32,-2,8,9,-1,40,..,..,..,
251214,Les,16,13,3,6,14,-8,0,..,..,..,
251229,Linyola,33,30,3,9,0,9,2,..,..,..,
081043,"Llacuna, la",22,29,-7,3,3,0,3,..,..,..,
170887,Lladó,9,10,-1,5,0,5,5,..,..,..,
251235,Lladorre,0,7,-7,0,0,0,0,..,..,..,
251240,Lladurs,0,10,-10,0,0,0,0,..,..,..,
081056,"Llagosta, la",434,438,-4,51,38,13,162,..,..,..,
170890,Llagostera,158,130,28,5,12,-7,118,..,..,..,
170904,Llambilles,38,20,18,1,3,-2,4,..,..,..,
170911,Llanars,36,21,15,0,0,0,15,..,..,..,
170926,Llançà,116,90,26,18,10,8,37,..,..,..,
251253,Llardecans,9,10,-1,0,1,-1,0,..,..,..,
251266,Llavorsí,6,5,1,1,1,0,3,..,..,..,
251207,Lleida,1303,1530,-227,644,560,84,1524,..,..,..,
170932,Llers,54,30,24,2,1,1,14,..,..,..,
251272,Lles de Cerdanya,0,6,-6,0,0,0,0,..,..,..,
081075,Lliçà d'Amunt,882,404,478,31,34,-3,37,..,..,..,
081081,Lliçà de Vall,318,198,120,3,16,-13,10,..,..,..,
251288,Llimiana,3,2,1,0,0,0,0,..,..,..,
081069,Llinars del Vallès,375,301,74,29,22,7,84,..,..,..,
170947,Llívia,61,39,22,4,8,-4,35,..,..,..,
430727,"Lloar, el",7,3,4,0,1,-1,3,..,..,..,
251291,Llobera,1,6,-5,0,0,0,1,..,..,..,
430733,Llorac,0,3,-3,0,1,-1,0,..,..,..,
430748,Llorenç del Penedès,68,47,21,1,4,-3,0,..,..,..,
170950,Lloret de Mar,633,459,174,317,261,56,1223,..,..,..,
170963,"Llosses, les",9,16,-7,0,1,-1,0,..,..,..,
081094,Lluçà,2,13,-11,0,0,0,0,..,..,..,
171024,Maçanet de Cabrenys,26,14,12,5,4,1,4,..,..,..,
171030,Maçanet de la Selva,262,147,115,26,29,-3,25,..,..,..,
170979,Madremanya,13,8,5,0,1,-1,3,..,..,..,
170985,Maià de Montcal,19,16,3,0,0,0,6,..,..,..,
251333,Maials,12,24,-12,2,1,1,2,..,..,..,
251305,Maldà,10,14,-4,0,0,0,0,..,..,..,
081108,Malgrat de Mar,646,387,259,71,76,-5,19,..,..,..,
081115,Malla,7,5,2,0,0,0,2,..,..,..,
081120,Manlleu,308,447,-139,58,54,4,395,..,..,..,
081136,Manresa,1209,1153,56,283,190,93,1006,..,..,..,
430764,Marçà,25,17,8,3,3,0,4,..,..,..,
430751,Margalef,0,0,0,0,0,0,0,..,..,..,
082423,Marganell,13,13,0,0,1,-1,0,..,..,..,
081141,Martorell,948,617,331,121,165,-44,3,..,..,..,
081154,Martorelles,183,218,-35,15,12,3,3,..,..,..,
430770,Mas de Barberans,3,10,-7,0,5,-5,0,..,..,..,
171002,Masarac,6,6,0,0,0,0,2,..,..,..,
430786,Masdenverge,16,49,-33,2,7,-5,36,..,..,..,
081167,"Masies de Roda, les",51,16,35,3,6,-3,6,..,..,..,
081173,"Masies de Voltregà, les",109,67,42,10,4,6,2,..,..,..,
430799,Masllorenç,1,19,-18,0,0,0,6,..,..,..,
081189,"Masnou, el",681,795,-114,73,119,-46,6,..,..,..,
