Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
430081,Alfara de Carles,0,5,-5,0,2,-2,0,0,0,-7,
250138,Alfarràs,76,91,-15,63,73,-10,63,2,61,36,
250143,Alfés,8,14,-6,5,1,4,4,0,4,2,
430094,Alforja,115,64,51,8,8,0,30,0,30,81,
250156,Algerri,8,18,-10,0,5,-5,1,1,0,-15,
250169,Alguaire,104,95,9,16,24,-8,71,0,71,72,
250175,Alins,2,6,-4,0,0,0,2,0,2,-2,
430108,Alió,8,22,-14,5,2,3,10,0,10,-1,
250194,Almacelles,129,124,5,71,123,-52,139,3,136,89,
250208,Almatret,13,18,-5,0,0,0,0,0,0,-5,
250215,Almenar,71,86,-15,24,47,-23,47,3,44,6,
430115,Almoster,135,36,99,3,2,1,7,1,6,106,
250220,Alòs de Balaguer,8,13,-5,0,0,0,1,0,1,-4,
170062,Alp,103,93,10,14,14,0,55,2,53,63,
080044,Alpens,21,9,12,0,0,0,5,1,4,16,
250236,Alpicat,307,195,112,33,26,7,47,2,45,164,
250241,Alt Àneu,17,11,6,2,7,-5,5,1,4,5,
430120,Altafulla,329,194,135,33,20,13,80,4,76,224,
170078,Amer,87,78,9,6,10,-4,25,1,24,29,
430136,"Ametlla de Mar, l'",263,140,123,58,72,-14,261,9,252,361,
080057,"Ametlla del Vallès, l'",506,406,100,33,38,-5,75,24,51,146,
439060,"Ampolla, l'",163,103,60,19,24,-5,116,4,112,167,
430141,Amposta,601,443,158,206,198,8,326,94,232,398,
170084,Anglès,153,215,-62,9,16,-7,95,3,92,23,
250273,Anglesola,37,39,-2,3,3,0,19,7,12,10,
250292,Arbeca,37,79,-42,6,4,2,52,3,49,9,
430167,"Arboç, l'",326,188,138,21,31,-10,123,3,120,248,
430154,Arbolí,4,10,-6,2,0,2,0,0,0,-4,
170097,Arbúcies,170,232,-62,26,32,-6,283,7,276,208,
080060,Arenys de Mar,734,711,23,84,89,-5,153,17,136,154,
080076,Arenys de Munt,616,355,261,31,43,-12,51,7,44,293,
170101,Argelaguer,14,9,5,0,0,0,3,1,2,7,
080082,Argençola,8,7,1,0,1,-1,1,0,1,1,
430173,"Argentera, l'",6,13,-7,1,1,0,0,1,-1,-8,
080095,Argentona,686,444,242,27,63,-36,59,23,36,242,
170118,"Armentera, l'",18,30,-12,0,0,0,8,1,7,-5,
430189,Arnes,11,13,-2,7,5,2,1,0,1,1,
250313,Arres,0,6,-6,0,0,0,0,0,0,-6,
250328,Arsèguel,6,7,-1,0,0,0,1,0,1,0,
080109,Artés,191,144,47,18,19,-1,49,3,46,92,
250334,Artesa de Lleida,60,47,13,8,17,-9,9,0,9,13,
250349,Artesa de Segre,81,151,-70,12,24,-12,102,30,72,-10,
430192,Ascó,36,40,-4,3,2,1,17,0,17,14,
250365,Aspa,10,8,2,0,0,0,4,0,4,6,
250371,"Avellanes i Santa Linya, les",14,15,-1,3,1,2,3,0,3,4,
080116,Avià,125,69,56,2,7,-5,7,5,2,53,
080121,Avinyó,96,54,42,2,14,-12,18,1,17,47,
170123,Avinyonet de Puigventós,153,45,108,4,5,-1,27,1,26,133,
080137,Avinyonet del Penedès,105,83,22,6,4,2,20,1,19,43,
080155,Badalona,8166,10841,-2675,1463,2487,-1024,5627,1716,3911,212,
089045,Badia del Vallès,582,837,-255,102,146,-44,75,12,63,-236,
080168,Bagà,86,71,15,5,4,1,11,0,11,27,
250390,Baix Pallars,6,16,-10,5,3,2,1,1,0,-8,
250404,Balaguer,536,495,41,136,190,-54,492,34,458,445,
080174,Balenyà,151,130,21,10,14,-4,21,3,18,35,
080180,Balsareny,112,94,18,5,8,-3,31,2,29,44,
430206,Banyeres del Penedès,288,100,188,21,18,3,25,0,25,216,
170157,Banyoles,532,577,-45,72,66,6,422,41,381,342,
250411,Barbens,24,26,-2,8,7,1,7,0,7,6,
430213,Barberà de la Conca,28,21,7,3,0,3,7,0,7,17,
082520,Barberà del Vallès,1726,1231,495,143,214,-71,238,45,193,617,
080193,Barcelona,31409,54087,-22678,13915,15583,-1668,51809,15416,36393,12047,
250426,"Baronia de Rialb, la",15,17,-2,0,0,0,6,0,6,4,
170160,Bàscara,52,41,11,1,0,1,13,0,13,25,
250447,Bassella,4,11,-7,0,0,0,8,1,7,0,
430228,Batea,20,32,-12,7,6,1,31,2,29,18,
250450,Bausen,1,1,0,0,0,0,0,0,0,0,
080207,Begues,367,231,136,17,31,-14,60,6,54,176,
170139,Begur,146,186,-40,25,24,1,88,19,69,30,
250463,Belianes,9,40,-31,2,3,-1,6,0,6,-26,
251706,Bellaguarda,5,7,-2,5,1,4,1,0,1,3,
170182,Bellcaire d'Empordà,40,42,-2,4,5,-1,11,3,8,5,
250479,Bellcaire d'Urgell,46,46,0,7,8,-1,21,0,21,20,
250485,Bell-lloc d'Urgell,74,67,7,11,6,5,40,4,36,48,
250498,Bellmunt d'Urgell,0,3,-3,0,0,0,0,0,0,-3,
430234,Bellmunt del Priorat,12,9,3,0,3,-3,13,0,13,13,
080214,Bellprat,13,3,10,0,0,0,0,0,0,10,
250501,Bellpuig,154,146,8,15,39,-24,122,7,115,99,
430249,Bellvei,164,107,57,14,28,-14,17,1,16,59,
250518,Bellver de Cerdanya,119,85,34,16,12,4,66,3,63,101,
250523,Bellvís,61,89,-28,14,26,-12,82,3,79,39,
250539,Benavent de Segrià,84,51,33,8,7,1,9,4,5,39,
430252,Benifallet,0,11,-11,0,4,-4,0,0,0,-15,
430265,Benissanet,56,42,14,13,3,10,43,0,43,67,
080229,Berga,591,513,78,70,76,-6,280,13,267,339,
170195,Besalú,93,80,13,20,12,8,33,5,28,49,
170209,Bescanó,140,89,51,6,5,1,33,0,33,85,
170216,Beuda,15,8,7,2,1,1,8,0,8,16,
080235,Bigues i Riells del Fai,680,432,248,22,40,-18,39,2,37,267,
250557,Biosca,7,19,-12,0,0,0,1,0,1,-11,
170221,"Bisbal d'Empordà, la",341,381,-40,61,62,-1,240,18,222,181,
430271,"Bisbal de Falset, la",4,1,3,2,0,2,7,0,7,12,
430287,"Bisbal del Penedès, la",328,193,135,14,20,-6,44,0,44,173,
172348,Biure,6,10,-4,0,2,-2,0,0,0,-6,
430290,Blancafort,8,3,5,1,1,0,4,0,4,9,
170237,Blanes,1695,1545,150,260,337,-77,906,109,797,870,
170293,Boadella i les Escaules,1,10,-9,0,0,0,0,0,0,-9,
170242,Bolvir,27,30,-3,3,1,2,5,1,4,3,
430304,Bonastre,75,41,34,3,2,1,5,1,4,39,
250576,"Bòrdes, Es",8,5,3,4,4,0,2,1,1,4,
170255,Bordils,71,59,12,6,12,-6,57,20,37,43,
250582,"Borges Blanques, les",187,130,57,26,21,5,52,3,49,111,
430311,"Borges del Camp, les",120,85,35,2,3,-1,24,5,19,53,
170268,Borrassà,43,25,18,1,0,1,12,0,12,31,
080240,Borredà,30,33,-3,1,1,0,20,1,19,16,
250595,Bossòst,47,28,19,24,22,2,33,0,33,54,
430326,Bot,5,23,-18,5,8,-3,6,0,6,-15,
430332,Botarell,89,67,22,4,6,-2,14,3,11,31,
250560,Bovera,3,2,1,0,3,-3,0,0,0,-2,
430347,Bràfim,25,24,1,6,3,3,9,0,9,13,
170274,Breda,145,127,18,15,9,6,18,1,17,41,
080253,"Bruc, el",170,82,88,6,11,-5,19,0,19,102,
080266,"Brull, el",17,12,5,5,2,3,2,1,1,9,
170280,Brunyola i Sant Martí Sapresa,22,12,10,0,0,0,1,0,1,11,
430350,Cabacés,3,5,-2,0,0,0,4,0,4,2,
250609,Cabanabona,5,11,-6,0,0,0,1,0,1,-5,
170314,Cabanelles,14,9,5,0,5,-5,6,0,6,6,
170307,Cabanes,34,41,-7,3,1,2,25,1,24,19,
080272,"Cabanyes, les",109,24,85,0,0,0,12,1,11,96,
250616,Cabó,0,1,-1,0,0,0,0,0,0,-1,
430363,Cabra del Camp,118,56,62,11,6,5,14,3,11,78,
080288,Cabrera d'Anoia,170,68,102,12,7,5,3,1,2,109,
080291,Cabrera de Mar,195,206,-11,11,30,-19,30,11,19,-11,
080305,Cabrils,548,342,206,25,36,-11,71,32,39,234,
170329,Cadaqués,55,79,-24,13,23,-10,138,10,128,94,
080312,Calaf,91,132,-41,13,20,-7,120,5,115,67,
430379,Calafell,2453,1368,1085,173,204,-31,559,36,523,1577,
080348,Calders,60,36,24,3,2,1,1,1,0,25,
080327,Caldes d'Estrac,229,184,45,26,18,8,57,7,50,103,
170335,Caldes de Malavella,475,236,239,26,29,-3,42,20,22,258,
080333,Caldes de Montbui,722,559,163,86,98,-12,199,15,184,335,
080351,Calella,1161,882,279,127,155,-28,561,56,505,756,
080370,Calldetenes,115,113,2,5,6,-1,33,1,32,33,
080386,Callús,111,38,73,11,8,3,22,6,16,92,
080364,Calonge de Segarra,1,1,0,0,0,0,0,0,0,0,
170340,Calonge i Sant Antoni,590,529,61,63,44,19,328,36,292,372,
250621,Camarasa,36,26,10,2,5,-3,6,0,6,13,
439039,Camarles,79,92,-13,14,6,8,118,2,116,111,
430385,Cambrils,1589,1056,533,479,323,156,806,88,718,1407,
170353,Camós,22,25,-3,2,2,0,8,1,7,4,
170366,Campdevànol,119,72,47,9,10,-1,30,0,30,76,
170372,Campelles,5,8,-3,0,0,0,0,0,0,-3,
080399,Campins,22,23,-1,1,1,0,2,0,2,1,
170388,Campllong,11,5,6,1,0,1,2,0,2,9,
170391,Camprodon,96,113,-17,19,17,2,38,5,33,18,
250637,Canejan,0,4,-4,1,0,1,0,0,0,-3,
170405,Canet d'Adri,29,17,12,1,0,1,0,0,0,13,
080403,Canet de Mar,609,449,160,49,74,-25,115,11,104,239,
080410,Canovelles,863,902,-39,101,159,-58,398,3,395,298,
080425,Cànoves i Samalús,221,100,121,5,17,-12,6,1,5,114,
170412,Cantallops,16,14,2,1,0,1,11,0,11,14,
080431,Canyelles,424,189,235,21,14,7,26,8,18,260,
430398,Capafonts,9,2,7,0,1,-1,0,0,0,6,
430402,Capçanes,17,7,10,1,0,1,3,0,3,14,
080446,Capellades,280,191,89,26,33,-7,25,6,19,101,
170427,Capmany,17,21,-4,2,1,1,18,1,17,14,
080459,Capolat,4,11,-7,0,0,0,0,0,0,-7,
080462,Cardedeu,868,608,260,66,62,4,155,15,140,404,
080478,Cardona,107,126,-19,20,18,2,44,3,41,24,
080484,Carme,52,31,21,5,6,-1,24,0,24,44,
430419,Caseres,1,3,-2,2,0,2,0,0,0,0,
170448,Cassà de la Selva,342,259,83,33,29,4,154,10,144,231,
080497,Casserres,98,56,42,6,4,2,11,0,11,55,
080575,Castell de l'Areny,9,2,7,0,0,0,0,0,0,7,
259046,Castell de Mur,0,9,-9,0,0,0,0,0,0,-9,
250642,Castellar de la Ribera,2,1,1,0,0,0,0,0,0,1,
080522,Castellar de n'Hug,23,8,15,1,1,0,4,0,4,19,
080500,Castellar del Riu,5,9,-4,0,0,0,1,0,1,-3,
080517,Castellar del Vallès,1052,664,388,70,117,-47,206,54,152,493,
080538,Castellbell i el Vilar,213,151,62,13,24,-11,24,3,21,72,
080543,Castellbisbal,646,412,234,65,89,-24,106,17,89,299,
080556,Castellcir,66,27,39,1,4,-3,7,0,7,43,
250674,Castelldans,43,31,12,12,12,0,12,0,12,24,
080569,Castelldefels,2931,2979,-48,654,711,-57,1952,400,1552,1447,
080581,Castellet i la Gornal,205,98,107,5,14,-9,22,0,22,120,
170464,Castellfollit de la Roca,44,51,-7,4,13,-9,28,0,28,12,
080608,Castellfollit de Riubregós,10,12,-2,0,0,0,1,0,1,-1,
080594,Castellfollit del Boix,19,15,4,0,0,0,1,0,1,5,
080615,Castellgalí,192,66,126,2,8,-6,24,1,23,143,
080620,Castellnou de Bages,93,47,46,0,0,0,0,0,0,46,
250680,Castellnou de Seana,21,14,7,8,5,3,4,0,4,14,
170470,Castelló d'Empúries,540,431,109,97,88,9,643,54,589,707,
250693,Castelló de Farfanya,17,33,-16,0,5,-5,7,0,7,-14,
080636,Castellolí,16,18,-2,0,0,0,5,0,5,3,
170486,Castell-Platja d'Aro,615,608,7,98,95,3,379,13,366,376,
250707,Castellserà,28,56,-28,3,10,-7,31,1,30,-5,
080641,Castellterçol,121,110,11,8,5,3,10,5,5,19,
430424,Castellvell del Camp,109,97,12,8,6,2,6,4,2,16,
080654,Castellví de la Marca,93,78,15,8,2,6,15,1,14,35,
080667,Castellví de Rosanes,161,68,93,8,7,1,33,4,29,123,
430430,"Catllar, el",387,124,263,17,17,0,38,1,37,300,
250714,Cava,2,4,-2,0,0,0,0,0,0,-2,
171899,"Cellera de Ter, la",50,68,-18,3,3,0,41,3,38,20,
170499,Celrà,338,175,163,17,21,-4,117,22,95,254,
080673,Centelles,335,207,128,33,33,0,38,2,36,164,
082687,Cercs,51,54,-3,1,4,-3,14,0,14,8,
082665,Cerdanyola del Vallès,2126,2598,-472,298,433,-135,945,139,806,199,
080689,Cervelló,650,450,200,33,51,-18,59,11,48,230,
250729,Cervera,283,379,-96,43,123,-80,278,27,251,75,
250735,Cervià de les Garrigues,31,32,-1,4,6,-2,8,0,8,5,
170502,Cervià de Ter,43,23,20,0,0,0,16,0,16,36,
170519,Cistella,13,11,2,0,0,0,0,0,0,2,
250740,Ciutadilla,11,14,-3,0,2,-2,2,3,-1,-6,
250753,Clariana de Cardener,0,9,-9,0,0,0,0,0,0,-9,
250766,"Cogul, el",5,5,0,1,3,-2,2,0,2,0,
170545,Colera,27,34,-7,2,1,1,15,1,14,8,
250772,Coll de Nargó,27,19,8,2,2,0,18,1,17,25,
080692,Collbató,397,214,183,7,14,-7,34,2,32,208,
430458,Colldejou,6,9,-3,2,1,1,2,0,2,0,
080706,Collsuspina,19,8,11,1,0,1,4,0,4,16,
170558,Colomers,7,5,2,0,0,0,0,0,0,2,
251636,"Coma i la Pedra, la",0,21,-21,0,0,0,0,0,0,-21,
251615,Conca de Dalt,7,13,-6,1,4,-3,0,0,0,-9,
430461,Conesa,11,9,2,5,2,3,3,0,3,8,
430477,Constantí,252,296,-44,66,40,26,214,3,211,193,
080713,Copons,16,9,7,1,2,-1,1,2,-1,5,
430483,Corbera d'Ebre,26,29,-3,3,4,-1,16,0,16,12,
080728,Corbera de Llobregat,949,583,366,63,74,-11,313,19,294,649,
250788,Corbins,55,25,30,19,36,-17,18,0,18,31,
170577,Corçà,71,52,19,1,6,-5,27,0,27,41,
080734,Cornellà de Llobregat,3576,4143,-567,553,683,-130,1583,50,1533,836,
170561,Cornellà del Terri,109,76,33,4,5,-1,19,1,18,50,
430496,Cornudella de Montsant,58,34,24,4,5,-1,20,0,20,43,
430509,Creixell,399,162,237,18,18,0,51,1,50,287,
170583,Crespià,9,10,-1,0,0,0,5,0,5,4,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",72,58,14,5,9,-4,14,1,13,23,
080749,Cubelles,1675,616,1059,100,103,-3,140,45,95,1151,
250791,Cubells,14,10,4,3,0,3,4,0,4,11,
430516,Cunit,1678,783,895,101,111,-10,206,15,191,1076,
170600,Darnius,21,15,6,1,1,0,15,0,15,21,
170617,Das,11,8,3,5,1,4,1,0,1,8,
439018,Deltebre,167,150,17,40,31,9,126,2,124,150,
080752,Dosrius,516,193,323,26,29,-3,22,6,16,336,
430537,Duesaigües,11,6,5,2,1,1,2,0,2,8,
170622,"Escala, l'",409,259,150,43,87,-44,313,11,302,408,
080765,Esparreguera,1122,964,158,118,179,-61,235,33,202,299,
170638,Espinelves,5,8,-3,0,0,0,4,0,4,1,
250812,"Espluga Calba, l'",16,26,-10,1,5,-4,9,0,9,-5,
430542,"Espluga de Francolí, l'",144,110,34,19,23,-4,44,1,43,73,
080771,Esplugues de Llobregat,2304,2748,-444,283,381,-98,775,58,717,175,
170643,Espolla,0,17,-17,0,1,-1,0,0,0,-18,
170656,Esponellà,15,22,-7,1,0,1,6,2,4,-2,
250827,Espot,16,24,-8,2,2,0,7,0,7,-1,
080787,"Espunyola, l'",8,8,0,0,0,0,1,0,1,1,
082541,"Esquirol, l'",98,60,38,2,3,-1,14,2,12,49,
250886,Estamariu,1,2,-1,0,1,-1,2,1,1,-1,
080790,"Estany, l'",8,15,-7,0,3,-3,0,0,0,-10,
250851,Estaràs,4,5,-1,0,0,0,0,0,0,-1,
250864,Esterri d'Àneu,50,47,3,20,21,-1,29,0,29,31,
250870,Esterri de Cardós,1,0,1,0,1,-1,0,0,0,0,
430555,Falset,86,74,12,16,8,8,50,3,47,67,
170059,"Far d'Empordà, el",23,7,16,1,0,1,0,2,-2,15,
250899,Farrera,1,2,-1,0,1,-1,0,0,0,-2,
430568,"Fatarella, la",8,28,-20,2,0,2,4,0,4,-14,
430574,"Febró, la",1,0,1,0,0,0,0,0,0,1,
081347,Figaró-Montmany,72,76,-4,5,6,-1,14,0,14,9,
080804,Fígols,0,5,-5,0,0,0,0,1,-1,-6,
259084,Fígols i Alinyà,3,8,-5,0,0,0,0,1,-1,-6,
430580,"Figuera, la",3,26,-23,0,0,0,0,0,0,-23,
170669,Figueres,1300,1670,-370,380,360,20,1219,62,1157,807,
430593,Figuerola del Camp,10,13,-3,5,2,3,4,0,4,4,
170675,Flaçà,51,44,7,5,0,5,12,3,9,21,
430607,Flix,58,113,-55,9,29,-20,49,1,48,-27,
250925,"Floresta, la",7,11,-4,5,0,5,1,0,1,2,
080826,Fogars de la Selva,228,79,149,6,2,4,7,1,6,159,
080811,Fogars de Montclús,27,10,17,0,0,0,3,0,3,20,
170681,Foixà,10,14,-4,1,0,1,1,2,-1,-4,
080832,Folgueroles,110,62,48,6,2,4,4,0,4,56,
250931,Fondarella,28,37,-9,1,2,-1,4,0,4,-6,
080847,Fonollosa,96,40,56,7,1,6,3,0,3,65,
170694,Fontanals de Cerdanya,15,29,-14,0,0,0,4,0,4,-10,
170708,Fontanilles,8,7,1,1,3,-2,9,0,9,8,
170715,Fontcoberta,73,48,25,1,1,0,7,0,7,32,
080850,Font-rubí,60,45,15,12,9,3,11,1,10,28,
250946,Foradada,12,13,-1,0,8,-8,1,0,1,-8,
179026,Forallac,78,83,-5,8,3,5,9,0,9,9,
430614,Forès,2,6,-4,0,0,0,0,0,0,-4,
170736,Fornells de la Selva,47,61,-14,2,4,-2,0,0,0,-16,
170741,Fortià,27,27,0,0,3,-3,6,0,6,3,
080863,"Franqueses del Vallès, les",1137,822,315,90,117,-27,226,25,201,489,
430629,Freginals,22,14,8,0,2,-2,33,0,33,39,
250962,"Fuliola, la",50,29,21,4,4,0,12,0,12,33,
250978,Fulleda,1,3,-2,0,1,-1,0,0,0,-3,
080902,Gaià,5,7,-2,0,2,-2,0,0,0,-4,
430635,"Galera, la",14,22,-8,2,3,-1,36,0,36,27,
080879,Gallifa,6,12,-6,5,0,5,4,0,4,3,
430640,Gandesa,39,77,-38,13,11,2,103,5,98,62,
430653,Garcia,30,10,20,1,3,-2,14,1,13,31,
430666,"Garidells, els",18,7,11,0,0,0,0,0,0,11,
080885,"Garriga, la",663,430,233,71,64,7,153,13,140,380,
170754,Garrigàs,12,5,7,3,0,3,6,0,6,16,
170767,Garrigoles,4,9,-5,0,0,0,2,0,2,-3,
170773,Garriguella,45,37,8,6,6,0,11,8,3,11,
080898,Gavà,2120,2052,68,269,415,-146,672,64,608,530,
250984,Gavet de la Conca,10,10,0,0,0,0,3,0,3,3,
080919,Gelida,475,254,221,32,51,-19,63,6,57,259,
170789,Ger,30,44,-14,8,1,7,19,0,19,12,
259123,Gimenells i el Pla de la Font,16,19,-3,10,5,5,12,0,12,14,
430672,Ginestar,23,34,-11,3,2,1,40,1,39,29,
170792,Girona,4037,3749,288,769,791,-22,2830,566,2264,2530,
080924,Gironella,98,158,-60,11,17,-6,55,3,52,-14,
080930,Gisclareny,1,3,-2,0,0,0,0,0,0,-2,
430688,Godall,20,22,-2,2,4,-2,39,0,39,35,
250997,Golmés,97,58,39,11,14,-3,14,3,11,47,
170806,Gombrèn,7,13,-6,0,0,0,0,0,0,-6,
251001,Gósol,19,24,-5,0,0,0,0,0,0,-5,
080945,"Granada, la",193,39,154,4,6,-2,12,1,11,163,
251018,"Granadella, la",16,21,-5,2,9,-7,4,0,4,-8,
080958,Granera,4,6,-2,0,0,0,0,0,0,-2,
251023,"Granja d'Escarp, la",14,32,-18,6,9,-3,21,0,21,0,
080961,Granollers,2538,3106,-568,465,499,-34,1404,19,1385,783,
251039,Granyanella,3,3,0,0,0,0,1,0,1,1,
251057,Granyena de les Garrigues,13,5,8,0,0,0,4,1,3,11,
251044,Granyena de Segarra,0,2,-2,0,0,0,0,0,0,-2,
430691,Gratallops,10,12,-2,1,0,1,2,0,2,1,
080977,Gualba,94,59,35,4,5,-1,12,0,12,46,
170813,Gualta,16,30,-14,2,1,1,26,8,18,5,
080996,Guardiola de Berguedà,43,45,-2,5,0,5,13,1,12,15,
430705,"Guiamets, els",7,6,1,0,1,-1,6,0,6,6,
170828,Guils de Cerdanya,41,21,20,6,3,3,7,0,7,30,
251095,Guimerà,21,39,-18,0,1,-1,2,0,2,-17,
259031,"Guingueta d'Àneu, la",24,17,7,3,9,-6,3,0,3,4,
251109,Guissona,156,268,-112,36,51,-15,422,32,390,263,
251116,Guixers,2,7,-5,0,1,-1,1,0,1,-5,
081000,Gurb,123,28,95,10,3,7,9,6,3,105,
430712,Horta de Sant Joan,15,19,-4,10,10,0,13,6,7,3,
081017,"Hospitalet de Llobregat, l'",11357,15176,-3819,1940,2256,-316,7370,504,6866,2731,
081629,"Hostalets de Pierola, els",211,116,95,7,5,2,23,0,23,120,
170834,Hostalric,284,186,98,12,9,3,41,4,37,138,
081022,Igualada,1513,1429,84,242,259,-17,705,32,673,740,
251155,Isona i Conca Dellà,45,47,-2,4,2,2,17,5,12,12,
170849,Isòvol,27,6,21,1,0,1,12,0,12,34,
251137,Ivars d'Urgell,43,56,-13,11,28,-17,41,0,41,11,
251121,Ivars de Noguera,11,13,-2,6,1,5,3,0,3,6,
251142,Ivorra,2,4,-2,0,0,0,2,0,2,0,
170852,Jafre,15,14,1,1,3,-2,11,0,11,10,
170865,"Jonquera, la",83,190,-107,73,47,26,143,15,128,47,
081038,Jorba,77,23,54,2,1,1,1,0,1,56,
259101,Josa i Tuixén,10,9,1,1,0,1,5,1,4,6,
170871,Juià,19,15,4,1,5,-4,14,0,14,14,
251180,Juncosa,9,21,-12,2,7,-5,7,0,7,-10,
251193,Juneda,86,101,-15,14,30,-16,81,0,81,50,
251214,Les,51,36,15,19,14,5,48,0,48,68,
251229,Linyola,80,85,-5,14,38,-24,29,1,28,-1,
081043,"Llacuna, la",37,52,-15,0,6,-6,14,0,14,-7,
170887,Lladó,32,16,16,0,2,-2,3,0,3,17,
251235,Lladorre,8,11,-3,0,1,-1,0,0,0,-4,
251240,Lladurs,3,14,-11,0,0,0,1,0,1,-10,
081056,"Llagosta, la",621,719,-98,92,131,-39,274,28,246,109,
170890,Llagostera,387,210,177,36,27,9,166,13,153,339,
170904,Llambilles,50,28,22,0,4,-4,10,1,9,27,
170911,Llanars,31,28,3,3,7,-4,9,0,9,8,
170926,Llançà,220,146,74,28,26,2,102,1,101,177,
251253,Llardecans,4,7,-3,5,2,3,7,1,6,6,
251266,Llavorsí,23,29,-6,6,3,3,2,0,2,-1,
251207,Lleida,2712,3787,-1075,1482,1934,-452,3869,141,3728,2201,
170932,Llers,47,38,9,10,9,1,13,0,13,23,
251272,Lles de Cerdanya,0,5,-5,0,0,0,0,0,0,-5,
081075,Lliçà d'Amunt,990,598,392,37,68,-31,56,2,54,415,
081081,Lliçà de Vall,426,291,135,10,26,-16,17,1,16,135,
251288,Llimiana,1,7,-6,0,0,0,0,0,0,-6,
081069,Llinars del Vallès,636,467,169,43,43,0,103,48,55,224,
170947,Llívia,87,81,6,7,12,-5,33,1,32,33,
430727,"Lloar, el",1,7,-6,0,1,-1,0,0,0,-7,
251291,Llobera,2,2,0,0,0,0,0,0,0,0,
430733,Llorac,5,6,-1,0,0,0,4,0,4,3,
430748,Llorenç del Penedès,104,61,43,16,14,2,17,1,16,61,
170950,Lloret de Mar,1922,986,936,444,488,-44,2281,120,2161,3053,
170963,"Llosses, les",9,27,-18,2,4,-2,2,0,2,-18,
081094,Lluçà,10,12,-2,0,0,0,3,0,3,1,
171024,Maçanet de Cabrenys,15,32,-17,0,1,-1,3,0,3,-15,
171030,Maçanet de la Selva,501,273,228,30,43,-13,98,2,96,311,
170979,Madremanya,12,13,-1,0,1,-1,1,0,1,-1,
170985,Maià de Montcal,14,15,-1,0,0,0,10,0,10,9,
251333,Maials,14,19,-5,10,2,8,11,0,11,14,
251305,Maldà,13,21,-8,0,0,0,6,0,6,-2,
081108,Malgrat de Mar,1137,783,354,124,137,-13,284,16,268,609,
081115,Malla,15,19,-4,1,0,1,0,0,0,-3,
081120,Manlleu,714,641,73,108,185,-77,416,32,384,380,
081136,Manresa,2621,2209,412,451,482,-31,1576,138,1438,1819,
430764,Marçà,41,21,20,4,2,2,9,2,7,29,
430751,Margalef,2,3,-1,0,0,0,0,0,0,-1,
082423,Marganell,25,15,10,1,1,0,0,0,0,10,
081141,Martorell,1037,1308,-271,218,298,-80,586,45,541,190,
081154,Martorelles,253,253,0,18,34,-16,34,2,32,16,
