Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
250138,Alfarràs,47,84,-37,30,26,4,30,17,13,-20,
250143,Alfés,21,10,11,0,3,-3,4,2,2,10,
430094,Alforja,77,98,-21,4,3,1,9,3,6,-14,
250156,Algerri,9,16,-7,2,3,-1,3,0,3,-5,
250169,Alguaire,66,93,-27,36,14,22,36,35,1,-4,
250175,Alins,4,1,3,0,0,0,3,0,3,6,
430108,Alió,18,6,12,0,2,-2,3,1,2,12,
250194,Almacelles,152,142,10,80,74,6,65,38,27,43,
250208,Almatret,5,25,-20,1,0,1,2,0,2,-17,
250215,Almenar,89,80,9,52,34,18,57,15,42,69,
430115,Almoster,53,44,9,7,1,6,4,3,1,16,
250220,Alòs de Balaguer,5,8,-3,0,0,0,0,0,0,-3,
170062,Alp,96,100,-4,16,10,6,13,23,-10,-8,
080044,Alpens,8,9,-1,0,0,0,1,2,-1,-2,
250236,Alpicat,168,165,3,31,31,0,34,33,1,4,
250241,Alt Àneu,21,19,2,0,5,-5,1,0,1,-2,
430120,Altafulla,283,263,20,43,31,12,42,29,13,45,
170078,Amer,87,72,15,4,8,-4,20,25,-5,6,
430136,"Ametlla de Mar, l'",165,159,6,68,87,-19,89,33,56,43,
080057,"Ametlla del Vallès, l'",420,345,75,36,38,-2,32,45,-13,60,
439060,"Ampolla, l'",146,181,-35,28,31,-3,72,52,20,-18,
430141,Amposta,590,606,-16,198,243,-45,241,201,40,-21,
170084,Anglès,206,191,15,26,28,-2,91,38,53,66,
250273,Anglesola,47,43,4,5,9,-4,8,3,5,5,
250292,Arbeca,52,58,-6,9,17,-8,38,5,33,19,
430167,"Arboç, l'",179,254,-75,23,45,-22,70,34,36,-61,
430154,Arbolí,8,7,1,0,0,0,0,1,-1,0,
170097,Arbúcies,207,249,-42,28,36,-8,126,71,55,5,
080060,Arenys de Mar,742,598,144,108,105,3,122,65,57,204,
080076,Arenys de Munt,350,352,-2,34,24,10,22,22,0,8,
170101,Argelaguer,16,19,-3,0,0,0,5,1,4,1,
080082,Argençola,17,11,6,1,1,0,2,1,1,7,
430173,"Argentera, l'",6,14,-8,4,0,4,2,0,2,-2,
080095,Argentona,493,411,82,69,40,29,46,24,22,133,
170118,"Armentera, l'",35,41,-6,5,3,2,3,1,2,-2,
430189,Arnes,12,10,2,6,10,-4,2,0,2,0,
250313,Arres,1,2,-1,2,0,2,0,0,0,1,
250328,Arsèguel,7,15,-8,0,0,0,0,0,0,-8,
080109,Artés,191,155,36,29,38,-9,44,45,-1,26,
250334,Artesa de Lleida,43,61,-18,12,8,4,8,6,2,-12,
250349,Artesa de Segre,88,106,-18,29,19,10,61,99,-38,-46,
430192,Ascó,56,35,21,5,8,-3,3,0,3,21,
250365,Aspa,2,5,-3,0,0,0,1,0,1,-2,
250371,"Avellanes i Santa Linya, les",21,29,-8,5,0,5,0,0,0,-3,
080116,Avià,94,80,14,6,0,6,3,5,-2,18,
080121,Avinyó,71,66,5,6,14,-8,15,1,14,11,
170123,Avinyonet de Puigventós,77,57,20,4,8,-4,3,2,1,17,
080137,Avinyonet del Penedès,85,67,18,7,11,-4,7,11,-4,10,
080155,Badalona,7301,8642,-1341,1689,1747,-58,5031,2630,2401,1002,
089045,Badia del Vallès,387,501,-114,98,90,8,37,46,-9,-115,
080168,Bagà,125,77,48,3,7,-4,6,11,-5,39,
250390,Baix Pallars,8,18,-10,1,1,0,0,0,0,-10,
250404,Balaguer,520,506,14,150,123,27,277,284,-7,34,
080174,Balenyà,143,151,-8,15,12,3,32,23,9,4,
080180,Balsareny,107,116,-9,8,6,2,18,5,13,6,
430206,Banyeres del Penedès,158,164,-6,12,13,-1,15,8,7,0,
170157,Banyoles,588,559,29,80,119,-39,282,113,169,159,
250411,Barbens,42,26,16,5,3,2,49,17,32,50,
430213,Barberà de la Conca,18,25,-7,3,4,-1,3,4,-1,-9,
082520,Barberà del Vallès,1279,1186,93,205,212,-7,208,133,75,161,
080193,Barcelona,36347,39713,-3366,16613,14870,1743,46366,36439,9927,8304,
250426,"Baronia de Rialb, la",11,11,0,0,1,-1,0,1,-1,-2,
170160,Bàscara,41,43,-2,0,6,-6,3,8,-5,-13,
250447,Bassella,4,8,-4,0,0,0,0,2,-2,-6,
430228,Batea,26,27,-1,10,12,-2,15,8,7,4,
250450,Bausen,2,2,0,0,0,0,0,0,0,0,
080207,Begues,332,223,109,39,55,-16,46,72,-26,67,
170139,Begur,171,186,-15,17,16,1,51,33,18,4,
250463,Belianes,9,11,-2,0,3,-3,3,6,-3,-8,
251706,Bellaguarda,11,2,9,1,0,1,0,0,0,10,
170182,Bellcaire d'Empordà,39,28,11,2,3,-1,6,4,2,12,
250479,Bellcaire d'Urgell,65,57,8,10,5,5,8,1,7,20,
250485,Bell-lloc d'Urgell,35,62,-27,15,3,12,19,24,-5,-20,
250498,Bellmunt d'Urgell,4,6,-2,0,0,0,0,0,0,-2,
430234,Bellmunt del Priorat,16,17,-1,0,1,-1,4,1,3,1,
080214,Bellprat,4,6,-2,0,0,0,0,0,0,-2,
250501,Bellpuig,155,174,-19,48,43,5,68,30,38,24,
430249,Bellvei,144,102,42,3,14,-11,9,20,-11,20,
250518,Bellver de Cerdanya,126,85,41,12,7,5,10,17,-7,39,
250523,Bellvís,45,54,-9,11,12,-1,59,55,4,-6,
250539,Benavent de Segrià,34,40,-6,8,10,-2,4,11,-7,-15,
430252,Benifallet,9,21,-12,1,4,-3,1,2,-1,-16,
430265,Benissanet,38,28,10,4,8,-4,33,2,31,37,
080229,Berga,446,511,-65,63,116,-53,94,111,-17,-135,
170195,Besalú,108,80,28,16,10,6,21,3,18,52,
170209,Bescanó,249,164,85,9,6,3,18,8,10,98,
170216,Beuda,8,13,-5,0,0,0,2,2,0,-5,
080235,Bigues i Riells del Fai,365,401,-36,59,30,29,29,30,-1,-8,
250557,Biosca,4,8,-4,0,0,0,1,1,0,-4,
170221,"Bisbal d'Empordà, la",423,379,44,39,56,-17,139,90,49,76,
430271,"Bisbal de Falset, la",9,10,-1,4,0,4,0,0,0,3,
430287,"Bisbal del Penedès, la",230,214,16,16,17,-1,12,26,-14,1,
172348,Biure,16,10,6,0,1,-1,0,0,0,5,
430290,Blancafort,29,20,9,0,0,0,3,2,1,10,
170237,Blanes,1435,1447,-12,378,346,32,574,673,-99,-79,
170293,Boadella i les Escaules,13,17,-4,2,1,1,3,1,2,-1,
170242,Bolvir,44,28,16,5,3,2,2,14,-12,6,
430304,Bonastre,52,45,7,7,3,4,6,3,3,14,
250576,"Bòrdes, Es",20,13,7,0,7,-7,0,1,-1,-1,
170255,Bordils,82,100,-18,18,5,13,25,20,5,0,
250582,"Borges Blanques, les",218,188,30,46,28,18,42,44,-2,46,
430311,"Borges del Camp, les",94,81,13,6,15,-9,5,15,-10,-6,
170268,Borrassà,40,41,-1,0,0,0,4,3,1,0,
080240,Borredà,35,36,-1,0,0,0,6,0,6,5,
250595,Bossòst,52,45,7,18,20,-2,18,15,3,8,
430326,Bot,5,16,-11,5,1,4,7,7,0,-7,
430332,Botarell,57,39,18,5,6,-1,8,11,-3,14,
250560,Bovera,3,16,-13,1,1,0,0,0,0,-13,
430347,Bràfim,29,31,-2,0,1,-1,9,4,5,2,
170274,Breda,103,123,-20,18,18,0,24,10,14,-6,
080253,"Bruc, el",128,105,23,11,10,1,6,10,-4,20,
080266,"Brull, el",15,4,11,0,0,0,1,2,-1,10,
170280,Brunyola i Sant Martí Sapresa,22,14,8,0,1,-1,1,0,1,8,
430350,Cabacés,15,11,4,1,0,1,3,0,3,8,
250609,Cabanabona,0,3,-3,0,0,0,0,0,0,-3,
170314,Cabanelles,16,15,1,0,0,0,3,5,-2,-1,
170307,Cabanes,66,56,10,4,5,-1,5,6,-1,8,
080272,"Cabanyes, les",60,46,14,4,4,0,1,5,-4,10,
250616,Cabó,4,1,3,0,0,0,1,1,0,3,
430363,Cabra del Camp,72,77,-5,9,5,4,5,4,1,0,
080288,Cabrera d'Anoia,96,86,10,15,9,6,8,2,6,22,
080291,Cabrera de Mar,213,211,2,20,14,6,17,19,-2,6,
080305,Cabrils,290,330,-40,46,32,14,46,85,-39,-65,
170329,Cadaqués,78,91,-13,25,20,5,49,39,10,2,
080312,Calaf,85,105,-20,24,19,5,73,55,18,3,
430379,Calafell,1698,1608,90,182,291,-109,304,666,-362,-381,
080348,Calders,37,43,-6,0,5,-5,7,0,7,-4,
080327,Caldes d'Estrac,206,186,20,23,23,0,43,40,3,23,
170335,Caldes de Malavella,402,354,48,35,37,-2,36,46,-10,36,
080333,Caldes de Montbui,576,595,-19,93,92,1,113,68,45,27,
080351,Calella,912,835,77,117,168,-51,288,425,-137,-111,
080370,Calldetenes,101,113,-12,9,4,5,8,7,1,-6,
080386,Callús,68,96,-28,4,1,3,7,16,-9,-34,
080364,Calonge de Segarra,8,4,4,0,0,0,2,0,2,6,
170340,Calonge i Sant Antoni,581,547,34,80,62,18,222,175,47,99,
250621,Camarasa,25,37,-12,7,2,5,7,1,6,-1,
439039,Camarles,77,71,6,11,14,-3,22,23,-1,2,
430385,Cambrils,1410,1219,191,395,415,-20,536,314,222,393,
170353,Camós,13,18,-5,4,2,2,1,0,1,-2,
170366,Campdevànol,119,110,9,4,18,-14,10,9,1,-4,
170372,Campelles,4,9,-5,2,0,2,4,0,4,1,
080399,Campins,44,31,13,1,0,1,1,0,1,15,
170388,Campllong,37,15,22,0,0,0,1,2,-1,21,
170391,Camprodon,118,102,16,32,20,12,13,8,5,33,
250637,Canejan,5,0,5,1,1,0,1,0,1,6,
170405,Canet d'Adri,30,21,9,5,2,3,4,0,4,16,
080403,Canet de Mar,699,523,176,93,70,23,82,120,-38,161,
439076,"Canonja, la",..,..,..,..,..,..,..,..,..,..,
080410,Canovelles,816,752,64,110,94,16,290,196,94,174,
080425,Cànoves i Samalús,139,105,34,12,21,-9,11,4,7,32,
170412,Cantallops,21,11,10,0,0,0,7,1,6,16,
080431,Canyelles,207,213,-6,33,18,15,18,61,-43,-34,
430398,Capafonts,6,8,-2,0,0,0,0,0,0,-2,
430402,Capçanes,12,8,4,1,3,-2,2,4,-2,0,
080446,Capellades,200,251,-51,15,25,-10,19,19,0,-61,
170427,Capmany,15,17,-2,3,2,1,12,7,5,4,
080459,Capolat,8,7,1,0,0,0,0,0,0,1,
080462,Cardedeu,662,588,74,80,98,-18,91,46,45,101,
080478,Cardona,95,118,-23,7,15,-8,15,5,10,-21,
080484,Carme,23,35,-12,2,0,2,6,1,5,-5,
430419,Caseres,7,5,2,2,8,-6,1,0,1,-3,
170448,Cassà de la Selva,374,322,52,62,41,21,111,159,-48,25,
080497,Casserres,54,58,-4,2,1,1,4,1,3,0,
080575,Castell de l'Areny,5,3,2,0,0,0,0,0,0,2,
259046,Castell de Mur,6,9,-3,0,5,-5,0,0,0,-8,
250642,Castellar de la Ribera,7,1,6,0,0,0,0,3,-3,3,
080522,Castellar de n'Hug,21,15,6,0,0,0,0,0,0,6,
080500,Castellar del Riu,7,5,2,0,0,0,0,0,0,2,
080517,Castellar del Vallès,749,708,41,97,104,-7,98,101,-3,31,
080538,Castellbell i el Vilar,171,233,-62,12,21,-9,14,11,3,-68,
080543,Castellbisbal,376,355,21,60,67,-7,71,47,24,38,
080556,Castellcir,48,37,11,3,3,0,4,5,-1,10,
250674,Castelldans,36,26,10,6,5,1,13,1,12,23,
080569,Castelldefels,2662,2381,281,755,698,57,1263,1621,-358,-20,
080581,Castellet i la Gornal,142,127,15,19,9,10,11,24,-13,12,
170464,Castellfollit de la Roca,35,28,7,10,5,5,9,15,-6,6,
080608,Castellfollit de Riubregós,6,4,2,0,2,-2,0,1,-1,-1,
080594,Castellfollit del Boix,19,10,9,2,0,2,1,1,0,11,
080615,Castellgalí,127,100,27,13,9,4,8,11,-3,28,
080620,Castellnou de Bages,128,42,86,2,7,-5,3,1,2,83,
250680,Castellnou de Seana,27,21,6,1,1,0,21,0,21,27,
170470,Castelló d'Empúries,401,516,-115,93,108,-15,488,446,42,-88,
250693,Castelló de Farfanya,24,25,-1,3,0,3,1,2,-1,1,
080636,Castellolí,17,6,11,2,1,1,0,4,-4,8,
170486,Castell-Platja d'Aro,617,599,18,76,95,-19,334,252,82,81,
250707,Castellserà,21,38,-17,2,0,2,7,1,6,-9,
080641,Castellterçol,121,91,30,16,5,11,15,31,-16,25,
430424,Castellvell del Camp,110,78,32,10,3,7,6,4,2,41,
080654,Castellví de la Marca,57,62,-5,3,1,2,5,5,0,-3,
080667,Castellví de Rosanes,71,103,-32,10,9,1,9,8,1,-30,
430430,"Catllar, el",207,188,19,13,16,-3,29,19,10,26,
250714,Cava,4,3,1,0,0,0,0,0,0,1,
171899,"Cellera de Ter, la",32,70,-38,4,6,-2,12,16,-4,-44,
170499,Celrà,248,187,61,36,26,10,95,54,41,112,
080673,Centelles,241,267,-26,24,19,5,26,22,4,-17,
082687,Cercs,67,55,12,7,1,6,2,4,-2,16,
082665,Cerdanyola del Vallès,1688,1945,-257,331,371,-40,880,925,-45,-342,
080689,Cervelló,436,409,27,36,44,-8,56,58,-2,17,
250729,Cervera,287,286,1,56,92,-36,146,112,34,-1,
250735,Cervià de les Garrigues,15,55,-40,5,2,3,1,3,-2,-39,
170502,Cervià de Ter,48,37,11,1,1,0,6,3,3,14,
170519,Cistella,23,14,9,0,1,-1,2,0,2,10,
250740,Ciutadilla,8,9,-1,1,1,0,0,0,0,-1,
250753,Clariana de Cardener,2,17,-15,0,0,0,0,1,-1,-16,
250766,"Cogul, el",16,9,7,1,0,1,2,1,1,9,
170545,Colera,19,36,-17,2,6,-4,7,0,7,-14,
250772,Coll de Nargó,13,20,-7,1,1,0,3,2,1,-6,
080692,Collbató,216,172,44,11,16,-5,7,20,-13,26,
430458,Colldejou,5,9,-4,0,0,0,0,1,-1,-5,
080706,Collsuspina,14,17,-3,0,1,-1,1,0,1,-3,
170558,Colomers,11,3,8,1,0,1,1,0,1,10,
251636,"Coma i la Pedra, la",15,13,2,0,0,0,0,0,0,2,
251615,Conca de Dalt,22,14,8,2,1,1,8,1,7,16,
430461,Conesa,9,9,0,0,0,0,1,1,0,0,
430477,Constantí,316,347,-31,100,53,47,90,82,8,24,
080713,Copons,8,17,-9,0,0,0,0,0,0,-9,
430483,Corbera d'Ebre,29,22,7,10,4,6,29,2,27,40,
080728,Corbera de Llobregat,637,594,43,67,80,-13,98,61,37,67,
250788,Corbins,60,41,19,15,6,9,12,16,-4,24,
170577,Corçà,48,67,-19,1,2,-1,3,21,-18,-38,
080734,Cornellà de Llobregat,3350,3281,69,552,575,-23,1109,791,318,364,
170561,Cornellà del Terri,115,96,19,5,12,-7,20,12,8,20,
430496,Cornudella de Montsant,43,36,7,4,3,1,6,10,-4,4,
430509,Creixell,224,220,4,28,36,-8,23,8,15,11,
170583,Crespià,22,11,11,2,2,0,1,0,1,12,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",56,77,-21,7,3,4,3,13,-10,-27,
080749,Cubelles,911,856,55,129,132,-3,119,110,9,61,
250791,Cubells,7,4,3,7,3,4,1,2,-1,6,
430516,Cunit,1003,932,71,109,136,-27,147,96,51,95,
170600,Darnius,24,30,-6,5,2,3,7,1,6,3,
170617,Das,13,5,8,1,1,0,1,1,0,8,
439018,Deltebre,284,262,22,74,66,8,133,82,51,81,
080752,Dosrius,326,275,51,29,48,-19,19,13,6,38,
430537,Duesaigües,15,14,1,3,0,3,1,3,-2,2,
170622,"Escala, l'",333,391,-58,57,79,-22,170,42,128,48,
080765,Esparreguera,691,854,-163,120,127,-7,126,158,-32,-202,
170638,Espinelves,7,5,2,0,2,-2,0,0,0,0,
250812,"Espluga Calba, l'",23,18,5,1,1,0,1,36,-35,-30,
430542,"Espluga de Francolí, l'",115,120,-5,6,16,-10,21,8,13,-2,
080771,Esplugues de Llobregat,2171,2209,-38,335,332,3,539,446,93,58,
170643,Espolla,14,10,4,0,0,0,4,1,3,7,
170656,Esponellà,35,32,3,1,3,-2,1,4,-3,-2,
250827,Espot,6,6,0,2,3,-1,3,2,1,0,
080787,"Espunyola, l'",10,16,-6,1,1,0,0,1,-1,-7,
082541,"Esquirol, l'",59,86,-27,5,4,1,8,12,-4,-30,
250886,Estamariu,1,2,-1,0,0,0,2,1,1,0,
080790,"Estany, l'",20,13,7,1,0,1,0,0,0,8,
250851,Estaràs,2,0,2,0,1,-1,0,0,0,1,
250864,Esterri d'Àneu,56,62,-6,7,18,-11,16,22,-6,-23,
250870,Esterri de Cardós,3,4,-1,0,0,0,0,0,0,-1,
430555,Falset,61,83,-22,17,10,7,24,19,5,-10,
170059,"Far d'Empordà, el",21,19,2,1,4,-3,3,3,0,-1,
250899,Farrera,2,3,-1,1,1,0,1,0,1,0,
430568,"Fatarella, la",12,23,-11,2,5,-3,4,0,4,-10,
430574,"Febró, la",2,3,-1,0,0,0,0,0,0,-1,
081347,Figaró-Montmany,72,52,20,5,6,-1,8,22,-14,5,
080804,Fígols,1,4,-3,0,0,0,0,0,0,-3,
259084,Fígols i Alinyà,3,3,0,1,0,1,1,1,0,1,
430580,"Figuera, la",8,10,-2,1,0,1,0,0,0,-1,
170669,Figueres,1640,1759,-119,448,406,42,874,551,323,246,
430593,Figuerola del Camp,16,16,0,1,1,0,0,1,-1,-1,
170675,Flaçà,67,54,13,5,5,0,4,3,1,14,
430607,Flix,93,97,-4,13,25,-12,49,9,40,24,
250925,"Floresta, la",7,12,-5,0,0,0,1,0,1,-4,
080826,Fogars de la Selva,88,79,9,9,4,5,13,2,11,25,
080811,Fogars de Montclús,27,33,-6,3,1,2,3,7,-4,-8,
170681,Foixà,7,10,-3,0,2,-2,1,2,-1,-6,
080832,Folgueroles,69,77,-8,4,3,1,4,6,-2,-9,
250931,Fondarella,27,29,-2,10,10,0,0,1,-1,-3,
080847,Fonollosa,74,63,11,5,0,5,1,1,0,16,
170694,Fontanals de Cerdanya,37,23,14,7,3,4,1,7,-6,12,
170708,Fontanilles,4,12,-8,0,0,0,2,2,0,-8,
170715,Fontcoberta,78,46,32,2,3,-1,3,3,0,31,
080850,Font-rubí,41,58,-17,0,4,-4,9,15,-6,-27,
250946,Foradada,9,7,2,2,2,0,1,0,1,3,
179026,Forallac,94,134,-40,4,7,-3,15,16,-1,-44,
430614,Forès,2,10,-8,0,0,0,0,0,0,-8,
170736,Fornells de la Selva,119,79,40,9,7,2,8,9,-1,41,
170741,Fortià,39,25,14,1,1,0,5,1,4,18,
080863,"Franqueses del Vallès, les",1063,923,140,123,124,-1,154,139,15,154,
430629,Freginals,13,9,4,7,3,4,7,3,4,12,
250962,"Fuliola, la",69,41,28,6,2,4,17,8,9,41,
250978,Fulleda,2,3,-1,0,0,0,0,1,-1,-2,
080902,Gaià,3,8,-5,1,0,1,0,1,-1,-5,
430635,"Galera, la",16,27,-11,5,2,3,10,1,9,1,
080879,Gallifa,9,10,-1,1,1,0,1,6,-5,-6,
430640,Gandesa,49,46,3,13,25,-12,35,85,-50,-59,
430653,Garcia,16,22,-6,10,5,5,8,1,7,6,
430666,"Garidells, els",7,4,3,1,1,0,0,0,0,3,
080885,"Garriga, la",584,441,143,69,68,1,93,85,8,152,
170754,Garrigàs,26,24,2,1,6,-5,8,9,-1,-4,
170767,Garrigoles,11,8,3,0,1,-1,1,0,1,3,
170773,Garriguella,52,64,-12,6,3,3,8,6,2,-7,
080898,Gavà,1843,1642,201,380,387,-7,586,495,91,285,
250984,Gavet de la Conca,15,5,10,1,0,1,0,1,-1,10,
080919,Gelida,264,235,29,46,36,10,49,66,-17,22,
170789,Ger,32,23,9,1,0,1,0,5,-5,5,
259123,Gimenells i el Pla de la Font,32,36,-4,12,4,8,8,11,-3,1,
430672,Ginestar,9,21,-12,10,2,8,7,42,-35,-39,
170792,Girona,4181,3918,263,818,898,-80,1794,2302,-508,-325,
080924,Gironella,144,199,-55,12,18,-6,25,10,15,-46,
080930,Gisclareny,2,2,0,0,0,0,0,0,0,0,
430688,Godall,16,16,0,2,2,0,1,0,1,1,
250997,Golmés,93,56,37,5,12,-7,25,15,10,40,
170806,Gombrèn,8,13,-5,1,0,1,1,0,1,-3,
251001,Gósol,12,18,-6,0,0,0,0,0,0,-6,
080945,"Granada, la",93,62,31,5,13,-8,23,4,19,42,
251018,"Granadella, la",15,23,-8,2,1,1,3,0,3,-4,
080958,Granera,7,4,3,0,0,0,0,0,0,3,
251023,"Granja d'Escarp, la",22,17,5,12,14,-2,29,9,20,23,
080961,Granollers,2618,2758,-140,444,431,13,795,834,-39,-166,
251039,Granyanella,4,3,1,0,0,0,0,0,0,1,
251057,Granyena de les Garrigues,11,4,7,0,0,0,1,2,-1,6,
251044,Granyena de Segarra,4,7,-3,0,0,0,0,0,0,-3,
430691,Gratallops,4,18,-14,2,0,2,9,0,9,-3,
080977,Gualba,114,61,53,7,9,-2,12,8,4,55,
170813,Gualta,17,11,6,7,1,6,38,43,-5,7,
080996,Guardiola de Berguedà,39,53,-14,0,15,-15,5,2,3,-26,
430705,"Guiamets, els",9,19,-10,1,2,-1,1,0,1,-10,
170828,Guils de Cerdanya,29,34,-5,3,5,-2,2,4,-2,-9,
251095,Guimerà,13,21,-8,1,2,-1,3,2,1,-8,
259031,"Guingueta d'Àneu, la",11,17,-6,0,2,-2,3,2,1,-7,
251109,Guissona,179,136,43,68,50,18,232,138,94,155,
251116,Guixers,7,7,0,0,0,0,0,0,0,0,
081000,Gurb,106,72,34,5,5,0,7,7,0,34,
430712,Horta de Sant Joan,15,20,-5,12,12,0,9,9,0,-5,
081017,"Hospitalet de Llobregat, l'",11627,12894,-1267,2248,2155,93,5587,5224,363,-811,
081629,"Hostalets de Pierola, els",195,192,3,18,11,7,21,1,20,30,
170834,Hostalric,199,212,-13,27,23,4,47,77,-30,-39,
081022,Igualada,1413,1349,64,266,293,-27,410,393,17,54,
251155,Isona i Conca Dellà,27,26,1,5,3,2,4,2,2,5,
170849,Isòvol,35,26,9,1,2,-1,1,2,-1,7,
251137,Ivars d'Urgell,20,57,-37,5,12,-7,26,12,14,-30,
251121,Ivars de Noguera,19,15,4,5,2,3,2,1,1,8,
251142,Ivorra,2,3,-1,0,0,0,0,0,0,-1,
170852,Jafre,26,14,12,0,2,-2,7,1,6,16,
170865,"Jonquera, la",125,143,-18,62,42,20,150,54,96,98,
081038,Jorba,48,37,11,1,6,-5,5,1,4,10,
259101,Josa i Tuixén,13,7,6,0,1,-1,0,0,0,5,
170871,Juià,30,35,-5,1,0,1,21,1,20,16,
251180,Juncosa,10,16,-6,3,4,-1,2,1,1,-6,
251193,Juneda,81,82,-1,17,16,1,43,4,39,39,
251214,Les,48,47,1,17,22,-5,11,4,7,3,
251229,Linyola,42,74,-32,20,27,-7,32,49,-17,-56,
081043,"Llacuna, la",30,46,-16,5,2,3,16,1,15,2,
170887,Lladó,55,24,31,1,1,0,1,3,-2,29,
251235,Lladorre,8,7,1,0,0,0,0,0,0,1,
251240,Lladurs,3,13,-10,1,6,-5,0,0,0,-15,
081056,"Llagosta, la",461,606,-145,68,80,-12,111,57,54,-103,
170890,Llagostera,341,373,-32,27,79,-52,93,26,67,-17,
170904,Llambilles,12,21,-9,0,0,0,2,0,2,-7,
170911,Llanars,25,53,-28,0,0,0,5,1,4,-24,
170926,Llançà,165,186,-21,46,13,33,54,59,-5,7,
251253,Llardecans,10,14,-4,1,1,0,1,0,1,-3,
251266,Llavorsí,16,24,-8,7,8,-1,3,10,-7,-16,
251207,Lleida,2882,3059,-177,1766,1735,31,2175,1662,513,367,
170932,Llers,60,55,5,5,4,1,3,3,0,6,
251272,Lles de Cerdanya,10,9,1,0,0,0,1,0,1,2,
081075,Lliçà d'Amunt,672,533,139,56,59,-3,31,67,-36,100,
081081,Lliçà de Vall,268,286,-18,23,21,2,14,25,-11,-27,
251288,Llimiana,7,6,1,2,1,1,0,0,0,2,
081069,Llinars del Vallès,564,446,118,54,55,-1,65,49,16,133,
170947,Llívia,119,104,15,15,11,4,16,4,12,31,
430727,"Lloar, el",2,4,-2,1,0,1,2,0,2,1,
251291,Llobera,1,6,-5,0,1,-1,0,0,0,-6,
430733,Llorac,16,10,6,0,0,0,1,0,1,7,
430748,Llorenç del Penedès,117,76,41,7,8,-1,15,13,2,42,
170950,Lloret de Mar,1138,1350,-212,383,474,-91,1632,914,718,415,
170963,"Llosses, les",15,13,2,1,0,1,0,0,0,3,
081094,Lluçà,7,8,-1,0,1,-1,0,0,0,-2,
171024,Maçanet de Cabrenys,30,29,1,2,1,1,7,0,7,9,
171030,Maçanet de la Selva,362,359,3,38,68,-30,63,12,51,24,
170979,Madremanya,17,8,9,0,0,0,3,4,-1,8,
170985,Maià de Montcal,26,18,8,0,1,-1,7,1,6,13,
251333,Maials,22,22,0,10,8,2,15,1,14,16,
251305,Maldà,4,10,-6,0,0,0,0,0,0,-6,
081108,Malgrat de Mar,714,686,28,123,135,-12,160,107,53,69,
081115,Malla,15,10,5,1,0,1,1,0,1,7,
081120,Manlleu,472,494,-22,99,110,-11,201,220,-19,-52,
081136,Manresa,2217,2244,-27,516,534,-18,808,722,86,41,
