Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
080193,Barcelona,33949,37065,-3116,14800,13095,1705,34593,36374,-1781,-3192
250426,"Baronia de Rialb, la",6,19,-13,0,2,-2,0,7,-7,-22
170160,Bàscara,36,34,2,3,0,3,1,2,-1,4
250447,Bassella,7,8,-1,0,0,0,0,0,0,-1
430228,Batea,33,24,9,10,9,1,5,106,-101,-91
250450,Bausen,0,3,-3,0,0,0,0,0,0,-3
080207,Begues,293,256,37,38,39,-1,33,68,-35,1
170139,Begur,141,185,-44,16,12,4,50,60,-10,-50
250463,Belianes,19,14,5,0,2,-2,1,4,-3,0
251706,Bellaguarda,2,6,-4,1,1,0,0,0,0,-4
170182,Bellcaire d'Empordà,33,42,-9,3,5,-2,0,9,-9,-20
250479,Bellcaire d'Urgell,62,48,14,2,13,-11,11,5,6,9
250485,Bell-lloc d'Urgell,59,63,-4,20,9,11,18,26,-8,-1
250498,Bellmunt d'Urgell,3,8,-5,0,0,0,1,0,1,-4
430234,Bellmunt del Priorat,6,9,-3,1,1,0,0,0,0,-3
080214,Bellprat,0,10,-10,0,0,0,0,0,0,-10
250501,Bellpuig,162,181,-19,35,39,-4,34,15,19,-4
430249,Bellvei,183,147,36,16,11,5,21,13,8,49
250518,Bellver de Cerdanya,76,139,-63,4,11,-7,6,8,-2,-72
250523,Bellvís,51,69,-18,13,9,4,40,36,4,-10
250539,Benavent de Segrià,55,67,-12,19,11,8,3,13,-10,-14
430252,Benifallet,0,12,-12,0,1,-1,0,0,0,-13
430265,Benissanet,24,47,-23,9,8,1,25,21,4,-18
080229,Berga,398,492,-94,64,70,-6,70,96,-26,-126
170195,Besalú,81,73,8,4,9,-5,10,10,0,3
170209,Bescanó,184,172,12,12,15,-3,14,11,3,12
170216,Beuda,22,5,17,0,3,-3,4,7,-3,11
080235,Bigues i Riells del Fai,375,310,65,37,27,10,18,31,-13,62
250557,Biosca,5,6,-1,0,0,0,0,1,-1,-2
170221,"Bisbal d'Empordà, la",371,393,-22,54,60,-6,73,233,-160,-188
430271,"Bisbal de Falset, la",1,1,0,0,0,0,2,1,1,1
430287,"Bisbal del Penedès, la",238,208,30,24,37,-13,14,2,12,29
172348,Biure,13,10,3,1,0,1,0,1,-1,3
430290,Blancafort,13,18,-5,0,2,-2,2,0,2,-5
170237,Blanes,1363,1424,-61,290,302,-12,431,638,-207,-280
170293,Boadella i les Escaules,11,12,-1,0,0,0,2,0,2,1
170242,Bolvir,29,34,-5,3,0,3,2,0,2,0
430304,Bonastre,30,51,-21,3,8,-5,2,14,-12,-38
250576,"Bòrdes, Es",9,6,3,3,2,1,0,2,-2,2
170255,Bordils,93,108,-15,4,5,-1,21,46,-25,-41
250582,"Borges Blanques, les",249,187,62,19,28,-9,31,79,-48,5
430311,"Borges del Camp, les",63,106,-43,4,10,-6,11,4,7,-42
170268,Borrassà,34,28,6,1,1,0,10,0,10,16
080240,Borredà,23,29,-6,1,0,1,2,5,-3,-8
250595,Bossòst,31,55,-24,19,30,-11,1,13,-12,-47
430326,Bot,2,19,-17,4,3,1,1,10,-9,-25
430332,Botarell,44,47,-3,6,4,2,3,12,-9,-10
250560,Bovera,11,6,5,0,1,-1,1,0,1,5
430347,Bràfim,15,27,-12,2,6,-4,9,7,2,-14
170274,Breda,158,153,5,21,12,9,22,17,5,19
080253,"Bruc, el",107,127,-20,10,10,0,3,17,-14,-34
080266,"Brull, el",9,12,-3,1,0,1,0,1,-1,-3
170280,Brunyola i Sant Martí Sapresa,17,16,1,0,3,-3,1,0,1,-1
430350,Cabacés,3,7,-4,0,0,0,2,1,1,-3
250609,Cabanabona,2,15,-13,2,0,2,2,0,2,-9
170314,Cabanelles,18,23,-5,0,2,-2,2,0,2,-5
170307,Cabanes,49,45,4,7,5,2,1,8,-7,-1
080272,"Cabanyes, les",20,38,-18,0,0,0,4,0,4,-14
250616,Cabó,11,5,6,0,1,-1,1,1,0,5
430363,Cabra del Camp,66,95,-29,2,10,-8,2,6,-4,-41
080288,Cabrera d'Anoia,119,92,27,6,7,-1,6,1,5,31
080291,Cabrera de Mar,202,204,-2,33,25,8,22,30,-8,-2
080305,Cabrils,327,298,29,15,31,-16,49,33,16,29
170329,Cadaqués,67,78,-11,21,26,-5,38,111,-73,-89
080312,Calaf,76,99,-23,13,9,4,34,57,-23,-42
430379,Calafell,1415,1600,-185,184,267,-83,303,298,5,-263
080348,Calders,38,51,-13,2,1,1,1,1,0,-12
080327,Caldes d'Estrac,202,169,33,13,21,-8,19,38,-19,6
170335,Caldes de Malavella,407,309,98,41,31,10,35,45,-10,98
080333,Caldes de Montbui,626,603,23,87,102,-15,59,99,-40,-32
080351,Calella,822,852,-30,127,108,19,286,321,-35,-46
080370,Calldetenes,96,141,-45,10,14,-4,9,8,1,-48
080386,Callús,178,83,95,15,8,7,5,13,-8,94
080364,Calonge de Segarra,8,7,1,0,0,0,0,0,0,1
170340,Calonge i Sant Antoni,540,522,18,68,52,16,159,199,-40,-6
250621,Camarasa,22,38,-16,0,6,-6,2,4,-2,-24
439039,Camarles,58,67,-9,6,15,-9,16,4,12,-6
430385,Cambrils,1455,1182,273,370,391,-21,397,617,-220,32
170353,Camós,17,22,-5,0,1,-1,0,2,-2,-8
170366,Campdevànol,72,79,-7,8,5,3,4,6,-2,-6
170372,Campelles,7,11,-4,0,0,0,1,0,1,-3
080399,Campins,44,61,-17,1,4,-3,3,5,-2,-22
170388,Campllong,29,31,-2,5,0,5,4,4,0,3
170391,Camprodon,80,157,-77,17,9,8,9,9,0,-69
250637,Canejan,3,2,1,1,0,1,0,0,0,2
170405,Canet d'Adri,35,16,19,3,5,-2,3,1,2,19
080403,Canet de Mar,586,508,78,57,63,-6,79,84,-5,67
439076,"Canonja, la",300,224,76,28,26,2,16,104,-88,-10
080410,Canovelles,770,804,-34,93,115,-22,202,220,-18,-74
080425,Cànoves i Samalús,162,159,3,8,16,-8,4,9,-5,-10
170412,Cantallops,11,6,5,0,0,0,0,2,-2,3
080431,Canyelles,246,241,5,18,24,-6,21,14,7,6
430398,Capafonts,3,3,0,0,1,-1,0,0,0,-1
430402,Capçanes,10,7,3,0,2,-2,2,2,0,1
080446,Capellades,186,258,-72,32,20,12,8,22,-14,-74
170427,Capmany,32,27,5,1,3,-2,12,3,9,12
080459,Capolat,5,6,-1,0,0,0,0,0,0,-1
080462,Cardedeu,713,610,103,67,65,2,75,83,-8,97
080478,Cardona,85,110,-25,10,21,-11,12,19,-7,-43
080484,Carme,34,28,6,1,1,0,1,0,1,7
430419,Caseres,6,9,-3,1,2,-1,0,0,0,-4
170448,Cassà de la Selva,361,317,44,54,44,10,90,128,-38,16
080497,Casserres,62,66,-4,1,0,1,1,1,0,-3
080575,Castell de l'Areny,6,3,3,0,0,0,0,0,0,3
259046,Castell de Mur,9,11,-2,1,0,1,0,0,0,-1
250642,Castellar de la Ribera,4,9,-5,0,0,0,0,0,0,-5
080522,Castellar de n'Hug,8,16,-8,3,0,3,0,1,-1,-6
080500,Castellar del Riu,7,6,1,0,0,0,0,0,0,1
080517,Castellar del Vallès,637,677,-40,77,72,5,63,104,-41,-76
080538,Castellbell i el Vilar,200,202,-2,19,12,7,4,1,3,8
080543,Castellbisbal,370,342,28,80,74,6,37,71,-34,0
080556,Castellcir,84,56,28,0,1,-1,3,6,-3,24
250674,Castelldans,41,36,5,2,13,-11,8,14,-6,-12
080569,Castelldefels,2718,2227,491,733,588,145,1066,1407,-341,295
080581,Castellet i la Gornal,140,153,-13,10,4,6,12,26,-14,-21
170464,Castellfollit de la Roca,44,46,-2,3,2,1,9,9,0,-1
080608,Castellfollit de Riubregós,4,5,-1,0,0,0,1,1,0,-1
080594,Castellfollit del Boix,14,10,4,2,1,1,0,1,-1,4
080615,Castellgalí,110,114,-4,16,17,-1,2,3,-1,-6
080620,Castellnou de Bages,65,55,10,5,2,3,1,0,1,14
250680,Castellnou de Seana,14,30,-16,1,6,-5,1,2,-1,-22
170470,Castelló d'Empúries,373,477,-104,104,104,0,416,776,-360,-464
250693,Castelló de Farfanya,32,21,11,0,0,0,0,0,0,11
080636,Castellolí,27,21,6,7,0,7,1,0,1,14
170486,Castell-Platja d'Aro,588,617,-29,79,77,2,292,294,-2,-29
250707,Castellserà,31,31,0,3,4,-1,7,1,6,5
080641,Castellterçol,131,110,21,10,3,7,3,23,-20,8
430424,Castellvell del Camp,113,92,21,8,4,4,13,6,7,32
080654,Castellví de la Marca,57,69,-12,5,6,-1,0,9,-9,-22
080667,Castellví de Rosanes,98,72,26,11,11,0,2,1,1,27
430430,"Catllar, el",216,151,65,19,19,0,19,19,0,65
250714,Cava,1,2,-1,1,1,0,0,0,0,-1
171899,"Cellera de Ter, la",55,50,5,8,2,6,8,6,2,13
170499,Celrà,242,240,2,17,14,3,65,65,0,5
080673,Centelles,267,246,21,26,31,-5,13,16,-3,13
082687,Cercs,33,48,-15,2,5,-3,7,5,2,-16
082665,Cerdanyola del Vallès,1697,1798,-101,321,324,-3,684,899,-215,-319
080689,Cervelló,491,397,94,50,47,3,39,61,-22,75
250729,Cervera,223,237,-14,65,77,-12,69,187,-118,-144
250735,Cervià de les Garrigues,18,32,-14,6,3,3,1,0,1,-10
170502,Cervià de Ter,50,26,24,2,3,-1,4,4,0,23
170519,Cistella,19,19,0,0,2,-2,2,5,-3,-5
250740,Ciutadilla,12,6,6,0,0,0,0,4,-4,2
250753,Clariana de Cardener,6,8,-2,0,0,0,0,0,0,-2
250766,"Cogul, el",6,9,-3,0,0,0,2,0,2,-1
170545,Colera,24,29,-5,1,5,-4,6,3,3,-6
250772,Coll de Nargó,11,8,3,2,0,2,7,5,2,7
080692,Collbató,220,158,62,8,16,-8,6,7,-1,53
430458,Colldejou,4,6,-2,1,0,1,0,0,0,-1
080706,Collsuspina,21,22,-1,1,3,-2,1,1,0,-3
170558,Colomers,10,8,2,1,0,1,2,0,2,5
251636,"Coma i la Pedra, la",11,14,-3,0,0,0,0,1,-1,-4
251615,Conca de Dalt,15,19,-4,3,0,3,1,0,1,0
430461,Conesa,4,6,-2,0,0,0,0,0,0,-2
430477,Constantí,270,328,-58,64,62,2,43,35,8,-48
080713,Copons,12,13,-1,0,0,0,1,0,1,0
430483,Corbera d'Ebre,35,41,-6,6,19,-13,9,0,9,-10
080728,Corbera de Llobregat,559,554,5,55,73,-18,66,119,-53,-66
250788,Corbins,44,49,-5,7,6,1,13,4,9,5
170577,Corçà,56,65,-9,4,0,4,7,14,-7,-12
080734,Cornellà de Llobregat,3234,3181,53,486,517,-31,731,1044,-313,-291
170561,Cornellà del Terri,85,110,-25,5,4,1,7,8,-1,-25
430496,Cornudella de Montsant,38,44,-6,1,3,-2,3,12,-9,-17
430509,Creixell,291,259,32,30,49,-19,18,6,12,25
170583,Crespià,9,11,-2,2,1,1,1,1,0,-1
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",64,49,15,7,5,2,7,9,-2,15
080749,Cubelles,860,803,57,103,109,-6,90,97,-7,44
250791,Cubells,6,13,-7,1,1,0,1,5,-4,-11
430516,Cunit,746,808,-62,64,146,-82,75,220,-145,-289
170600,Darnius,31,29,2,4,6,-2,3,2,1,1
170617,Das,13,14,-1,1,0,1,1,1,0,0
439018,Deltebre,293,218,75,58,73,-15,70,326,-256,-196
080752,Dosrius,277,316,-39,16,37,-21,15,25,-10,-70
430537,Duesaigües,12,15,-3,0,1,-1,1,1,0,-4
170622,"Escala, l'",321,389,-68,57,71,-14,117,64,53,-29
080765,Esparreguera,683,835,-152,126,129,-3,77,183,-106,-261
170638,Espinelves,14,15,-1,1,0,1,3,0,3,3
250812,"Espluga Calba, l'",10,9,1,1,3,-2,0,0,0,-1
430542,"Espluga de Francolí, l'",104,103,1,7,19,-12,16,12,4,-7
080771,Esplugues de Llobregat,2157,2056,101,234,287,-53,398,833,-435,-387
170643,Espolla,13,8,5,4,1,3,3,0,3,11
170656,Esponellà,28,18,10,0,1,-1,1,0,1,10
250827,Espot,10,7,3,3,0,3,0,4,-4,2
080787,"Espunyola, l'",8,10,-2,0,0,0,0,0,0,-2
082541,"Esquirol, l'",71,65,6,8,3,5,6,20,-14,-3
250886,Estamariu,6,11,-5,0,0,0,0,1,-1,-6
080790,"Estany, l'",12,10,2,0,2,-2,0,1,-1,-1
250851,Estaràs,22,3,19,0,0,0,0,0,0,19
250864,Esterri d'Àneu,31,27,4,3,15,-12,6,14,-8,-16
250870,Esterri de Cardós,2,3,-1,0,0,0,1,0,1,0
430555,Falset,43,74,-31,4,8,-4,7,9,-2,-37
170059,"Far d'Empordà, el",34,35,-1,0,3,-3,1,0,1,-3
250899,Farrera,5,6,-1,0,0,0,1,4,-3,-4
430568,"Fatarella, la",11,13,-2,5,5,0,2,1,1,-1
430574,"Febró, la",2,8,-6,0,0,0,0,0,0,-6
081347,Figaró-Montmany,82,58,24,6,8,-2,4,7,-3,19
080804,Fígols,0,0,0,0,1,-1,0,0,0,-1
259084,Fígols i Alinyà,6,6,0,2,1,1,0,4,-4,-3
430580,"Figuera, la",10,2,8,0,0,0,0,0,0,8
170669,Figueres,1733,1519,214,466,375,91,608,820,-212,93
430593,Figuerola del Camp,9,15,-6,0,0,0,0,1,-1,-7
170675,Flaçà,52,60,-8,0,5,-5,10,7,3,-10
430607,Flix,92,110,-18,15,18,-3,31,53,-22,-43
250925,"Floresta, la",6,5,1,0,1,-1,0,0,0,0
080826,Fogars de la Selva,105,94,11,20,5,15,9,4,5,31
080811,Fogars de Montclús,37,27,10,4,4,0,0,5,-5,5
170681,Foixà,10,7,3,3,1,2,1,0,1,6
080832,Folgueroles,54,50,4,4,4,0,6,2,4,8
250931,Fondarella,51,32,19,4,4,0,5,1,4,23
080847,Fonollosa,65,87,-22,2,1,1,4,3,1,-20
170694,Fontanals de Cerdanya,32,50,-18,3,2,1,6,2,4,-13
170708,Fontanilles,10,7,3,0,0,0,3,1,2,5
170715,Fontcoberta,50,49,1,2,3,-1,3,2,1,1
080850,Font-rubí,35,72,-37,1,4,-3,5,13,-8,-48
250946,Foradada,15,15,0,0,1,-1,1,0,1,0
179026,Forallac,127,94,33,6,0,6,11,16,-5,34
430614,Forès,2,5,-3,0,0,0,0,0,0,-3
170736,Fornells de la Selva,87,71,16,4,11,-7,6,3,3,12
170741,Fortià,47,22,25,2,4,-2,3,0,3,26
080863,"Franqueses del Vallès, les",971,1038,-67,106,102,4,141,154,-13,-76
430629,Freginals,4,8,-4,3,5,-2,2,56,-54,-60
250962,"Fuliola, la",51,41,10,10,7,3,4,4,0,13
250978,Fulleda,4,8,-4,0,0,0,1,1,0,-4
080902,Gaià,8,2,6,0,2,-2,2,1,1,5
430635,"Galera, la",15,21,-6,2,4,-2,8,1,7,-1
080879,Gallifa,8,6,2,2,1,1,1,0,1,4
430640,Gandesa,61,57,4,14,16,-2,22,48,-26,-24
430653,Garcia,26,20,6,7,2,5,1,5,-4,7
430666,"Garidells, els",6,9,-3,0,0,0,0,1,-1,-4
080885,"Garriga, la",567,425,142,97,68,29,72,158,-86,85
170754,Garrigàs,31,35,-4,2,2,0,1,1,0,-4
170767,Garrigoles,10,6,4,0,0,0,0,1,-1,3
170773,Garriguella,44,38,6,2,13,-11,11,3,8,3
080898,Gavà,1742,1801,-59,368,328,40,404,520,-116,-135
250984,Gavet de la Conca,14,10,4,2,0,2,1,0,1,7
080919,Gelida,322,286,36,45,27,18,27,51,-24,30
170789,Ger,13,22,-9,0,1,-1,1,17,-16,-26
259123,Gimenells i el Pla de la Font,16,20,-4,16,15,1,3,5,-2,-5
430672,Ginestar,7,18,-11,1,2,-1,5,69,-64,-76
170792,Girona,4032,3728,304,747,747,0,1168,1952,-784,-480
080924,Gironella,108,136,-28,11,25,-14,15,3,12,-30
080930,Gisclareny,1,4,-3,0,0,0,0,0,0,-3
430688,Godall,8,20,-12,3,2,1,2,0,2,-9
250997,Golmés,76,85,-9,7,20,-13,6,17,-11,-33
170806,Gombrèn,4,7,-3,1,1,0,1,1,0,-3
251001,Gósol,9,8,1,0,1,-1,0,0,0,0
080945,"Granada, la",91,86,5,8,6,2,9,8,1,8
251018,"Granadella, la",8,17,-9,0,3,-3,11,2,9,-3
080958,Granera,7,1,6,0,0,0,0,0,0,6
251023,"Granja d'Escarp, la",12,25,-13,6,8,-2,9,5,4,-11
080961,Granollers,2708,2464,244,403,420,-17,690,838,-148,79
251039,Granyanella,5,2,3,0,0,0,0,0,0,3
251057,Granyena de les Garrigues,3,9,-6,0,0,0,0,1,-1,-7
251044,Granyena de Segarra,9,3,6,0,0,0,0,0,0,6
430691,Gratallops,2,6,-4,1,0,1,0,11,-11,-14
080977,Gualba,95,72,23,10,1,9,4,0,4,36
170813,Gualta,38,30,8,1,2,-1,29,37,-8,-1
080996,Guardiola de Berguedà,32,61,-29,6,5,1,2,0,2,-26
430705,"Guiamets, els",10,11,-1,0,0,0,0,0,0,-1
170828,Guils de Cerdanya,31,58,-27,2,2,0,2,1,1,-26
251095,Guimerà,16,8,8,2,2,0,5,6,-1,7
259031,"Guingueta d'Àneu, la",17,16,1,1,4,-3,0,5,-5,-7
251109,Guissona,190,160,30,63,41,22,135,203,-68,-16
251116,Guixers,6,8,-2,0,0,0,0,1,-1,-3
081000,Gurb,65,79,-14,2,6,-4,3,5,-2,-20
430712,Horta de Sant Joan,21,22,-1,7,21,-14,4,13,-9,-24
081017,"Hospitalet de Llobregat, l'",11681,11662,19,2094,2048,46,4344,5194,-850,-785
081629,"Hostalets de Pierola, els",202,202,0,17,8,9,13,5,8,17
170834,Hostalric,246,178,68,20,12,8,26,72,-46,30
081022,Igualada,1341,1256,85,215,226,-11,270,417,-147,-73
251155,Isona i Conca Dellà,26,32,-6,5,5,0,5,18,-13,-19
170849,Isòvol,15,19,-4,0,6,-6,0,2,-2,-12
251137,Ivars d'Urgell,57,58,-1,4,3,1,8,1,7,7
251121,Ivars de Noguera,5,17,-12,1,3,-2,1,0,1,-13
251142,Ivorra,4,6,-2,0,0,0,0,0,0,-2
170852,Jafre,15,15,0,1,1,0,3,0,3,3
170865,"Jonquera, la",111,138,-27,56,37,19,112,122,-10,-18
081038,Jorba,25,45,-20,2,1,1,1,0,1,-18
259101,Josa i Tuixén,7,17,-10,2,0,2,0,3,-3,-11
170871,Juià,49,68,-19,1,2,-1,9,0,9,-11
251180,Juncosa,10,7,3,0,3,-3,0,0,0,0
251193,Juneda,80,103,-23,16,15,1,31,6,25,3
251214,Les,34,26,8,9,14,-5,10,16,-6,-3
251229,Linyola,84,70,14,3,10,-7,24,10,14,21
081043,"Llacuna, la",19,46,-27,7,1,6,5,1,4,-17
170887,Lladó,47,31,16,2,2,0,1,1,0,16
251235,Lladorre,0,7,-7,1,0,1,0,0,0,-6
251240,Lladurs,16,10,6,2,1,1,0,1,-1,6
081056,"Llagosta, la",513,471,42,73,96,-23,102,122,-20,-1
170890,Llagostera,329,316,13,34,38,-4,85,159,-74,-65
170904,Llambilles,20,15,5,0,0,0,1,1,0,5
170911,Llanars,32,27,5,0,0,0,0,0,0,5
170926,Llançà,138,172,-34,36,40,-4,50,62,-12,-50
251253,Llardecans,8,7,1,4,4,0,0,0,0,1
251266,Llavorsí,21,25,-4,7,0,7,4,1,3,6
251207,Lleida,2695,2646,49,1551,1597,-46,1440,2214,-774,-771
170932,Llers,87,62,25,4,10,-6,6,2,4,23
251272,Lles de Cerdanya,12,16,-4,1,0,1,0,1,-1,-4
081075,Lliçà d'Amunt,645,654,-9,63,65,-2,34,52,-18,-29
081081,Lliçà de Vall,238,303,-65,29,26,3,15,18,-3,-65
251288,Llimiana,5,9,-4,1,0,1,1,1,0,-3
081069,Llinars del Vallès,509,423,86,56,41,15,47,86,-39,62
170947,Llívia,59,108,-49,11,8,3,11,11,0,-46
430727,"Lloar, el",2,6,-4,0,0,0,1,0,1,-3
251291,Llobera,3,8,-5,0,0,0,0,0,0,-5
430733,Llorac,9,6,3,0,4,-4,3,6,-3,-4
430748,Llorenç del Penedès,129,103,26,11,9,2,7,16,-9,19
170950,Lloret de Mar,938,1250,-312,330,383,-53,994,942,52,-313
170963,"Llosses, les",11,13,-2,0,0,0,1,4,-3,-5
081094,Lluçà,26,11,15,0,2,-2,2,0,2,15
171024,Maçanet de Cabrenys,49,22,27,3,2,1,10,1,9,37
171030,Maçanet de la Selva,342,467,-125,35,61,-26,28,25,3,-148
170979,Madremanya,14,13,1,2,0,2,0,0,0,3
170985,Maià de Montcal,25,28,-3,0,0,0,7,14,-7,-10
251333,Maials,20,23,-3,6,6,0,8,1,7,4
251305,Maldà,5,9,-4,0,0,0,2,0,2,-2
081108,Malgrat de Mar,786,722,64,112,125,-13,133,147,-14,37
081115,Malla,11,8,3,0,0,0,0,0,0,3
081120,Manlleu,492,503,-11,84,116,-32,158,264,-106,-149
081136,Manresa,1975,2054,-79,411,504,-93,498,861,-363,-535
430764,Marçà,35,31,4,8,4,4,5,3,2,10
430751,Margalef,12,9,3,0,2,-2,0,0,0,1
082423,Marganell,13,28,-15,0,2,-2,3,0,3,-14
081141,Martorell,985,1034,-49,186,197,-11,257,322,-65,-125
081154,Martorelles,215,282,-67,25,19,6,25,23,2,-59
430770,Mas de Barberans,7,15,-8,0,1,-1,3,11,-8,-17
