Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
172348,Biure,6,8,-2,0,2,-2,6,6,0,-4
430290,Blancafort,11,15,-4,2,1,1,3,1,2,-1
170237,Blanes,1499,1396,103,327,311,16,479,719,-240,-121
170293,Boadella i les Escaules,7,15,-8,0,1,-1,3,2,1,-8
170242,Bolvir,10,33,-23,0,2,-2,2,2,0,-25
430304,Bonastre,53,56,-3,6,2,4,2,1,1,2
250576,"Bòrdes, Es",11,13,-2,1,2,-1,1,0,1,-2
170255,Bordils,67,100,-33,9,5,4,38,12,26,-3
250582,"Borges Blanques, les",233,156,77,29,42,-13,21,29,-8,56
430311,"Borges del Camp, les",84,88,-4,7,8,-1,4,8,-4,-9
170268,Borrassà,30,38,-8,5,4,1,8,4,4,-3
080240,Borredà,16,37,-21,5,0,5,2,0,2,-14
250595,Bossòst,38,40,-2,19,19,0,13,5,8,6
430326,Bot,11,15,-4,1,2,-1,0,2,-2,-7
430332,Botarell,29,52,-23,5,9,-4,3,2,1,-26
250560,Bovera,3,17,-14,0,0,0,1,0,1,-13
430347,Bràfim,33,31,2,4,4,0,6,5,1,3
170274,Breda,129,120,9,6,25,-19,16,16,0,-10
080253,"Bruc, el",109,138,-29,6,4,2,7,1,6,-21
080266,"Brull, el",12,10,2,0,0,0,0,0,0,2
170280,Brunyola i Sant Martí Sapresa,20,19,1,0,2,-2,3,2,1,0
430350,Cabacés,11,13,-2,0,1,-1,0,1,-1,-4
250609,Cabanabona,7,2,5,0,0,0,1,0,1,6
170314,Cabanelles,16,12,4,2,0,2,0,1,-1,5
170307,Cabanes,54,63,-9,6,4,2,9,7,2,-5
080272,"Cabanyes, les",50,38,12,3,3,0,5,5,0,12
250616,Cabó,7,1,6,0,0,0,0,0,0,6
430363,Cabra del Camp,83,93,-10,4,2,2,7,1,6,-2
080288,Cabrera d'Anoia,80,98,-18,7,20,-13,0,11,-11,-42
080291,Cabrera de Mar,223,226,-3,34,27,7,26,11,15,19
080305,Cabrils,360,331,29,30,25,5,34,36,-2,32
170329,Cadaqués,53,65,-12,18,16,2,40,51,-11,-21
080312,Calaf,101,94,7,9,14,-5,42,70,-28,-26
430379,Calafell,1559,1517,42,222,252,-30,269,439,-170,-158
080348,Calders,44,47,-3,2,2,0,1,0,1,-2
080327,Caldes d'Estrac,217,198,19,30,27,3,29,32,-3,19
170335,Caldes de Malavella,294,349,-55,33,29,4,37,53,-16,-67
080333,Caldes de Montbui,629,615,14,96,82,14,90,329,-239,-211
080351,Calella,940,822,118,124,156,-32,252,281,-29,57
080370,Calldetenes,98,77,21,9,4,5,4,7,-3,23
080386,Callús,97,100,-3,3,5,-2,11,12,-1,-6
080364,Calonge de Segarra,4,2,2,0,0,0,0,0,0,2
170340,Calonge i Sant Antoni,564,586,-22,85,63,22,160,313,-153,-153
250621,Camarasa,46,31,15,5,11,-6,4,0,4,13
439039,Camarles,75,70,5,6,9,-3,18,3,15,17
430385,Cambrils,1497,1280,217,385,449,-64,462,468,-6,147
170353,Camós,36,17,19,2,0,2,0,0,0,21
170366,Campdevànol,92,83,9,5,10,-5,4,15,-11,-7
170372,Campelles,3,5,-2,4,0,4,0,0,0,2
080399,Campins,64,26,38,2,1,1,6,0,6,45
170388,Campllong,20,33,-13,1,0,1,1,1,0,-12
170391,Camprodon,136,121,15,10,15,-5,8,10,-2,8
250637,Canejan,2,4,-2,2,5,-3,2,0,2,-3
170405,Canet d'Adri,37,41,-4,3,2,1,4,5,-1,-4
080403,Canet de Mar,598,468,130,60,59,1,79,203,-124,7
439076,"Canonja, la",271,216,55,23,30,-7,29,9,20,68
080410,Canovelles,773,855,-82,103,108,-5,187,236,-49,-136
080425,Cànoves i Samalús,147,133,14,20,13,7,6,13,-7,14
170412,Cantallops,18,23,-5,3,1,2,7,1,6,3
080431,Canyelles,238,215,23,35,31,4,20,18,2,29
430398,Capafonts,3,11,-8,1,0,1,0,0,0,-7
430402,Capçanes,10,10,0,1,2,-1,0,0,0,-1
080446,Capellades,183,187,-4,24,33,-9,10,47,-37,-50
170427,Capmany,21,18,3,2,2,0,7,34,-27,-24
080459,Capolat,5,5,0,0,1,-1,0,0,0,-1
080462,Cardedeu,741,637,104,63,90,-27,57,112,-55,22
080478,Cardona,72,125,-53,15,5,10,8,4,4,-39
080484,Carme,31,44,-13,4,6,-2,3,0,3,-12
430419,Caseres,7,13,-6,0,2,-2,0,0,0,-8
170448,Cassà de la Selva,391,331,60,41,58,-17,91,169,-78,-35
080497,Casserres,72,56,16,6,4,2,4,0,4,22
080575,Castell de l'Areny,8,8,0,0,0,0,0,1,-1,-1
259046,Castell de Mur,2,6,-4,1,0,1,0,0,0,-3
250642,Castellar de la Ribera,0,3,-3,0,0,0,1,0,1,-2
080522,Castellar de n'Hug,9,13,-4,0,3,-3,0,1,-1,-8
080500,Castellar del Riu,7,10,-3,0,0,0,0,0,0,-3
080517,Castellar del Vallès,772,689,83,106,123,-17,79,97,-18,48
080538,Castellbell i el Vilar,166,164,2,10,15,-5,8,6,2,-1
080543,Castellbisbal,352,374,-22,59,93,-34,57,62,-5,-61
080556,Castellcir,73,38,35,0,3,-3,11,1,10,42
250674,Castelldans,23,40,-17,5,4,1,10,15,-5,-21
080569,Castelldefels,2500,2451,49,629,715,-86,1110,1172,-62,-99
080581,Castellet i la Gornal,129,111,18,19,11,8,16,24,-8,18
170464,Castellfollit de la Roca,46,32,14,5,2,3,13,6,7,24
080608,Castellfollit de Riubregós,8,5,3,1,1,0,0,2,-2,1
080594,Castellfollit del Boix,17,14,3,1,1,0,2,1,1,4
080615,Castellgalí,139,120,19,13,11,2,3,14,-11,10
080620,Castellnou de Bages,56,32,24,2,2,0,2,3,-1,23
250680,Castellnou de Seana,36,35,1,3,5,-2,6,1,5,4
170470,Castelló d'Empúries,447,501,-54,105,93,12,446,300,146,104
250693,Castelló de Farfanya,27,20,7,2,1,1,1,2,-1,7
080636,Castellolí,15,16,-1,1,2,-1,1,3,-2,-4
170486,Castell-Platja d'Aro,607,556,51,80,101,-21,342,169,173,203
250707,Castellserà,35,35,0,1,2,-1,6,0,6,5
080641,Castellterçol,115,101,14,11,14,-3,10,14,-4,7
430424,Castellvell del Camp,74,90,-16,4,5,-1,4,5,-1,-18
080654,Castellví de la Marca,59,78,-19,5,3,2,9,13,-4,-21
080667,Castellví de Rosanes,92,66,26,8,19,-11,4,6,-2,13
430430,"Catllar, el",191,178,13,15,14,1,10,23,-13,1
250714,Cava,2,3,-1,0,0,0,0,0,0,-1
171899,"Cellera de Ter, la",57,52,5,2,5,-3,3,3,0,2
170499,Celrà,265,219,46,29,25,4,93,91,2,52
080673,Centelles,290,239,51,19,26,-7,20,10,10,54
082687,Cercs,49,57,-8,4,15,-11,3,1,2,-17
082665,Cerdanyola del Vallès,1705,1883,-178,308,360,-52,659,784,-125,-355
080689,Cervelló,470,373,97,57,53,4,24,24,0,101
250729,Cervera,215,262,-47,38,67,-29,69,80,-11,-87
250735,Cervià de les Garrigues,16,23,-7,1,7,-6,0,1,-1,-14
170502,Cervià de Ter,35,32,3,2,2,0,3,1,2,5
170519,Cistella,30,18,12,2,2,0,3,0,3,15
250740,Ciutadilla,10,7,3,0,0,0,0,2,-2,1
250753,Clariana de Cardener,7,14,-7,0,0,0,2,1,1,-6
250766,"Cogul, el",5,6,-1,0,0,0,0,0,0,-1
170545,Colera,15,26,-11,7,2,5,3,2,1,-5
250772,Coll de Nargó,14,14,0,1,1,0,2,8,-6,-6
080692,Collbató,231,149,82,9,15,-6,12,14,-2,74
430458,Colldejou,8,13,-5,0,2,-2,0,1,-1,-8
080706,Collsuspina,12,17,-5,2,0,2,1,4,-3,-6
170558,Colomers,8,8,0,2,0,2,0,1,-1,1
251636,"Coma i la Pedra, la",18,17,1,0,0,0,0,0,0,1
251615,Conca de Dalt,29,16,13,3,0,3,4,0,4,20
430461,Conesa,5,9,-4,3,3,0,0,0,0,-4
430477,Constantí,273,290,-17,60,62,-2,48,135,-87,-106
080713,Copons,7,4,3,0,0,0,0,1,-1,2
430483,Corbera d'Ebre,28,27,1,2,12,-10,17,0,17,8
080728,Corbera de Llobregat,615,581,34,53,99,-46,72,76,-4,-16
250788,Corbins,44,55,-11,22,11,11,9,8,1,1
170577,Corçà,80,84,-4,3,8,-5,10,4,6,-3
080734,Cornellà de Llobregat,3377,3267,110,477,529,-52,815,1347,-532,-474
170561,Cornellà del Terri,114,97,17,9,5,4,2,3,-1,20
430496,Cornudella de Montsant,27,58,-31,3,8,-5,10,8,2,-34
430509,Creixell,291,236,55,31,34,-3,28,13,15,67
170583,Crespià,8,20,-12,1,3,-2,4,0,4,-10
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",68,60,8,5,7,-2,11,4,7,13
080749,Cubelles,912,791,121,98,105,-7,104,125,-21,93
250791,Cubells,21,8,13,3,3,0,0,0,0,13
430516,Cunit,846,995,-149,90,144,-54,101,160,-59,-262
170600,Darnius,39,24,15,4,4,0,4,1,3,18
170617,Das,18,19,-1,1,1,0,0,4,-4,-5
439018,Deltebre,302,257,45,61,71,-10,49,215,-166,-131
080752,Dosrius,292,269,23,18,38,-20,14,31,-17,-14
430537,Duesaigües,16,8,8,1,1,0,0,3,-3,5
170622,"Escala, l'",335,388,-53,78,73,5,141,52,89,41
080765,Esparreguera,793,810,-17,134,113,21,85,128,-43,-39
170638,Espinelves,9,12,-3,1,1,0,0,0,0,-3
250812,"Espluga Calba, l'",11,5,6,0,2,-2,4,4,0,4
430542,"Espluga de Francolí, l'",97,108,-11,18,9,9,29,19,10,8
080771,Esplugues de Llobregat,2241,2220,21,277,306,-29,444,431,13,5
170643,Espolla,9,15,-6,1,0,1,1,0,1,-4
170656,Esponellà,28,23,5,2,4,-2,3,0,3,6
250827,Espot,11,9,2,1,1,0,1,1,0,2
080787,"Espunyola, l'",11,4,7,2,0,2,0,0,0,9
082541,"Esquirol, l'",67,49,18,8,5,3,5,13,-8,13
250886,Estamariu,9,1,8,0,0,0,0,3,-3,5
080790,"Estany, l'",24,10,14,2,4,-2,4,0,4,16
250851,Estaràs,4,13,-9,1,1,0,0,0,0,-9
250864,Esterri d'Àneu,47,32,15,2,9,-7,9,20,-11,-3
250870,Esterri de Cardós,4,5,-1,0,0,0,0,0,0,-1
430555,Falset,72,69,3,12,19,-7,15,11,4,0
170059,"Far d'Empordà, el",26,20,6,5,2,3,2,2,0,9
250899,Farrera,1,9,-8,0,1,-1,0,0,0,-9
430568,"Fatarella, la",3,22,-19,1,2,-1,0,0,0,-20
430574,"Febró, la",2,2,0,0,0,0,0,0,0,0
081347,Figaró-Montmany,94,81,13,12,9,3,6,7,-1,15
080804,Fígols,0,2,-2,0,0,0,1,0,1,-1
259084,Fígols i Alinyà,9,13,-4,0,1,-1,3,4,-1,-6
430580,"Figuera, la",3,8,-5,0,0,0,0,0,0,-5
170669,Figueres,1691,1606,85,467,434,33,684,902,-218,-100
430593,Figuerola del Camp,22,14,8,4,0,4,0,1,-1,11
170675,Flaçà,56,63,-7,4,4,0,7,11,-4,-11
430607,Flix,117,101,16,19,29,-10,23,14,9,15
250925,"Floresta, la",7,8,-1,1,0,1,0,0,0,0
080826,Fogars de la Selva,88,119,-31,6,23,-17,14,7,7,-41
080811,Fogars de Montclús,57,32,25,1,1,0,4,0,4,29
170681,Foixà,22,8,14,0,1,-1,0,2,-2,11
080832,Folgueroles,70,70,0,2,2,0,8,5,3,3
250931,Fondarella,18,18,0,3,7,-4,0,0,0,-4
080847,Fonollosa,57,67,-10,7,4,3,5,0,5,-2
170694,Fontanals de Cerdanya,29,41,-12,4,2,2,1,2,-1,-11
170708,Fontanilles,2,4,-2,2,0,2,1,0,1,1
170715,Fontcoberta,81,32,49,4,1,3,4,3,1,53
080850,Font-rubí,36,58,-22,3,5,-2,7,0,7,-17
250946,Foradada,4,4,0,4,1,3,1,0,1,4
179026,Forallac,97,101,-4,3,4,-1,8,12,-4,-9
430614,Forès,0,1,-1,0,0,0,0,0,0,-1
170736,Fornells de la Selva,87,78,9,7,17,-10,10,19,-9,-10
170741,Fortià,31,16,15,4,3,1,2,12,-10,6
080863,"Franqueses del Vallès, les",1002,1051,-49,108,112,-4,129,155,-26,-79
430629,Freginals,12,25,-13,4,11,-7,8,0,8,-12
250962,"Fuliola, la",26,43,-17,8,6,2,9,4,5,-10
250978,Fulleda,8,4,4,0,0,0,0,0,0,4
080902,Gaià,4,10,-6,2,0,2,0,0,0,-4
430635,"Galera, la",29,24,5,6,7,-1,4,34,-30,-26
080879,Gallifa,10,10,0,0,0,0,0,0,0,0
430640,Gandesa,67,54,13,10,12,-2,21,37,-16,-5
430653,Garcia,16,27,-11,2,2,0,3,10,-7,-18
430666,"Garidells, els",0,8,-8,1,2,-1,1,1,0,-9
080885,"Garriga, la",561,475,86,69,86,-17,69,51,18,87
170754,Garrigàs,45,15,30,0,1,-1,4,0,4,33
170767,Garrigoles,4,13,-9,0,0,0,1,0,1,-8
170773,Garriguella,46,33,13,8,8,0,7,1,6,19
080898,Gavà,1777,1743,34,316,401,-85,456,571,-115,-166
250984,Gavet de la Conca,13,14,-1,0,1,-1,1,0,1,-1
080919,Gelida,341,306,35,38,43,-5,31,47,-16,14
170789,Ger,20,41,-21,0,3,-3,5,2,3,-21
259123,Gimenells i el Pla de la Font,17,30,-13,1,6,-5,3,8,-5,-23
430672,Ginestar,10,35,-25,2,0,2,6,8,-2,-25
170792,Girona,3668,3977,-309,740,807,-67,1313,1494,-181,-557
080924,Gironella,118,147,-29,11,19,-8,11,7,4,-33
080930,Gisclareny,1,3,-2,0,0,0,0,0,0,-2
430688,Godall,8,19,-11,1,6,-5,3,0,3,-13
250997,Golmés,85,45,40,8,8,0,5,31,-26,14
170806,Gombrèn,6,15,-9,0,1,-1,0,0,0,-10
251001,Gósol,16,19,-3,0,1,-1,0,0,0,-4
080945,"Granada, la",101,95,6,7,6,1,9,19,-10,-3
251018,"Granadella, la",26,26,0,3,1,2,4,3,1,3
080958,Granera,1,7,-6,0,0,0,0,0,0,-6
251023,"Granja d'Escarp, la",20,25,-5,9,11,-2,18,14,4,-3
080961,Granollers,2735,2667,68,365,438,-73,716,986,-270,-275
251039,Granyanella,2,3,-1,0,0,0,0,0,0,-1
251057,Granyena de les Garrigues,7,9,-2,0,0,0,2,2,0,-2
251044,Granyena de Segarra,2,5,-3,0,0,0,0,0,0,-3
430691,Gratallops,6,7,-1,0,1,-1,0,0,0,-2
080977,Gualba,89,60,29,10,9,1,8,3,5,35
170813,Gualta,25,20,5,5,0,5,33,37,-4,6
080996,Guardiola de Berguedà,44,60,-16,8,6,2,4,0,4,-10
430705,"Guiamets, els",13,19,-6,0,0,0,0,1,-1,-7
170828,Guils de Cerdanya,45,40,5,6,2,4,1,1,0,9
251095,Guimerà,4,12,-8,0,0,0,0,0,0,-8
259031,"Guingueta d'Àneu, la",6,19,-13,0,4,-4,5,3,2,-15
251109,Guissona,154,153,1,50,46,4,135,173,-38,-33
251116,Guixers,6,2,4,0,0,0,0,0,0,4
081000,Gurb,74,84,-10,3,4,-1,4,5,-1,-12
430712,Horta de Sant Joan,16,20,-4,7,10,-3,4,16,-12,-19
081017,"Hospitalet de Llobregat, l'",11369,12265,-896,2154,2127,27,4773,3695,1078,209
081629,"Hostalets de Pierola, els",220,197,23,8,11,-3,12,6,6,26
170834,Hostalric,192,207,-15,30,46,-16,30,49,-19,-50
081022,Igualada,1289,1342,-53,244,240,4,288,467,-179,-228
251155,Isona i Conca Dellà,28,33,-5,10,6,4,10,1,9,8
170849,Isòvol,13,20,-7,0,1,-1,3,0,3,-5
251137,Ivars d'Urgell,36,46,-10,8,14,-6,8,9,-1,-17
251121,Ivars de Noguera,17,15,2,4,1,3,1,13,-12,-7
251142,Ivorra,5,2,3,0,0,0,0,0,0,3
170852,Jafre,9,24,-15,0,1,-1,2,4,-2,-18
170865,"Jonquera, la",91,144,-53,31,19,12,90,132,-42,-83
081038,Jorba,43,30,13,1,0,1,1,0,1,15
259101,Josa i Tuixén,7,6,1,4,4,0,0,0,0,1
170871,Juià,44,52,-8,1,2,-1,17,1,16,7
251180,Juncosa,9,21,-12,0,1,-1,1,0,1,-12
251193,Juneda,75,72,3,15,20,-5,23,15,8,6
251214,Les,39,56,-17,20,21,-1,6,6,0,-18
251229,Linyola,84,81,3,6,15,-9,33,26,7,1
081043,"Llacuna, la",53,39,14,1,3,-2,4,0,4,16
170887,Lladó,40,27,13,1,1,0,3,2,1,14
251235,Lladorre,8,3,5,1,2,-1,0,0,0,4
251240,Lladurs,13,5,8,0,0,0,0,0,0,8
081056,"Llagosta, la",484,595,-111,90,72,18,91,143,-52,-145
170890,Llagostera,306,289,17,54,63,-9,75,57,18,26
170904,Llambilles,51,27,24,0,1,-1,4,4,0,23
170911,Llanars,24,36,-12,1,2,-1,0,2,-2,-15
170926,Llançà,159,182,-23,34,34,0,62,114,-52,-75
251253,Llardecans,6,6,0,0,2,-2,1,0,1,-1
251266,Llavorsí,11,13,-2,8,5,3,5,2,3,4
251207,Lleida,2908,2898,10,1772,1743,29,1676,1562,114,153
170932,Llers,75,52,23,10,1,9,14,11,3,35
251272,Lles de Cerdanya,10,12,-2,0,2,-2,2,0,2,-2
081075,Lliçà d'Amunt,636,577,59,53,53,0,36,32,4,63
081081,Lliçà de Vall,328,281,47,10,25,-15,22,26,-4,28
251288,Llimiana,3,15,-12,0,0,0,0,0,0,-12
081069,Llinars del Vallès,545,416,129,53,64,-11,50,70,-20,98
170947,Llívia,78,127,-49,10,21,-11,8,5,3,-57
430727,"Lloar, el",4,4,0,0,2,-2,0,0,0,-2
251291,Llobera,8,2,6,2,0,2,0,0,0,8
430733,Llorac,5,13,-8,8,2,6,0,0,0,-2
430748,Llorenç del Penedès,137,118,19,15,4,11,6,16,-10,20
170950,Lloret de Mar,981,1289,-308,353,407,-54,1129,944,185,-177
170963,"Llosses, les",6,9,-3,0,1,-1,0,0,0,-4
081094,Lluçà,5,25,-20,0,1,-1,0,0,0,-21
171024,Maçanet de Cabrenys,25,27,-2,4,1,3,14,0,14,15
171030,Maçanet de la Selva,370,354,16,34,59,-25,30,19,11,2
170979,Madremanya,23,12,11,2,0,2,3,1,2,15
170985,Maià de Montcal,34,25,9,0,1,-1,3,1,2,10
251333,Maials,26,23,3,10,8,2,2,11,-9,-4
251305,Maldà,6,7,-1,0,0,0,0,0,0,-1
081108,Malgrat de Mar,804,801,3,110,149,-39,143,155,-12,-48
081115,Malla,8,13,-5,0,0,0,0,2,-2,-7
081120,Manlleu,528,551,-23,80,107,-27,143,155,-12,-62
081136,Manresa,2109,2281,-172,429,495,-66,543,729,-186,-424
430764,Marçà,27,34,-7,3,3,0,0,2,-2,-9
430751,Margalef,4,4,0,0,0,0,2,1,1,1
082423,Marganell,24,22,2,0,1,-1,2,2,0,1
081141,Martorell,933,996,-63,210,281,-71,304,297,7,-127
081154,Martorelles,202,220,-18,19,32,-13,16,62,-46,-77
430770,Mas de Barberans,15,14,1,1,1,0,5,3,2,3
171002,Masarac,18,14,4,1,1,0,2,0,2,6
430786,Masdenverge,66,66,0,9,0,9,11,7,4,13
