Codi,Literal,Migracions internes  amb la resta de Catalunya  immigracions,Migracions internes  amb la resta de Catalunya  emigracions,Migracions internes  amb la resta de Catalunya  saldo migratori,Migracions internes  amb la resta d'Espanya  immigracions,Migracions internes  amb la resta d'Espanya  emigracions,Migracions internes  amb la resta d'Espanya  saldo migratori,Migracions externes  immigracions,Migracions externes  emigracions,Migracions externes  saldo migratori,Saldo migratori total
170118,"Armentera, l'",52,29,23,2,2,0,16,3,13,36,
430189,Arnes,14,15,-1,2,7,-5,1,0,1,-5,
250313,Arres,1,1,0,0,0,0,0,0,0,0,
250328,Arsèguel,5,1,4,0,0,0,1,0,1,5,
080109,Artés,159,209,-50,26,21,5,36,52,-16,-61,
250334,Artesa de Lleida,35,35,0,4,4,0,4,2,2,2,
250349,Artesa de Segre,80,102,-22,3,12,-9,37,37,0,-31,
430192,Ascó,50,30,20,3,5,-2,3,11,-8,10,
250365,Aspa,4,6,-2,0,0,0,0,0,0,-2,
250371,"Avellanes i Santa Linya, les",12,17,-5,3,0,3,2,1,1,-1,
080116,Avià,84,64,20,3,2,1,16,3,13,34,
080121,Avinyó,72,92,-20,8,4,4,9,5,4,-12,
170123,Avinyonet de Puigventós,83,73,10,3,3,0,10,10,0,10,
080137,Avinyonet del Penedès,72,73,-1,12,6,6,16,3,13,18,
080155,Badalona,6873,7188,-315,1334,1272,62,3137,2605,532,279,
089045,Badia del Vallès,409,465,-56,93,71,22,54,49,5,-29,
080168,Bagà,83,76,7,5,9,-4,7,16,-9,-6,
250390,Baix Pallars,17,17,0,0,3,-3,0,1,-1,-4,
250404,Balaguer,461,458,3,118,154,-36,236,188,48,15,
080174,Balenyà,123,154,-31,9,11,-2,25,15,10,-23,
080180,Balsareny,62,74,-12,13,10,3,4,20,-16,-25,
430206,Banyeres del Penedès,174,205,-31,24,7,17,25,27,-2,-16,
170157,Banyoles,608,585,23,58,91,-33,187,165,22,12,
250411,Barbens,34,19,15,5,2,3,43,15,28,46,
430213,Barberà de la Conca,10,24,-14,3,3,0,4,15,-11,-25,
082520,Barberà del Vallès,1215,1149,66,168,149,19,186,87,99,184,
080193,Barcelona,33069,36971,-3902,16019,12850,3169,46164,34873,11291,10558,
250426,"Baronia de Rialb, la",5,10,-5,2,2,0,2,0,2,-3,
170160,Bàscara,69,45,24,4,3,1,13,1,12,37,
250447,Bassella,12,10,2,3,0,3,0,0,0,5,
430228,Batea,35,30,5,9,8,1,36,6,30,36,
250450,Bausen,4,2,2,4,0,4,1,0,1,7,
080207,Begues,278,251,27,36,23,13,33,42,-9,31,
170139,Begur,118,164,-46,27,22,5,58,42,16,-25,
250463,Belianes,2,18,-16,3,1,2,3,3,0,-14,
251706,Bellaguarda,8,5,3,1,0,1,0,0,0,4,
170182,Bellcaire d'Empordà,41,39,2,1,2,-1,4,7,-3,-2,
250479,Bellcaire d'Urgell,42,63,-21,2,6,-4,1,2,-1,-26,
250485,Bell-lloc d'Urgell,60,48,12,17,11,6,16,15,1,19,
250498,Bellmunt d'Urgell,6,6,0,0,0,0,0,0,0,0,
430234,Bellmunt del Priorat,11,5,6,0,0,0,3,0,3,9,
080214,Bellprat,1,2,-1,0,0,0,3,0,3,2,
250501,Bellpuig,189,154,35,35,27,8,67,35,32,75,
430249,Bellvei,141,135,6,13,11,2,11,20,-9,-1,
250518,Bellver de Cerdanya,113,111,2,11,4,7,17,100,-83,-74,
250523,Bellvís,57,45,12,16,9,7,55,55,0,19,
250539,Benavent de Segrià,29,58,-29,14,11,3,6,2,4,-22,
430252,Benifallet,20,14,6,4,5,-1,5,1,4,9,
430265,Benissanet,23,38,-15,6,6,0,25,31,-6,-21,
080229,Berga,423,399,24,52,48,4,77,76,1,29,
170195,Besalú,84,95,-11,9,14,-5,26,11,15,-1,
170209,Bescanó,164,152,12,8,19,-11,14,6,8,9,
170216,Beuda,21,23,-2,0,0,0,6,0,6,4,
080235,Bigues i Riells del Fai,498,451,47,37,31,6,21,16,5,58,
250557,Biosca,2,9,-7,0,1,-1,0,0,0,-8,
170221,"Bisbal d'Empordà, la",381,381,0,42,61,-19,128,153,-25,-44,
430271,"Bisbal de Falset, la",3,7,-4,0,0,0,0,1,-1,-5,
430287,"Bisbal del Penedès, la",191,203,-12,26,20,6,31,9,22,16,
172348,Biure,7,7,0,0,1,-1,2,2,0,-1,
430290,Blancafort,6,15,-9,0,0,0,1,6,-5,-14,
170237,Blanes,1316,1320,-4,312,269,43,506,517,-11,28,
170293,Boadella i les Escaules,19,13,6,0,0,0,3,2,1,7,
170242,Bolvir,29,37,-8,2,1,1,5,3,2,-5,
430304,Bonastre,38,56,-18,5,1,4,7,2,5,-9,
250576,"Bòrdes, Es",20,11,9,3,1,2,2,0,2,13,
170255,Bordils,56,91,-35,9,5,4,20,28,-8,-39,
250582,"Borges Blanques, les",187,188,-1,38,36,2,43,53,-10,-9,
430311,"Borges del Camp, les",108,117,-9,4,1,3,14,12,2,-4,
170268,Borrassà,29,33,-4,2,0,2,3,2,1,-1,
080240,Borredà,21,38,-17,1,2,-1,11,4,7,-11,
250595,Bossòst,36,40,-4,24,38,-14,11,22,-11,-29,
430326,Bot,13,15,-2,5,6,-1,3,1,2,-1,
430332,Botarell,53,47,6,2,3,-1,11,2,9,14,
250560,Bovera,7,9,-2,0,1,-1,2,0,2,-1,
430347,Bràfim,20,24,-4,3,0,3,7,2,5,4,
170274,Breda,121,116,5,17,7,10,17,12,5,20,
080253,"Bruc, el",114,143,-29,14,6,8,10,9,1,-20,
080266,"Brull, el",14,5,9,1,1,0,0,0,0,9,
170280,Brunyola i Sant Martí Sapresa,12,25,-13,0,0,0,1,1,0,-13,
430350,Cabacés,9,11,-2,0,0,0,0,0,0,-2,
250609,Cabanabona,2,2,0,0,0,0,0,0,0,0,
170314,Cabanelles,24,10,14,0,3,-3,3,0,3,14,
170307,Cabanes,43,55,-12,2,8,-6,14,2,12,-6,
080272,"Cabanyes, les",31,40,-9,2,2,0,2,10,-8,-17,
250616,Cabó,1,3,-2,0,0,0,0,0,0,-2,
430363,Cabra del Camp,76,65,11,4,7,-3,1,2,-1,7,
080288,Cabrera d'Anoia,93,106,-13,7,2,5,14,9,5,-3,
080291,Cabrera de Mar,261,226,35,23,21,2,27,27,0,37,
080305,Cabrils,332,314,18,19,27,-8,71,54,17,27,
170329,Cadaqués,55,76,-21,38,23,15,53,75,-22,-28,
080312,Calaf,117,121,-4,15,8,7,53,54,-1,2,
430379,Calafell,1590,1471,119,187,262,-75,387,331,56,100,
080348,Calders,40,47,-7,0,0,0,1,1,0,-7,
080327,Caldes d'Estrac,222,182,40,12,14,-2,52,15,37,75,
170335,Caldes de Malavella,371,335,36,26,43,-17,56,40,16,35,
080333,Caldes de Montbui,639,507,132,62,59,3,94,121,-27,108,
080351,Calella,920,751,169,130,123,7,300,256,44,220,
080370,Calldetenes,74,99,-25,12,6,6,8,4,4,-15,
080386,Callús,103,77,26,8,14,-6,17,6,11,31,
080364,Calonge de Segarra,3,8,-5,0,0,0,0,0,0,-5,
170340,Calonge i Sant Antoni,601,502,99,47,70,-23,208,93,115,191,
250621,Camarasa,22,35,-13,8,3,5,2,5,-3,-11,
439039,Camarles,85,83,2,20,14,6,39,7,32,40,
430385,Cambrils,1363,1297,66,346,363,-17,552,272,280,329,
170353,Camós,23,20,3,0,0,0,1,2,-1,2,
170366,Campdevànol,77,85,-8,11,9,2,6,2,4,-2,
170372,Campelles,12,1,11,0,0,0,0,1,-1,10,
080399,Campins,25,36,-11,1,6,-5,1,3,-2,-18,
170388,Campllong,28,13,15,5,1,4,2,7,-5,14,
170391,Camprodon,93,124,-31,13,13,0,6,16,-10,-41,
250637,Canejan,0,2,-2,0,0,0,0,0,0,-2,
170405,Canet d'Adri,55,32,23,4,3,1,7,1,6,30,
080403,Canet de Mar,618,494,124,45,66,-21,94,54,40,143,
439076,"Canonja, la",254,232,22,14,29,-15,18,29,-11,-4,
080410,Canovelles,794,813,-19,109,93,16,246,206,40,37,
080425,Cànoves i Samalús,149,173,-24,4,16,-12,9,9,0,-36,
170412,Cantallops,13,25,-12,0,1,-1,9,0,9,-4,
080431,Canyelles,237,240,-3,38,29,9,40,25,15,21,
430398,Capafonts,1,1,0,0,0,0,0,1,-1,-1,
430402,Capçanes,2,9,-7,0,3,-3,0,1,-1,-11,
080446,Capellades,182,222,-40,29,21,8,26,18,8,-24,
170427,Capmany,35,15,20,7,9,-2,11,2,9,27,
080459,Capolat,1,2,-1,0,0,0,0,0,0,-1,
080462,Cardedeu,760,622,138,72,67,5,99,67,32,175,
080478,Cardona,71,141,-70,13,14,-1,14,8,6,-65,
080484,Carme,42,42,0,3,1,2,3,3,0,2,
430419,Caseres,4,7,-3,3,2,1,1,0,1,-1,
170448,Cassà de la Selva,300,326,-26,46,47,-1,114,95,19,-8,
080497,Casserres,53,52,1,2,3,-1,1,3,-2,-2,
080575,Castell de l'Areny,3,4,-1,0,0,0,0,0,0,-1,
259046,Castell de Mur,5,15,-10,0,0,0,0,1,-1,-11,
250642,Castellar de la Ribera,2,10,-8,0,0,0,2,0,2,-6,
080522,Castellar de n'Hug,6,4,2,0,0,0,0,0,0,2,
080500,Castellar del Riu,8,6,2,0,0,0,0,0,0,2,
080517,Castellar del Vallès,838,648,190,84,82,2,81,75,6,198,
080538,Castellbell i el Vilar,188,167,21,11,14,-3,17,39,-22,-4,
080543,Castellbisbal,397,410,-13,44,52,-8,42,100,-58,-79,
080556,Castellcir,49,19,30,1,0,1,4,2,2,33,
250674,Castelldans,21,29,-8,6,9,-3,10,2,8,-3,
080569,Castelldefels,2682,2264,418,674,579,95,1318,1005,313,826,
080581,Castellet i la Gornal,142,153,-11,1,12,-11,7,4,3,-19,
170464,Castellfollit de la Roca,41,49,-8,0,14,-14,6,6,0,-22,
080608,Castellfollit de Riubregós,5,8,-3,1,0,1,0,0,0,-2,
080594,Castellfollit del Boix,26,10,16,0,1,-1,0,0,0,15,
080615,Castellgalí,136,145,-9,18,16,2,7,3,4,-3,
080620,Castellnou de Bages,57,43,14,3,6,-3,3,1,2,13,
250680,Castellnou de Seana,40,23,17,1,3,-2,2,0,2,17,
170470,Castelló d'Empúries,328,456,-128,97,106,-9,408,364,44,-93,
250693,Castelló de Farfanya,29,19,10,1,3,-2,7,2,5,13,
080636,Castellolí,17,17,0,0,0,0,1,6,-5,-5,
170486,Castell-Platja d'Aro,537,624,-87,97,99,-2,331,247,84,-5,
250707,Castellserà,24,26,-2,0,1,-1,3,1,2,-1,
080641,Castellterçol,117,130,-13,7,10,-3,20,8,12,-4,
430424,Castellvell del Camp,101,153,-52,2,8,-6,7,4,3,-55,
080654,Castellví de la Marca,55,52,3,2,2,0,6,5,1,4,
080667,Castellví de Rosanes,139,105,34,8,2,6,2,1,1,41,
430430,"Catllar, el",208,215,-7,20,16,4,22,18,4,1,
250714,Cava,4,7,-3,0,0,0,0,0,0,-3,
171899,"Cellera de Ter, la",43,57,-14,1,4,-3,15,24,-9,-26,
170499,Celrà,224,187,37,22,17,5,98,47,51,93,
080673,Centelles,280,257,23,36,18,18,20,22,-2,39,
082687,Cercs,40,56,-16,0,2,-2,2,3,-1,-19,
082665,Cerdanyola del Vallès,1665,1821,-156,351,245,106,986,713,273,223,
080689,Cervelló,399,430,-31,47,43,4,55,30,25,-2,
250729,Cervera,236,274,-38,53,53,0,77,80,-3,-41,
250735,Cervià de les Garrigues,25,28,-3,2,2,0,1,0,1,-2,
170502,Cervià de Ter,23,47,-24,7,1,6,5,1,4,-14,
170519,Cistella,28,37,-9,2,0,2,0,1,-1,-8,
250740,Ciutadilla,8,15,-7,0,0,0,2,7,-5,-12,
250753,Clariana de Cardener,5,7,-2,0,0,0,0,0,0,-2,
250766,"Cogul, el",12,18,-6,1,1,0,1,0,1,-5,
170545,Colera,26,35,-9,7,1,6,3,3,0,-3,
250772,Coll de Nargó,16,15,1,3,1,2,5,5,0,3,
080692,Collbató,212,220,-8,12,10,2,11,6,5,-1,
430458,Colldejou,5,5,0,1,2,-1,0,0,0,-1,
080706,Collsuspina,14,11,3,3,0,3,1,1,0,6,
170558,Colomers,8,10,-2,0,0,0,2,0,2,0,
251636,"Coma i la Pedra, la",6,13,-7,0,0,0,0,0,0,-7,
251615,Conca de Dalt,16,17,-1,1,4,-3,3,4,-1,-5,
430461,Conesa,5,6,-1,0,3,-3,0,0,0,-4,
430477,Constantí,235,286,-51,72,61,11,54,140,-86,-126,
080713,Copons,15,19,-4,0,1,-1,0,1,-1,-6,
430483,Corbera d'Ebre,16,35,-19,3,1,2,10,33,-23,-40,
080728,Corbera de Llobregat,571,586,-15,46,56,-10,94,54,40,15,
250788,Corbins,43,38,5,13,6,7,13,15,-2,10,
170577,Corçà,74,56,18,3,4,-1,6,12,-6,11,
080734,Cornellà de Llobregat,3099,3115,-16,549,508,41,1019,1134,-115,-90,
170561,Cornellà del Terri,119,77,42,6,5,1,14,3,11,54,
430496,Cornudella de Montsant,31,44,-13,9,7,2,7,4,3,-8,
430509,Creixell,242,273,-31,29,42,-13,20,56,-36,-80,
170583,Crespià,14,10,4,2,4,-2,6,1,5,7,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",59,68,-9,4,3,1,8,8,0,-8,
080749,Cubelles,866,767,99,88,107,-19,125,91,34,114,
250791,Cubells,21,19,2,3,5,-2,1,1,0,0,
430516,Cunit,876,801,75,115,109,6,123,188,-65,16,
170600,Darnius,34,30,4,0,3,-3,4,5,-1,0,
170617,Das,4,6,-2,0,2,-2,2,2,0,-4,
439018,Deltebre,265,297,-32,63,67,-4,71,34,37,1,
080752,Dosrius,264,318,-54,25,28,-3,21,24,-3,-60,
430537,Duesaigües,15,13,2,5,1,4,1,0,1,7,
170622,"Escala, l'",293,364,-71,57,71,-14,159,85,74,-11,
080765,Esparreguera,711,760,-49,131,101,30,120,92,28,9,
170638,Espinelves,23,12,11,0,0,0,0,0,0,11,
250812,"Espluga Calba, l'",6,5,1,0,0,0,2,2,0,1,
430542,"Espluga de Francolí, l'",110,104,6,13,14,-1,16,13,3,8,
080771,Esplugues de Llobregat,2018,1933,85,246,226,20,590,454,136,241,
170643,Espolla,32,14,18,1,5,-4,0,2,-2,12,
170656,Esponellà,25,15,10,1,0,1,2,2,0,11,
250827,Espot,5,5,0,3,2,1,3,4,-1,0,
080787,"Espunyola, l'",10,10,0,0,0,0,0,0,0,0,
082541,"Esquirol, l'",85,57,28,6,6,0,7,3,4,32,
250886,Estamariu,2,6,-4,0,0,0,3,1,2,-2,
080790,"Estany, l'",21,12,9,0,0,0,1,0,1,10,
250851,Estaràs,3,16,-13,0,1,-1,0,1,-1,-15,
250864,Esterri d'Àneu,16,26,-10,6,4,2,10,13,-3,-11,
250870,Esterri de Cardós,1,5,-4,1,0,1,0,1,-1,-4,
430555,Falset,55,66,-11,10,16,-6,22,49,-27,-44,
170059,"Far d'Empordà, el",16,18,-2,1,0,1,2,2,0,-1,
250899,Farrera,9,5,4,0,0,0,0,0,0,4,
430568,"Fatarella, la",10,24,-14,2,4,-2,8,2,6,-10,
430574,"Febró, la",4,3,1,0,0,0,0,0,0,1,
081347,Figaró-Montmany,78,69,9,12,13,-1,11,4,7,15,
080804,Fígols,3,5,-2,0,0,0,0,0,0,-2,
259084,Fígols i Alinyà,3,9,-6,3,0,3,2,2,0,-3,
430580,"Figuera, la",3,11,-8,0,0,0,1,2,-1,-9,
170669,Figueres,1542,1616,-74,474,409,65,899,705,194,185,
430593,Figuerola del Camp,11,16,-5,0,0,0,0,4,-4,-9,
170675,Flaçà,51,80,-29,1,7,-6,0,3,-3,-38,
430607,Flix,75,112,-37,23,18,5,46,106,-60,-92,
250925,"Floresta, la",1,4,-3,4,4,0,0,0,0,-3,
080826,Fogars de la Selva,79,96,-17,4,6,-2,4,5,-1,-20,
080811,Fogars de Montclús,17,36,-19,2,0,2,3,1,2,-15,
170681,Foixà,12,8,4,0,0,0,2,0,2,6,
080832,Folgueroles,73,57,16,1,1,0,3,3,0,16,
250931,Fondarella,23,45,-22,2,9,-7,3,5,-2,-31,
080847,Fonollosa,54,44,10,4,2,2,1,1,0,12,
170694,Fontanals de Cerdanya,20,31,-11,3,4,-1,5,1,4,-8,
170708,Fontanilles,6,3,3,0,2,-2,2,2,0,1,
170715,Fontcoberta,54,46,8,8,2,6,8,4,4,18,
080850,Font-rubí,65,59,6,9,2,7,4,8,-4,9,
250946,Foradada,6,10,-4,0,2,-2,1,0,1,-5,
179026,Forallac,114,83,31,13,12,1,10,13,-3,29,
430614,Forès,1,3,-2,0,0,0,0,0,0,-2,
170736,Fornells de la Selva,118,115,3,6,8,-2,9,16,-7,-6,
170741,Fortià,43,45,-2,1,1,0,5,0,5,3,
080863,"Franqueses del Vallès, les",916,944,-28,76,127,-51,143,167,-24,-103,
430629,Freginals,15,11,4,3,2,1,9,0,9,14,
250962,"Fuliola, la",36,41,-5,1,13,-12,13,7,6,-11,
250978,Fulleda,4,8,-4,0,0,0,0,0,0,-4,
080902,Gaià,3,7,-4,0,1,-1,0,1,-1,-6,
430635,"Galera, la",18,22,-4,1,7,-6,6,0,6,-4,
080879,Gallifa,3,11,-8,1,1,0,2,0,2,-6,
430640,Gandesa,62,59,3,16,22,-6,40,9,31,28,
430653,Garcia,29,17,12,10,6,4,5,0,5,21,
430666,"Garidells, els",13,9,4,1,0,1,1,0,1,6,
080885,"Garriga, la",575,472,103,85,50,35,94,68,26,164,
170754,Garrigàs,40,26,14,3,1,2,4,2,2,18,
170767,Garrigoles,5,5,0,0,0,0,3,0,3,3,
170773,Garriguella,36,40,-4,3,0,3,10,3,7,6,
080898,Gavà,1613,1765,-152,295,299,-4,502,538,-36,-192,
250984,Gavet de la Conca,16,6,10,0,1,-1,3,0,3,12,
080919,Gelida,348,358,-10,32,60,-28,31,22,9,-29,
170789,Ger,19,15,4,2,4,-2,1,1,0,2,
259123,Gimenells i el Pla de la Font,19,30,-11,11,12,-1,5,16,-11,-23,
430672,Ginestar,4,20,-16,0,0,0,7,12,-5,-21,
170792,Girona,3821,3757,64,754,725,29,1603,1529,74,167,
080924,Gironella,117,172,-55,14,14,0,23,57,-34,-89,
080930,Gisclareny,2,0,2,0,0,0,0,0,0,2,
430688,Godall,9,8,1,0,5,-5,6,0,6,2,
250997,Golmés,102,38,64,7,4,3,14,15,-1,66,
170806,Gombrèn,7,11,-4,0,0,0,0,0,0,-4,
251001,Gósol,25,23,2,0,0,0,0,0,0,2,
080945,"Granada, la",140,131,9,1,8,-7,11,11,0,2,
251018,"Granadella, la",23,15,8,1,3,-2,7,7,0,6,
080958,Granera,6,6,0,0,0,0,0,0,0,0,
251023,"Granja d'Escarp, la",8,29,-21,7,11,-4,23,18,5,-20,
080961,Granollers,2538,2436,102,435,382,53,901,818,83,238,
251039,Granyanella,12,1,11,0,1,-1,0,0,0,10,
251057,Granyena de les Garrigues,16,13,3,0,0,0,2,6,-4,-1,
251044,Granyena de Segarra,11,3,8,0,0,0,0,0,0,8,
430691,Gratallops,1,4,-3,1,0,1,4,0,4,2,
080977,Gualba,101,101,0,5,8,-3,5,4,1,-2,
170813,Gualta,12,22,-10,11,1,10,36,30,6,6,
080996,Guardiola de Berguedà,34,53,-19,6,10,-4,2,10,-8,-31,
430705,"Guiamets, els",13,13,0,0,1,-1,2,0,2,1,
170828,Guils de Cerdanya,37,31,6,3,2,1,7,3,4,11,
251095,Guimerà,18,14,4,0,0,0,0,2,-2,2,
259031,"Guingueta d'Àneu, la",3,13,-10,1,0,1,3,1,2,-7,
251109,Guissona,120,232,-112,66,36,30,173,113,60,-22,
251116,Guixers,10,5,5,1,0,1,0,0,0,6,
081000,Gurb,109,92,17,1,2,-1,11,9,2,18,
430712,Horta de Sant Joan,19,25,-6,6,11,-5,10,21,-11,-22,
081017,"Hospitalet de Llobregat, l'",11995,11555,440,2292,1895,397,5908,3037,2871,3708,
081629,"Hostalets de Pierola, els",209,195,14,11,16,-5,9,21,-12,-3,
170834,Hostalric,235,219,16,24,21,3,47,27,20,39,
081022,Igualada,1350,1161,189,268,252,16,371,232,139,344,
251155,Isona i Conca Dellà,35,46,-11,5,1,4,16,11,5,-2,
170849,Isòvol,14,15,-1,0,0,0,0,0,0,-1,
251137,Ivars d'Urgell,53,61,-8,5,2,3,20,19,1,-4,
251121,Ivars de Noguera,15,12,3,4,2,2,1,1,0,5,
251142,Ivorra,11,2,9,0,0,0,0,0,0,9,
170852,Jafre,17,15,2,1,0,1,2,34,-32,-29,
170865,"Jonquera, la",109,130,-21,72,41,31,131,123,8,18,
081038,Jorba,30,37,-7,0,1,-1,5,2,3,-5,
259101,Josa i Tuixén,7,13,-6,1,1,0,0,0,0,-6,
170871,Juià,45,51,-6,1,1,0,4,0,4,-2,
251180,Juncosa,6,9,-3,4,2,2,6,0,6,5,
251193,Juneda,96,94,2,21,23,-2,60,31,29,29,
251214,Les,24,41,-17,14,9,5,20,15,5,-7,
251229,Linyola,85,71,14,8,16,-8,38,30,8,14,
081043,"Llacuna, la",45,46,-1,4,2,2,7,5,2,3,
170887,Lladó,30,48,-18,3,2,1,6,11,-5,-22,
251235,Lladorre,2,2,0,0,1,-1,2,0,2,1,
251240,Lladurs,5,11,-6,2,0,2,0,0,0,-4,
081056,"Llagosta, la",439,541,-102,77,62,15,116,39,77,-10,
170890,Llagostera,334,280,54,39,42,-3,86,135,-49,2,
170904,Llambilles,32,38,-6,1,1,0,1,3,-2,-8,
170911,Llanars,31,29,2,0,0,0,0,0,0,2,
170926,Llançà,184,152,32,39,36,3,72,40,32,67,
251253,Llardecans,5,14,-9,0,0,0,2,4,-2,-11,
251266,Llavorsí,14,11,3,1,0,1,4,4,0,4,
251207,Lleida,2580,2749,-169,1759,1550,209,1957,2636,-679,-639,
170932,Llers,76,63,13,5,11,-6,11,12,-1,6,
251272,Lles de Cerdanya,14,16,-2,1,3,-2,1,3,-2,-6,
081075,Lliçà d'Amunt,686,648,38,48,56,-8,38,42,-4,26,
081081,Lliçà de Vall,294,263,31,13,23,-10,12,24,-12,9,
251288,Llimiana,6,9,-3,0,1,-1,0,1,-1,-5,
081069,Llinars del Vallès,520,423,97,40,52,-12,57,32,25,110,
170947,Llívia,75,62,13,10,9,1,16,6,10,24,
430727,"Lloar, el",2,1,1,0,0,0,1,1,0,1,
251291,Llobera,4,4,0,0,0,0,0,0,0,0,
430733,Llorac,6,15,-9,0,1,-1,0,0,0,-10,
430748,Llorenç del Penedès,119,93,26,6,9,-3,3,5,-2,21,
170950,Lloret de Mar,973,1147,-174,343,331,12,1201,1571,-370,-532,
170963,"Llosses, les",9,18,-9,0,2,-2,0,0,0,-11,
081094,Lluçà,18,16,2,2,5,-3,0,0,0,-1,
171024,Maçanet de Cabrenys,26,42,-16,6,6,0,13,5,8,-8,
171030,Maçanet de la Selva,337,376,-39,57,43,14,51,13,38,13,
170979,Madremanya,12,9,3,0,1,-1,1,0,1,3,
170985,Maià de Montcal,18,37,-19,1,0,1,6,2,4,-14,
251333,Maials,13,12,1,7,3,4,12,5,7,12,
251305,Maldà,8,4,4,0,0,0,1,1,0,4,
081108,Malgrat de Mar,763,752,11,106,118,-12,151,148,3,2,
081115,Malla,16,10,6,0,0,0,1,2,-1,5,
