Any,Codi_ine_5_txt,Codi_ine_6_txt,NomMun,Comarca,AFT,Costa,Muntanya,Poblacio_padro,Superficie_ha,05_SU,05_perce_SU,05_SUC,05_perce_SUC,05_SNC,05_perce_SNC,05_SURB,05_perce_SUR,05_SUD,05_perce_SUD,05_SND,05_perce_SND,05_SNU,05_perce_SNU,06_Class_no_SNU,06_perce_Class_no_snu,07_densitat_pob_km2,08_densitat_pob_urba_Km2,09_Perce_SNC_SU,10_Perce_SUD_SU,11_Perce_SND_SU,012_Qual_SUC_AE,12_A1_SUC,12_A2_SUC,12_A3_SUC,13_Qual_SUC_R,13_R1_SUC,13_R2_SUC,13_R3_SUC,13_R4_SUC,13_R5_SUC,13_R6_SUC,14_Qual_SUC_Altres,14_M1_SUC,14_M2_SUC,14_M3_SUC,15_Qual_SUC_SISTEMES,15_SA_SUC,15_SC_SUC,15_SD_SUC,15_SE_SUC,15_SF_SUC,15_SH_SUC,15_SP_SUC,15_SS_SUC,15_ST_SUC,15_SV_SUC,15_SX0_SUC,15_SX1_SUC,15_SX2_SUC,16_QUAL_snu,16_N1_SNU,16_N2_SNU,16_N3_SNU,16_N4_SNU,17_Sol_resid_habt,18_Sol_AE_habt,19_Zverdes_habt,20_Equip_habt
2018,8039,80399,Campins,Vallès Oriental,MB,0,,515,732.7700,44.4346,6.0639,42.6543,5.8209,1.7803,0.2430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,688.3382,93.9361,44.4346,6.0639,70.6317,1159.0073,4.0065,0.0000,0.0000,1.4919,0.0000,1.4919,0,25.1334,0.6477,0.0000,0.0000,0.8561,0.0000,23.6297,0.0000,0.0000,0.0000,0,16.0611,0.0000,0.0000,0.0000,1.5301,0.0000,0.2754,0.0000,0.0000,0.1071,7.8545,0.0000,3.0857,3.2084,674.2934,10.9182,400.3039,263.0713,0.0000,20.4907,345.1942,152.5139,29.7110
2018,8046,80462,Cardedeu,Vallès Oriental,MB,0,,18165,1229.0400,303.2371,24.6727,267.1406,21.7357,36.0965,2.9370,109.9870,8.9490,105.3256,8.5697,4.6614,0.3793,815.8169,66.3783,413.2240,33.6217,1500.6467,5990.3625,11.9037,34.7337,1.5372,18.0179,15.3742,2.6438,0,138.5536,10.8593,34.4612,0.0000,9.7435,7.7999,75.6897,0.6488,0.1140,0.5349,0,106.3289,0.0000,0.0000,0.0000,13.8271,3.7865,0.4669,0.0000,5.1133,0.1049,18.4104,0.0000,19.7093,48.6969,760.6572,216.7377,540.7957,0.0000,3.1238,131.1045,1008.1634,10.1351,7.6120
2018,8045,80459,Capolat,Berguedà,CC,0,Zona de muntanya,96,3442.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3442.1507,100.0000,0.0000,0.0000,2.8128,,,,,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3333.0220,9.3352,0.0000,3323.6867,0.0000,0.0000,0.0000,0.0000,0.0000
2018,8044,80446,Capellades,Anoia,PE,0,,5211,291.8600,73.5557,25.2022,68.3533,23.4197,5.2023,1.7825,10.8891,3.7309,10.8891,3.7309,0.0000,0.0000,207.4172,71.0669,84.4448,28.9331,1769.9730,7084.4316,7.0727,14.8039,0.0000,16.7764,16.7764,0.0000,0,29.5568,8.7261,6.6690,0.2388,0.9565,1.6747,11.2916,2.4959,0.0000,2.4959,0,19.5586,0.0000,0.0000,0.0000,4.2772,0.0000,0.0000,0.0000,0.0000,0.0000,2.6171,0.0000,5.2673,7.3970,188.1674,144.8921,42.5469,0.0000,0.7284,176.3047,310.6145,5.0223,8.2080
2018,8043,80431,Canyelles,Garraf,PE,0,,4481,1403.8600,198.1339,14.1135,197.5392,14.0712,0.5947,0.0424,274.8160,19.5758,262.1080,18.6705,12.7080,0.9052,930.9084,66.3107,472.9499,33.6893,315.2143,2261.6024,0.3001,132.2884,6.4138,5.0699,2.7802,2.2897,0,109.3429,1.3844,0.4744,0.0000,0.0000,2.0184,105.4658,1.2887,0.0000,1.2887,0,81.9405,0.0000,0.0000,0.0000,8.6511,0.0000,0.7939,0.0000,0.0000,1.0020,38.9756,0.0000,10.5469,21.9710,920.4199,668.1283,229.4612,0.0000,22.8305,40.9812,883.8476,86.9798,19.3063
2018,8035,80351,Calella,Maresme,MB,1,,18728,802.1800,188.5765,23.5079,176.4550,21.9969,12.1215,1.5111,84.4471,10.5272,76.0320,9.4781,8.4151,1.0490,529.1584,65.9649,273.0236,34.0351,2341.4739,9931.2471,6.4279,40.3189,4.4624,6.5171,0.0000,6.5171,0,87.3144,13.2782,25.0501,0.0000,12.1828,3.9759,32.8275,0.0000,0.0000,0.0000,0,80.7430,0.0000,0.0000,0.0000,17.0734,2.0181,0.3833,0.0000,0.0000,0.6662,27.1224,0.0000,12.2158,23.2819,488.8354,93.2589,338.0860,47.4869,10.0036,214.4891,2873.6776,14.4823,9.1165
2018,8042,80425,Cànoves i Samalús,Vallès Oriental,MB,0,,2995,2860.3600,155.1506,5.4242,155.1506,5.4242,0.0000,0.0000,38.6624,1.3517,38.6624,1.3517,0.0000,0.0000,2666.5519,93.2242,193.8130,6.7758,102.7843,1930.3820,0.0000,24.9192,0.0000,0.0000,0.0000,0.0000,0,99.5757,1.5710,0.0000,0.0000,0.0000,2.1180,95.8867,0.0000,0.0000,0.0000,0,55.6882,0.0000,0.0000,0.0000,10.3980,0.0000,0.2606,0.0000,0.0000,0.6600,21.2280,0.0000,7.9887,15.1527,2613.3865,0.0000,2613.3865,0.0000,0.0000,30.0776,0.0000,70.8782,34.7179
2018,8036,80364,Calonge de Segarra,Anoia,CC,0,Zona de muntanya,191,3711.2800,7.6761,0.2068,7.6761,0.2068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3703.6048,99.7932,7.6761,0.2068,5.1415,2488.2493,0.0000,0.0000,0.0000,0.4212,0.2232,0.1980,0,4.1851,1.7950,0.6700,0.0000,0.0000,0.2103,1.5098,0.0659,0.0000,0.0659,0,3.0071,0.0000,0.0000,0.0000,0.8248,0.0000,0.0000,0.0000,0.0000,0.0111,0.5070,0.0000,0.3567,1.3076,3603.0940,1873.9219,0.0000,1712.5933,16.5789,45.6380,453.5182,26.5434,43.1809
2018,8040,80403,Canet de Mar,Maresme,MB,1,,14583,550.1300,119.9646,21.8065,119.4716,21.7169,0.4930,0.0896,69.5407,12.6407,69.5407,12.6407,0.0000,0.0000,360.6279,65.5528,189.5053,34.4472,2619.5097,12156.0876,0.4109,57.9677,0.0000,3.1641,3.1641,0.0000,0,63.3778,16.2516,16.6810,0.0000,6.1253,4.0940,20.2259,4.4719,0.8218,3.6501,0,45.7618,0.0000,0.0000,0.0391,8.6858,2.7880,0.0000,0.0000,0.0000,1.8100,7.4203,0.0000,13.4048,14.4017,293.0388,123.2058,166.8164,3.0166,0.0000,230.0963,4608.8856,5.0883,5.9561
2018,8038,80386,Callús,Bages,CC,0,,2095,1238.7000,46.7023,3.7703,41.1049,3.3184,5.5974,0.4519,38.7293,3.1266,31.4386,2.5380,7.2907,0.5886,1153.2704,93.1031,85.4316,6.8969,167.5472,4485.8601,11.9852,67.3170,15.6110,13.0824,13.0824,0.0000,0,10.6090,4.3177,0.0000,2.0740,0.2994,1.4970,2.4208,0.3350,0.0000,0.3350,0,16.8693,0.0000,0.0000,0.1778,1.5879,0.2317,0.0349,0.0000,0.7465,0.1607,7.0680,0.0000,1.9323,5.1612,1099.4090,698.3342,388.0344,0.4186,12.6218,197.4744,160.1385,33.7377,7.5795
2018,8037,80370,Calldetenes,Osona,CC,0,,2497,571.5300,52.4684,9.1803,46.9513,8.2150,5.5171,0.9653,23.2376,4.0658,23.2376,4.0658,0.0000,0.0000,495.8271,86.7539,75.7060,13.2461,430.4885,4759.0560,10.5151,44.2888,0.0000,1.0439,1.0439,0.0000,0,26.0116,2.1640,0.0000,13.0179,3.8315,0.0000,6.9981,0.0193,0.0000,0.0193,0,19.9100,0.0000,0.0000,0.0000,3.7011,0.0000,0.0000,0.0000,0.6751,0.0000,2.7501,0.0000,5.3939,7.3898,463.4294,445.3441,18.0854,0.0000,0.0000,95.9955,2391.9976,11.0137,14.8223
2018,8034,80348,Calders,Moianès,CC,0,,946,3299.1300,83.6632,2.5359,81.0722,2.4574,2.5910,0.0785,15.2931,0.4635,11.9876,0.3634,3.3055,0.1002,3200.1724,97.0005,98.9562,2.9995,28.5888,1130.7243,3.0969,14.3284,3.9510,0.1768,0.0000,0.1768,0,51.6150,5.2518,1.0062,0.0000,1.4035,0.3354,43.6182,0.0769,0.0769,0.0000,0,29.2542,0.0000,0.0000,0.1246,3.4441,0.0000,0.0000,0.0000,0.0813,0.1409,10.0080,0.0000,5.6800,9.7752,3080.0913,95.5073,2984.1005,0.0000,0.4834,18.3280,5349.2662,105.7932,36.4075
2018,8047,80478,Cardona,Bages,CC,0,,4652,6639.2300,114.9509,1.7314,102.7767,1.5480,12.1743,0.1834,50.3080,0.7577,15.0633,0.2269,35.2446,0.5309,6473.9667,97.5109,165.2589,2.4891,69.7461,4046.9436,10.5908,13.1041,30.6606,21.1276,21.1276,0.0000,0,35.1354,5.3234,11.2245,0.0000,5.5236,2.4145,10.6495,0.0000,0.0000,0.0000,0,48.3785,0.0000,0.0000,0.0132,14.9917,0.0000,0.0000,0.0000,0.0000,0.3587,13.9310,0.0000,7.9221,11.1618,6311.1890,2577.8235,991.1168,2739.6159,2.6329,132.4021,220.1858,29.9462,32.2263
2018,8041,80410,Canovelles,Vallès Oriental,MB,0,,16317,675.5500,200.0781,29.6169,198.2451,29.3456,1.8330,0.2713,60.2368,8.9167,60.2368,8.9167,0.0000,0.0000,415.2381,61.4664,260.3149,38.5336,2451.0719,8155.3149,0.9161,30.1066,0.0000,53.1416,53.1416,0.0000,0,86.1455,0.0000,0.0000,13.2115,0.0000,5.5225,67.4115,0.2022,0.0000,0.2022,0,58.8421,0.0000,0.0000,0.0000,7.7986,0.0545,1.2462,0.0000,0.0000,0.3618,13.9276,0.0000,14.1889,21.3190,402.0322,379.5994,1.4304,0.0000,21.0024,189.4120,307.0474,8.5357,4.7794
2018,8048,80484,Carme,Anoia,PE,0,,783,1132.5000,29.8850,2.6388,29.0816,2.5679,0.8033,0.0709,13.7454,1.2137,13.7454,1.2137,0.0000,0.0000,1088.8713,96.1474,43.6303,3.8526,67.0169,2620.0457,2.6881,45.9942,0.0000,1.5874,1.5874,0.0000,0,19.0478,1.4320,2.3333,0.0000,0.1607,0.7438,14.3779,0.9761,0.0000,0.9761,0,7.4842,0.0000,0.0000,0.0000,1.6102,0.0000,0.0000,0.0000,0.0000,0.0000,0.8768,0.0000,1.8531,3.1441,1082.1273,1055.8362,14.0627,9.8026,2.4258,41.1072,493.2632,11.1986,20.5646
2018,8049,80497,Casserres,Berguedà,CC,0,Zona de muntanya,1572,2954.8500,45.1271,1.5272,44.3634,1.5014,0.7637,0.0258,36.3531,1.2303,36.3531,1.2303,0.0000,0.0000,2873.3652,97.2425,81.4802,2.7575,53.3682,3483.4939,1.6923,80.5570,0.0000,4.8529,4.8529,0.0000,0,22.9900,2.1212,14.2390,0.0000,0.8112,0.0000,5.8186,0.0000,0.0000,0.0000,0,16.5461,0.0000,0.0000,0.0000,2.7321,0.0000,0.0000,0.0000,0.0469,0.6218,2.4231,0.0000,3.0536,7.6686,2859.3143,1700.9428,1158.3716,0.0000,0.0000,68.3776,323.9289,15.4142,17.3795
2018,8050,80500,Castellar del Riu,Berguedà,CC,0,Zona de muntanya,165,3284.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2061,0.1585,5.2061,0.1585,0.0000,0.0000,3279.0730,99.8415,5.2061,0.1585,5.0395,,,,,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3262.0206,2140.0596,562.3618,502.7976,56.8017,0.0000,0.0000,0.0000,0.0000
