ine5,ine6,municipiNom,comarca,provincia,serveiTerritorial,risc,nivell,altura,cens,superficie,,ine5,Codi_ine_6_txt
25051,250518,Bellver de Cerdanya,Cerdanya,Lleida,Alt Pirineu i Aran,sísmic,Obligat,1061,2028,98.12,,8117,81173
25051,250518,Bellver de Cerdanya,Cerdanya,Lleida,Alt Pirineu i Aran,inundacions,Obligat,1061,2028,98.12,,25152,251522
25051,250518,Bellver de Cerdanya,Cerdanya,Lleida,Alt Pirineu i Aran,nevades,Obligat,1061,2028,98.12,,43105,431055
25051,250518,Bellver de Cerdanya,Cerdanya,Lleida,Alt Pirineu i Aran,aeroport,Recomanat,1061,2028,98.12,,17133,171334
25051,250518,Bellver de Cerdanya,Cerdanya,Lleida,Alt Pirineu i Aran,químic,Recomanat,1061,2028,98.12,,17139,171390
25052,250523,Bellvís,Pla d'Urgell,Lleida,Lleida,sísmic,Recomanat,207,2270,46.73,,25906,259062
25052,250523,Bellvís,Pla d'Urgell,Lleida,Lleida,nevades,Recomanat,207,2270,46.73,,25239,252398
25052,250523,Bellvís,Pla d'Urgell,Lleida,Lleida,inundacions,Obligat,207,2270,46.73,,25122,251229
25053,250539,Benavent de Segrià,Segrià,Lleida,Lleida,nevades,Recomanat,234,1506,7.61,,17088,170887
25053,250539,Benavent de Segrià,Segrià,Lleida,Lleida,sísmic,Recomanat,234,1506,7.61,,25123,251235
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,19,717,62.2,,25124,251240
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,19,717,62.2,,17089,170890
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Recomanat,19,717,62.2,,17090,170904
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,19,717,62.2,,17091,170911
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,19,717,62.2,,17092,170926
43025,430252,Benifallet,Baix Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,19,717,62.2,,25125,251253
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,26,1251,23.17,,25126,251266
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,26,1251,23.17,,25120,251207
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Recomanat,26,1251,23.17,,17093,170932
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,26,1251,23.17,,25127,251272
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,26,1251,23.17,,8107,81075
43026,430265,Benissanet,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,26,1251,23.17,,8108,81081
8022,80229,Berga,Berguedà,Barcelona,Catalunya Central,inundacions,Obligat,704,16238,22.54,,25128,251288
8022,80229,Berga,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,704,16238,22.54,,8106,81069
8022,80229,Berga,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,704,16238,22.54,,17094,170947
8022,80229,Berga,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,704,16238,22.54,,25129,251291
17019,170195,Besalú,Garrotxa,Girona,Girona,sísmic,Obligat,151,2437,4.77,,43073,430733
17019,170195,Besalú,Garrotxa,Girona,Girona,incendi forestal,Recomanat,151,2437,4.77,,43074,430748
17019,170195,Besalú,Garrotxa,Girona,Girona,nevades,Recomanat,151,2437,4.77,,17095,170950
17019,170195,Besalú,Garrotxa,Girona,Girona,inundacions,Obligat,151,2437,4.77,,8109,81094
17019,170195,Besalú,Garrotxa,Girona,Girona,territori,Obligat,151,2437,4.77,,17102,171024
17020,170209,Bescanó,Gironès,Girona,Girona,incendi forestal,Obligat,102,4807,36.13,,17103,171030
17020,170209,Bescanó,Gironès,Girona,Girona,transport de mercaderies perilloses,Obligat,102,4807,36.13,,17097,170979
17020,170209,Bescanó,Gironès,Girona,Girona,sísmic,Obligat,102,4807,36.13,,17098,170985
17020,170209,Bescanó,Gironès,Girona,Girona,inundacions,Obligat,102,4807,36.13,,25133,251333
17020,170209,Bescanó,Gironès,Girona,Girona,nevades,Recomanat,102,4807,36.13,,25130,251305
17021,170216,Beuda,Garrotxa,Girona,Girona,nevades,Recomanat,338,193,35.53,,8110,81108
17021,170216,Beuda,Garrotxa,Girona,Girona,sísmic,Obligat,338,193,35.53,,8111,81115
17021,170216,Beuda,Garrotxa,Girona,Girona,incendi forestal,Recomanat,338,193,35.53,,8112,81120
17021,170216,Beuda,Garrotxa,Girona,Girona,inundacions,Recomanat,338,193,35.53,,8113,81136
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,307,8858,28.15,,43076,430764
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,químic,Recomanat,307,8858,28.15,,43075,430751
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,inundacions,Recomanat,307,8858,28.15,,8242,82423
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,307,8858,28.15,,8114,81141
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,307,8858,28.15,,8115,81154
8023,80235,Bigues i Riells,Vallès Oriental,Barcelona,Barcelona,territori,Obligat,307,8858,28.15,,43077,430770
25055,250557,Biosca,Segarra,Lleida,Lleida,sísmic,Recomanat,455,199,66.12,,17100,171002
25055,250557,Biosca,Segarra,Lleida,Lleida,nevades,Obligat,455,199,66.12,,43078,430786
25055,250557,Biosca,Segarra,Lleida,Lleida,inundacions,Recomanat,455,199,66.12,,43079,430799
25055,250557,Biosca,Segarra,Lleida,Lleida,incendi forestal,Obligat,455,199,66.12,,43081,430810
17234,172348,Biure,Alt Empordà,Girona,Girona,transport de mercaderies perilloses,Obligat,81,242,10.01,,8119,81192
17234,172348,Biure,Alt Empordà,Girona,Girona,sísmic,Obligat,81,242,10.01,,25131,251312
17234,172348,Biure,Alt Empordà,Girona,Girona,nevades,Recomanat,81,242,10.01,,17101,171019
17234,172348,Biure,Alt Empordà,Girona,Girona,inundacions,Obligat,81,242,10.01,,25132,251327
17234,172348,Biure,Alt Empordà,Girona,Girona,incendi forestal,Obligat,81,242,10.01,,8120,81206
43029,430290,Blancafort,Conca de Barberà,Tarragona,Tarragona,nevades,Obligat,428,413,14.49,,8121,81213
43029,430290,Blancafort,Conca de Barberà,Tarragona,Tarragona,incendi forestal,Obligat,428,413,14.49,,17104,171045
43029,430290,Blancafort,Conca de Barberà,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,428,413,14.49,,8122,81228
43029,430290,Blancafort,Conca de Barberà,Tarragona,Tarragona,inundacions,Obligat,428,413,14.49,,25134,251348
43029,430290,Blancafort,Conca de Barberà,Tarragona,Tarragona,sísmic,Recomanat,428,413,14.49,,17099,170998
17023,170237,Blanes,Selva,Girona,Girona,inundacions,Obligat,13,39132,17.89,,17105,171058
17023,170237,Blanes,Selva,Girona,Girona,incendi forestal,Obligat,13,39132,17.89,,25135,251351
17023,170237,Blanes,Selva,Girona,Girona,territori,Obligat,13,39132,17.89,,43084,430846
17023,170237,Blanes,Selva,Girona,Girona,contaminació marina,Obligat,13,39132,17.89,,8138,81385
17023,170237,Blanes,Selva,Girona,Girona,sísmic,Obligat,13,39132,17.89,,8123,81234
17023,170237,Blanes,Selva,Girona,Girona,nevades,Obligat,13,39132,17.89,,25137,251370
17029,170293,Boadella i les Escaules,Alt Empordà,Girona,Girona,incendi forestal,Obligat,82,261,10.88,,17106,171061
17029,170293,Boadella i les Escaules,Alt Empordà,Girona,Girona,nevades,Recomanat,82,261,10.88,,8124,81249
17029,170293,Boadella i les Escaules,Alt Empordà,Girona,Girona,inundacions,Obligat,82,261,10.88,,17107,171077
17029,170293,Boadella i les Escaules,Alt Empordà,Girona,Girona,sísmic,Obligat,82,261,10.88,,8128,81287
17024,170242,Bolvir,Cerdanya,Girona,Alt Pirineu i Aran,aeroport,Recomanat,1145,380,10.66,,8127,81271
17024,170242,Bolvir,Cerdanya,Girona,Alt Pirineu i Aran,inundacions,Obligat,1145,380,10.66,,43091,430918
17024,170242,Bolvir,Cerdanya,Girona,Alt Pirineu i Aran,incendi forestal,Recomanat,1145,380,10.66,,17110,171100
17024,170242,Bolvir,Cerdanya,Girona,Alt Pirineu i Aran,nevades,Obligat,1145,380,10.66,,43092,430923
17024,170242,Bolvir,Cerdanya,Girona,Alt Pirineu i Aran,sísmic,Obligat,1145,380,10.66,,17109,171096
43030,430304,Bonastre,Baix Penedès,Tarragona,Tarragona,inundacions,Recomanat,177,641,25,,43086,430862
43030,430304,Bonastre,Baix Penedès,Tarragona,Tarragona,nevades,Recomanat,177,641,25,,43088,430884
43030,430304,Bonastre,Baix Penedès,Tarragona,Tarragona,sísmic,Recomanat,177,641,25,,8125,81252
43030,430304,Bonastre,Baix Penedès,Tarragona,Tarragona,incendi forestal,Obligat,177,641,25,,8130,81304
17025,170255,Bordils,Gironès,Girona,Girona,nevades,Recomanat,42,1710,7.38,,25139,251399
17025,170255,Bordils,Gironès,Girona,Girona,inundacions,Obligat,42,1710,7.38,,8131,81311
17025,170255,Bordils,Gironès,Girona,Girona,sísmic,Obligat,42,1710,7.38,,25140,251403
17025,170255,Bordils,Gironès,Girona,Girona,incendi forestal,Recomanat,42,1710,7.38,,43089,430897
17025,170255,Bordils,Gironès,Girona,Girona,transport de mercaderies perilloses,Recomanat,42,1710,7.38,,25138,251386
17026,170268,Borrassà,Alt Empordà,Girona,Girona,nevades,Recomanat,73,711,9.49,,8126,81265
17026,170268,Borrassà,Alt Empordà,Girona,Girona,sísmic,Obligat,73,711,9.49,,8132,81326
17026,170268,Borrassà,Alt Empordà,Girona,Girona,transport de mercaderies perilloses,Obligat,73,711,9.49,,8133,81332
17026,170268,Borrassà,Alt Empordà,Girona,Girona,incendi forestal,Obligat,73,711,9.49,,8135,81350
8024,80240,Borredà,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,854,503,43.56,,25142,251425
8024,80240,Borredà,Berguedà,Barcelona,Catalunya Central,incendi forestal,Recomanat,854,503,43.56,,25141,251410
8024,80240,Borredà,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,854,503,43.56,,25143,251431
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,transport de mercaderies perilloses,Recomanat,710,1137,28.11,,8136,81363
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,allaus,Obligat,710,1137,28.11,,8137,81379
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,sísmic,Obligat,710,1137,28.11,,43093,430939
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,inundacions,Obligat,710,1137,28.11,,43094,430944
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,incendi forestal,Recomanat,710,1137,28.11,,8129,81290
25059,250595,Bossòst,Aran,Lleida,Alt Pirineu i Aran,nevades,Obligat,710,1137,28.11,,8139,81398
43032,430326,Bot,Terra Alta,Tarragona,Terres de l'Ebre,nuclear,Obligat,286,618,34.64,,25145,251459
43032,430326,Bot,Terra Alta,Tarragona,Terres de l'Ebre,inundacions,Obligat,286,618,34.64,,25025,250254
43032,430326,Bot,Terra Alta,Tarragona,Terres de l'Ebre,sísmic,Recomanat,286,618,34.64,,8140,81402
43032,430326,Bot,Terra Alta,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,286,618,34.64,,8141,81419
43032,430326,Bot,Terra Alta,Tarragona,Terres de l'Ebre,nevades,Recomanat,286,618,34.64,,17111,171117
43033,430332,Botarell,Baix Camp,Tarragona,Tarragona,nevades,Recomanat,196,1101,11.95,,25146,251462
43033,430332,Botarell,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,196,1101,11.95,,43098,430982
43033,430332,Botarell,Baix Camp,Tarragona,Tarragona,nuclear,Obligat,196,1101,11.95,,25148,251484
43033,430332,Botarell,Baix Camp,Tarragona,Tarragona,inundacions,Obligat,196,1101,11.95,,8143,81430
43033,430332,Botarell,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,196,1101,11.95,,17112,171122
25056,250560,Bovera,Garrigues,Lleida,Lleida,contaminació Ebre (Flix),Recomanat,297,275,30.97,,8145,81458
25056,250560,Bovera,Garrigues,Lleida,Lleida,incendi forestal,Obligat,297,275,30.97,,8146,81461
25056,250560,Bovera,Garrigues,Lleida,Lleida,nevades,Recomanat,297,275,30.97,,8147,81477
25056,250560,Bovera,Garrigues,Lleida,Lleida,nuclear,Obligat,297,275,30.97,,25149,251497
25056,250560,Bovera,Garrigues,Lleida,Lleida,sísmic,Recomanat,297,275,30.97,,25150,251500
43034,430347,Bràfim,Alt Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Recomanat,236,665,6.37,,25151,251517
43034,430347,Bràfim,Alt Camp,Tarragona,Tarragona,sísmic,Recomanat,236,665,6.37,,8148,81483
43034,430347,Bràfim,Alt Camp,Tarragona,Tarragona,nevades,Recomanat,236,665,6.37,,8149,81496
17027,170274,Breda,Selva,Girona,Girona,incendi forestal,Obligat,169,3728,5.01,,17114,171143
17027,170274,Breda,Selva,Girona,Girona,nevades,Recomanat,169,3728,5.01,,8144,81445
17027,170274,Breda,Selva,Girona,Girona,sísmic,Obligat,169,3728,5.01,,17115,171156
17027,170274,Breda,Selva,Girona,Girona,transport de mercaderies perilloses,Recomanat,169,3728,5.01,,25155,251556
17027,170274,Breda,Selva,Girona,Girona,inundacions,Recomanat,169,3728,5.01,,8150,81509
17027,170274,Breda,Selva,Girona,Girona,químic,Obligat,169,3728,5.01,,8151,81516
17028,170280,Brunyola,Selva,Girona,Girona,sísmic,Obligat,247,394,36.85,,8152,81521
17028,170280,Brunyola,Selva,Girona,Girona,incendi forestal,Obligat,247,394,36.85,,8153,81537
17028,170280,Brunyola,Selva,Girona,Girona,nevades,Recomanat,247,394,36.85,,25156,251569
43035,430350,Cabacés,Priorat,Tarragona,Tarragona,inundacions,Obligat,358,330,31.21,,17116,171169
43035,430350,Cabacés,Priorat,Tarragona,Tarragona,incendi forestal,Obligat,358,330,31.21,,25157,251575
43035,430350,Cabacés,Priorat,Tarragona,Tarragona,sísmic,Recomanat,358,330,31.21,,8154,81542
43035,430350,Cabacés,Priorat,Tarragona,Tarragona,nevades,Recomanat,358,330,31.21,,8155,81555
43035,430350,Cabacés,Priorat,Tarragona,Tarragona,nuclear,Obligat,358,330,31.21,,17117,171175
25060,250609,Cabanabona,Noguera,Lleida,Lleida,incendi forestal,Obligat,421,82,14.34,,17118,171181
25060,250609,Cabanabona,Noguera,Lleida,Lleida,sísmic,Recomanat,421,82,14.34,,17119,171194
25060,250609,Cabanabona,Noguera,Lleida,Lleida,nevades,Obligat,421,82,14.34,,17121,171215
17031,170314,Cabanelles,Alt Empordà,Girona,Girona,sísmic,Obligat,194,237,44.93,,17120,171208
17031,170314,Cabanelles,Alt Empordà,Girona,Girona,incendi forestal,Obligat,194,237,44.93,,8156,81568
17031,170314,Cabanelles,Alt Empordà,Girona,Girona,nevades,Recomanat,194,237,44.93,,8157,81574
17030,170307,Cabanes,Alt Empordà,Girona,Girona,transport de mercaderies perilloses,Obligat,26,931,15,,17123,171236
17030,170307,Cabanes,Alt Empordà,Girona,Girona,inundacions,Obligat,26,931,15,,17124,171241
17030,170307,Cabanes,Alt Empordà,Girona,Girona,nevades,Recomanat,26,931,15,,17125,171254
17030,170307,Cabanes,Alt Empordà,Girona,Girona,sísmic,Obligat,26,931,15,,8159,81593
25061,250616,Cabó,Alt Urgell,Lleida,Alt Pirineu i Aran,sísmic,Obligat,768,94,79.28,,17126,171267
25061,250616,Cabó,Alt Urgell,Lleida,Alt Pirineu i Aran,nevades,Obligat,768,94,79.28,,43101,431016
25061,250616,Cabó,Alt Urgell,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,768,94,79.28,,17128,171289
43036,430363,Cabra del Camp,Alt Camp,Tarragona,Tarragona,sísmic,Recomanat,493,1109,26.81,,43102,431021
43036,430363,Cabra del Camp,Alt Camp,Tarragona,Tarragona,nevades,Obligat,493,1109,26.81,,17129,171292
43036,430363,Cabra del Camp,Alt Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,493,1109,26.81,,25164,251641
43036,430363,Cabra del Camp,Alt Camp,Tarragona,Tarragona,inundacions,Recomanat,493,1109,26.81,,8160,81607
43036,430363,Cabra del Camp,Alt Camp,Tarragona,Tarragona,incendi forestal,Obligat,493,1109,26.81,,43103,431037
8028,80288,Cabrera d'Anoia,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,299,1348,17.21,,17132,171328
8028,80288,Cabrera d'Anoia,Anoia,Barcelona,Catalunya Central,inundacions,Recomanat,299,1348,17.21,,25165,251654
8028,80288,Cabrera d'Anoia,Anoia,Barcelona,Catalunya Central,nevades,Recomanat,299,1348,17.21,,8161,81614
8028,80288,Cabrera d'Anoia,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,299,1348,17.21,,8163,81635
8029,80291,Cabrera de Mar,Maresme,Barcelona,Barcelona,nevades,Recomanat,104,4522,9.02,,25166,251667
8029,80291,Cabrera de Mar,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,104,4522,9.02,,25167,251673
8029,80291,Cabrera de Mar,Maresme,Barcelona,Barcelona,contaminació marina,Obligat,104,4522,9.02,,43107,431074
8029,80291,Cabrera de Mar,Maresme,Barcelona,Barcelona,inundacions,Obligat,104,4522,9.02,,17134,171349
8029,80291,Cabrera de Mar,Maresme,Barcelona,Barcelona,sísmic,Recomanat,104,4522,9.02,,43112,431129
8030,80305,Cabrils,Maresme,Barcelona,Barcelona,territori,Obligat,147,7250,6.99,,8167,81672
8030,80305,Cabrils,Maresme,Barcelona,Barcelona,nevades,Recomanat,147,7250,6.99,,17135,171352
8030,80305,Cabrils,Maresme,Barcelona,Barcelona,sísmic,Recomanat,147,7250,6.99,,43141,431418
8030,80305,Cabrils,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,147,7250,6.99,,8168,81688
8030,80305,Cabrils,Maresme,Barcelona,Barcelona,inundacions,Obligat,147,7250,6.99,,17136,171365
17032,170329,Cadaqués,Alt Empordà,Girona,Girona,nevades,Recomanat,23,2840,26.52,,25172,251728
17032,170329,Cadaqués,Alt Empordà,Girona,Girona,contaminació marina,Obligat,23,2840,26.52,,17137,171371
17032,170329,Cadaqués,Alt Empordà,Girona,Girona,inundacions,Obligat,23,2840,26.52,,43114,431140
17032,170329,Cadaqués,Alt Empordà,Girona,Girona,sísmic,Recomanat,23,2840,26.52,,17138,171387
17032,170329,Cadaqués,Alt Empordà,Girona,Girona,incendi forestal,Obligat,23,2840,26.52,,43115,431153
8031,80312,Calaf,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,680,3426,9.22,,43116,431166
8031,80312,Calaf,Anoia,Barcelona,Catalunya Central,nevades,Obligat,680,3426,9.22,,43117,431172
8031,80312,Calaf,Anoia,Barcelona,Catalunya Central,aeroport,Recomanat,680,3426,9.22,,43118,431188
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,nevades,Obligat,67,24256,20.18,,8171,81712
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,67,24256,20.18,,25175,251752
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,contaminació marina,Obligat,67,24256,20.18,,25176,251765
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,territori,Obligat,67,24256,20.18,,25177,251771
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,sísmic,Recomanat,67,24256,20.18,,8230,82303
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,inundacions,Obligat,67,24256,20.18,,8172,81727
43037,430379,Calafell,Baix Penedès,Tarragona,Tarragona,incendi forestal,Obligat,67,24256,20.18,,25179,251790
8034,80348,Calders,Moianès,Barcelona,Catalunya Central,territori,Obligat,552,968,33.03,,8175,81751
8034,80348,Calders,Moianès,Barcelona,Catalunya Central,sísmic,Recomanat,552,968,33.03,,17141,171411
8034,80348,Calders,Moianès,Barcelona,Catalunya Central,nevades,Obligat,552,968,33.03,,8174,81748
8034,80348,Calders,Moianès,Barcelona,Catalunya Central,aeroport,Recomanat,552,968,33.03,,25180,251804
8034,80348,Calders,Moianès,Barcelona,Catalunya Central,incendi forestal,Obligat,552,968,33.03,,43119,431191
17033,170335,Caldes de Malavella,Selva,Girona,Girona,transport de mercaderies perilloses,Obligat,84,7166,57.21,,25181,251811
17033,170335,Caldes de Malavella,Selva,Girona,Girona,inundacions,Obligat,84,7166,57.21,,25182,251826
17033,170335,Caldes de Malavella,Selva,Girona,Girona,incendi forestal,Obligat,84,7166,57.21,,8176,81764
17033,170335,Caldes de Malavella,Selva,Girona,Girona,radiològic,Recomanat,84,7166,57.21,,17142,171426
17033,170335,Caldes de Malavella,Selva,Girona,Girona,sísmic,Obligat,84,7166,57.21,,17043,170433
17033,170335,Caldes de Malavella,Selva,Girona,Girona,nevades,Recomanat,84,7166,57.21,,43120,431205
8033,80333,Caldes de Montbui,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,203,17098,37.65,,17143,171432
8033,80333,Caldes de Montbui,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,203,17098,37.65,,8178,81786
8033,80333,Caldes de Montbui,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,203,17098,37.65,,43121,431212
8033,80333,Caldes de Montbui,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,203,17098,37.65,,17144,171447
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,contaminació marina,Obligat,33,2717,0.74,,8179,81799
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,inundacions,Obligat,33,2717,0.74,,43122,431227
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,territori,Obligat,33,2717,0.74,,43123,431233
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,nevades,Recomanat,33,2717,0.74,,25183,251832
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,33,2717,0.74,,43125,431251
8032,80327,Caldes d'Estrac,Maresme,Barcelona,Barcelona,sísmic,Obligat,33,2717,0.74,,25905,259059
8035,80351,Calella,Maresme,Barcelona,Barcelona,territori,Obligat,5,18226,7.86,,25185,251850
8035,80351,Calella,Maresme,Barcelona,Barcelona,sísmic,Obligat,5,18226,7.86,,17145,171450
8035,80351,Calella,Maresme,Barcelona,Barcelona,nevades,Recomanat,5,18226,7.86,,17146,171463
8035,80351,Calella,Maresme,Barcelona,Barcelona,contaminació marina,Obligat,5,18226,7.86,,25186,251863
8035,80351,Calella,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,5,18226,7.86,,17147,171479
8035,80351,Calella,Maresme,Barcelona,Barcelona,inundacions,Obligat,5,18226,7.86,,8180,81803
8037,80370,Calldetenes,Osona,Barcelona,Catalunya Central,sísmic,Obligat,489,2427,5.8,,25913,259139
8037,80370,Calldetenes,Osona,Barcelona,Catalunya Central,inundacions,Recomanat,489,2427,5.8,,17148,171485
8037,80370,Calldetenes,Osona,Barcelona,Catalunya Central,nevades,Obligat,489,2427,5.8,,17149,171498
8038,80386,Callús,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,260,2024,12.13,,43127,431270
8038,80386,Callús,Bages,Barcelona,Catalunya Central,nevades,Recomanat,260,2024,12.13,,43128,431286
8038,80386,Callús,Bages,Barcelona,Catalunya Central,inundacions,Obligat,260,2024,12.13,,17150,171501
8038,80386,Callús,Bages,Barcelona,Catalunya Central,sísmic,Obligat,260,2024,12.13,,43129,431299
17034,170340,Calonge,Baix Empordà,Girona,Girona,inundacions,Obligat,22,10520,33.89,,17151,171518
17034,170340,Calonge,Baix Empordà,Girona,Girona,sísmic,Obligat,22,10520,33.89,,43130,431303
17034,170340,Calonge,Baix Empordà,Girona,Girona,incendi forestal,Obligat,22,10520,33.89,,43131,431310
17034,170340,Calonge,Baix Empordà,Girona,Girona,contaminació marina,Obligat,22,10520,33.89,,8183,81831
17034,170340,Calonge,Baix Empordà,Girona,Girona,nevades,Recomanat,22,10520,33.89,,43132,431325
17034,170340,Calonge,Baix Empordà,Girona,Girona,territori,Obligat,22,10520,33.89,,43133,431331
8036,80364,Calonge de Segarra,Anoia,Barcelona,Catalunya Central,aeroport,Recomanat,643,197,37.02,,17152,171523
8036,80364,Calonge de Segarra,Anoia,Barcelona,Catalunya Central,nevades,Obligat,643,197,37.02,,25189,251898
8036,80364,Calonge de Segarra,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,643,197,37.02,,8184,81846
8036,80364,Calonge de Segarra,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,643,197,37.02,,8185,81859
25062,250621,Camarasa,Noguera,Lleida,Lleida,nevades,Recomanat,321,903,155.5,,17153,171539
25062,250621,Camarasa,Noguera,Lleida,Lleida,transport ferroviari passatgers,Obligat,321,903,155.5,,8901,89019
25062,250621,Camarasa,Noguera,Lleida,Lleida,inundacions,Obligat,321,903,155.5,,8187,81878
25062,250621,Camarasa,Noguera,Lleida,Lleida,incendi forestal,Obligat,321,903,155.5,,8188,81884
25062,250621,Camarasa,Noguera,Lleida,Lleida,sísmic,Recomanat,321,903,155.5,,25190,251902
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,13,3476,29.8,,8190,81901
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,13,3476,29.8,,17154,171544
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,13,3476,29.8,,8191,81918
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,13,3476,29.8,,43135,431359
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,13,3476,29.8,,43905,439057
43903,439039,Camarles,Baix Ebre,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Obligat,13,3476,29.8,,17155,171557
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,sísmic,Recomanat,24,32915,35.08,,25191,251919
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,territori,Obligat,24,32915,35.08,,8194,81944
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,inundacions,Obligat,24,32915,35.08,,8195,81957
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,químic,Obligat,24,32915,35.08,,8196,81960
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,nevades,Obligat,24,32915,35.08,,8197,81976
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,contaminació marina,Obligat,24,32915,35.08,,17157,171576
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,24,32915,35.08,,17183,171833
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,nuclear,Obligat,24,32915,35.08,,8198,81982
43038,430385,Cambrils,Baix Camp,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,24,32915,35.08,,8199,81995
17035,170353,Camós,Pla de l'Estany,Girona,Girona,sísmic,Obligat,168,683,15.35,,8200,82009
17035,170353,Camós,Pla de l'Estany,Girona,Girona,inundacions,Obligat,168,683,15.35,,8201,82016
