ine5,ine6,municipiNom,comarca,provincia,serveiTerritorial,risc,nivell,altura,cens,superficie,,ine5,Codi_ine_6_txt
25189,251898,Rosselló,Segrià,Lleida,Lleida,radiològic,Recomanat,252,3043,9.9,,,
25189,251898,Rosselló,Segrià,Lleida,Lleida,aeroport,Obligat,252,3043,9.9,,,
25189,251898,Rosselló,Segrià,Lleida,Lleida,nevades,Recomanat,252,3043,9.9,,,
25189,251898,Rosselló,Segrià,Lleida,Lleida,sísmic,Recomanat,252,3043,9.9,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,territori,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,incendi forestal,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,nevades,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,radiològic,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,sísmic,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,químic,Obligat,123,74536,33.44,,,
8184,81846,Rubí,Vallès Occidental,Barcelona,Barcelona,inundacions,Obligat,123,74536,33.44,,,
8185,81859,Rubió,Anoia,Barcelona,Catalunya Central,nevades,Obligat,629,229,38.75,,,
8185,81859,Rubió,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,629,229,38.75,,,
8185,81859,Rubió,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,629,229,38.75,,,
17153,171539,Rupià,Baix Empordà,Girona,Girona,nevades,Recomanat,66,248,5.39,,,
17153,171539,Rupià,Baix Empordà,Girona,Girona,sísmic,Recomanat,66,248,5.39,,,
8901,89019,Rupit i Pruit,Osona,Barcelona,Catalunya Central,nevades,Obligat,822,281,47.82,,,
8901,89019,Rupit i Pruit,Osona,Barcelona,Catalunya Central,sísmic,Obligat,822,281,47.82,,,
8901,89019,Rupit i Pruit,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,822,281,47.82,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,radiològic,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,químic,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,aeroport,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,territori,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,inundacions,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,incendi forestal,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,nevades,Obligat,190,207814,37.54,,,
8187,81878,Sabadell,Vallès Occidental,Barcelona,Barcelona,sísmic,Obligat,190,207814,37.54,,,
8188,81884,Sagàs,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,738,157,44.85,,,
8188,81884,Sagàs,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,738,157,44.85,,,
8188,81884,Sagàs,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,738,157,44.85,,,
25190,251902,Salàs de Pallars,Pallars Jussà,Lleida,Alt Pirineu i Aran,nevades,Obligat,573,359,20.68,,,
25190,251902,Salàs de Pallars,Pallars Jussà,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,573,359,20.68,,,
25190,251902,Salàs de Pallars,Pallars Jussà,Lleida,Alt Pirineu i Aran,sísmic,Obligat,573,359,20.68,,,
25190,251902,Salàs de Pallars,Pallars Jussà,Lleida,Alt Pirineu i Aran,transport ferroviari passatgers,Obligat,573,359,20.68,,,
8190,81901,Saldes,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,1215,288,67.14,,,
8190,81901,Saldes,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,1215,288,67.14,,,
8190,81901,Saldes,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,1215,288,67.14,,,
8190,81901,Saldes,Berguedà,Barcelona,Catalunya Central,allaus,Obligat,1215,288,67.14,,,
17154,171544,Sales de Llierca,Garrotxa,Girona,Girona,nevades,Recomanat,260,139,36.29,,,
17154,171544,Sales de Llierca,Garrotxa,Girona,Girona,incendi forestal,Recomanat,260,139,36.29,,,
17154,171544,Sales de Llierca,Garrotxa,Girona,Girona,sísmic,Obligat,260,139,36.29,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,químic,Obligat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,inundacions,Obligat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,sísmic,Obligat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,nevades,Recomanat,278,6669,65.63,,,
8191,81918,Sallent,Bages,Barcelona,Catalunya Central,aeroport,Recomanat,278,6669,65.63,,,
43135,431359,Salomó,Tarragonès,Tarragona,Tarragona,incendi forestal,Obligat,165,539,12.25,,,
43135,431359,Salomó,Tarragonès,Tarragona,Tarragona,sísmic,Recomanat,165,539,12.25,,,
43135,431359,Salomó,Tarragonès,Tarragona,Tarragona,nevades,Recomanat,165,539,12.25,,,
43135,431359,Salomó,Tarragonès,Tarragona,Tarragona,inundacions,Obligat,165,539,12.25,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,incendi forestal,Recomanat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,inundacions,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,químic,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,nuclear,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,nevades,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,contaminació marina,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,aeroport,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,sísmic,Obligat,2,26459,15.07,,,
43905,439057,Salou,Tarragonès,Tarragona,Tarragona,territori,Obligat,2,26459,15.07,,,
17155,171557,Salt,Gironès,Girona,Girona,aeroport,Obligat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,inundacions,Obligat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,territori,Obligat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,incendi forestal,Recomanat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,sísmic,Obligat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,nevades,Obligat,83,29342,6.47,,,
17155,171557,Salt,Gironès,Girona,Girona,transport de mercaderies perilloses,Obligat,83,29342,6.47,,,
25191,251919,Sanaüja,Segarra,Lleida,Lleida,inundacions,Obligat,409,427,32.64,,,
25191,251919,Sanaüja,Segarra,Lleida,Lleida,nevades,Obligat,409,427,32.64,,,
25191,251919,Sanaüja,Segarra,Lleida,Lleida,sísmic,Recomanat,409,427,32.64,,,
25191,251919,Sanaüja,Segarra,Lleida,Lleida,incendi forestal,Obligat,409,427,32.64,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,inundacions,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,nevades,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,transport de mercaderies perilloses,Recomanat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,sísmic,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,territori,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,radiològic,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,químic,Recomanat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,14,35814,3.78,,,
8194,81944,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,contaminació marina,Obligat,14,35814,3.78,,,
8195,81957,Sant Agustí de Lluçanès,Osona,Barcelona,Catalunya Central,nevades,Obligat,816,90,13.26,,,
8195,81957,Sant Agustí de Lluçanès,Osona,Barcelona,Catalunya Central,sísmic,Obligat,816,90,13.26,,,
8195,81957,Sant Agustí de Lluçanès,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,816,90,13.26,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,nevades,Obligat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,inundacions,Obligat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,territori,Obligat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,sísmic,Recomanat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,químic,Recomanat,42,27340,5.67,,,
8196,81960,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,radiològic,Obligat,42,27340,5.67,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,contaminació marina,Obligat,114,10493,11.86,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,inundacions,Obligat,114,10493,11.86,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,territori,Obligat,114,10493,11.86,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,114,10493,11.86,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,nevades,Recomanat,114,10493,11.86,,,
8197,81976,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,sísmic,Obligat,114,10493,11.86,,,
17157,171576,Sant Andreu Salou,Gironès,Girona,Girona,incendi forestal,Obligat,132,149,5.89,,,
17157,171576,Sant Andreu Salou,Gironès,Girona,Girona,nevades,Recomanat,132,149,5.89,,,
17157,171576,Sant Andreu Salou,Gironès,Girona,Girona,sísmic,Obligat,132,149,5.89,,,
17157,171576,Sant Andreu Salou,Gironès,Girona,Girona,transport de mercaderies perilloses,Recomanat,132,149,5.89,,,
17157,171576,Sant Andreu Salou,Gironès,Girona,Girona,inundacions,Obligat,132,149,5.89,,,
17183,171833,Sant Aniol de Finestres,Garrotxa,Girona,Girona,nevades,Recomanat,289,373,47.56,,,
17183,171833,Sant Aniol de Finestres,Garrotxa,Girona,Girona,incendi forestal,Obligat,289,373,47.56,,,
17183,171833,Sant Aniol de Finestres,Garrotxa,Girona,Girona,sísmic,Obligat,289,373,47.56,,,
17183,171833,Sant Aniol de Finestres,Garrotxa,Girona,Girona,inundacions,Recomanat,289,373,47.56,,,
8198,81982,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,258,5789,13.92,,,
8198,81982,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,258,5789,13.92,,,
8198,81982,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,258,5789,13.92,,,
8198,81982,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,258,5789,13.92,,,
8198,81982,Sant Antoni de Vilamajor,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,258,5789,13.92,,,
8199,81995,Sant Bartomeu del Grau,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,868,863,34.78,,,
8199,81995,Sant Bartomeu del Grau,Osona,Barcelona,Catalunya Central,sísmic,Obligat,868,863,34.78,,,
8199,81995,Sant Bartomeu del Grau,Osona,Barcelona,Catalunya Central,nevades,Obligat,868,863,34.78,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,radiològic,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,químic,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,nevades,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,aeroport,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,inundacions,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,territori,Obligat,30,82195,22.13,,,
8200,82009,Sant Boi de Llobregat,Baix Llobregat,Barcelona,Barcelona,sísmic,Obligat,30,82195,22.13,,,
8201,82016,Sant Boi de Lluçanès,Osona,Barcelona,Catalunya Central,sísmic,Obligat,813,544,23.71,,,
8201,82016,Sant Boi de Lluçanès,Osona,Barcelona,Catalunya Central,nevades,Obligat,813,544,23.71,,,
8201,82016,Sant Boi de Lluçanès,Osona,Barcelona,Catalunya Central,incendi forestal,Recomanat,813,544,23.71,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,sísmic,Recomanat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,inundacions,Obligat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,nevades,Recomanat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,contaminació marina,Obligat,11,14760,50.94,,,
43136,431362,Sant Carles de la Ràpita,Montsià,Tarragona,Terres de l'Ebre,territori,Obligat,11,14760,50.94,,,
8203,82037,Sant Cebrià de Vallalta,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,71,3326,15.63,,,
8203,82037,Sant Cebrià de Vallalta,Maresme,Barcelona,Barcelona,sísmic,Recomanat,71,3326,15.63,,,
8203,82037,Sant Cebrià de Vallalta,Maresme,Barcelona,Barcelona,inundacions,Obligat,71,3326,15.63,,,
8203,82037,Sant Cebrià de Vallalta,Maresme,Barcelona,Barcelona,nevades,Recomanat,71,3326,15.63,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,152,17317,65.49,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,152,17317,65.49,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,152,17317,65.49,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,152,17317,65.49,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,152,17317,65.49,,,
8202,82021,Sant Celoni,Vallès Oriental,Barcelona,Barcelona,químic,Obligat,152,17317,65.49,,,
8204,82042,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,nevades,Recomanat,87,4013,10.78,,,
8204,82042,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,químic,Recomanat,87,4013,10.78,,,
8204,82042,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,87,4013,10.78,,,
8204,82042,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,inundacions,Recomanat,87,4013,10.78,,,
8204,82042,Sant Climent de Llobregat,Baix Llobregat,Barcelona,Barcelona,sísmic,Recomanat,87,4013,10.78,,,
17158,171582,Sant Climent Sescebes,Alt Empordà,Girona,Girona,nevades,Recomanat,86,601,24.38,,,
17158,171582,Sant Climent Sescebes,Alt Empordà,Girona,Girona,incendi forestal,Obligat,86,601,24.38,,,
17158,171582,Sant Climent Sescebes,Alt Empordà,Girona,Girona,sísmic,Obligat,86,601,24.38,,,
17158,171582,Sant Climent Sescebes,Alt Empordà,Girona,Girona,inundacions,Obligat,86,601,24.38,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,incendi forestal,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,sísmic,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,químic,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,territori,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,radiològic,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,inundacions,Obligat,124,87830,48.27,,,
8205,82055,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Barcelona,nevades,Obligat,124,87830,48.27,,,
8206,82068,Sant Cugat Sesgarrigues,Alt Penedès,Barcelona,Barcelona,sísmic,Recomanat,266,978,6.3,,,
8206,82068,Sant Cugat Sesgarrigues,Alt Penedès,Barcelona,Barcelona,incendi forestal,Obligat,266,978,6.3,,,
8206,82068,Sant Cugat Sesgarrigues,Alt Penedès,Barcelona,Barcelona,nevades,Recomanat,266,978,6.3,,,
25196,251961,Sant Esteve de la Sarga,Pallars Jussà,Lleida,Alt Pirineu i Aran,incendi forestal,Recomanat,875,144,92.1,,,
25196,251961,Sant Esteve de la Sarga,Pallars Jussà,Lleida,Alt Pirineu i Aran,nevades,Obligat,875,144,92.1,,,
25196,251961,Sant Esteve de la Sarga,Pallars Jussà,Lleida,Alt Pirineu i Aran,sísmic,Obligat,875,144,92.1,,,
8207,82074,Sant Esteve de Palautordera,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,231,2568,10.74,,,
8207,82074,Sant Esteve de Palautordera,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,231,2568,10.74,,,
8207,82074,Sant Esteve de Palautordera,Vallès Oriental,Barcelona,Barcelona,territori,Obligat,231,2568,10.74,,,
8207,82074,Sant Esteve de Palautordera,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,231,2568,10.74,,,
8207,82074,Sant Esteve de Palautordera,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,231,2568,10.74,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,sísmic,Recomanat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,inundacions,Obligat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,nevades,Recomanat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,químic,Recomanat,183,7613,18.47,,,
8208,82080,Sant Esteve Sesrovires,Baix Llobregat,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,183,7613,18.47,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,inundacions,Obligat,402,787,62.11,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,incendi forestal,Obligat,402,787,62.11,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,químic,Obligat,402,787,62.11,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,sísmic,Obligat,402,787,62.11,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,nevades,Obligat,402,787,62.11,,,
17159,171595,Sant Feliu de Buixalleu,Selva,Girona,Girona,transport de mercaderies perilloses,Obligat,402,787,62.11,,,
8210,82107,Sant Feliu de Codines,Vallès Oriental,Barcelona,Barcelona,territori,Obligat,480,5908,15.03,,,
8210,82107,Sant Feliu de Codines,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,480,5908,15.03,,,
8210,82107,Sant Feliu de Codines,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,480,5908,15.03,,,
8210,82107,Sant Feliu de Codines,Vallès Oriental,Barcelona,Barcelona,nevades,Obligat,480,5908,15.03,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,inundacions,Obligat,4,21586,15.92,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,territori,Obligat,4,21586,15.92,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,nevades,Obligat,4,21586,15.92,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,incendi forestal,Obligat,4,21586,15.92,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,contaminació marina,Obligat,4,21586,15.92,,,
17160,171609,Sant Feliu de Guíxols,Baix Empordà,Girona,Girona,sísmic,Obligat,4,21586,15.92,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,sísmic,Recomanat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,nevades,Obligat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,químic,Recomanat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,inundacions,Obligat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,territori,Obligat,25,43800,11.94,,,
8211,82114,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,25,43800,11.94,,,
17161,171616,Sant Feliu de Pallerols,Garrotxa,Girona,Girona,sísmic,Obligat,473,1332,34.99,,,
17161,171616,Sant Feliu de Pallerols,Garrotxa,Girona,Girona,nevades,Obligat,473,1332,34.99,,,
17161,171616,Sant Feliu de Pallerols,Garrotxa,Girona,Girona,incendi forestal,Recomanat,473,1332,34.99,,,
8212,82129,Sant Feliu Sasserra,Bages,Barcelona,Catalunya Central,sísmic,Obligat,617,628,23.03,,,
8212,82129,Sant Feliu Sasserra,Bages,Barcelona,Catalunya Central,nevades,Obligat,617,628,23.03,,,
8212,82129,Sant Feliu Sasserra,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,617,628,23.03,,,
17162,171621,Sant Ferriol,Garrotxa,Girona,Girona,incendi forestal,Recomanat,366,239,41.69,,,
17162,171621,Sant Ferriol,Garrotxa,Girona,Girona,nevades,Recomanat,366,239,41.69,,,
17162,171621,Sant Ferriol,Garrotxa,Girona,Girona,inundacions,Obligat,366,239,41.69,,,
17162,171621,Sant Ferriol,Garrotxa,Girona,Girona,sísmic,Obligat,366,239,41.69,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,transport de mercaderies perilloses,Recomanat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,sísmic,Obligat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,radiològic,Obligat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,químic,Obligat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,nevades,Recomanat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,incendi forestal,Obligat,112,8603,13.2,,,
8209,82093,Sant Fost de Campsentelles,Vallès Oriental,Barcelona,Barcelona,inundacions,Obligat,112,8603,13.2,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,aeroport,Obligat,247,8351,21.94,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,nevades,Recomanat,247,8351,21.94,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,inundacions,Obligat,247,8351,21.94,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,247,8351,21.94,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,247,8351,21.94,,,
8213,82135,Sant Fruitós de Bages,Bages,Barcelona,Catalunya Central,sísmic,Recomanat,247,8351,21.94,,,
17163,171637,Sant Gregori,Gironès,Girona,Girona,inundacions,Obligat,112,3498,49.2,,,
17163,171637,Sant Gregori,Gironès,Girona,Girona,incendi forestal,Obligat,112,3498,49.2,,,
17163,171637,Sant Gregori,Gironès,Girona,Girona,nevades,Recomanat,112,3498,49.2,,,
17163,171637,Sant Gregori,Gironès,Girona,Girona,sísmic,Obligat,112,3498,49.2,,,
17163,171637,Sant Gregori,Gironès,Girona,Girona,transport de mercaderies perilloses,Obligat,112,3498,49.2,,,
25192,251924,Sant Guim de Freixenet,Segarra,Lleida,Lleida,incendi forestal,Obligat,738,1078,25.08,,,
25192,251924,Sant Guim de Freixenet,Segarra,Lleida,Lleida,nevades,Obligat,738,1078,25.08,,,
25192,251924,Sant Guim de Freixenet,Segarra,Lleida,Lleida,transport de mercaderies perilloses,Recomanat,738,1078,25.08,,,
25192,251924,Sant Guim de Freixenet,Segarra,Lleida,Lleida,sísmic,Recomanat,738,1078,25.08,,,
