,Municipi,Codi,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions,Aturats,Poblacio activa,Renda,Demanda,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Habitatges familiars principals,De lloguer,De propietat,Serveis,Solar,Zones verdes,Equipament,Connectivitat,Densitat comercial,Hab Lloguer
2445,Olèrdola,81458,2002,2428.0,0.515650741350906,0.4843492586490939,0.15774299835255354,0.6849258649093904,0.15733113673805602,,,98.0,220.0,122.0,,,,,246.0,185.0,0.0,829.0,68.0,702.0,,,,,,,0.0
2446,Olesa de Bonesvalls,81461,2002,1085.0,0.5345622119815668,0.46543778801843316,0.12073732718894009,0.7327188940092166,0.14654377880184333,,,80.0,184.0,104.0,,,,,94.0,11.0,0.0,388.0,28.0,323.0,,,,,,,0.0
2447,Olesa de Montserrat,81477,2002,18492.0,0.5072463768115942,0.4927536231884058,0.15325546182132815,0.6956521739130435,0.1510923642656284,,,622.0,1254.0,632.0,,,,,257.0,1710.0,4.0,6156.0,610.0,5358.0,,,,,,,0.0
2448,Oliana,251497,2002,1870.0,0.5085561497326203,0.4914438502673797,0.10481283422459893,0.6459893048128342,0.24919786096256685,,,5.0,66.0,61.0,,,,,225.0,108.0,0.0,644.0,68.0,527.0,,,,,,,0.0
2449,Oliola,251500,2002,220.0,0.5363636363636364,0.4636363636363636,0.1,0.6818181818181818,0.21818181818181817,,,55.0,58.0,3.0,,,,,35.0,29.0,0.0,78.0,7.0,69.0,,,,,,,0.0
2450,Olius,251517,2002,582.0,0.5034364261168385,0.4965635738831615,0.1718213058419244,0.6649484536082474,0.16323024054982818,,,13.0,26.0,13.0,,,,,123.0,15.0,1.0,181.0,13.0,140.0,,,,,,,0.0
2451,Olivella,81483,2002,1552.0,0.5380154639175257,0.46198453608247425,0.14432989690721648,0.7603092783505154,0.09536082474226804,,,171.0,291.0,120.0,,,,,213.0,116.0,0.0,558.0,27.0,499.0,,,,,,,0.0
2452,Olost,81496,2002,1170.0,0.49572649572649574,0.5042735042735043,0.12478632478632479,0.6145299145299146,0.2606837606837607,,,24.0,48.0,24.0,,,,,108.0,152.0,0.0,399.0,56.0,298.0,,,,,,,0.0
2453,Olot,171143,2002,28890.0,0.4894773277950848,0.5105226722049152,0.13329871928002768,0.6395292488750433,0.22717203184492904,,,409.0,1161.0,752.0,,,,,507.0,2532.0,214.0,10399.0,2401.0,7673.0,,,,,,,0.0
2454,Olvan,81445,2002,874.0,0.49084668192219677,0.5091533180778032,0.08810068649885583,0.6212814645308925,0.2906178489702517,,,23.0,50.0,27.0,,,,,46.0,82.0,7.0,324.0,41.0,264.0,,,,,,,0.0
2455,Ordis,171156,2002,343.0,0.5189504373177842,0.48104956268221577,0.13411078717201166,0.7084548104956269,0.15743440233236153,,,8.0,11.0,3.0,,,,,41.0,32.0,0.0,116.0,13.0,96.0,,,,,,,0.0
2456,Organyà,251556,2002,966.0,0.5093167701863354,0.4906832298136646,0.08385093167701864,0.6252587991718427,0.2908902691511387,,,-1.0,33.0,34.0,,,,,172.0,148.0,4.0,379.0,79.0,281.0,,,,,,,0.0
2457,Orís,81509,2002,236.0,0.5,0.5,0.1440677966101695,0.6313559322033898,0.2245762711864407,,,1.0,10.0,9.0,,,,,13.0,24.0,0.0,73.0,21.0,47.0,,,,,,,0.0
2458,Oristà,81516,2002,624.0,0.4807692307692308,0.5192307692307693,0.09615384615384616,0.6298076923076923,0.27403846153846156,,,-4.0,15.0,19.0,,,,,5.0,56.0,0.0,188.0,30.0,142.0,,,,,,,0.0
2459,Orpí,81521,2002,140.0,0.5571428571428572,0.44285714285714284,0.1,0.6785714285714286,0.22142857142857142,,,5.0,12.0,7.0,,,,,28.0,4.0,2.0,51.0,4.0,46.0,,,,,,,0.0
2460,Òrrius,81537,2002,364.0,0.5192307692307693,0.4807692307692308,0.0989010989010989,0.7225274725274725,0.17857142857142858,,,-21.0,0.0,21.0,,,,,106.0,14.0,0.0,164.0,46.0,108.0,,,,,,,0.0
2461,Os de Balaguer,251569,2002,778.0,0.5334190231362468,0.4665809768637532,0.10925449871465295,0.5874035989717223,0.3033419023136247,,,38.0,50.0,12.0,,,,,205.0,42.0,0.0,286.0,11.0,251.0,,,,,,,0.0
2462,Osor,171169,2002,457.0,0.5382932166301969,0.4617067833698031,0.08315098468271334,0.6564551422319475,0.2603938730853392,,,29.0,39.0,10.0,,,,,61.0,56.0,3.0,78.0,13.0,63.0,,,,,,,0.0
2463,Ossó de Sió,251575,2002,239.0,0.5062761506276151,0.49372384937238495,0.1087866108786611,0.6234309623430963,0.26778242677824265,,,6.0,7.0,1.0,,,,,53.0,0.0,0.0,76.0,3.0,66.0,,,,,,,0.0
2464,Pacs del Penedès,81542,2002,680.0,0.5,0.5,0.1426470588235294,0.725,0.1323529411764706,,,-8.0,36.0,44.0,,,,,35.0,34.0,0.0,230.0,32.0,182.0,,,,,,,0.0
2465,Palafolls,81555,2002,6010.0,0.5033277870216306,0.4966722129783694,0.1788685524126456,0.7079866888519135,0.11314475873544093,,,284.0,594.0,310.0,,,,,511.0,144.0,6.0,1996.0,82.0,1837.0,,,,,,,0.0
2466,Palafrugell,171175,2002,19115.0,0.5091812712529428,0.4908187287470573,0.14690034004708344,0.6819775045775569,0.17112215537535966,,,514.0,1228.0,714.0,,,,,7628.0,989.0,31.0,6568.0,758.0,5404.0,,,,,,,0.0
2467,Palamós,171181,2002,15662.0,0.4967437108926063,0.5032562891073937,0.14934235729791853,0.6841399565828119,0.16651768611926956,,,321.0,1065.0,744.0,,,,,2105.0,2998.0,41.0,5473.0,839.0,4246.0,,,,,,,0.0
2468,Palau de Santa Eulàlia,171194,2002,79.0,0.5822784810126582,0.4177215189873418,0.0759493670886076,0.7341772151898734,0.189873417721519,,,4.0,7.0,3.0,,,,,42.0,0.0,0.0,33.0,1.0,30.0,,,,,,,0.0
2469,Palau-sator,171215,2002,286.0,0.5174825174825175,0.4825174825174825,0.06993006993006994,0.6713286713286714,0.25874125874125875,,,-2.0,9.0,11.0,,,,,67.0,18.0,0.0,104.0,9.0,59.0,,,,,,,0.0
2470,Palau-saverdera,171208,2002,975.0,0.5087179487179487,0.49128205128205127,0.10461538461538461,0.6512820512820513,0.2441025641025641,,,105.0,152.0,47.0,,,,,261.0,34.0,2.0,331.0,39.0,277.0,,,,,,,0.0
2471,Palau-solità i Plegamans,81568,2002,11586.0,0.5100983946141895,0.48990160538581046,0.17219057483169342,0.728379078197825,0.09943034697048161,,,234.0,796.0,562.0,,,,,1036.0,219.0,23.0,3681.0,397.0,3091.0,,,,,,,0.0
2472,Pallejà,81574,2002,8192.0,0.5059814453125,0.4940185546875,0.1307373046875,0.7490234375,0.1202392578125,,,401.0,770.0,369.0,,,,,641.0,456.0,166.0,2856.0,192.0,2560.0,,,,,,,0.0
2473,Palol de Revardit,171236,2002,388.0,0.5180412371134021,0.48195876288659795,0.13402061855670103,0.6597938144329897,0.20618556701030927,,,28.0,33.0,5.0,,,,,31.0,7.0,5.0,108.0,9.0,89.0,,,,,,,0.0
2474,Pals,171241,2002,2055.0,0.5114355231143553,0.48856447688564475,0.09781021897810219,0.6710462287104623,0.23114355231143552,,,87.0,198.0,111.0,,,,,2096.0,152.0,3.0,821.0,76.0,698.0,,,,,,,0.0
2475,Pardines,171254,2002,146.0,0.5068493150684932,0.4931506849315068,0.10273972602739725,0.6095890410958904,0.2876712328767123,,,4.0,10.0,6.0,,,,,125.0,14.0,2.0,55.0,4.0,46.0,,,,,,,0.0
2476,Parets del Vallès,81593,2002,15323.0,0.5077987339293872,0.4922012660706128,0.1634144749722639,0.7224433857599687,0.11414213926776741,,,305.0,1061.0,756.0,,,,,355.0,690.0,33.0,5108.0,501.0,4458.0,,,,,,,0.0
2477,Parlavà,171267,2002,358.0,0.5139664804469274,0.4860335195530726,0.12290502793296089,0.6424581005586593,0.2346368715083799,,,-10.0,10.0,20.0,,,,,40.0,37.0,4.0,117.0,7.0,100.0,,,,,,,0.0
2478,Passanant i Belltall,431016,2002,198.0,0.5808080808080808,0.41919191919191917,0.045454545454545456,0.5505050505050505,0.40404040404040403,,,22.0,44.0,22.0,,,,,151.0,49.0,0.0,86.0,4.0,79.0,,,,,,,0.0
2479,Pau,171289,2002,462.0,0.5043290043290043,0.49567099567099565,0.11038961038961038,0.6818181818181818,0.2077922077922078,,,6.0,32.0,26.0,,,,,96.0,0.0,1.0,161.0,20.0,127.0,,,,,,,0.0
2480,Paüls,431021,2002,630.0,0.5031746031746032,0.49682539682539684,0.09523809523809523,0.6301587301587301,0.2746031746031746,,,2.0,6.0,4.0,,,,,31.0,0.0,0.0,200.0,5.0,192.0,,,,,,,0.0
2481,Pedret i Marzà,171292,2002,141.0,0.5106382978723404,0.48936170212765956,0.14184397163120568,0.624113475177305,0.23404255319148937,,,2.0,7.0,5.0,,,,,13.0,0.0,0.0,49.0,4.0,41.0,,,,,,,0.0
2482,Penelles,251641,2002,523.0,0.5468451242829828,0.45315487571701724,0.09177820267686425,0.5984703632887189,0.30975143403441685,,,8.0,16.0,8.0,,,,,39.0,24.0,1.0,159.0,7.0,136.0,,,,,,,0.0
2483,Perafita,81607,2002,366.0,0.4890710382513661,0.5109289617486339,0.11748633879781421,0.6147540983606558,0.2677595628415301,,,-4.0,26.0,30.0,,,,,68.0,28.0,0.0,134.0,28.0,100.0,,,,,,,0.0
2484,Perafort,431037,2002,663.0,0.5082956259426847,0.4917043740573152,0.12518853695324283,0.7164404223227753,0.1583710407239819,,,27.0,65.0,38.0,,,,,6.0,101.0,2.0,218.0,14.0,191.0,,,,,,,0.0
2485,Peralada,171328,2002,1382.0,0.5086830680173662,0.4913169319826339,0.1287988422575977,0.6519536903039074,0.21924746743849494,,,49.0,97.0,48.0,,,,,125.0,153.0,1.0,503.0,64.0,345.0,,,,,,,0.0
2486,Peramola,251654,2002,385.0,0.5402597402597402,0.4597402597402597,0.0987012987012987,0.5896103896103896,0.3116883116883117,,,12.0,19.0,7.0,,,,,107.0,43.0,0.0,120.0,12.0,97.0,,,,,,,0.0
2487,Piera,81614,2002,10194.0,0.5136354718461841,0.486364528153816,0.16372375907396508,0.6719639003335295,0.1643123405925054,,,551.0,1051.0,500.0,,,,,3443.0,1682.0,9.0,3469.0,295.0,2966.0,,,,,,,0.0
2488,Pineda de Mar,81635,2002,21958.0,0.503643319063667,0.496356680936333,0.15461335276436833,0.7039803260770562,0.14140632115857546,,,798.0,2045.0,1247.0,,,,,3538.0,3265.0,84.0,7603.0,777.0,6414.0,,,,,,,0.0
2489,Pinell de Solsonès,251667,2002,212.0,0.5471698113207547,0.4528301886792453,0.08490566037735849,0.6650943396226415,0.25,,,-2.0,2.0,4.0,,,,,16.0,28.0,4.0,61.0,2.0,38.0,,,,,,,0.0
2490,Pinós,251673,2002,311.0,0.5337620578778135,0.4662379421221865,0.09646302250803858,0.594855305466238,0.3086816720257235,,,-3.0,11.0,14.0,,,,,61.0,7.0,7.0,88.0,8.0,59.0,,,,,,,0.0
2491,Pira,431074,2002,435.0,0.5011494252873563,0.49885057471264366,0.15172413793103448,0.6275862068965518,0.2206896551724138,,,4.0,16.0,12.0,,,,,54.0,13.0,0.0,167.0,6.0,151.0,,,,,,,0.0
2492,Planoles,171349,2002,281.0,0.5338078291814946,0.46619217081850534,0.06405693950177936,0.6512455516014235,0.2846975088967972,,,10.0,30.0,20.0,,,,,347.0,51.0,10.0,118.0,26.0,78.0,,,,,,,0.0
2493,Poboleda,431129,2002,326.0,0.50920245398773,0.49079754601226994,0.06134969325153374,0.5950920245398773,0.34355828220858897,,,3.0,13.0,10.0,,,,,223.0,4.0,0.0,138.0,8.0,111.0,,,,,,,0.0
2494,Polinyà,81672,2002,5246.0,0.5173465497521922,0.48265345024780787,0.17804041174227983,0.7403736179946626,0.08158597026305757,,,224.0,476.0,252.0,,,,,66.0,263.0,5.0,1740.0,98.0,1614.0,,,,,,,0.0
2495,Pont de Molins,171352,2002,446.0,0.531390134529148,0.46860986547085204,0.12780269058295965,0.6838565022421524,0.18834080717488788,,,14.0,36.0,22.0,,,,,9.0,10.0,0.0,161.0,21.0,128.0,,,,,,,0.0
2496,Pontils,431418,2002,136.0,0.4852941176470588,0.5147058823529411,0.07352941176470588,0.6985294117647058,0.22794117647058823,,,-5.0,6.0,11.0,,,,,64.0,10.0,0.0,48.0,2.0,36.0,,,,,,,0.0
2497,Pontons,81688,2002,408.0,0.5318627450980392,0.4681372549019608,0.11029411764705882,0.6764705882352942,0.21323529411764705,,,42.0,69.0,27.0,,,,,300.0,51.0,0.0,161.0,30.0,117.0,,,,,,,0.0
2498,Pontós,171365,2002,219.0,0.5616438356164384,0.4383561643835616,0.0867579908675799,0.6621004566210046,0.2511415525114155,,,1.0,9.0,8.0,,,,,18.0,21.0,0.0,85.0,18.0,64.0,,,,,,,0.0
2499,Ponts,251728,2002,2405.0,0.503950103950104,0.4960498960498961,0.12765072765072766,0.641995841995842,0.23035343035343037,,,-33.0,79.0,112.0,,,,,248.0,263.0,1.0,846.0,157.0,616.0,,,,,,,0.0
2500,Porqueres,171371,2002,3768.0,0.4923036093418259,0.5076963906581741,0.160828025477707,0.6892250530785563,0.14994692144373672,,,18.0,152.0,134.0,,,,,40.0,101.0,0.0,1145.0,54.0,1043.0,,,,,,,0.0
2501,Porrera,431140,2002,467.0,0.5417558886509636,0.4582441113490364,0.13062098501070663,0.6102783725910065,0.25910064239828695,,,3.0,14.0,11.0,,,,,122.0,6.0,2.0,183.0,15.0,154.0,,,,,,,0.0
2502,Portbou,171387,2002,1443.0,0.5024255024255024,0.49757449757449757,0.08108108108108109,0.6015246015246015,0.3173943173943174,,,4.0,60.0,56.0,,,,,252.0,44.0,33.0,596.0,149.0,395.0,,,,,,,0.0
2503,Pradell de la Teixeta,431153,2002,182.0,0.510989010989011,0.489010989010989,0.054945054945054944,0.6428571428571429,0.3021978021978022,,,3.0,7.0,4.0,,,,,56.0,8.0,0.0,75.0,1.0,68.0,,,,,,,0.0
2504,Prades,431166,2002,581.0,0.5163511187607573,0.4836488812392427,0.0981067125645439,0.612736660929432,0.2891566265060241,,,11.0,32.0,21.0,,,,,421.0,68.0,1.0,234.0,30.0,173.0,,,,,,,0.0
2505,Prat de Comte,431172,2002,182.0,0.489010989010989,0.510989010989011,0.09340659340659341,0.5604395604395604,0.34615384615384615,,,7.0,14.0,7.0,,,,,32.0,67.0,0.0,75.0,2.0,68.0,,,,,,,0.0
2506,Pratdip,431188,2002,617.0,0.5105348460291734,0.48946515397082657,0.10372771474878444,0.6142625607779578,0.2820097244732577,,,13.0,38.0,25.0,,,,,394.0,41.0,2.0,220.0,10.0,196.0,,,,,,,0.0
2507,Prats de Lluçanès,81712,2002,2715.0,0.49613259668508286,0.5038674033149171,0.1443830570902394,0.6331491712707182,0.22246777163904236,,,-25.0,47.0,72.0,,,,,10.0,275.0,1.0,900.0,145.0,693.0,,,,,,,0.0
2508,Prats i Sansor,251752,2002,225.0,0.5866666666666667,0.41333333333333333,0.16444444444444445,0.7066666666666667,0.1288888888888889,,,-9.0,7.0,16.0,,,,,345.0,6.0,0.0,81.0,16.0,53.0,,,,,,,0.0
2509,Preixana,251765,2002,437.0,0.494279176201373,0.505720823798627,0.07551487414187644,0.5606407322654462,0.36384439359267734,,,-1.0,8.0,9.0,,,,,16.0,43.0,0.0,145.0,3.0,130.0,,,,,,,0.0
2510,Preixens,251771,2002,526.0,0.4790874524714829,0.5209125475285171,0.08555133079847908,0.5684410646387833,0.34600760456273766,,,7.0,23.0,16.0,,,,,85.0,42.0,0.0,174.0,7.0,147.0,,,,,,,0.0
2511,Premià de Dalt,82303,2002,9356.0,0.5024583155194527,0.49754168448054725,0.15979050876442924,0.7263787943565626,0.11383069687900813,,,158.0,703.0,545.0,,,,,596.0,111.0,1.0,2930.0,287.0,2515.0,,,,,,,0.0
2512,Premià de Mar,81727,2002,26889.0,0.4996838856037785,0.5003161143962215,0.14935475473241847,0.7184722377180259,0.13217300754955558,,,79.0,1655.0,1576.0,,,,,1627.0,887.0,44.0,9155.0,1530.0,7283.0,,,,,,,0.0
2513,Prullans,251790,2002,223.0,0.5112107623318386,0.48878923766816146,0.11210762331838565,0.6188340807174888,0.26905829596412556,,,2.0,23.0,21.0,,,,,121.0,0.0,0.0,81.0,14.0,59.0,,,,,,,0.0
2514,Puig-reig,81751,2002,4269.0,0.48371984071211055,0.5162801592878894,0.10353712813305224,0.6167720777699696,0.2796907940969782,,,7.0,116.0,109.0,,,,,45.0,304.0,2.0,1524.0,297.0,1149.0,,,,,,,0.0
2515,Puigcerdà,171411,2002,7774.0,0.5151788011319783,0.4848211988680216,0.14857216362233083,0.6988680216104965,0.15255981476717262,,,271.0,657.0,386.0,,,,,1591.0,614.0,55.0,2661.0,974.0,1530.0,,,,,,,0.0
2516,Puigdàlber,81748,2002,348.0,0.45977011494252873,0.5402298850574713,0.16379310344827586,0.6551724137931034,0.1810344827586207,,,30.0,38.0,8.0,,,,,21.0,6.0,0.0,118.0,14.0,96.0,,,,,,,0.0
2517,Puiggròs,251804,2002,268.0,0.5111940298507462,0.48880597014925375,0.09701492537313433,0.6194029850746269,0.2835820895522388,,,1.0,3.0,2.0,,,,,28.0,18.0,1.0,107.0,0.0,74.0,,,,,,,0.0
2518,Puigpelat,431191,2002,552.0,0.5072463768115942,0.4927536231884058,0.15217391304347827,0.6702898550724637,0.17753623188405798,,,138.0,178.0,40.0,,,,,139.0,36.0,3.0,216.0,12.0,182.0,,,,,,,0.0
2519,Puigverd d'Agramunt,251811,2002,253.0,0.541501976284585,0.45849802371541504,0.10276679841897234,0.6245059288537549,0.2727272727272727,,,3.0,17.0,14.0,,,,,14.0,13.0,0.0,95.0,7.0,79.0,,,,,,,0.0
2520,Puigverd de Lleida,251826,2002,1089.0,0.49127640036730946,0.5087235996326905,0.12304866850321396,0.6345270890725436,0.24242424242424243,,,8.0,55.0,47.0,,,,,123.0,54.0,2.0,381.0,9.0,355.0,,,,,,,0.0
2521,Pujalt,81764,2002,186.0,0.510752688172043,0.489247311827957,0.10752688172043011,0.6344086021505376,0.25806451612903225,,,1.0,4.0,3.0,,,,,10.0,46.0,0.0,60.0,1.0,53.0,,,,,,,0.0
2522,Quart,171426,2002,2545.0,0.5076620825147348,0.49233791748526523,0.1595284872298625,0.7241650294695481,0.11630648330058939,,,46.0,147.0,101.0,,,,,46.0,141.0,6.0,769.0,97.0,619.0,,,,,,,0.0
2523,Queralbs,170433,2002,196.0,0.5510204081632653,0.4489795918367347,0.12244897959183673,0.5969387755102041,0.28061224489795916,,,-5.0,3.0,8.0,,,,,260.0,1.0,0.0,79.0,6.0,62.0,,,,,,,0.0
2524,Querol,431205,2002,305.0,0.5639344262295082,0.4360655737704918,0.11147540983606558,0.7213114754098361,0.16721311475409836,,,20.0,48.0,28.0,,,,,449.0,18.0,1.0,133.0,7.0,112.0,,,,,,,0.0
2525,Rabós,171432,2002,155.0,0.5032258064516129,0.4967741935483871,0.08387096774193549,0.6645161290322581,0.25161290322580643,,,1.0,11.0,10.0,,,,,11.0,37.0,0.0,69.0,4.0,61.0,,,,,,,0.0
2526,Rajadell,81786,2002,426.0,0.5117370892018779,0.48826291079812206,0.10093896713615023,0.7089201877934272,0.19014084507042253,,,-14.0,27.0,41.0,,,,,16.0,12.0,0.0,141.0,23.0,106.0,,,,,,,0.0
2527,Rasquera,431212,2002,750.0,0.508,0.492,0.088,0.5813333333333334,0.33066666666666666,,,-2.0,13.0,15.0,,,,,112.0,79.0,1.0,273.0,9.0,261.0,,,,,,,0.0
2528,Regencós,171447,2002,287.0,0.5749128919860628,0.4250871080139373,0.11846689895470383,0.6376306620209059,0.24390243902439024,,,2.0,15.0,13.0,,,,,57.0,19.0,0.0,104.0,6.0,90.0,,,,,,,0.0
2529,Rellinars,81799,2002,412.0,0.529126213592233,0.470873786407767,0.15048543689320387,0.6601941747572816,0.18932038834951456,,,130.0,164.0,34.0,,,,,262.0,31.0,1.0,148.0,7.0,126.0,,,,,,,0.0
2530,Renau,431227,2002,73.0,0.4931506849315068,0.5068493150684932,0.1506849315068493,0.6575342465753424,0.1917808219178082,,,16.0,22.0,6.0,,,,,17.0,3.0,0.0,26.0,4.0,20.0,,,,,,,0.0
2531,Reus,431233,2002,91616.0,0.4906020782396088,0.5093979217603912,0.15416521131680055,0.6885260216556061,0.15730876702759344,103.0,10.0,172.0,3035.0,2863.0,,,,,2439.0,6825.0,367.0,31244.0,3901.0,26329.0,,,,,,,1.0
2532,Rialp,251832,2002,554.0,0.5180505415162455,0.48194945848375453,0.11552346570397112,0.7021660649819494,0.18231046931407943,,,-19.0,26.0,45.0,,,,,247.0,53.0,5.0,205.0,29.0,154.0,,,,,,,0.0
2533,Riba-roja d'Ebre,431251,2002,1334.0,0.5142428785607196,0.48575712143928035,0.0967016491754123,0.6101949025487257,0.29310344827586204,,,22.0,64.0,42.0,,,,,0.0,349.0,0.0,494.0,29.0,441.0,,,,,,,0.0
2534,Ribera d'Ondara,259059,2002,475.0,0.5221052631578947,0.47789473684210526,0.0863157894736842,0.6042105263157894,0.3094736842105263,,,4.0,21.0,17.0,,,,,7.0,41.0,0.0,148.0,11.0,126.0,,,,,,,0.0
2535,Ribera d'Urgellet,251850,2002,844.0,0.523696682464455,0.476303317535545,0.10308056872037914,0.6244075829383886,0.2725118483412322,,,-26.0,24.0,50.0,,,,,306.0,2.0,0.0,292.0,26.0,242.0,,,,,,,0.0
2536,Ribes de Freser,171450,2002,2064.0,0.4888565891472868,0.5111434108527132,0.0939922480620155,0.6216085271317829,0.28439922480620156,,,16.0,77.0,61.0,,,,,302.0,232.0,0.0,790.0,206.0,530.0,,,,,,,0.0
2537,Riells i Viabrea,171463,2002,2332.0,0.5235849056603774,0.47641509433962265,0.17753001715265868,0.7139794168096055,0.10849056603773585,,,227.0,356.0,129.0,,,,,1072.0,29.0,5.0,816.0,31.0,742.0,,,,,,,0.0
2538,Riner,251863,2002,276.0,0.5181159420289855,0.48188405797101447,0.10507246376811594,0.6594202898550725,0.23550724637681159,,,-4.0,3.0,7.0,,,,,0.0,46.0,2.0,78.0,13.0,45.0,,,,,,,0.0
2539,Ripoll,171479,2002,10842.0,0.4880095923261391,0.511990407673861,0.1160302527209002,0.6583656152001476,0.22560413207895222,,,1.0,329.0,328.0,,,,,178.0,973.0,7.0,4002.0,1034.0,2884.0,,,,,,,0.0
2540,Ripollet,81803,2002,31401.0,0.5021496130696474,0.49785038693035255,0.1518741441355371,0.7282889079965607,0.11983694786790229,,,436.0,1729.0,1293.0,,,,,255.0,2325.0,44.0,10613.0,923.0,9362.0,,,,,,,0.0
2541,Riu de Cerdanya,259139,2002,84.0,0.5119047619047619,0.4880952380952381,0.13095238095238096,0.7023809523809523,0.16666666666666666,,,2.0,6.0,4.0,,,,,42.0,2.0,0.0,32.0,7.0,21.0,,,,,,,0.0
2542,Riudarenes,171485,2002,1415.0,0.5236749116607774,0.4763250883392226,0.1371024734982332,0.669964664310954,0.1929328621908127,,,14.0,84.0,70.0,,,,,179.0,78.0,0.0,502.0,57.0,404.0,,,,,,,0.0
2543,Riudaura,171498,2002,413.0,0.4963680387409201,0.5036319612590799,0.1089588377723971,0.6924939467312349,0.19854721549636803,,,2.0,22.0,20.0,,,,,15.0,37.0,0.0,140.0,36.0,101.0,,,,,,,0.0
2544,Riudecanyes,431270,2002,750.0,0.504,0.496,0.12266666666666666,0.6293333333333333,0.248,,,0.0,29.0,29.0,,,,,146.0,16.0,0.0,303.0,20.0,254.0,,,,,,,0.0
2545,Riudecols,431286,2002,1009.0,0.5272547076313181,0.47274529236868185,0.13676907829534193,0.6501486620416254,0.2130822596630327,,,-7.0,37.0,44.0,,,,,105.0,92.0,1.0,366.0,57.0,276.0,,,,,,,0.0
2546,Riudellots de la Selva,171501,2002,1597.0,0.5103318722604884,0.48966812773951157,0.1509079524107702,0.678146524733876,0.17094552285535378,,,90.0,158.0,68.0,,,,,0.0,21.0,0.0,505.0,38.0,424.0,,,,,,,0.0
2547,Riudoms,431299,2002,5356.0,0.5072815533980582,0.49271844660194175,0.1488050784167289,0.6738237490664675,0.1773711725168036,,,126.0,304.0,178.0,,,,,127.0,247.0,11.0,1810.0,279.0,1380.0,,,,,,,0.0
2548,Riumors,171518,2002,178.0,0.4943820224719101,0.5056179775280899,0.0898876404494382,0.5786516853932584,0.33146067415730335,,,-6.0,0.0,6.0,,,,,1.0,43.0,0.0,78.0,9.0,65.0,,,,,,,0.0
2549,Rocafort de Queralt,431303,2002,273.0,0.5201465201465202,0.47985347985347987,0.07692307692307693,0.5531135531135531,0.36996336996337,,,12.0,15.0,3.0,,,,,80.0,26.0,0.0,116.0,12.0,95.0,,,,,,,0.0
2550,Roda de Berà,431310,2002,3885.0,0.5431145431145431,0.4568854568854569,0.12561132561132562,0.7487773487773488,0.12561132561132562,,,236.0,513.0,277.0,,,,,4555.0,400.0,125.0,1513.0,100.0,1321.0,,,,,,,0.0
2551,Roda de Ter,81831,2002,5294.0,0.488855307895731,0.5111446921042689,0.14790328673970532,0.6609369097091047,0.19115980355119003,,,23.0,194.0,171.0,,,,,27.0,333.0,5.0,1747.0,196.0,1404.0,,,,,,,0.0
2552,Rodonyà,431325,2002,437.0,0.528604118993135,0.47139588100686497,0.14645308924485126,0.5720823798627003,0.2814645308924485,,,6.0,29.0,23.0,,,,,177.0,38.0,0.0,162.0,16.0,131.0,,,,,,,0.0
2553,Roquetes,431331,2002,6640.0,0.5121987951807229,0.48780120481927713,0.13659638554216869,0.6704819277108434,0.19292168674698795,,,197.0,438.0,241.0,,,,,657.0,526.0,14.0,2312.0,257.0,1976.0,,,,,,,0.0
2554,Roses,171523,2002,14214.0,0.5074574363303785,0.4925425636696215,0.16596313493738568,0.6948079358379063,0.13922892922470803,,,499.0,1070.0,571.0,,,,,17122.0,707.0,7.0,4831.0,1116.0,3439.0,,,,,,,0.0
2555,Rosselló,251898,2002,1972.0,0.49594320486815413,0.5040567951318459,0.1546653144016227,0.6612576064908722,0.18407707910750506,,,33.0,133.0,100.0,,,,,60.0,155.0,2.0,614.0,19.0,544.0,,,,,,,0.0
2556,Rubí,81846,2002,62638.0,0.5025703247230116,0.4974296752769884,0.15581595836393244,0.7253584086337367,0.11882563300233086,77.0,9.0,335.0,2658.0,2323.0,,,,,2955.0,4089.0,137.0,21044.0,1817.0,18523.0,,,,,,,0.0
2557,Rubió,81859,2002,125.0,0.568,0.432,0.184,0.568,0.248,,,5.0,8.0,3.0,,,,,39.0,11.0,1.0,35.0,1.0,30.0,,,,,,,0.0
2558,Rupià,171539,2002,190.0,0.531578947368421,0.46842105263157896,0.07368421052631578,0.6421052631578947,0.28421052631578947,,,-11.0,2.0,13.0,,,,,97.0,1.0,0.0,69.0,10.0,56.0,,,,,,,0.0
2559,Rupit i Pruit,89019,2002,328.0,0.4969512195121951,0.5030487804878049,0.09146341463414634,0.6951219512195121,0.21341463414634146,,,-7.0,6.0,13.0,,,,,93.0,16.0,0.0,123.0,32.0,82.0,,,,,,,0.0
2560,Sabadell,81878,2002,187201.0,0.48689376659312716,0.5131062334068728,0.14159112397903859,0.6871971837757277,0.17121169224523372,120.0,10.0,2644.0,8216.0,5572.0,,,,,2158.0,11852.0,314.0,65708.0,5267.0,58177.0,,,,,,,0.0
2561,Sagàs,81884,2002,155.0,0.5096774193548387,0.49032258064516127,0.14193548387096774,0.6064516129032258,0.25161290322580643,,,-9.0,0.0,9.0,,,,,0.0,4.0,0.0,42.0,10.0,26.0,,,,,,,0.0
