,Municipi,Codi,Any,Total,Homes,Dones,0-14 Anys,15-64 Anys,64 o més,Índex d'envelliment,Índex de sobreenvelliment,Saldo migratori total,Immigracions,Emigracions,Aturats,Poblacio activa,Renda,Demanda,Habitatges familiars secundaris,Habitatges familiars vacants,Habitatges familiars altres,Habitatges familiars principals,De lloguer,De propietat,Serveis,Solar,Zones verdes,Equipament,Connectivitat,Densitat comercial,Hab Lloguer
12820,Mollerussa,251370,2013,14959.0,0.5101945317200348,0.48980546827996524,0.1881810281435925,0.6846714352563674,0.1271475366000401,,,-42.0,728.0,770.0,1157.2,10004.0,14.8,71.0,0.0,1184.0,,5352.0,718.0,4344.0,3.2414,100.4741,19.2074,12.7102,61.9773,,0.0
12821,Mollet de Peralada,171061,2013,174.0,0.5229885057471264,0.47701149425287354,0.1206896551724138,0.5517241379310345,0.3275862068965517,,,10.0,24.0,14.0,7.4,100.0,,,44.0,0.0,,73.0,,,0.0,2.3131,0.1242,23.2761,1.5584,,0.0
12822,Mollet del Vallès,81249,2013,51954.0,0.4970743349886438,0.5029256650113562,0.1761173345651923,0.6830080455787813,0.14087461985602648,79.0,12.0,-416.0,2349.0,2765.0,5966.6,27026.355,13.6,62.0,306.0,2829.0,,19307.0,2388.0,16188.0,13.1266,317.3316,105.6881,12.8055,143.461,,0.0
12823,Molló,171077,2013,356.0,0.4803370786516854,0.5196629213483146,0.12640449438202248,0.6235955056179775,0.25,,,-14.0,16.0,30.0,10.4,218.0,,,241.0,59.0,,153.0,,,0.0,10.2838,4.4867,27.8199,4.789,,0.0
12824,Monistrol de Calders,81287,2013,686.0,0.5131195335276968,0.4868804664723032,0.14285714285714285,0.6588921282798834,0.19825072886297376,,,11.0,28.0,17.0,55.2,445.0,,,223.0,44.0,,250.0,,,0.0,13.4266,5.5979,12.0158,7.0044,,0.0
12825,Monistrol de Montserrat,81271,2013,2993.0,0.509188105579686,0.4908118944203141,0.1520213832275309,0.6605412629468761,0.18743735382559304,,,-40.0,180.0,220.0,275.8,1981.0,15.1,1.0,0.0,253.0,,1278.0,204.0,892.0,0.9341,42.5496,11.0788,48.138,17.8054,,0.0
12826,Mont-ral,430918,2013,170.0,0.5647058823529412,0.43529411764705883,0.12352941176470589,0.7176470588235294,0.1588235294117647,,,-4.0,6.0,10.0,9.8,,,,79.0,19.0,,75.0,,,0.0,8.0486,1.8631,66.6633,5.0508,,0.0
12827,Mont-ras,171100,2013,1785.0,0.4997198879551821,0.5002801120448179,0.15126050420168066,0.6834733893557423,0.16526610644257703,,,-37.0,56.0,93.0,109.7,,12.7,1.0,57.0,0.0,,634.0,0.0,509.0,3.1071,14.2719,1.9785,6.1669,10.5983,,0.0
12828,Mont-roig del Camp,430923,2013,12906.0,0.523787385712072,0.4762126142879281,0.1530295986362932,0.6823957849062452,0.16457461645746166,,,-15.0,987.0,1002.0,1154.8,,14.6,11.0,5103.0,3713.0,,5241.0,597.0,4231.0,17.9544,227.0032,49.5979,14.443,157.9404,,0.0
12829,Montagut i Oix,171096,2013,957.0,0.5287356321839081,0.47126436781609193,0.14106583072100312,0.6562173458725182,0.2027168234064786,,,12.0,69.0,57.0,45.6,635.0,,,62.0,51.0,,348.0,,,0.0,7.5737,1.7346,15.5539,4.2795000000000005,,0.0
12830,Montblanc,430862,2013,7409.0,0.5037117019840734,0.49628829801592655,0.15400188959373734,0.6770144418949926,0.16898366851127009,,,-23.0,254.0,277.0,538.8,4918.0,12.7,4.0,381.0,610.0,,3012.0,568.0,2300.0,0.0,71.3325,11.0538,24.653,43.3869,,0.0
12831,Montbrió del Camp,430884,2013,2633.0,0.507785795670338,0.492214204329662,0.1602734523357387,0.684010634257501,0.15571591340676036,,,-15.0,211.0,226.0,226.5,1685.0,18.2,1.0,95.0,317.0,,966.0,0.0,801.0,2.5777,23.8585,4.0614,17.2066,14.5957,,0.0
12832,Montcada i Reixac,81252,2013,34863.0,0.4960273068869575,0.5039726931130425,0.17474112956429452,0.6818116627943666,0.14344720764133895,,,-351.0,1916.0,2267.0,3400.3,23297.0,11.4,62.0,366.0,2537.0,,13007.0,1603.0,10633.0,0.0376,323.3616,71.5138,17.0069,185.2849,,0.0
12833,Montclar,81304,2013,120.0,0.5,0.5,0.175,0.5666666666666667,0.25833333333333336,,,-1.0,2.0,3.0,3.0,66.0,,,25.0,0.0,,37.0,,,0.0,0.4855,0.128,6.3264,0.2752,,0.0
12834,Montellà i Martinet,251399,2013,647.0,0.5409582689335394,0.45904173106646057,0.080370942812983,0.7047913446676971,0.21483771251931993,,,-29.0,27.0,56.0,34.3,459.0,,,253.0,94.0,,304.0,,,0.0904,12.9384,2.7154,33.8745,7.7014,,0.0
12835,Montesquiu,81311,2013,912.0,0.506578947368421,0.4934210526315789,0.1513157894736842,0.6337719298245614,0.2149122807017544,,,-14.0,34.0,48.0,78.2,588.0,,1.0,87.0,129.0,,370.0,,,0.0,10.6709,2.7155,21.4189,6.1535,,0.0
12836,Montferrer i Castellbò,251403,2013,1022.0,0.5420743639921722,0.45792563600782776,0.14774951076320939,0.7093933463796478,0.14285714285714285,,,4.0,79.0,75.0,40.7,714.0,15.8,,222.0,315.0,,429.0,0.0,370.0,2.6182,44.0326,12.7808,29.5724,25.7195,,0.0
12837,Montferri,430897,2013,372.0,0.5456989247311828,0.4543010752688172,0.20161290322580644,0.6317204301075269,0.16666666666666666,,,-2.0,33.0,35.0,43.1,243.0,,,131.0,0.0,,154.0,,,0.0,3.6702,0.7786,25.6578,1.9281,,0.0
12838,Montgai,251386,2013,688.0,0.5145348837209303,0.48546511627906974,0.09302325581395349,0.5886627906976745,0.3183139534883721,,,-14.0,17.0,31.0,19.4,407.0,,,80.0,53.0,,264.0,,,0.0,14.1628,2.1293,57.366,8.0859,,0.0
12839,Montgat,81265,2013,11055.0,0.49371325192220716,0.5062867480777928,0.16924468566259612,0.6948891904115785,0.13586612392582542,,,160.0,705.0,545.0,873.0,7505.0,14.6,21.0,0.0,0.0,,4351.0,828.0,3324.0,0.532,115.6565,36.2017,14.9621,52.0827,,0.0
12840,Montmajor,81326,2013,463.0,0.5140388768898488,0.48596112311015116,0.1079913606911447,0.6501079913606912,0.24190064794816415,,,12.0,21.0,9.0,23.9,300.0,,,41.0,48.0,,161.0,,,0.0,8.0642,1.3996,40.6263,4.7837,,0.0
12841,Montmaneu,81332,2013,169.0,0.5384615384615384,0.46153846153846156,0.10650887573964497,0.591715976331361,0.30177514792899407,,,-3.0,1.0,4.0,5.3,116.0,,,23.0,0.0,,76.0,,,1.1568,9.1309,1.1027,70.4393,6.8289,,0.0
12842,Montmeló,81350,2013,8860.0,0.49209932279909707,0.5079006772009029,0.16557562076749435,0.6776523702031603,0.15677200902934538,,,-5.0,381.0,386.0,839.4,5936.0,11.9,6.0,0.0,0.0,,3252.0,543.0,2550.0,2.9598,91.8254,30.6264,12.9119,47.0021,,0.0
12843,Montoliu de Lleida,251425,2013,504.0,0.5079365079365079,0.49206349206349204,0.12103174603174603,0.6388888888888888,0.2400793650793651,,,11.0,28.0,17.0,19.5,328.0,,,60.0,0.0,,198.0,,,0.0,10.9284,2.269,44.6534,6.2953,,0.0
12844,Montoliu de Segarra,251410,2013,196.0,0.5918367346938775,0.40816326530612246,0.09693877551020408,0.6275510204081632,0.2755102040816326,,,-2.0,2.0,4.0,12.8,116.0,,,59.0,16.0,,98.0,,,0.0,5.145,0.237,52.0487,3.5702,,0.0
12845,Montornès de Segarra,251431,2013,102.0,0.5,0.5,0.08823529411764706,0.5588235294117647,0.35294117647058826,,,-1.0,6.0,7.0,4.4,53.0,,,22.0,0.0,,33.0,,,0.0,5.1524,1.0498,69.5681,2.115,,0.0
12846,Montornès del Vallès,81363,2013,16150.0,0.5094117647058823,0.49058823529411766,0.18885448916408668,0.680123839009288,0.13102167182662539,,,-48.0,777.0,825.0,1832.6,10932.0,14.3,,0.0,556.0,,5895.0,759.0,4842.0,0.0,66.8673,21.3807,8.0348,32.424,,0.0
12847,Montseny,81379,2013,320.0,0.5125,0.4875,0.1375,0.63125,0.23125,,,12.0,35.0,23.0,17.6,198.0,,,90.0,62.0,,109.0,,,0.0,1.5558,0.1909,14.2061,0.9103,,0.0
12848,Móra d'Ebre,430939,2013,5608.0,0.492867332382311,0.507132667617689,0.161376604850214,0.6570970042796006,0.18152639087018546,,,-20.0,255.0,275.0,497.0,,12.8,1.0,253.0,907.0,,2051.0,282.0,1687.0,0.0,55.1586,13.8805,23.354,28.1812,,0.0
12849,Móra la Nova,430944,2013,3277.0,0.5102227647238328,0.48977723527616723,0.14800122062862375,0.6679890143423863,0.18400976502898994,,,13.0,154.0,141.0,267.8,2092.0,15.3,,0.0,165.0,,1276.0,315.0,830.0,0.0,24.6203,5.2371,13.0646,15.1019,,0.0
12850,Muntanyola,81290,2013,585.0,0.5145299145299145,0.48547008547008547,0.20512820512820512,0.6752136752136753,0.11965811965811966,,,8.0,34.0,26.0,39.7,400.0,,,95.0,0.0,,203.0,,,0.0,41.9804,15.2835,156.6139,12.0775,,0.0
12851,Mura,81398,2013,205.0,0.5463414634146342,0.45365853658536587,0.13658536585365855,0.6926829268292682,0.17073170731707318,,,4.0,13.0,9.0,11.3,156.0,,,130.0,0.0,,99.0,,,0.3934,8.7608,2.3068,57.4595,5.2761000000000005,,0.0
12852,Nalec,251459,2013,105.0,0.5238095238095238,0.47619047619047616,0.0380952380952381,0.5904761904761905,0.37142857142857144,,,-8.0,1.0,9.0,2.0,55.0,,,74.0,0.0,,39.0,,,0.0,2.5025,0.1463,40.1691,1.664,,0.0
12853,Naut Aran,250254,2013,1780.0,0.505056179775281,0.4949438202247191,0.14662921348314606,0.7393258426966293,0.11404494382022472,,,0.0,82.0,82.0,50.8,1255.0,14.6,,2590.0,401.0,,743.0,0.0,0.0,0.8144,42.0366,10.6155,23.7685,26.0049,,0.0
12854,Navarcles,81402,2013,5973.0,0.48886656621463254,0.5111334337853675,0.14682738992131258,0.6706847480328143,0.18248786204587308,,,50.0,252.0,202.0,529.9,3954.0,14.0,13.0,0.0,532.0,,2362.0,301.0,1853.0,0.0,60.6289,19.1052,12.9815,30.5422,,0.0
12855,Navàs,81419,2013,6146.0,0.49755938821998047,0.5024406117800195,0.15522290920924178,0.647250244061178,0.1975268467295802,,,-27.0,231.0,258.0,592.3,3908.0,15.1,11.0,0.0,774.0,,2371.0,461.0,1765.0,0.0,41.8123,3.9279,15.0584,28.6117,,0.0
12856,Navata,171117,2013,1258.0,0.4960254372019078,0.5039745627980922,0.17965023847376788,0.6446740858505564,0.17567567567567569,,,4.0,94.0,90.0,58.1,781.0,16.0,,215.0,41.0,,497.0,62.0,361.0,0.0,11.8908,0.4398,45.3579,5.745,,0.0
12857,Navès,251462,2013,267.0,0.49812734082397003,0.50187265917603,0.15730337078651685,0.6329588014981273,0.20973782771535582,,,9.0,13.0,4.0,9.9,172.0,,,75.0,44.0,,95.0,,,0.4467,4.3479,1.0191,18.0562,2.8466,,0.0
12858,Nulles,430982,2013,457.0,0.5098468271334792,0.49015317286652077,0.1422319474835886,0.6389496717724289,0.2188183807439825,,,1.0,32.0,31.0,24.6,288.0,,,89.0,56.0,,177.0,,,0.0,6.1212,1.329,17.1252,4.805400000000001,,0.0
12859,Odèn,251484,2013,269.0,0.5985130111524164,0.40148698884758366,0.048327137546468404,0.6617100371747212,0.2899628252788104,,,0.0,10.0,10.0,1.3,176.0,,,32.0,11.0,,78.0,,,0.2526,2.6822,0.1834,23.4303,1.4764,,0.0
12860,Òdena,81430,2013,3629.0,0.512262331220722,0.48773766877927804,0.1967484155414715,0.6530724717553045,0.15017911270322404,,,-5.0,212.0,217.0,375.5,2360.0,15.2,1.0,82.0,256.0,,1292.0,172.0,997.0,2.7694,64.5332,16.8614,27.5778,33.8532,,0.0
12861,Ogassa,171122,2013,248.0,0.5887096774193549,0.4112903225806452,0.13306451612903225,0.6532258064516129,0.21370967741935484,,,-5.0,7.0,12.0,9.7,168.0,,,143.0,55.0,,92.0,,,0.0,9.5406,4.6844,68.1674,2.976,,0.0
12862,Olèrdola,81458,2013,3626.0,0.5182018753447325,0.4817981246552675,0.2021511307225593,0.661334804191947,0.13651406508549366,,,-37.0,196.0,233.0,275.1,2355.0,14.1,,280.0,121.0,,1300.0,161.0,1043.0,0.0,115.1649,48.0419,50.2761,46.798300000000005,,0.0
12863,Olesa de Bonesvalls,81461,2013,1720.0,0.5186046511627908,0.4813953488372093,0.18604651162790697,0.6686046511627907,0.14534883720930233,,,-1.0,94.0,95.0,132.4,1174.0,15.1,,229.0,0.0,,646.0,0.0,479.0,0.0,19.2708,5.8757,2.2441,10.5815,,0.0
12864,Olesa de Montserrat,81477,2013,23742.0,0.5025271670457417,0.49747283295425826,0.18840030326004548,0.6683093252463987,0.14329037149355572,,,-212.0,996.0,1208.0,2329.5,15872.0,15.7,2.0,283.0,936.0,,9093.0,1120.0,7530.0,2.1654,69.7903,10.1851,7.4028,42.9408,,0.0
12865,Oliana,251497,2013,1903.0,0.48975302154492906,0.5102469784550709,0.11297950604308986,0.6410930110352075,0.24592748292170258,,,5.0,75.0,70.0,110.8,1208.0,14.7,,0.0,446.0,,712.0,0.0,563.0,0.0,27.3068,2.7479,25.4734,17.9775,,0.0
12866,Oliola,251500,2013,230.0,0.5521739130434783,0.44782608695652176,0.1,0.6304347826086957,0.26956521739130435,,,8.0,11.0,3.0,5.3,140.0,,,35.0,0.0,,89.0,,,0.0,6.6619,1.2441,67.0336,3.6195,,0.0
12867,Olius,251517,2013,903.0,0.5094130675526024,0.49058693244739754,0.2203765227021041,0.6434108527131783,0.1362126245847176,,,-7.0,39.0,46.0,44.8,560.0,,,120.0,0.0,,324.0,,,1.0633,21.1218,3.914,73.9624,10.4176,,0.0
12868,Olivella,81483,2013,3617.0,0.525850152059718,0.474149847940282,0.2134365496267625,0.6900746474979265,0.09648880287531103,,,-19.0,283.0,302.0,316.8,2519.0,13.5,,426.0,0.0,,1445.0,0.0,1243.0,0.0,135.4328,57.3636,54.4922,56.64,,0.0
12869,Olost,81496,2013,1184.0,0.5008445945945946,0.49915540540540543,0.11402027027027027,0.6511824324324325,0.23479729729729729,,,11.0,43.0,32.0,82.7,758.0,11.6,,79.0,81.0,,445.0,66.0,308.0,0.7071,24.1149,5.5059,44.6011,12.991599999999998,,0.0
12870,Olot,171143,2013,33981.0,0.49827844972190344,0.5017215502780966,0.1517024219416733,0.6577204908625408,0.1905770871957859,,,151.0,1359.0,1208.0,2383.6,21741.0,13.5,136.0,829.0,3118.0,,12810.0,3146.0,8985.0,6.3987,252.4468,40.3219,10.752,145.9881,,0.0
12871,Olvan,81445,2013,889.0,0.4983127109111361,0.5016872890888638,0.11586051743532058,0.6355455568053994,0.24859392575928008,,,-10.0,40.0,50.0,87.7,562.0,,3.0,60.0,55.0,,390.0,,,0.0,16.3251,4.3289,29.9902,8.8442,,0.0
12872,Ordis,171156,2013,363.0,0.5344352617079889,0.465564738292011,0.1487603305785124,0.6391184573002755,0.21212121212121213,,,0.0,8.0,8.0,17.7,248.0,,,0.0,0.0,,147.0,,,0.0,8.2853,2.2609,16.3577,2.7526,,0.0
12873,Organyà,251556,2013,875.0,0.5017142857142857,0.4982857142857143,0.09942857142857142,0.6205714285714286,0.28,,,-14.0,20.0,34.0,32.2,550.0,,,216.0,155.0,,378.0,,,0.0,11.815,0.9343,54.8181,6.0842,,0.0
12874,Orís,81509,2013,284.0,0.5070422535211268,0.49295774647887325,0.1443661971830986,0.7077464788732394,0.14788732394366197,,,19.0,23.0,4.0,18.2,207.0,,,0.0,0.0,,111.0,,,0.9736,13.4474,9.0393,38.8231,3.1044,,0.0
12875,Oristà,81516,2013,555.0,0.4990990990990991,0.5009009009009009,0.09009009009009009,0.6756756756756757,0.23423423423423423,,,3.0,15.0,12.0,39.6,376.0,,,0.0,0.0,,195.0,,,0.0,10.7961,2.8413,40.5432,5.448,,0.0
12876,Orpí,81521,2013,135.0,0.562962962962963,0.43703703703703706,0.0962962962962963,0.6888888888888889,0.21481481481481482,,,-6.0,6.0,12.0,7.2,109.0,,,27.0,17.0,,62.0,,,0.0,3.1026,1.0723,27.5109,1.6566,,0.0
12877,Òrrius,81537,2013,662.0,0.5105740181268882,0.48942598187311176,0.17673716012084592,0.6782477341389728,0.14501510574018128,,,26.0,55.0,29.0,45.0,441.0,,,78.0,0.0,,253.0,,,0.0,16.4171,4.3472,38.1755,7.0118,,0.0
12878,Os de Balaguer,251569,2013,1015.0,0.50935960591133,0.49064039408866994,0.1793103448275862,0.6187192118226601,0.2019704433497537,,,-4.0,59.0,63.0,48.6,604.0,14.6,,206.0,116.0,,353.0,,,0.0,15.2661,7.1118,15.6136,6.431699999999999,,0.0
12879,Osor,171169,2013,456.0,0.5021929824561403,0.49780701754385964,0.12280701754385964,0.6425438596491229,0.23464912280701755,,,1.0,30.0,29.0,34.9,286.0,,,90.0,44.0,,199.0,,,0.47,6.2731,1.0294,47.8751,2.9608,,0.0
12880,Ossó de Sió,251575,2013,210.0,0.49523809523809526,0.5047619047619047,0.12857142857142856,0.6,0.2714285714285714,,,-5.0,3.0,8.0,8.3,130.0,,,74.0,48.0,,88.0,,,0.0,4.0675,0.0582,28.6142,3.3936,,0.0
12881,Pacs del Penedès,81542,2013,892.0,0.5,0.5,0.16928251121076232,0.6816143497757847,0.1491031390134529,,,8.0,52.0,44.0,67.3,590.0,,,0.0,0.0,,276.0,,,0.0,17.5177,2.7355,35.6602,11.6012,,0.0
12882,Palafolls,81555,2013,9081.0,0.49950445986124875,0.5004955401387512,0.1964541350071578,0.6840656315383769,0.11948023345446537,,,-31.0,542.0,573.0,846.8,6080.0,11.7,19.0,315.0,485.0,,3438.0,235.0,2922.0,0.0,94.6251,16.7317,13.8398,47.7416,,0.0
12883,Palafrugell,171175,2013,22942.0,0.5015691744398919,0.4984308255601081,0.17060413215935838,0.6663760788074274,0.16301978903321418,,,-41.0,943.0,984.0,2249.8,14916.0,16.4,113.0,7179.0,1527.0,,8349.0,1821.0,5979.0,6.9808,224.3374,67.8074,13.0315,125.1824,,0.0
12884,Palamós,171181,2013,17830.0,0.4891755468311834,0.5108244531688166,0.15036455412226585,0.6693213684800897,0.1803140773976444,,,12.0,1014.0,1002.0,1514.4,11747.0,16.7,26.0,3841.0,795.0,,7358.0,1423.0,5311.0,2.5292,142.9581,30.876,8.4721,63.480900000000005,,0.0
12885,Palau de Santa Eulàlia,171194,2013,101.0,0.5742574257425742,0.42574257425742573,0.10891089108910891,0.7128712871287128,0.1782178217821782,,,-4.0,9.0,13.0,1.0,76.0,,,24.0,0.0,,44.0,,,0.0,1.6222,0.1492,5.946,1.413,,0.0
12886,Palau-sator,171215,2013,306.0,0.5261437908496732,0.4738562091503268,0.13398692810457516,0.6470588235294118,0.21895424836601307,,,5.0,20.0,15.0,10.7,,,,106.0,22.0,,98.0,,,0.0,6.7341,1.8486,22.2869,4.1065,,0.0
12887,Palau-saverdera,171208,2013,1461.0,0.5030800821355236,0.49691991786447637,0.18548939082819987,0.6105407255304586,0.20396988364134155,,,15.0,131.0,116.0,70.7,,16.9,,194.0,0.0,,576.0,93.0,456.0,3.183,30.5891,9.2269,38.0306,14.7335,,0.0
12888,Palau-solità i Plegamans,81568,2013,14454.0,0.49688667496886674,0.5031133250311333,0.18195655181956552,0.6882523868825239,0.12979106129791063,,,14.0,649.0,635.0,1193.4,,14.6,5.0,0.0,521.0,,4897.0,586.0,3926.0,0.0,76.0156,24.0498,11.1971,35.655,,0.0
12889,Pallejà,81574,2013,11208.0,0.5017844396859387,0.4982155603140614,0.19477159172019987,0.6728229835831548,0.13240542469664526,,,3.0,501.0,498.0,842.3,7520.0,16.2,1.0,332.0,315.0,,4147.0,327.0,3619.0,0.6606,121.6475,36.3702,25.2616,60.0953,,0.0
12890,Palol de Revardit,171236,2013,476.0,0.5084033613445378,0.49159663865546216,0.1722689075630252,0.6449579831932774,0.18277310924369747,,,0.0,18.0,18.0,18.9,301.0,,,0.0,0.0,,169.0,,,0.3077,3.4545,0.879,8.7868,2.1561,,0.0
12891,Pals,171241,2013,2740.0,0.5043795620437956,0.49562043795620436,0.13905109489051096,0.6324817518248175,0.22846715328467154,,,0.0,138.0,138.0,103.6,1714.0,15.5,1.0,2632.0,383.0,,1043.0,155.0,762.0,7.48,123.987,13.8424,204.0579,52.2737,,0.0
12892,Pardines,171254,2013,158.0,0.5822784810126582,0.4177215189873418,0.13291139240506328,0.5949367088607594,0.2721518987341772,,,0.0,3.0,3.0,0.7,87.0,,2.0,131.0,13.0,,59.0,,,0.0,1.6117,0.3436,11.2138,1.0909,,0.0
12893,Parets del Vallès,81593,2013,18580.0,0.5022066738428418,0.4977933261571582,0.17782561894510227,0.6947793326157158,0.12739504843918192,,,49.0,885.0,836.0,1645.8,12648.0,13.7,48.0,0.0,417.0,,6888.0,692.0,5791.0,0.0,167.7067,30.842,7.8099,81.3836,,0.0
12894,Parlavà,171267,2013,404.0,0.5148514851485149,0.48514851485148514,0.15346534653465346,0.6460396039603961,0.2004950495049505,,,10.0,26.0,16.0,19.1,254.0,,,66.0,0.0,,160.0,,,0.1766,8.6125,0.4691,39.0895,6.3032,,0.0
12895,Passanant i Belltall,431016,2013,149.0,0.5369127516778524,0.46308724832214765,0.020134228187919462,0.6644295302013423,0.31543624161073824,,,8.0,16.0,8.0,7.3,102.0,,,117.0,43.0,,93.0,,,0.0,5.164,0.5926,96.6018,3.0352,,0.0
12896,Pau,171289,2013,586.0,0.49658703071672355,0.5034129692832765,0.16552901023890784,0.6040955631399317,0.23037542662116042,,,-14.0,37.0,51.0,30.1,350.0,,,60.0,0.0,,207.0,,,0.0,10.6008,4.2327,31.2827,4.5349,,0.0
12897,Paüls,431021,2013,594.0,0.49158249158249157,0.5084175084175084,0.1026936026936027,0.5909090909090909,0.3063973063973064,,,-2.0,12.0,14.0,40.0,356.0,,,0.0,0.0,,214.0,,,0.0,5.1693,0.6496,15.7469,3.5844000000000005,,0.0
12898,Pedret i Marzà,171292,2013,190.0,0.5263157894736842,0.47368421052631576,0.1736842105263158,0.6157894736842106,0.21052631578947367,,,-5.0,12.0,17.0,16.2,110.0,,,0.0,0.0,,64.0,,,0.0,2.0645,0.1317,11.6835,1.7108,,0.0
12899,Penelles,251641,2013,511.0,0.5909980430528375,0.4090019569471624,0.09784735812133072,0.6223091976516634,0.27984344422700586,,,2.0,23.0,21.0,13.5,321.0,,4.0,19.0,0.0,,192.0,,,1.111,5.4881,1.3998,20.7249,3.0293,,0.0
12900,Perafita,81607,2013,422.0,0.509478672985782,0.490521327014218,0.12559241706161137,0.6232227488151659,0.25118483412322273,,,-9.0,13.0,22.0,24.0,246.0,,,76.0,0.0,,159.0,,,0.0,11.5798,4.0676,31.5439,6.181,,0.0
12901,Perafort,431037,2013,1278.0,0.5242566510172144,0.4757433489827856,0.21987480438184664,0.6721439749608764,0.107981220657277,,,9.0,66.0,57.0,77.6,851.0,12.8,1.0,0.0,28.0,,473.0,0.0,419.0,0.0,31.4713,5.7539,79.2701,13.1388,,0.0
12902,Peralada,171328,2013,1920.0,0.5020833333333333,0.4979166666666667,0.1578125,0.6572916666666667,0.18489583333333334,,,-14.0,104.0,118.0,70.3,1203.0,13.2,,0.0,19.0,,685.0,114.0,506.0,2.5017,42.1048,10.1971,48.0349,22.6466,,0.0
12903,Peramola,251654,2013,361.0,0.5013850415512465,0.4986149584487535,0.10803324099722991,0.6260387811634349,0.2659279778393352,,,-5.0,8.0,13.0,10.5,221.0,,,0.0,0.0,,159.0,,,1.5698,3.6621,0.2217,20.9103,2.4399,,0.0
12904,Piera,81614,2013,15057.0,0.5096632795377565,0.49033672046224347,0.18609284718071328,0.6590954373381152,0.15481171548117154,,,-95.0,743.0,838.0,1658.0,9804.0,16.1,7.0,3187.0,1569.0,,5368.0,474.0,4669.0,0.0,297.7221,130.5766,27.1505,123.5175,,0.0
12905,Pineda de Mar,81635,2013,26157.0,0.5013571892801162,0.49864281071988376,0.15540773024429408,0.6639522881064343,0.1806399816492717,,,-160.0,1576.0,1736.0,3029.2,17048.0,14.5,5.0,4541.0,1424.0,,10390.0,1966.0,7694.0,4.9058,116.0517,15.758,7.8696,78.5204,,0.0
12906,Pinell de Solsonès,251667,2013,211.0,0.5545023696682464,0.44549763033175355,0.10426540284360189,0.6066350710900474,0.2890995260663507,,,-4.0,2.0,6.0,1.5,124.0,,,0.0,0.0,,80.0,,,0.0,0.9986,0.0186,14.6085,0.6667,,0.0
12907,Pinós,251673,2013,296.0,0.5472972972972973,0.4527027027027027,0.14527027027027026,0.6182432432432432,0.23648648648648649,,,10.0,23.0,13.0,10.2,194.0,,,27.0,15.0,,91.0,,,0.0573,4.5604,1.2759,41.189,2.0119,,0.0
12908,Pira,431074,2013,491.0,0.5213849287169042,0.4786150712830957,0.18329938900203666,0.6252545824847251,0.19144602851323828,,,-6.0,12.0,18.0,30.7,310.0,,,99.0,0.0,,182.0,,,0.0,20.7158,10.0089,69.8858,7.069,,0.0
12909,Planoles,171349,2013,302.0,0.5463576158940397,0.45364238410596025,0.10596026490066225,0.6688741721854304,0.2251655629139073,,,0.0,23.0,23.0,18.2,204.0,,,441.0,43.0,,125.0,,,0.2509,12.1554,2.8192,48.6652,7.9181,,0.0
12910,Poboleda,431129,2013,362.0,0.5441988950276243,0.4558011049723757,0.10497237569060773,0.6298342541436464,0.26519337016574585,,,-1.0,12.0,13.0,22.9,236.0,,,237.0,0.0,,158.0,,,0.0,3.7844,0.6049,34.0101,1.8905,,0.0
12911,Polinyà,81672,2013,8158.0,0.510664378524148,0.4893356214758519,0.21671978426084826,0.7001716106888943,0.08310860505025741,,,12.0,383.0,371.0,790.4,5663.0,14.8,7.0,0.0,0.0,,3002.0,247.0,2596.0,2.2948,83.55,24.6977,13.6383,44.754000000000005,,0.0
12912,Pont de Molins,171352,2013,540.0,0.5092592592592593,0.49074074074074076,0.1425925925925926,0.6722222222222223,0.18518518518518517,,,-3.0,49.0,52.0,35.0,359.0,,,0.0,0.0,,220.0,,,1.7146,7.3899,1.3616,37.012,4.0503,,0.0
12913,Pontils,431418,2013,123.0,0.5447154471544715,0.45528455284552843,0.04878048780487805,0.7073170731707317,0.24390243902439024,,,2.0,11.0,9.0,4.2,98.0,,,114.0,14.0,,58.0,,,0.0,3.5708,0.3267,66.0809,2.4313,,0.0
12914,Pontons,81688,2013,504.0,0.5376984126984127,0.4623015873015873,0.13690476190476192,0.6884920634920635,0.1746031746031746,,,-25.0,52.0,77.0,51.7,364.0,,,150.0,186.0,,206.0,,,0.0,23.2917,4.0092,63.8269,10.9861,,0.0
12915,Pontós,171365,2013,222.0,0.5675675675675675,0.43243243243243246,0.13963963963963963,0.6171171171171171,0.24324324324324326,,,9.0,24.0,15.0,13.1,140.0,,,31.0,0.0,,100.0,,,0.0,3.6885,0.9075,31.7082,2.0771,,0.0
12916,Ponts,251728,2013,2690.0,0.4977695167286245,0.5022304832713754,0.15315985130111523,0.6289962825278811,0.2178438661710037,,,15.0,120.0,105.0,197.3,1678.0,15.0,,0.0,642.0,,1055.0,152.0,790.0,0.0,25.2408,2.8173,14.0215,18.6517,,0.0
12917,Porqueres,171371,2013,4509.0,0.49500998003992014,0.5049900199600799,0.18141494788201376,0.6648924373475271,0.1536926147704591,,,11.0,200.0,189.0,183.0,2914.0,18.9,,0.0,0.0,,1561.0,134.0,1295.0,3.129,51.1112,19.5349,7.5424,28.1754,,0.0
12918,Porrera,431140,2013,469.0,0.5543710021321961,0.44562899786780386,0.07889125799573561,0.67590618336887,0.24520255863539445,,,-5.0,16.0,21.0,20.5,293.0,,,53.0,75.0,,190.0,,,0.0,5.7532,0.8563,32.0391,2.9083,,0.0
