Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Vall-llobrega,172095,Baix Empordà,Comarques Gironines,2018,912,7,2621,7.68,2874,374,,,0.000069,0.000179,,,,,,,,,,,,,,,,
Vallbona d'Anoia,82922,Anoia,Penedès,2018,1399,8,783,5.72,560,98,,,0.000079,0.000053,,,,,,,,,,,,,,,,
Vallbona de les Monges,252385,Urgell,Ponent,2018,234,2,120,8.55,513,60,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Vallcebre,82938,Berguedà,Comarques Centrals,2018,246,2,211,8.13,858,106,,,0.00002,0.000014,,,,,,,,,,,,,,,,
Vallclara,431589,Conca de Barberà,Camp de Tarragona,2018,98,1,89,10.2,908,89,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Vallfogona de Balaguer,252402,Noguera,Ponent,2018,1884,26,7864,13.8,4174,302,,,0.000257,0.000536,,,,,,,,,,,,,,,,
Vallfogona de Ripollès,171707,Ripollès,Comarques Gironines,2018,212,1,32,4.72,151,32,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Vallfogona de Riucorb,431592,Conca de Barberà,Camp de Tarragona,2018,85,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vallgorguina,82943,Vallès Oriental,Metropolità,2018,2854,12,1142,4.2,400,95,,,0.000118,0.000078,,,,,,,,,,,,,,,,
Vallirana,82956,Baix Llobregat,Metropolità,2018,14877,118,17911,7.93,1204,152,0.7798,0.7616,0.001165,0.001221,9,19,3,27,14,9,30,7,645,5029,416,3365,875,486,6181,914
Vallmoll,431606,Alt Camp,Camp de Tarragona,2018,1738,12,5380,6.9,3096,448,,,0.000118,0.000367,,,,,,,,,,,,,,,,
Vallromanes,82969,Vallès Oriental,Metropolità,2018,2530,10,1153,3.95,456,115,,,0.000099,0.000079,,,,,,,,,,,,,,,,
Valls,431613,Alt Camp,Camp de Tarragona,2018,24156,352,60150,14.57,2490,171,0.8854,0.6118,0.003476,0.004101,22,29,19,60,68,29,101,24,2580,12852,8650,11616,6831,4391,10761,2469
"Valls d'Aguilar, les",259062,Alt Urgell,Alt Pirineu i Aran,2018,272,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Valls de Valira, les",252398,Alt Urgell,Alt Pirineu i Aran,2018,803,2,47,2.49,59,24,,,0.00002,0.000003,,,,,,,,,,,,,,,,
Vandellòs i l'Hospitalet de l'Infant,431628,Baix Camp,Camp de Tarragona,2018,6386,97,15724,15.19,2462,162,0.7935,0.6875,0.000958,0.001072,,,,,,,,,,,,,,,,
"Vansa i Fórnols, la",259097,Alt Urgell,Alt Pirineu i Aran,2018,168,1,37,5.95,220,37,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Veciana,82975,Anoia,Comarques Centrals,2018,170,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vendrell, el",431634,Baix Penedès,Penedès,2018,37153,513,112650,13.81,3032,220,886,0.6879,0.005065,0.00768,34,46,31,111,85,45,134,27,4786,26033,11481,34354,7295,4161,21814,2726
Ventalló,172109,Alt Empordà,Comarques Gironines,2018,854,6,640,7.03,749,107,,,0.000059,0.000044,,,,,,,,,,,,,,,,
Verdú,252424,Urgell,Ponent,2018,905,10,924,11.05,1021,92,,,0.000099,0.000063,,,,,,,,,,,,,,,,
Verges,172116,Baix Empordà,Comarques Gironines,2018,1189,15,1813,12.62,1525,121,,,0.000148,0.000124,,,,,,,,,,,,,,,,
Vespella de Gaià,431649,Tarragonès,Camp de Tarragona,2018,410,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vic,82981,Osona,Comarques Centrals,2018,45040,868,164811,19.27,3659,190,0.8533,0.6246,0.008571,0.011236,60,86,47,156,181,78,221,39,9700,34271,18052,32239,19496,11519,35521,4013
Vidrà,172121,Osona,Comarques Centrals,2018,173,2,84,11.56,486,42,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Vidreres,172137,Selva,Comarques Gironines,2018,7740,66,10378,8.53,1341,157,0.7143,0.6828,0.000652,0.000708,,,,,,,,,,,,,,,,
Vielha e Mijaran,252430,Aran,Alt Pirineu i Aran,2018,5493,140,22596,25.49,4114,161,837,0.6945,0.001382,0.00154,,,,,,,,,,,,,,,,
Vila-rodona,431704,Alt Camp,Camp de Tarragona,2018,1253,15,2576,11.97,2056,172,,,0.000148,0.000176,,,,,,,,,,,,,,,,
Vila-sacra,172305,Alt Empordà,Comarques Gironines,2018,709,14,8098,19.75,11422,578,,,0.000138,0.000552,,,,,,,,,,,,,,,,
Vila-sana,252521,Pla d'Urgell,Ponent,2018,717,17,3710,23.71,5174,218,,,0.000168,0.000253,,,,,,,,,,,,,,,,
Vila-seca,431711,Tarragonès,Camp de Tarragona,2018,22107,224,36529,10.13,1652,163,0.8807,625,0.002212,0.00249,11,16,17,41,36,21,69,13,1245,3822,4268,8939,3799,3583,9316,1557
Vilabella,431652,Alt Camp,Camp de Tarragona,2018,746,9,999,12.06,1339,111,,,0.000089,0.000068,,,,,,,,,,,,,,,,
Vilabertran,172142,Alt Empordà,Comarques Gironines,2018,951,6,253,6.31,266,42,,,0.000059,0.000017,,,,,,,,,,,,,,,,
Vilablareix,172155,Gironès,Comarques Gironines,2018,2789,26,6324,9.32,2267,243,,,0.000257,0.000431,,,,,,,,,,,,,,,,
Vilada,82994,Berguedà,Comarques Centrals,2018,430,5,312,11.63,726,62,,,0.000049,0.000021,,,,,,,,,,,,,,,,
Viladamat,172174,Alt Empordà,Comarques Gironines,2018,466,14,1143,30.04,2453,82,,,0.000138,0.000078,,,,,,,,,,,,,,,,
Viladasens,172168,Gironès,Comarques Gironines,2018,204,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Viladecans,83015,Baix Llobregat,Metropolità,2018,66168,713,107015,10.78,1617,150,0.8856,0.7758,0.00704,0.007296,48,53,36,108,151,50,231,36,8995,12351,7992,15070,23078,6530,28884,4115
Viladecavalls,83008,Vallès Occidental,Metropolità,2018,7480,42,5681,5.61,759,135,0.6585,0.2507,0.000415,0.000387,,,,,,,,,,,,,,,,
Vilademuls,172180,Pla de l'Estany,Comarques Gironines,2018,823,5,677,6.08,823,135,,,0.000049,0.000046,,,,,,,,,,,,,,,,
Viladrau,172207,Osona,Comarques Centrals,2018,1026,13,898,12.67,875,69,,,0.000128,0.000061,,,,,,,,,,,,,,,,
Vilafant,172214,Alt Empordà,Comarques Gironines,2018,5443,24,2005,4.41,368,84,,,0.000237,0.000137,,,,,,,,,,,,,,,,
Vilafranca del Penedès,83054,Alt Penedès,Penedès,2018,40055,670,119962,16.73,2995,179,0.9162,0.7812,0.006616,0.008178,55,60,30,119,132,50,197,27,8984,21396,16630,19718,11551,5199,31181,5303
Vilagrassa,252445,Urgell,Ponent,2018,510,5,3538,9.8,6937,708,,,0.000049,0.000241,,,,,,,,,,,,,,,,
Vilajuïga,172235,Alt Empordà,Comarques Gironines,2018,1112,13,1402,11.69,1261,108,,,0.000128,0.000096,,,,,,,,,,,,,,,,
Vilalba dels Arcs,431750,Terra Alta,Terres de l'Ebre,2018,635,6,261,9.45,411,44,,,0.000059,0.000018,,,,,,,,,,,,,,,,
Vilalba Sasserra,83067,Vallès Oriental,Metropolità,2018,688,8,555,11.63,807,69,,,0.000079,0.000038,,,,,,,,,,,,,,,,
Vilaller,252458,Alta Ribagorça,Alt Pirineu i Aran,2018,536,8,771,14.93,1438,96,,,0.000079,0.000053,,,,,,,,,,,,,,,,
Vilallonga de Ter,172240,Ripollès,Comarques Gironines,2018,404,5,314,12.38,777,63,,,0.000049,0.000021,,,,,,,,,,,,,,,,
Vilallonga del Camp,431665,Tarragonès,Camp de Tarragona,2018,2339,18,5695,7.7,2435,316,,,0.000178,0.000388,,,,,,,,,,,,,,,,
Vilamacolum,172253,Alt Empordà,Comarques Gironines,2018,312,1,69,3.21,221,69,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Vilamalla,172266,Alt Empordà,Comarques Gironines,2018,1157,38,16519,32.84,14277,435,,,0.000375,0.001126,,,,,,,,,,,,,,,,
Vilamaniscle,172272,Alt Empordà,Comarques Gironines,2018,208,1,17,4.81,82,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilamòs,252477,Aran,Alt Pirineu i Aran,2018,159,3,1023,18.87,6434,341,,,0.00003,0.00007,,,,,,,,,,,,,,,,
Vilanant,172288,Alt Empordà,Comarques Gironines,2018,399,1,413,2.51,1035,413,,,0.00001,0.000028,,,,,,,,,,,,,,,,
Vilanova d'Escornalbou,431671,Baix Camp,Camp de Tarragona,2018,549,4,285,7.29,519,71,,,0.000039,0.000019,,,,,,,,,,,,,,,,
Vilanova de Bellpuig,252483,Pla d'Urgell,Ponent,2018,1170,7,281,5.98,240,40,,,0.000069,0.000019,,,,,,,,,,,,,,,,
Vilanova de l'Aguda,252496,Noguera,Ponent,2018,202,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vilanova de la Barca,252542,Segrià,Ponent,2018,1039,12,1295,11.55,1246,108,,,0.000118,0.000088,,,,,,,,,,,,,,,,
Vilanova de Meià,252509,Noguera,Ponent,2018,395,5,321,12.66,813,64,,,0.000049,0.000022,,,,,,,,,,,,,,,,
Vilanova de Prades,431687,Conca de Barberà,Camp de Tarragona,2018,117,2,31,17.09,265,16,,,0.00002,0.000002,,,,,,,,,,,,,,,,
Vilanova de Sau,83036,Osona,Comarques Centrals,2018,308,3,101,9.74,328,34,,,0.00003,0.000007,,,,,,,,,,,,,,,,
Vilanova de Segrià,252516,Segrià,Ponent,2018,945,3,202,3.17,214,67,,,0.00003,0.000014,,,,,,,,,,,,,,,,
Vilanova del Camí,83020,Anoia,Penedès,2018,12361,96,13827,7.77,1119,144,0.9787,0.8742,0.000948,0.000943,4,5,5,23,13,7,35,4,397,716,2639,3646,945,543,4535,406
Vilanova del Vallès,89024,Vallès Oriental,Metropolità,2018,5339,49,7645,9.18,1432,156,,,0.000484,0.000521,,,,,,,,,,,,,,,,
Vilanova i la Geltrú,83073,Garraf,Penedès,2018,66274,929,126445,14.02,1908,136,0.9044,0.7259,0.009173,0.00862,45,71,30,184,195,70,289,45,2531,16448,9010,33352,21557,6554,30992,6001
Vilaplana,431690,Baix Camp,Camp de Tarragona,2018,579,4,413,6.91,713,103,,,0.000039,0.000028,,,,,,,,,,,,,,,,
Vilassar de Dalt,82140,Maresme,Metropolità,2018,9013,87,14208,9.65,1576,163,825,754,0.000859,0.000969,,,,,,,,,,,,,,,,
Vilassar de Mar,82191,Maresme,Metropolità,2018,20764,247,34144,11.9,1644,138,,,0.002439,0.002328,13,11,12,44,44,19,90,14,1945,2435,3655,8928,3005,1698,10564,1914
Vilaür,172229,Alt Empordà,Comarques Gironines,2018,147,1,17,6.8,116,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vilaverd,431726,Conca de Barberà,Camp de Tarragona,2018,456,2,325,4.39,713,163,,,0.00002,0.000022,,,,,,,,,,,,,,,,
"Vilella Alta, la",431732,Priorat,Camp de Tarragona,2018,132,2,49,15.15,371,25,,,0.00002,0.000003,,,,,,,,,,,,,,,,
"Vilella Baixa, la",431747,Priorat,Camp de Tarragona,2018,202,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vilobí d'Onyar,172333,Selva,Comarques Gironines,2018,3196,35,3699,10.95,1157,106,,,0.000346,0.000252,,,,,,,,,,,,,,,,
Vilobí del Penedès,83041,Alt Penedès,Penedès,2018,1106,8,578,7.23,523,72,,,0.000079,0.000039,,,,,,,,,,,,,,,,
Vilopriu,172327,Baix Empordà,Comarques Gironines,2018,205,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vilosell, el",252537,Garrigues,Ponent,2018,168,1,26,5.95,155,26,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Vimbodí i Poblet,431763,Conca de Barberà,Camp de Tarragona,2018,917,11,847,12,924,77,,,0.000109,0.000058,,,,,,,,,,,,,,,,
Vinaixa,252555,Garrigues,Ponent,2018,482,6,455,12.45,944,76,,,0.000059,0.000031,,,,,,,,,,,,,,,,
Vinebre,431779,Ribera d'Ebre,Terres de l'Ebre,2018,432,6,251,13.89,581,42,,,0.000059,0.000017,,,,,,,,,,,,,,,,
Vinyols i els Arcs,431785,Baix Camp,Camp de Tarragona,2018,1974,23,4995,11.65,2530,217,0.3043,213,0.000227,0.000341,,,,,,,,,,,,,,,,
Viver i Serrateix,83089,Berguedà,Comarques Centrals,2018,164,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Xerta,430521,Baix Ebre,Terres de l'Ebre,2018,1170,12,658,10.26,562,55,,,0.000118,0.000045,,,,,,,,,,,,,,,,
