Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Sant Martí Vell,171735,Gironès,Comarques Gironines,2017,245,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Mateu de Bages,82299,Bages,Comarques Centrals,2017,611,6,349,9.82,571,58,,,0.000058,0.000023,,,,,,,,,,,,,,,,
Sant Miquel de Campmajor,171740,Pla de l'Estany,Comarques Gironines,2017,226,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Miquel de Fluvià,171753,Alt Empordà,Comarques Gironines,2017,746,6,3622,8.04,4855,604,,,0.000058,0.000242,,,,,,,,,,,,,,,,
Sant Mori,171766,Alt Empordà,Comarques Gironines,2017,175,1,86,5.71,491,86,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Sant Pau de Segúries,171772,Ripollès,Comarques Gironines,2017,672,9,606,13.39,902,67,,,0.000087,0.000041,,,,,,,,,,,,,,,,
Sant Pere de Ribes,82310,Garraf,Penedès,2017,30142,285,53367,9.46,1771,187,0.8175,0.5018,0.002761,0.00357,19,18,16,67,38,25,89,13,1013,5308,5988,17185,4914,4544,12229,2186
Sant Pere de Riudebitlles,82325,Alt Penedès,Penedès,2017,2343,26,3802,11.1,1623,146,,,0.000252,0.000254,,,,,,,,,,,,,,,,
Sant Pere de Torelló,82331,Osona,Comarques Centrals,2017,2437,15,1187,6.16,487,79,,,0.000145,0.000079,,,,,,,,,,,,,,,,
Sant Pere de Vilamajor,82346,Vallès Oriental,Metropolità,2017,4313,9,1148,2.09,266,128,,,0.000087,0.000077,,,,,,,,,,,,,,,,
Sant Pere Pescador,171788,Alt Empordà,Comarques Gironines,2017,2040,36,8298,17.65,4068,231,,,0.000349,0.000555,,,,,,,,,,,,,,,,
Sant Pere Sallavinera,81897,Anoia,Comarques Centrals,2017,156,3,577,19.23,3699,192,,,0.000029,0.000039,,,,,,,,,,,,,,,,
Sant Pol de Mar,82359,Maresme,Metropolità,2017,5062,56,6307,11.06,1246,113,,,0.000543,0.000422,,,,,,,,,,,,,,,,
Sant Quintí de Mediona,82362,Alt Penedès,Penedès,2017,2170,22,2078,10.14,958,94,,,0.000213,0.000139,,,,,,,,,,,,,,,,
Sant Quirze de Besora,82378,Osona,Comarques Centrals,2017,2092,28,3434,13.38,1641,123,,,0.000271,0.00023,,,,,,,,,,,,,,,,
Sant Quirze del Vallès,82384,Vallès Occidental,Metropolità,2017,19867,189,44924,9.51,2261,238,0.7937,0.7953,0.001831,0.003005,22,20,6,34,23,15,61,8,2836,6959,16048,8046,2699,1365,6253,718
Sant Quirze Safaja,82397,Moianès,Metropolità,2017,627,1,69,1.59,110,69,,,0.00001,0.000005,,,,,,,,,,,,,,,,
Sant Ramon,251945,Segarra,Ponent,2017,507,8,1364,15.78,2690,171,,,0.000078,0.000091,,,,,,,,,,,,,,,,
Sant Sadurní d'Anoia,82401,Alt Penedès,Penedès,2017,12749,140,21995,10.98,1725,157,0.9643,0.9669,0.001356,0.001471,12,12,4,27,21,11,41,12,1067,2894,1083,4339,2065,1258,7730,1559
Sant Sadurní d'Osormort,82418,Osona,Comarques Centrals,2017,79,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Salvador de Guardiola,80983,Bages,Comarques Centrals,2017,3127,13,1197,4.16,383,92,,,0.000126,0.00008,,,,,,,,,,,,,,,,
Sant Vicenç de Castellet,82628,Bages,Comarques Centrals,2017,9300,104,9767,11.18,1050,94,0.9327,0.7576,0.001008,0.000653,,,,,,,,,,,,,,,,
Sant Vicenç de Montalt,82649,Maresme,Metropolità,2017,6272,43,8035,6.86,1281,187,814,0.8439,0.000417,0.000537,,,,,,,,,,,,,,,,
Sant Vicenç de Torelló,82652,Osona,Comarques Centrals,2017,1998,9,700,4.5,350,78,,,0.000087,0.000047,,,,,,,,,,,,,,,,
Sant Vicenç dels Horts,82634,Baix Llobregat,Metropolità,2017,27982,291,43392,10.4,1551,149,0.8179,0.6736,0.002819,0.002903,9,32,15,53,46,16,96,24,1389,10666,3867,7727,4163,1360,11887,2333
Santa Bàrbara,431384,Montsià,Terres de l'Ebre,2017,3797,58,6662,15.28,1755,115,,,0.000562,0.000446,,,,,,,,,,,,,,,,
Santa Cecília de Voltregà,82439,Osona,Comarques Centrals,2017,189,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Coloma de Cervelló,82444,Baix Llobregat,Metropolità,2017,8082,40,6317,4.95,782,158,575,0.6926,0.000388,0.000423,,,,,,,,,,,,,,,,
Santa Coloma de Farners,171805,Selva,Comarques Gironines,2017,12854,152,21642,11.83,1684,142,0.9211,0.9281,0.001473,0.001448,8,12,10,29,25,11,45,12,892,1880,2716,3730,2209,878,8357,980
Santa Coloma de Gramenet,82457,Barcelonès,Metropolità,2017,117597,1292,146088,10.99,1242,113,0.9985,0.9998,0.012518,0.009772,29,41,64,201,219,76,564,98,2555,11544,13923,24304,18826,5409,61305,8222
Santa Coloma de Queralt,431397,Conca de Barberà,Camp de Tarragona,2017,2695,39,5606,14.47,2080,144,,,0.000378,0.000375,,,,,,,,,,,,,,,,
Santa Cristina d'Aro,171812,Baix Empordà,Comarques Gironines,2017,5194,47,7545,9.05,1453,161,,,0.000455,0.000505,,,,,,,,,,,,,,,,
Santa Eugènia de Berga,82460,Osona,Comarques Centrals,2017,2259,17,2304,7.53,1020,136,,,0.000165,0.000154,,,,,,,,,,,,,,,,
Santa Eulàlia de Riuprimer,82476,Osona,Comarques Centrals,2017,1289,12,705,9.31,547,59,,,0.000116,0.000047,,,,,,,,,,,,,,,,
Santa Eulàlia de Ronçana,82482,Vallès Oriental,Metropolità,2017,7124,50,6676,7.02,937,134,,,0.000484,0.000447,,,,,,,,,,,,,,,,
Santa Fe del Penedès,82495,Alt Penedès,Penedès,2017,380,1,176,2.63,463,176,,,0.00001,0.000012,,,,,,,,,,,,,,,,
Santa Llogaia d'Àlguema,171827,Alt Empordà,Comarques Gironines,2017,353,11,6097,31.16,17272,554,,,0.000107,0.000408,,,,,,,,,,,,,,,,
Santa Margarida de Montbui,82508,Anoia,Penedès,2017,9748,72,13318,7.39,1366,185,0.9444,0.7171,0.000698,0.000891,,,,,,,,,,,,,,,,
Santa Margarida i els Monjos,82515,Alt Penedès,Penedès,2017,7480,60,6494,8.02,868,108,,,0.000581,0.000434,,,,,,,,,,,,,,,,
Santa Maria d'Oló,82589,Moianès,Comarques Centrals,2017,1030,7,1079,6.8,1048,154,,,0.000068,0.000072,,,,,,,,,,,,,,,,
Santa Maria de Besora,82536,Osona,Comarques Centrals,2017,147,1,86,6.8,585,86,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Santa Maria de Martorelles,82567,Vallès Oriental,Metropolità,2017,858,2,86,2.33,100,43,,,0.000019,0.000006,,,,,,,,,,,,,,,,
Santa Maria de Merlès,82554,Berguedà,Comarques Centrals,2017,190,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Maria de Miralles,82573,Anoia,Penedès,2017,123,1,671,8.13,5455,671,,,0.00001,0.000045,,,,,,,,,,,,,,,,
Santa Maria de Palautordera,82592,Vallès Oriental,Metropolità,2017,9286,111,12900,11.95,1389,116,,,0.001075,0.000863,,,,,,,,,,,,,,,,
Santa Oliva,431401,Baix Penedès,Penedès,2017,3315,25,18188,7.54,5487,728,,,0.000242,0.001217,,,,,,,,,,,,,,,,
Santa Pau,171848,Garrotxa,Comarques Gironines,2017,1549,11,1073,7.1,693,98,,,0.000107,0.000072,,,,,,,,,,,,,,,,
Santa Perpètua de Mogoda,82606,Vallès Occidental,Metropolità,2017,25574,272,39674,10.64,1551,146,0.7132,0.5007,0.002635,0.002654,26,35,7,53,36,25,69,21,3596,11838,2236,8792,2159,1627,7544,1882
Santa Susanna,82613,Maresme,Metropolità,2017,3352,48,17399,14.32,5191,362,0.5625,0.6546,0.000465,0.001164,,,,,,,,,,,,,,,,
Santpedor,81923,Bages,Comarques Centrals,2017,7496,75,14101,10.01,1881,188,,,0.000727,0.000943,,,,,,,,,,,,,,,,
Sarral,431423,Conca de Barberà,Camp de Tarragona,2017,1560,13,1086,8.33,696,84,,,0.000126,0.000073,,,,,,,,,,,,,,,,
Sarrià de Ter,171864,Gironès,Comarques Gironines,2017,5052,59,26350,11.68,5216,447,0.7288,0.3877,0.000572,0.001763,,,,,,,,,,,,,,,,
Sarroca de Bellera,252017,Pallars Jussà,Alt Pirineu i Aran,2017,120,2,125,16.67,1042,63,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Sarroca de Lleida,252000,Segrià,Ponent,2017,370,2,91,5.41,246,46,,,0.000019,0.000006,,,,,,,,,,,,,,,,
"Saus, Camallera i Llampaies",171870,Alt Empordà,Comarques Gironines,2017,839,10,1076,11.92,1282,108,,,0.000097,0.000072,,,,,,,,,,,,,,,,
Savallà del Comtat,431439,Conca de Barberà,Camp de Tarragona,2017,56,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Secuita, la",431444,Tarragonès,Camp de Tarragona,2017,1676,10,739,5.97,441,74,,,0.000097,0.000049,,,,,,,,,,,,,,,,
"Selva de Mar, la",171886,Alt Empordà,Comarques Gironines,2017,191,1,71,5.24,372,71,,,0.00001,0.000005,,,,,,,,,,,,,,,,
"Selva del Camp, la",431457,Baix Camp,Camp de Tarragona,2017,5546,54,12842,9.74,2316,238,0.8333,0.5723,0.000523,0.000859,,,,,,,,,,,,,,,,
Senan,431460,Conca de Barberà,Camp de Tarragona,2017,49,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Sénia, la",430445,Montsià,Terres de l'Ebre,2017,5652,109,26740,19.29,4731,245,,,0.001056,0.001789,,,,,,,,,,,,,,,,
Senterada,252022,Pallars Jussà,Alt Pirineu i Aran,2017,136,1,56,7.35,412,56,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Sentiu de Sió, la",250352,Noguera,Ponent,2017,445,4,443,8.99,996,111,,,0.000039,0.00003,,,,,,,,,,,,,,,,
Sentmenat,82671,Vallès Occidental,Metropolità,2017,8818,94,15514,10.66,1759,165,0.7447,0.5519,0.000911,0.001038,,,,,,,,,,,,,,,,
Serinyà,171903,Pla de l'Estany,Comarques Gironines,2017,1117,11,1096,9.85,981,100,,,0.000107,0.000073,,,,,,,,,,,,,,,,
Seròs,252043,Segrià,Ponent,2017,1895,21,1915,11.08,1011,91,,,0.000203,0.000128,,,,,,,,,,,,,,,,
Serra de Daró,171910,Baix Empordà,Comarques Gironines,2017,206,5,1870,24.27,9078,374,,,0.000048,0.000125,,,,,,,,,,,,,,,,
Setcases,171925,Ripollès,Comarques Gironines,2017,182,6,384,32.97,2110,64,,,0.000058,0.000026,,,,,,,,,,,,,,,,
"Seu d'Urgell, la",252038,Alt Urgell,Alt Pirineu i Aran,2017,12015,224,23186,18.64,1930,104,0.9464,798,0.00217,0.001551,9,11,10,47,58,20,58,11,610,2883,1842,4471,4088,926,7544,822
Seva,82690,Osona,Comarques Centrals,2017,3451,19,1132,5.51,328,60,,,0.000184,0.000076,,,,,,,,,,,,,,,,
Sidamon,252056,Pla d'Urgell,Ponent,2017,732,9,2035,12.3,2780,226,,,0.000087,0.000136,,,,,,,,,,,,,,,,
Sils,171931,Selva,Comarques Gironines,2017,5910,47,8303,7.95,1405,177,0.6596,0.4382,0.000455,0.000555,,,,,,,,,,,,,,,,
Sitges,82704,Garraf,Penedès,2017,28527,549,58527,19.24,2052,107,0.8506,0.6761,0.005319,0.003915,29,45,16,78,156,43,151,31,1891,6306,5721,6757,10569,3512,20195,3576
Siurana,170524,Alt Empordà,Comarques Gironines,2017,159,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sobremunt,82711,Osona,Comarques Centrals,2017,84,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Soleràs, el",252069,Garrigues,Ponent,2017,346,1,4,2.89,12,4,,,0.00001,0,,,,,,,,,,,,,,,,
Solivella,431476,Conca de Barberà,Camp de Tarragona,2017,614,10,568,16.29,925,57,,,0.000097,0.000038,,,,,,,,,,,,,,,,
Solsona,252075,Solsonès,Comarques Centrals,2017,8974,179,29396,19.95,3276,164,0.9553,0.9421,0.001734,0.001966,,,,,,,,,,,,,,,,
Sora,82726,Osona,Comarques Centrals,2017,193,2,429,10.36,2223,215,,,0.000019,0.000029,,,,,,,,,,,,,,,,
Soriguera,252081,Pallars Sobirà,Alt Pirineu i Aran,2017,403,1,1,2.48,2,1,,,0.00001,0,,,,,,,,,,,,,,,,
Sort,252094,Pallars Sobirà,Alt Pirineu i Aran,2017,2128,64,7763,30.08,3648,121,0.7344,0.5546,0.00062,0.000519,,,,,,,,,,,,,,,,
Soses,252108,Segrià,Ponent,2017,1719,23,3514,13.38,2044,153,,,0.000223,0.000235,,,,,,,,,,,,,,,,
Subirats,82732,Alt Penedès,Penedès,2017,3013,29,2635,9.62,875,91,,,0.000281,0.000176,,,,,,,,,,,,,,,,
Sudanell,252115,Segrià,Ponent,2017,874,7,595,8.01,681,85,,,0.000068,0.00004,,,,,,,,,,,,,,,,
Sunyer,252120,Segrià,Ponent,2017,359,3,1855,8.36,5167,618,,,0.000029,0.000124,,,,,,,,,,,,,,,,
Súria,82747,Bages,Comarques Centrals,2017,5911,88,8542,14.89,1445,97,0.9773,0.9883,0.000853,0.000571,,,,,,,,,,,,,,,,
Susqueda,171946,Selva,Comarques Gironines,2017,98,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tagamanent,82763,Vallès Oriental,Metropolità,2017,326,1,148,3.07,454,148,,,0.00001,0.00001,,,,,,,,,,,,,,,,
Talamanca,82779,Bages,Comarques Centrals,2017,193,3,99,15.54,513,33,,,0.000029,0.000007,,,,,,,,,,,,,,,,
Talarn,252154,Pallars Jussà,Alt Pirineu i Aran,2017,702,2,2135,2.85,3041,1068,,,0.000019,0.000143,,,,,,,,,,,,,,,,
Talavera,252167,Segarra,Ponent,2017,250,2,172,8,688,86,,,0.000019,0.000012,,,,,,,,,,,,,,,,
"Tallada d'Empordà, la",171959,Baix Empordà,Comarques Gironines,2017,450,3,615,6.67,1367,205,,,0.000029,0.000041,,,,,,,,,,,,,,,,
Taradell,82785,Osona,Comarques Centrals,2017,6344,69,7459,10.88,1176,108,,,0.000669,0.000499,,,,,,,,,,,,,,,,
Tarragona,431482,Tarragonès,Camp de Tarragona,2017,131507,1865,320351,14.18,2436,172,0.8954,0.7239,0.018069,0.021429,119,139,107,339,349,191,507,114,16718,38370,51816,83977,39202,21061,56959,12248
Tàrrega,252173,Urgell,Ponent,2017,16599,295,50465,17.77,3040,171,0.9153,0.8461,0.002858,0.003376,23,29,12,56,69,29,64,13,5414,12109,2972,9213,6576,2002,10691,1488
Tarrés,252189,Garrigues,Ponent,2017,99,2,62,20.2,626,31,,,0.000019,0.000004,,,,,,,,,,,,,,,,
Tarroja de Segarra,252192,Segarra,Ponent,2017,181,2,61,11.05,337,31,,,0.000019,0.000004,,,,,,,,,,,,,,,,
Tavèrnoles,82750,Osona,Comarques Centrals,2017,317,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tavertet,82802,Osona,Comarques Centrals,2017,116,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Teià,82819,Maresme,Metropolità,2017,6333,52,7530,8.21,1189,145,0.7308,0.7519,0.000504,0.000504,,,,,,,,,,,,,,,,
Térmens,252206,Noguera,Ponent,2017,1442,15,3119,10.4,2163,208,,,0.000145,0.000209,,,,,,,,,,,,,,,,
Terrades,171962,Alt Empordà,Comarques Gironines,2017,306,2,30,6.54,98,15,,,0.000019,0.000002,,,,,,,,,,,,,,,,
Terrassa,82798,Vallès Occidental,Metropolità,2017,216428,2649,429742,12.24,1986,162,0.9547,0.8198,0.025665,0.028746,167,212,120,487,454,206,874,129,18144,65450,48412,91884,47724,19815,122993,15320
Tiana,82824,Maresme,Metropolità,2017,8645,45,5036,5.21,583,112,,,0.000436,0.000337,,,,,,,,,,,,,,,,
Tírvia,252213,Pallars Sobirà,Alt Pirineu i Aran,2017,141,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tiurana,252228,Noguera,Ponent,2017,76,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tivenys,431495,Baix Ebre,Terres de l'Ebre,2017,879,14,685,15.93,779,49,,,0.000136,0.000046,,,,,,,,,,,,,,,,
Tivissa,431508,Ribera d'Ebre,Terres de l'Ebre,2017,1677,21,1343,12.52,801,64,,,0.000203,0.00009,,,,,,,,,,,,,,,,
Tona,82830,Osona,Comarques Centrals,2017,8114,89,12908,10.97,1591,145,0.8989,0.8116,0.000862,0.000863,,,,,,,,,,,,,,,,
Torà,252234,Segarra,Ponent,2017,1223,19,1755,15.54,1435,92,,,0.000184,0.000117,,,,,,,,,,,,,,,,
Tordera,82845,Maresme,Metropolità,2017,16637,178,26654,10.7,1602,150,0.8764,0.8263,0.001725,0.001783,16,12,8,39,25,13,56,9,1320,2049,2741,9023,2289,853,7893,486
Torelló,82858,Osona,Comarques Centrals,2017,13995,178,29102,12.72,2079,163,0.9663,0.9605,0.001725,0.001947,6,11,10,34,34,18,58,7,699,4473,2824,7901,2405,1137,8891,772
"Torms, els",252249,Garrigues,Ponent,2017,147,3,96,20.41,653,32,,,0.000029,0.000006,,,,,,,,,,,,,,,,
Tornabous,252252,Urgell,Ponent,2017,858,5,506,5.83,590,101,,,0.000048,0.000034,,,,,,,,,,,,,,,,
"Torre de Cabdella, la",252271,Pallars Jussà,Alt Pirineu i Aran,2017,754,3,159,3.98,211,53,,,0.000029,0.000011,,,,,,,,,,,,,,,,
"Torre de Claramunt, la",82861,Anoia,Penedès,2017,3707,16,3089,4.32,833,193,,,0.000155,0.000207,,,,,,,,,,,,,,,,
"Torre de Fontaubella, la",431515,Priorat,Camp de Tarragona,2017,137,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Torre de l'Espanyol, la",431520,Ribera d'Ebre,Terres de l'Ebre,2017,634,4,215,6.31,339,54,,,0.000039,0.000014,,,,,,,,,,,,,,,,
Torre-serona,252332,Segrià,Ponent,2017,363,1,40,2.75,110,40,,,0.00001,0.000003,,,,,,,,,,,,,,,,
Torrebesses,252265,Segrià,Ponent,2017,290,2,96,6.9,331,48,,,0.000019,0.000006,,,,,,,,,,,,,,,,
Torredembarra,431536,Tarragonès,Camp de Tarragona,2017,15726,282,35093,17.93,2232,124,,,0.002732,0.002347,12,25,17,53,60,23,75,17,1025,3939,2763,6747,4323,1628,12297,2371
Torrefarrera,252287,Segrià,Ponent,2017,4653,60,16806,12.89,3612,280,,,0.000581,0.001124,,,,,,,,,,,,,,,,
Torrefeta i Florejacs,259078,Segarra,Ponent,2017,591,4,123,6.77,208,31,,,0.000039,0.000008,,,,,,,,,,,,,,,,
Torregrossa,252304,Pla d'Urgell,Ponent,2017,2192,20,1387,9.12,633,69,,,0.000194,0.000093,,,,,,,,,,,,,,,,
Torrelameu,252311,Noguera,Ponent,2017,715,8,1200,11.19,1678,150,,,0.000078,0.00008,,,,,,,,,,,,,,,,
Torrelavit,82877,Alt Penedès,Penedès,2017,1400,10,1271,7.14,908,127,,,0.000097,0.000085,,,,,,,,,,,,,,,,
Torrelles de Foix,82883,Alt Penedès,Penedès,2017,2243,16,1918,7.13,855,120,,,0.000155,0.000128,,,,,,,,,,,,,,,,
Torrelles de Llobregat,82896,Baix Llobregat,Metropolità,2017,5950,34,3437,5.71,578,101,,,0.000329,0.00023,,,,,,,,,,,,,,,,
Torrent,171978,Baix Empordà,Comarques Gironines,2017,161,2,148,12.42,919,74,,,0.000019,0.00001,,,,,,,,,,,,,,,,
Torres de Segre,252326,Segrià,Ponent,2017,2225,30,7206,13.48,3239,240,,,0.000291,0.000482,,,,,,,,,,,,,,,,
Torroella de Fluvià,171984,Alt Empordà,Comarques Gironines,2017,688,6,893,8.72,1298,149,,,0.000058,0.00006,,,,,,,,,,,,,,,,
Torroella de Montgrí,171997,Baix Empordà,Comarques Gironines,2017,11516,219,29124,19.02,2529,133,0.9361,0.7504,0.002122,0.001948,9,17,11,31,55,20,54,22,670,3044,3940,3991,3198,1379,10456,2446
Torroja del Priorat,431541,Priorat,Camp de Tarragona,2017,149,1,103,6.71,691,103,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Tortellà,172001,Garrotxa,Comarques Gironines,2017,783,9,834,11.49,1065,93,,,0.000087,0.000056,,,,,,,,,,,,,,,,
Tortosa,431554,Baix Ebre,Terres de l'Ebre,2017,33445,577,93442,17.25,2794,162,0.8354,0.5917,0.00559,0.00625,41,43,31,90,132,49,155,36,4487,15590,15669,20137,12722,5468,15627,3742
Toses,172018,Ripollès,Comarques Gironines,2017,168,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tossa de Mar,172023,Selva,Comarques Gironines,2017,5542,130,17238,23.46,3110,133,,,0.00126,0.001153,,,,,,,,,,,,,,,,
Tremp,252347,Pallars Jussà,Alt Pirineu i Aran,2017,5906,122,16940,20.66,2868,139,0.8689,0.82,0.001182,0.001133,,,,,,,,,,,,,,,,
Ullà,172044,Baix Empordà,Comarques Gironines,2017,1138,9,1400,7.91,1230,156,,,0.000087,0.000094,,,,,,,,,,,,,,,,
Ullastrell,82900,Vallès Occidental,Metropolità,2017,2054,11,750,5.36,365,68,,,0.000107,0.00005,,,,,,,,,,,,,,,,
Ullastret,172057,Baix Empordà,Comarques Gironines,2017,295,3,170,10.17,576,57,,,0.000029,0.000011,,,,,,,,,,,,,,,,
Ulldecona,431567,Montsià,Terres de l'Ebre,2017,6321,92,10756,14.55,1702,117,913,0.8194,0.000891,0.000719,,,,,,,,,,,,,,,,
Ulldemolins,431573,Priorat,Camp de Tarragona,2017,395,7,288,17.72,729,41,,,0.000068,0.000019,,,,,,,,,,,,,,,,
Ultramort,172039,Baix Empordà,Comarques Gironines,2017,216,1,102,4.63,472,102,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Urús,172060,Cerdanya,Alt Pirineu i Aran,2017,173,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vacarisses,82917,Vallès Occidental,Metropolità,2017,6328,33,6988,5.21,1104,212,,,0.00032,0.000467,,,,,,,,,,,,,,,,
"Vajol, la",170144,Alt Empordà,Comarques Gironines,2017,85,2,48,23.53,565,24,,,0.000019,0.000003,,,,,,,,,,,,,,,,
"Vall d'en Bas, la",172076,Garrotxa,Comarques Gironines,2017,3018,27,1901,8.95,630,70,,,0.000262,0.000127,,,,,,,,,,,,,,,,
"Vall de Bianya, la",172082,Garrotxa,Comarques Gironines,2017,1265,11,808,8.7,639,73,,,0.000107,0.000054,,,,,,,,,,,,,,,,
"Vall de Boí, la",250432,Alta Ribagorça,Alt Pirineu i Aran,2017,1015,26,2106,25.62,2075,81,,,0.000252,0.000141,,,,,,,,,,,,,,,,
Vall de Cardós,259010,Pallars Sobirà,Alt Pirineu i Aran,2017,360,1,60,2.78,167,60,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Vall-llobrega,172095,Baix Empordà,Comarques Gironines,2017,924,11,3193,11.9,3456,290,,,0.000107,0.000214,,,,,,,,,,,,,,,,
Vallbona d'Anoia,82922,Anoia,Penedès,2017,1412,9,796,6.37,564,88,,,0.000087,0.000053,,,,,,,,,,,,,,,,
Vallbona de les Monges,252385,Urgell,Ponent,2017,226,2,117,8.85,518,59,,,0.000019,0.000008,,,,,,,,,,,,,,,,
Vallcebre,82938,Berguedà,Comarques Centrals,2017,251,1,103,3.98,410,103,,,0.00001,0.000007,,,,,,,,,,,,,,,,
Vallclara,431589,Conca de Barberà,Camp de Tarragona,2017,103,1,89,9.71,864,89,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Vallfogona de Balaguer,252402,Noguera,Ponent,2017,1867,26,7751,13.93,4152,298,,,0.000252,0.000518,,,,,,,,,,,,,,,,
Vallfogona de Ripollès,171707,Ripollès,Comarques Gironines,2017,204,1,32,4.9,157,32,,,0.00001,0.000002,,,,,,,,,,,,,,,,
Vallfogona de Riucorb,431592,Conca de Barberà,Camp de Tarragona,2017,87,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vallgorguina,82943,Vallès Oriental,Metropolità,2017,2789,13,1633,4.66,586,126,,,0.000126,0.000109,,,,,,,,,,,,,,,,
Vallirana,82956,Baix Llobregat,Metropolità,2017,14784,110,17719,7.44,1199,161,0.8,0.7977,0.001066,0.001185,4,18,3,25,16,7,30,7,351,4834,416,2810,904,522,6968,914
Vallmoll,431606,Alt Camp,Camp de Tarragona,2017,1702,11,5151,6.46,3026,468,,,0.000107,0.000345,,,,,,,,,,,,,,,,
Vallromanes,82969,Vallès Oriental,Metropolità,2017,2514,12,1181,4.77,470,98,,,0.000116,0.000079,,,,,,,,,,,,,,,,
Valls,431613,Alt Camp,Camp de Tarragona,2017,24112,378,63004,15.68,2613,167,0.9365,0.7777,0.003662,0.004214,20,30,19,63,80,32,110,24,2264,13131,8388,12127,7776,5488,11485,2345
"Valls d'Aguilar, les",259062,Alt Urgell,Alt Pirineu i Aran,2017,277,2,69,7.22,249,35,,,0.000019,0.000005,,,,,,,,,,,,,,,,
"Valls de Valira, les",252398,Alt Urgell,Alt Pirineu i Aran,2017,808,1,17,1.24,21,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Vandellòs i l'Hospitalet de l'Infant,431628,Baix Camp,Camp de Tarragona,2017,6294,102,17684,16.21,2810,173,0.8039,0.6915,0.000988,0.001183,,,,,,,,,,,,,,,,
"Vansa i Fórnols, la",259097,Alt Urgell,Alt Pirineu i Aran,2017,180,1,54,5.56,300,54,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Veciana,82975,Anoia,Comarques Centrals,2017,167,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vendrell, el",431634,Baix Penedès,Penedès,2017,36568,528,106108,14.44,2902,201,875,0.6346,0.005116,0.007098,30,49,34,115,97,46,130,27,4246,26506,11526,26349,7741,4142,22948,2650
Ventalló,172109,Alt Empordà,Comarques Gironines,2017,793,8,477,10.09,602,60,,,0.000078,0.000032,,,,,,,,,,,,,,,,
Verdú,252424,Urgell,Ponent,2017,924,9,966,9.74,1045,107,,,0.000087,0.000065,,,,,,,,,,,,,,,,
Verges,172116,Baix Empordà,Comarques Gironines,2017,1159,13,1673,11.22,1443,129,,,0.000126,0.000112,,,,,,,,,,,,,,,,
Vespella de Gaià,431649,Tarragonès,Camp de Tarragona,2017,424,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vic,82981,Osona,Comarques Centrals,2017,43964,879,165546,19.99,3765,188,0.8487,0.6284,0.008516,0.011074,52,93,49,148,186,79,232,40,6854,37610,18138,33799,18552,10686,35901,4006
Vidrà,172121,Osona,Comarques Centrals,2017,177,2,84,11.3,475,42,,,0.000019,0.000006,,,,,,,,,,,,,,,,
Vidreres,172137,Selva,Comarques Gironines,2017,7652,73,11004,9.54,1438,151,0.6712,0.6258,0.000707,0.000736,,,,,,,,,,,,,,,,
