Municipi,Codi_ine_6_txt,Comarca,Àmbit territorial,Any,Població,Establiments,Superfície de venda (m2),Densitat comercial (est. / 1.000 hab.),Densitat comercial (m2 / 1.000 hab.),Superfície mitjana per establiment (m2),Percentatge d'establiments dintre de TUC,Percentatge de superfície de venda dintre de TUC,Percentatge d'establiments,Percentatge de superfície de venda,Altres,Automoció i carburants,Comerç mixt,Equipament llar,Equipament persona,Lleure i cultura,Quotidià alimentari (exc. vending),Quotidià no alimentari,Superfície Altres,Superfície Automoció i carburants,Superfície Comerç mixt,Superfície Equipament llar,Superfície Equipament persona,Superfície Lleure i cultura,Superfície Quotidià alimentari (exc. vending),Superfície Quotidià no alimentari
Sant Miquel de Campmajor,171740,Pla de l'Estany,Comarques Gironines,2019,231,1,0,4.33,0,0,,,0.00001,0,,,,,,,,,,,,,,,,
Sant Miquel de Fluvià,171753,Alt Empordà,Comarques Gironines,2019,764,6,187,7.85,245,31,,,0.000061,0.000016,,,,,,,,,,,,,,,,
Sant Mori,171766,Alt Empordà,Comarques Gironines,2019,177,1,67,5.65,379,67,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Sant Pau de Segúries,171772,Ripollès,Comarques Gironines,2019,697,9,474,12.91,680,53,,,0.000092,0.000042,,,,,,,,,,,,,,,,
Sant Pere de Ribes,82310,Garraf,Penedès,2019,30719,279,39556,9.08,1288,142,0.7871,0.4667,0.002838,0.003486,19,18,16,63,34,16,98,15,500,4176,3622,12977,3596,2337,10365,1983
Sant Pere de Riudebitlles,82325,Alt Penedès,Penedès,2019,2368,20,3061,8.45,1293,153,,,0.000203,0.00027,,,,,,,,,,,,,,,,
Sant Pere de Torelló,82331,Osona,Comarques Centrals,2019,2419,17,1239,7.03,512,73,,,0.000173,0.000109,,,,,,,,,,,,,,,,
Sant Pere de Vilamajor,82346,Vallès Oriental,Metropolità,2019,4472,10,1174,2.24,263,117,,,0.000102,0.000103,,,,,,,,,,,,,,,,
Sant Pere Pescador,171788,Alt Empordà,Comarques Gironines,2019,2042,34,6267,16.65,3069,184,,,0.000346,0.000552,,,,,,,,,,,,,,,,
Sant Pere Sallavinera,81897,Anoia,Comarques Centrals,2019,152,3,15,19.74,99,5,,,0.000031,0.000001,,,,,,,,,,,,,,,,
Sant Pol de Mar,82359,Maresme,Metropolità,2019,5299,58,5523,10.95,1042,95,,,0.00059,0.000487,,,,,,,,,,,,,,,,
Sant Quintí de Mediona,82362,Alt Penedès,Penedès,2019,2254,16,1398,7.1,620,87,,,0.000163,0.000123,,,,,,,,,,,,,,,,
Sant Quirze de Besora,82378,Osona,Comarques Centrals,2019,2167,30,4206,13.84,1941,140,,,0.000305,0.000371,,,,,,,,,,,,,,,,
Sant Quirze del Vallès,82384,Vallès Occidental,Metropolità,2019,20141,204,38883,10.13,1931,191,0.7614,0.8115,0.002075,0.003427,24,26,6,33,24,18,61,12,1638,5632,15401,7246,1321,1405,5332,908
Sant Quirze Safaja,82397,Moianès,Metropolità,2019,627,3,56,4.78,89,19,,,0.000031,0.000005,,,,,,,,,,,,,,,,
Sant Ramon,251945,Segarra,Ponent,2019,491,8,1070,16.29,2179,134,,,0.000081,0.000094,,,,,,,,,,,,,,,,
Sant Sadurní d'Anoia,82401,Alt Penedès,Penedès,2019,12887,130,16546,10.09,1284,127,0.9531,0.9046,0.001322,0.001458,5,13,4,22,20,11,44,11,239,2721,852,2721,1351,1010,6370,1282
Sant Sadurní d'Osormort,82418,Osona,Comarques Centrals,2019,78,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sant Salvador de Guardiola,80983,Bages,Comarques Centrals,2019,3179,14,844,4.4,265,60,,,0.000142,0.000074,,,,,,,,,,,,,,,,
Sant Vicenç de Castellet,82628,Bages,Comarques Centrals,2019,9523,83,6394,8.72,671,77,0.9398,0.8847,0.000844,0.000563,,,,,,,,,,,,,,,,
Sant Vicenç de Montalt,82649,Maresme,Metropolità,2019,6407,42,4392,6.56,686,105,0.7027,0.7624,0.000427,0.000387,,,,,,,,,,,,,,,,
Sant Vicenç de Torelló,82652,Osona,Comarques Centrals,2019,2058,7,432,3.4,210,62,,,0.000071,0.000038,,,,,,,,,,,,,,,,
Sant Vicenç dels Horts,82634,Baix Llobregat,Metropolità,2019,28117,272,32472,9.67,1155,119,0.8333,0.6574,0.002767,0.002862,9,27,15,47,44,12,96,22,637,7036,3619,5750,2950,634,10002,1844
Santa Bàrbara,431384,Montsià,Terres de l'Ebre,2019,3707,56,5813,15.11,1568,104,,,0.00057,0.000512,,,,,,,,,,,,,,,,
Santa Cecília de Voltregà,82439,Osona,Comarques Centrals,2019,187,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Coloma de Cervelló,82444,Baix Llobregat,Metropolità,2019,8218,41,4400,4.99,535,107,0.5366,0.5609,0.000417,0.000388,,,,,,,,,,,,,,,,
Santa Coloma de Farners,171805,Selva,Comarques Gironines,2019,13143,139,15867,10.58,1207,114,0.9185,0.8909,0.001414,0.001398,11,12,8,28,18,11,42,9,738,1346,1377,2819,1473,688,6877,549
Santa Coloma de Gramenet,82457,Barcelonès,Metropolità,2019,119215,1177,107246,9.87,900,91,0.9965,0.9966,0.011972,0.009451,27,35,60,191,200,59,524,81,1076,6488,10824,18173,14257,3879,46570,5979
Santa Coloma de Queralt,431397,Conca de Barberà,Camp de Tarragona,2019,2673,34,3106,12.72,1162,91,,,0.000346,0.000274,,,,,,,,,,,,,,,,
Santa Cristina d'Aro,171812,Baix Empordà,Comarques Gironines,2019,5223,46,6328,8.81,1212,138,0.6667,0.4845,0.000468,0.000558,,,,,,,,,,,,,,,,
Santa Eugènia de Berga,82460,Osona,Comarques Centrals,2019,2248,12,925,5.34,411,77,,,0.000122,0.000082,,,,,,,,,,,,,,,,
Santa Eulàlia de Riuprimer,82476,Osona,Comarques Centrals,2019,1345,10,473,7.43,352,47,,,0.000102,0.000042,,,,,,,,,,,,,,,,
Santa Eulàlia de Ronçana,82482,Vallès Oriental,Metropolità,2019,7288,51,5175,7,710,101,,,0.000519,0.000456,,,,,,,,,,,,,,,,
Santa Fe del Penedès,82495,Alt Penedès,Penedès,2019,374,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Llogaia d'Àlguema,171827,Alt Empordà,Comarques Gironines,2019,370,12,4973,32.43,13441,414,,,0.000122,0.000438,,,,,,,,,,,,,,,,
Santa Margarida de Montbui,82508,Anoia,Penedès,2019,9980,59,7190,5.91,720,122,0.5932,0.4573,0.0006,0.000634,,,,,,,,,,,,,,,,
Santa Margarida i els Monjos,82515,Alt Penedès,Penedès,2019,7611,56,5440,7.36,715,97,,,0.00057,0.000479,,,,,,,,,,,,,,,,
Santa Maria d'Oló,82589,Moianès,Comarques Centrals,2019,1025,9,1021,8.78,996,113,,,0.000092,0.00009,,,,,,,,,,,,,,,,
Santa Maria de Besora,82536,Osona,Comarques Centrals,2019,150,2,13,13.33,87,7,,,0.00002,0.000001,,,,,,,,,,,,,,,,
Santa Maria de Martorelles,82567,Vallès Oriental,Metropolità,2019,893,3,101,3.36,113,34,,,0.000031,0.000009,,,,,,,,,,,,,,,,
Santa Maria de Merlès,82554,Berguedà,Comarques Centrals,2019,184,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Santa Maria de Miralles,82573,Anoia,Penedès,2019,126,1,263,7.94,2087,263,,,0.00001,0.000023,,,,,,,,,,,,,,,,
Santa Maria de Palautordera,82592,Vallès Oriental,Metropolità,2019,9423,104,9551,11.04,1014,92,,,0.001058,0.000842,,,,,,,,,,,,,,,,
Santa Oliva,431401,Baix Penedès,Penedès,2019,3320,28,5889,8.43,1774,210,,,0.000285,0.000519,,,,,,,,,,,,,,,,
Santa Pau,171848,Garrotxa,Comarques Gironines,2019,1565,9,786,5.75,502,87,,,0.000092,0.000069,,,,,,,,,,,,,,,,
Santa Perpètua de Mogoda,82606,Vallès Occidental,Metropolità,2019,25799,254,28005,9.85,1086,110,0.7621,0.54,0.002584,0.002468,29,34,8,51,31,17,65,19,2561,7976,914,6995,1320,695,6070,1474
Santa Susanna,82613,Maresme,Metropolità,2019,3446,52,14649,15.09,4251,282,0.5625,0.6992,0.000529,0.001291,,,,,,,,,,,,,,,,
Santpedor,81923,Bages,Comarques Centrals,2019,7554,68,5580,9,739,82,,,0.000692,0.000492,,,,,,,,,,,,,,,,
Sarral,431423,Conca de Barberà,Camp de Tarragona,2019,1548,15,810,9.69,523,54,,,0.000153,0.000071,,,,,,,,,,,,,,,,
Sarrià de Ter,171864,Gironès,Comarques Gironines,2019,5170,57,17432,11.03,3372,306,0.7368,0.4204,0.00058,0.001536,,,,,,,,,,,,,,,,
Sarroca de Bellera,252017,Pallars Jussà,Alt Pirineu i Aran,2019,121,2,97,16.53,802,49,,,0.00002,0.000009,,,,,,,,,,,,,,,,
Sarroca de Lleida,252000,Segrià,Ponent,2019,363,3,138,8.26,380,46,,,0.000031,0.000012,,,,,,,,,,,,,,,,
"Saus, Camallera i Llampaies",171870,Alt Empordà,Comarques Gironines,2019,837,10,1072,11.95,1281,107,,,0.000102,0.000094,,,,,,,,,,,,,,,,
Savallà del Comtat,431439,Conca de Barberà,Camp de Tarragona,2019,58,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Secuita, la",431444,Tarragonès,Camp de Tarragona,2019,1687,10,590,5.93,350,59,,,0.000102,0.000052,,,,,,,,,,,,,,,,
"Selva de Mar, la",171886,Alt Empordà,Comarques Gironines,2019,196,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Selva del Camp, la",431457,Baix Camp,Camp de Tarragona,2019,5652,55,9927,9.73,1756,180,0.8333,0.5765,0.000559,0.000875,,,,,,,,,,,,,,,,
Senan,431460,Conca de Barberà,Camp de Tarragona,2019,48,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Sénia, la",430445,Montsià,Terres de l'Ebre,2019,5681,101,18111,17.78,3188,179,,,0.001027,0.001596,,,,,,,,,,,,,,,,
Senterada,252022,Pallars Jussà,Alt Pirineu i Aran,2019,137,1,44,7.3,321,44,,,0.00001,0.000004,,,,,,,,,,,,,,,,
"Sentiu de Sió, la",250352,Noguera,Ponent,2019,406,3,241,7.39,594,80,,,0.000031,0.000021,,,,,,,,,,,,,,,,
Sentmenat,82671,Vallès Occidental,Metropolità,2019,9078,103,11634,11.35,1282,113,0.55,0.3585,0.001048,0.001025,,,,,,,,,,,,,,,,
Serinyà,171903,Pla de l'Estany,Comarques Gironines,2019,1136,10,833,8.8,733,83,,,0.000102,0.000073,,,,,,,,,,,,,,,,
Seròs,252043,Segrià,Ponent,2019,1922,18,1454,9.37,757,81,,,0.000183,0.000128,,,,,,,,,,,,,,,,
Serra de Daró,171910,Baix Empordà,Comarques Gironines,2019,221,4,1364,18.1,6172,341,,,0.000041,0.00012,,,,,,,,,,,,,,,,
Setcases,171925,Ripollès,Comarques Gironines,2019,177,6,222,33.9,1254,37,,,0.000061,0.00002,,,,,,,,,,,,,,,,
"Seu d'Urgell, la",252038,Alt Urgell,Alt Pirineu i Aran,2019,12089,233,19925,19.27,1648,86,0.9467,816,0.00237,0.001756,19,14,9,43,57,23,56,12,829,2621,1544,3326,3275,1346,6270,714
Seva,82690,Osona,Comarques Centrals,2019,3519,21,1129,5.97,321,54,,,0.000214,0.000099,,,,,,,,,,,,,,,,
Sidamon,252056,Pla d'Urgell,Ponent,2019,734,9,1497,12.26,2040,166,,,0.000092,0.000132,,,,,,,,,,,,,,,,
Sils,171931,Selva,Comarques Gironines,2019,6093,42,6177,6.89,1014,147,675,0.4207,0.000427,0.000544,,,,,,,,,,,,,,,,
Sitges,82704,Garraf,Penedès,2019,29307,533,47467,18.19,1620,89,0.7538,0.5788,0.005422,0.004183,30,46,18,75,151,32,150,31,1492,6486,4305,5959,8163,2213,15826,3023
Siurana,170524,Alt Empordà,Comarques Gironines,2019,168,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Sobremunt,82711,Osona,Comarques Centrals,2019,79,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Soleràs, el",252069,Garrigues,Ponent,2019,332,2,67,6.02,202,34,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Solivella,431476,Conca de Barberà,Camp de Tarragona,2019,633,10,445,15.8,703,45,,,0.000102,0.000039,,,,,,,,,,,,,,,,
Solsona,252075,Solsonès,Comarques Centrals,2019,9094,178,20011,19.57,2200,112,0.9543,0.9333,0.001811,0.001763,,,,,,,,,,,,,,,,
Sora,82726,Osona,Comarques Centrals,2019,209,3,557,14.35,2665,186,,,0.000031,0.000049,,,,,,,,,,,,,,,,
Soriguera,252081,Pallars Sobirà,Alt Pirineu i Aran,2019,410,2,56,4.88,137,28,,,0.00002,0.000005,,,,,,,,,,,,,,,,
Sort,252094,Pallars Sobirà,Alt Pirineu i Aran,2019,2149,62,6677,28.85,3107,108,0.7377,527,0.000631,0.000588,,,,,,,,,,,,,,,,
Soses,252108,Segrià,Ponent,2019,1763,19,2627,10.78,1490,138,,,0.000193,0.000232,,,,,,,,,,,,,,,,
Subirats,82732,Alt Penedès,Penedès,2019,3044,29,2141,9.53,703,74,,,0.000295,0.000189,,,,,,,,,,,,,,,,
Sudanell,252115,Segrià,Ponent,2019,853,7,465,8.21,545,66,,,0.000071,0.000041,,,,,,,,,,,,,,,,
Sunyer,252120,Segrià,Ponent,2019,352,3,1453,8.52,4128,484,,,0.000031,0.000128,,,,,,,,,,,,,,,,
Súria,82747,Bages,Comarques Centrals,2019,5942,75,6594,12.62,1110,88,0.9726,929,0.000763,0.000581,,,,,,,,,,,,,,,,
Susqueda,171946,Selva,Comarques Gironines,2019,101,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tagamanent,82763,Vallès Oriental,Metropolità,2019,323,2,207,6.19,641,104,,,0.00002,0.000018,,,,,,,,,,,,,,,,
Talamanca,82779,Bages,Comarques Centrals,2019,206,3,56,14.56,272,19,,,0.000031,0.000005,,,,,,,,,,,,,,,,
Talarn,252154,Pallars Jussà,Alt Pirineu i Aran,2019,585,2,1672,3.42,2858,836,,,0.00002,0.000147,,,,,,,,,,,,,,,,
Talavera,252167,Segarra,Ponent,2019,283,2,134,7.07,473,67,,,0.00002,0.000012,,,,,,,,,,,,,,,,
"Tallada d'Empordà, la",171959,Baix Empordà,Comarques Gironines,2019,463,3,482,6.48,1041,161,,,0.000031,0.000042,,,,,,,,,,,,,,,,
Taradell,82785,Osona,Comarques Centrals,2019,6489,61,4805,9.4,740,79,,,0.00062,0.000423,,,,,,,,,,,,,,,,
Tarragona,431482,Tarragonès,Camp de Tarragona,2019,134515,1770,265232,13.16,1972,150,0.8769,0.6593,0.018004,0.023373,144,138,95,319,317,161,481,115,13355,29750,42251,69102,31929,16886,46189,15770
Tàrrega,252173,Urgell,Ponent,2019,17098,279,41376,16.32,2420,148,0.8982,0.8479,0.002838,0.003646,21,28,13,57,63,23,61,13,4252,9293,2513,8385,4110,1448,10177,1198
Tarrés,252189,Garrigues,Ponent,2019,106,2,7,18.87,66,4,,,0.00002,0.000001,,,,,,,,,,,,,,,,
Tarroja de Segarra,252192,Segarra,Ponent,2019,187,2,14,10.7,75,7,,,0.00002,0.000001,,,,,,,,,,,,,,,,
Tavèrnoles,82750,Osona,Comarques Centrals,2019,316,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tavertet,82802,Osona,Comarques Centrals,2019,111,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Teià,82819,Maresme,Metropolità,2019,6397,47,4616,7.35,722,98,0.4318,236,0.000478,0.000407,,,,,,,,,,,,,,,,
Térmens,252206,Noguera,Ponent,2019,1333,15,2060,11.25,1545,137,,,0.000153,0.000182,,,,,,,,,,,,,,,,
Terrades,171962,Alt Empordà,Comarques Gironines,2019,329,1,7,3.04,21,7,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Terrassa,82798,Vallès Occidental,Metropolità,2019,220556,2542,359906,11.53,1632,142,0.9469,0.8067,0.025857,0.031716,190,217,114,428,412,180,869,132,14216,54373,54729,73463,36574,17510,96049,12992
Tiana,82824,Maresme,Metropolità,2019,8840,48,4587,5.43,519,96,,,0.000488,0.000404,,,,,,,,,,,,,,,,
Tírvia,252213,Pallars Sobirà,Alt Pirineu i Aran,2019,131,1,17,7.63,130,17,,,0.00001,0.000001,,,,,,,,,,,,,,,,
Tiurana,252228,Noguera,Ponent,2019,73,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tivenys,431495,Baix Ebre,Terres de l'Ebre,2019,899,13,370,14.46,412,28,,,0.000132,0.000033,,,,,,,,,,,,,,,,
Tivissa,431508,Ribera d'Ebre,Terres de l'Ebre,2019,1602,19,999,11.86,624,53,,,0.000193,0.000088,,,,,,,,,,,,,,,,
Tona,82830,Osona,Comarques Centrals,2019,8241,94,10592,11.41,1285,113,0.8876,0.7987,0.000956,0.000933,,,,,,,,,,,,,,,,
Torà,252234,Segarra,Ponent,2019,1255,17,1373,13.55,1094,81,,,0.000173,0.000121,,,,,,,,,,,,,,,,
Tordera,82845,Maresme,Metropolità,2019,17216,165,19695,9.58,1144,119,0.8098,0.7402,0.001678,0.001736,11,11,7,33,25,13,57,8,496,1544,1607,6142,1146,699,7535,526
Torelló,82858,Osona,Comarques Centrals,2019,14347,169,21060,11.78,1468,125,0.9695,0.9343,0.001719,0.001856,9,10,8,30,32,17,58,5,595,3289,2014,4138,2106,929,7560,429
"Torms, els",252249,Garrigues,Ponent,2019,144,3,75,20.83,521,25,,,0.000031,0.000007,,,,,,,,,,,,,,,,
Tornabous,252252,Urgell,Ponent,2019,858,6,367,6.99,428,61,,,0.000061,0.000032,,,,,,,,,,,,,,,,
"Torre de Cabdella, la",252271,Pallars Jussà,Alt Pirineu i Aran,2019,760,3,118,3.95,155,39,,,0.000031,0.00001,,,,,,,,,,,,,,,,
"Torre de Claramunt, la",82861,Anoia,Penedès,2019,3714,15,2498,4.04,673,167,,,0.000153,0.00022,,,,,,,,,,,,,,,,
"Torre de Fontaubella, la",431515,Priorat,Camp de Tarragona,2019,138,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Torre de l'Espanyol, la",431520,Ribera d'Ebre,Terres de l'Ebre,2019,611,4,168,6.55,275,42,,,0.000041,0.000015,,,,,,,,,,,,,,,,
Torre-serona,252332,Segrià,Ponent,2019,397,1,115,2.52,290,115,,,0.00001,0.00001,,,,,,,,,,,,,,,,
Torrebesses,252265,Segrià,Ponent,2019,282,2,75,7.09,266,38,,,0.00002,0.000007,,,,,,,,,,,,,,,,
Torredembarra,431536,Tarragonès,Camp de Tarragona,2019,16184,262,27425,16.19,1695,105,878,0.8025,0.002665,0.002417,15,24,16,46,58,21,65,17,875,4185,2176,5135,3335,1243,8481,1995
Torrefarrera,252287,Segrià,Ponent,2019,4605,59,13267,12.81,2881,225,,,0.0006,0.001169,,,,,,,,,,,,,,,,
Torrefeta i Florejacs,259078,Segarra,Ponent,2019,602,4,100,6.64,166,25,,,0.000041,0.000009,,,,,,,,,,,,,,,,
Torregrossa,252304,Pla d'Urgell,Ponent,2019,2202,17,974,7.72,442,57,,,0.000173,0.000086,,,,,,,,,,,,,,,,
Torrelameu,252311,Noguera,Ponent,2019,743,8,987,10.77,1328,123,,,0.000081,0.000087,,,,,,,,,,,,,,,,
Torrelavit,82877,Alt Penedès,Penedès,2019,1419,10,561,7.05,395,56,,,0.000102,0.000049,,,,,,,,,,,,,,,,
Torrelles de Foix,82883,Alt Penedès,Penedès,2019,2348,14,1211,5.96,516,87,,,0.000142,0.000107,,,,,,,,,,,,,,,,
Torrelles de Llobregat,82896,Baix Llobregat,Metropolità,2019,6041,34,2699,5.63,447,79,,,0.000346,0.000238,,,,,,,,,,,,,,,,
Torrent,171978,Baix Empordà,Comarques Gironines,2019,175,2,116,11.43,663,58,,,0.00002,0.00001,,,,,,,,,,,,,,,,
Torres de Segre,252326,Segrià,Ponent,2019,2277,31,6930,13.61,3043,224,,,0.000315,0.000611,,,,,,,,,,,,,,,,
Torroella de Fluvià,171984,Alt Empordà,Comarques Gironines,2019,694,6,806,8.65,1161,134,,,0.000061,0.000071,,,,,,,,,,,,,,,,
Torroella de Montgrí,171997,Baix Empordà,Comarques Gironines,2019,11645,222,23493,19.06,2017,106,0.9174,0.7007,0.002258,0.00207,15,18,13,33,49,16,58,20,567,2774,3519,3238,2305,911,8587,1592
Torroja del Priorat,431541,Priorat,Camp de Tarragona,2019,149,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tortellà,172001,Garrotxa,Comarques Gironines,2019,809,9,711,11.12,879,79,,,0.000092,0.000063,,,,,,,,,,,,,,,,
Tortosa,431554,Baix Ebre,Terres de l'Ebre,2019,33372,570,76181,17.08,2283,134,0.8043,0.5906,0.005798,0.006713,43,47,29,102,123,43,152,31,3333,12892,11570,14601,9593,4149,17083,2960
Toses,172018,Ripollès,Comarques Gironines,2019,171,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Tossa de Mar,172023,Selva,Comarques Gironines,2019,5683,129,13474,22.7,2371,104,811,0.6703,0.001312,0.001187,,,,,,,,,,,,,,,,
Tremp,252347,Pallars Jussà,Alt Pirineu i Aran,2019,5844,111,11974,18.99,2049,108,0.9273,0.8988,0.001129,0.001055,,,,,,,,,,,,,,,,
Ullà,172044,Baix Empordà,Comarques Gironines,2019,1153,11,1163,9.54,1009,106,,,0.000112,0.000102,,,,,,,,,,,,,,,,
Ullastrell,82900,Vallès Occidental,Metropolità,2019,2093,14,744,6.69,355,53,,,0.000142,0.000066,,,,,,,,,,,,,,,,
Ullastret,172057,Baix Empordà,Comarques Gironines,2019,290,2,67,6.9,231,34,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Ulldecona,431567,Montsià,Terres de l'Ebre,2019,6300,91,9291,14.44,1475,102,0.5632,569,0.000926,0.000819,,,,,,,,,,,,,,,,
Ulldemolins,431573,Priorat,Camp de Tarragona,2019,396,7,254,17.68,641,36,,,0.000071,0.000022,,,,,,,,,,,,,,,,
Ultramort,172039,Baix Empordà,Comarques Gironines,2019,223,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Urús,172060,Cerdanya,Alt Pirineu i Aran,2019,189,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vacarisses,82917,Vallès Occidental,Metropolità,2019,6688,36,5691,5.38,851,158,,,0.000366,0.000502,,,,,,,,,,,,,,,,
"Vajol, la",170144,Alt Empordà,Comarques Gironines,2019,89,2,38,22.47,427,19,,,0.00002,0.000003,,,,,,,,,,,,,,,,
"Vall d'en Bas, la",172076,Garrotxa,Comarques Gironines,2019,3072,23,1181,7.49,384,51,1,1,0.000234,0.000104,,,,,,,,,,,,,,,,
"Vall de Bianya, la",172082,Garrotxa,Comarques Gironines,2019,1264,8,430,6.33,340,54,,,0.000081,0.000038,,,,,,,,,,,,,,,,
"Vall de Boí, la",250432,Alta Ribagorça,Alt Pirineu i Aran,2019,1021,28,1458,27.42,1428,52,,,0.000285,0.000128,,,,,,,,,,,,,,,,
Vall de Cardós,259010,Pallars Sobirà,Alt Pirineu i Aran,2019,364,1,47,2.75,129,47,,,0.00001,0.000004,,,,,,,,,,,,,,,,
Vall-llobrega,172095,Baix Empordà,Comarques Gironines,2019,899,9,2093,10.01,2328,233,,,0.000092,0.000184,,,,,,,,,,,,,,,,
Vallbona d'Anoia,82922,Anoia,Penedès,2019,1373,7,411,5.1,299,59,,,0.000071,0.000036,,,,,,,,,,,,,,,,
Vallbona de les Monges,252385,Urgell,Ponent,2019,233,2,96,8.58,412,48,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Vallcebre,82938,Berguedà,Comarques Centrals,2019,250,2,164,8,656,82,,,0.00002,0.000014,,,,,,,,,,,,,,,,
Vallclara,431589,Conca de Barberà,Camp de Tarragona,2019,98,1,69,10.2,704,69,,,0.00001,0.000006,,,,,,,,,,,,,,,,
Vallfogona de Balaguer,252402,Noguera,Ponent,2019,1876,28,6815,14.93,3633,243,,,0.000285,0.000601,,,,,,,,,,,,,,,,
Vallfogona de Ripollès,171707,Ripollès,Comarques Gironines,2019,206,2,86,9.71,417,43,,,0.00002,0.000008,,,,,,,,,,,,,,,,
Vallfogona de Riucorb,431592,Conca de Barberà,Camp de Tarragona,2019,91,1,284,10.99,3121,284,,,0.00001,0.000025,,,,,,,,,,,,,,,,
Vallgorguina,82943,Vallès Oriental,Metropolità,2019,2891,11,879,3.8,304,80,,,0.000112,0.000077,,,,,,,,,,,,,,,,
Vallirana,82956,Baix Llobregat,Metropolità,2019,15006,109,13048,7.26,870,120,0.8039,0.8492,0.001109,0.00115,8,14,4,25,16,7,28,7,55,3011,1000,2391,775,320,4807,689
Vallmoll,431606,Alt Camp,Camp de Tarragona,2019,1756,10,3929,5.69,2237,393,,,0.000102,0.000346,,,,,,,,,,,,,,,,
Vallromanes,82969,Vallès Oriental,Metropolità,2019,2579,11,934,4.27,362,85,,,0.000112,0.000082,,,,,,,,,,,,,,,,
Valls,431613,Alt Camp,Camp de Tarragona,2019,24359,350,45590,14.37,1872,130,0.8764,0.6064,0.00356,0.004018,21,29,19,63,64,27,102,25,1904,7844,6800,9924,5123,2166,9730,2099
"Valls d'Aguilar, les",259062,Alt Urgell,Alt Pirineu i Aran,2019,260,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Valls de Valira, les",252398,Alt Urgell,Alt Pirineu i Aran,2019,791,2,13,2.53,16,7,,,0.00002,0.000001,,,,,,,,,,,,,,,,
Vandellòs i l'Hospitalet de l'Infant,431628,Baix Camp,Camp de Tarragona,2019,6482,94,13795,14.5,2128,147,0.5618,0.3776,0.000956,0.001216,,,,,,,,,,,,,,,,
"Vansa i Fórnols, la",259097,Alt Urgell,Alt Pirineu i Aran,2019,161,1,1,6.21,6,1,,,0.00001,0,,,,,,,,,,,,,,,,
Veciana,82975,Anoia,Comarques Centrals,2019,182,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
"Vendrell, el",431634,Baix Penedès,Penedès,2019,37606,501,75207,13.32,2000,150,0.8839,0.7006,0.005096,0.006628,29,50,32,112,80,47,123,28,2892,15605,8852,20298,5358,3307,16618,2277
Ventalló,172109,Alt Empordà,Comarques Gironines,2019,859,6,502,6.98,584,84,,,0.000061,0.000044,,,,,,,,,,,,,,,,
Verdú,252424,Urgell,Ponent,2019,919,8,650,8.71,707,81,,,0.000081,0.000057,,,,,,,,,,,,,,,,
Verges,172116,Baix Empordà,Comarques Gironines,2019,1171,14,1244,11.96,1062,89,,,0.000142,0.00011,,,,,,,,,,,,,,,,
Vespella de Gaià,431649,Tarragonès,Camp de Tarragona,2019,410,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,
Vic,82981,Osona,Comarques Centrals,2019,46214,822,121738,17.79,2634,148,0.8521,0.6122,0.008361,0.010728,53,81,39,143,174,70,220,42,4251,26933,14087,22128,15228,8684,26868,3559
Vidrà,172121,Osona,Comarques Centrals,2019,167,2,66,11.98,395,33,,,0.00002,0.000006,,,,,,,,,,,,,,,,
Vidreres,172137,Selva,Comarques Gironines,2019,7797,71,7985,9.11,1024,112,0.75,0.6944,0.000722,0.000704,,,,,,,,,,,,,,,,
Vielha e Mijaran,252430,Aran,Alt Pirineu i Aran,2019,5559,146,18338,26.26,3299,126,831,0.6367,0.001485,0.001616,,,,,,,,,,,,,,,,
Vila-rodona,431704,Alt Camp,Camp de Tarragona,2019,1255,14,1776,11.16,1415,127,,,0.000142,0.000157,,,,,,,,,,,,,,,,
Vila-sacra,172305,Alt Empordà,Comarques Gironines,2019,760,12,6275,15.79,8257,523,,,0.000122,0.000553,,,,,,,,,,,,,,,,
